areaType,areaName,areaCode,date,cumVaccinationFirstDoseUptakeByPublishDatePercentage,cumVaccinationSecondDoseUptakeByPublishDatePercentage,cumVaccinationThirdInjectionUptakeByPublishDatePercentage
nation,Wales,W92000004,15/07/2021,82.8,68.8,
nation,Wales,W92000004,14/07/2021,82.8,68.2,
nation,Wales,W92000004,13/07/2021,82.8,67.7,
nation,Wales,W92000004,12/07/2021,82.7,67.1,
nation,Wales,W92000004,11/07/2021,82.7,66.6,
nation,Wales,W92000004,10/07/2021,82.6,66.3,
nation,Wales,W92000004,09/07/2021,82.6,65.8,
nation,Wales,W92000004,08/07/2021,82.5,65.4,
nation,Wales,W92000004,07/07/2021,82.5,64.8,
nation,Wales,W92000004,06/07/2021,82.4,64.1,
nation,Wales,W92000004,05/07/2021,82.4,63.5,
nation,Wales,W92000004,04/07/2021,82.3,62.9,
nation,Wales,W92000004,03/07/2021,82.3,62.6,
nation,Wales,W92000004,02/07/2021,82.2,62.2,
nation,Wales,W92000004,01/07/2021,82.2,61.6,
nation,Wales,W92000004,30/06/2021,82.1,61,
nation,Wales,W92000004,29/06/2021,82.1,60.3,
nation,Wales,W92000004,28/06/2021,82,59.7,
nation,Wales,W92000004,27/06/2021,81.9,59.1,
nation,Wales,W92000004,26/06/2021,81.9,58.8,
nation,Wales,W92000004,25/06/2021,81.8,58.4,
nation,Wales,W92000004,24/06/2021,81.7,57.8,
nation,Wales,W92000004,23/06/2021,81.6,57.1,
nation,Wales,W92000004,22/06/2021,81.5,56.4,
nation,Wales,W92000004,21/06/2021,81.4,55.8,
nation,Wales,W92000004,20/06/2021,81.3,55.2,
nation,Wales,W92000004,19/06/2021,81.3,54.8,
nation,Wales,W92000004,18/06/2021,81.2,54.2,
nation,Wales,W92000004,17/06/2021,81,53.6,
nation,Wales,W92000004,16/06/2021,80.9,52.8,
nation,Wales,W92000004,15/06/2021,80.8,52,
nation,Wales,W92000004,14/06/2021,80.6,51.3,
nation,Wales,W92000004,13/06/2021,80.5,50.3,
nation,Wales,W92000004,12/06/2021,80.4,50.1,
nation,Wales,W92000004,11/06/2021,80.2,49.4,
nation,Wales,W92000004,10/06/2021,80,48.6,
nation,Wales,W92000004,09/06/2021,79.8,47.8,
nation,Wales,W92000004,08/06/2021,79.6,46.9,
nation,Wales,W92000004,07/06/2021,79.4,46.2,
nation,Wales,W92000004,06/06/2021,79.4,45.4,
nation,Wales,W92000004,05/06/2021,79.2,45,
nation,Wales,W92000004,04/06/2021,79,43.9,
nation,Wales,W92000004,03/06/2021,78.8,42.9,
nation,Wales,W92000004,02/06/2021,78.5,42.1,
nation,Wales,W92000004,01/06/2021,78.2,41.4,
nation,Wales,W92000004,31/05/2021,78,40.6,
nation,Wales,W92000004,30/05/2021,78,40.5,
nation,Wales,W92000004,29/05/2021,77.8,40.4,
nation,Wales,W92000004,28/05/2021,77.6,40.1,
nation,Wales,W92000004,27/05/2021,77.3,39.3,
nation,Wales,W92000004,26/05/2021,77,38.5,
nation,Wales,W92000004,25/05/2021,76.8,37.7,
nation,Wales,W92000004,24/05/2021,76.5,37,
nation,Wales,W92000004,23/05/2021,76.3,36.5,
nation,Wales,W92000004,22/05/2021,76,36.4,
nation,Wales,W92000004,21/05/2021,75.6,35.8,
nation,Wales,W92000004,20/05/2021,75.2,35.2,
nation,Wales,W92000004,19/05/2021,74.8,34.6,
nation,Wales,W92000004,18/05/2021,74.4,34.1,
nation,Wales,W92000004,17/05/2021,74,33.7,
nation,Wales,W92000004,16/05/2021,73.7,33.3,
nation,Wales,W92000004,15/05/2021,73.4,33.3,
nation,Wales,W92000004,14/05/2021,72.9,32.9,
nation,Wales,W92000004,13/05/2021,72.3,32.4,
nation,Wales,W92000004,12/05/2021,71.8,31.9,
nation,Wales,W92000004,11/05/2021,71.3,31.4,
nation,Wales,W92000004,10/05/2021,70.8,31.1,
nation,Wales,W92000004,09/05/2021,70.3,30.8,
nation,Wales,W92000004,08/05/2021,69.9,30.6,
nation,Wales,W92000004,07/05/2021,69.4,30.2,
nation,Wales,W92000004,06/05/2021,68.9,29.6,
nation,Wales,W92000004,05/05/2021,68.5,29,
nation,Wales,W92000004,04/05/2021,68.1,28.5,
nation,Wales,W92000004,03/05/2021,67.8,28.1,
nation,Wales,W92000004,02/05/2021,67.6,28,
nation,Wales,W92000004,01/05/2021,67.4,28,
nation,Wales,W92000004,30/04/2021,67.1,27.8,
nation,Wales,W92000004,29/04/2021,66.5,27.2,
nation,Wales,W92000004,28/04/2021,66,26.6,
nation,Wales,W92000004,27/04/2021,65.4,26,
nation,Wales,W92000004,26/04/2021,64.9,25.5,
nation,Wales,W92000004,25/04/2021,64.6,25.1,
nation,Wales,W92000004,24/04/2021,64.3,25,
nation,Wales,W92000004,23/04/2021,63.9,24.4,
nation,Wales,W92000004,22/04/2021,63.3,23.8,
nation,Wales,W92000004,21/04/2021,62.8,23.1,
nation,Wales,W92000004,20/04/2021,62.2,22.6,
nation,Wales,W92000004,19/04/2021,61.7,22.2,
nation,Wales,W92000004,18/04/2021,61.5,21.9,
nation,Wales,W92000004,17/04/2021,61.2,21.9,
nation,Wales,W92000004,16/04/2021,60.8,21.4,
nation,Wales,W92000004,15/04/2021,60.2,20.9,
nation,Wales,W92000004,14/04/2021,59.6,20.3,
nation,Wales,W92000004,13/04/2021,58.9,20,
nation,Wales,W92000004,12/04/2021,58.3,19.5,
nation,Wales,W92000004,11/04/2021,57.7,19.2,
nation,Wales,W92000004,10/04/2021,57.2,19.1,
nation,Wales,W92000004,09/04/2021,56.6,18.5,
nation,Wales,W92000004,08/04/2021,55.9,18.1,
nation,Wales,W92000004,07/04/2021,55.2,17.6,
nation,Wales,W92000004,06/04/2021,54.6,17.3,
nation,Wales,W92000004,05/04/2021,54.3,17.1,
nation,Wales,W92000004,04/04/2021,54.2,17,
nation,Wales,W92000004,03/04/2021,53.9,16.9,
nation,Wales,W92000004,02/04/2021,53.5,16.8,
nation,Wales,W92000004,01/04/2021,53.1,16.7,
nation,Wales,W92000004,31/03/2021,52.5,16.3,
nation,Wales,W92000004,30/03/2021,51.9,15.9,
nation,Wales,W92000004,29/03/2021,51.4,15.4,
nation,Wales,W92000004,28/03/2021,50.9,15.1,
nation,Wales,W92000004,27/03/2021,50.4,15,
nation,Wales,W92000004,26/03/2021,49.6,14.6,
nation,Wales,W92000004,25/03/2021,48.8,14.2,
nation,Wales,W92000004,24/03/2021,48,13.8,
nation,Wales,W92000004,23/03/2021,47.4,13.3,
nation,Wales,W92000004,22/03/2021,46.8,12.8,
nation,Wales,W92000004,21/03/2021,46.3,12.6,
nation,Wales,W92000004,20/03/2021,45.7,12.3,
nation,Wales,W92000004,19/03/2021,44.8,12,
nation,Wales,W92000004,18/03/2021,43.8,11.6,
nation,Wales,W92000004,17/03/2021,42.9,11.1,
nation,Wales,W92000004,16/03/2021,42.1,10.5,
nation,Wales,W92000004,15/03/2021,41.4,9.9,
nation,Wales,W92000004,14/03/2021,40.8,9.6,
nation,Wales,W92000004,13/03/2021,40.5,9.4,
nation,Wales,W92000004,12/03/2021,39.4,9.1,
nation,Wales,W92000004,11/03/2021,38.4,8.6,
nation,Wales,W92000004,10/03/2021,37.6,8.1,
nation,Wales,W92000004,09/03/2021,37,7.5,
nation,Wales,W92000004,08/03/2021,36.6,7,
nation,Wales,W92000004,07/03/2021,36.3,6.7,
nation,Wales,W92000004,06/03/2021,36.2,6.4,
nation,Wales,W92000004,05/03/2021,35.7,6.1,
nation,Wales,W92000004,04/03/2021,35.1,5.6,
nation,Wales,W92000004,03/03/2021,34.6,5.1,
nation,Wales,W92000004,02/03/2021,34.2,4.5,
nation,Wales,W92000004,01/03/2021,33.9,4.1,
nation,Wales,W92000004,28/02/2021,33.6,3.8,
nation,Wales,W92000004,27/02/2021,33.6,3.5,
nation,Wales,W92000004,26/02/2021,33.3,3.2,
nation,Wales,W92000004,25/02/2021,32.8,2.9,
nation,Wales,W92000004,24/02/2021,32.3,2.5,
nation,Wales,W92000004,23/02/2021,31.9,2.2,
nation,Wales,W92000004,22/02/2021,31.6,1.8,
nation,Wales,W92000004,21/02/2021,31.3,1.6,
nation,Wales,W92000004,20/02/2021,31.3,1.4,
nation,Wales,W92000004,19/02/2021,31,1.2,
nation,Wales,W92000004,18/02/2021,30.5,0.9,
nation,Wales,W92000004,17/02/2021,29.9,0.7,
nation,Wales,W92000004,16/02/2021,29.3,0.5,
nation,Wales,W92000004,15/02/2021,28.9,0.3,
nation,Wales,W92000004,14/02/2021,28.5,0.2,
nation,Wales,W92000004,13/02/2021,28,0.2,
nation,Wales,W92000004,12/02/2021,27.2,0.2,
nation,Wales,W92000004,11/02/2021,26,0.1,
nation,Wales,W92000004,10/02/2021,24.9,0.1,
nation,Wales,W92000004,09/02/2021,23.8,0.1,
nation,Wales,W92000004,08/02/2021,22.9,0.1,
nation,Wales,W92000004,07/02/2021,21.9,0.1,
nation,Wales,W92000004,06/02/2021,21.4,0.1,
nation,Wales,W92000004,05/02/2021,20.2,0.1,
nation,Wales,W92000004,04/02/2021,19,0.1,
nation,Wales,W92000004,03/02/2021,17.8,,
nation,Wales,W92000004,02/02/2021,16.8,,
nation,Wales,W92000004,01/02/2021,16,,
nation,Wales,W92000004,31/01/2021,15.1,,
nation,Wales,W92000004,30/01/2021,14.7,,
nation,Wales,W92000004,29/01/2021,13.7,,
nation,Wales,W92000004,28/01/2021,13.2,,
nation,Wales,W92000004,27/01/2021,12.2,,
nation,Wales,W92000004,26/01/2021,11.3,,
nation,Wales,W92000004,25/01/2021,10.5,,
nation,Wales,W92000004,24/01/2021,9.8,,
nation,Wales,W92000004,23/01/2021,9.6,,
nation,Wales,W92000004,22/01/2021,8.7,,
nation,Wales,W92000004,21/01/2021,7.7,,
nation,Wales,W92000004,20/01/2021,6.9,,
nation,Wales,W92000004,19/01/2021,6.4,,
nation,Wales,W92000004,18/01/2021,5.9,,
nation,Wales,W92000004,17/01/2021,5.5,,
nation,Wales,W92000004,16/01/2021,4.6,,
nation,Wales,W92000004,15/01/2021,4.6,,
nation,Wales,W92000004,14/01/2021,4.6,,
nation,Wales,W92000004,13/01/2021,4.1,,
nation,Wales,W92000004,12/01/2021,3.7,,
nation,Wales,W92000004,11/01/2021,3.3,,
nation,Wales,W92000004,10/01/2021,3.1,,
