,cycle,state,ballot_party,percent_sen,percent_gov,votes_gov,candidate_name_gov,percent_hou,percent_pres,votes_pres,candidate_name_pres
312,2002,Kansas,REP,82.52,45.09197168334745,376830.0,Tim Shallenburger,64.59,,,
313,2002,Kentucky,DEM,35.32,,,,32.07,,,
314,2002,Kentucky,REP,64.68,,,,63.41,,,
315,2002,Louisiana,DEM,51.7,,,,50.28,,,
316,2002,Louisiana,REP,48.3,,,,49.72,,,
317,2002,Maine,DEM,41.56,47.14642015875215,238179.0,John Baldacci,58.45,,,
318,2002,Maine,REP,58.44,41.46875433005404,209496.0,Peter Cianchette,41.55,,,
319,2002,Massachusetts,DEM,80.27,44.9362153224509,985981.0,Shannon O'Brien,83.45,,,
320,2002,Massachusetts,LIB,18.48,1.050233367469108,23044.0,Carla A. Howell,0.64,,,
321,2002,Massachusetts,W,1.24,,,,0.05,,,
322,2002,Michigan,DEM,60.61,51.416603594261645,1633796.0,Jennifer Granholm,49.32,,,
323,2002,Michigan,GRE,0.76,0.7941930377506047,25236.0,Douglas Campbell,0.42,,,
324,2002,Michigan,NLP,0.33,,,,,,,
325,2002,Michigan,REF,0.41,,,,0.13,,,
326,2002,Michigan,REP,37.89,47.398054799823136,1506104.0,Dick Posthumus,48.24,,,
327,2002,Minnesota,CON,0.1,0.1126317607358667,2537.0,Lawrence Michael Aeshliman,,,,
328,2002,Minnesota,DEM,47.88,36.460725611361376,821268.0,Roger Moe,49.92,,,
329,2002,Minnesota,GRE,0.45,2.2459314717645897,50589.0,Ken Pentel,1.71,,,
330,2002,Minnesota,IDP,2.0,16.183723400902032,364534.0,Timothy Penny,0.98,,,
331,2002,Minnesota,REP,49.57,44.37225218681867,999473.0,Tim Pawlenty,46.82,,,
332,2002,Minnesota,W,0.0,0.0001775825947747,4.0,Richard A. Klatte,,,,
333,2002,Mississippi,REF,15.42,,,,1.45,,,
334,2002,Mississippi,REP,84.58,,,,50.0,,,
335,2002,Missouri,DEM,48.67,,,,44.73,,,
336,2002,Missouri,GRE,0.56,,,,0.23,,,
337,2002,Missouri,LIB,0.98,,,,1.85,,,
338,2002,Missouri,REP,49.8,,,,53.19,,,
339,2002,Montana,DEM,62.74,,,,32.67,,,
340,2002,Montana,GRE,2.34,,,,,,,
341,2002,Montana,LIB,3.19,,,,2.71,,,
342,2002,Montana,REP,31.73,,,,64.62,,,
343,2002,Nebraska,DEM,14.64,27.515691561796373,132348.0,Stormy Dean,9.89,,,
344,2002,Nebraska,IND,1.05,,,,,,,
345,2002,Nebraska,LIB,1.55,,,,7.78,,,
346,2002,Nebraska,REP,82.76,68.68091086943414,330349.0,Mike Johanns,81.65,,,
347,2002,New Hampshire,DEM,46.42,38.21358267716536,169277.0,Mark Fernald,39.7,,,
348,2002,New Hampshire,LIB,2.2,2.941017120566351,13028.0,John J. Babiarz,2.81,,,
349,2002,New Hampshire,REP,50.84,58.61784837101784,259663.0,Craig Benson,57.5,,,
350,2002,New Hampshire,W,0.54,,,,,,,
351,2002,New Jersey,DEM,53.88,,,,51.35,,,
352,2002,New Jersey,IND,2.18,,,,1.47,,,
353,2002,New Jersey,REP,43.95,,,,46.56,,,
354,2002,New Mexico,DEM,34.96,55.48837026803213,268693.0,Bill Richardson,59.9,,,
355,2002,New Mexico,REP,65.04,39.0460790569829,189074.0,John Sanchez,40.08,,,
356,2002,North Carolina,DEM,44.96,,,,43.26,,,
357,2002,North Carolina,LIB,1.45,,,,2.87,,,
358,2002,North Carolina,REP,53.56,,,,53.87,,,
359,2002,North Carolina,W,0.03,,,,,,,
360,2002,Oklahoma,DEM,36.31,43.2729186381105,448143.0,Brad Henry,39.66,,,
361,2002,Oklahoma,IND,6.39,14.117147216160369,146200.0,Gary Richardson,5.69,,,
362,2002,Oklahoma,REP,57.3,42.60993414572913,441277.0,Steve Largent,54.5,,,
363,2002,Oregon,CON,1.71,,,,0.28,,,
364,2002,Oregon,DEM,39.65,49.02859745005343,618004.0,Ted Kulongoski,54.65,,,
365,2002,Oregon,LIB,2.37,4.582319513652155,57760.0,Tom Cox,1.83,,,
366,2002,Oregon,REP,56.27,46.15520703341618,581785.0,Kevin Mannix,42.71,,,
367,2002,Rhode Island,DEM,78.43,45.242067603054906,150229.0,Myrth York,68.4,,,
368,2002,Rhode Island,REP,21.57,54.75793239694509,181827.0,Donald Carcieri,29.57,,,
369,2002,South Carolina,CON,0.75,,,,0.91,,,
370,2002,South Carolina,DEM,44.22,47.04597260150308,521140.0,James H. Hodges,35.07,,,
371,2002,South Carolina,LIB,0.6,,,,2.55,,,
372,2002,South Carolina,REP,54.44,52.849037441603286,585422.0,Mark Sanford,57.87,,,
373,2002,South Dakota,DEM,49.62,41.92474272101483,140263.0,Jim Abbott,45.61,,,
374,2002,South Dakota,LIB,0.91,0.5927205664770638,1983.0,Nathan Barton,0.93,,,
375,2002,South Dakota,REP,49.47,56.76726676012302,189920.0,M. Michael Rounds,53.47,,,
376,2002,Tennessee,DEM,44.35,50.64727278006396,837284.0,Phil Bredesen,46.38,,,
377,2002,Tennessee,IND,1.36,0.4687366733064475,7749.0,Ronny Simmons,3.17,,,
378,2002,Tennessee,REP,54.29,47.59367928346017,786803.0,Van Hilleary,50.45,,,
379,2002,Texas,DEM,43.33,39.96054446356566,1819798.0,Tony Sanchez,43.89,,,
380,2002,Texas,GRE,0.55,0.7067872613602103,32187.0,Rahul Mahajan,0.24,,,
381,2002,Texas,LIB,0.79,1.4650898212928585,66720.0,Jeff Daiell,2.49,,,
382,2002,Texas,REP,55.3,57.808487376007,2632591.0,Rick Perry,53.33,,,
383,2002,Texas,W,0.03,0.0376593082061938,1715.0,Elaine Eure Henderson,0.0,,,
384,2002,Virginia,IND,16.96,,,,0.3,,,
385,2002,Virginia,REP,83.04,,,,63.7,,,
386,2002,West Virginia,DEM,63.11,,,,66.04,,,
387,2002,West Virginia,REP,36.89,,,,33.88,,,
388,2002,Wyoming,DEM,27.05,49.96360381539855,92662.0,Dave Freudenthal,36.21,,,
389,2002,Wyoming,REP,72.95,47.92056465310392,88873.0,Eli D. Bebout,60.51,,,
390,2004,Alabama,DEM,32.39,,,,39.62,36.84440232237717,693933.0,John Kerry
391,2004,Alabama,REP,67.61,,,,60.38,62.46068975770077,1176394.0,George W. Bush
392,2004,Alaska,AKI,1.23,,,,,0.6692301294314102,2092.0,Michael Anthony Peroutka
393,2004,Alaska,DEM,45.61,,,,22.44,35.51686191210436,111025.0,John Kerry
394,2004,Alaska,GRE,0.99,,,,3.83,0.3384538608692314,1058.0,David Keith Cobb
395,2004,Alaska,LIB,0.4,,,,2.39,0.5358319630963729,1675.0,Michael Badnarik
396,2004,Alaska,N,3.12,,,,,,,
397,2004,Alaska,REP,48.64,,,,71.34,61.06532991253943,190889.0,George W. Bush
398,2004,Arizona,DEM,20.62,,,,31.93,44.396832928795554,893524.0,John Kerry
399,2004,Arizona,LIB,2.64,,,,7.82,0.5890931314702236,11856.0,Michael Badnarik
400,2004,Arizona,REP,76.74,,,,60.25,54.86943408601376,1104294.0,George W. Bush
401,2004,Arkansas,DEM,55.9,,,,53.89,44.547630445189085,469953.0,John Kerry
402,2004,Arkansas,REP,44.07,,,,45.23,54.30595907843537,572898.0,George W. Bush
403,2004,Arkansas,W,0.03,,,,0.0,,,
404,2004,California,AIP,0.67,,,,0.07,0.2145010260949816,26645.0,Michael Anthony Peroutka
405,2004,California,DEM,57.71,,,,53.57,54.30337601832641,6745485.0,John Kerry
406,2004,California,LIB,1.8,,,,1.85,0.4038447729050387,50165.0,Michael Badnarik
407,2004,California,PAF,2.02,,,,0.26,0.2222454429500528,27607.0,Leonard Peltier
408,2004,California,REP,37.8,,,,43.3,44.35591407786858,5509826.0,George W. Bush
409,2004,Colorado,ACP,0.89,,,,0.62,0.1203025877734629,2562.0,Michael Anthony Peroutka
410,2004,Colorado,DEM,51.3,,,,48.81,47.0378422542883,1001732.0,John Kerry
411,2004,Colorado,IND,0.4,,,,,,,
412,2004,Colorado,LIB,0.48,,,,0.87,0.3598747200217878,7664.0,Michael Badnarik
413,2004,Colorado,REF,0.31,,,,,0.5971929396186192,12718.0,Ralph Nader
414,2004,Colorado,REP,46.53,,,,48.64,51.7110953545921,1101255.0,George W. Bush
415,2004,Colorado,UN,0.08,,,,0.43,0.0377530369125153,804.0,Stanford E. Andress
416,2004,Connecticut,CNC,0.87,,,,0.18,0.0977343740597896,1543.0,Michael Anthony Peroutka
417,2004,Connecticut,DEM,66.35,,,,55.0,54.3137089719902,857488.0,John Kerry
418,2004,Connecticut,LIB,0.64,,,,,0.2132674254434942,3367.0,Michael Badnarik
419,2004,Connecticut,REP,32.13,,,,44.09,43.94727791082799,693826.0,George W. Bush
420,2004,Florida,DEM,48.32,,,,39.31,47.09111002771423,3583544.0,John Kerry
421,2004,Florida,REP,49.43,,,,58.98,52.09751623233695,3964522.0,George W. Bush
422,2004,Florida,VET,2.24,,,,,,,
423,2004,Florida,W,0.0,,,,0.08,,,
424,2004,Georgia,DEM,39.98,,,,38.53,41.37494605337877,1366149.0,John Kerry
425,2004,Georgia,LIB,2.14,,,,,0.5568654173764906,18387.0,Michael Badnarik
426,2004,Georgia,REP,57.88,,,,61.47,57.974756766988456,1914254.0,George W. Bush
427,2004,Georgia,W,0.0,,,,,0.0675676698845353,2231.0,Ralph Nader
428,2004,Hawaii,DEM,75.51,,,,62.87,54.00955215809311,231708.0,John Kerry
429,2004,Hawaii,LIB,1.27,,,,1.5,0.3209692946367593,1377.0,Michael Badnarik
430,2004,Hawaii,N,2.23,,,,,,,
431,2004,Hawaii,REP,20.99,,,,35.63,45.26459571155186,194191.0,George W. Bush
432,2004,Idaho,REP,99.18,,,,70.12,68.38283089396387,409235.0,George W. Bush
433,2004,Idaho,W,0.82,,,,,0.1863155801599807,1115.0,Ralph Nader
434,2004,Illinois,DEM,70.01,,,,53.68,54.82316020902781,2891550.0,John Kerry
435,2004,Illinois,IND,1.58,,,,,,,
436,2004,Illinois,LIB,1.35,,,,0.73,0.6150932764438728,32442.0,Michael Badnarik
437,2004,Illinois,REP,27.06,,,,45.58,44.47862682634849,2345946.0,George W. Bush
438,2004,Indiana,DEM,61.65,45.49319623704001,1113900.0,Joseph Kernan,41.35,39.26297466533658,969011.0,John Kerry
439,2004,Indiana,LIB,1.13,1.2932009746383293,31664.0,Kenn Gividen,1.47,0.7316849824270807,18058.0,Michael Badnarik
440,2004,Indiana,REP,37.23,53.21270427829633,1302912.0,"Mitchell Daniels, Jr.",57.18,59.94476503665717,1479438.0,George W. Bush
441,2004,Iowa,DEM,27.89,,,,42.86,49.23313168421695,741898.0,John Kerry
442,2004,Iowa,GRE,0.75,,,,,0.075717960220531,1141.0,David Keith Cobb
443,2004,Iowa,LIB,1.03,,,,0.57,0.1985522672916992,2992.0,Michael Badnarik
444,2004,Iowa,REP,70.21,,,,56.45,49.90065750530225,751957.0,George W. Bush
445,2004,Iowa,SWP,0.13,,,,,0.0247526723595601,373.0,James Harris
446,2004,Kansas,DEM,27.49,,,,33.46,36.62309430556444,434993.0,John Kerry
447,2004,Kansas,LIB,1.93,,,,3.69,0.3378640057385523,4013.0,Michael Badnarik
448,2004,Kansas,REF,1.42,,,,0.26,0.7870303328293017,9348.0,Ralph Nader
449,2004,Kansas,REP,69.16,,,,62.59,62.003980615547306,736456.0,George W. Bush
450,2004,Kentucky,DEM,49.34,,,,38.38,39.68707298140969,712733.0,John Kerry
451,2004,Kentucky,REP,50.66,,,,60.57,59.54951383220055,1069439.0,George W. Bush
452,2004,Maryland,CON,0.39,,,,0.08,0.1433373081747936,3421.0,Michael Anthony Peroutka
453,2004,Maryland,DEM,64.8,,,,58.17,55.91424565860999,1334493.0,John Kerry
454,2004,Maryland,GRE,1.07,,,,1.98,0.1521780483165303,3632.0,David Keith Cobb
455,2004,Maryland,REP,33.72,,,,39.77,42.93427936236057,1024703.0,George W. Bush
456,2004,Maryland,W,0.02,,,,0.0,,,
457,2004,Missouri,CON,0.38,0.4154656624009642,11299.0,Robert Wells,0.4,0.1960558900241784,5355.0,Michael Anthony Peroutka
458,2004,Missouri,DEM,42.8,47.85418732688165,1301442.0,Claire McCaskill,44.72,46.10044651683188,1259171.0,John Kerry
459,2004,Missouri,LIB,0.73,0.8963821504567402,24378.0,John Swenson,1.27,0.3599300569239398,9831.0,Michael Badnarik
460,2004,Missouri,REP,56.09,50.83172188252754,1382419.0,Matt Blunt,53.61,53.29619193926551,1455713.0,George W. Bush
461,2004,Nevada,DEM,62.08,,,,42.19,47.87804051895702,397190.0,John Kerry
462,2004,Nevada,IAP,0.75,,,,2.11,0.1388642782492975,1152.0,Michael Anthony Peroutka
463,2004,Nevada,LIB,1.2,,,,2.54,0.3828411004511883,3176.0,Michael Badnarik
464,2004,Nevada,NLP,0.26,,,,,,,
465,2004,Nevada,REP,35.71,,,,53.16,50.4696915453111,418690.0,George W. Bush
466,2004,New Hampshire,DEM,33.75,51.017810560402985,340299.0,John Lynch,37.41,50.24227651393311,340511.0,John Kerry
467,2004,New Hampshire,REP,66.24,48.87124823843363,325981.0,Craig Benson,60.85,48.87390112403318,331237.0,George W. Bush
468,2004,New Hampshire,W,0.02,,,,,0.0548884672247977,372.0,Michael Badnarik
469,2004,New York,CRV,3.3,,,,3.23,2.0887277656302823,155574.0,George W. Bush
470,2004,New York,DEM,65.42,,,,55.56,56.13058126549186,4180755.0,John Kerry
471,2004,New York,GRE,0.55,,,,,,,
472,2004,New York,IDP,3.23,,,,3.05,1.1310954791356806,84247.0,Ralph Nader
473,2004,New York,LIB,0.28,,,,,0.1558349285592109,11607.0,Michael Badnarik
474,2004,New York,OTH,0.24,,,,0.36,0.2097937963010451,15626.0,Ralph Nader
475,2004,New York,REP,24.24,,,,35.51,37.6865299923499,2806993.0,George W. Bush
476,2004,New York,SWP,0.22,,,,,0.0322893946054021,2405.0,Roger Calero
477,2004,New York,WFP,2.52,,,,2.29,1.7926991329257038,133525.0,John Kerry
478,2004,North Carolina,DEM,47.02,55.61593122183574,1939154.0,Mike Easley,48.93,43.5831462205017,1525849.0,John Kerry
479,2004,North Carolina,LIB,1.38,1.5060997714736737,52513.0,Barbara Howe,,0.3350750227006115,11731.0,Michael Badnarik
480,2004,North Carolina,REP,51.6,42.87796900669059,1495021.0,Patrick J. Ballantine,51.07,56.01719733779452,1961166.0,George W. Bush
481,2004,North Carolina,W,0.01,,,,0.0,0.0515565950025235,1805.0,Walter F. Brown
482,2004,North Dakota,DEM,68.28,27.392502791925686,84868.0,Joseph A Satrom,59.56,35.49881246543683,111052.0,John Kerry
483,2004,North Dakota,REP,31.72,71.25446223960856,220762.0,John Hoeven,40.44,62.86133496146506,196651.0,George W. Bush
484,2004,Ohio,DEM,36.15,,,,48.51,48.70668524315362,2741165.0,John Kerry
485,2004,Ohio,REP,63.85,,,,51.13,50.8140243355296,2859764.0,George W. Bush
486,2004,Ohio,W,0.01,,,,0.01,,,
487,2004,Oklahoma,DEM,41.24,,,,28.3,34.42959833524394,503966.0,John Kerry
488,2004,Oklahoma,IND,5.99,,,,8.04,,,
489,2004,Oklahoma,REP,52.77,,,,63.66,65.57040166475606,959792.0,George W. Bush
490,2004,Oregon,CON,0.7,,,,1.69,0.2862070730222748,5257.0,Michael Anthony Peroutka
491,2004,Oregon,DEM,63.45,,,,53.82,51.34866304221188,943163.0,John Kerry
492,2004,Oregon,LIB,1.66,,,,0.82,0.3952564866162669,7260.0,Michael Badnarik
493,2004,Oregon,PG,2.42,,,,,0.2893647694718262,5315.0,Ralph Nader
494,2004,Oregon,REP,31.77,,,,43.07,47.19291674243323,866831.0,George W. Bush
495,2004,Pennsylvania,CON,3.96,,,,0.67,0.1095051814773666,6318.0,Michael Anthony Peroutka
496,2004,Pennsylvania,DEM,41.99,,,,48.11,50.923809144150624,2938095.0,John Kerry
497,2004,Pennsylvania,LIB,1.43,,,,1.06,0.3671838033551777,21185.0,Michael Badnarik
498,2004,Pennsylvania,REP,52.62,,,,49.8,48.4236661530542,2793847.0,George W. Bush
499,2004,South Carolina,CON,0.84,,,,0.6,0.3286704208984193,5317.0,Michael Anthony Peroutka
500,2004,South Carolina,DEM,44.14,,,,33.85,40.90293188603784,661699.0,John Kerry
501,2004,South Carolina,GRE,0.27,,,,2.01,0.091980738442138,1488.0,David Keith Cobb
502,2004,South Carolina,IDP,0.01,,,,,0.3412188684143831,5520.0,Ralph Nader
503,2004,South Carolina,LIB,0.67,,,,,0.2230285647172272,3608.0,Michael Badnarik
504,2004,South Carolina,REP,53.71,,,,63.54,57.98087443516532,937974.0,George W. Bush
505,2004,South Carolina,UC,0.37,,,,,0.1312950863246648,2124.0,Walter F. Brown
506,2004,South Dakota,DEM,49.42,,,,52.24,38.4436459178548,149244.0,John Kerry
507,2004,South Dakota,REP,50.58,,,,47.33,59.91113171824891,232584.0,George W. Bush
508,2004,Utah,CON,1.9,,,,1.45,0.7373006669224568,6841.0,Michael Anthony Peroutka
509,2004,Utah,DEM,28.4,41.34516718118179,380359.0,"Scott M. Matheson, Jr.",39.79,25.99564150870189,241199.0,John Kerry
510,2004,Utah,PCH,0.97,0.9129744771511804,8399.0,Ken Larsen,0.86,0.1019567944611378,946.0,Charles Jay
511,2004,Utah,REP,68.73,57.7405539371277,531190.0,"Jon M. Huntsman, Jr.",57.26,71.53594785330293,663742.0,George W. Bush
512,2004,Vermont,DEM,70.67,37.934914399340414,117327.0,Peter Clavelle,7.12,58.93746257712714,184067.0,John Kerry
513,2004,Vermont,GRE,1.3,,,,,,,
514,2004,Vermont,IND,1.07,0.7860064341949982,2431.0,Patricia Hejny,67.52,1.4389594920415356,4494.0,Ralph Nader
515,2004,Vermont,LBU,0.29,0.4196776435973293,1298.0,Pete Diamondstone,0.99,0.0848518614577229,265.0,John T. Parker
516,2004,Vermont,MJP,2.11,1.3647606576458606,4221.0,Cris Ericson,,,,
517,2004,Vermont,REP,24.56,58.6966713548992,181540.0,Jim Douglas,24.37,38.80131536395045,121180.0,George W. Bush
518,2004,Washington,DEM,54.98,48.87304817195944,1373361.0,Christine Gregoire,58.93,52.82114831183694,1510201.0,John Kerry
519,2004,Washington,GRE,1.08,,,,0.22,0.1040193292676955,2974.0,David Keith Cobb
520,2004,Washington,LIB,1.21,2.2584943086583977,63465.0,Ruth Bennett,0.73,0.4181409150623066,11955.0,Michael Badnarik
521,2004,Washington,REP,42.74,48.86845751938216,1373232.0,Dino Rossi,40.13,45.64028199241436,1304894.0,George W. Bush
522,2004,Wisconsin,DEM,55.37,,,,48.55,49.69971708441122,1489504.0,John Kerry
523,2004,Wisconsin,IND,0.23,,,,0.35,0.5468789362187009,16390.0,Ralph Nader
524,2004,Wisconsin,LIB,0.28,,,,0.34,0.215681845254282,6464.0,Michael Badnarik
525,2004,Wisconsin,REP,44.12,,,,48.98,49.31987145842503,1478120.0,George W. Bush
526,2006,Arizona,DEM,43.5,62.58488763696944,959830.0,Janet Napolitano,42.01,,,
527,2006,Arizona,LIB,3.16,1.973598844582677,30268.0,Barry Hess,2.11,,,
528,2006,Arizona,REP,53.34,35.440274639828644,543528.0,Len Munsil,51.65,,,
529,2006,California,AIP,0.88,0.7131931457139512,61901.0,Edward C. Noonan,0.14,,,
530,2006,California,DEM,59.43,38.9050599717769,3376732.0,Phil Angelides,56.7,,,
531,2006,California,GRE,1.72,2.3733739689398456,205995.0,Peter Camejo,0.57,,,
532,2006,California,LIB,1.57,1.3172430034463147,114329.0,Art Olivier,2.05,,,
533,2006,California,PAF,1.38,0.8057454556850369,69934.0,Janice Jordan,0.33,,,
534,2006,California,REP,35.02,55.88114453783527,4850157.0,Arnold Schwarzenegger,40.15,,,
535,2006,Connecticut,CNC,0.41,0.4948970418330417,5560.0,Joseph Zdoneczyk,,,,
536,2006,Connecticut,DEM,39.73,35.445665467401774,398220.0,"John DeStefano, Jr.",60.35,,,
537,2006,Connecticut,GRE,0.52,0.8530743253467395,9584.0,Clifford W. Thornton,0.29,,,
538,2006,Connecticut,OTH,49.71,,,,,,,
539,2006,Connecticut,REP,9.62,63.20155661141504,710048.0,M. Jodi Rell,39.07,,,
540,2006,Connecticut,W,0.01,0.0048065540034144,54.0,John M. Joy,0.0,,,
541,2006,Delaware,DEM,70.2,,,,38.76,,,
542,2006,Delaware,LIB,1.1,,,,,,,
543,2006,Delaware,REP,28.7,,,,57.17,,,
544,2006,Florida,DEM,60.3,45.10596839687986,2178289.0,Jim Davis,41.54,,,
545,2006,Florida,NPA,1.6,0.3310438223582446,15987.0,Richard Paul Dembinsky,1.79,,,
546,2006,Florida,REP,38.1,52.17859013888228,2519845.0,Charlie Crist,56.67,,,
547,2006,Florida,W,0.0,0.0015737368173657,76.0,Piotr Blass,0.0,,,
548,2006,Hawaii,DEM,61.35,35.35047848626984,121717.0,Randy Iwase,65.04,,,
549,2006,Hawaii,LIB,1.87,0.5372986945093883,1850.0,Ozell Daniel,,,,
550,2006,Hawaii,REP,36.78,62.53372638427022,215313.0,Linda Lingle,34.96,,,
551,2006,Indiana,LIB,12.59,,,,1.04,,,
552,2006,Indiana,REP,87.36,,,,49.9,,,
553,2006,Indiana,W,0.06,,,,0.0,,,
554,2006,Maine,DEM,20.76,38.10861100269576,209927.0,John Baldacci,65.44,,,
555,2006,Maine,IND,4.81,,,,4.11,,,
556,2006,Maine,REP,74.43,30.211576339030437,166425.0,Chandler E. Woodcock,30.45,,,
557,2006,Maryland,DEM,54.23,52.69085553112537,942279.0,Martin O'Malley,64.87,,,
558,2006,Maryland,GRE,1.55,0.8695890435471136,15551.0,Ed Boyd,2.53,,,
559,2006,Maryland,REP,44.22,46.15873257299046,825464.0,Robert Ehrlich Jr.,32.27,,,
560,2006,Maryland,W,0.01,0.0144269804665394,258.0,Ralph W. Jaffe,,,,
561,2006,Massachusetts,DEM,69.41,55.635448393736496,1234984.0,Deval Patrick,85.52,,,
562,2006,Massachusetts,REP,30.59,35.334238228220016,784342.0,Kerry Healey,10.4,,,
563,2006,Michigan,DEM,56.91,56.36329150154581,2142513.0,Jennifer Granholm,52.75,,,
564,2006,Michigan,GRE,0.63,0.5263786495831904,20009.0,Douglas Campbell,0.69,,,
565,2006,Michigan,LIB,0.71,0.6188480860010481,23524.0,Greg Creswell,1.25,,,
566,2006,Michigan,REP,41.26,42.304070023171285,1608086.0,Dick DeVos,44.56,,,
567,2006,Michigan,UST,0.49,0.186438377210059,7087.0,Bhagwan Dashairya,0.63,,,
568,2006,Michigan,W,0.0,0.0007629057343151,29.0,Timothy Michael Wellsted,0.07,,,
569,2006,Minnesota,CON,0.25,,,,0.15,,,
570,2006,Minnesota,DEM,58.08,45.732583364844295,1007460.0,Mike Hatch,52.95,,,
571,2006,Minnesota,GRE,0.49,0.4902546010167335,10800.0,Ken Pentel,0.22,,,
572,2006,Minnesota,IDP,3.23,6.433910729176549,141735.0,Peter Hutchinson,3.94,,,
573,2006,Minnesota,REP,37.95,46.69075874616478,1028568.0,Tim Pawlenty,42.48,,,
574,2006,Mississippi,DEM,34.87,,,,43.34,,,
575,2006,Mississippi,LIB,1.56,,,,,,,
576,2006,Mississippi,REP,63.58,,,,50.66,,,
577,2006,Missouri,DEM,49.58,,,,47.31,,,
578,2006,Missouri,LIB,2.25,,,,2.25,,,
579,2006,Missouri,PRO,0.86,,,,0.4,,,
580,2006,Missouri,REP,47.31,,,,50.03,,,
581,2006,Montana,DEM,49.16,,,,39.13,,,
582,2006,Montana,LIB,2.55,,,,1.99,,,
583,2006,Montana,REP,48.29,,,,58.88,,,
584,2006,Nebraska,DEM,63.88,24.45660875324636,145115.0,David Hahn,43.94,,,
585,2006,Nebraska,REP,36.12,73.397128541502,435507.0,Dave Heineman,56.06,,,
586,2006,Nevada,DEM,41.58,43.92003545429248,255684.0,Dina Titus,50.08,,,
587,2006,Nevada,IAP,1.35,3.438757175886958,20019.0,Christopher Hansen,2.28,,,
588,2006,Nevada,LIB,0.92,,,,1.39,,,
589,2006,Nevada,REP,56.15,47.92564905060138,279003.0,Jim Gibbons,45.29,,,
590,2006,New Jersey,DEM,57.2,,,,57.94,,,
591,2006,New Jersey,LIB,0.34,,,,0.29,,,
592,2006,New Jersey,LMP,0.33,,,,,,,
593,2006,New Jersey,OTH,0.81,,,,0.85,,,
594,2006,New Jersey,REP,41.19,,,,40.78,,,
595,2006,New Jersey,SOC,0.05,,,,0.02,,,
596,2006,New Jersey,SWP,0.09,,,,0.05,,,
597,2006,New Mexico,DEM,70.61,68.81735429296994,384806.0,Bill Richardson,55.81,,,
598,2006,New Mexico,REP,29.33,31.18264570703006,174364.0,John Dendahl,44.17,,,
599,2006,New Mexico,W,0.06,,,,0.02,,,
600,2006,New York,CRV,3.99,3.5900122332113704,168654.0,John J. Faso,3.46,,,
601,2006,New York,DEM,60.11,58.342732989248105,2740864.0,Eliot Spitzer,61.29,,,
602,2006,New York,GRE,1.24,0.8975562739430469,42166.0,Malachy McCourt,,,,
603,2006,New York,IDP,3.58,4.05845887080243,190661.0,Eliot Spitzer,3.26,,,
604,2006,New York,LIB,0.47,0.3136742696206597,14736.0,John Clifton,0.07,,,
605,2006,New York,REP,27.01,23.535808910724803,1105681.0,John J. Faso,28.03,,,
606,2006,New York,SEP,0.13,,,,,,,
607,2006,New York,SWP,0.16,0.1259933497478749,5919.0,Maura DeLuca,,,,
608,2006,New York,WFP,3.31,3.303286363790205,155184.0,Eliot Spitzer,3.87,,,
609,2006,North Dakota,DEM,68.83,,,,65.68,,,
610,2006,North Dakota,IND,1.65,,,,,,,
611,2006,North Dakota,REP,29.53,,,,34.32,,,
612,2006,Ohio,DEM,56.16,60.54060624500364,2435505.0,Ted Strickland,52.55,,,
613,2006,Ohio,REP,43.82,36.64820747475471,1474331.0,J. Kenneth Blackwell,47.22,,,
614,2006,Ohio,W,0.02,0.0143925021775184,579.0,Larry Bays,0.01,,,
615,2006,Pennsylvania,DEM,58.68,60.3646975115402,2470517.0,Ed Rendell,55.57,,,
616,2006,Pennsylvania,REP,41.32,39.63530248845981,1622135.0,Lynn Swann,43.18,,,
617,2006,Rhode Island,DEM,53.52,48.99136266219245,189503.0,Charlie Fogarty,71.0,,,
618,2006,Rhode Island,REP,46.48,51.00863733780755,197306.0,Donald Carcieri,11.21,,,
619,2006,Tennessee,DEM,47.99,68.59815160328372,1247491.0,Phil Bredesen,50.18,,,
620,2006,Tennessee,IND,1.3,0.625443691646472,11374.0,Marivuana Stout Leinoff,3.21,,,
621,2006,Tennessee,REP,50.71,29.7409088234631,540853.0,Jim Bryson,46.61,,,
622,2006,Texas,DEM,36.04,29.790718326401382,1310337.0,Chris Bell,42.66,,,
623,2006,Texas,LIB,2.26,0.6081427331388114,26749.0,James Werner,2.94,,,
624,2006,Texas,REP,61.69,39.03153684664272,1716792.0,Rick Perry,52.66,,,
625,2006,Utah,CON,3.77,,,,4.12,,,
626,2006,Utah,DEM,31.06,,,,42.92,,,
627,2006,Utah,DGR,0.44,,,,,,,
628,2006,Utah,LIB,0.78,,,,1.08,,,
629,2006,Utah,PCH,1.59,,,,,,,
630,2006,Utah,REP,62.36,,,,51.3,,,
631,2006,Vermont,GRE,0.59,0.7374563849400436,1936.0,Jim Hogue,0.38,,,
632,2006,Vermont,IND,66.13,0.9435327817647148,2477.0,Cris Ericson,0.75,,,
633,2006,Vermont,LBU,0.31,0.2430253995825143,638.0,Bob Skold,0.27,,,
634,2006,Vermont,OTH,0.58,0.4631957459127546,1216.0,Benjamin Clarke,0.53,,,
635,2006,Vermont,REP,32.39,56.38113086803492,148014.0,Jim Douglas,44.58,,,
636,2006,Virginia,DEM,49.65,,,,41.4,,,
637,2006,Virginia,IGR,1.1,,,,2.21,,,
638,2006,Virginia,REP,49.25,,,,53.45,,,
639,2006,Washington,DEM,56.85,,,,60.57,,,
