,date,region,value
0,2020-03-01,England,0.06119017
1,2020-03-01,Northern Ireland,0.0579009
2,2020-03-01,Scotland,0.06686463
3,2020-03-01,Wales,0.06122522
4,2020-03-02,England,0.07377953
5,2020-03-02,Northern Ireland,0.06981352
6,2020-03-02,Scotland,0.08062147
7,2020-03-02,Wales,0.0738218
8,2020-03-03,England,0.07407231
9,2020-03-03,Northern Ireland,0.07009056
10,2020-03-03,Scotland,0.0809414
11,2020-03-03,Wales,0.07411474
12,2020-03-04,England,0.07436508
13,2020-03-04,Northern Ireland,0.0703676
14,2020-03-04,Scotland,0.08126132
15,2020-03-04,Wales,0.07440769
16,2020-03-05,England,0.07465786
17,2020-03-05,Northern Ireland,0.07064464
18,2020-03-05,Scotland,0.08158125
19,2020-03-05,Wales,0.07470063
20,2020-03-06,England,0.07524341
21,2020-03-06,Northern Ireland,0.07119871
22,2020-03-06,Scotland,0.0822211
23,2020-03-06,Wales,0.07528652
24,2020-03-07,England,0.07582896
25,2020-03-07,Northern Ireland,0.07175279
26,2020-03-07,Scotland,0.08286096
27,2020-03-07,Wales,0.0758724
28,2020-03-08,England,0.07641451
29,2020-03-08,Northern Ireland,0.07230686
30,2020-03-08,Scotland,0.08350081
31,2020-03-08,Wales,0.07645829
32,2020-03-09,England,0.07963505
33,2020-03-09,Northern Ireland,0.07535428
34,2020-03-09,Scotland,0.08702
35,2020-03-09,Wales,0.07968067
36,2020-03-10,England,0.07992782
37,2020-03-10,Northern Ireland,0.07563132
38,2020-03-10,Scotland,0.08733993
39,2020-03-10,Wales,0.07997361
40,2020-03-11,England,0.07992782
41,2020-03-11,Northern Ireland,0.07563132
42,2020-03-11,Scotland,0.08733993
43,2020-03-11,Wales,0.07997361
44,2020-03-12,England,0.08051338
45,2020-03-12,Northern Ireland,0.07618539
46,2020-03-12,Scotland,0.08797978
47,2020-03-12,Wales,0.0805595
48,2020-03-13,England,0.0887111
49,2020-03-13,Northern Ireland,0.08394245
50,2020-03-13,Scotland,0.09693772
51,2020-03-13,Wales,0.08876192
52,2020-03-14,England,0.09076053
53,2020-03-14,Northern Ireland,0.08588172
54,2020-03-14,Scotland,0.09917721
55,2020-03-14,Wales,0.09081253
56,2020-03-15,England,0.09807993
57,2020-03-15,Northern Ireland,0.09280766
58,2020-03-15,Scotland,0.10717537
59,2020-03-15,Wales,0.09813612
60,2020-03-16,England,0.09807993
61,2020-03-16,Northern Ireland,0.09280766
62,2020-03-16,Scotland,0.10717537
63,2020-03-16,Wales,0.09813612
64,2020-03-17,England,0.09983659
65,2020-03-17,Northern Ireland,0.09446989
66,2020-03-17,Scotland,0.10909493
67,2020-03-17,Wales,0.09989378
68,2020-03-18,England,0.10071491
69,2020-03-18,Northern Ireland,0.095301
70,2020-03-18,Scotland,0.11005471
71,2020-03-18,Wales,0.10077261
72,2020-03-19,England,0.10188602
73,2020-03-19,Northern Ireland,0.09640915
74,2020-03-19,Scotland,0.11133441
75,2020-03-19,Wales,0.10194439
76,2020-03-20,England,1.0091986
77,2020-03-20,Northern Ireland,0.95494927
78,2020-03-20,Scotland,1.1027865
79,2020-03-20,Wales,1.0097767
80,2020-03-21,England,2.3881731
81,2020-03-21,Northern Ireland,2.2597973
82,2020-03-21,Scotland,2.6096402
83,2020-03-21,Wales,2.3895413
84,2020-03-22,England,2.9871926
85,2020-03-22,Northern Ireland,2.8266166
86,2020-03-22,Scotland,3.2642098
87,2020-03-22,Wales,2.988904
88,2020-03-23,England,14.028358
89,2020-03-23,Northern Ireland,13.274266
90,2020-03-23,Scotland,15.329277
91,2020-03-23,Wales,14.036395
92,2020-03-24,England,16.639041
93,2020-03-24,Northern Ireland,15.744612
94,2020-03-24,Scotland,18.182061
95,2020-03-24,Wales,16.648573
96,2020-03-25,England,17.671661
97,2020-03-25,Northern Ireland,16.721724
98,2020-03-25,Scotland,19.310442
99,2020-03-25,Wales,17.681785
100,2020-03-26,England,18.069836
101,2020-03-26,Northern Ireland,17.098496
102,2020-03-26,Scotland,19.745542
103,2020-03-26,Wales,18.080189
104,2020-03-27,England,18.531837
105,2020-03-27,Northern Ireland,17.535661
106,2020-03-27,Scotland,20.250386
107,2020-03-27,Wales,18.542454
108,2020-03-28,England,18.807339
109,2020-03-28,Northern Ireland,17.796354
110,2020-03-28,Scotland,20.551437
111,2020-03-28,Wales,18.818114
112,2020-03-29,England,18.963974
113,2020-03-29,Northern Ireland,17.944569
114,2020-03-29,Scotland,20.722597
115,2020-03-29,Wales,18.974839
116,2020-03-30,England,20.025579
117,2020-03-30,Northern Ireland,18.949108
118,2020-03-30,Scotland,21.882651
119,2020-03-30,Wales,20.037052
120,2020-03-31,England,20.033484
121,2020-03-31,Northern Ireland,18.956588
122,2020-03-31,Scotland,21.891289
123,2020-03-31,Wales,20.044962
124,2020-04-01,England,24.84032
125,2020-04-01,Northern Ireland,23.680013
126,2020-04-01,Scotland,27.271524
127,2020-04-01,Wales,24.774667
128,2020-04-02,England,24.896143
129,2020-04-02,Northern Ireland,23.733229
130,2020-04-02,Scotland,27.332811
131,2020-04-02,Wales,24.830343
132,2020-04-03,England,25.016605
133,2020-04-03,Northern Ireland,23.848063
134,2020-04-03,Scotland,27.465062
135,2020-04-03,Wales,24.950486
136,2020-04-04,England,25.063614
137,2020-04-04,Northern Ireland,23.892877
138,2020-04-04,Scotland,27.516672
139,2020-04-04,Wales,24.997371
140,2020-04-05,England,25.080655
141,2020-04-05,Northern Ireland,23.909122
142,2020-04-05,Scotland,27.535381
143,2020-04-05,Wales,25.014367
144,2020-04-06,England,25.553686
145,2020-04-06,Northern Ireland,24.360057
146,2020-04-06,Scotland,28.05471
147,2020-04-06,Wales,25.486148
148,2020-04-07,England,25.58483
149,2020-04-07,Northern Ireland,24.389746
150,2020-04-07,Scotland,28.088902
151,2020-04-07,Wales,25.51721
152,2020-04-08,England,25.61568
153,2020-04-08,Northern Ireland,24.419155
154,2020-04-08,Scotland,28.122771
155,2020-04-08,Wales,25.547978
156,2020-04-09,England,25.645942
157,2020-04-09,Northern Ireland,24.448004
158,2020-04-09,Scotland,28.155995
159,2020-04-09,Wales,25.57816
160,2020-04-10,England,25.688838
161,2020-04-10,Northern Ireland,24.488896
162,2020-04-10,Scotland,28.203089
163,2020-04-10,Wales,25.620943
164,2020-04-11,England,25.652994
165,2020-04-11,Northern Ireland,24.454726
166,2020-04-11,Scotland,28.163736
167,2020-04-11,Wales,25.585193
168,2020-04-12,England,25.650056
169,2020-04-12,Northern Ireland,24.451925
170,2020-04-12,Scotland,28.160511
171,2020-04-12,Wales,25.582263
172,2020-04-13,England,25.744074
