,date,region,value
0,2019-01-04,England,95.0
1,2019-01-04,Wales,75.0
2,2019-01-04,Scotland,80.8
3,2019-01-04,Northern Ireland,134.1
4,2019-01-11,England,104.5
5,2019-01-11,Wales,82.8
6,2019-01-11,Scotland,91.9
7,2019-01-11,Northern Ireland,150.4
8,2019-01-18,England,106.9
9,2019-01-18,Wales,84.7
10,2019-01-18,Scotland,97.6
11,2019-01-18,Northern Ireland,160.9
12,2019-01-24,England,108.2
13,2019-01-24,Wales,84.5
14,2019-01-24,Scotland,99.9
15,2019-01-24,Northern Ireland,159.3
16,2019-02-01,England,119.3
17,2019-02-01,Wales,92.7
18,2019-02-01,Scotland,112.1
19,2019-02-01,Northern Ireland,179.5
20,2019-02-07,England,117.2
21,2019-02-07,Wales,89.5
22,2019-02-07,Scotland,106.8
23,2019-02-07,Northern Ireland,173.6
24,2019-02-15,England,124.9
25,2019-02-15,Wales,95.2
26,2019-02-15,Scotland,112.7
27,2019-02-15,Northern Ireland,172.3
28,2019-02-22,England,120.9
29,2019-02-22,Wales,94.4
30,2019-02-22,Scotland,109.9
31,2019-02-22,Northern Ireland,169.5
32,2019-02-28,England,116.9
33,2019-02-28,Wales,93.5
34,2019-02-28,Scotland,107.1
35,2019-02-28,Northern Ireland,166.7
36,2019-03-07,England,114.9
37,2019-03-07,Wales,88.6
38,2019-03-07,Scotland,105.1
39,2019-03-07,Northern Ireland,163.9
40,2019-03-14,England,113.9
41,2019-03-14,Wales,88.1
42,2019-03-14,Scotland,103.8
43,2019-03-14,Northern Ireland,158.7
44,2019-03-21,England,119.2
45,2019-03-21,Wales,97.8
46,2019-03-21,Scotland,109.4
47,2019-03-21,Northern Ireland,183.2
48,2019-03-28,England,117.6
49,2019-03-28,Wales,92.7
50,2019-03-28,Scotland,109.5
51,2019-03-28,Northern Ireland,166.3
52,2019-04-04,England,111.8
53,2019-04-04,Wales,90.0
54,2019-04-04,Scotland,106.5
55,2019-04-04,Northern Ireland,161.7
56,2019-04-11,England,113.1
57,2019-04-11,Wales,91.2
58,2019-04-11,Scotland,109.3
59,2019-04-11,Northern Ireland,172.8
60,2019-04-18,England,110.4
61,2019-04-18,Wales,89.3
62,2019-04-18,Scotland,106.6
63,2019-04-18,Northern Ireland,171.9
64,2019-04-25,England,105.4
65,2019-04-25,Wales,85.7
66,2019-04-25,Scotland,101.8
67,2019-04-25,Northern Ireland,158.1
68,2019-05-02,England,104.3
69,2019-05-02,Wales,85.3
70,2019-05-02,Scotland,103.2
71,2019-05-02,Northern Ireland,162.9
72,2019-05-09,England,104.1
73,2019-05-09,Wales,82.6
74,2019-05-09,Scotland,101.0
75,2019-05-09,Northern Ireland,164.0
76,2019-05-16,England,112.7
77,2019-05-16,Wales,87.0
78,2019-05-16,Scotland,113.3
79,2019-05-16,Northern Ireland,173.6
80,2019-05-23,England,113.5
81,2019-05-23,Wales,88.7
82,2019-05-23,Scotland,113.5
83,2019-05-23,Northern Ireland,174.5
84,2019-05-30,England,106.1
85,2019-05-30,Wales,82.4
86,2019-05-30,Scotland,106.3
87,2019-05-30,Northern Ireland,172.2
88,2019-06-06,England,111.3
89,2019-06-06,Wales,84.8
90,2019-06-06,Scotland,110.4
91,2019-06-06,Northern Ireland,176.2
92,2019-06-13,England,112.9
93,2019-06-13,Wales,83.5
94,2019-06-13,Scotland,109.4
95,2019-06-13,Northern Ireland,175.5
96,2019-06-20,England,116.3
97,2019-06-20,Wales,85.8
98,2019-06-20,Scotland,113.7
99,2019-06-20,Northern Ireland,174.2
100,2019-06-27,England,105.5
101,2019-06-27,Wales,82.1
102,2019-06-27,Scotland,105.3
103,2019-06-27,Northern Ireland,170.9
104,2019-07-04,England,114.2
105,2019-07-04,Wales,93.6
