,value,time
499,-26.43536458331845,2012-10-03 20:12:31.817049024
500,-26.94399210644165,2012-10-02 22:56:59.386421184
501,-27.32544878624088,2012-10-02 22:56:59.386421184
502,-27.579846323061588,2012-09-28 12:39:17.233282208
503,-24.81409922727477,2012-10-07 09:14:41.539560192
504,-25.24853600149056,2012-10-07 09:14:41.539560192
505,-25.67235348591771,2012-10-08 11:49:07.077844928
506,-25.92677429364373,2012-10-02 22:56:59.386421184
507,-23.459816313642065,2012-10-12 16:47:56.123326944
508,-23.97692065187192,2012-10-11 19:32:23.692699104
509,-24.315993256137887,2012-10-11 19:32:23.692699104
510,-22.52514971033168,2012-10-17 08:24:31.384122880
511,-22.959609755452767,2012-10-16 05:50:05.845838144
512,-22.111811890261293,2012-10-21 18:42:13.537261856
513,-22.77919818357278,2012-10-29 12:43:12.305255072
514,-23.25604230422711,2012-10-28 10:08:46.766970304
515,-22.23880122052388,2012-10-29 12:43:12.305255072
516,-23.764534856099537,2012-11-02 23:00:54.458394048
517,-24.230759686965257,2012-11-02 23:00:54.458394048
518,-24.654623713203023,2012-11-01 20:26:28.920109280
519,-25.12073218954221,2012-11-07 09:18:36.611533024
520,-25.50218886934143,2012-11-07 09:18:36.611533024
521,-25.883645549140653,2012-11-07 09:18:36.611533024
522,-26.14859256303405,2012-11-05 04:09:45.534963488
523,-26.65706184400117,2012-11-11 19:36:18.764672000
524,-27.11269065598357,2012-11-11 19:36:18.764672000
525,-27.49414733578279,2012-11-11 19:36:18.764672000
526,-28.002663158560523,2012-11-16 05:54:00.917811008
527,-28.437099932776302,2012-11-16 05:54:00.917811008
528,-28.9518802832628,2012-11-25 02:29:25.224088992
529,-28.436797411007312,2012-11-30 15:21:32.915512672
530,-29.16803906848235,2012-11-25 02:29:25.224088992
531,-28.03935361926189,2012-12-05 01:39:15.068651648
532,-27.476616587117874,2012-12-09 06:38:04.114133696
533,-28.84997233474055,2012-12-03 23:04:49.530366944
534,-26.89162326113784,2012-12-13 16:55:46.267272672
535,-26.27486049523211,2012-12-17 05:57:55.989783840
536,-25.89321764819043,2012-12-26 02:33:20.296061792
537,-25.861150340676808,2013-01-08 09:26:26.755478720
538,-25.92444720311299,2013-01-21 16:19:33.214895648
539,-25.9241679522493,2013-02-03 23:12:39.674312608
540,-25.98744154378018,2013-02-18 08:40:11.672014272
541,-26.177960445532012,2013-02-28 07:50:01.516577024
542,-26.46400641357082,2013-03-02 12:58:52.593146528
543,-26.79238991533225,2013-03-06 23:16:34.746285472
544,-27.02953595435172,2013-03-16 17:07:31.483191200
545,-26.081967961138915,2013-03-30 05:19:31.050265056
546,-26.43170639700412,2013-03-26 21:36:14.435410912
547,-26.87675470404009,2013-03-26 03:53:17.409887680
548,-25.287178115450367,2013-04-03 10:18:20.095747136
549,-25.668653411973835,2013-04-02 13:02:47.665119296
550,-24.44788033627085,2013-04-07 20:36:02.248886144
551,-24.77858782577565,2013-04-02 13:02:47.665119296
552,-23.47506806498054,2013-04-12 12:12:37.509682016
553,-23.888336072335008,2013-04-11 09:38:11.971397280
554,-22.743854332591862,2013-04-16 17:11:26.555164096
555,-23.125422712736565,2013-04-11 09:38:11.971397280
556,-22.13343056129188,2013-04-21 03:29:08.708303040
557,-21.66279977235463,2013-04-29 02:49:00.583953216
558,-21.408216068291463,2013-05-12 09:42:07.043370144
559,-21.07425530622469,2013-05-21 06:17:31.349648096
560,-20.581447344529455,2013-05-25 16:35:13.502787104
561,-19.834311658729447,2013-05-31 05:27:21.194210784
562,-20.199944122919625,2013-05-27 21:44:04.579356544
563,-19.106276732005767,2013-06-04 10:26:10.239692864
564,-19.436984221510563,2013-05-30 02:52:55.655926080
565,-18.165275788270694,2013-06-07 23:28:19.962204000
566,-18.52554043030329,2013-06-07 23:28:19.962204000
567,-17.370458017495793,2013-06-13 12:20:27.653627744
568,-17.783726024850253,2013-06-12 09:46:02.115342976
569,-16.66467473042706,2013-06-17 17:19:16.699109792
570,-17.02081266525181,2013-06-12 09:46:02.115342976
571,-16.003390068487178,2013-06-22 03:36:58.852248768
572,-15.462895367635994,2013-06-26 19:13:34.113044704
573,-14.98600470517104,2013-06-30 02:56:50.727898944
574,-14.60445494175059,2013-07-04 13:14:32.881037888
575,-14.201713140563513,2013-07-08 23:32:15.034176864
576,-13.798971339376443,2013-07-13 09:49:57.187315840
577,-13.364418210634128,2013-07-18 22:42:04.878739584
578,-12.871610248938907,2013-07-23 08:59:47.031878528
579,-12.362908258918717,2013-07-27 19:17:29.185017568
580,-11.85420626889852,2013-08-01 05:35:11.338156512
581,-11.393186363853232,2013-08-05 15:52:53.491295488
582,-10.916295701388282,2013-08-08 23:36:10.106149728
583,-10.534722667062525,2013-08-14 12:28:17.797573472
584,-10.073702762017234,2013-08-18 22:45:59.950712448
585,-10.025783313808198,2013-08-30 05:49:08.441216800
586,-10.407035209640714,2013-09-08 23:40:05.178122592
587,-10.820093778847411,2013-09-17 20:15:29.484400512
588,-11.220418508669889,2013-09-27 14:06:26.221306304
589,-11.550753663689768,2013-10-09 23:44:00.250095456
590,-11.90030593231252,2013-10-15 12:36:07.941519136
591,-11.995460664114557,2013-10-25 11:45:57.786081856
592,-12.334486726569914,2013-10-27 16:54:48.862651360
593,-12.758141314659923,2013-11-05 13:30:13.168929280
594,-13.075835713916817,2013-11-14 10:05:37.475207264
595,-12.725980923525071,2013-11-23 06:41:01.781485216
596,-11.75315468969158,2013-11-28 14:14:16.365252000
597,-12.227874952388197,2013-11-27 16:58:43.934624160
598,-10.754911973081333,2013-12-03 05:50:51.626047904
599,-11.189372018202413,2013-12-02 03:16:26.087763200
600,-9.610472120967742,2013-12-06 13:34:08.240902144
601,-10.119057756461398,2013-12-07 16:08:33.779186880
602,-10.405266620837349,2013-12-02 03:16:26.087763200
603,-8.656737337848462,2013-12-10 23:51:50.394041120
604,-9.09117411206424,2013-12-10 23:51:50.394041120
605,-7.703002554729178,2013-12-15 10:09:32.547180128
606,-8.158631366711582,2013-12-15 10:09:32.547180128
607,-7.098917778034934,2013-12-20 17:42:47.130946912
608,-6.8443526906960095,2014-01-02 03:20:21.159736064
609,-6.955308367201788,2014-01-16 12:47:53.157437760
610,-6.513179783085064,2014-01-29 14:22:06.509197728
611,-6.907463385889731,2014-01-24 06:48:51.925430944
612,-5.889947705503872,2014-02-07 10:57:30.815475712
613,-6.334999115327211,2014-02-06 13:41:58.384847904
614,-5.254019021986956,2014-02-15 10:17:22.691125824
615,-5.699051815086047,2014-02-15 10:17:22.691125824
616,-4.808781444921159,2014-02-25 04:08:19.428031648
617,-4.300098071625218,2014-02-28 17:10:29.150542784
618,-3.8421452718994473,2014-03-10 11:01:25.887448544
619,-3.250719867692439,2014-03-18 10:21:17.763098688
620,-3.663964604141597,2014-03-18 10:21:17.763098688
621,-2.519385126596166,2014-03-28 09:31:07.607661408
622,-2.9009116191113087,2014-03-25 01:47:50.992807168
623,-2.058365221550876,2014-04-01 19:48:49.760800384
624,-1.5496632315306833,2014-04-06 06:06:31.913939328
625,-1.0886433264853927,2014-04-10 16:24:14.067078368
626,-0.5640473081402391,2014-04-15 02:41:56.220217312
627,-0.1666035163948187,2014-04-19 12:59:38.373356288
628,0.3421682863412947,2014-04-27 07:00:37.141349536
629,0.825551531387017,2014-05-07 00:51:33.878255296
630,1.0419709507460162,2014-05-19 10:29:07.907044416
631,0.6924884948391892,2014-05-28 07:04:32.213322368
632,0.1203965587615876,2014-06-01 17:22:14.366461312
633,-0.4516953773160139,2014-06-06 03:39:56.519600352
634,-1.068309209427774,2014-06-09 16:42:06.242111488
635,-1.5799852211462486,2014-06-15 00:15:20.825878336
636,-1.924169667611423,2014-06-23 20:50:45.132156320
637,-1.5850039797242168,2014-06-28 07:08:27.285295200
638,-1.0932370031930816,2014-07-03 14:41:41.869061984
639,-0.5082436772130414,2014-07-08 00:59:24.022200960
640,0.0767496487669916,2014-07-12 11:17:06.175339968
641,0.6935124146727176,2014-07-16 00:19:15.897851136
642,1.0009831295312104,2014-07-24 20:54:40.204129120
643,0.7043876844197179,2014-07-29 07:12:22.357268064
644,0.2807144796054608,2014-08-06 06:32:14.232918176
645,-0.2065906886813984,2014-08-11 14:05:28.816685088
646,-0.5879542848593928,2014-08-16 00:23:10.969824000
647,-0.9481258432707592,2014-08-20 10:40:53.122962944
648,-1.3082043180608984,2014-08-29 07:16:17.429240928
649,-1.6767409912334408,2014-09-08 01:07:14.166146688
650,-1.9223079951868307,2014-09-20 10:44:48.194935808
651,-1.9008367065565144,2014-10-03 17:37:54.654352768
652,-1.8793654179262056,2014-10-17 00:31:01.113769728
653,-2.2129538455080606,2014-10-25 21:06:25.420047648
654,-2.6419995266609604,2014-10-30 07:24:07.573186624
655,-3.0233631228389517,2014-11-03 17:41:49.726325632
656,-3.5000908889667457,2014-11-08 03:59:31.879464608
657,-3.531692778374225,2014-11-17 00:34:56.185742528
658,-2.683763044719342,2014-11-28 20:02:08.594113120
659,-3.043996658878193,2014-11-30 07:28:02.645159488
660,-1.738455432108719,2014-12-05 15:01:17.228926240
661,-2.132739034913389,2014-11-30 07:28:02.645159488
662,-0.8928186583234599,2014-12-09 04:03:26.951437472
663,-1.210699224822811,2014-12-09 04:03:26.951437472
664,0.0800075755100309,2014-12-14 11:36:41.535204192
665,-0.3947126871865798,2014-12-13 14:21:09.104576416
666,0.6491115273461574,2014-12-19 03:13:16.796000128
667,1.0783433757415146,2014-12-23 13:30:58.949139072
668,1.1315794501164511,2015-01-04 17:49:39.870271296
669,1.047109166637895,2015-01-18 21:58:18.760316064
670,1.6035909794352785,2015-01-27 23:52:36.174250976
671,2.0222035380420103,2015-01-31 07:35:52.789105184
672,1.1744289437558493,2015-01-26 21:18:10.635966240
673,2.535162552339777,2015-02-05 15:09:07.372871968
674,3.081991593615644,2015-02-09 04:11:17.095383136
675,3.511246712916304,2015-02-14 17:03:24.786806880
676,3.951051309289662,2015-02-18 00:46:41.401661120
677,4.269118043031472,2015-02-26 21:22:05.707939008
678,4.311781369428411,2015-03-12 04:15:12.167355968
679,4.163669814115121,2015-03-23 05:59:27.550203456
680,3.8246437516597593,2015-03-25 11:08:18.626772928
681,3.3055319099987166,2015-03-29 21:26:00.779911872
682,2.7016705339954257,2015-04-04 04:59:15.363678656
683,2.097748653638334,2015-04-06 15:26:59.547905088
684,1.5828798737116756,2015-04-11 07:03:34.808701056
685,1.0616860617224615,2015-04-17 11:52:21.823095616
686,1.557747295979663,2015-04-25 11:12:13.698745792
687,2.2889889534547088,2015-05-01 00:04:21.390169472
688,1.8969129838668657,2015-04-29 21:29:55.851884736
689,1.1127455307543137,2015-04-26 22:38:07.749792128
690,3.433428805568294,2015-05-04 07:47:38.005023744
691,2.956631226724575,2015-05-05 10:22:03.543308544
692,2.7022104189985576,2015-04-29 21:29:55.851884736
693,4.787711719201006,2015-05-09 15:20:52.588790528
694,4.270607380971148,2015-05-08 18:05:20.158162688
695,3.931534776705176,2015-05-08 18:05:20.158162688
696,5.754143108256017,2015-05-13 04:23:02.311301696
697,5.372686428456795,2015-05-13 04:23:02.311301696
698,6.501278794056029,2015-05-18 17:15:10.002725376
699,6.135646329865853,2015-05-15 09:31:53.387871232
700,6.962298699101318,2015-05-23 03:32:52.155864448
701,6.453871305763753,2015-05-31 18:49:23.354485376
702,7.02603770873834,2015-05-30 21:33:50.923857600
703,5.902952790728529,2015-06-04 07:51:33.076996608
704,5.436797772578736,2015-06-07 15:34:49.691850816
705,6.263310516382356,2015-06-08 18:09:15.230135552
706,5.034265409539428,2015-06-13 04:26:57.383274560
707,4.652808729740206,2015-06-13 04:26:57.383274560
708,4.260872385584211,2015-06-18 17:19:05.074698240
709,4.763398277335813,2015-07-01 18:53:18.426458304
710,4.324657937031848,2015-06-28 16:28:54.919260992
711,4.038518885371817,2015-06-26 11:20:03.842691456
712,5.34839160331585,2015-07-06 05:11:00.579597248
713,5.971530597275807,2015-07-10 15:28:42.732736256
714,6.518382909456982,2015-07-15 07:05:17.993532160
715,6.8999326728774335,2015-07-19 17:23:00.146671168
716,6.83656599772533,2015-07-29 16:32:49.991233856
717,6.391579746436854,2015-07-31 21:41:41.067803328
718,6.010123066637632,2015-07-31 21:41:41.067803328
719,5.533372029604527,2015-08-04 05:24:57.682657600
720,5.024879477732103,2015-08-09 18:17:05.374081280
721,4.569250665749701,2015-08-09 18:17:05.374081280
722,4.039519534300036,2015-08-13 02:00:21.988935488
723,3.636987171260728,2015-08-18 14:52:29.680359296
724,3.372040157367323,2015-08-16 09:43:38.603789760
725,2.9589350463500104,2015-08-23 01:10:11.833498240
726,2.5776645337932464,2015-08-31 21:45:36.139776128
727,2.4507450162465823,2015-09-11 23:29:51.522623616
728,1.7199455059723796,2015-09-27 11:31:49.058610048
729,1.3704816667897963,2015-10-07 05:22:45.795515776
730,1.0952458099631386,2015-10-19 15:00:19.824304960
731,1.2311727192574615,2015-11-02 19:08:58.714349696
732,1.5461118433259529,2015-11-14 02:12:07.204854080
733,2.6219102817510915,2015-11-28 11:39:39.202555776
734,3.0246055411275456,2015-11-30 16:48:30.279125248
735,3.495227021702678,2015-12-08 05:30:35.939461504
736,3.9531612047042017,2015-12-17 02:06:00.245739520
737,3.915229629053108,2015-12-27 06:34:43.197959168
738,3.533819491064502,2015-12-29 11:43:34.274528576
739,2.6120356609323068,2016-01-01 19:26:50.889382848
740,2.198907279009685,2016-01-07 08:18:58.580806592
741,1.7856392716552243,2016-01-06 05:44:33.042521856
742,1.3513188519659811,2016-01-11 18:36:40.733945600
743,0.991054209933381,2016-01-11 18:36:40.733945600
744,0.5461145004555199,2016-01-16 04:54:22.887084480
745,0.0693867343277254,2016-01-20 15:12:05.040223552
746,-0.0893673816794944,2016-01-29 11:47:29.346501440
747,0.0539813950142118,2016-02-12 21:15:01.344203200
748,0.0382968048370102,2016-02-22 20:24:51.188765824
749,-0.3219212953849713,2016-02-25 01:33:42.265335360
750,-0.7244769293295867,2016-02-29 11:51:24.418474368
751,-1.1482246010408268,2016-03-04 22:09:06.571613248
752,-1.5084892430734236,2016-03-04 22:09:06.571613248
753,-1.911044877018039,2016-03-09 08:26:48.724752384
754,-2.408964680912458,2016-03-13 18:44:30.877891264
755,-2.885673830316012,2016-03-19 02:17:45.461658048
756,-2.678790827951989,2016-03-31 11:55:19.490447104
757,-2.949082393097669,2016-03-27 01:37:37.337308224
758,-2.2495589795566358,2016-04-04 22:13:01.643586112
759,-1.8468171783695588,2016-04-09 08:30:43.796725120
760,-1.444075377182486,2016-04-13 18:48:25.949864128
761,-1.0095222484401667,2016-04-19 07:40:33.641287808
762,-0.7867498719322441,2016-05-01 11:59:14.562420032
763,-0.7864706210685526,2016-05-14 18:52:21.021836928
764,-1.1041650203254465,2016-05-23 15:27:45.328114944
765,-1.612797197629714,2016-05-22 12:53:19.789830208
766,-1.9941840647130145,2016-05-25 20:36:36.404684416
767,-2.3755942027016204,2016-05-28 01:45:27.481253888
768,-2.7570508825008417,2016-05-28 01:45:27.481253888
769,-3.138507562300063,2016-05-28 01:45:27.481253888
770,-3.49877220433266,2016-05-28 01:45:27.481253888
771,-3.986095989343767,2016-06-01 12:03:09.634392832
772,-4.367552669142988,2016-06-01 12:03:09.634392832
773,-4.749009348942209,2016-06-01 12:03:09.634392832
774,-5.172873375179986,2016-05-31 09:28:44.096108096
775,-5.5542602422632825,2016-06-03 17:12:00.710962368
776,-5.978054455785138,2016-06-05 22:20:51.787531840
777,-6.359511135584359,2016-06-05 22:20:51.787531840
778,-6.740967815383581,2016-06-05 22:20:51.787531840
779,-7.122424495182802,2016-06-05 22:20:51.787531840
780,-7.503881174982023,2016-06-05 22:20:51.787531840
781,-8.054781073293004,2016-06-10 08:38:33.940670848
782,-8.436237753092225,2016-06-10 08:38:33.940670848
783,-8.817694432891447,2016-06-10 08:38:33.940670848
784,-9.24155845912922,2016-06-09 06:04:08.402386112
785,-9.62294532621252,2016-06-12 13:47:25.017240320
786,-10.004355464201126,2016-06-14 18:56:16.093809792
787,-10.385812144000347,2016-06-14 18:56:16.093809792
788,-10.799080151354811,2016-06-13 16:21:50.555525056
789,-11.307572703227237,2016-06-19 05:13:58.246948800
790,-11.742009477443013,2016-06-19 05:13:58.246948800
791,-12.114877641790113,2016-06-24 12:47:12.830715584
792,-11.116541841558629,2016-07-03 14:41:30.244650496
793,-11.529856390723708,2016-06-30 06:58:13.629796224
794,-10.003871429370731,2016-07-07 19:40:19.290132544
795,-10.491306914727318,2016-07-06 22:24:46.859504704
796,-10.76689648931465,2016-07-02 12:07:04.706365696
797,-11.911266528712314,2016-07-02 12:07:04.706365696
798,-8.95479109302589,2016-07-11 08:42:29.012643712
799,-9.463376728519544,2016-07-12 11:16:54.550928384
800,-7.969249636532425,2016-07-16 16:15:43.596410496
801,-8.456685121889013,2016-07-15 19:00:11.165782656
802,-7.110897640087195,2016-07-20 05:17:53.318921600
803,-7.46056626323648,2016-07-20 05:17:53.318921600
804,-6.188932296893597,2016-07-25 12:51:07.902688448
805,-6.634030248527552,2016-07-22 10:26:44.395491136
806,-5.12076050983455,2016-07-29 23:08:50.055827456
807,-5.616672810297782,2016-07-29 01:53:17.625199552
808,-4.154329120779543,2016-08-02 12:10:59.778338560
809,-4.535785800578765,2016-08-02 12:10:59.778338560
810,-3.009865997760649,2016-08-06 22:28:41.931477568
811,-3.454875519954431,2016-08-08 01:03:07.469762304
812,-3.772825899169707,2016-08-04 17:19:50.854908096
813,-2.2627303119606346,2016-08-12 11:20:49.622901312
814,-2.628362776150812,2016-08-09 03:37:33.008047040
815,-1.560125830556899,2016-08-16 16:19:38.668383360
816,-1.865402874741754,2016-08-11 08:46:24.084616576
817,-1.5151757498650866,2016-09-06 22:32:37.003450368
818,-2.023691572642821,2016-09-11 08:50:19.156589376
819,-2.551261612686268,2016-09-16 16:23:33.740356224
820,-3.072488003942915,2016-09-21 08:00:09.001152064
821,-3.6191727656058745,2016-09-24 15:43:25.616006336
822,-4.110734958170308,2016-09-29 02:01:07.769145344
823,-4.49219163796953,2016-09-29 02:01:07.769145344
824,-4.958323385214015,2016-10-03 12:18:49.922284288
825,-5.339780065013237,2016-10-03 12:18:49.922284288
826,-5.805911812257719,2016-10-07 22:36:32.075423232
827,-6.219179819612183,2016-10-06 20:02:06.537138560
828,-6.695884314834672,2016-10-12 08:54:14.228562240
829,-7.077340994633893,2016-10-12 08:54:14.228562240
830,-7.554092031667,2016-10-15 16:37:30.843416448
831,-7.951326385264654,2016-10-21 05:29:38.534840192
832,-8.110080501271867,2016-10-30 02:05:02.841118144
833,-7.648967512605349,2016-11-07 22:40:27.147396096
834,-7.140172438963926,2016-11-16 19:15:51.453674048
835,-6.7426355635972826,2016-11-25 15:51:15.759952064
836,-6.292211677435304,2016-11-30 02:08:57.913091008
837,-5.868254567576297,2016-12-05 15:01:05.604514752
838,-5.423151961761281,2016-12-08 22:44:22.219368960
839,-5.092351388635255,2016-12-18 16:35:18.956274688
840,-5.073041191411157,2016-12-29 23:38:27.446779136
841,-5.401401422267284,2017-01-04 12:30:35.138202816
842,-5.740287859290795,2017-01-13 09:05:59.444480768
843,-5.973214107481198,2017-01-22 05:41:23.750758720
844,-5.930550781084257,2017-02-04 12:34:30.210175680
845,-5.9938243726151335,2017-02-18 22:02:02.207877376
846,-6.120767161067107,2017-02-28 21:11:52.052440064
847,-6.438601185755843,2017-03-03 02:20:43.129009600
848,-6.803977669987638,2017-03-11 22:56:07.435287488
849,-6.946837757669886,2017-03-20 19:31:31.741565504
850,-6.438019413123158,2017-03-30 18:41:21.586128192
851,-6.014108845074766,2017-04-03 02:24:38.200982400
852,-6.755923250527815,2017-03-29 16:06:56.047843456
853,-5.5160028739378895,2017-04-07 12:42:20.354121408
854,-5.102553353522023,2017-04-17 06:33:17.091027136
855,-4.911657463104202,2017-04-25 05:53:08.966677312
856,-5.801629965681155,2017-04-29 16:10:51.119816320
857,-6.087769017341188,2017-04-27 11:02:00.043246848
858,-6.532662185008434,2017-05-04 02:28:33.272955264
859,-6.967098959224213,2017-05-04 02:28:33.272955264
860,-7.486210800885257,2017-05-08 12:46:15.426094272
861,-7.804091367384608,2017-05-08 12:46:15.426094272
862,-8.217243020212532,2017-05-12 23:03:57.579233280
863,-8.630511027567,2017-05-11 20:29:32.040948544
864,-9.064831447256244,2017-05-17 09:21:39.732372224
865,-9.446288127055464,2017-05-17 09:21:39.732372224
866,-9.8700357987667,2017-05-21 19:39:21.885511168
867,-10.346786835799808,2017-05-25 03:22:38.500365440
868,-10.791726545277667,2017-05-29 13:40:20.653504512
869,-11.226046964966908,2017-06-04 02:32:28.344928128
870,-11.565026485611655,2017-06-08 12:50:10.498067072
871,-11.89117908325095,2017-06-18 06:41:07.234972864
872,-11.6970113035469,2017-06-30 16:18:41.263762048
873,-11.96730286869258,2017-06-26 06:00:59.110622976
874,-11.246587417384928,2017-07-05 02:36:23.416900992
875,-10.865037653964476,2017-07-09 12:54:05.570039936
876,-10.462295852777398,2017-07-13 23:11:47.723178944
877,-10.059554051590323,2017-07-18 09:29:29.876318016
878,-9.677911204548645,2017-07-27 06:04:54.182595840
879,-9.30896496344269,2017-08-05 23:55:50.919501632
880,-8.978108540143925,2017-08-18 09:33:24.948290880
881,-9.062597440346728,2017-08-31 16:26:31.407707712
882,-9.47035800011177,2017-09-09 13:01:55.713985664
883,-9.867522540993498,2017-09-18 09:37:20.020263680
884,-10.312369166850132,2017-09-27 06:12:44.326541632
885,-10.88438663603075,2017-10-05 05:32:36.202191680
886,-11.371691804317614,2017-10-10 13:05:50.785958528
887,-11.689479287195738,2017-10-14 23:23:32.939097472
888,-12.09194183751912,2017-10-23 19:58:57.245375424
889,-12.600364576675624,2017-11-01 16:34:21.551653440
890,-13.032477363148033,2017-11-11 10:25:18.288559232
891,-12.59988054184523,2017-11-24 17:18:24.747976128
892,-13.044978493479178,2017-11-21 14:54:01.240778752
893,-12.091173897643973,2017-11-29 08:55:00.008772096
894,-11.2328032844745,2017-12-03 19:12:42.161910976
895,-11.64607129182896,2017-12-02 16:38:16.623626304
896,-10.450728661445924,2017-12-08 00:11:31.207393088
897,-10.883064848609289,2017-12-07 02:55:58.776765248
898,-9.881624709609795,2017-12-12 15:48:06.468188992
899,-9.399436037703191,2017-12-15 23:31:23.083043264
900,-9.261385270451145,2017-12-30 08:58:55.080744896
901,-9.229434317464056,2018-01-07 02:59:53.848738112
902,-9.706185354497162,2018-01-10 10:43:10.463592320
903,-9.97096947205342,2018-01-15 23:35:18.155016064
904,-9.54692393275424,2018-01-25 17:26:14.891921856
905,-9.99197534257758,2018-01-24 20:10:42.461294016
906,-8.370575015283123,2018-02-03 19:20:32.305856704
907,-7.989025251862671,2018-02-08 05:38:14.458995712
908,-9.228875815736677,2018-02-02 16:46:06.767571968
909,-7.423109414053659,2018-02-12 10:37:03.504477760
910,-6.939763402456428,2018-02-20 09:56:55.380127872
911,-7.2734216427542115,2018-02-25 22:49:03.071551616
912,-7.765973624491053,2018-03-05 16:50:01.839544832
913,-7.448093057991702,2018-03-05 16:50:01.839544832
914,-8.242701390618851,2018-03-10 03:07:43.992683840
915,-8.687571287380791,2018-03-17 21:08:42.760677056
916,-8.909971329403799,2018-03-23 10:00:50.452100736
917,-8.448858340737281,2018-04-01 06:36:14.758378688
918,-7.956050379042058,2018-04-05 16:53:56.911517632
919,-7.574477344716296,2018-04-11 05:46:04.602941440
920,-7.113457439671013,2018-04-15 16:03:46.756080384
921,-7.097330702292968,2018-04-26 17:48:02.138927808
922,-7.468075008682341,2018-05-02 06:40:09.830351552
923,-7.828246567093707,2018-05-06 16:57:51.983490560
924,-8.18841812550508,2018-05-11 03:15:34.136629504
925,-8.527397646149822,2018-05-15 13:33:16.289768448
926,-8.908761242327813,2018-05-19 23:50:58.442907456
927,-9.290031754884575,2018-05-28 20:26:22.749185408
928,-9.734878380741208,2018-06-06 17:01:47.055463424
929,-9.162274484746842,2018-06-26 15:21:26.744588736
930,-8.691653004171716,2018-07-04 04:03:32.404925056
931,-8.128906663665571,2018-07-08 19:40:07.665720960
932,-7.620204673645379,2018-07-13 05:57:49.818859968
933,-7.11150268362519,2018-07-17 16:15:31.971998848
934,-7.063564618691903,2018-07-29 20:34:12.893131136
935,-7.349703670351936,2018-07-27 15:25:21.816561600
936,-7.66735152779821,2018-08-07 17:09:37.199409088
937,-7.889961007968985,2018-08-03 06:51:55.046270016
938,-8.271231520525745,2018-08-12 03:27:19.352548096
939,-8.525396348293384,2018-08-18 18:53:52.582256576
940,-9.28807699883875,2018-08-29 20:38:07.965104000
941,-9.51033741542992,2018-09-11 00:56:48.886236160
942,-9.796313570752794,2018-09-16 13:48:56.577659904
943,-10.241178813333672,2018-09-24 13:08:48.453310016
944,-10.74967601938716,2018-09-29 20:42:03.037076864
945,-11.226427056420269,2018-10-03 04:25:19.651931072
946,-11.639555438342883,2018-10-08 17:17:27.343354816
947,-11.925694490002916,2018-10-06 12:08:36.266785280
948,-12.30701154437029,2018-10-13 03:35:09.496493760
949,-12.821866361753765,2018-10-18 11:08:24.080260608
950,-13.304858655590316,2018-10-27 07:43:48.386538496
951,-13.673339478590124,2018-11-08 17:21:22.415327680
952,-13.906172643159287,2018-11-22 00:14:28.874744576
953,-14.05423765666196,2018-12-05 07:07:35.334161472
954,-13.9426769366182,2018-12-19 16:35:07.331863296
955,-13.710386759839537,2018-12-30 23:38:15.822367552
956,-13.239700120729545,2019-01-10 14:44:44.989901120
957,-12.956549053310988,2019-01-21 21:47:53.480405568
958,-12.866180371033842,2019-02-05 07:15:25.478107264
959,-12.908285195703392,2019-02-18 14:08:31.937524160
960,-13.013966133672824,2019-03-03 21:01:38.396941120
961,-13.013686882809132,2019-03-17 03:54:44.856358016
962,-12.685024130184011,2019-03-26 00:30:09.162635968
963,-12.080939353489772,2019-03-31 08:03:23.746402752
964,-11.524550624313616,2019-04-04 23:39:59.007198720
965,-10.448891811320324,2019-04-12 17:40:57.775191936
966,-10.093808824202846,2019-04-18 06:33:05.466615744
967,-10.045917301080175,2019-04-28 05:42:55.311178304
968,-10.427327439068783,2019-04-30 10:51:46.387747840
969,-11.296107903879117,2019-05-04 21:09:28.540886784
970,-11.81308192503925,2019-05-10 04:42:43.124653632
971,-12.334331587201202,2019-05-13 17:44:52.847164800
972,-12.779252679954825,2019-05-19 01:18:07.430931584
973,-12.508793564290926,2019-05-31 10:55:41.459720704
974,-12.906237356036344,2019-05-27 00:37:59.306581696
975,-11.968280246715494,2019-06-05 23:47:49.151144384
976,-11.507260341670204,2019-06-10 10:05:31.304283392
977,-11.348110620272765,2019-06-20 09:15:21.148846144
978,-11.729357861924218,2019-06-30 08:25:10.993408768
979,-12.142486243846836,2019-07-05 21:17:18.684832576
980,-12.52394292364606,2019-07-05 21:17:18.684832576
981,-12.947690595357294,2019-07-10 07:35:00.837971456
982,-13.445610399251713,2019-07-14 17:52:42.991110464
983,-13.842844752849372,2019-07-20 06:44:50.682534208
984,-13.413426737211552,2019-08-02 13:37:57.141951168
985,-13.763165173076764,2019-07-30 05:54:40.527096832
986,-12.952406832166268,2019-08-06 23:55:39.295090112
987,-12.491386927120978,2019-08-11 10:13:21.448229056
988,-12.310998626146294,2019-08-23 14:32:02.369361280
989,-12.39553406815972,2019-09-03 16:16:17.752208704
990,-12.840543590353498,2019-09-04 18:50:43.290493440
991,-13.264267991159429,2019-09-10 07:42:50.981917184
992,-13.64563158733742,2019-09-14 18:00:33.135056192
993,-14.000481865401824,2019-09-20 06:52:40.826479936
994,-14.111484083718215,2019-10-02 11:11:21.747612096
995,-14.111204832854533,2019-10-15 18:04:28.207029056
996,-13.761350042462787,2019-10-24 14:39:52.513306880
997,-13.236730753212314,2019-10-30 03:32:00.204730688
