,value1,value2,value3,time1,time2,time3
289,3.651586454,,-0.76234236,2020-10-13 15:38:14.275432352,,2021-05-13 17:45:45.190653152
290,3.861195794,,-0.283959051,2020-10-23 12:31:18.827296352,,2021-05-27 19:37:53.823984992
291,4.053693252,,-0.487707868,2020-11-02 09:27:28.513278720,,2021-05-23 14:27:06.548436736
292,4.246190709,,-0.185377724,2020-11-12 06:23:38.094071296,,2021-06-06 04:07:32.729386816
293,4.411309156,,-0.248488068,2020-11-22 03:24:43.784263424,,2021-06-15 06:02:12.153456992
294,4.631185625,,-0.265762669,2020-12-02 00:15:57.360846272,,2021-06-26 17:12:33.369253216
295,4.851062093,,-0.223913101,2020-12-11 21:07:10.937429056,,2021-07-05 20:47:03.144331680
296,5.070938562,,0.001785064,2020-12-21 17:58:24.514011840,,2021-07-15 04:53:47.428904448
297,5.296636728,,0.225452194,2020-12-31 02:05:08.798584576,,2021-07-23 15:48:29.857597216
298,5.533296248,,0.425238081,2021-01-08 00:14:04.410355200,,2021-08-01 23:59:54.367903680
299,5.752961622,,0.655381679,2021-01-15 09:42:37.400290560,,2021-08-11 20:49:16.969205280
300,5.972626996,,0.875258148,2021-01-22 19:11:10.495415776,,2021-08-21 17:40:30.545788096
301,6.128453245,,1.077518746,2021-01-30 17:34:40.129566976,,2021-08-31 10:20:25.789945952
302,6.142941895,,1.219184547,2021-02-09 02:19:28.401135584,,2021-09-10 11:40:13.818877696
303,6.143786275,,1.352997617,2021-02-18 23:50:10.537345696,,2021-09-20 04:32:29.283939616
304,6.167376132,,1.503789754,2021-02-28 01:29:12.404371936,,2021-09-30 05:50:38.749991296
305,6.274177496,,1.755397308,2021-03-11 00:24:39.301518272,,2021-10-07 15:13:26.401681952
306,6.360753152,,2.029820704,2021-03-20 05:49:50.868284160,,2021-10-15 00:32:07.278007936
307,6.480239914,,2.304244101,2021-03-30 02:59:10.109205632,,2021-10-22 09:50:48.154333952
308,6.730948907,,2.596920171,2021-04-06 16:19:38.242315232,,2021-10-29 19:06:11.694520096
309,6.983279108,,2.373219366,2021-04-11 20:15:51.572849056,,2021-10-28 14:05:09.347453536
310,7.202733387,,2.905727411,2021-04-16 18:21:44.081326784,,2021-11-04 05:39:24.317613344
311,7.422187666,,3.246431597,2021-04-21 16:27:36.589804576,,2021-11-09 03:23:25.634735520
312,7.641641945,,2.647642762,2021-04-26 14:33:29.098282336,,2021-11-04 23:23:50.223779520
313,7.872068938,,3.583901507,2021-05-01 18:33:39.211146048,,2021-11-14 08:12:09.926926592
314,8.117266947,,2.976613086,2021-05-08 22:01:19.924415776,,2021-11-09 21:09:58.505038560
315,8.3688745,,3.820477695,2021-05-16 07:24:07.576106400,,2021-11-16 16:53:29.051080064
316,8.596732468,,3.33296242,2021-05-23 10:54:55.737671040,,2021-11-14 18:51:10.676898016
317,8.826317192,,4.111881566,2021-05-29 10:42:49.232198912,,2021-11-21 09:41:01.083220800
318,8.941135238,,4.425206741,2021-06-07 02:11:37.461236672,,2021-11-26 07:29:58.509742560
319,9.051495662,,3.853796917,2021-06-16 23:22:35.265038176,,2021-11-22 03:25:26.989386976
320,9.174604812,,4.689665954,2021-06-26 12:36:13.557052096,,2021-12-01 12:31:52.251682816
321,9.252152642,,4.690439969,2021-07-06 21:45:38.788424640,,2021-12-10 14:15:00.894073696
322,9.291348747,,4.691284348,2021-07-17 01:05:42.419621056,,2021-12-20 11:45:42.925093920
323,9.292193126,,4.717537017,2021-07-26 22:36:24.555831104,,2021-12-30 04:57:21.579406560
324,9.279348,,4.834466515,2021-08-05 20:09:34.694146112,,2022-01-09 16:15:24.273770432
325,9.225434358,,4.944826939,2021-08-15 17:50:08.943965536,,2022-01-19 13:26:22.077571936
326,9.190749351,,5.091678638,2021-08-26 09:16:04.114237472,,2022-01-29 06:33:14.510329952
327,9.44033351,,5.279380723,2021-09-05 00:56:33.843578656,,2022-02-05 10:11:16.895554112
328,9.185843506,,5.512735603,2021-09-02 01:36:16.741242752,,2022-02-12 19:37:21.883384576
329,9.715874704,,5.741527314,2021-09-10 05:56:27.879480992,,2022-02-20 05:04:16.205250016
330,9.958144826,,5.961192687,2021-09-15 03:58:13.612594112,,2022-02-27 14:32:49.300375200
331,10.20954128,,6.052983795,2021-09-20 01:58:20.782827136,,2022-03-05 18:43:03.718130176
332,10.44719898,,,2021-09-24 10:09:38.404301760,,
333,10.65022585,,,2021-09-29 08:18:28.578419264,,
334,10.91331768,,,2021-10-02 06:46:18.926691616,,
335,11.16541567,,,2021-10-04 17:23:35.727622112,,
336,11.41203787,,,2021-10-07 04:01:51.645242656,,
337,11.70809005,,,2021-10-11 08:05:07.008154080,,
338,11.92733323,,,2021-10-13 18:48:18.929984416,,
339,12.17401876,,,2021-10-16 23:15:22.992042272,,
340,11.48916351,,,2021-10-12 14:25:55.808510176,,
341,12.42611676,,,2021-10-19 09:52:39.792972736,,
342,12.67273895,,,2021-10-21 20:30:55.710593280,,
343,12.97798783,,,2021-10-26 20:20:05.899254016,,
344,13.25928307,,,2021-10-29 04:53:21.465713088,,
345,12.69510657,,,2021-10-27 07:04:51.987470176,,
346,13.28470523,,,2021-11-07 08:30:48.906431328,,
347,13.28554961,,,2021-11-17 06:01:31.042641376,,
348,13.32061776,,,2021-11-27 03:26:03.015804512,,
349,13.5884075,,,2021-12-07 00:08:38.532425312,,
350,13.38274827,,,2021-12-03 07:41:38.157381600,,
351,13.83545188,,,2021-12-14 09:32:15.412961056,,
352,14.10014229,,,2021-12-22 07:36:07.972802656,,
353,14.433235,,,2021-12-29 16:44:14.449203616,,
354,14.74050728,,,2022-01-01 10:15:42.455023936,,
355,14.1926456,,,2021-12-29 04:44:09.721030560,,
356,15.08295601,,,2022-01-03 20:36:42.147530624,,
357,15.38432919,,,2022-01-06 05:06:20.602159904,,
358,15.6583304,,,2022-01-08 15:39:40.410380896,,
359,15.87757358,,,2022-01-11 02:22:52.437401056,,
360,14.8641702,,,2022-01-06 18:32:37.935525152,,
361,16.156145,,,2022-01-13 14:54:08.260968992,,
362,15.13817141,,,2022-01-09 05:05:57.848935936,,
363,16.43927254,,,2022-01-16 01:25:49.401120000,,
364,15.41217261,,,2022-01-11 15:39:17.657156896,,
365,16.78172127,,,2022-01-18 11:46:49.093626752,,
366,17.08309445,,,2022-01-20 20:16:27.548256032,,
367,17.30233764,,,2022-01-23 06:59:39.575276160,,
368,17.59003539,,,2022-01-25 19:29:16.730774176,,
369,16.56293546,,,2022-01-21 09:42:44.986811072,,
370,17.87224326,,,2022-01-28 04:02:22.409388224,,
371,16.83693667,,,2022-01-23 20:16:04.795032000,,
372,18.17907113,,,2022-01-30 06:34:45.593991872,,
373,18.50783036,,,2022-02-01 16:58:13.288603456,,
374,18.83658959,,,2022-02-04 03:21:40.983215072,,
375,19.16534882,,,2022-02-06 13:45:08.783016480,,
376,19.49410805,,,2022-02-09 00:08:36.477628096,,
377,19.82286728,,,2022-02-11 10:32:04.172239680,,
378,20.15162651,,,2022-02-13 20:55:31.866851296,,
379,20.48038574,,,2022-02-16 07:18:59.666652736,,
380,20.80914496,,,2022-02-18 17:42:27.361264352,,
381,21.12421469,,,2022-02-21 04:08:23.057980832,,
382,21.47058476,,,2022-02-23 17:18:19.579798816,,
383,21.79545783,,,2022-02-26 10:46:37.297198560,,
384,22.50749809,,,2022-02-28 12:56:52.354882336,,
385,22.20628373,,,2022-02-28 01:07:43.274982016,,
386,22.01466583,,,2022-02-28 11:36:02.472119296,,
387,23.27427626,,,2022-03-02 09:17:57.172892672,,
388,23.00048615,,,2022-03-02 10:07:17.846129312,,
389,22.81799459,,,2022-03-02 20:33:58.375196672,,
390,23.98638688,,,2022-03-05 07:15:45.724395616,,
391,23.68517252,,,2022-03-04 19:26:36.644495296,,
392,23.48442829,,,2022-03-05 05:56:34.614892320,,
393,24.75316505,,,2022-03-07 03:36:50.542405920,,
394,24.47937494,,,2022-03-07 04:26:11.215642560,,
395,24.29688338,,,2022-03-07 14:52:51.849899808,,
396,25.46527567,,,2022-03-10 01:34:39.199098752,,
397,25.16406131,,,2022-03-09 13:45:30.119198432,,
398,24.96331708,,,2022-03-10 00:15:27.984405600,,
399,22.64487565,,,2022-03-06 04:15:27.464561312,,
400,26.21645393,,,2022-03-12 10:41:59.024908320,,
401,25.91719521,,,2022-03-11 22:52:28.801850176,,
402,25.73014049,,,2022-03-12 09:19:58.664952512,,
403,26.92590174,,,2022-03-14 17:07:10.894314720,,
404,26.65663961,,,2022-03-14 08:01:55.486606816,,
405,26.46045855,,,2022-03-14 18:31:04.122968896,,
406,24.12376444,,,2022-03-10 22:34:20.939264448,,
407,27.71098787,,,2022-03-17 04:58:03.249158880,,
408,27.40977351,,,2022-03-16 17:08:54.169258560,,
409,27.19758618,,,2022-03-16 17:47:08.675238496,,
410,28.47776604,,,2022-03-19 01:19:08.067169216,,
411,28.20397593,,,2022-03-19 02:08:28.740405856,,
412,28.02148437,,,2022-03-19 12:35:09.269473216,,
413,29.20552181,,,2022-03-21 23:14:07.473409472,,
414,28.90235181,,,2022-03-21 11:25:19.536666976,,
415,28.69704441,,,2022-03-21 21:56:06.841098976,,
416,29.93473051,,,2022-03-23 13:45:42.276056416,,
417,29.69655423,,,2022-03-23 20:24:54.107814240,,
418,29.47762769,,,2022-03-25 02:45:42.908170336,,
419,30.6844106,,,2022-03-26 17:33:00.948112576,,
420,32.22202289,,,2022-04-21 14:53:21.030156256,,
421,13.60074067,,,2023-03-03 02:18:52.870468320,,
