,medalType,participantType,eventId,eventGender,eventName,disciplineId,disciplineName,gameId,gameName,gameSeason,name,country,ico2,ico3,year
1,SILVER,GameTeam,12-foot-dinghy-mixed,Open,12 foot dinghy mixed,sailing,Sailing,antwerp-1920,Antwerp 1920,Summer,Boreas #2,Netherlands,NL,NED,1920
0,GOLD,GameTeam,8m-rating-1919-men,Open,8m rating 1919 men,sailing,Sailing,antwerp-1920,Antwerp 1920,Summer,Sildra #1,Norway,NO,NOR,1920
1,SILVER,GameTeam,8m-rating-1919-men,Open,8m rating 1919 men,sailing,Sailing,antwerp-1920,Antwerp 1920,Summer,Lyn #2,Norway,NO,NOR,1920
2,BRONZE,GameTeam,8m-rating-1919-men,Open,8m rating 1919 men,sailing,Sailing,antwerp-1920,Antwerp 1920,Summer,Antwerpia V,Belgium,BE,BEL,1920
0,GOLD,GameTeam,6m-rating-1907-mixed,Open,6m rating 1907 mixed,sailing,Sailing,antwerp-1920,Antwerp 1920,Summer,Edelweiss II #1,Belgium,BE,BEL,1920
1,SILVER,GameTeam,6m-rating-1907-mixed,Open,6m rating 1907 mixed,sailing,Sailing,antwerp-1920,Antwerp 1920,Summer,Marmi II #1,Norway,NO,NOR,1920
2,BRONZE,GameTeam,6m-rating-1907-mixed,Open,6m rating 1907 mixed,sailing,Sailing,antwerp-1920,Antwerp 1920,Summer,Stella #2,Norway,NO,NOR,1920
0,GOLD,GameTeam,10m-rating-1907-mixed,Open,10m rating 1907 mixed,sailing,Sailing,antwerp-1920,Antwerp 1920,Summer,Eleda,Norway,NO,NOR,1920
0,GOLD,GameTeam,tug-of-war-men,Men,tug of war men,tug-of-war,Tug of War,antwerp-1920,Antwerp 1920,Summer,Great Britain team,Great Britain,GB,GBR,1920
1,SILVER,GameTeam,tug-of-war-men,Men,tug of war men,tug-of-war,Tug of War,antwerp-1920,Antwerp 1920,Summer,Netherlands team,Netherlands,NL,NED,1920
2,BRONZE,GameTeam,tug-of-war-men,Men,tug of war men,tug-of-war,Tug of War,antwerp-1920,Antwerp 1920,Summer,Belgium team,Belgium,BE,BEL,1920
0,GOLD,GameTeam,water-polo-men,Men,water polo men,water-polo,Water Polo,antwerp-1920,Antwerp 1920,Summer,Great Britain team,Great Britain,GB,GBR,1920
1,SILVER,GameTeam,water-polo-men,Men,water polo men,water-polo,Water Polo,antwerp-1920,Antwerp 1920,Summer,Belgium team,Belgium,BE,BEL,1920
2,BRONZE,GameTeam,water-polo-men,Men,water polo men,water-polo,Water Polo,antwerp-1920,Antwerp 1920,Summer,Sweden team,Sweden,SE,SWE,1920
0,GOLD,Athlete,sabre-individual-men,Men,sabre individual men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Nedo NADI,Italy,IT,ITA,1920
1,SILVER,Athlete,sabre-individual-men,Men,sabre individual men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Aldo NADI,Italy,IT,ITA,1920
2,BRONZE,Athlete,sabre-individual-men,Men,sabre individual men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Adrianus Egbertus Willem DE JONG,Netherlands,NL,NED,1920
0,GOLD,Athlete,foil-individual-men,Men,foil individual men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Nedo NADI,Italy,IT,ITA,1920
1,SILVER,Athlete,foil-individual-men,Men,foil individual men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Philippe CATTIAU,France,FR,FRA,1920
2,BRONZE,Athlete,foil-individual-men,Men,foil individual men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Roger François DUCRET,France,FR,FRA,1920
0,GOLD,Athlete,epee-individual-men,Men,épée individual men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Armand MASSARD,France,FR,FRA,1920
1,SILVER,Athlete,epee-individual-men,Men,épée individual men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Alexandre LIPPMANN,France,FR,FRA,1920
2,BRONZE,Athlete,epee-individual-men,Men,épée individual men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Gustave BUCHARD,France,FR,FRA,1920
0,GOLD,GameTeam,foil-team-men,Men,foil team men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Italy team,Italy,IT,ITA,1920
1,SILVER,GameTeam,foil-team-men,Men,foil team men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,France team,France,FR,FRA,1920
2,BRONZE,GameTeam,foil-team-men,Men,foil team men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
0,GOLD,GameTeam,epee-team-men,Men,épée team men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Italy team,Italy,IT,ITA,1920
1,SILVER,GameTeam,epee-team-men,Men,épée team men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Belgium team,Belgium,BE,BEL,1920
2,BRONZE,GameTeam,epee-team-men,Men,épée team men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,France team,France,FR,FRA,1920
0,GOLD,GameTeam,sabre-team-men,Men,sabre team men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Italy team,Italy,IT,ITA,1920
1,SILVER,GameTeam,sabre-team-men,Men,sabre team men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,France team,France,FR,FRA,1920
2,BRONZE,GameTeam,sabre-team-men,Men,sabre team men,fencing,Fencing,antwerp-1920,Antwerp 1920,Summer,Netherlands team,Netherlands,NL,NED,1920
0,GOLD,Athlete,individual-mixed,Men,individual mixed,equestrian-eventing,Equestrian Eventing,antwerp-1920,Antwerp 1920,Summer,Helmer MÖRNER,Sweden,SE,SWE,1920
1,SILVER,Athlete,individual-mixed,Men,individual mixed,equestrian-eventing,Equestrian Eventing,antwerp-1920,Antwerp 1920,Summer,Age LUNDSTRÖM,Sweden,SE,SWE,1920
2,BRONZE,Athlete,individual-mixed,Men,individual mixed,equestrian-eventing,Equestrian Eventing,antwerp-1920,Antwerp 1920,Summer,Ettore CAFFARATTI,Italy,IT,ITA,1920
0,GOLD,GameTeam,team-mixed,Men,team mixed,equestrian-eventing,Equestrian Eventing,antwerp-1920,Antwerp 1920,Summer,Sweden team,Sweden,SE,SWE,1920
1,SILVER,GameTeam,team-mixed,Men,team mixed,equestrian-eventing,Equestrian Eventing,antwerp-1920,Antwerp 1920,Summer,Italy team,Italy,IT,ITA,1920
2,BRONZE,GameTeam,team-mixed,Men,team mixed,equestrian-eventing,Equestrian Eventing,antwerp-1920,Antwerp 1920,Summer,Belgium team,Belgium,BE,BEL,1920
0,GOLD,GameTeam,double-sculls-2x-men,Men,double sculls 2x men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
1,SILVER,GameTeam,double-sculls-2x-men,Men,double sculls 2x men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,Italy team,Italy,IT,ITA,1920
2,BRONZE,GameTeam,double-sculls-2x-men,Men,double sculls 2x men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,France team,France,FR,FRA,1920
0,GOLD,GameTeam,four-oared-shell-with-coxswain-men,Men,four-oared shell with coxswain men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,Switzerland team,Switzerland,CH,SUI,1920
1,SILVER,GameTeam,four-oared-shell-with-coxswain-men,Men,four-oared shell with coxswain men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
2,BRONZE,GameTeam,four-oared-shell-with-coxswain-men,Men,four-oared shell with coxswain men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,Norway team,Norway,NO,NOR,1920
0,GOLD,GameTeam,pair-oared-shell-with-coxswain-men,Men,pair-oared shell with coxswain men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,Italy team,Italy,IT,ITA,1920
1,SILVER,GameTeam,pair-oared-shell-with-coxswain-men,Men,pair-oared shell with coxswain men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,France team,France,FR,FRA,1920
2,BRONZE,GameTeam,pair-oared-shell-with-coxswain-men,Men,pair-oared shell with coxswain men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,Switzerland team,Switzerland,CH,SUI,1920
0,GOLD,Athlete,single-sculls-1x-men,Men,single sculls 1x men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,"Jack Kelly, Sr.",United States of America,US,USA,1920
1,SILVER,Athlete,single-sculls-1x-men,Men,single sculls 1x men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,Jack BERESFORD,Great Britain,GB,GBR,1920
2,BRONZE,Athlete,single-sculls-1x-men,Men,single sculls 1x men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,Darcy Hadfield,New Zealand,NZ,NZL,1920
0,GOLD,GameTeam,eight-with-coxswain-8-men,Men,eight with coxswain 8 men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
1,SILVER,GameTeam,eight-with-coxswain-8-men,Men,eight with coxswain 8 men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,Great Britain team,Great Britain,GB,GBR,1920
2,BRONZE,GameTeam,eight-with-coxswain-8-men,Men,eight with coxswain 8 men,rowing,Rowing,antwerp-1920,Antwerp 1920,Summer,Norway team,Norway,NO,NOR,1920
0,GOLD,GameTeam,free-rifle-team-men,Men,free rifle team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
1,SILVER,GameTeam,free-rifle-team-men,Men,free rifle team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Norway team,Norway,NO,NOR,1920
2,BRONZE,GameTeam,free-rifle-team-men,Men,free rifle team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Switzerland team,Switzerland,CH,SUI,1920
0,GOLD,Athlete,25m-rapid-fire-pistol-60-shots-men,Men,25m rapid fire pistol 60 shots men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Guilherme PARAENSE,Brazil,BR,BRA,1920
1,SILVER,Athlete,25m-rapid-fire-pistol-60-shots-men,Men,25m rapid fire pistol 60 shots men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Raymond BRACKEN,United States of America,US,USA,1920
2,BRONZE,Athlete,25m-rapid-fire-pistol-60-shots-men,Men,25m rapid fire pistol 60 shots men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Fritz ZULAUF,Switzerland,CH,SUI,1920
0,GOLD,GameTeam,50m-small-bore-rifle-team-men,Men,50m small bore rifle team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
1,SILVER,GameTeam,50m-small-bore-rifle-team-men,Men,50m small bore rifle team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Sweden team,Sweden,SE,SWE,1920
2,BRONZE,GameTeam,50m-small-bore-rifle-team-men,Men,50m small bore rifle team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Norway team,Norway,NO,NOR,1920
0,GOLD,GameTeam,300m-free-rifle-prone-team-men,Men,300m free rifle prone team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
1,SILVER,GameTeam,300m-free-rifle-prone-team-men,Men,300m free rifle prone team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,France team,France,FR,FRA,1920
2,BRONZE,GameTeam,300m-free-rifle-prone-team-men,Men,300m free rifle prone team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Finland team,Finland,FI,FIN,1920
0,GOLD,Athlete,army-rifle-300m-prone-men,Men,army rifle 300m prone men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Otto M. OLSEN,Norway,NO,NOR,1920
1,SILVER,Athlete,army-rifle-300m-prone-men,Men,army rifle 300m prone men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Léon JOHNSON,France,FR,FRA,1920
2,BRONZE,Athlete,army-rifle-300m-prone-men,Men,army rifle 300m prone men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Fritz KUCHEN,Switzerland,CH,SUI,1920
0,GOLD,Athlete,300m-free-rifle-3-positions-3-men,Men,300m free rifle 3 positions 3 men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Morris FISHER,United States of America,US,USA,1920
1,SILVER,Athlete,300m-free-rifle-3-positions-3-men,Men,300m free rifle 3 positions 3 men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Niels Hansen Ditlev LARSEN,Denmark,DK,DEN,1920
2,BRONZE,Athlete,300m-free-rifle-3-positions-3-men,Men,300m free rifle 3 positions 3 men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Østen Østensen,Norway,NO,NOR,1920
0,GOLD,Athlete,clay-pigeons-individual-men,Men,"clay pigeons, individual men",shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Mark ARIE,United States of America,US,USA,1920
1,SILVER,Athlete,clay-pigeons-individual-men,Men,"clay pigeons, individual men",shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Frank TROEH,United States of America,US,USA,1920
2,BRONZE,Athlete,clay-pigeons-individual-men,Men,"clay pigeons, individual men",shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Frank WRIGHT,United States of America,US,USA,1920
0,GOLD,GameTeam,100m-running-deer-double-shots-team-men,Men,100m running deer double shots team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Norway team,Norway,NO,NOR,1920
1,SILVER,GameTeam,100m-running-deer-double-shots-team-men,Men,100m running deer double shots team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Sweden team,Sweden,SE,SWE,1920
2,BRONZE,GameTeam,100m-running-deer-double-shots-team-men,Men,100m running deer double shots team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Finland team,Finland,FI,FIN,1920
0,GOLD,GameTeam,30m-army-pistol-team-men,Men,30m army pistol team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
1,SILVER,GameTeam,30m-army-pistol-team-men,Men,30m army pistol team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Greece team,Greece,GR,GRE,1920
2,BRONZE,GameTeam,30m-army-pistol-team-men,Men,30m army pistol team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Switzerland team,Switzerland,CH,SUI,1920
0,GOLD,GameTeam,300600m-free-rifle-team-prone-men,Men,300600m free rifle team prone men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
1,SILVER,GameTeam,300600m-free-rifle-team-prone-men,Men,300600m free rifle team prone men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Norway team,Norway,NO,NOR,1920
2,BRONZE,GameTeam,300600m-free-rifle-team-prone-men,Men,300600m free rifle team prone men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Switzerland team,Switzerland,CH,SUI,1920
0,GOLD,Athlete,100m-running-deer-single-shots-men,Men,100m running deer single shots men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Otto M. OLSEN,Norway,NO,NOR,1920
1,SILVER,Athlete,100m-running-deer-single-shots-men,Men,100m running deer single shots men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Alfred SWAHN,Sweden,SE,SWE,1920
2,BRONZE,Athlete,100m-running-deer-single-shots-men,Men,100m running deer single shots men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Harald NATVIG,Norway,NO,NOR,1920
0,GOLD,Athlete,100m-running-deer-double-shots-men,Men,100m running deer double shots men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Ole Andreas LILLOE-OLSEN,Norway,NO,NOR,1920
1,SILVER,Athlete,100m-running-deer-double-shots-men,Men,100m running deer double shots men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,P. Fredric LANDELIUS,Sweden,SE,SWE,1920
2,BRONZE,Athlete,100m-running-deer-double-shots-men,Men,100m running deer double shots men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Einar LIBERG,Norway,NO,NOR,1920
0,GOLD,GameTeam,50m-army-pistol-team-men,Men,50m army pistol team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
1,SILVER,GameTeam,50m-army-pistol-team-men,Men,50m army pistol team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Sweden team,Sweden,SE,SWE,1920
2,BRONZE,GameTeam,50m-army-pistol-team-men,Men,50m army pistol team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Brazil team,Brazil,BR,BRA,1920
0,GOLD,Athlete,600m-free-rifle-prone-men,Men,600m free rifle prone men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Carl Hugo JOHANSSON,Sweden,SE,SWE,1920
1,SILVER,Athlete,600m-free-rifle-prone-men,Men,600m free rifle prone men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Mauritz ERIKSSON,Sweden,SE,SWE,1920
2,BRONZE,Athlete,600m-free-rifle-prone-men,Men,600m free rifle prone men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Lloyd Spencer SPOONER,United States of America,US,USA,1920
0,GOLD,GameTeam,clay-pigeons-team-men,Men,clay pigeons team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
1,SILVER,GameTeam,clay-pigeons-team-men,Men,clay pigeons team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Belgium team,Belgium,BE,BEL,1920
2,BRONZE,GameTeam,clay-pigeons-team-men,Men,clay pigeons team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Sweden team,Sweden,SE,SWE,1920
0,GOLD,Athlete,army-rifle-300m-standing-men,Men,army rifle 300m standing men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Carl Townsend OSBURN,United States of America,US,USA,1920
1,SILVER,Athlete,army-rifle-300m-standing-men,Men,army rifle 300m standing men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Lars Jörgen MADSEN,Denmark,DK,DEN,1920
2,BRONZE,Athlete,army-rifle-300m-standing-men,Men,army rifle 300m standing men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Lawrence Adam NUESSLEIN,United States of America,US,USA,1920
0,GOLD,GameTeam,100m-running-deer-single-shots-team-men,Men,100m running deer single shots team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Norway team,Norway,NO,NOR,1920
1,SILVER,GameTeam,100m-running-deer-single-shots-team-men,Men,100m running deer single shots team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Finland team,Finland,FI,FIN,1920
2,BRONZE,GameTeam,100m-running-deer-single-shots-team-men,Men,100m running deer single shots team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
0,GOLD,Athlete,50m-small-bore-rifle-standing-individual-men,Men,50m small bore rifle standing individual men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Lawrence Adam NUESSLEIN,United States of America,US,USA,1920
1,SILVER,Athlete,50m-small-bore-rifle-standing-individual-men,Men,50m small bore rifle standing individual men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Arthur ROTHROCK,United States of America,US,USA,1920
2,BRONZE,Athlete,50m-small-bore-rifle-standing-individual-men,Men,50m small bore rifle standing individual men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Dennis FENTON,United States of America,US,USA,1920
0,GOLD,GameTeam,300m-free-rifle-standing-team-men,Men,300m free rifle standing team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Denmark team,Denmark,DK,DEN,1920
1,SILVER,GameTeam,300m-free-rifle-standing-team-men,Men,300m free rifle standing team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
2,BRONZE,GameTeam,300m-free-rifle-standing-team-men,Men,300m free rifle standing team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Sweden team,Sweden,SE,SWE,1920
0,GOLD,Athlete,50m-pistol-60-shots-men,Men,50m pistol 60 shots men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Carl Telford FREDERICK,United States of America,US,USA,1920
1,SILVER,Athlete,50m-pistol-60-shots-men,Men,50m pistol 60 shots men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Afranio Antonio DA COSTA,Brazil,BR,BRA,1920
2,BRONZE,Athlete,50m-pistol-60-shots-men,Men,50m pistol 60 shots men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Alfred P. LANE,United States of America,US,USA,1920
0,GOLD,GameTeam,600m-free-rifle-team-men,Men,600m free rifle team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,United States team,United States of America,US,USA,1920
1,SILVER,GameTeam,600m-free-rifle-team-men,Men,600m free rifle team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,South Africa team,South Africa,ZA,RSA,1920
2,BRONZE,GameTeam,600m-free-rifle-team-men,Men,600m free rifle team men,shooting,Shooting,antwerp-1920,Antwerp 1920,Summer,Sweden team,Sweden,SE,SWE,1920
0,GOLD,Athlete,heavyweight-greco-roman-82-5-kilograms-men,Men,"Heavyweight, Greco-Roman (>82.5 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Adolf Valentin LINDFORS,Finland,FI,FIN,1920
1,SILVER,Athlete,heavyweight-greco-roman-82-5-kilograms-men,Men,"Heavyweight, Greco-Roman (>82.5 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Poul HANSEN,Denmark,DK,DEN,1920
2,BRONZE,Athlete,heavyweight-greco-roman-82-5-kilograms-men,Men,"Heavyweight, Greco-Roman (>82.5 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Martti NIEMINEN,Finland,FI,FIN,1920
0,GOLD,Athlete,lightweight-freestyle-67-5-kilograms-men,Men,"Lightweight, Freestyle (≤67.5 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Kalle ANTTILA,Finland,FI,FIN,1920
1,SILVER,Athlete,lightweight-freestyle-67-5-kilograms-men,Men,"Lightweight, Freestyle (≤67.5 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Gottfrid SVENSSON,Sweden,SE,SWE,1920
2,BRONZE,Athlete,lightweight-freestyle-67-5-kilograms-men,Men,"Lightweight, Freestyle (≤67.5 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Peter W. WRIGHT,Great Britain,GB,GBR,1920
0,GOLD,Athlete,featherweight-freestyle-60-kilograms-men,Men,"Featherweight, Freestyle (≤60 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Charles Edwin ACKERLY,United States of America,US,USA,1920
1,SILVER,Athlete,featherweight-freestyle-60-kilograms-men,Men,"Featherweight, Freestyle (≤60 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Samuel GERSON,United States of America,US,USA,1920
2,BRONZE,Athlete,featherweight-freestyle-60-kilograms-men,Men,"Featherweight, Freestyle (≤60 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Philip William Samuel BERNARD,Great Britain,GB,GBR,1920
0,GOLD,Athlete,featherweight-greco-roman-60-kilograms-men,Men,"Featherweight, Greco-Roman (≤60 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Oskar David FRIMAN,Finland,FI,FIN,1920
1,SILVER,Athlete,featherweight-greco-roman-60-kilograms-men,Men,"Featherweight, Greco-Roman (≤60 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Heikki KÄHKÖNEN,Finland,FI,FIN,1920
2,BRONZE,Athlete,featherweight-greco-roman-60-kilograms-men,Men,"Featherweight, Greco-Roman (≤60 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Frithiof SVENSSON,Sweden,SE,SWE,1920
0,GOLD,Athlete,middleweight-freestyle-75-kilograms-men,Men,"Middleweight, Freestyle (≤75 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Eino Aukusti LEINO,Finland,FI,FIN,1920
1,SILVER,Athlete,middleweight-freestyle-75-kilograms-men,Men,"Middleweight, Freestyle (≤75 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Väinö PENTTALA,Finland,FI,FIN,1920
2,BRONZE,Athlete,middleweight-freestyle-75-kilograms-men,Men,"Middleweight, Freestyle (≤75 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Charley Johnson,United States of America,US,USA,1920
0,GOLD,Athlete,middleweight-greco-roman-75-kilograms-men,Men,"Middleweight, Greco-Roman (≤75 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Carl WESTERGREN,Sweden,SE,SWE,1920
1,SILVER,Athlete,middleweight-greco-roman-75-kilograms-men,Men,"Middleweight, Greco-Roman (≤75 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Arthur LINDFORS,Finland,FI,FIN,1920
2,BRONZE,Athlete,middleweight-greco-roman-75-kilograms-men,Men,"Middleweight, Greco-Roman (≤75 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Matti PERTTILÄ,Finland,FI,FIN,1920
0,GOLD,Athlete,light-heavyweight-freestyle-82-kilograms-men,Men,"Light-Heavyweight, Freestyle (≤82½ kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Anders LARSSON,Sweden,SE,SWE,1920
1,SILVER,Athlete,light-heavyweight-freestyle-82-kilograms-men,Men,"Light-Heavyweight, Freestyle (≤82½ kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Charles COURANT,Switzerland,CH,SUI,1920
2,BRONZE,Athlete,light-heavyweight-freestyle-82-kilograms-men,Men,"Light-Heavyweight, Freestyle (≤82½ kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Walter S. MAURER,United States of America,US,USA,1920
0,GOLD,Athlete,light-heavyweight-greco-roman-82-5-kilograms-men,Men,"Light-Heavyweight, Greco-Roman (≤82.5 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Claes JOHANSON,Sweden,SE,SWE,1920
1,SILVER,Athlete,light-heavyweight-greco-roman-82-5-kilograms-men,Men,"Light-Heavyweight, Greco-Roman (≤82.5 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Edil ROSENQVIST,Finland,FI,FIN,1920
2,BRONZE,Athlete,light-heavyweight-greco-roman-82-5-kilograms-men,Men,"Light-Heavyweight, Greco-Roman (≤82.5 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Johannes Thorvald ERIKSEN,Denmark,DK,DEN,1920
0,GOLD,Athlete,heavyweight-freestyle-82-5-kilograms-men,Men,"Heavyweight, Freestyle (>82.5 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Robert ROTH,Switzerland,CH,SUI,1920
1,SILVER,Athlete,heavyweight-freestyle-82-5-kilograms-men,Men,"Heavyweight, Freestyle (>82.5 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Nat PENDLETON,United States of America,US,USA,1920
2,BRONZE,Athlete,heavyweight-freestyle-82-5-kilograms-men,Men,"Heavyweight, Freestyle (>82.5 kilograms) Men",wrestling,Wrestling,antwerp-1920,Antwerp 1920,Summer,Frederick Julius MEYER,United States of America,US,USA,1920
