,medalType,participantType,eventId,eventGender,eventName,disciplineId,disciplineName,gameId,gameName,gameSeason,name,country,ico2,ico3,year
0,GOLD,Athlete,foil-individual-men,Men,foil individual men,fencing,Fencing,athens-1896,Athens 1896,Summer,Eugène-Henri GRAVELOTTE,France,FR,FRA,1896
1,SILVER,Athlete,foil-individual-men,Men,foil individual men,fencing,Fencing,athens-1896,Athens 1896,Summer,Henri CALLOT,France,FR,FRA,1896
2,BRONZE,Athlete,foil-individual-men,Men,foil individual men,fencing,Fencing,athens-1896,Athens 1896,Summer,Athanasios Vouros,Greece,GR,GRE,1896
3,BRONZE,Athlete,foil-individual-men,Men,foil individual men,fencing,Fencing,athens-1896,Athens 1896,Summer,Periklis Pierrakos-Mavromikhalis,Greece,GR,GRE,1896
0,GOLD,Athlete,sabre-individual-men,Men,sabre individual men,fencing,Fencing,athens-1896,Athens 1896,Summer,Ioannis GEORGIADIS,Greece,GR,GRE,1896
1,SILVER,Athlete,sabre-individual-men,Men,sabre individual men,fencing,Fencing,athens-1896,Athens 1896,Summer,Tilemakhos Karakalos,Greece,GR,GRE,1896
2,BRONZE,Athlete,sabre-individual-men,Men,sabre individual men,fencing,Fencing,athens-1896,Athens 1896,Summer,Holger NIELSEN,Denmark,DK,DEN,1896
0,GOLD,Athlete,foil-masters-men,Men,foil masters men,fencing,Fencing,athens-1896,Athens 1896,Summer,Leon Pyrgos,Greece,GR,GRE,1896
1,SILVER,Athlete,foil-masters-men,Men,foil masters men,fencing,Fencing,athens-1896,Athens 1896,Summer,Joanni Perronet,France,FR,FRA,1896
0,GOLD,Athlete,marathon-men,Men,marathon men,athletics,Athletics,athens-1896,Athens 1896,Summer,Spyridon LOUIS,Greece,GR,GRE,1896
1,SILVER,Athlete,marathon-men,Men,marathon men,athletics,Athletics,athens-1896,Athens 1896,Summer,Kharilaos VASILAKOS,Greece,GR,GRE,1896
2,BRONZE,Athlete,marathon-men,Men,marathon men,athletics,Athletics,athens-1896,Athens 1896,Summer,Gyula KELLNER,Hungary,HU,HUN,1896
0,GOLD,Athlete,100m-men,Men,100m men,athletics,Athletics,athens-1896,Athens 1896,Summer,Thomas BURKE,United States of America,US,USA,1896
1,SILVER,Athlete,100m-men,Men,100m men,athletics,Athletics,athens-1896,Athens 1896,Summer,Fritz HOFMANN,Germany,DE,GER,1896
2,BRONZE,Athlete,100m-men,Men,100m men,athletics,Athletics,athens-1896,Athens 1896,Summer,Alajos SZOKOLYI,Hungary,HU,HUN,1896
3,BRONZE,Athlete,100m-men,Men,100m men,athletics,Athletics,athens-1896,Athens 1896,Summer,Francis LANE,United States of America,US,USA,1896
0,GOLD,Athlete,1500m-men,Men,1500m men,athletics,Athletics,athens-1896,Athens 1896,Summer,Edwin FLACK,Australia,AU,AUS,1896
1,SILVER,Athlete,1500m-men,Men,1500m men,athletics,Athletics,athens-1896,Athens 1896,Summer,Arthur BLAKE,United States of America,US,USA,1896
2,BRONZE,Athlete,1500m-men,Men,1500m men,athletics,Athletics,athens-1896,Athens 1896,Summer,Albin LERMUSIAUX,France,FR,FRA,1896
0,GOLD,Athlete,discus-throw-men,Men,discus throw men,athletics,Athletics,athens-1896,Athens 1896,Summer,Bob Garrett,United States of America,US,USA,1896
1,SILVER,Athlete,discus-throw-men,Men,discus throw men,athletics,Athletics,athens-1896,Athens 1896,Summer,Panagiotis PARASKEVOPOULOS,Greece,GR,GRE,1896
2,BRONZE,Athlete,discus-throw-men,Men,discus throw men,athletics,Athletics,athens-1896,Athens 1896,Summer,Sotirios VERSIS,Greece,GR,GRE,1896
0,GOLD,Athlete,shot-put-men,Men,shot put men,athletics,Athletics,athens-1896,Athens 1896,Summer,Bob Garrett,United States of America,US,USA,1896
1,SILVER,Athlete,shot-put-men,Men,shot put men,athletics,Athletics,athens-1896,Athens 1896,Summer,Miltiadis GOUSKOS,Greece,GR,GRE,1896
2,BRONZE,Athlete,shot-put-men,Men,shot put men,athletics,Athletics,athens-1896,Athens 1896,Summer,Georgios PAPASIDERIS,Greece,GR,GRE,1896
0,GOLD,Athlete,pole-vault-men,Men,pole vault men,athletics,Athletics,athens-1896,Athens 1896,Summer,William Welles HOYT,United States of America,US,USA,1896
1,SILVER,Athlete,pole-vault-men,Men,pole vault men,athletics,Athletics,athens-1896,Athens 1896,Summer,Albert TYLER,United States of America,US,USA,1896
2,BRONZE,Athlete,pole-vault-men,Men,pole vault men,athletics,Athletics,athens-1896,Athens 1896,Summer,Evangelos DAMASKOS,Greece,GR,GRE,1896
3,BRONZE,Athlete,pole-vault-men,Men,pole vault men,athletics,Athletics,athens-1896,Athens 1896,Summer,Ioannis THEODOROPOULOS,Greece,GR,GRE,1896
0,GOLD,Athlete,high-jump-men,Men,high jump men,athletics,Athletics,athens-1896,Athens 1896,Summer,Ellery CLARK,United States of America,US,USA,1896
1,SILVER,Athlete,high-jump-men,Men,high jump men,athletics,Athletics,athens-1896,Athens 1896,Summer,Bob Garrett,United States of America,US,USA,1896
2,SILVER,Athlete,high-jump-men,Men,high jump men,athletics,Athletics,athens-1896,Athens 1896,Summer,James B. Connolly,United States of America,US,USA,1896
0,GOLD,Athlete,triple-jump-men,Men,triple jump men,athletics,Athletics,athens-1896,Athens 1896,Summer,James B. Connolly,United States of America,US,USA,1896
1,SILVER,Athlete,triple-jump-men,Men,triple jump men,athletics,Athletics,athens-1896,Athens 1896,Summer,Alexandre TUFFERI,France,FR,FRA,1896
2,BRONZE,Athlete,triple-jump-men,Men,triple jump men,athletics,Athletics,athens-1896,Athens 1896,Summer,Ioannis PERSAKIS,Greece,GR,GRE,1896
0,GOLD,Athlete,long-jump-men,Men,long jump men,athletics,Athletics,athens-1896,Athens 1896,Summer,Ellery CLARK,United States of America,US,USA,1896
1,SILVER,Athlete,long-jump-men,Men,long jump men,athletics,Athletics,athens-1896,Athens 1896,Summer,Bob Garrett,United States of America,US,USA,1896
2,BRONZE,Athlete,long-jump-men,Men,long jump men,athletics,Athletics,athens-1896,Athens 1896,Summer,James B. Connolly,United States of America,US,USA,1896
0,GOLD,Athlete,400m-men,Men,400m men,athletics,Athletics,athens-1896,Athens 1896,Summer,Thomas BURKE,United States of America,US,USA,1896
1,SILVER,Athlete,400m-men,Men,400m men,athletics,Athletics,athens-1896,Athens 1896,Summer,Herbert JAMISON,United States of America,US,USA,1896
2,BRONZE,Athlete,400m-men,Men,400m men,athletics,Athletics,athens-1896,Athens 1896,Summer,Charles GMELIN,Great Britain,GB,GBR,1896
0,GOLD,Athlete,110m-hurdles-men,Men,110m hurdles men,athletics,Athletics,athens-1896,Athens 1896,Summer,Tom Curtis,United States of America,US,USA,1896
1,SILVER,Athlete,110m-hurdles-men,Men,110m hurdles men,athletics,Athletics,athens-1896,Athens 1896,Summer,Grantley GOULDING,Great Britain,GB,GBR,1896
0,GOLD,Athlete,800m-men,Men,800m men,athletics,Athletics,athens-1896,Athens 1896,Summer,Edwin FLACK,Australia,AU,AUS,1896
1,SILVER,Athlete,800m-men,Men,800m men,athletics,Athletics,athens-1896,Athens 1896,Summer,Nandor DANI,Hungary,HU,HUN,1896
2,BRONZE,Athlete,800m-men,Men,800m men,athletics,Athletics,athens-1896,Athens 1896,Summer,Dimitrios GOLEMIS,Greece,GR,GRE,1896
0,GOLD,Athlete,rope-climbing-men,Men,rope climbing men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Nikolaos ANDRIAKOPOULOS,Greece,GR,GRE,1896
1,SILVER,Athlete,rope-climbing-men,Men,rope climbing men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Thomas Xenakis,Greece,GR,GRE,1896
2,BRONZE,Athlete,rope-climbing-men,Men,rope climbing men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Fritz HOFMANN,Germany,DE,GER,1896
0,GOLD,Athlete,rings-men,Men,rings men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Ioannis MITROPOULOS,Greece,GR,GRE,1896
1,SILVER,Athlete,rings-men,Men,rings men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Hermann WEINGÄRTNER,Germany,DE,GER,1896
2,BRONZE,Athlete,rings-men,Men,rings men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Petros PERSAKIS,Greece,GR,GRE,1896
0,GOLD,Athlete,vault-men,Men,vault men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Carl SCHUHMANN,Germany,DE,GER,1896
1,SILVER,Athlete,vault-men,Men,vault men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Louis ZUTTER,Switzerland,CH,SUI,1896
2,BRONZE,Athlete,vault-men,Men,vault men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Hermann WEINGÄRTNER,Germany,DE,GER,1896
0,GOLD,Athlete,horizontal-bar-men,Men,horizontal bar men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Hermann WEINGÄRTNER,Germany,DE,GER,1896
1,SILVER,Athlete,horizontal-bar-men,Men,horizontal bar men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Alfred FLATOW,Germany,DE,GER,1896
0,GOLD,Athlete,parallel-bars-men,Men,parallel bars men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Alfred FLATOW,Germany,DE,GER,1896
1,SILVER,Athlete,parallel-bars-men,Men,parallel bars men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Louis ZUTTER,Switzerland,CH,SUI,1896
0,GOLD,GameTeam,team-parallel-bars-men,Men,team parallel bars men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Germany team,Germany,DE,GER,1896
1,SILVER,GameTeam,team-parallel-bars-men,Men,team parallel bars men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Panellinios Gymnastikos Syllogos #1,Greece,GR,GRE,1896
2,BRONZE,GameTeam,team-parallel-bars-men,Men,team parallel bars men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Ethnikos Gymnastikos Syllogos #2,Greece,GR,GRE,1896
0,GOLD,GameTeam,team-horizontal-bar-men,Men,team horizontal bar men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Germany team,Germany,DE,GER,1896
0,GOLD,Athlete,pommel-horse-men,Men,pommel horse men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Louis ZUTTER,Switzerland,CH,SUI,1896
1,SILVER,Athlete,pommel-horse-men,Men,pommel horse men,gymnastics-artistic,Gymnastics Artistic,athens-1896,Athens 1896,Summer,Hermann WEINGÄRTNER,Germany,DE,GER,1896
0,GOLD,Athlete,10km-men,Men,10km men,cycling-track,Cycling Track,athens-1896,Athens 1896,Summer,Paul MASSON,France,FR,FRA,1896
1,SILVER,Athlete,10km-men,Men,10km men,cycling-track,Cycling Track,athens-1896,Athens 1896,Summer,Léon FLAMENG,France,FR,FRA,1896
2,BRONZE,Athlete,10km-men,Men,10km men,cycling-track,Cycling Track,athens-1896,Athens 1896,Summer,Adolf SCHMAL,Austria,AT,AUT,1896
0,GOLD,Athlete,12-hour-race-men,Men,12-hour race men,cycling-track,Cycling Track,athens-1896,Athens 1896,Summer,Adolf SCHMAL,Austria,AT,AUT,1896
1,SILVER,Athlete,12-hour-race-men,Men,12-hour race men,cycling-track,Cycling Track,athens-1896,Athens 1896,Summer,Frederick Keeping,Great Britain,GB,GBR,1896
0,GOLD,Athlete,100km-men,Men,100km men,cycling-track,Cycling Track,athens-1896,Athens 1896,Summer,Léon FLAMENG,France,FR,FRA,1896
1,SILVER,Athlete,100km-men,Men,100km men,cycling-track,Cycling Track,athens-1896,Athens 1896,Summer,Georgios Koletis,Greece,GR,GRE,1896
0,GOLD,Athlete,sprint-individual-men,Men,Sprint individual men,cycling-track,Cycling Track,athens-1896,Athens 1896,Summer,Paul MASSON,France,FR,FRA,1896
1,SILVER,Athlete,sprint-individual-men,Men,Sprint individual men,cycling-track,Cycling Track,athens-1896,Athens 1896,Summer,Stamatios NIKOLOPOULOS,Greece,GR,GRE,1896
2,BRONZE,Athlete,sprint-individual-men,Men,Sprint individual men,cycling-track,Cycling Track,athens-1896,Athens 1896,Summer,Léon FLAMENG,France,FR,FRA,1896
0,GOLD,Athlete,1km-time-trial-men,Men,1km time trial men,cycling-track,Cycling Track,athens-1896,Athens 1896,Summer,Paul MASSON,France,FR,FRA,1896
1,SILVER,Athlete,1km-time-trial-men,Men,1km time trial men,cycling-track,Cycling Track,athens-1896,Athens 1896,Summer,Stamatios NIKOLOPOULOS,Greece,GR,GRE,1896
2,BRONZE,Athlete,1km-time-trial-men,Men,1km time trial men,cycling-track,Cycling Track,athens-1896,Athens 1896,Summer,Adolf SCHMAL,Austria,AT,AUT,1896
0,GOLD,Athlete,individual-road-race-men,Men,individual road race men,cycling-road,Cycling Road,athens-1896,Athens 1896,Summer,Aristidis KONSTANTINIDIS,Greece,GR,GRE,1896
1,SILVER,Athlete,individual-road-race-men,Men,individual road race men,cycling-road,Cycling Road,athens-1896,Athens 1896,Summer,Anton Gödrich,Germany,DE,GER,1896
2,BRONZE,Athlete,individual-road-race-men,Men,individual road race men,cycling-road,Cycling Road,athens-1896,Athens 1896,Summer,Edward BATTEL,Great Britain,GB,GBR,1896
0,GOLD,Athlete,400m-freestyle-men,Men,400m freestyle men,swimming,Swimming,athens-1896,Athens 1896,Summer,Paul NEUMANN,Austria,AT,AUT,1896
1,SILVER,Athlete,400m-freestyle-men,Men,400m freestyle men,swimming,Swimming,athens-1896,Athens 1896,Summer,Antonios PEPANOS,Greece,GR,GRE,1896
2,BRONZE,Athlete,400m-freestyle-men,Men,400m freestyle men,swimming,Swimming,athens-1896,Athens 1896,Summer,Efstathios Khorafas,Greece,GR,GRE,1896
0,GOLD,Athlete,1200m-freestyle-men,Men,1200m freestyle men,swimming,Swimming,athens-1896,Athens 1896,Summer,Alfred HAJOS,Hungary,HU,HUN,1896
1,SILVER,Athlete,1200m-freestyle-men,Men,1200m freestyle men,swimming,Swimming,athens-1896,Athens 1896,Summer,Ioannis Andreou,Greece,GR,GRE,1896
0,GOLD,Athlete,100m-freestyle-men,Men,100m freestyle men,swimming,Swimming,athens-1896,Athens 1896,Summer,Alfred HAJOS,Hungary,HU,HUN,1896
1,SILVER,Athlete,100m-freestyle-men,Men,100m freestyle men,swimming,Swimming,athens-1896,Athens 1896,Summer,Otto HERSCHMANN,Austria,AT,AUT,1896
0,GOLD,Athlete,100m-freestyle-for-sailors-men,Men,100m freestyle for sailors men,swimming,Swimming,athens-1896,Athens 1896,Summer,Ioannis MALOKINIS,Greece,GR,GRE,1896
1,SILVER,Athlete,100m-freestyle-for-sailors-men,Men,100m freestyle for sailors men,swimming,Swimming,athens-1896,Athens 1896,Summer,Spyros Khazapis,Greece,GR,GRE,1896
2,BRONZE,Athlete,100m-freestyle-for-sailors-men,Men,100m freestyle for sailors men,swimming,Swimming,athens-1896,Athens 1896,Summer,Dimitrios DRIVAS,Greece,GR,GRE,1896
0,GOLD,Athlete,25m-army-pistol-men,Men,25m army pistol men,shooting,Shooting,athens-1896,Athens 1896,Summer,John Paine,United States of America,US,USA,1896
1,SILVER,Athlete,25m-army-pistol-men,Men,25m army pistol men,shooting,Shooting,athens-1896,Athens 1896,Summer,Sumner PAINE,United States of America,US,USA,1896
2,BRONZE,Athlete,25m-army-pistol-men,Men,25m army pistol men,shooting,Shooting,athens-1896,Athens 1896,Summer,Nikolaos Dorakis,Greece,GR,GRE,1896
0,GOLD,Athlete,army-rifle-200m-men,Men,army rifle 200m men,shooting,Shooting,athens-1896,Athens 1896,Summer,Pantelis KARASEVDAS,Greece,GR,GRE,1896
1,SILVER,Athlete,army-rifle-200m-men,Men,army rifle 200m men,shooting,Shooting,athens-1896,Athens 1896,Summer,Pavlos PAVLIDIS,Greece,GR,GRE,1896
2,BRONZE,Athlete,army-rifle-200m-men,Men,army rifle 200m men,shooting,Shooting,athens-1896,Athens 1896,Summer,Nikolaos Trikoupis,Greece,GR,GRE,1896
0,GOLD,Athlete,army-rifle-300m-men,Men,army rifle 300m men,shooting,Shooting,athens-1896,Athens 1896,Summer,Georgios Orfanidis,Greece,GR,GRE,1896
1,SILVER,Athlete,army-rifle-300m-men,Men,army rifle 300m men,shooting,Shooting,athens-1896,Athens 1896,Summer,Ioannis Frangoudis,Greece,GR,GRE,1896
2,BRONZE,Athlete,army-rifle-300m-men,Men,army rifle 300m men,shooting,Shooting,athens-1896,Athens 1896,Summer,Viggo JENSEN,Denmark,DK,DEN,1896
0,GOLD,Athlete,50m-pistol-60-shots-men,Men,50m pistol 60 shots men,shooting,Shooting,athens-1896,Athens 1896,Summer,Sumner PAINE,United States of America,US,USA,1896
1,SILVER,Athlete,50m-pistol-60-shots-men,Men,50m pistol 60 shots men,shooting,Shooting,athens-1896,Athens 1896,Summer,Holger NIELSEN,Denmark,DK,DEN,1896
2,BRONZE,Athlete,50m-pistol-60-shots-men,Men,50m pistol 60 shots men,shooting,Shooting,athens-1896,Athens 1896,Summer,Ioannis Frangoudis,Greece,GR,GRE,1896
0,GOLD,Athlete,25m-rapid-fire-pistol-60-shots-men,Men,25m rapid fire pistol 60 shots men,shooting,Shooting,athens-1896,Athens 1896,Summer,Ioannis Frangoudis,Greece,GR,GRE,1896
1,SILVER,Athlete,25m-rapid-fire-pistol-60-shots-men,Men,25m rapid fire pistol 60 shots men,shooting,Shooting,athens-1896,Athens 1896,Summer,Georgios Orfanidis,Greece,GR,GRE,1896
2,BRONZE,Athlete,25m-rapid-fire-pistol-60-shots-men,Men,25m rapid fire pistol 60 shots men,shooting,Shooting,athens-1896,Athens 1896,Summer,Holger NIELSEN,Denmark,DK,DEN,1896
0,GOLD,Athlete,singles-men,Men,Singles men,tennis,Tennis,athens-1896,Athens 1896,Summer,John BOLAND,Great Britain,GB,GBR,1896
1,SILVER,Athlete,singles-men,Men,Singles men,tennis,Tennis,athens-1896,Athens 1896,Summer,Demetrius Casdagli,Greece,GR,GRE,1896
2,BRONZE,Athlete,singles-men,Men,Singles men,tennis,Tennis,athens-1896,Athens 1896,Summer,Momcsillo TAPAVICZA,Hungary,HU,HUN,1896
3,BRONZE,Athlete,singles-men,Men,Singles men,tennis,Tennis,athens-1896,Athens 1896,Summer,Konstantinos PASPATIS,Greece,GR,GRE,1896
0,GOLD,GameTeam,doubles-men,Men,doubles men,tennis,Tennis,athens-1896,Athens 1896,Summer,Mixed team #2,MIX,,MIX,1896
1,SILVER,GameTeam,doubles-men,Men,doubles men,tennis,Tennis,athens-1896,Athens 1896,Summer,Greece team #1,Greece,GR,GRE,1896
2,BRONZE,GameTeam,doubles-men,Men,doubles men,tennis,Tennis,athens-1896,Athens 1896,Summer,Mixed team #1,MIX,,MIX,1896
0,GOLD,Athlete,unlimited-class-greco-roman-men,Men,"Unlimited Class, Greco-Roman Men",wrestling,Wrestling,athens-1896,Athens 1896,Summer,Carl SCHUHMANN,Germany,DE,GER,1896
1,SILVER,Athlete,unlimited-class-greco-roman-men,Men,"Unlimited Class, Greco-Roman Men",wrestling,Wrestling,athens-1896,Athens 1896,Summer,Georgios TSITAS,Greece,GR,GRE,1896
2,BRONZE,Athlete,unlimited-class-greco-roman-men,Men,"Unlimited Class, Greco-Roman Men",wrestling,Wrestling,athens-1896,Athens 1896,Summer,Stefanos Khristopoulos,Greece,GR,GRE,1896
0,GOLD,Athlete,heavyweight-one-hand-lift-men,Men,heavyweight - one hand lift men,weightlifting,Weightlifting,athens-1896,Athens 1896,Summer,Launceston ELLIOT,Great Britain,GB,GBR,1896
1,SILVER,Athlete,heavyweight-one-hand-lift-men,Men,heavyweight - one hand lift men,weightlifting,Weightlifting,athens-1896,Athens 1896,Summer,Viggo JENSEN,Denmark,DK,DEN,1896
2,BRONZE,Athlete,heavyweight-one-hand-lift-men,Men,heavyweight - one hand lift men,weightlifting,Weightlifting,athens-1896,Athens 1896,Summer,Alexandros Nikolopoulos,Greece,GR,GRE,1896
0,GOLD,Athlete,heavyweight-two-hand-lift-men,Men,heavyweight - two hand lift men,weightlifting,Weightlifting,athens-1896,Athens 1896,Summer,Viggo JENSEN,Denmark,DK,DEN,1896
1,SILVER,Athlete,heavyweight-two-hand-lift-men,Men,heavyweight - two hand lift men,weightlifting,Weightlifting,athens-1896,Athens 1896,Summer,Launceston ELLIOT,Great Britain,GB,GBR,1896
2,BRONZE,Athlete,heavyweight-two-hand-lift-men,Men,heavyweight - two hand lift men,weightlifting,Weightlifting,athens-1896,Athens 1896,Summer,Sotirios VERSIS,Greece,GR,GRE,1896
0,GOLD,Athlete,foil-masters-men,Men,foil masters men,fencing,Fencing,paris-1900,Paris 1900,Summer,Lucien MERIGNAC,France,FR,FRA,1900
1,SILVER,Athlete,foil-masters-men,Men,foil masters men,fencing,Fencing,paris-1900,Paris 1900,Summer,Alphonse KIRCHHOFFER,France,FR,FRA,1900
2,BRONZE,Athlete,foil-masters-men,Men,foil masters men,fencing,Fencing,paris-1900,Paris 1900,Summer,Jean-Baptiste MIMIAGUE,France,FR,FRA,1900
0,GOLD,Athlete,sabre-individual-men,Men,sabre individual men,fencing,Fencing,paris-1900,Paris 1900,Summer,"Gabriel, Count de la Falaise",France,FR,FRA,1900
1,SILVER,Athlete,sabre-individual-men,Men,sabre individual men,fencing,Fencing,paris-1900,Paris 1900,Summer,Léon THIEBAUT,France,FR,FRA,1900
2,BRONZE,Athlete,sabre-individual-men,Men,sabre individual men,fencing,Fencing,paris-1900,Paris 1900,Summer,Siegfried FLESCH,Austria,AT,AUT,1900
0,GOLD,Athlete,foil-individual-men,Men,foil individual men,fencing,Fencing,paris-1900,Paris 1900,Summer,Emile COSTE,France,FR,FRA,1900
1,SILVER,Athlete,foil-individual-men,Men,foil individual men,fencing,Fencing,paris-1900,Paris 1900,Summer,Henri MASSON,France,FR,FRA,1900
2,BRONZE,Athlete,foil-individual-men,Men,foil individual men,fencing,Fencing,paris-1900,Paris 1900,Summer,Marcel Jacques BOULENGER,France,FR,FRA,1900
0,GOLD,Athlete,pe-masters-men,Men,pe masters men,fencing,Fencing,paris-1900,Paris 1900,Summer,Albert AYAT,France,FR,FRA,1900
1,SILVER,Athlete,pe-masters-men,Men,pe masters men,fencing,Fencing,paris-1900,Paris 1900,Summer,Gilbert Bougnol,France,FR,FRA,1900
2,BRONZE,Athlete,pe-masters-men,Men,pe masters men,fencing,Fencing,paris-1900,Paris 1900,Summer,Henri LAURENT,France,FR,FRA,1900
0,GOLD,Athlete,epee-individual-men,Men,épée individual men,fencing,Fencing,paris-1900,Paris 1900,Summer,Ramon FONST,Cuba,CU,CUB,1900
1,SILVER,Athlete,epee-individual-men,Men,épée individual men,fencing,Fencing,paris-1900,Paris 1900,Summer,Louis PERREE,France,FR,FRA,1900
2,BRONZE,Athlete,epee-individual-men,Men,épée individual men,fencing,Fencing,paris-1900,Paris 1900,Summer,Léon SEE,France,FR,FRA,1900
0,GOLD,Athlete,sabre-masters-men,Men,sabre masters men,fencing,Fencing,paris-1900,Paris 1900,Summer,Antonio CONTE,Italy,IT,ITA,1900
1,SILVER,Athlete,sabre-masters-men,Men,sabre masters men,fencing,Fencing,paris-1900,Paris 1900,Summer,Italo SANTELLI,Italy,IT,ITA,1900
2,BRONZE,Athlete,sabre-masters-men,Men,sabre masters men,fencing,Fencing,paris-1900,Paris 1900,Summer,Milan NERALIC,Austria,AT,AUT,1900
0,GOLD,Athlete,pe-amateurs-and-masters-men,Men,pe amateurs and masters men,fencing,Fencing,paris-1900,Paris 1900,Summer,Albert AYAT,France,FR,FRA,1900
1,SILVER,Athlete,pe-amateurs-and-masters-men,Men,pe amateurs and masters men,fencing,Fencing,paris-1900,Paris 1900,Summer,Ramon FONST,Cuba,CU,CUB,1900
2,BRONZE,Athlete,pe-amateurs-and-masters-men,Men,pe amateurs and masters men,fencing,Fencing,paris-1900,Paris 1900,Summer,Léon SEE,France,FR,FRA,1900
0,GOLD,Athlete,25-kilometres-men,Men,25 kilometres men,cycling-track,Cycling Track,paris-1900,Paris 1900,Summer,Louis BASTIEN,France,FR,FRA,1900
1,SILVER,Athlete,25-kilometres-men,Men,25 kilometres men,cycling-track,Cycling Track,paris-1900,Paris 1900,Summer,Lloyd Hildebrand,Great Britain,GB,GBR,1900
2,BRONZE,Athlete,25-kilometres-men,Men,25 kilometres men,cycling-track,Cycling Track,paris-1900,Paris 1900,Summer,Auguste Daumain,France,FR,FRA,1900
0,GOLD,Athlete,sprint-individual-men,Men,Sprint individual men,cycling-track,Cycling Track,paris-1900,Paris 1900,Summer,Albert Taillandier,France,FR,FRA,1900
1,SILVER,Athlete,sprint-individual-men,Men,Sprint individual men,cycling-track,Cycling Track,paris-1900,Paris 1900,Summer,Fernand SANZ,France,FR,FRA,1900
2,BRONZE,Athlete,sprint-individual-men,Men,Sprint individual men,cycling-track,Cycling Track,paris-1900,Paris 1900,Summer,John Henry LAKE,United States of America,US,USA,1900
0,GOLD,Athlete,course-de-primes-men,Men,Course De Primes Men,cycling-track,Cycling Track,paris-1900,Paris 1900,Summer,Enrico BRUSONI,Italy,IT,ITA,1900
1,SILVER,Athlete,course-de-primes-men,Men,Course De Primes Men,cycling-track,Cycling Track,paris-1900,Paris 1900,Summer,Karl DUILL,Germany,DE,GER,1900
2,BRONZE,Athlete,course-de-primes-men,Men,Course De Primes Men,cycling-track,Cycling Track,paris-1900,Paris 1900,Summer,Louis TROUSSELIER,France,FR,FRA,1900
0,GOLD,GameTeam,tug-of-war-men,Men,tug of war men,tug-of-war,Tug of War,paris-1900,Paris 1900,Summer,Mixed team,MIX,,MIX,1900
1,SILVER,GameTeam,tug-of-war-men,Men,tug of war men,tug-of-war,Tug of War,paris-1900,Paris 1900,Summer,Racing Club de France,MIX,,MIX,1900
0,GOLD,GameTeam,football-men,Men,football men,football,Football,paris-1900,Paris 1900,Summer,Upton Park FC,Great Britain,GB,GBR,1900
1,SILVER,GameTeam,football-men,Men,football men,football,Football,paris-1900,Paris 1900,Summer,USFSA,France,FR,FRA,1900
2,BRONZE,GameTeam,football-men,Men,football men,football,Football,paris-1900,Paris 1900,Summer,Univ. of Brussels,MIX,,MIX,1900
0,GOLD,GameTeam,water-polo-men,Men,water polo men,water-polo,Water Polo,paris-1900,Paris 1900,Summer,"Osborne Swimming Club, Manchester",MIX,,MIX,1900
1,SILVER,GameTeam,water-polo-men,Men,water polo men,water-polo,Water Polo,paris-1900,Paris 1900,Summer,Brussels Swimming and Water Polo Club,Belgium,BE,BEL,1900
2,BRONZE,GameTeam,water-polo-men,Men,water polo men,water-polo,Water Polo,paris-1900,Paris 1900,Summer,Libellule de Paris #1,MIX,,MIX,1900
3,BRONZE,GameTeam,water-polo-men,Men,water polo men,water-polo,Water Polo,paris-1900,Paris 1900,Summer,Pupilles de Neptune de Lille #2 #1,France,FR,FRA,1900
0,GOLD,GameTeam,free-rifle-team-men,Men,free rifle team men,shooting,Shooting,paris-1900,Paris 1900,Summer,Switzerland team,Switzerland,CH,SUI,1900
1,SILVER,GameTeam,free-rifle-team-men,Men,free rifle team men,shooting,Shooting,paris-1900,Paris 1900,Summer,Norway team,Norway,NO,NOR,1900
2,BRONZE,GameTeam,free-rifle-team-men,Men,free rifle team men,shooting,Shooting,paris-1900,Paris 1900,Summer,France team,France,FR,FRA,1900
0,GOLD,Athlete,army-rifle-300m-prone-men,Men,army rifle 300m prone men,shooting,Shooting,paris-1900,Paris 1900,Summer,Achille PAROCHE,France,FR,FRA,1900
