,medalType,participantType,eventId,eventGender,eventName,disciplineId,disciplineName,gameId,gameName,gameSeason,name,country,ico2,ico3,year,sport,ico3eq
7969,Gold,GameTeam,team-competition-women,Women,team competition women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Gymnastics,RUS
7970,Silver,GameTeam,team-competition-women,Women,team competition women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Romania team,Romania,RO,ROU,1976,Gymnastics,ROU
7971,Bronze,GameTeam,team-competition-women,Women,team competition women,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Gymnastics,DEU
7972,Gold,GameTeam,team-all-around-men,Men,Team All-Around Men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Japan team,Japan,JP,JPN,1976,Gymnastics,JPN
7973,Silver,GameTeam,team-all-around-men,Men,Team All-Around Men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,Soviet Union team,Soviet Union,,URS,1976,Gymnastics,RUS
7974,Bronze,GameTeam,team-all-around-men,Men,Team All-Around Men,gymnastics-artistic,Gymnastics Artistic,montreal-1976,Montreal 1976,Summer,East Germany team,German Democratic Republic (Germany),DDDE,GDR,1976,Gymnastics,DEU
7975,Gold,Athlete,81kg-heavyweight-men,Men,81kg heavyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Teofilo STEVENSON,Cuba,CU,CUB,1976,Boxing,CUB
7976,Silver,Athlete,81kg-heavyweight-men,Men,81kg heavyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Mircea SIMON,Romania,RO,ROU,1976,Boxing,ROU
7977,Bronze,Athlete,81kg-heavyweight-men,Men,81kg heavyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,John TATE,United States of America,US,USA,1976,Boxing,USA
7978,Bronze,Athlete,81kg-heavyweight-men,Men,81kg heavyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Clarence HILL,Bermuda,BM,BER,1976,Boxing,BER
7979,Gold,Athlete,635-67kg-welterweight-men,Men,63.5-67kg welterweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Jochen BACHFELD,German Democratic Republic (Germany),DDDE,GDR,1976,Boxing,DEU
7980,Silver,Athlete,635-67kg-welterweight-men,Men,63.5-67kg welterweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Pedro José GAMARRO,Venezuela,VE,VEN,1976,Boxing,VEN
7981,Bronze,Athlete,635-67kg-welterweight-men,Men,63.5-67kg welterweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Reinhard SKRICEK,Federal Republic of Germany,DE,FRG,1976,Boxing,DEU
7982,Bronze,Athlete,635-67kg-welterweight-men,Men,63.5-67kg welterweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Victor ZILBERMAN,Romania,RO,ROU,1976,Boxing,ROU
7983,Gold,Athlete,75-81kg-lightheavyweight-men,Men,75-81kg lightheavyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,"Leonard, Jr. SPINKS",United States of America,US,USA,1976,Boxing,USA
7984,Silver,Athlete,75-81kg-lightheavyweight-men,Men,75-81kg lightheavyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Sixto SORIA CABRERA,Cuba,CU,CUB,1976,Boxing,CUB
7985,Bronze,Athlete,75-81kg-lightheavyweight-men,Men,75-81kg lightheavyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Janusz GORTAT,Poland,PL,POL,1976,Boxing,POL
7986,Bronze,Athlete,75-81kg-lightheavyweight-men,Men,75-81kg lightheavyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Costica DAFINOIU,Romania,RO,ROU,1976,Boxing,ROU
7987,Gold,Athlete,54-57kg-featherweight-men,Men,54-57kg featherweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Angel HERRERA VERA,Cuba,CU,CUB,1976,Boxing,CUB
7988,Silver,Athlete,54-57kg-featherweight-men,Men,54-57kg featherweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Richard NOWAKOWSKI,German Democratic Republic (Germany),DDDE,GDR,1976,Boxing,DEU
7989,Bronze,Athlete,54-57kg-featherweight-men,Men,54-57kg featherweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Leszek KOSEDOWSKI,Poland,PL,POL,1976,Boxing,POL
7990,Bronze,Athlete,54-57kg-featherweight-men,Men,54-57kg featherweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Juan PAREDES,Mexico,MX,MEX,1976,Boxing,MEX
7991,Gold,Athlete,71-75kg-men,Men,71-75kg men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Michael L. SPINKS,United States of America,US,USA,1976,Boxing,USA
7992,Silver,Athlete,71-75kg-men,Men,71-75kg men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Rufat RISKIEV,Soviet Union,,URS,1976,Boxing,RUS
7993,Bronze,Athlete,71-75kg-men,Men,71-75kg men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Alexandru NASTAC,Romania,RO,ROU,1976,Boxing,ROU
7994,Bronze,Athlete,71-75kg-men,Men,71-75kg men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Luis Felipe MARTINEZ SANCHEZ,Cuba,CU,CUB,1976,Boxing,CUB
7995,Gold,Athlete,67-71kg-lightmiddleweight-men,Men,67  71kg lightmiddleweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Jerzy RYBICKI,Poland,PL,POL,1976,Boxing,POL
7996,Silver,Athlete,67-71kg-lightmiddleweight-men,Men,67  71kg lightmiddleweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Tadija KACAR,Yugoslavia,YUCS,YUG,1976,Boxing,SRB
7997,Bronze,Athlete,67-71kg-lightmiddleweight-men,Men,67  71kg lightmiddleweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Viktor SAVCHENKO,Soviet Union,,URS,1976,Boxing,RUS
7998,Bronze,Athlete,67-71kg-lightmiddleweight-men,Men,67  71kg lightmiddleweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Rolando GARBEY,Cuba,CU,CUB,1976,Boxing,CUB
7999,Gold,Athlete,60-635kg-lightwelterweigh-men,Men,60-63.5kg lightwelterweigh men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Ray Charles LEONARD,United States of America,US,USA,1976,Boxing,USA
8000,Silver,Athlete,60-635kg-lightwelterweigh-men,Men,60-63.5kg lightwelterweigh men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Andres ALDAMA CABRERA,Cuba,CU,CUB,1976,Boxing,CUB
8001,Bronze,Athlete,60-635kg-lightwelterweigh-men,Men,60-63.5kg lightwelterweigh men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Vladimir KOLEV,Bulgaria,BG,BUL,1976,Boxing,BUL
8002,Bronze,Athlete,60-635kg-lightwelterweigh-men,Men,60-63.5kg lightwelterweigh men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Kazimierz SZCZERBA,Poland,PL,POL,1976,Boxing,POL
8003,Gold,Athlete,48kg-lightflyweight-men,Men,48kg lightflyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Jorge HERNANDEZ PADRON,Cuba,CU,CUB,1976,Boxing,CUB
8004,Silver,Athlete,48kg-lightflyweight-men,Men,48kg lightflyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Byong Uk LI,Democratic People's Republic of Korea,KP,PRK,1976,Boxing,PRK
8005,Bronze,Athlete,48kg-lightflyweight-men,Men,48kg lightflyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Payao POOLTARAT,Thailand,TH,THA,1976,Boxing,THA
8006,Bronze,Athlete,48kg-lightflyweight-men,Men,48kg lightflyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Orlando MALDONADO,Puerto Rico,PR,PUR,1976,Boxing,PUR
8007,Gold,Athlete,57-60kg-lightweight-men,Men,57-60kg lightweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,"Howard Edward, Jr. DAVIS",United States of America,US,USA,1976,Boxing,USA
8008,Silver,Athlete,57-60kg-lightweight-men,Men,57-60kg lightweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Simion CUTOV,Romania,RO,ROU,1976,Boxing,ROU
8009,Bronze,Athlete,57-60kg-lightweight-men,Men,57-60kg lightweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Vasili SOLOMIN,Soviet Union,,URS,1976,Boxing,RUS
8010,Bronze,Athlete,57-60kg-lightweight-men,Men,57-60kg lightweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Ace RUSEVSKI,Yugoslavia,YUCS,YUG,1976,Boxing,SRB
8011,Gold,Athlete,48-51kg-flyweight-men,Men,48-51kg flyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Leonard RANDOLPH,United States of America,US,USA,1976,Boxing,USA
8012,Silver,Athlete,48-51kg-flyweight-men,Men,48-51kg flyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Ramon DUVALON CARRION,Cuba,CU,CUB,1976,Boxing,CUB
8013,Bronze,Athlete,48-51kg-flyweight-men,Men,48-51kg flyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,David TOROSYAN,Soviet Union,,URS,1976,Boxing,RUS
8014,Bronze,Athlete,48-51kg-flyweight-men,Men,48-51kg flyweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Leszek BLAZYNSKI,Poland,PL,POL,1976,Boxing,POL
8015,Gold,Athlete,51-54kg-bantamweight-men,Men,51-54kg bantamweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Yong-Ju GU,Democratic People's Republic of Korea,KP,PRK,1976,Boxing,PRK
8016,Silver,Athlete,51-54kg-bantamweight-men,Men,51-54kg bantamweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Charles Michael MOONEY,United States of America,US,USA,1976,Boxing,USA
8017,Bronze,Athlete,51-54kg-bantamweight-men,Men,51-54kg bantamweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Patrick COWDELL,Great Britain,GB,GBR,1976,Boxing,GBR
8018,Bronze,Athlete,51-54kg-bantamweight-men,Men,51-54kg bantamweight men,boxing,Boxing,montreal-1976,Montreal 1976,Summer,Viktor RYBAKOV,Soviet Union,,URS,1976,Boxing,RUS
8019,Gold,Athlete,bantamweight-greco-roman-57-kilograms-men,Men,"Bantamweight, Greco-Roman (≤57 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Pertti Olavi UKKOLA,Finland,FI,FIN,1976,Wrestling,FIN
8020,Silver,Athlete,bantamweight-greco-roman-57-kilograms-men,Men,"Bantamweight, Greco-Roman (≤57 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Ivan FRGIC,Yugoslavia,YUCS,YUG,1976,Wrestling,SRB
8021,Bronze,Athlete,bantamweight-greco-roman-57-kilograms-men,Men,"Bantamweight, Greco-Roman (≤57 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Farkhad MUSTAFIN,Soviet Union,,URS,1976,Wrestling,RUS
8022,Gold,Athlete,middleweight-greco-roman-82-kilograms-men,Men,"Middleweight, Greco-Roman (≤82 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Momir PETKOVIC,Yugoslavia,YUCS,YUG,1976,Wrestling,SRB
8023,Silver,Athlete,middleweight-greco-roman-82-kilograms-men,Men,"Middleweight, Greco-Roman (≤82 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Vladimir CHEBOKSAROV,Soviet Union,,URS,1976,Wrestling,RUS
8024,Bronze,Athlete,middleweight-greco-roman-82-kilograms-men,Men,"Middleweight, Greco-Roman (≤82 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Ivan KOLEV,Bulgaria,BG,BUL,1976,Wrestling,BUL
8025,Gold,Athlete,light-flyweight-freestyle-48-kilograms-men,Men,"Light-Flyweight, Freestyle (≤48 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Khasan Isaev,Bulgaria,BG,BUL,1976,Wrestling,BUL
8026,Silver,Athlete,light-flyweight-freestyle-48-kilograms-men,Men,"Light-Flyweight, Freestyle (≤48 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Roman DMITRIEV,Soviet Union,,URS,1976,Wrestling,RUS
8027,Bronze,Athlete,light-flyweight-freestyle-48-kilograms-men,Men,"Light-Flyweight, Freestyle (≤48 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Akira KUDO,Japan,JP,JPN,1976,Wrestling,JPN
8028,Gold,Athlete,heavyweight-greco-roman-100-kilograms-men,Men,"Heavyweight, Greco-Roman (≤100 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Nikolai BALBOSHIN,Soviet Union,,URS,1976,Wrestling,RUS
8029,Silver,Athlete,heavyweight-greco-roman-100-kilograms-men,Men,"Heavyweight, Greco-Roman (≤100 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Kamen GORANOV,Bulgaria,BG,BUL,1976,Wrestling,BUL
8030,Bronze,Athlete,heavyweight-greco-roman-100-kilograms-men,Men,"Heavyweight, Greco-Roman (≤100 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Andrzej SKRZYDLEWSKI,Poland,PL,POL,1976,Wrestling,POL
8031,Gold,Athlete,lightweight-greco-roman-68-kilograms-men,Men,"Lightweight, Greco-Roman (≤68 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Suren NALBANDYAN,Soviet Union,,URS,1976,Wrestling,RUS
8032,Silver,Athlete,lightweight-greco-roman-68-kilograms-men,Men,"Lightweight, Greco-Roman (≤68 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Stefan RUSU,Romania,RO,ROU,1976,Wrestling,ROU
8033,Bronze,Athlete,lightweight-greco-roman-68-kilograms-men,Men,"Lightweight, Greco-Roman (≤68 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Heinz-Helmut WEHLING,German Democratic Republic (Germany),DDDE,GDR,1976,Wrestling,DEU
8034,Gold,Athlete,bantamweight-freestyle-57-kilograms-men,Men,"Bantamweight, Freestyle (≤57 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Vladimir YUMIN,Soviet Union,,URS,1976,Wrestling,RUS
8035,Silver,Athlete,bantamweight-freestyle-57-kilograms-men,Men,"Bantamweight, Freestyle (≤57 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Hans-Dieter BRÜCHERT,German Democratic Republic (Germany),DDDE,GDR,1976,Wrestling,DEU
8036,Bronze,Athlete,bantamweight-freestyle-57-kilograms-men,Men,"Bantamweight, Freestyle (≤57 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Masao ARAI,Japan,JP,JPN,1976,Wrestling,JPN
8037,Gold,Athlete,featherweight-greco-roman-62-kilograms-men,Men,"Featherweight, Greco-Roman (≤62 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Kazimierz LIPIEN,Poland,PL,POL,1976,Wrestling,POL
8038,Silver,Athlete,featherweight-greco-roman-62-kilograms-men,Men,"Featherweight, Greco-Roman (≤62 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Nelson DAVIDYAN,Soviet Union,,URS,1976,Wrestling,RUS
8039,Bronze,Athlete,featherweight-greco-roman-62-kilograms-men,Men,"Featherweight, Greco-Roman (≤62 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Laszlo RECZI,Hungary,HU,HUN,1976,Wrestling,HUN
8040,Gold,Athlete,featherweight-freestyle-62-kilograms-men,Men,"Featherweight, Freestyle (≤62 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Jeong-Mo Yang,Republic of Korea,KR,KOR,1976,Wrestling,KOR
8041,Silver,Athlete,featherweight-freestyle-62-kilograms-men,Men,"Featherweight, Freestyle (≤62 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Oidov Zevegiin,Mongolia,MN,MGL,1976,Wrestling,MGL
8042,Bronze,Athlete,featherweight-freestyle-62-kilograms-men,Men,"Featherweight, Freestyle (≤62 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Eugene Lee DAVIS,United States of America,US,USA,1976,Wrestling,USA
8043,Gold,Athlete,lightweight-freestyle-68-kilograms-men,Men,"Lightweight, Freestyle (≤68 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Pavel PINIGIN,Soviet Union,,URS,1976,Wrestling,RUS
8044,Silver,Athlete,lightweight-freestyle-68-kilograms-men,Men,"Lightweight, Freestyle (≤68 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Lloyd Weldon KEASER,United States of America,US,USA,1976,Wrestling,USA
8045,Bronze,Athlete,lightweight-freestyle-68-kilograms-men,Men,"Lightweight, Freestyle (≤68 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Yasaburo SUGAWARA,Japan,JP,JPN,1976,Wrestling,JPN
8046,Gold,Athlete,light-heavyweight-freestyle-90-kilograms-men,Men,"Light-Heavyweight, Freestyle (≤90 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Levan TEDIASHVILI,Soviet Union,,URS,1976,Wrestling,RUS
8047,Silver,Athlete,light-heavyweight-freestyle-90-kilograms-men,Men,"Light-Heavyweight, Freestyle (≤90 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Ben PETERSON,United States of America,US,USA,1976,Wrestling,USA
8048,Bronze,Athlete,light-heavyweight-freestyle-90-kilograms-men,Men,"Light-Heavyweight, Freestyle (≤90 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Stelica MORCOV,Romania,RO,ROU,1976,Wrestling,ROU
8049,Gold,Athlete,light-flyweight-greco-roman-48-kilograms-men,Men,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Aleksei SHUMAKOV,Soviet Union,,URS,1976,Wrestling,RUS
8050,Silver,Athlete,light-flyweight-greco-roman-48-kilograms-men,Men,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Gheorghe BERCEANU,Romania,RO,ROU,1976,Wrestling,ROU
8051,Bronze,Athlete,light-flyweight-greco-roman-48-kilograms-men,Men,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Stefan ANGELOV,Bulgaria,BG,BUL,1976,Wrestling,BUL
8052,Gold,Athlete,light-heavyweight-greco-roman-90-kilograms-men,Men,"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Valeri REZANTSEV,Soviet Union,,URS,1976,Wrestling,RUS
8053,Silver,Athlete,light-heavyweight-greco-roman-90-kilograms-men,Men,"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Stoyan IVANOV,Bulgaria,BG,BUL,1976,Wrestling,BUL
8054,Bronze,Athlete,light-heavyweight-greco-roman-90-kilograms-men,Men,"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Czeslaw KWIECINSKI,Poland,PL,POL,1976,Wrestling,POL
8055,Gold,Athlete,flyweight-greco-roman-52-kilograms-men,Men,"Flyweight, Greco-Roman (≤52 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Vitali KONSTANTINOV,Soviet Union,,URS,1976,Wrestling,RUS
8056,Silver,Athlete,flyweight-greco-roman-52-kilograms-men,Men,"Flyweight, Greco-Roman (≤52 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Nicu GINGA,Romania,RO,ROU,1976,Wrestling,ROU
8057,Bronze,Athlete,flyweight-greco-roman-52-kilograms-men,Men,"Flyweight, Greco-Roman (≤52 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Koichiro HIRAYAMA,Japan,JP,JPN,1976,Wrestling,JPN
8058,Gold,Athlete,super-heavyweight-freestyle-100-kilograms-men,Men,"Super-Heavyweight, Freestyle (>100 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Soslan ANDIEV,Soviet Union,,URS,1976,Wrestling,RUS
8059,Silver,Athlete,super-heavyweight-freestyle-100-kilograms-men,Men,"Super-Heavyweight, Freestyle (>100 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Jozsef BALLA,Hungary,HU,HUN,1976,Wrestling,HUN
8060,Bronze,Athlete,super-heavyweight-freestyle-100-kilograms-men,Men,"Super-Heavyweight, Freestyle (>100 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Ladislau SIMON,Romania,RO,ROU,1976,Wrestling,ROU
8061,Gold,Athlete,flyweight-freestyle-52-kilograms-men,Men,"Flyweight, Freestyle (≤52 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Yuji TAKADA,Japan,JP,JPN,1976,Wrestling,JPN
8062,Silver,Athlete,flyweight-freestyle-52-kilograms-men,Men,"Flyweight, Freestyle (≤52 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Aleksandr IVANOV,Soviet Union,,URS,1976,Wrestling,RUS
8063,Bronze,Athlete,flyweight-freestyle-52-kilograms-men,Men,"Flyweight, Freestyle (≤52 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Hae-Sup JEON,Republic of Korea,KR,KOR,1976,Wrestling,KOR
8064,Gold,Athlete,welterweight-freestyle-74-kilograms-men,Men,"Welterweight, Freestyle (≤74 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Jiichiro DATE,Japan,JP,JPN,1976,Wrestling,JPN
8065,Silver,Athlete,welterweight-freestyle-74-kilograms-men,Men,"Welterweight, Freestyle (≤74 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Mansour BARZEGAR,Islamic Republic of Iran,IR,IRI,1976,Wrestling,IRI
8066,Bronze,Athlete,welterweight-freestyle-74-kilograms-men,Men,"Welterweight, Freestyle (≤74 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,"Stanley Joseph, Jr. DZIEDZIC",United States of America,US,USA,1976,Wrestling,USA
8067,Gold,Athlete,welterweight-greco-roman-74-kilograms-men,Men,"Welterweight, Greco-Roman (≤74 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Anatoli BYKOV,Soviet Union,,URS,1976,Wrestling,RUS
8068,Silver,Athlete,welterweight-greco-roman-74-kilograms-men,Men,"Welterweight, Greco-Roman (≤74 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Vitezslav MACHA,Czechoslovakia,CSHH,TCH,1976,Wrestling,CZE
8069,Bronze,Athlete,welterweight-greco-roman-74-kilograms-men,Men,"Welterweight, Greco-Roman (≤74 kilograms) Men",wrestling,Wrestling,montreal-1976,Montreal 1976,Summer,Karl-Heinz HELBING,Federal Republic of Germany,DE,FRG,1976,Wrestling,DEU
