,gameName,ico3,year,medalValue,medalRank,participantType,medalValueRunningAverage,medalRankRunningAverage,iso3,gdpPerCap,population,gameId,gameSeason,country,ico2,ico3eq,gameType,medalCount
416,Sarajevo 1984,FIN,1984,28,3.0,CountryOverall,27.666666666666668,7.85,FIN,10833.8662886935,4881803.0,sarajevo-1984,Winter,Finland,FI,FIN,Olympic Games,1
416,Sarajevo 1984,FIN,1984,28,3.0,CountryOverall,27.666666666666668,7.85,FIN,10833.8662886935,4881803.0,sarajevo-1984,Winter,Finland,FI,FIN,Olympic Games,1
416,Sarajevo 1984,FIN,1984,28,3.0,CountryOverall,27.666666666666668,7.85,FIN,10833.8662886935,4881803.0,sarajevo-1984,Winter,Finland,FI,FIN,Olympic Games,1
416,Sarajevo 1984,FIN,1984,28,3.0,CountryOverall,27.666666666666668,7.85,FIN,10833.8662886935,4881803.0,sarajevo-1984,Winter,Finland,FI,FIN,Olympic Games,1
416,Sarajevo 1984,FIN,1984,28,3.0,CountryOverall,27.666666666666668,7.85,FIN,10833.8662886935,4881803.0,sarajevo-1984,Winter,Finland,FI,FIN,Olympic Games,1
416,Sarajevo 1984,FIN,1984,28,3.0,CountryOverall,27.666666666666668,7.85,FIN,10833.8662886935,4881803.0,sarajevo-1984,Winter,Finland,FI,FIN,Olympic Games,1
416,Sarajevo 1984,FIN,1984,28,3.0,CountryOverall,27.666666666666668,7.85,FIN,10833.8662886935,4881803.0,sarajevo-1984,Winter,Finland,FI,FIN,Olympic Games,1
416,Sarajevo 1984,FIN,1984,28,3.0,CountryOverall,27.666666666666668,7.85,FIN,10833.8662886935,4881803.0,sarajevo-1984,Winter,Finland,FI,FIN,Olympic Games,1
416,Sarajevo 1984,FIN,1984,28,3.0,CountryOverall,27.666666666666668,7.85,FIN,10833.8662886935,4881803.0,sarajevo-1984,Winter,Finland,FI,FIN,Olympic Games,1
416,Sarajevo 1984,FIN,1984,28,3.0,CountryOverall,27.666666666666668,7.85,FIN,10833.8662886935,4881803.0,sarajevo-1984,Winter,Finland,FI,FIN,Olympic Games,1
416,Sarajevo 1984,FIN,1984,28,3.0,CountryOverall,27.666666666666668,7.85,FIN,10833.8662886935,4881803.0,sarajevo-1984,Winter,Finland,FI,FIN,Olympic Games,1
425,Sarajevo 1984,FRA,1984,4,12.5,CountryOverall,31.71875,8.734375,FRA,9419.69614346785,56337675.0,sarajevo-1984,Winter,France,FR,FRA,Olympic Games,1
425,Sarajevo 1984,FRA,1984,4,12.5,CountryOverall,31.71875,8.734375,FRA,9419.69614346785,56337675.0,sarajevo-1984,Winter,France,FR,FRA,Olympic Games,1
425,Sarajevo 1984,FRA,1984,4,12.5,CountryOverall,31.71875,8.734375,FRA,9419.69614346785,56337675.0,sarajevo-1984,Winter,France,FR,FRA,Olympic Games,1
426,Sarajevo 1984,GBR,1984,4,12.5,CountryOverall,42.57142857142857,8.5,GBR,8179.19444064991,56422072.0,sarajevo-1984,Winter,Great Britain,GB,GBR,Olympic Games,1
423,Sarajevo 1984,ITA,1984,8,10.5,CountryOverall,32.0,8.25925925925926,ITA,7739.71528361795,56576718.0,sarajevo-1984,Winter,Italy,IT,ITA,Olympic Games,1
423,Sarajevo 1984,ITA,1984,8,10.5,CountryOverall,32.0,8.25925925925926,ITA,7739.71528361795,56576718.0,sarajevo-1984,Winter,Italy,IT,ITA,Olympic Games,1
427,Sarajevo 1984,JPN,1984,2,15.0,CountryOverall,30.875,10.6875,JPN,10978.9198054992,120083000.0,sarajevo-1984,Winter,Japan,JP,JPN,Olympic Games,1
428,Sarajevo 1984,LIE,1984,2,15.0,CountryOverall,5.333333333333333,12.333333333333334,LIE,18596.1726878449,27028.0,sarajevo-1984,Winter,Liechtenstein,LI,LIE,Olympic Games,1
428,Sarajevo 1984,LIE,1984,2,15.0,CountryOverall,5.333333333333333,12.333333333333334,LIE,18596.1726878449,27028.0,sarajevo-1984,Winter,Liechtenstein,LI,LIE,Olympic Games,1
419,Sarajevo 1984,NOR,1984,20,6.0,CountryOverall,21.344827586206897,10.03448275862069,NOR,14989.4857665906,4140099.0,sarajevo-1984,Winter,Norway,NO,NOR,Olympic Games,1
419,Sarajevo 1984,NOR,1984,20,6.0,CountryOverall,21.344827586206897,10.03448275862069,NOR,14989.4857665906,4140099.0,sarajevo-1984,Winter,Norway,NO,NOR,Olympic Games,1
419,Sarajevo 1984,NOR,1984,20,6.0,CountryOverall,21.344827586206897,10.03448275862069,NOR,14989.4857665906,4140099.0,sarajevo-1984,Winter,Norway,NO,NOR,Olympic Games,1
419,Sarajevo 1984,NOR,1984,20,6.0,CountryOverall,21.344827586206897,10.03448275862069,NOR,14989.4857665906,4140099.0,sarajevo-1984,Winter,Norway,NO,NOR,Olympic Games,1
419,Sarajevo 1984,NOR,1984,20,6.0,CountryOverall,21.344827586206897,10.03448275862069,NOR,14989.4857665906,4140099.0,sarajevo-1984,Winter,Norway,NO,NOR,Olympic Games,1
419,Sarajevo 1984,NOR,1984,20,6.0,CountryOverall,21.344827586206897,10.03448275862069,NOR,14989.4857665906,4140099.0,sarajevo-1984,Winter,Norway,NO,NOR,Olympic Games,1
419,Sarajevo 1984,NOR,1984,20,6.0,CountryOverall,21.344827586206897,10.03448275862069,NOR,14989.4857665906,4140099.0,sarajevo-1984,Winter,Norway,NO,NOR,Olympic Games,1
419,Sarajevo 1984,NOR,1984,20,6.0,CountryOverall,21.344827586206897,10.03448275862069,NOR,14989.4857665906,4140099.0,sarajevo-1984,Winter,Norway,NO,NOR,Olympic Games,1
419,Sarajevo 1984,NOR,1984,20,6.0,CountryOverall,21.344827586206897,10.03448275862069,NOR,14989.4857665906,4140099.0,sarajevo-1984,Winter,Norway,NO,NOR,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
415,Sarajevo 1984,URS,1984,53,2.0,CountryOverall,162.5,1.3125,,,,sarajevo-1984,Winter,Soviet Union,,RUS,Olympic Games,1
429,Sarajevo 1984,YUG,1984,2,15.0,CountryOverall,9.538461538461538,19.73076923076923,,,,sarajevo-1984,Winter,Yugoslavia,YUCS,SRB,Olympic Games,1
420,Sarajevo 1984,SUI,1984,13,7.0,CountryOverall,15.10344827586207,11.724137931034482,CHE,17005.5342408851,6441865.0,sarajevo-1984,Winter,Switzerland,CH,SUI,Olympic Games,1
420,Sarajevo 1984,SUI,1984,13,7.0,CountryOverall,15.10344827586207,11.724137931034482,CHE,17005.5342408851,6441865.0,sarajevo-1984,Winter,Switzerland,CH,SUI,Olympic Games,1
420,Sarajevo 1984,SUI,1984,13,7.0,CountryOverall,15.10344827586207,11.724137931034482,CHE,17005.5342408851,6441865.0,sarajevo-1984,Winter,Switzerland,CH,SUI,Olympic Games,1
420,Sarajevo 1984,SUI,1984,13,7.0,CountryOverall,15.10344827586207,11.724137931034482,CHE,17005.5342408851,6441865.0,sarajevo-1984,Winter,Switzerland,CH,SUI,Olympic Games,1
420,Sarajevo 1984,SUI,1984,13,7.0,CountryOverall,15.10344827586207,11.724137931034482,CHE,17005.5342408851,6441865.0,sarajevo-1984,Winter,Switzerland,CH,SUI,Olympic Games,1
418,Sarajevo 1984,SWE,1984,22,5.0,CountryOverall,34.774193548387096,7.67741935483871,SWE,13099.0208341765,8336605.0,sarajevo-1984,Winter,Sweden,SE,SWE,Olympic Games,1
418,Sarajevo 1984,SWE,1984,22,5.0,CountryOverall,34.774193548387096,7.67741935483871,SWE,13099.0208341765,8336605.0,sarajevo-1984,Winter,Sweden,SE,SWE,Olympic Games,1
418,Sarajevo 1984,SWE,1984,22,5.0,CountryOverall,34.774193548387096,7.67741935483871,SWE,13099.0208341765,8336605.0,sarajevo-1984,Winter,Sweden,SE,SWE,Olympic Games,1
418,Sarajevo 1984,SWE,1984,22,5.0,CountryOverall,34.774193548387096,7.67741935483871,SWE,13099.0208341765,8336605.0,sarajevo-1984,Winter,Sweden,SE,SWE,Olympic Games,1
418,Sarajevo 1984,SWE,1984,22,5.0,CountryOverall,34.774193548387096,7.67741935483871,SWE,13099.0208341765,8336605.0,sarajevo-1984,Winter,Sweden,SE,SWE,Olympic Games,1
418,Sarajevo 1984,SWE,1984,22,5.0,CountryOverall,34.774193548387096,7.67741935483871,SWE,13099.0208341765,8336605.0,sarajevo-1984,Winter,Sweden,SE,SWE,Olympic Games,1
418,Sarajevo 1984,SWE,1984,22,5.0,CountryOverall,34.774193548387096,7.67741935483871,SWE,13099.0208341765,8336605.0,sarajevo-1984,Winter,Sweden,SE,SWE,Olympic Games,1
418,Sarajevo 1984,SWE,1984,22,5.0,CountryOverall,34.774193548387096,7.67741935483871,SWE,13099.0208341765,8336605.0,sarajevo-1984,Winter,Sweden,SE,SWE,Olympic Games,1
417,Sarajevo 1984,USA,1984,24,4.0,CountryOverall,128.3125,2.8125,USA,17121.2254849995,235825000.0,sarajevo-1984,Winter,United States of America,US,USA,Olympic Games,1
417,Sarajevo 1984,USA,1984,24,4.0,CountryOverall,128.3125,2.8125,USA,17121.2254849995,235825000.0,sarajevo-1984,Winter,United States of America,US,USA,Olympic Games,1
417,Sarajevo 1984,USA,1984,24,4.0,CountryOverall,128.3125,2.8125,USA,17121.2254849995,235825000.0,sarajevo-1984,Winter,United States of America,US,USA,Olympic Games,1
417,Sarajevo 1984,USA,1984,24,4.0,CountryOverall,128.3125,2.8125,USA,17121.2254849995,235825000.0,sarajevo-1984,Winter,United States of America,US,USA,Olympic Games,1
417,Sarajevo 1984,USA,1984,24,4.0,CountryOverall,128.3125,2.8125,USA,17121.2254849995,235825000.0,sarajevo-1984,Winter,United States of America,US,USA,Olympic Games,1
417,Sarajevo 1984,USA,1984,24,4.0,CountryOverall,128.3125,2.8125,USA,17121.2254849995,235825000.0,sarajevo-1984,Winter,United States of America,US,USA,Olympic Games,1
417,Sarajevo 1984,USA,1984,24,4.0,CountryOverall,128.3125,2.8125,USA,17121.2254849995,235825000.0,sarajevo-1984,Winter,United States of America,US,USA,Olympic Games,1
417,Sarajevo 1984,USA,1984,24,4.0,CountryOverall,128.3125,2.8125,USA,17121.2254849995,235825000.0,sarajevo-1984,Winter,United States of America,US,USA,Olympic Games,1
1314,Calgary 1988,AUT,1988,24,4.0,CountryOverall,10.323529411764707,14.617647058823529,AUT,17578.6189397397,7585317.0,calgary-1988,Winter,Austria,AT,AUT,Olympic Games,1
1314,Calgary 1988,AUT,1988,24,4.0,CountryOverall,10.323529411764707,14.617647058823529,AUT,17578.6189397397,7585317.0,calgary-1988,Winter,Austria,AT,AUT,Olympic Games,1
1314,Calgary 1988,AUT,1988,24,4.0,CountryOverall,10.323529411764707,14.617647058823529,AUT,17578.6189397397,7585317.0,calgary-1988,Winter,Austria,AT,AUT,Olympic Games,1
1314,Calgary 1988,AUT,1988,24,4.0,CountryOverall,10.323529411764707,14.617647058823529,AUT,17578.6189397397,7585317.0,calgary-1988,Winter,Austria,AT,AUT,Olympic Games,1
1314,Calgary 1988,AUT,1988,24,4.0,CountryOverall,10.323529411764707,14.617647058823529,AUT,17578.6189397397,7585317.0,calgary-1988,Winter,Austria,AT,AUT,Olympic Games,1
1314,Calgary 1988,AUT,1988,24,4.0,CountryOverall,10.323529411764707,14.617647058823529,AUT,17578.6189397397,7585317.0,calgary-1988,Winter,Austria,AT,AUT,Olympic Games,1
1314,Calgary 1988,AUT,1988,24,4.0,CountryOverall,10.323529411764707,14.617647058823529,AUT,17578.6189397397,7585317.0,calgary-1988,Winter,Austria,AT,AUT,Olympic Games,1
1314,Calgary 1988,AUT,1988,24,4.0,CountryOverall,10.323529411764707,14.617647058823529,AUT,17578.6189397397,7585317.0,calgary-1988,Winter,Austria,AT,AUT,Olympic Games,1
1314,Calgary 1988,AUT,1988,24,4.0,CountryOverall,10.323529411764707,14.617647058823529,AUT,17578.6189397397,7585317.0,calgary-1988,Winter,Austria,AT,AUT,Olympic Games,1
1314,Calgary 1988,AUT,1988,24,4.0,CountryOverall,10.323529411764707,14.617647058823529,AUT,17578.6189397397,7585317.0,calgary-1988,Winter,Austria,AT,AUT,Olympic Games,1
1322,Calgary 1988,CAN,1988,7,12.0,CountryOverall,13.029411764705882,13.455882352941176,CAN,18936.9641024997,26791747.0,calgary-1988,Winter,Canada,CA,CAN,Olympic Games,1
1322,Calgary 1988,CAN,1988,7,12.0,CountryOverall,13.029411764705882,13.455882352941176,CAN,18936.9641024997,26791747.0,calgary-1988,Winter,Canada,CA,CAN,Olympic Games,1
1322,Calgary 1988,CAN,1988,7,12.0,CountryOverall,13.029411764705882,13.455882352941176,CAN,18936.9641024997,26791747.0,calgary-1988,Winter,Canada,CA,CAN,Olympic Games,1
1322,Calgary 1988,CAN,1988,7,12.0,CountryOverall,13.029411764705882,13.455882352941176,CAN,18936.9641024997,26791747.0,calgary-1988,Winter,Canada,CA,CAN,Olympic Games,1
1322,Calgary 1988,CAN,1988,7,12.0,CountryOverall,13.029411764705882,13.455882352941176,CAN,18936.9641024997,26791747.0,calgary-1988,Winter,Canada,CA,CAN,Olympic Games,1
1325,Calgary 1988,TCH,1988,4,15.0,CountryOverall,13.96,13.52,,,,calgary-1988,Winter,Czechoslovakia,CSHH,CZE,Olympic Games,1
1325,Calgary 1988,TCH,1988,4,15.0,CountryOverall,13.96,13.52,,,,calgary-1988,Winter,Czechoslovakia,CSHH,CZE,Olympic Games,1
1325,Calgary 1988,TCH,1988,4,15.0,CountryOverall,13.96,13.52,,,,calgary-1988,Winter,Czechoslovakia,CSHH,CZE,Olympic Games,1
1316,Calgary 1988,FRG,1988,18,7.0,CountryOverall,47.81818181818182,6.045454545454546,,,,calgary-1988,Winter,Federal Republic of Germany,DE,DEU,Olympic Games,1
1316,Calgary 1988,FRG,1988,18,7.0,CountryOverall,47.81818181818182,6.045454545454546,,,,calgary-1988,Winter,Federal Republic of Germany,DE,DEU,Olympic Games,1
1316,Calgary 1988,FRG,1988,18,7.0,CountryOverall,47.81818181818182,6.045454545454546,,,,calgary-1988,Winter,Federal Republic of Germany,DE,DEU,Olympic Games,1
1316,Calgary 1988,FRG,1988,18,7.0,CountryOverall,47.81818181818182,6.045454545454546,,,,calgary-1988,Winter,Federal Republic of Germany,DE,DEU,Olympic Games,1
1316,Calgary 1988,FRG,1988,18,7.0,CountryOverall,47.81818181818182,6.045454545454546,,,,calgary-1988,Winter,Federal Republic of Germany,DE,DEU,Olympic Games,1
1316,Calgary 1988,FRG,1988,18,7.0,CountryOverall,47.81818181818182,6.045454545454546,,,,calgary-1988,Winter,Federal Republic of Germany,DE,DEU,Olympic Games,1
1316,Calgary 1988,FRG,1988,18,7.0,CountryOverall,47.81818181818182,6.045454545454546,,,,calgary-1988,Winter,Federal Republic of Germany,DE,DEU,Olympic Games,1
1316,Calgary 1988,FRG,1988,18,7.0,CountryOverall,47.81818181818182,6.045454545454546,,,,calgary-1988,Winter,Federal Republic of Germany,DE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1312,Calgary 1988,GDR,1988,62,2.0,CountryOverall,114.54545454545455,3.0454545454545454,,,,calgary-1988,Winter,German Democratic Republic (Germany),DDDE,DEU,Olympic Games,1
1315,Calgary 1988,FIN,1988,20,5.0,CountryOverall,26.78787878787879,8.575757575757576,FIN,22047.7933222595,4946481.0,calgary-1988,Winter,Finland,FI,FIN,Olympic Games,1
1315,Calgary 1988,FIN,1988,20,5.0,CountryOverall,26.78787878787879,8.575757575757576,FIN,22047.7933222595,4946481.0,calgary-1988,Winter,Finland,FI,FIN,Olympic Games,1
1315,Calgary 1988,FIN,1988,20,5.0,CountryOverall,26.78787878787879,8.575757575757576,FIN,22047.7933222595,4946481.0,calgary-1988,Winter,Finland,FI,FIN,Olympic Games,1
1315,Calgary 1988,FIN,1988,20,5.0,CountryOverall,26.78787878787879,8.575757575757576,FIN,22047.7933222595,4946481.0,calgary-1988,Winter,Finland,FI,FIN,Olympic Games,1
1315,Calgary 1988,FIN,1988,20,5.0,CountryOverall,26.78787878787879,8.575757575757576,FIN,22047.7933222595,4946481.0,calgary-1988,Winter,Finland,FI,FIN,Olympic Games,1
1315,Calgary 1988,FIN,1988,20,5.0,CountryOverall,26.78787878787879,8.575757575757576,FIN,22047.7933222595,4946481.0,calgary-1988,Winter,Finland,FI,FIN,Olympic Games,1
1315,Calgary 1988,FIN,1988,20,5.0,CountryOverall,26.78787878787879,8.575757575757576,FIN,22047.7933222595,4946481.0,calgary-1988,Winter,Finland,FI,FIN,Olympic Games,1
1323,Calgary 1988,FRA,1988,5,13.5,CountryOverall,31.65714285714286,8.942857142857143,FRA,17679.996689009,57627106.0,calgary-1988,Winter,France,FR,FRA,Olympic Games,1
1323,Calgary 1988,FRA,1988,5,13.5,CountryOverall,31.65714285714286,8.942857142857143,FRA,17679.996689009,57627106.0,calgary-1988,Winter,France,FR,FRA,Olympic Games,1
1320,Calgary 1988,ITA,1988,12,10.0,CountryOverall,33.06666666666667,8.366666666666667,ITA,15744.6612635428,56629288.0,calgary-1988,Winter,Italy,IT,ITA,Olympic Games,1
1320,Calgary 1988,ITA,1988,12,10.0,CountryOverall,33.06666666666667,8.366666666666667,ITA,15744.6612635428,56629288.0,calgary-1988,Winter,Italy,IT,ITA,Olympic Games,1
1320,Calgary 1988,ITA,1988,12,10.0,CountryOverall,33.06666666666667,8.366666666666667,ITA,15744.6612635428,56629288.0,calgary-1988,Winter,Italy,IT,ITA,Olympic Games,1
1320,Calgary 1988,ITA,1988,12,10.0,CountryOverall,33.06666666666667,8.366666666666667,ITA,15744.6612635428,56629288.0,calgary-1988,Winter,Italy,IT,ITA,Olympic Games,1
1320,Calgary 1988,ITA,1988,12,10.0,CountryOverall,33.06666666666667,8.366666666666667,ITA,15744.6612635428,56629288.0,calgary-1988,Winter,Italy,IT,ITA,Olympic Games,1
1326,Calgary 1988,JPN,1988,1,16.5,CountryOverall,31.263157894736842,10.947368421052632,JPN,25059.0074334621,122578000.0,calgary-1988,Winter,Japan,JP,JPN,Olympic Games,1
1327,Calgary 1988,LIE,1988,1,16.5,CountryOverall,4.25,13.375,LIE,41292.2577223232,28135.0,calgary-1988,Winter,Liechtenstein,LI,LIE,Olympic Games,1
1317,Calgary 1988,NED,1988,18,7.0,CountryOverall,15.961538461538462,13.538461538461538,NLD,17744.5013844684,14760094.0,calgary-1988,Winter,Netherlands,NL,NED,Olympic Games,1
1317,Calgary 1988,NED,1988,18,7.0,CountryOverall,15.961538461538462,13.538461538461538,NLD,17744.5013844684,14760094.0,calgary-1988,Winter,Netherlands,NL,NED,Olympic Games,1
1317,Calgary 1988,NED,1988,18,7.0,CountryOverall,15.961538461538462,13.538461538461538,NLD,17744.5013844684,14760094.0,calgary-1988,Winter,Netherlands,NL,NED,Olympic Games,1
1317,Calgary 1988,NED,1988,18,7.0,CountryOverall,15.961538461538462,13.538461538461538,NLD,17744.5013844684,14760094.0,calgary-1988,Winter,Netherlands,NL,NED,Olympic Games,1
1317,Calgary 1988,NED,1988,18,7.0,CountryOverall,15.961538461538462,13.538461538461538,NLD,17744.5013844684,14760094.0,calgary-1988,Winter,Netherlands,NL,NED,Olympic Games,1
1317,Calgary 1988,NED,1988,18,7.0,CountryOverall,15.961538461538462,13.538461538461538,NLD,17744.5013844684,14760094.0,calgary-1988,Winter,Netherlands,NL,NED,Olympic Games,1
1317,Calgary 1988,NED,1988,18,7.0,CountryOverall,15.961538461538462,13.538461538461538,NLD,17744.5013844684,14760094.0,calgary-1988,Winter,Netherlands,NL,NED,Olympic Games,1
1321,Calgary 1988,NOR,1988,8,11.0,CountryOverall,20.15625,11.03125,NOR,24207.281468963,4209488.0,calgary-1988,Winter,Norway,NO,NOR,Olympic Games,1
