,region,date,value,NUTS
1086,"Leicestershire, Rutland and Northamptonshire",2015-01-28,101.8,2
1087,"Leicestershire, Rutland and Northamptonshire",2015-02-28,102.0,2
1088,"Leicestershire, Rutland and Northamptonshire",2015-03-28,102.4,2
1089,"Leicestershire, Rutland and Northamptonshire",2015-04-28,102.6,2
1090,"Leicestershire, Rutland and Northamptonshire",2015-05-28,102.8,2
1091,"Leicestershire, Rutland and Northamptonshire",2015-06-28,103.1,2
1092,"Leicestershire, Rutland and Northamptonshire",2015-07-28,103.4,2
1093,"Leicestershire, Rutland and Northamptonshire",2015-08-28,103.6,2
1094,"Leicestershire, Rutland and Northamptonshire",2015-09-28,103.9,2
1095,"Leicestershire, Rutland and Northamptonshire",2015-10-28,104.3,2
1096,"Leicestershire, Rutland and Northamptonshire",2015-11-28,104.5,2
1097,"Leicestershire, Rutland and Northamptonshire",2015-12-28,104.4,2
1098,"Leicestershire, Rutland and Northamptonshire",2016-01-28,104.7,2
1099,"Leicestershire, Rutland and Northamptonshire",2016-02-28,105.0,2
1100,"Leicestershire, Rutland and Northamptonshire",2016-03-28,105.2,2
1101,"Leicestershire, Rutland and Northamptonshire",2016-04-28,104.9,2
1102,"Leicestershire, Rutland and Northamptonshire",2016-05-28,105.2,2
1103,"Leicestershire, Rutland and Northamptonshire",2016-06-28,105.4,2
1104,"Leicestershire, Rutland and Northamptonshire",2016-07-28,105.7,2
1105,"Leicestershire, Rutland and Northamptonshire",2016-08-28,105.9,2
1106,"Leicestershire, Rutland and Northamptonshire",2016-09-28,106.1,2
1107,"Leicestershire, Rutland and Northamptonshire",2016-10-28,106.2,2
1108,"Leicestershire, Rutland and Northamptonshire",2016-11-28,106.5,2
1109,"Leicestershire, Rutland and Northamptonshire",2016-12-28,106.7,2
1110,"Leicestershire, Rutland and Northamptonshire",2017-01-28,106.9,2
1111,"Leicestershire, Rutland and Northamptonshire",2017-02-28,107.1,2
1112,"Leicestershire, Rutland and Northamptonshire",2017-03-28,107.4,2
1113,"Leicestershire, Rutland and Northamptonshire",2017-04-28,107.4,2
1114,"Leicestershire, Rutland and Northamptonshire",2017-05-28,107.5,2
1115,"Leicestershire, Rutland and Northamptonshire",2017-06-28,107.7,2
1116,"Leicestershire, Rutland and Northamptonshire",2017-07-28,107.8,2
1117,"Leicestershire, Rutland and Northamptonshire",2017-08-28,108.1,2
1118,"Leicestershire, Rutland and Northamptonshire",2017-09-28,108.4,2
1119,"Leicestershire, Rutland and Northamptonshire",2017-10-28,108.6,2
1120,"Leicestershire, Rutland and Northamptonshire",2017-11-28,108.8,2
1121,"Leicestershire, Rutland and Northamptonshire",2017-12-28,109.0,2
1122,"Leicestershire, Rutland and Northamptonshire",2018-01-28,109.2,2
1123,"Leicestershire, Rutland and Northamptonshire",2018-02-28,109.4,2
1124,"Leicestershire, Rutland and Northamptonshire",2018-03-28,109.4,2
1125,"Leicestershire, Rutland and Northamptonshire",2018-04-28,109.6,2
1126,"Leicestershire, Rutland and Northamptonshire",2018-05-28,109.5,2
1127,"Leicestershire, Rutland and Northamptonshire",2018-06-28,109.6,2
1128,"Leicestershire, Rutland and Northamptonshire",2018-07-28,109.8,2
1129,"Leicestershire, Rutland and Northamptonshire",2018-08-28,109.9,2
1130,"Leicestershire, Rutland and Northamptonshire",2018-09-28,110.0,2
1131,"Leicestershire, Rutland and Northamptonshire",2018-10-28,110.0,2
1132,"Leicestershire, Rutland and Northamptonshire",2018-11-28,110.3,2
1133,"Leicestershire, Rutland and Northamptonshire",2018-12-28,110.2,2
1134,"Leicestershire, Rutland and Northamptonshire",2019-01-28,110.2,2
1135,"Leicestershire, Rutland and Northamptonshire",2019-02-28,110.2,2
1136,"Leicestershire, Rutland and Northamptonshire",2019-03-28,110.2,2
1137,"Leicestershire, Rutland and Northamptonshire",2019-04-28,111.2,2
1138,"Leicestershire, Rutland and Northamptonshire",2019-05-28,111.0,2
1139,"Leicestershire, Rutland and Northamptonshire",2019-06-28,110.8,2
1140,"Leicestershire, Rutland and Northamptonshire",2019-07-28,110.7,2
1141,"Leicestershire, Rutland and Northamptonshire",2019-08-28,110.7,2
1142,"Leicestershire, Rutland and Northamptonshire",2019-09-28,110.8,2
1143,"Leicestershire, Rutland and Northamptonshire",2019-10-28,110.8,2
1144,"Leicestershire, Rutland and Northamptonshire",2019-11-28,110.9,2
1145,"Leicestershire, Rutland and Northamptonshire",2019-12-28,111.0,2
1146,"Leicestershire, Rutland and Northamptonshire",2020-01-28,111.2,2
1147,"Leicestershire, Rutland and Northamptonshire",2020-02-28,111.2,2
1148,"Leicestershire, Rutland and Northamptonshire",2020-03-28,111.2,2
1149,"Leicestershire, Rutland and Northamptonshire",2020-04-28,109.3,2
1150,"Leicestershire, Rutland and Northamptonshire",2020-05-28,108.7,2
1151,"Leicestershire, Rutland and Northamptonshire",2020-06-28,108.8,2
1152,"Leicestershire, Rutland and Northamptonshire",2020-07-28,108.7,2
1153,"Leicestershire, Rutland and Northamptonshire",2020-08-28,108.7,2
1154,"Leicestershire, Rutland and Northamptonshire",2020-09-28,108.5,2
1155,"Leicestershire, Rutland and Northamptonshire",2020-10-28,108.7,2
1156,"Leicestershire, Rutland and Northamptonshire",2020-11-28,108.7,2
1157,"Leicestershire, Rutland and Northamptonshire",2020-12-28,109.0,2
1158,"Leicestershire, Rutland and Northamptonshire",2021-01-28,109.1,2
1159,"Leicestershire, Rutland and Northamptonshire",2021-02-28,109.3,2
1160,"Leicestershire, Rutland and Northamptonshire",2021-03-28,109.4,2
1161,"Leicestershire, Rutland and Northamptonshire",2021-04-28,109.7,2
1162,"Leicestershire, Rutland and Northamptonshire",2021-05-28,110.2,2
1163,"Leicestershire, Rutland and Northamptonshire",2021-06-28,110.9,2
1164,"Leicestershire, Rutland and Northamptonshire",2021-07-28,111.3,2
1165,"Leicestershire, Rutland and Northamptonshire",2021-08-28,111.6,2
1166,"Leicestershire, Rutland and Northamptonshire",2021-09-28,111.9,2
1167,"Leicestershire, Rutland and Northamptonshire",2021-10-28,111.9,2
1168,"Leicestershire, Rutland and Northamptonshire",2021-11-28,112.3,2
1169,"Leicestershire, Rutland and Northamptonshire",2021-12-28,113.2,2
1170,Lincolnshire,2014-07-28,100.0,2
1171,Lincolnshire,2014-08-28,100.2,2
1172,Lincolnshire,2014-09-28,100.4,2
1173,Lincolnshire,2014-10-28,100.4,2
1174,Lincolnshire,2014-11-28,100.6,2
1175,Lincolnshire,2014-12-28,100.7,2
1176,Lincolnshire,2015-01-28,101.3,2
1177,Lincolnshire,2015-02-28,101.4,2
1178,Lincolnshire,2015-03-28,101.7,2
1179,Lincolnshire,2015-04-28,102.3,2
1180,Lincolnshire,2015-05-28,102.5,2
1181,Lincolnshire,2015-06-28,102.6,2
1182,Lincolnshire,2015-07-28,102.7,2
1183,Lincolnshire,2015-08-28,102.7,2
1184,Lincolnshire,2015-09-28,102.9,2
1185,Lincolnshire,2015-10-28,103.0,2
1186,Lincolnshire,2015-11-28,103.0,2
1187,Lincolnshire,2015-12-28,103.0,2
1188,Lincolnshire,2016-01-28,103.3,2
1189,Lincolnshire,2016-02-28,103.5,2
1190,Lincolnshire,2016-03-28,103.5,2
1191,Lincolnshire,2016-04-28,103.4,2
1192,Lincolnshire,2016-05-28,103.6,2
1193,Lincolnshire,2016-06-28,103.7,2
1194,Lincolnshire,2016-07-28,104.2,2
1195,Lincolnshire,2016-08-28,104.3,2
1196,Lincolnshire,2016-09-28,104.4,2
1197,Lincolnshire,2016-10-28,104.6,2
1198,Lincolnshire,2016-11-28,104.8,2
1199,Lincolnshire,2016-12-28,104.9,2
1200,Lincolnshire,2017-01-28,105.0,2
1201,Lincolnshire,2017-02-28,105.1,2
1202,Lincolnshire,2017-03-28,105.3,2
1203,Lincolnshire,2017-04-28,105.4,2
1204,Lincolnshire,2017-05-28,105.5,2
1205,Lincolnshire,2017-06-28,105.6,2
1206,Lincolnshire,2017-07-28,105.5,2
1207,Lincolnshire,2017-08-28,105.6,2
1208,Lincolnshire,2017-09-28,105.7,2
1209,Lincolnshire,2017-10-28,105.8,2
1210,Lincolnshire,2017-11-28,105.9,2
1211,Lincolnshire,2017-12-28,106.0,2
1212,Lincolnshire,2018-01-28,106.1,2
1213,Lincolnshire,2018-02-28,106.2,2
1214,Lincolnshire,2018-03-28,106.2,2
1215,Lincolnshire,2018-04-28,106.2,2
1216,Lincolnshire,2018-05-28,106.4,2
1217,Lincolnshire,2018-06-28,106.4,2
1218,Lincolnshire,2018-07-28,106.5,2
1219,Lincolnshire,2018-08-28,106.5,2
1220,Lincolnshire,2018-09-28,106.5,2
1221,Lincolnshire,2018-10-28,106.5,2
1222,Lincolnshire,2018-11-28,106.8,2
1223,Lincolnshire,2018-12-28,106.7,2
1224,Lincolnshire,2019-01-28,106.8,2
1225,Lincolnshire,2019-02-28,106.9,2
1226,Lincolnshire,2019-03-28,107.2,2
1227,Lincolnshire,2019-04-28,107.2,2
1228,Lincolnshire,2019-05-28,107.1,2
1229,Lincolnshire,2019-06-28,107.0,2
1230,Lincolnshire,2019-07-28,106.9,2
1231,Lincolnshire,2019-08-28,106.8,2
1232,Lincolnshire,2019-09-28,107.0,2
1233,Lincolnshire,2019-10-28,106.9,2
1234,Lincolnshire,2019-11-28,106.9,2
1235,Lincolnshire,2019-12-28,106.8,2
1236,Lincolnshire,2020-01-28,106.9,2
1237,Lincolnshire,2020-02-28,106.8,2
1238,Lincolnshire,2020-03-28,106.7,2
1239,Lincolnshire,2020-04-28,104.7,2
1240,Lincolnshire,2020-05-28,104.0,2
1241,Lincolnshire,2020-06-28,103.8,2
1242,Lincolnshire,2020-07-28,103.9,2
1243,Lincolnshire,2020-08-28,104.0,2
1244,Lincolnshire,2020-09-28,104.0,2
1245,Lincolnshire,2020-10-28,104.1,2
1246,Lincolnshire,2020-11-28,104.0,2
1247,Lincolnshire,2020-12-28,104.2,2
1248,Lincolnshire,2021-01-28,104.3,2
1249,Lincolnshire,2021-02-28,104.5,2
1250,Lincolnshire,2021-03-28,104.6,2
1251,Lincolnshire,2021-04-28,104.8,2
1252,Lincolnshire,2021-05-28,105.3,2
1253,Lincolnshire,2021-06-28,106.0,2
1254,Lincolnshire,2021-07-28,106.2,2
1255,Lincolnshire,2021-08-28,106.7,2
1256,Lincolnshire,2021-09-28,107.2,2
1257,Lincolnshire,2021-10-28,107.6,2
1258,Lincolnshire,2021-11-28,108.3,2
1259,Lincolnshire,2021-12-28,109.0,2
1260,"Herefordshire, Worcestershire and Warwickshire",2014-07-28,100.0,2
1261,"Herefordshire, Worcestershire and Warwickshire",2014-08-28,100.1,2
1262,"Herefordshire, Worcestershire and Warwickshire",2014-09-28,100.5,2
1263,"Herefordshire, Worcestershire and Warwickshire",2014-10-28,100.5,2
1264,"Herefordshire, Worcestershire and Warwickshire",2014-11-28,100.8,2
1265,"Herefordshire, Worcestershire and Warwickshire",2014-12-28,100.7,2
1266,"Herefordshire, Worcestershire and Warwickshire",2015-01-28,101.3,2
1267,"Herefordshire, Worcestershire and Warwickshire",2015-02-28,101.5,2
1268,"Herefordshire, Worcestershire and Warwickshire",2015-03-28,101.9,2
1269,"Herefordshire, Worcestershire and Warwickshire",2015-04-28,102.1,2
1270,"Herefordshire, Worcestershire and Warwickshire",2015-05-28,102.4,2
1271,"Herefordshire, Worcestershire and Warwickshire",2015-06-28,102.6,2
1272,"Herefordshire, Worcestershire and Warwickshire",2015-07-28,102.9,2
1273,"Herefordshire, Worcestershire and Warwickshire",2015-08-28,102.9,2
1274,"Herefordshire, Worcestershire and Warwickshire",2015-09-28,103.1,2
1275,"Herefordshire, Worcestershire and Warwickshire",2015-10-28,103.2,2
1276,"Herefordshire, Worcestershire and Warwickshire",2015-11-28,103.5,2
1277,"Herefordshire, Worcestershire and Warwickshire",2015-12-28,103.3,2
1278,"Herefordshire, Worcestershire and Warwickshire",2016-01-28,103.6,2
1279,"Herefordshire, Worcestershire and Warwickshire",2016-02-28,103.7,2
1280,"Herefordshire, Worcestershire and Warwickshire",2016-03-28,103.8,2
1281,"Herefordshire, Worcestershire and Warwickshire",2016-04-28,103.8,2
1282,"Herefordshire, Worcestershire and Warwickshire",2016-05-28,104.1,2
1283,"Herefordshire, Worcestershire and Warwickshire",2016-06-28,104.3,2
1284,"Herefordshire, Worcestershire and Warwickshire",2016-07-28,104.4,2
1285,"Herefordshire, Worcestershire and Warwickshire",2016-08-28,104.2,2
1286,"Herefordshire, Worcestershire and Warwickshire",2016-09-28,104.4,2
1287,"Herefordshire, Worcestershire and Warwickshire",2016-10-28,104.4,2
1288,"Herefordshire, Worcestershire and Warwickshire",2016-11-28,104.5,2
1289,"Herefordshire, Worcestershire and Warwickshire",2016-12-28,104.7,2
1290,"Herefordshire, Worcestershire and Warwickshire",2017-01-28,104.8,2
1291,"Herefordshire, Worcestershire and Warwickshire",2017-02-28,105.0,2
1292,"Herefordshire, Worcestershire and Warwickshire",2017-03-28,105.1,2
1293,"Herefordshire, Worcestershire and Warwickshire",2017-04-28,105.2,2
1294,"Herefordshire, Worcestershire and Warwickshire",2017-05-28,105.4,2
1295,"Herefordshire, Worcestershire and Warwickshire",2017-06-28,105.5,2
1296,"Herefordshire, Worcestershire and Warwickshire",2017-07-28,105.6,2
1297,"Herefordshire, Worcestershire and Warwickshire",2017-08-28,105.8,2
1298,"Herefordshire, Worcestershire and Warwickshire",2017-09-28,106.0,2
1299,"Herefordshire, Worcestershire and Warwickshire",2017-10-28,106.0,2
1300,"Herefordshire, Worcestershire and Warwickshire",2017-11-28,106.1,2
1301,"Herefordshire, Worcestershire and Warwickshire",2017-12-28,106.1,2
1302,"Herefordshire, Worcestershire and Warwickshire",2018-01-28,106.2,2
1303,"Herefordshire, Worcestershire and Warwickshire",2018-02-28,106.3,2
1304,"Herefordshire, Worcestershire and Warwickshire",2018-03-28,106.3,2
1305,"Herefordshire, Worcestershire and Warwickshire",2018-04-28,106.5,2
1306,"Herefordshire, Worcestershire and Warwickshire",2018-05-28,106.4,2
1307,"Herefordshire, Worcestershire and Warwickshire",2018-06-28,106.4,2
1308,"Herefordshire, Worcestershire and Warwickshire",2018-07-28,106.7,2
1309,"Herefordshire, Worcestershire and Warwickshire",2018-08-28,106.8,2
1310,"Herefordshire, Worcestershire and Warwickshire",2018-09-28,106.8,2
1311,"Herefordshire, Worcestershire and Warwickshire",2018-10-28,106.9,2
1312,"Herefordshire, Worcestershire and Warwickshire",2018-11-28,107.2,2
1313,"Herefordshire, Worcestershire and Warwickshire",2018-12-28,107.2,2
1314,"Herefordshire, Worcestershire and Warwickshire",2019-01-28,107.3,2
1315,"Herefordshire, Worcestershire and Warwickshire",2019-02-28,107.5,2
1316,"Herefordshire, Worcestershire and Warwickshire",2019-03-28,107.7,2
1317,"Herefordshire, Worcestershire and Warwickshire",2019-04-28,107.4,2
1318,"Herefordshire, Worcestershire and Warwickshire",2019-05-28,107.5,2
1319,"Herefordshire, Worcestershire and Warwickshire",2019-06-28,107.5,2
1320,"Herefordshire, Worcestershire and Warwickshire",2019-07-28,107.3,2
1321,"Herefordshire, Worcestershire and Warwickshire",2019-08-28,107.4,2
1322,"Herefordshire, Worcestershire and Warwickshire",2019-09-28,107.5,2
1323,"Herefordshire, Worcestershire and Warwickshire",2019-10-28,107.6,2
1324,"Herefordshire, Worcestershire and Warwickshire",2019-11-28,107.7,2
1325,"Herefordshire, Worcestershire and Warwickshire",2019-12-28,107.7,2
1326,"Herefordshire, Worcestershire and Warwickshire",2020-01-28,107.9,2
1327,"Herefordshire, Worcestershire and Warwickshire",2020-02-28,107.9,2
1328,"Herefordshire, Worcestershire and Warwickshire",2020-03-28,107.8,2
1329,"Herefordshire, Worcestershire and Warwickshire",2020-04-28,106.3,2
1330,"Herefordshire, Worcestershire and Warwickshire",2020-05-28,105.7,2
1331,"Herefordshire, Worcestershire and Warwickshire",2020-06-28,105.6,2
1332,"Herefordshire, Worcestershire and Warwickshire",2020-07-28,105.5,2
1333,"Herefordshire, Worcestershire and Warwickshire",2020-08-28,105.3,2
1334,"Herefordshire, Worcestershire and Warwickshire",2020-09-28,105.1,2
1335,"Herefordshire, Worcestershire and Warwickshire",2020-10-28,105.0,2
1336,"Herefordshire, Worcestershire and Warwickshire",2020-11-28,105.0,2
1337,"Herefordshire, Worcestershire and Warwickshire",2020-12-28,105.0,2
1338,"Herefordshire, Worcestershire and Warwickshire",2021-01-28,105.0,2
1339,"Herefordshire, Worcestershire and Warwickshire",2021-02-28,105.2,2
1340,"Herefordshire, Worcestershire and Warwickshire",2021-03-28,105.4,2
1341,"Herefordshire, Worcestershire and Warwickshire",2021-04-28,105.7,2
1342,"Herefordshire, Worcestershire and Warwickshire",2021-05-28,106.2,2
1343,"Herefordshire, Worcestershire and Warwickshire",2021-06-28,106.7,2
1344,"Herefordshire, Worcestershire and Warwickshire",2021-07-28,107.2,2
1345,"Herefordshire, Worcestershire and Warwickshire",2021-08-28,107.6,2
1346,"Herefordshire, Worcestershire and Warwickshire",2021-09-28,108.0,2
1347,"Herefordshire, Worcestershire and Warwickshire",2021-10-28,108.2,2
1348,"Herefordshire, Worcestershire and Warwickshire",2021-11-28,108.7,2
1349,"Herefordshire, Worcestershire and Warwickshire",2021-12-28,109.4,2
1350,Shropshire and Staffordshire,2014-07-28,100.0,2
1351,Shropshire and Staffordshire,2014-08-28,100.2,2
1352,Shropshire and Staffordshire,2014-09-28,100.2,2
1353,Shropshire and Staffordshire,2014-10-28,100.3,2
1354,Shropshire and Staffordshire,2014-11-28,100.7,2
1355,Shropshire and Staffordshire,2014-12-28,100.5,2
1356,Shropshire and Staffordshire,2015-01-28,101.5,2
1357,Shropshire and Staffordshire,2015-02-28,101.7,2
1358,Shropshire and Staffordshire,2015-03-28,102.0,2
1359,Shropshire and Staffordshire,2015-04-28,102.2,2
1360,Shropshire and Staffordshire,2015-05-28,102.3,2
1361,Shropshire and Staffordshire,2015-06-28,102.4,2
1362,Shropshire and Staffordshire,2015-07-28,102.5,2
1363,Shropshire and Staffordshire,2015-08-28,102.6,2
1364,Shropshire and Staffordshire,2015-09-28,102.7,2
1365,Shropshire and Staffordshire,2015-10-28,102.9,2
1366,Shropshire and Staffordshire,2015-11-28,103.0,2
1367,Shropshire and Staffordshire,2015-12-28,102.7,2
1368,Shropshire and Staffordshire,2016-01-28,103.2,2
1369,Shropshire and Staffordshire,2016-02-28,103.3,2
1370,Shropshire and Staffordshire,2016-03-28,103.3,2
1371,Shropshire and Staffordshire,2016-04-28,103.3,2
1372,Shropshire and Staffordshire,2016-05-28,103.5,2
1373,Shropshire and Staffordshire,2016-06-28,103.7,2
1374,Shropshire and Staffordshire,2016-07-28,103.8,2
1375,Shropshire and Staffordshire,2016-08-28,103.7,2
1376,Shropshire and Staffordshire,2016-09-28,103.9,2
1377,Shropshire and Staffordshire,2016-10-28,104.0,2
1378,Shropshire and Staffordshire,2016-11-28,104.3,2
1379,Shropshire and Staffordshire,2016-12-28,104.3,2
1380,Shropshire and Staffordshire,2017-01-28,104.4,2
1381,Shropshire and Staffordshire,2017-02-28,104.3,2
1382,Shropshire and Staffordshire,2017-03-28,104.4,2
1383,Shropshire and Staffordshire,2017-04-28,104.4,2
1384,Shropshire and Staffordshire,2017-05-28,104.4,2
1385,Shropshire and Staffordshire,2017-06-28,104.6,2
1386,Shropshire and Staffordshire,2017-07-28,104.7,2
1387,Shropshire and Staffordshire,2017-08-28,104.8,2
1388,Shropshire and Staffordshire,2017-09-28,105.0,2
1389,Shropshire and Staffordshire,2017-10-28,105.1,2
1390,Shropshire and Staffordshire,2017-11-28,105.2,2
1391,Shropshire and Staffordshire,2017-12-28,105.4,2
1392,Shropshire and Staffordshire,2018-01-28,105.6,2
1393,Shropshire and Staffordshire,2018-02-28,105.7,2
1394,Shropshire and Staffordshire,2018-03-28,105.7,2
1395,Shropshire and Staffordshire,2018-04-28,105.7,2
1396,Shropshire and Staffordshire,2018-05-28,105.8,2
1397,Shropshire and Staffordshire,2018-06-28,105.8,2
1398,Shropshire and Staffordshire,2018-07-28,106.0,2
1399,Shropshire and Staffordshire,2018-08-28,106.2,2
1400,Shropshire and Staffordshire,2018-09-28,106.1,2
1401,Shropshire and Staffordshire,2018-10-28,106.2,2
1402,Shropshire and Staffordshire,2018-11-28,106.3,2
1403,Shropshire and Staffordshire,2018-12-28,106.2,2
1404,Shropshire and Staffordshire,2019-01-28,106.1,2
1405,Shropshire and Staffordshire,2019-02-28,106.0,2
1406,Shropshire and Staffordshire,2019-03-28,105.7,2
1407,Shropshire and Staffordshire,2019-04-28,107.2,2
1408,Shropshire and Staffordshire,2019-05-28,106.9,2
1409,Shropshire and Staffordshire,2019-06-28,106.7,2
1410,Shropshire and Staffordshire,2019-07-28,106.4,2
1411,Shropshire and Staffordshire,2019-08-28,106.4,2
1412,Shropshire and Staffordshire,2019-09-28,106.4,2
1413,Shropshire and Staffordshire,2019-10-28,106.4,2
1414,Shropshire and Staffordshire,2019-11-28,106.3,2
1415,Shropshire and Staffordshire,2019-12-28,106.2,2
1416,Shropshire and Staffordshire,2020-01-28,106.3,2
1417,Shropshire and Staffordshire,2020-02-28,106.4,2
1418,Shropshire and Staffordshire,2020-03-28,106.4,2
1419,Shropshire and Staffordshire,2020-04-28,104.8,2
1420,Shropshire and Staffordshire,2020-05-28,104.3,2
1421,Shropshire and Staffordshire,2020-06-28,104.3,2
1422,Shropshire and Staffordshire,2020-07-28,104.2,2
1423,Shropshire and Staffordshire,2020-08-28,104.1,2
1424,Shropshire and Staffordshire,2020-09-28,104.0,2
1425,Shropshire and Staffordshire,2020-10-28,104.0,2
1426,Shropshire and Staffordshire,2020-11-28,104.1,2
1427,Shropshire and Staffordshire,2020-12-28,104.3,2
1428,Shropshire and Staffordshire,2021-01-28,104.5,2
1429,Shropshire and Staffordshire,2021-02-28,104.6,2
1430,Shropshire and Staffordshire,2021-03-28,104.9,2
1431,Shropshire and Staffordshire,2021-04-28,104.7,2
1432,Shropshire and Staffordshire,2021-05-28,105.3,2
1433,Shropshire and Staffordshire,2021-06-28,105.9,2
1434,Shropshire and Staffordshire,2021-07-28,106.2,2
1435,Shropshire and Staffordshire,2021-08-28,106.6,2
1436,Shropshire and Staffordshire,2021-09-28,107.0,2
1437,Shropshire and Staffordshire,2021-10-28,107.3,2
1438,Shropshire and Staffordshire,2021-11-28,107.8,2
1439,Shropshire and Staffordshire,2021-12-28,108.5,2
1440,West Midlands (county),2014-07-28,100.0,2
1441,West Midlands (county),2014-08-28,100.2,2
1442,West Midlands (county),2014-09-28,100.4,2
1443,West Midlands (county),2014-10-28,100.3,2
1444,West Midlands (county),2014-11-28,100.8,2
1445,West Midlands (county),2014-12-28,100.6,2
1446,West Midlands (county),2015-01-28,101.7,2
1447,West Midlands (county),2015-02-28,102.1,2
1448,West Midlands (county),2015-03-28,102.4,2
1449,West Midlands (county),2015-04-28,103.0,2
1450,West Midlands (county),2015-05-28,103.3,2
1451,West Midlands (county),2015-06-28,103.7,2
1452,West Midlands (county),2015-07-28,103.9,2
1453,West Midlands (county),2015-08-28,104.1,2
1454,West Midlands (county),2015-09-28,104.3,2
1455,West Midlands (county),2015-10-28,104.5,2
1456,West Midlands (county),2015-11-28,104.7,2
1457,West Midlands (county),2015-12-28,104.3,2
1458,West Midlands (county),2016-01-28,105.1,2
1459,West Midlands (county),2016-02-28,105.3,2
1460,West Midlands (county),2016-03-28,105.4,2
1461,West Midlands (county),2016-04-28,105.5,2
1462,West Midlands (county),2016-05-28,105.8,2
1463,West Midlands (county),2016-06-28,106.0,2
1464,West Midlands (county),2016-07-28,106.2,2
1465,West Midlands (county),2016-08-28,106.1,2
1466,West Midlands (county),2016-09-28,106.2,2
1467,West Midlands (county),2016-10-28,106.4,2
1468,West Midlands (county),2016-11-28,106.7,2
1469,West Midlands (county),2016-12-28,106.7,2
1470,West Midlands (county),2017-01-28,106.8,2
1471,West Midlands (county),2017-02-28,107.0,2
1472,West Midlands (county),2017-03-28,107.2,2
1473,West Midlands (county),2017-04-28,107.5,2
1474,West Midlands (county),2017-05-28,107.6,2
1475,West Midlands (county),2017-06-28,107.7,2
1476,West Midlands (county),2017-07-28,107.8,2
1477,West Midlands (county),2017-08-28,107.9,2
1478,West Midlands (county),2017-09-28,108.0,2
1479,West Midlands (county),2017-10-28,108.1,2
1480,West Midlands (county),2017-11-28,108.2,2
1481,West Midlands (county),2017-12-28,108.2,2
1482,West Midlands (county),2018-01-28,108.1,2
1483,West Midlands (county),2018-02-28,108.1,2
1484,West Midlands (county),2018-03-28,108.2,2
1485,West Midlands (county),2018-04-28,108.5,2
1486,West Midlands (county),2018-05-28,108.5,2
1487,West Midlands (county),2018-06-28,108.5,2
1488,West Midlands (county),2018-07-28,108.6,2
1489,West Midlands (county),2018-08-28,108.8,2
1490,West Midlands (county),2018-09-28,109.0,2
1491,West Midlands (county),2018-10-28,109.1,2
1492,West Midlands (county),2018-11-28,109.5,2
1493,West Midlands (county),2018-12-28,109.6,2
1494,West Midlands (county),2019-01-28,109.9,2
1495,West Midlands (county),2019-02-28,110.1,2
1496,West Midlands (county),2019-03-28,110.6,2
1497,West Midlands (county),2019-04-28,108.7,2
1498,West Midlands (county),2019-05-28,108.9,2
1499,West Midlands (county),2019-06-28,109.1,2
1500,West Midlands (county),2019-07-28,109.3,2
1501,West Midlands (county),2019-08-28,109.4,2
1502,West Midlands (county),2019-09-28,109.7,2
1503,West Midlands (county),2019-10-28,109.8,2
1504,West Midlands (county),2019-11-28,109.8,2
1505,West Midlands (county),2019-12-28,109.7,2
1506,West Midlands (county),2020-01-28,109.8,2
1507,West Midlands (county),2020-02-28,109.9,2
1508,West Midlands (county),2020-03-28,109.8,2
1509,West Midlands (county),2020-04-28,108.2,2
1510,West Midlands (county),2020-05-28,107.5,2
1511,West Midlands (county),2020-06-28,107.4,2
1512,West Midlands (county),2020-07-28,107.3,2
1513,West Midlands (county),2020-08-28,107.0,2
1514,West Midlands (county),2020-09-28,106.4,2
1515,West Midlands (county),2020-10-28,106.0,2
1516,West Midlands (county),2020-11-28,105.9,2
1517,West Midlands (county),2020-12-28,106.0,2
1518,West Midlands (county),2021-01-28,106.1,2
1519,West Midlands (county),2021-02-28,106.2,2
1520,West Midlands (county),2021-03-28,106.5,2
1521,West Midlands (county),2021-04-28,107.5,2
1522,West Midlands (county),2021-05-28,108.2,2
1523,West Midlands (county),2021-06-28,108.8,2
1524,West Midlands (county),2021-07-28,109.3,2
1525,West Midlands (county),2021-08-28,109.8,2
1526,West Midlands (county),2021-09-28,110.3,2
1527,West Midlands (county),2021-10-28,110.5,2
1528,West Midlands (county),2021-11-28,111.1,2
1529,West Midlands (county),2021-12-28,111.8,2
1530,East Anglia,2014-07-28,100.0,2
1531,East Anglia,2014-08-28,100.3,2
1532,East Anglia,2014-09-28,100.6,2
1533,East Anglia,2014-10-28,100.5,2
1534,East Anglia,2014-11-28,100.7,2
1535,East Anglia,2014-12-28,101.0,2
1536,East Anglia,2015-01-28,101.4,2
1537,East Anglia,2015-02-28,101.6,2
1538,East Anglia,2015-03-28,101.8,2
1539,East Anglia,2015-04-28,102.3,2
1540,East Anglia,2015-05-28,102.5,2
1541,East Anglia,2015-06-28,102.7,2
1542,East Anglia,2015-07-28,102.9,2
1543,East Anglia,2015-08-28,103.1,2
1544,East Anglia,2015-09-28,103.2,2
1545,East Anglia,2015-10-28,103.5,2
1546,East Anglia,2015-11-28,103.6,2
1547,East Anglia,2015-12-28,103.6,2
1548,East Anglia,2016-01-28,103.8,2
1549,East Anglia,2016-02-28,103.9,2
1550,East Anglia,2016-03-28,103.9,2
1551,East Anglia,2016-04-28,103.9,2
1552,East Anglia,2016-05-28,104.1,2
1553,East Anglia,2016-06-28,104.3,2
