,region,date,value,NUTS
0,Tees Valley and Durham,2014-07-28,100.0,2
1,Tees Valley and Durham,2014-08-28,100.2,2
2,Tees Valley and Durham,2014-09-28,100.3,2
3,Tees Valley and Durham,2014-10-28,100.4,2
4,Tees Valley and Durham,2014-11-28,100.7,2
5,Tees Valley and Durham,2014-12-28,100.4,2
6,Tees Valley and Durham,2015-01-28,101.2,2
7,Tees Valley and Durham,2015-02-28,101.4,2
8,Tees Valley and Durham,2015-03-28,101.4,2
9,Tees Valley and Durham,2015-04-28,101.3,2
10,Tees Valley and Durham,2015-05-28,101.5,2
11,Tees Valley and Durham,2015-06-28,101.6,2
12,Tees Valley and Durham,2015-07-28,101.8,2
13,Tees Valley and Durham,2015-08-28,101.8,2
14,Tees Valley and Durham,2015-09-28,101.8,2
15,Tees Valley and Durham,2015-10-28,101.8,2
16,Tees Valley and Durham,2015-11-28,101.7,2
17,Tees Valley and Durham,2015-12-28,101.3,2
18,Tees Valley and Durham,2016-01-28,101.9,2
19,Tees Valley and Durham,2016-02-28,101.8,2
20,Tees Valley and Durham,2016-03-28,101.7,2
21,Tees Valley and Durham,2016-04-28,101.9,2
22,Tees Valley and Durham,2016-05-28,102.0,2
23,Tees Valley and Durham,2016-06-28,102.0,2
24,Tees Valley and Durham,2016-07-28,102.1,2
25,Tees Valley and Durham,2016-08-28,102.0,2
26,Tees Valley and Durham,2016-09-28,102.1,2
27,Tees Valley and Durham,2016-10-28,102.0,2
28,Tees Valley and Durham,2016-11-28,102.1,2
29,Tees Valley and Durham,2016-12-28,102.2,2
30,Tees Valley and Durham,2017-01-28,102.0,2
31,Tees Valley and Durham,2017-02-28,102.2,2
32,Tees Valley and Durham,2017-03-28,102.3,2
33,Tees Valley and Durham,2017-04-28,102.5,2
34,Tees Valley and Durham,2017-05-28,102.5,2
35,Tees Valley and Durham,2017-06-28,102.6,2
36,Tees Valley and Durham,2017-07-28,102.5,2
37,Tees Valley and Durham,2017-08-28,102.7,2
38,Tees Valley and Durham,2017-09-28,102.8,2
39,Tees Valley and Durham,2017-10-28,103.0,2
40,Tees Valley and Durham,2017-11-28,103.1,2
41,Tees Valley and Durham,2017-12-28,103.3,2
42,Tees Valley and Durham,2018-01-28,103.1,2
43,Tees Valley and Durham,2018-02-28,103.1,2
44,Tees Valley and Durham,2018-03-28,103.0,2
45,Tees Valley and Durham,2018-04-28,103.3,2
46,Tees Valley and Durham,2018-05-28,103.2,2
47,Tees Valley and Durham,2018-06-28,103.4,2
48,Tees Valley and Durham,2018-07-28,103.4,2
49,Tees Valley and Durham,2018-08-28,103.5,2
50,Tees Valley and Durham,2018-09-28,103.4,2
51,Tees Valley and Durham,2018-10-28,103.6,2
52,Tees Valley and Durham,2018-11-28,103.8,2
53,Tees Valley and Durham,2018-12-28,103.8,2
54,Tees Valley and Durham,2019-01-28,104.0,2
55,Tees Valley and Durham,2019-02-28,104.2,2
56,Tees Valley and Durham,2019-03-28,104.4,2
57,Tees Valley and Durham,2019-04-28,103.0,2
58,Tees Valley and Durham,2019-05-28,103.2,2
59,Tees Valley and Durham,2019-06-28,103.3,2
60,Tees Valley and Durham,2019-07-28,103.4,2
61,Tees Valley and Durham,2019-08-28,103.6,2
62,Tees Valley and Durham,2019-09-28,103.8,2
63,Tees Valley and Durham,2019-10-28,103.9,2
64,Tees Valley and Durham,2019-11-28,104.0,2
65,Tees Valley and Durham,2019-12-28,103.9,2
66,Tees Valley and Durham,2020-01-28,104.1,2
67,Tees Valley and Durham,2020-02-28,104.3,2
68,Tees Valley and Durham,2020-03-28,104.3,2
69,Tees Valley and Durham,2020-04-28,102.9,2
70,Tees Valley and Durham,2020-05-28,102.3,2
71,Tees Valley and Durham,2020-06-28,102.3,2
72,Tees Valley and Durham,2020-07-28,102.3,2
73,Tees Valley and Durham,2020-08-28,102.1,2
74,Tees Valley and Durham,2020-09-28,101.9,2
75,Tees Valley and Durham,2020-10-28,101.8,2
76,Tees Valley and Durham,2020-11-28,101.7,2
77,Tees Valley and Durham,2020-12-28,101.8,2
78,Tees Valley and Durham,2021-01-28,101.9,2
79,Tees Valley and Durham,2021-02-28,101.9,2
80,Tees Valley and Durham,2021-03-28,102.2,2
81,Tees Valley and Durham,2021-04-28,102.8,2
82,Tees Valley and Durham,2021-05-28,103.3,2
83,Tees Valley and Durham,2021-06-28,104.0,2
84,Tees Valley and Durham,2021-07-28,104.2,2
85,Tees Valley and Durham,2021-08-28,104.7,2
86,Tees Valley and Durham,2021-09-28,105.1,2
87,Tees Valley and Durham,2021-10-28,105.3,2
88,Tees Valley and Durham,2021-11-28,106.0,2
89,Tees Valley and Durham,2021-12-28,106.7,2
90,Northumberland and Tyne and Wear,2014-07-28,100.0,2
91,Northumberland and Tyne and Wear,2014-08-28,100.3,2
92,Northumberland and Tyne and Wear,2014-09-28,100.5,2
93,Northumberland and Tyne and Wear,2014-10-28,100.4,2
94,Northumberland and Tyne and Wear,2014-11-28,100.6,2
95,Northumberland and Tyne and Wear,2014-12-28,100.6,2
96,Northumberland and Tyne and Wear,2015-01-28,101.2,2
97,Northumberland and Tyne and Wear,2015-02-28,101.3,2
98,Northumberland and Tyne and Wear,2015-03-28,101.5,2
99,Northumberland and Tyne and Wear,2015-04-28,101.7,2
100,Northumberland and Tyne and Wear,2015-05-28,101.7,2
101,Northumberland and Tyne and Wear,2015-06-28,101.9,2
102,Northumberland and Tyne and Wear,2015-07-28,102.0,2
103,Northumberland and Tyne and Wear,2015-08-28,102.1,2
104,Northumberland and Tyne and Wear,2015-09-28,102.3,2
105,Northumberland and Tyne and Wear,2015-10-28,102.5,2
106,Northumberland and Tyne and Wear,2015-11-28,102.6,2
107,Northumberland and Tyne and Wear,2015-12-28,102.4,2
108,Northumberland and Tyne and Wear,2016-01-28,102.7,2
109,Northumberland and Tyne and Wear,2016-02-28,102.8,2
110,Northumberland and Tyne and Wear,2016-03-28,102.9,2
111,Northumberland and Tyne and Wear,2016-04-28,102.8,2
112,Northumberland and Tyne and Wear,2016-05-28,102.9,2
113,Northumberland and Tyne and Wear,2016-06-28,102.8,2
114,Northumberland and Tyne and Wear,2016-07-28,102.9,2
115,Northumberland and Tyne and Wear,2016-08-28,102.9,2
116,Northumberland and Tyne and Wear,2016-09-28,102.9,2
117,Northumberland and Tyne and Wear,2016-10-28,103.0,2
118,Northumberland and Tyne and Wear,2016-11-28,103.1,2
119,Northumberland and Tyne and Wear,2016-12-28,103.3,2
120,Northumberland and Tyne and Wear,2017-01-28,103.1,2
121,Northumberland and Tyne and Wear,2017-02-28,103.2,2
122,Northumberland and Tyne and Wear,2017-03-28,103.4,2
123,Northumberland and Tyne and Wear,2017-04-28,103.4,2
124,Northumberland and Tyne and Wear,2017-05-28,103.4,2
125,Northumberland and Tyne and Wear,2017-06-28,103.5,2
126,Northumberland and Tyne and Wear,2017-07-28,103.6,2
127,Northumberland and Tyne and Wear,2017-08-28,103.6,2
128,Northumberland and Tyne and Wear,2017-09-28,103.7,2
129,Northumberland and Tyne and Wear,2017-10-28,103.8,2
130,Northumberland and Tyne and Wear,2017-11-28,103.8,2
131,Northumberland and Tyne and Wear,2017-12-28,104.1,2
132,Northumberland and Tyne and Wear,2018-01-28,104.0,2
133,Northumberland and Tyne and Wear,2018-02-28,104.0,2
134,Northumberland and Tyne and Wear,2018-03-28,103.9,2
135,Northumberland and Tyne and Wear,2018-04-28,103.9,2
136,Northumberland and Tyne and Wear,2018-05-28,103.9,2
137,Northumberland and Tyne and Wear,2018-06-28,103.9,2
138,Northumberland and Tyne and Wear,2018-07-28,104.0,2
139,Northumberland and Tyne and Wear,2018-08-28,104.0,2
140,Northumberland and Tyne and Wear,2018-09-28,103.9,2
141,Northumberland and Tyne and Wear,2018-10-28,103.8,2
142,Northumberland and Tyne and Wear,2018-11-28,103.9,2
143,Northumberland and Tyne and Wear,2018-12-28,103.8,2
144,Northumberland and Tyne and Wear,2019-01-28,103.7,2
145,Northumberland and Tyne and Wear,2019-02-28,103.6,2
146,Northumberland and Tyne and Wear,2019-03-28,103.6,2
147,Northumberland and Tyne and Wear,2019-04-28,104.4,2
148,Northumberland and Tyne and Wear,2019-05-28,104.3,2
149,Northumberland and Tyne and Wear,2019-06-28,104.1,2
150,Northumberland and Tyne and Wear,2019-07-28,103.9,2
151,Northumberland and Tyne and Wear,2019-08-28,104.0,2
152,Northumberland and Tyne and Wear,2019-09-28,104.1,2
153,Northumberland and Tyne and Wear,2019-10-28,104.1,2
154,Northumberland and Tyne and Wear,2019-11-28,104.2,2
155,Northumberland and Tyne and Wear,2019-12-28,104.3,2
156,Northumberland and Tyne and Wear,2020-01-28,104.4,2
157,Northumberland and Tyne and Wear,2020-02-28,104.5,2
158,Northumberland and Tyne and Wear,2020-03-28,104.6,2
159,Northumberland and Tyne and Wear,2020-04-28,102.7,2
160,Northumberland and Tyne and Wear,2020-05-28,102.3,2
161,Northumberland and Tyne and Wear,2020-06-28,102.3,2
162,Northumberland and Tyne and Wear,2020-07-28,102.3,2
163,Northumberland and Tyne and Wear,2020-08-28,102.2,2
164,Northumberland and Tyne and Wear,2020-09-28,102.1,2
165,Northumberland and Tyne and Wear,2020-10-28,102.1,2
166,Northumberland and Tyne and Wear,2020-11-28,102.1,2
167,Northumberland and Tyne and Wear,2020-12-28,102.2,2
168,Northumberland and Tyne and Wear,2021-01-28,102.4,2
169,Northumberland and Tyne and Wear,2021-02-28,102.5,2
170,Northumberland and Tyne and Wear,2021-03-28,102.8,2
171,Northumberland and Tyne and Wear,2021-04-28,102.8,2
172,Northumberland and Tyne and Wear,2021-05-28,103.5,2
173,Northumberland and Tyne and Wear,2021-06-28,104.3,2
174,Northumberland and Tyne and Wear,2021-07-28,104.6,2
175,Northumberland and Tyne and Wear,2021-08-28,105.3,2
176,Northumberland and Tyne and Wear,2021-09-28,105.8,2
177,Northumberland and Tyne and Wear,2021-10-28,106.1,2
178,Northumberland and Tyne and Wear,2021-11-28,106.9,2
179,Northumberland and Tyne and Wear,2021-12-28,107.7,2
180,Cumbria,2014-07-28,100.0,2
181,Cumbria,2014-08-28,100.4,2
182,Cumbria,2014-09-28,100.6,2
183,Cumbria,2014-10-28,100.5,2
184,Cumbria,2014-11-28,100.8,2
185,Cumbria,2014-12-28,100.6,2
186,Cumbria,2015-01-28,101.2,2
187,Cumbria,2015-02-28,101.4,2
188,Cumbria,2015-03-28,101.5,2
189,Cumbria,2015-04-28,101.5,2
190,Cumbria,2015-05-28,101.7,2
191,Cumbria,2015-06-28,101.8,2
192,Cumbria,2015-07-28,102.0,2
193,Cumbria,2015-08-28,102.1,2
194,Cumbria,2015-09-28,102.2,2
195,Cumbria,2015-10-28,102.3,2
196,Cumbria,2015-11-28,102.4,2
197,Cumbria,2015-12-28,102.1,2
198,Cumbria,2016-01-28,102.3,2
199,Cumbria,2016-02-28,102.3,2
200,Cumbria,2016-03-28,102.4,2
201,Cumbria,2016-04-28,102.4,2
202,Cumbria,2016-05-28,102.3,2
203,Cumbria,2016-06-28,102.5,2
204,Cumbria,2016-07-28,102.7,2
205,Cumbria,2016-08-28,102.5,2
206,Cumbria,2016-09-28,102.5,2
207,Cumbria,2016-10-28,102.6,2
208,Cumbria,2016-11-28,102.6,2
209,Cumbria,2016-12-28,102.9,2
210,Cumbria,2017-01-28,102.7,2
211,Cumbria,2017-02-28,102.8,2
212,Cumbria,2017-03-28,102.8,2
213,Cumbria,2017-04-28,102.9,2
214,Cumbria,2017-05-28,103.0,2
215,Cumbria,2017-06-28,103.1,2
216,Cumbria,2017-07-28,103.2,2
217,Cumbria,2017-08-28,103.3,2
218,Cumbria,2017-09-28,103.4,2
219,Cumbria,2017-10-28,103.4,2
220,Cumbria,2017-11-28,103.5,2
221,Cumbria,2017-12-28,103.6,2
222,Cumbria,2018-01-28,103.5,2
223,Cumbria,2018-02-28,103.5,2
224,Cumbria,2018-03-28,103.7,2
225,Cumbria,2018-04-28,103.7,2
226,Cumbria,2018-05-28,103.6,2
227,Cumbria,2018-06-28,103.6,2
228,Cumbria,2018-07-28,103.7,2
229,Cumbria,2018-08-28,103.8,2
230,Cumbria,2018-09-28,103.7,2
231,Cumbria,2018-10-28,103.7,2
232,Cumbria,2018-11-28,103.8,2
233,Cumbria,2018-12-28,103.8,2
234,Cumbria,2019-01-28,103.8,2
235,Cumbria,2019-02-28,103.9,2
236,Cumbria,2019-03-28,103.9,2
237,Cumbria,2019-04-28,104.0,2
238,Cumbria,2019-05-28,104.0,2
239,Cumbria,2019-06-28,103.9,2
240,Cumbria,2019-07-28,103.8,2
241,Cumbria,2019-08-28,103.8,2
242,Cumbria,2019-09-28,103.7,2
243,Cumbria,2019-10-28,103.8,2
244,Cumbria,2019-11-28,104.0,2
245,Cumbria,2019-12-28,104.0,2
246,Cumbria,2020-01-28,104.2,2
247,Cumbria,2020-02-28,104.2,2
248,Cumbria,2020-03-28,104.1,2
249,Cumbria,2020-04-28,102.3,2
250,Cumbria,2020-05-28,101.7,2
251,Cumbria,2020-06-28,101.5,2
252,Cumbria,2020-07-28,101.4,2
253,Cumbria,2020-08-28,101.4,2
254,Cumbria,2020-09-28,101.5,2
255,Cumbria,2020-10-28,101.7,2
256,Cumbria,2020-11-28,101.5,2
257,Cumbria,2020-12-28,101.5,2
258,Cumbria,2021-01-28,101.5,2
259,Cumbria,2021-02-28,101.5,2
260,Cumbria,2021-03-28,101.5,2
261,Cumbria,2021-04-28,101.4,2
262,Cumbria,2021-05-28,102.2,2
263,Cumbria,2021-06-28,102.8,2
264,Cumbria,2021-07-28,102.9,2
265,Cumbria,2021-08-28,103.4,2
266,Cumbria,2021-09-28,103.8,2
267,Cumbria,2021-10-28,104.1,2
268,Cumbria,2021-11-28,104.5,2
269,Cumbria,2021-12-28,105.0,2
270,Greater Manchester,2014-07-28,100.0,2
271,Greater Manchester,2014-08-28,100.5,2
272,Greater Manchester,2014-09-28,100.7,2
273,Greater Manchester,2014-10-28,100.6,2
274,Greater Manchester,2014-11-28,100.9,2
275,Greater Manchester,2014-12-28,100.9,2
276,Greater Manchester,2015-01-28,101.5,2
277,Greater Manchester,2015-02-28,101.8,2
278,Greater Manchester,2015-03-28,102.1,2
279,Greater Manchester,2015-04-28,102.4,2
280,Greater Manchester,2015-05-28,102.5,2
281,Greater Manchester,2015-06-28,102.8,2
282,Greater Manchester,2015-07-28,103.0,2
283,Greater Manchester,2015-08-28,103.2,2
284,Greater Manchester,2015-09-28,103.4,2
285,Greater Manchester,2015-10-28,103.6,2
286,Greater Manchester,2015-11-28,103.8,2
287,Greater Manchester,2015-12-28,103.6,2
288,Greater Manchester,2016-01-28,104.1,2
289,Greater Manchester,2016-02-28,104.2,2
290,Greater Manchester,2016-03-28,104.3,2
291,Greater Manchester,2016-04-28,104.5,2
292,Greater Manchester,2016-05-28,104.6,2
293,Greater Manchester,2016-06-28,104.8,2
294,Greater Manchester,2016-07-28,105.0,2
295,Greater Manchester,2016-08-28,105.0,2
296,Greater Manchester,2016-09-28,105.1,2
297,Greater Manchester,2016-10-28,105.2,2
298,Greater Manchester,2016-11-28,105.3,2
299,Greater Manchester,2016-12-28,105.5,2
300,Greater Manchester,2017-01-28,105.6,2
301,Greater Manchester,2017-02-28,105.8,2
302,Greater Manchester,2017-03-28,106.0,2
303,Greater Manchester,2017-04-28,106.3,2
304,Greater Manchester,2017-05-28,106.5,2
305,Greater Manchester,2017-06-28,106.6,2
306,Greater Manchester,2017-07-28,106.8,2
307,Greater Manchester,2017-08-28,107.0,2
308,Greater Manchester,2017-09-28,107.2,2
309,Greater Manchester,2017-10-28,107.4,2
310,Greater Manchester,2017-11-28,107.5,2
311,Greater Manchester,2017-12-28,107.8,2
312,Greater Manchester,2018-01-28,107.9,2
313,Greater Manchester,2018-02-28,107.9,2
314,Greater Manchester,2018-03-28,108.0,2
315,Greater Manchester,2018-04-28,108.1,2
316,Greater Manchester,2018-05-28,108.2,2
317,Greater Manchester,2018-06-28,108.3,2
318,Greater Manchester,2018-07-28,108.5,2
319,Greater Manchester,2018-08-28,108.8,2
320,Greater Manchester,2018-09-28,108.9,2
321,Greater Manchester,2018-10-28,109.0,2
322,Greater Manchester,2018-11-28,109.3,2
323,Greater Manchester,2018-12-28,109.5,2
324,Greater Manchester,2019-01-28,109.5,2
325,Greater Manchester,2019-02-28,109.7,2
326,Greater Manchester,2019-03-28,109.9,2
327,Greater Manchester,2019-04-28,109.8,2
328,Greater Manchester,2019-05-28,109.7,2
329,Greater Manchester,2019-06-28,109.8,2
330,Greater Manchester,2019-07-28,109.8,2
331,Greater Manchester,2019-08-28,109.9,2
332,Greater Manchester,2019-09-28,110.2,2
333,Greater Manchester,2019-10-28,110.2,2
334,Greater Manchester,2019-11-28,110.4,2
335,Greater Manchester,2019-12-28,110.5,2
336,Greater Manchester,2020-01-28,110.6,2
337,Greater Manchester,2020-02-28,110.7,2
338,Greater Manchester,2020-03-28,110.7,2
339,Greater Manchester,2020-04-28,109.0,2
340,Greater Manchester,2020-05-28,108.5,2
341,Greater Manchester,2020-06-28,108.4,2
342,Greater Manchester,2020-07-28,108.3,2
343,Greater Manchester,2020-08-28,108.0,2
344,Greater Manchester,2020-09-28,107.8,2
345,Greater Manchester,2020-10-28,107.7,2
346,Greater Manchester,2020-11-28,107.5,2
347,Greater Manchester,2020-12-28,107.7,2
348,Greater Manchester,2021-01-28,107.8,2
349,Greater Manchester,2021-02-28,108.0,2
350,Greater Manchester,2021-03-28,108.2,2
351,Greater Manchester,2021-04-28,108.8,2
352,Greater Manchester,2021-05-28,109.4,2
353,Greater Manchester,2021-06-28,110.1,2
354,Greater Manchester,2021-07-28,110.7,2
355,Greater Manchester,2021-08-28,111.5,2
356,Greater Manchester,2021-09-28,112.3,2
357,Greater Manchester,2021-10-28,112.5,2
358,Greater Manchester,2021-11-28,113.0,2
359,Greater Manchester,2021-12-28,113.8,2
360,Lancashire,2014-07-28,100.0,2
361,Lancashire,2014-08-28,100.3,2
362,Lancashire,2014-09-28,100.5,2
363,Lancashire,2014-10-28,100.4,2
364,Lancashire,2014-11-28,100.7,2
365,Lancashire,2014-12-28,100.6,2
366,Lancashire,2015-01-28,101.4,2
367,Lancashire,2015-02-28,101.6,2
368,Lancashire,2015-03-28,101.7,2
369,Lancashire,2015-04-28,101.8,2
370,Lancashire,2015-05-28,101.9,2
371,Lancashire,2015-06-28,102.1,2
372,Lancashire,2015-07-28,102.3,2
373,Lancashire,2015-08-28,102.4,2
374,Lancashire,2015-09-28,102.5,2
375,Lancashire,2015-10-28,102.7,2
376,Lancashire,2015-11-28,102.9,2
377,Lancashire,2015-12-28,102.8,2
378,Lancashire,2016-01-28,103.0,2
379,Lancashire,2016-02-28,103.1,2
380,Lancashire,2016-03-28,103.1,2
381,Lancashire,2016-04-28,103.2,2
382,Lancashire,2016-05-28,103.2,2
383,Lancashire,2016-06-28,103.3,2
384,Lancashire,2016-07-28,103.3,2
385,Lancashire,2016-08-28,103.3,2
386,Lancashire,2016-09-28,103.5,2
387,Lancashire,2016-10-28,103.6,2
388,Lancashire,2016-11-28,103.7,2
389,Lancashire,2016-12-28,104.0,2
390,Lancashire,2017-01-28,104.1,2
391,Lancashire,2017-02-28,104.2,2
392,Lancashire,2017-03-28,104.3,2
393,Lancashire,2017-04-28,104.3,2
394,Lancashire,2017-05-28,104.5,2
395,Lancashire,2017-06-28,104.6,2
396,Lancashire,2017-07-28,104.9,2
397,Lancashire,2017-08-28,105.0,2
398,Lancashire,2017-09-28,105.2,2
399,Lancashire,2017-10-28,105.4,2
400,Lancashire,2017-11-28,105.6,2
401,Lancashire,2017-12-28,105.8,2
402,Lancashire,2018-01-28,105.9,2
403,Lancashire,2018-02-28,105.9,2
404,Lancashire,2018-03-28,106.0,2
405,Lancashire,2018-04-28,106.1,2
406,Lancashire,2018-05-28,106.1,2
407,Lancashire,2018-06-28,106.2,2
408,Lancashire,2018-07-28,106.3,2
409,Lancashire,2018-08-28,106.4,2
410,Lancashire,2018-09-28,106.4,2
411,Lancashire,2018-10-28,106.4,2
412,Lancashire,2018-11-28,106.6,2
413,Lancashire,2018-12-28,106.4,2
414,Lancashire,2019-01-28,106.4,2
415,Lancashire,2019-02-28,106.5,2
416,Lancashire,2019-03-28,106.4,2
417,Lancashire,2019-04-28,107.4,2
418,Lancashire,2019-05-28,107.2,2
419,Lancashire,2019-06-28,107.0,2
420,Lancashire,2019-07-28,106.9,2
421,Lancashire,2019-08-28,106.8,2
422,Lancashire,2019-09-28,106.9,2
423,Lancashire,2019-10-28,106.9,2
424,Lancashire,2019-11-28,107.0,2
425,Lancashire,2019-12-28,107.0,2
426,Lancashire,2020-01-28,107.2,2
427,Lancashire,2020-02-28,107.3,2
428,Lancashire,2020-03-28,107.3,2
429,Lancashire,2020-04-28,105.5,2
430,Lancashire,2020-05-28,105.1,2
431,Lancashire,2020-06-28,105.1,2
432,Lancashire,2020-07-28,105.1,2
433,Lancashire,2020-08-28,105.2,2
434,Lancashire,2020-09-28,105.2,2
435,Lancashire,2020-10-28,105.2,2
436,Lancashire,2020-11-28,105.4,2
437,Lancashire,2020-12-28,105.6,2
438,Lancashire,2021-01-28,105.8,2
439,Lancashire,2021-02-28,106.1,2
440,Lancashire,2021-03-28,106.3,2
441,Lancashire,2021-04-28,106.1,2
442,Lancashire,2021-05-28,106.8,2
443,Lancashire,2021-06-28,107.6,2
444,Lancashire,2021-07-28,107.8,2
445,Lancashire,2021-08-28,108.5,2
446,Lancashire,2021-09-28,109.0,2
447,Lancashire,2021-10-28,109.2,2
448,Lancashire,2021-11-28,109.9,2
449,Lancashire,2021-12-28,110.6,2
450,Cheshire,2014-07-28,100.0,2
451,Cheshire,2014-08-28,100.1,2
452,Cheshire,2014-09-28,100.3,2
453,Cheshire,2014-10-28,100.4,2
454,Cheshire,2014-11-28,100.7,2
455,Cheshire,2014-12-28,100.8,2
456,Cheshire,2015-01-28,101.2,2
457,Cheshire,2015-02-28,101.4,2
458,Cheshire,2015-03-28,101.6,2
459,Cheshire,2015-04-28,101.7,2
460,Cheshire,2015-05-28,101.9,2
461,Cheshire,2015-06-28,102.2,2
462,Cheshire,2015-07-28,102.3,2
463,Cheshire,2015-08-28,102.4,2
464,Cheshire,2015-09-28,102.6,2
465,Cheshire,2015-10-28,102.8,2
466,Cheshire,2015-11-28,102.8,2
467,Cheshire,2015-12-28,102.6,2
468,Cheshire,2016-01-28,103.0,2
469,Cheshire,2016-02-28,103.1,2
470,Cheshire,2016-03-28,103.2,2
471,Cheshire,2016-04-28,103.1,2
472,Cheshire,2016-05-28,103.3,2
473,Cheshire,2016-06-28,103.4,2
474,Cheshire,2016-07-28,103.4,2
475,Cheshire,2016-08-28,103.4,2
476,Cheshire,2016-09-28,103.5,2
477,Cheshire,2016-10-28,103.6,2
478,Cheshire,2016-11-28,103.7,2
479,Cheshire,2016-12-28,103.8,2
480,Cheshire,2017-01-28,103.9,2
481,Cheshire,2017-02-28,104.0,2
482,Cheshire,2017-03-28,104.1,2
483,Cheshire,2017-04-28,104.4,2
484,Cheshire,2017-05-28,104.5,2
485,Cheshire,2017-06-28,104.6,2
486,Cheshire,2017-07-28,104.7,2
487,Cheshire,2017-08-28,104.9,2
488,Cheshire,2017-09-28,105.0,2
489,Cheshire,2017-10-28,105.1,2
490,Cheshire,2017-11-28,105.3,2
491,Cheshire,2017-12-28,105.4,2
492,Cheshire,2018-01-28,105.5,2
493,Cheshire,2018-02-28,105.5,2
494,Cheshire,2018-03-28,105.6,2
495,Cheshire,2018-04-28,105.6,2
496,Cheshire,2018-05-28,105.7,2
497,Cheshire,2018-06-28,105.8,2
498,Cheshire,2018-07-28,105.9,2
499,Cheshire,2018-08-28,106.1,2
500,Cheshire,2018-09-28,106.1,2
501,Cheshire,2018-10-28,106.2,2
502,Cheshire,2018-11-28,106.3,2
503,Cheshire,2018-12-28,106.3,2
504,Cheshire,2019-01-28,106.5,2
505,Cheshire,2019-02-28,106.6,2
506,Cheshire,2019-03-28,106.7,2
507,Cheshire,2019-04-28,106.6,2
508,Cheshire,2019-05-28,106.6,2
509,Cheshire,2019-06-28,106.5,2
510,Cheshire,2019-07-28,106.5,2
511,Cheshire,2019-08-28,106.5,2
512,Cheshire,2019-09-28,106.7,2
513,Cheshire,2019-10-28,106.6,2
514,Cheshire,2019-11-28,106.7,2
515,Cheshire,2019-12-28,106.8,2
516,Cheshire,2020-01-28,106.9,2
517,Cheshire,2020-02-28,106.9,2
518,Cheshire,2020-03-28,106.8,2
519,Cheshire,2020-04-28,105.4,2
520,Cheshire,2020-05-28,104.9,2
521,Cheshire,2020-06-28,104.9,2
522,Cheshire,2020-07-28,104.7,2
523,Cheshire,2020-08-28,104.5,2
524,Cheshire,2020-09-28,104.4,2
525,Cheshire,2020-10-28,104.4,2
526,Cheshire,2020-11-28,104.4,2
527,Cheshire,2020-12-28,104.5,2
528,Cheshire,2021-01-28,104.5,2
529,Cheshire,2021-02-28,104.7,2
530,Cheshire,2021-03-28,104.9,2
531,Cheshire,2021-04-28,105.0,2
532,Cheshire,2021-05-28,105.5,2
533,Cheshire,2021-06-28,106.0,2
534,Cheshire,2021-07-28,106.4,2
535,Cheshire,2021-08-28,107.0,2
536,Cheshire,2021-09-28,107.5,2
537,Cheshire,2021-10-28,107.5,2
538,Cheshire,2021-11-28,108.0,2
539,Cheshire,2021-12-28,108.4,2
540,Merseyside,2014-07-28,100.0,2
541,Merseyside,2014-08-28,100.2,2
542,Merseyside,2014-09-28,100.3,2
543,Merseyside,2014-10-28,100.3,2
544,Merseyside,2014-11-28,100.5,2
545,Merseyside,2014-12-28,100.5,2
546,Merseyside,2015-01-28,101.3,2
547,Merseyside,2015-02-28,101.5,2
548,Merseyside,2015-03-28,101.8,2
549,Merseyside,2015-04-28,102.0,2
550,Merseyside,2015-05-28,102.2,2
551,Merseyside,2015-06-28,102.4,2
552,Merseyside,2015-07-28,102.6,2
553,Merseyside,2015-08-28,102.8,2
554,Merseyside,2015-09-28,103.0,2
555,Merseyside,2015-10-28,103.3,2
556,Merseyside,2015-11-28,103.4,2
557,Merseyside,2015-12-28,103.2,2
558,Merseyside,2016-01-28,103.6,2
559,Merseyside,2016-02-28,103.6,2
560,Merseyside,2016-03-28,103.7,2
561,Merseyside,2016-04-28,103.7,2
562,Merseyside,2016-05-28,104.0,2
563,Merseyside,2016-06-28,104.1,2
564,Merseyside,2016-07-28,104.1,2
565,Merseyside,2016-08-28,104.1,2
566,Merseyside,2016-09-28,104.1,2
567,Merseyside,2016-10-28,104.2,2
568,Merseyside,2016-11-28,104.3,2
569,Merseyside,2016-12-28,104.4,2
570,Merseyside,2017-01-28,104.5,2
571,Merseyside,2017-02-28,104.6,2
572,Merseyside,2017-03-28,104.7,2
573,Merseyside,2017-04-28,105.0,2
574,Merseyside,2017-05-28,105.1,2
575,Merseyside,2017-06-28,105.2,2
576,Merseyside,2017-07-28,105.3,2
577,Merseyside,2017-08-28,105.4,2
578,Merseyside,2017-09-28,105.5,2
579,Merseyside,2017-10-28,105.6,2
580,Merseyside,2017-11-28,105.7,2
581,Merseyside,2017-12-28,105.9,2
582,Merseyside,2018-01-28,106.0,2
583,Merseyside,2018-02-28,106.0,2
584,Merseyside,2018-03-28,106.1,2
585,Merseyside,2018-04-28,106.2,2
586,Merseyside,2018-05-28,106.2,2
587,Merseyside,2018-06-28,106.3,2
588,Merseyside,2018-07-28,106.5,2
589,Merseyside,2018-08-28,106.7,2
590,Merseyside,2018-09-28,106.8,2
591,Merseyside,2018-10-28,107.0,2
592,Merseyside,2018-11-28,107.1,2
593,Merseyside,2018-12-28,107.1,2
594,Merseyside,2019-01-28,107.3,2
595,Merseyside,2019-02-28,107.4,2
596,Merseyside,2019-03-28,107.7,2
