,Y,Y1,Y2,Y3,t,label
0,-0.0842696629213483,-0.1187265917602996,-0.1337078651685393,-0.1651685393258427,1,Year 1
1,-0.1344569288389513,-0.150187265917603,-0.301498127340824,-0.2805243445692884,2,Year 2
2,-0.1037453183520599,-0.0520599250936329,-0.246816479400749,-0.1868913857677902,3,Year 3
3,-0.0535580524344569,0.0116104868913857,-0.0348314606741572,-0.0602996254681648,4,Year 4
4,-0.0595505617977528,-0.0026217228464419,0.0805243445692884,-0.0520599250936329,5,Year 5
