,month,GPR,GPRT,GPRA,GPRH,GPRHT,GPRHA,SHARE_GPR,N10,SHARE_GPRH,N3H,GPRH_NOEW,GPR_NOEW,GPRH_AND,GPR_AND,GPRH_BASIC,GPR_BASIC,SHAREH_CAT_1,SHAREH_CAT_2,SHAREH_CAT_3,SHAREH_CAT_4,SHAREH_CAT_5,SHAREH_CAT_6,SHAREH_CAT_7,SHAREH_CAT_8,GPRC_ARG,GPRC_AUS,GPRC_BEL,GPRC_BRA,GPRC_CAN,GPRC_CHE,GPRC_CHL,GPRC_CHN,GPRC_COL,GPRC_DEU,GPRC_DNK,GPRC_EGY,GPRC_ESP,GPRC_FIN,GPRC_FRA,GPRC_GBR,GPRC_HKG,GPRC_HUN,GPRC_IDN,GPRC_IND,GPRC_ISR,GPRC_ITA,GPRC_JPN,GPRC_KOR,GPRC_MEX,GPRC_MYS,GPRC_NLD,GPRC_NOR,GPRC_PER,GPRC_PHL,GPRC_POL,GPRC_PRT,GPRC_RUS,GPRC_SAU,GPRC_SWE,GPRC_THA,GPRC_TUN,GPRC_TUR,GPRC_TWN,GPRC_UKR,GPRC_USA,GPRC_VEN,GPRC_VNM,GPRC_ZAF,GPRHC_ARG,GPRHC_AUS,GPRHC_BEL,GPRHC_BRA,GPRHC_CAN,GPRHC_CHE,GPRHC_CHL,GPRHC_CHN,GPRHC_COL,GPRHC_DEU,GPRHC_DNK,GPRHC_EGY,GPRHC_ESP,GPRHC_FIN,GPRHC_FRA,GPRHC_GBR,GPRHC_HKG,GPRHC_HUN,GPRHC_IDN,GPRHC_IND,GPRHC_ISR,GPRHC_ITA,GPRHC_JPN,GPRHC_KOR,GPRHC_MEX,GPRHC_MYS,GPRHC_NLD,GPRHC_NOR,GPRHC_PER,GPRHC_PHL,GPRHC_POL,GPRHC_PRT,GPRHC_RUS,GPRHC_SAU,GPRHC_SWE,GPRHC_THA,GPRHC_TUN,GPRHC_TUR,GPRHC_TWN,GPRHC_UKR,GPRHC_USA,GPRHC_VEN,GPRHC_VNM,GPRHC_ZAF,var_name,var_label
0,1900-01-01,,,,87.92784881591797,64.71749114990234,110.45352172851562,,,3.171931743621826,7724,92.1898193359375,,116.94910430908203,,84.10779571533203,,0.5178663730621338,0.012946659699082375,0.6991196274757385,0.0,0.0,1.3205592632293701,0.9451061487197876,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02589331939816475,0.07767996191978455,0.09062661975622177,0.012946659699082375,0.09062661975622177,0.03883998095989227,0.012946659699082375,0.23303987085819244,0.02589331939816475,0.5308130383491516,0.012946659699082375,0.0517866387963295,0.5567063689231873,0.02589331939816475,0.6732262969017029,1.5406525135040283,0.0,0.02589331939816475,0.0,0.2718798518180847,0.0,0.0517866387963295,0.09062661975622177,0.012946659699082375,0.06473329663276672,0.0,0.24598653614521027,0.012946659699082375,0.012946659699082375,0.8803728818893433,0.0517866387963295,0.24598653614521027,0.2589331865310669,0.0,0.012946659699082375,0.07767996191978455,0.0,0.03883998095989227,0.0,0.0,2.7187986373901367,0.0517866387963295,0.012946659699082375,1.1522526741027832,month,Date (year/month)
1,1900-02-01,,,,86.56649017333984,71.93684387207031,96.25048828125,,,3.122821807861328,7173,91.0323257446289,,131.07498168945312,,79.70037841796875,,0.4739997088909149,0.12547051906585693,0.7667642831802368,0.0,0.01394116785377264,1.1292346715927124,0.8364700675010681,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01394116785377264,0.15335285663604736,0.15335285663604736,0.02788233570754528,0.0975881814956665,0.08364701271057129,0.01394116785377264,0.0975881814956665,0.0,0.6412937641143799,0.02788233570754528,0.195176362991333,0.390352725982666,0.0,0.961940586566925,1.8820576667785645,0.0,0.041823506355285645,0.0,0.390352725982666,0.01394116785377264,0.195176362991333,0.041823506355285645,0.0,0.0975881814956665,0.0,0.3067057132720947,0.01394116785377264,0.01394116785377264,0.4739997088909149,0.01394116785377264,0.13941168785095215,0.33458805084228516,0.0,0.0,0.08364701271057129,0.0,0.12547051906585693,0.0,0.0,2.732469081878662,0.02788233570754528,0.0,1.1431758403778076,GPR,Recent GPR (Index: 1985:2019=100)
2,1900-03-01,,,,72.14070129394531,57.475852966308594,84.49942779541016,,,2.602421998977661,7762,77.06775665283203,,112.93885040283203,,65.70138549804688,,0.4509147107601166,0.07729966193437576,0.5668641924858093,0.0,0.03864983096718788,1.2625612020492554,0.46379798650741577,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012883277609944344,0.12883277237415314,0.10306622087955475,0.012883277609944344,0.1803658902645111,0.025766555219888687,0.0,0.14171604812145233,0.012883277609944344,0.46379798650741577,0.0,0.09018294513225555,0.3864983320236206,0.0,0.5410976409912109,1.3527441024780273,0.0,0.03864983096718788,0.0,0.28343209624290466,0.03864983096718788,0.1803658902645111,0.10306622087955475,0.06441638618707657,0.051533110439777374,0.0,0.2061324417591095,0.025766555219888687,0.012883277609944344,0.347848504781723,0.012883277609944344,0.051533110439777374,0.3864983320236206,0.0,0.012883277609944344,0.11594949662685394,0.0,0.1803658902645111,0.0,0.0,2.1515073776245117,0.025766555219888687,0.0,0.8631795644760132,GPRT,Recent GPR Threats (Index: 1985:2019=100)
3,1900-04-01,,,,54.41944885253906,37.326602935791016,65.85820770263672,,,1.9631410837173462,7488,61.98524856567383,,99.77803802490234,,53.790348052978516,,0.38728633522987366,0.0,0.3205128312110901,0.0,0.0,0.6410256624221802,0.7345085740089417,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.08012820780277252,0.026709401980042458,0.0,0.08012820780277252,0.013354700990021229,0.0,0.10683760792016983,0.053418803960084915,0.21367521584033966,0.04006410390138626,0.013354700990021229,0.2938034236431122,0.026709401980042458,0.38728633522987366,1.1217948198318481,0.0,0.0,0.0,0.12019230425357819,0.0,0.09348290413618088,0.1469017118215561,0.026709401980042458,0.053418803960084915,0.0,0.04006410390138626,0.013354700990021229,0.026709401980042458,0.33386752009391785,0.0,0.08012820780277252,0.2670940160751343,0.0,0.0,0.04006410390138626,0.0,0.06677350401878357,0.0,0.0,1.7761752605438232,0.0,0.0,0.6410256624221802,GPRA,Recent GPR Acts (Index: 1985:2019=100)
4,1900-05-01,,,,64.40519714355469,48.200008392333984,74.37395477294922,,,2.3233695030212402,7360,64.23833465576172,,105.35204315185547,,55.6085090637207,,0.5163043737411499,0.04076087102293968,0.35326087474823,0.0,0.0,0.6929348111152649,0.883152186870575,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.12228260934352875,0.027173912152647972,0.054347824305295944,0.25815218687057495,0.013586956076323986,0.027173912152647972,0.10869564861059189,0.054347824305295944,0.40760868787765503,0.027173912152647972,0.04076087102293968,0.25815218687057495,0.0,0.489130437374115,1.1141303777694702,0.0,0.027173912152647972,0.0,0.21739129722118378,0.0,0.12228260934352875,0.0679347813129425,0.0,0.0679347813129425,0.0,0.19021739065647125,0.027173912152647972,0.0,0.489130437374115,0.0,0.08152174204587936,0.176630437374115,0.0,0.0,0.16304348409175873,0.0,0.08152174204587936,0.0,0.0,1.9701087474822998,0.013586956076323986,0.0,0.7880434989929199,GPRH,Historical GPR (Index: 1900:2019=100)
5,1900-06-01,,,,83.6102523803711,70.00657653808594,93.97769165039062,,,3.0161776542663574,7294,77.46733856201172,,124.27394104003906,,76.15156555175781,,0.46613654494285583,0.054839592427015305,0.7951741218566895,0.0,0.027419796213507652,1.247600793838501,0.7403345108032227,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0685494914650917,0.12338908761739731,0.0,0.054839592427015305,0.027419796213507652,0.013709898106753826,1.494378924369812,0.054839592427015305,0.6854948997497559,0.054839592427015305,0.054839592427015305,0.1370989829301834,0.0,0.9871127009391785,1.6040581464767456,0.0,0.0,0.0,0.3016177713871002,0.0,0.2056484818458557,0.726624608039856,0.0411296971142292,0.054839592427015305,0.0,0.1370989829301834,0.027419796213507652,0.027419796213507652,0.5346860289573669,0.013709898106753826,0.0685494914650917,0.9459829926490784,0.0,0.013709898106753826,0.0822593942284584,0.013709898106753826,0.10967918485403061,0.027419796213507652,0.0,2.7282698154449463,0.027419796213507652,0.0411296971142292,0.6717850565910339,GPRHT,Historical GPR Threats (Index: 1900:2019=100)
6,1900-07-01,,,,108.57112121582031,87.0623779296875,125.7090835571289,,,3.9166224002838135,7532,95.87948608398438,,134.7261962890625,,105.65846252441406,,0.7567710876464844,0.07966011762619019,0.809877872467041,0.0,0.03983005881309509,1.407328724861145,1.3143919706344604,0.01327668596059084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02655337192118168,0.06638342887163162,0.09293680638074875,0.03983005881309509,0.07966011762619019,0.06638342887163162,0.05310674384236336,2.8013808727264404,0.05310674384236336,1.1019649505615234,0.03983005881309509,0.05310674384236336,0.4779607057571411,0.01327668596059084,1.2081784009933472,1.8189059495925903,0.01327668596059084,0.03983005881309509,0.01327668596059084,0.6240042448043823,0.01327668596059084,0.27881041169166565,1.0355814695358276,0.06638342887163162,0.11949017643928528,0.0,0.09293680638074875,0.01327668596059084,0.0,0.6240042448043823,0.01327668596059084,0.03983005881309509,1.0355814695358276,0.0,0.01327668596059084,0.2522570490837097,0.0,0.1460435539484024,0.03983005881309509,0.0,3.544875144958496,0.02655337192118168,0.02655337192118168,0.2920871078968048,GPRHA,Historical GPR Acts (Index: 1900:2019=100)
7,1900-08-01,,,,108.50281524658203,63.841644287109375,149.760986328125,,,3.914158344268799,7409,95.914794921875,,126.37020111083984,,115.74249267578125,,0.5128897428512573,0.09447968751192093,0.5803751945495605,0.0,0.026994196698069572,1.430692434310913,1.6736401319503784,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.08098258823156357,0.13497097790241241,0.0,0.10797678679227829,0.0,0.0,2.6454312801361084,0.0,1.0662707090377808,0.013497098349034786,0.026994196698069572,0.3779187500476837,0.013497098349034786,1.0797678232192993,1.9030908346176147,0.013497098349034786,0.040491294115781784,0.0,0.25644487142562866,0.026994196698069572,0.4454042315483093,1.26872718334198,0.06748548895120621,0.08098258823156357,0.0,0.09447968751192093,0.0,0.0,0.5398839116096497,0.053988393396139145,0.026994196698069572,1.1067620515823364,0.0,0.040491294115781784,0.2429477721452713,0.013497098349034786,0.08098258823156357,0.040491294115781784,0.0,3.549736738204956,0.026994196698069572,0.013497098349034786,0.2429477721452713,SHARE_GPR,Percent of Recent GPR Articles
8,1900-09-01,,,,62.81330108642578,54.69841384887695,67.58177947998047,,,2.2659430503845215,7370,65.52025604248047,,108.19073486328125,,62.58487319946289,,0.4341926872730255,0.05427408590912819,0.5563093423843384,0.0,0.0,0.7055630683898926,0.6784260272979736,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05427408590912819,0.027137042954564095,0.04070556163787842,0.05427408590912819,0.04070556163787842,0.027137042954564095,0.06784260272979736,0.9090909361839294,0.05427408590912819,0.719131588935852,0.0,0.013568521477282047,0.46132972836494446,0.013568521477282047,0.5427408218383789,0.7734056711196899,0.0,0.027137042954564095,0.0,0.12211669236421585,0.027137042954564095,0.2442333847284317,0.2985074520111084,0.013568521477282047,0.12211669236421585,0.0,0.027137042954564095,0.013568521477282047,0.027137042954564095,0.4070556163787842,0.013568521477282047,0.09497964382171631,0.7869741916656494,0.0,0.0,0.13568520545959473,0.0,0.04070556163787842,0.013568521477282047,0.0,2.008141040802002,0.013568521477282047,0.0,0.17639076709747314,N10,"Number of articles (10 recent newspapers, 1985-)"
9,1900-10-01,,,,43.3669319152832,31.717626571655273,51.4328498840332,,,1.564429759979248,7287,46.68329620361328,,88.74467468261719,,37.88948440551758,,0.24701523780822754,0.04116920381784439,0.31563058495521545,0.0,0.0,0.42541512846946716,0.5763688683509827,0.05489227548241615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05489227548241615,0.1097845509648323,0.0,0.04116920381784439,0.0,0.0,0.4391382038593292,0.013723068870604038,0.31563058495521545,0.0,0.027446137741208076,0.2744613587856293,0.027446137741208076,0.2744613587856293,0.4528612494468689,0.027446137741208076,0.013723068870604038,0.0,0.12350761890411377,0.0,0.05489227548241615,0.06861533969640732,0.013723068870604038,0.04116920381784439,0.0,0.05489227548241615,0.013723068870604038,0.04116920381784439,0.4116920530796051,0.0,0.013723068870604038,0.17839989066123962,0.0,0.013723068870604038,0.06861533969640732,0.0,0.027446137741208076,0.0,0.0,1.2625223398208618,0.0,0.0,0.20584602653980255,SHARE_GPRH,Percent of Historical GPR Articles
