,Y,Y1,Y2,Y3,t,label
0,0.968527918781726,0.536040609137056,0.6609137055837565,0.6487309644670052,1,Year 1
1,0.4355329949238581,0.4385786802030459,0.2223350253807108,0.3076142131979695,2,Year 2
2,-0.6182741116751267,-0.2527918781725886,-0.4598984771573602,-0.3776649746192893,3,Year 3
3,-0.4964467005076138,-0.5238578680203043,-0.3228426395939083,-0.3563451776649744,4,Year 4
4,-0.0883248730964465,-0.3076142131979693,-0.0395939086294414,-0.0913705583756343,5,Year 5
