,Y,Y1,Y2,t,label
0,0.0001789264413518,0.0024055666003976,-0.0028429423459244,0,Q0
1,-0.0045924453280318,-0.0002982107355864,-0.0093638170974155,1,Q1
2,-0.0060238568588469,-0.0004572564612325,-0.0119085487077534,2,Q2
3,0.0012922465208747,0.0070178926441352,-0.0050695825049701,3,Q3
4,0.0097216699801192,0.0179920477137177,0.0063817097415506,4,Q4
5,0.022286282306163,0.0280119284294234,0.0168787276341948,5,Q5
6,0.0410536779324055,0.0466202783300198,0.0340556660039761,6,Q6
7,0.0475745526838966,0.054572564612326,0.0402584493041749,7,Q7
8,0.0509145129224652,0.0587077534791252,0.0428031809145129,8,Q8
9,0.0498011928429423,0.0579125248508946,0.0408946322067594,9,Q9
10,0.0426441351888668,0.052027833001988,0.0329423459244532,10,Q10
11,0.0386679920477137,0.0477335984095427,0.0268986083499006,11,Q11
12,0.031351888667992,0.0428031809145129,0.0195825049701789,12,Q12
13,0.031351888667992,0.042962226640159,0.0203777335984095,13,Q13
14,0.0350099403578528,0.0478926441351888,0.0214910536779324,14,Q14
15,0.0324652087475149,0.0494831013916501,0.0152882703777336,15,Q15
16,0.0111530815109344,0.0281709741550695,-0.0065009940357852,16,Q16
