,key,year,value
1018,Asia,2001,68.1
1019,Asia,2002,68.5
1020,Asia,2003,68.9
1021,Asia,2004,69.2
1022,Asia,2005,69.6
1023,Asia,2006,70.1
1024,Asia,2007,70.3
1025,Asia,2008,70.5
1026,Asia,2009,71.0
1027,Asia,2010,71.3
1028,Asia,2011,71.7
1029,Asia,2012,72.0
1030,Asia,2013,72.4
1031,Asia,2014,72.8
1032,Asia,2015,73.1
1033,Asia,2016,73.4
1034,Asia,2017,73.7
1035,Asia,2018,74.0
1036,Asia,2019,74.2
1037,Asia,2020,73.7
1038,Asia,2021,72.5
1039,Australia,1885,49.05
1040,Australia,1895,52.95
1041,Australia,1905,57.0
1042,Australia,1921,61.0
1043,Australia,1922,62.85
1044,Australia,1923,61.68
1045,Australia,1924,62.47
1046,Australia,1925,63.16
1047,Australia,1926,62.86
1048,Australia,1927,62.83
1049,Australia,1928,62.9
1050,Australia,1929,63.07
1051,Australia,1930,64.89
1052,Australia,1931,65.3
1053,Australia,1932,65.59
1054,Australia,1933,65.44
1055,Australia,1934,64.81
1056,Australia,1935,65.09
1057,Australia,1936,65.22
1058,Australia,1937,65.78
1059,Australia,1938,65.81
1060,Australia,1939,65.78
1061,Australia,1940,66.23
1062,Australia,1941,66.11
1063,Australia,1942,65.85
1064,Australia,1943,66.38
1065,Australia,1944,68.02
1066,Australia,1945,68.45
1067,Australia,1946,67.97
1068,Australia,1947,68.58
1069,Australia,1948,68.5
1070,Australia,1949,69.13
1071,Australia,1950,69.0
1072,Australia,1951,68.7
1073,Australia,1952,69.1
1074,Australia,1953,69.7
1075,Australia,1954,69.9
1076,Australia,1955,70.2
1077,Australia,1956,70.0
1078,Australia,1957,70.3
1079,Australia,1958,70.9
1080,Australia,1959,70.4
1081,Australia,1960,70.9
1082,Australia,1961,71.1
1083,Australia,1962,70.9
1084,Australia,1963,71.0
1085,Australia,1964,70.6
1086,Australia,1965,70.8
1087,Australia,1966,70.7
1088,Australia,1967,71.0
1089,Australia,1968,70.7
1090,Australia,1969,71.1
1091,Australia,1970,70.7
1092,Australia,1971,71.5
1093,Australia,1972,71.8
1094,Australia,1973,72.1
1095,Australia,1974,71.9
1096,Australia,1975,72.8
1097,Australia,1976,72.8
1098,Australia,1977,73.5
1099,Australia,1978,73.7
1100,Australia,1979,74.3
1101,Australia,1980,74.6
1102,Australia,1981,74.8
1103,Australia,1982,74.7
1104,Australia,1983,75.4
1105,Australia,1984,75.5
1106,Australia,1985,75.4
1107,Australia,1986,76.1
1108,Australia,1987,76.1
1109,Australia,1988,76.3
1110,Australia,1989,76.2
1111,Australia,1990,77.0
1112,Australia,1991,77.5
1113,Australia,1992,77.5
1114,Australia,1993,78.0
1115,Australia,1994,77.9
1116,Australia,1995,78.3
1117,Australia,1996,78.3
1118,Australia,1997,78.6
1119,Australia,1998,79.0
1120,Australia,1999,79.3
1121,Australia,2000,79.6
1122,Australia,2001,80.0
1123,Australia,2002,80.1
1124,Australia,2003,80.5
1125,Australia,2004,80.8
1126,Australia,2005,81.1
1127,Australia,2006,81.3
1128,Australia,2007,81.3
1129,Australia,2008,81.5
1130,Australia,2009,81.8
1131,Australia,2010,82.1
1132,Australia,2011,82.1
1133,Australia,2012,82.3
1134,Australia,2013,82.6
1135,Australia,2014,82.6
1136,Australia,2015,82.7
1137,Australia,2016,82.9
1138,Australia,2017,83.0
1139,Australia,2018,83.4
1140,Australia,2019,83.1
1141,Australia,2020,84.3
1142,Australia,2021,84.5
3015,Canada,1831,39.05
3016,Canada,1841,40.32
3017,Canada,1851,41.06
3018,Canada,1861,41.6
3019,Canada,1871,42.56
3020,Canada,1881,44.73
3021,Canada,1891,45.17
3022,Canada,1901,48.63
3023,Canada,1911,52.51
3024,Canada,1921,57.03
3025,Canada,1922,56.99
3026,Canada,1923,56.93
3027,Canada,1924,58.76
3028,Canada,1925,59.23
3029,Canada,1926,57.92
3030,Canada,1927,58.63
3031,Canada,1928,58.54
3032,Canada,1929,57.94
3033,Canada,1930,58.91
3034,Canada,1931,60.27
3035,Canada,1932,61.35
3036,Canada,1933,62.26
3037,Canada,1934,62.66
3038,Canada,1935,62.4
3039,Canada,1936,62.65
3040,Canada,1937,61.29
3041,Canada,1938,63.26
3042,Canada,1939,63.69
3043,Canada,1940,63.96
3044,Canada,1941,63.72
3045,Canada,1942,64.63
3046,Canada,1943,64.55
3047,Canada,1944,65.28
3048,Canada,1945,66.27
3049,Canada,1946,66.47
3050,Canada,1947,66.72
3051,Canada,1948,67.27
3052,Canada,1949,67.59
3053,Canada,1950,68.2
3054,Canada,1951,68.5
3055,Canada,1952,68.7
3056,Canada,1953,69.1
3057,Canada,1954,69.9
3058,Canada,1955,70.0
3059,Canada,1956,70.0
3060,Canada,1957,69.9
3061,Canada,1958,70.6
3062,Canada,1959,70.6
3063,Canada,1960,71.0
3064,Canada,1961,71.2
3065,Canada,1962,71.2
3066,Canada,1963,71.3
3067,Canada,1964,71.6
3068,Canada,1965,71.8
3069,Canada,1966,71.9
3070,Canada,1967,72.1
3071,Canada,1968,72.2
3072,Canada,1969,72.4
3073,Canada,1970,72.6
3074,Canada,1971,73.0
3075,Canada,1972,72.8
3076,Canada,1973,73.1
3077,Canada,1974,73.1
3078,Canada,1975,73.5
3079,Canada,1976,73.9
3080,Canada,1977,74.2
3081,Canada,1978,74.5
3082,Canada,1979,74.8
3083,Canada,1980,75.1
3084,Canada,1981,75.5
3085,Canada,1982,75.7
3086,Canada,1983,76.1
3087,Canada,1984,76.4
3088,Canada,1985,76.3
3089,Canada,1986,76.5
3090,Canada,1987,76.8
3091,Canada,1988,76.9
3092,Canada,1989,77.1
3093,Canada,1990,77.4
3094,Canada,1991,77.6
3095,Canada,1992,77.9
3096,Canada,1993,77.7
3097,Canada,1994,77.9
3098,Canada,1995,78.0
3099,Canada,1996,78.3
3100,Canada,1997,78.5
3101,Canada,1998,78.7
3102,Canada,1999,78.9
3103,Canada,2000,79.2
3104,Canada,2001,79.5
3105,Canada,2002,79.6
3106,Canada,2003,79.7
3107,Canada,2004,80.0
3108,Canada,2005,80.1
3109,Canada,2006,80.5
3110,Canada,2007,80.5
3111,Canada,2008,80.7
3112,Canada,2009,81.1
3113,Canada,2010,81.3
3114,Canada,2011,81.5
3115,Canada,2012,81.7
3116,Canada,2013,81.8
3117,Canada,2014,81.9
3118,Canada,2015,81.9
3119,Canada,2016,82.0
3120,Canada,2017,82.0
3121,Canada,2018,82.1
3122,Canada,2019,82.4
3123,Canada,2020,82.0
3124,Canada,2021,82.7
5490,Europe,1770,34.3
5491,Europe,1800,33.3
5492,Europe,1820,35.6
5493,Europe,1850,36.3
5494,Europe,1870,36.2
5495,Europe,1900,42.7
5496,Europe,1913,46.8
5497,Europe,1950,62.8
5498,Europe,1951,62.8
5499,Europe,1952,64.0
5500,Europe,1953,64.7
5501,Europe,1954,65.5
5502,Europe,1955,66.0
5503,Europe,1956,66.9
5504,Europe,1957,66.9
5505,Europe,1958,68.2
5506,Europe,1959,68.1
5507,Europe,1960,68.8
5508,Europe,1961,69.1
5509,Europe,1962,68.9
5510,Europe,1963,69.2
5511,Europe,1964,69.9
5512,Europe,1965,69.8
5513,Europe,1966,70.0
5514,Europe,1967,70.0
5515,Europe,1968,69.9
5516,Europe,1969,69.6
5517,Europe,1970,70.0
5518,Europe,1971,70.1
5519,Europe,1972,70.3
5520,Europe,1973,70.4
5521,Europe,1974,70.6
5522,Europe,1975,70.5
5523,Europe,1976,70.6
5524,Europe,1977,70.9
5525,Europe,1978,70.9
5526,Europe,1979,71.0
5527,Europe,1980,70.9
5528,Europe,1981,71.2
5529,Europe,1982,71.5
5530,Europe,1983,71.5
5531,Europe,1984,71.6
5532,Europe,1985,71.7
5533,Europe,1986,72.5
5534,Europe,1987,72.7
5535,Europe,1988,72.8
5536,Europe,1989,72.9
5537,Europe,1990,72.9
5538,Europe,1991,72.9
5539,Europe,1992,72.7
5540,Europe,1993,72.1
5541,Europe,1994,72.1
5542,Europe,1995,72.2
5543,Europe,1996,72.7
5544,Europe,1997,73.2
5545,Europe,1998,73.6
5546,Europe,1999,73.4
5547,Europe,2000,73.5
5548,Europe,2001,73.8
5549,Europe,2002,73.8
5550,Europe,2003,73.8
5551,Europe,2004,74.4
5552,Europe,2005,74.5
5553,Europe,2006,75.2
5554,Europe,2007,75.6
5555,Europe,2008,75.8
5556,Europe,2009,76.3
5557,Europe,2010,76.5
5558,Europe,2011,77.1
5559,Europe,2012,77.3
5560,Europe,2013,77.6
5561,Europe,2014,77.9
5562,Europe,2015,78.0
5563,Europe,2016,78.4
5564,Europe,2017,78.7
5565,Europe,2018,78.8
5566,Europe,2019,79.1
5567,Europe,2020,77.7
5568,Europe,2021,77.0
8031,India,1881,25.44
8032,India,1891,24.27
8033,India,1901,23.49
8034,India,1905,23.98
8035,India,1911,23.15
8036,India,1915,24.02
8037,India,1921,24.86
8038,India,1925,27.61
8039,India,1931,29.31
8040,India,1935,30.95
8041,India,1941,32.59
8042,India,1950,41.7
8043,India,1951,41.7
8044,India,1952,42.0
8045,India,1953,42.2
8046,India,1954,43.0
8047,India,1955,43.4
8048,India,1956,43.8
8049,India,1957,44.1
8050,India,1958,44.4
8051,India,1959,44.9
8052,India,1960,45.2
8053,India,1961,45.4
8054,India,1962,45.7
8055,India,1963,45.9
8056,India,1964,46.2
8057,India,1965,45.0
8058,India,1966,45.3
8059,India,1967,45.7
8060,India,1968,47.5
8061,India,1969,47.9
8062,India,1970,48.2
8063,India,1971,48.6
8064,India,1972,49.0
8065,India,1973,49.5
8066,India,1974,50.2
8067,India,1975,50.8
8068,India,1976,51.4
8069,India,1977,51.9
8070,India,1978,52.5
8071,India,1979,53.1
8072,India,1980,53.6
8073,India,1981,54.2
8074,India,1982,54.7
8075,India,1983,55.3
8076,India,1984,55.8
8077,India,1985,56.3
8078,India,1986,56.8
8079,India,1987,57.3
8080,India,1988,57.8
8081,India,1989,58.2
8082,India,1990,58.7
8083,India,1991,59.1
8084,India,1992,59.5
8085,India,1993,59.8
8086,India,1994,60.2
8087,India,1995,60.6
8088,India,1996,61.0
8089,India,1997,61.4
8090,India,1998,61.8
8091,India,1999,62.2
8092,India,2000,62.7
8093,India,2001,63.1
8094,India,2002,63.6
8095,India,2003,64.1
8096,India,2004,64.5
8097,India,2005,65.0
8098,India,2006,65.4
8099,India,2007,65.8
8100,India,2008,66.1
8101,India,2009,66.5
8102,India,2010,66.9
8103,India,2011,67.4
8104,India,2012,67.9
8105,India,2013,68.5
8106,India,2014,69.1
8107,India,2015,69.6
8108,India,2016,70.1
8109,India,2017,70.5
8110,India,2018,70.7
8111,India,2019,70.9
8112,India,2020,70.1
8113,India,2021,67.2
8848,Japan,1865,36.43
8849,Japan,1870,36.59
8850,Japan,1875,36.8
8851,Japan,1880,37.04
8852,Japan,1885,37.33
8853,Japan,1890,37.68
8854,Japan,1895,38.1
8855,Japan,1900,38.6
8856,Japan,1905,39.22
8857,Japan,1910,39.97
8858,Japan,1915,40.9
8859,Japan,1920,42.04
8860,Japan,1922,42.62
8861,Japan,1927,45.66
8862,Japan,1935,48.24
8863,Japan,1945,30.54
8864,Japan,1947,51.69
8865,Japan,1948,56.83
8866,Japan,1949,57.71
8867,Japan,1950,59.2
8868,Japan,1951,61.0
8869,Japan,1952,63.0
8870,Japan,1953,63.3
8871,Japan,1954,64.5
8872,Japan,1955,65.7
8873,Japan,1956,65.5
8874,Japan,1957,65.4
8875,Japan,1958,67.0
8876,Japan,1959,67.4
8877,Japan,1960,67.7
8878,Japan,1961,68.3
8879,Japan,1962,68.6
8880,Japan,1963,69.7
8881,Japan,1964,70.2
8882,Japan,1965,70.2
8883,Japan,1966,71.0
8884,Japan,1967,71.4
8885,Japan,1968,71.6
8886,Japan,1969,71.9
8887,Japan,1970,72.0
8888,Japan,1971,72.8
8889,Japan,1972,73.2
8890,Japan,1973,73.4
8891,Japan,1974,73.8
8892,Japan,1975,74.3
8893,Japan,1976,74.7
8894,Japan,1977,75.3
8895,Japan,1978,75.6
8896,Japan,1979,76.2
8897,Japan,1980,76.1
8898,Japan,1981,76.5
8899,Japan,1982,77.1
8900,Japan,1983,77.1
8901,Japan,1984,77.5
8902,Japan,1985,77.8
8903,Japan,1986,78.2
8904,Japan,1987,78.6
8905,Japan,1988,78.5
8906,Japan,1989,79.0
8907,Japan,1990,79.0
8908,Japan,1991,79.3
8909,Japan,1992,79.3
8910,Japan,1993,79.4
8911,Japan,1994,79.8
8912,Japan,1995,79.7
8913,Japan,1996,80.3
8914,Japan,1997,80.6
8915,Japan,1998,80.6
8916,Japan,1999,80.6
8917,Japan,2000,81.2
8918,Japan,2001,81.5
8919,Japan,2002,81.8
8920,Japan,2003,81.9
8921,Japan,2004,82.1
8922,Japan,2005,82.0
8923,Japan,2006,82.4
8924,Japan,2007,82.6
8925,Japan,2008,82.6
8926,Japan,2009,83.0
8927,Japan,2010,82.9
8928,Japan,2011,82.7
8929,Japan,2012,83.2
8930,Japan,2013,83.4
8931,Japan,2014,83.7
8932,Japan,2015,83.9
8933,Japan,2016,84.1
8934,Japan,2017,84.2
8935,Japan,2018,84.3
8936,Japan,2019,84.4
8937,Japan,2020,84.7
8938,Japan,2021,84.8
13812,Oceania,1870,34.7
13813,Oceania,1900,47.6
13814,Oceania,1913,51.0
13815,Oceania,1950,61.4
13816,Oceania,1951,60.6
13817,Oceania,1952,62.0
13818,Oceania,1953,62.7
13819,Oceania,1954,63.0
13820,Oceania,1955,63.4
13821,Oceania,1956,63.6
13822,Oceania,1957,64.0
13823,Oceania,1958,64.6
13824,Oceania,1959,64.5
13825,Oceania,1960,65.1
13826,Oceania,1961,65.4
13827,Oceania,1962,65.4
13828,Oceania,1963,65.7
13829,Oceania,1964,65.5
13830,Oceania,1965,65.8
13831,Oceania,1966,65.8
13832,Oceania,1967,66.3
13833,Oceania,1968,66.2
13834,Oceania,1969,66.7
13835,Oceania,1970,66.6
13836,Oceania,1971,67.4
13837,Oceania,1972,67.8
13838,Oceania,1973,68.0
13839,Oceania,1974,68.1
13840,Oceania,1975,68.8
13841,Oceania,1976,68.9
13842,Oceania,1977,69.4
13843,Oceania,1978,69.8
13844,Oceania,1979,70.3
13845,Oceania,1980,70.5
13846,Oceania,1981,70.9
13847,Oceania,1982,70.9
13848,Oceania,1983,71.5
13849,Oceania,1984,71.7
13850,Oceania,1985,71.6
13851,Oceania,1986,72.1
13852,Oceania,1987,72.2
13853,Oceania,1988,72.5
13854,Oceania,1989,72.5
13855,Oceania,1990,73.2
13856,Oceania,1991,73.6
13857,Oceania,1992,73.6
13858,Oceania,1993,74.0
13859,Oceania,1994,74.0
13860,Oceania,1995,74.3
13861,Oceania,1996,74.3
13862,Oceania,1997,74.6
13863,Oceania,1998,74.7
13864,Oceania,1999,75.1
13865,Oceania,2000,75.4
13866,Oceania,2001,75.6
13867,Oceania,2002,75.5
13868,Oceania,2003,75.8
13869,Oceania,2004,76.0
13870,Oceania,2005,76.4
13871,Oceania,2006,76.5
13872,Oceania,2007,76.5
13873,Oceania,2008,76.8
13874,Oceania,2009,77.0
13875,Oceania,2010,77.4
13876,Oceania,2011,77.5
13877,Oceania,2012,77.7
13878,Oceania,2013,78.0
13879,Oceania,2014,78.0
13880,Oceania,2015,78.2
13881,Oceania,2016,78.4
13882,Oceania,2017,78.5
13883,Oceania,2018,78.8
13884,Oceania,2019,78.7
13885,Oceania,2020,79.5
13886,Oceania,2021,79.4
14993,Russia,1896,31.9
14994,Russia,1900,30.5
14995,Russia,1920,20.5
14996,Russia,1921,23.8
14997,Russia,1922,24.7
14998,Russia,1923,33.6
14999,Russia,1924,36.1
15000,Russia,1925,35.2
15001,Russia,1926,38.4
15002,Russia,1927,37.5
15003,Russia,1928,38.9
15004,Russia,1929,37.4
15005,Russia,1930,36.5
15006,Russia,1931,35.0
15007,Russia,1932,32.8
15008,Russia,1934,38.2
15009,Russia,1935,39.6
15010,Russia,1936,41.1
15011,Russia,1937,39.9
15012,Russia,1938,41.4
15013,Russia,1939,43.6
15014,Russia,1940,41.2
15015,Russia,1946,46.1
15016,Russia,1947,40.4
15017,Russia,1948,52.2
15018,Russia,1949,55.0
15019,Russia,1950,57.2
15020,Russia,1951,57.2
15021,Russia,1952,59.2
15022,Russia,1953,60.3
15023,Russia,1954,61.5
15024,Russia,1955,63.3
15025,Russia,1956,67.0
15026,Russia,1957,66.4
15027,Russia,1958,68.0
15028,Russia,1959,67.4
15029,Russia,1960,68.3
15030,Russia,1961,68.4
15031,Russia,1962,68.1
15032,Russia,1963,68.5
15033,Russia,1964,69.1
15034,Russia,1965,68.6
15035,Russia,1966,68.6
15036,Russia,1967,68.3
15037,Russia,1968,68.2
15038,Russia,1969,67.6
15039,Russia,1970,67.7
15040,Russia,1971,67.8
15041,Russia,1972,67.7
15042,Russia,1973,67.7
15043,Russia,1974,67.7
15044,Russia,1975,67.2
15045,Russia,1976,66.9
15046,Russia,1977,66.9
15047,Russia,1978,66.8
15048,Russia,1979,66.4
15049,Russia,1980,66.3
15050,Russia,1981,66.6
15051,Russia,1982,67.0
15052,Russia,1983,66.9
15053,Russia,1984,66.5
15054,Russia,1985,67.0
15055,Russia,1986,69.0
15056,Russia,1987,69.0
15057,Russia,1988,68.9
15058,Russia,1989,69.0
15059,Russia,1990,68.5
15060,Russia,1991,68.4
15061,Russia,1992,67.6
15062,Russia,1993,65.0
15063,Russia,1994,63.9
15064,Russia,1995,64.1
15065,Russia,1996,65.4
15066,Russia,1997,66.4
15067,Russia,1998,66.8
15068,Russia,1999,65.6
15069,Russia,2000,65.3
15070,Russia,2001,65.4
15071,Russia,2002,65.1
15072,Russia,2003,65.3
15073,Russia,2004,65.9
15074,Russia,2005,66.1
15075,Russia,2006,67.3
15076,Russia,2007,68.2
15077,Russia,2008,68.5
15078,Russia,2009,69.2
15079,Russia,2010,69.4
15080,Russia,2011,70.4
15081,Russia,2012,70.8
15082,Russia,2013,71.3
15083,Russia,2014,71.6
15084,Russia,2015,72.1
15085,Russia,2016,72.7
15086,Russia,2017,73.4
15087,Russia,2018,73.5
15088,Russia,2019,73.9
15089,Russia,2020,71.3
15090,Russia,2021,69.4
17319,Sweden,1751,38.37
17320,Sweden,1752,35.34
17321,Sweden,1753,39.69
17322,Sweden,1754,37.43
17323,Sweden,1755,36.5
17324,Sweden,1756,36.18
17325,Sweden,1757,33.76
17326,Sweden,1758,32.87
17327,Sweden,1759,38.15
17328,Sweden,1760,39.66
17329,Sweden,1761,37.76
17330,Sweden,1762,32.42
17331,Sweden,1763,30.39
17332,Sweden,1764,36.24
17333,Sweden,1765,35.93
17334,Sweden,1766,38.04
17335,Sweden,1767,38.16
17336,Sweden,1768,34.99
17337,Sweden,1769,34.65
17338,Sweden,1770,36.6
17339,Sweden,1771,35.37
17340,Sweden,1772,27.68
17341,Sweden,1773,17.96
17342,Sweden,1774,40.53
17343,Sweden,1775,38.09
17344,Sweden,1776,41.47
17345,Sweden,1777,38.08
17346,Sweden,1778,35.5
17347,Sweden,1779,32.76
17348,Sweden,1780,42.64
17349,Sweden,1781,37.76
17350,Sweden,1782,36.61
17351,Sweden,1783,33.68
17352,Sweden,1784,31.4
17353,Sweden,1785,33.43
17354,Sweden,1786,37.84
17355,Sweden,1787,40.22
17356,Sweden,1788,36.76
17357,Sweden,1789,31.17
17358,Sweden,1790,33.55
17359,Sweden,1791,38.4
17360,Sweden,1792,39.78
17361,Sweden,1793,39.59
17362,Sweden,1794,40.36
17363,Sweden,1795,36.5
17364,Sweden,1796,38.82
17365,Sweden,1797,40.31
17366,Sweden,1798,41.29
17367,Sweden,1799,39.29
17368,Sweden,1800,32.13
17369,Sweden,1801,36.85
17370,Sweden,1802,40.13
17371,Sweden,1803,40.19
17372,Sweden,1804,39.65
17373,Sweden,1805,41.0
17374,Sweden,1806,36.14
17375,Sweden,1807,38.72
17376,Sweden,1808,30.13
17377,Sweden,1809,26.86
