date,GPRD_MA30,GPRD_MA7,GPRD
2021-09-23,88.99241,80.59291,68.83257
2021-09-24,90.49994,72.14209,92.7519
2021-09-25,87.89188,62.51799,36.14905
2021-09-26,85.53841,61.40536,33.2087
2021-09-27,83.56305,60.98755,57.0313
2021-09-28,84.04558,62.6228,96.15581
2021-09-29,82.43311,63.36101,59.39777
2021-09-30,79.08872,68.19646,102.68067
2021-10-01,78.68879,64.6658,68.03734
2021-10-02,77.06808,67.73585,57.63936
2021-10-03,75.21989,69.16961,43.24501
2021-10-04,75.65223,70.42408,65.81261
2021-10-05,79.69215,81.24474,171.90044
2021-10-06,78.83742,80.76965,56.07211
2021-10-07,78.95493,83.43031,121.3053
2021-10-08,79.25817,87.19634,94.3996
2021-10-09,78.06635,84.37042,37.85792
2021-10-10,76.74004,81.92854,26.15185
2021-10-11,75.45227,79.78478,50.80625
2021-10-12,75.87081,66.88015,81.56802
2021-10-13,75.50689,72.29918,94.0053
2021-10-14,75.02609,62.87888,55.36325
2021-10-15,76.39864,64.69966,107.14504
2021-10-16,73.33291,63.17027,27.15219
2021-10-17,69.43777,64.44196,35.05363
2021-10-18,70.21085,75.28539,126.71024
2021-10-19,73.30566,82.75297,133.84113
2021-10-20,73.8541,80.23925,76.40929
2021-10-21,74.16397,85.75954,94.0053
2021-10-22,75.22432,82.74464,86.04072
2021-10-23,75.01122,87.78565,62.43927
2021-10-24,73.56753,89.84103,49.44131
2021-10-25,75.01686,83.11515,79.62904
2021-10-26,78.73169,84.65979,144.65361
2021-10-27,80.26174,88.44888,102.93289
2021-10-28,80.26096,88.75277,96.13255
2021-10-29,80.14043,84.43004,55.78158
2021-10-30,78.37901,82.62986,49.83803
2021-10-31,78.34178,85.12689,66.92056
2021-11-01,80.56488,91.51308,124.33229
2021-11-02,81.21892,79.82916,62.86625
2021-11-03,81.48535,75.66812,73.80557
2021-11-04,79.84492,79.46171,122.68769
2021-11-05,80.5406,82.48466,76.94228
2021-11-06,77.43583,79.38811,28.16211
2021-11-07,75.8371,76.46201,46.43786
2021-11-08,76.12069,65.32391,46.36565
2021-11-09,78.06817,68.42534,84.57619
2021-11-10,80.8847,77.21055,135.30206
2021-11-11,80.93392,71.54729,83.04487
2021-11-12,81.17432,75.01515,101.21735
2021-11-13,81.43813,80.03162,63.27732
2021-11-14,79.58298,80.75345,51.49069
2021-11-15,83.38326,94.29558,141.16055
2021-11-16,86.31023,99.76508,122.86272
2021-11-17,86.28886,98.44605,126.06886
2021-11-18,87.09987,109.17845,158.17171
2021-11-19,88.17814,110.2556,108.75735
2021-11-20,86.50788,107.48705,43.89743
2021-11-21,84.77527,104.99728,34.06239
2021-11-22,86.99376,103.25922,128.99406
2021-11-23,88.04273,97.26603,80.91042
2021-11-24,88.31129,91.78271,87.68562
2021-11-25,87.426,86.05748,118.0951
2021-11-26,85.96082,78.94607,58.97747
2021-11-27,84.66017,80.83405,57.11324
2021-11-28,83.98491,81.04277,35.52351
2021-11-29,84.34967,71.29806,60.78106
2021-11-30,85.21195,72.995,92.78901
2021-12-01,83.96568,72.88906,86.94403
2021-12-02,84.97429,69.32182,93.1244
2021-12-03,86.05317,76.0639,106.17205
2021-12-04,84.40746,78.37863,73.31639
2021-12-05,84.73464,85.69781,86.75773
2021-12-06,87.81406,94.23547,120.54468
2021-12-07,93.01395,109.89914,202.43469
2021-12-08,96.3204,118.27269,145.5589
2021-12-09,96.98643,119.90598,104.55737
2021-12-10,97.9756,128.3067,164.97716
2021-12-11,98.39479,131.49301,95.62051
2021-12-12,97.56901,130.01959,76.44387
2021-12-13,99.1404,128.57306,110.41893
2021-12-14,101.7542,118.21162,129.90462
2021-12-15,99.44926,107.70497,72.01234
2021-12-16,99.89548,112.23243,136.24957
2021-12-17,98.87453,102.29857,95.44012
2021-12-18,96.50179,101.0656,86.9897
2021-12-19,94.91058,98.86233,61.02098
2021-12-20,95.21687,90.67191,53.08603
2021-12-21,97.46162,86.60056,101.40514
2021-12-22,97.87303,96.50397,141.33623
2021-12-23,99.68632,96.36961,135.30911
2021-12-24,101.28746,102.12385,135.71977
2021-12-25,98.81345,95.96461,43.87507
2021-12-26,98.30521,93.49451,43.73027
2021-12-27,99.03046,97.17803,78.87066
2021-12-28,99.80935,91.10445,58.89009
2021-12-29,99.04627,76.32626,37.88885
2021-12-30,100.86082,78.02856,147.22523
2021-12-31,100.51572,69.58162,76.59116
2022-01-01,99.51479,72.32755,63.09653
2022-01-02,97.23766,71.48863,37.85792
2022-01-03,96.53854,67.69897,52.34306
2022-01-04,96.61205,71.99512,88.96311
2022-01-05,95.80998,80.36565,96.48255
2022-01-06,91.39598,69.33556,70.01464
2022-01-07,90.50934,75.38821,118.95961
2022-01-08,88.29994,71.84234,38.27547
2022-01-09,84.92415,75.53452,63.70323
2022-01-10,86.07035,86.62931,130.00658
2022-01-11,89.81932,100.90787,188.91301
2022-01-12,88.7458,98.29799,78.2134
2022-01-13,90.1039,112.6741,170.64743
2022-01-14,92.15586,114.76148,133.57127
2022-01-15,89.98274,119.44443,71.0561
2022-01-16,88.335,116.91653,46.00788
2022-01-17,89.07764,113.95398,109.26873
2022-01-18,91.67099,106.79804,138.82149
2022-01-19,95.02021,117.56223,153.56274
2022-01-20,96.18584,112.66603,136.37398
2022-01-21,97.66634,120.12034,185.75145
2022-01-22,98.01647,130.79987,145.81281
2022-01-23,97.05437,139.4926,106.85702
2022-01-24,101.78525,150.4258,185.80107
2022-01-25,110.04698,172.24878,291.58243
2022-01-26,116.09587,187.50229,260.33731
2022-01-27,122.96638,205.8782,265.0054
2022-01-28,127.77781,205.3754,182.23172
2022-01-29,130.11832,215.60789,217.44034
2022-01-30,129.68289,209.41814,63.52869
2022-01-31,132.34596,203.30206,142.98854
2022-02-01,137.4369,188.87401,190.58609
2022-02-02,144.03613,187.44296,250.31999
2022-02-03,146.94696,174.769,176.28763
2022-02-04,146.8167,161.96088,92.5748
2022-02-05,146.06837,137.69298,47.56507
2022-02-06,144.71138,139.79596,78.24963
2022-02-07,149.94057,147.24779,195.15126
2022-02-08,153.09673,142.64803,158.3878
2022-02-09,152.66914,123.62792,117.17927
2022-02-10,149.98996,113.94935,108.53761
2022-02-11,153.35878,126.33551,179.27795
2022-02-12,152.07013,138.39587,131.98764
2022-02-13,151.55124,144.07521,118.00495
2022-02-14,155.57893,143.60883,191.88655
2022-02-15,161.68068,153.70493,229.06053
2022-02-16,165.48729,168.88887,223.46687
2022-02-17,168.47501,186.01964,228.45294
2022-02-18,170.90129,192.74443,226.35155
2022-02-19,171.02751,193.91196,140.16025
2022-02-20,167.61168,188.95079,83.27684
2022-02-21,167.83015,183.30511,152.36682
2022-02-22,173.58273,190.50137,279.43439
2022-02-23,181.75673,220.15199,431.02121
2022-02-24,184.3941,240.4735,370.7034
2022-02-25,192.91258,281.83636,515.89166
2022-02-26,197.36546,318.75513,398.59167
2022-02-27,198.0275,335.72888,202.09299
2022-02-28,205.86676,378.62192,452.61807
2022-03-01,221.77672,415.96378,540.82739
2022-03-02,234.46124,429.17856,523.52466
2022-03-03,242.66911,438.62408,436.82214
2022-03-04,245.99423,414.93573,350.07321
2022-03-05,250.86343,404.04605,322.36398
2022-03-06,254.3651,403.40775,197.62477
2022-03-07,264.85666,390.5069,362.3121
2022-03-08,273.9852,363.54657,352.1051
2022-03-09,277.3237,330.94397,295.30643
2022-03-10,283.7908,318.88379,352.40082
2022-03-11,293.56253,327.49203,410.33096
2022-03-12,299.90146,324.11224,298.70551
2022-03-13,299.95932,321.73938,181.01463
2022-03-14,307.23004,319.99603,350.1088
2022-03-15,313.69263,314.24991,311.88226
2022-03-16,323.07053,339.66672,473.22397
2022-03-17,325.1127,330.79883,290.32562
2022-03-18,327.17435,312.93954,285.31604
2022-03-19,325.42218,295.39426,175.88855
2022-03-20,322.23578,288.21494,130.75925
2022-03-21,325.15509,270.73352,227.73903
2022-03-22,330.54059,261.15634,244.84196
2022-03-23,334.3775,231.76355,267.4744
2022-03-24,335.63016,235.57619,317.0141
2022-03-25,332.95419,244.92282,350.74246
2022-03-26,329.76715,259.09476,275.09213
2022-03-27,318.88043,267.45624,189.28958
2022-03-28,314.99139,275.19647,281.92065
2022-03-29,316.0336,273.55612,233.35959
2022-03-30,308.72998,268.70392,233.50888
2022-03-31,299.19614,259.81802,254.81291
2022-04-01,288.01724,236.59164,188.15781
2022-04-02,279.72845,224.17245,188.15781
2022-04-03,276.05212,231.38591,239.78371
2022-04-04,270.74066,214.40012,163.02007
2022-04-05,271.23376,211.40842,212.41769
2022-04-06,265.01492,203.15674,175.74716
2022-04-07,261.39194,201.52853,243.41553
2022-04-08,258.86429,206.00267,219.47675
2022-04-09,253.07314,204.64673,178.66618
2022-04-10,244.36136,191.67447,148.97791
2022-04-11,240.91209,196.27551,195.22737
2022-04-12,242.42001,198.25191,226.25243
2022-04-13,239.37895,210.12758,258.87689
2022-04-14,237.83807,213.30479,265.65601
2022-04-15,227.67847,206.0132,168.43564
2022-04-16,223.55661,204.29947,166.67006
2022-04-17,219.09381,204.65001,151.43167
2022-04-18,220.51851,207.99316,218.62947
2022-04-19,223.2771,206.17386,213.51726
2022-04-20,222.00607,196.27834,189.60825
2022-04-21,218.12016,176.65097,128.2644
2022-04-22,217.43092,187.84547,246.79726
2022-04-23,211.34456,183.23877,134.42303
2022-04-24,201.33464,168.81212,50.44519
2022-04-25,200.39488,172.85069,246.89946
2022-04-26,199.43672,165.28316,160.54448
2022-04-27,196.26265,164.86749,186.69865
2022-04-28,194.3632,171.74063,176.37631
2022-04-29,191.54414,157.7606,148.93715
2022-04-30,188.6649,162.61955,168.43564
2022-05-01,184.62367,164.97318,66.92056
2022-05-02,181.57408,143.51187,96.67027
2022-05-03,178.83041,143.07315,157.4735
2022-05-04,178.84471,139.75179,163.44907
2022-05-05,176.5874,135.22641,144.69875
2022-05-06,176.53143,138.81654,174.06805
2022-05-07,171.67479,128.71371,97.71586
2022-05-08,167.64162,133.22246,98.48174
2022-05-09,166.71506,140.96519,150.86942
2022-05-10,166.524,138.93272,143.24617
2022-05-11,165.89563,140.77946,176.37631
2022-05-12,163.62926,142.71695,158.26106
2022-05-13,160.40279,141.00478,162.08282
2022-05-14,154.34091,139.0168,83.80008
2022-05-15,151.32111,136.06813,77.84102
2022-05-16,151.39055,138.62299,168.75345
2022-05-17,152.16364,143.10556,174.62418
2022-05-18,150.40584,141.60837,165.89597
2022-05-19,148.70129,142.1969,162.38077
2022-05-20,147.0797,139.1794,140.96033
2022-05-21,146.94493,144.95386,124.22129
2022-05-22,141.22156,144.56171,75.09599
2022-05-23,141.75107,141.92671,150.30847
2022-05-24,147.48151,148.74586,222.35826
2022-05-25,144.42163,147.20409,155.1035
2022-05-26,143.55592,143.23155,134.57306
2022-05-27,142.51662,145.31146,155.51962
2022-05-28,140.58659,144.4906,118.47524
2022-05-29,138.15715,144.62743,76.05385
2022-05-30,136.40343,139.70108,115.82404
2022-05-31,140.51637,135.12263,190.3091
2022-06-01,142.90549,137.01407,168.34361
2022-06-02,142.4095,138.15993,142.59398
2022-06-03,141.72064,136.34042,142.7831
2022-06-04,140.32651,134.11179,102.87478
2022-06-05,136.86734,133.28883,70.29321
2022-06-06,139.94766,143.90329,190.12531
2022-06-07,141.2993,136.57788,139.03113
2022-06-08,141.34921,134.29547,152.36682
2022-06-09,140.42616,130.43272,115.5547
2022-06-10,137.6918,123.51303,94.34528
2022-06-11,135.88179,123.66817,103.96075
2022-06-12,133.27052,125.58981,83.74469
2022-06-13,135.38469,119.46123,147.22523
2022-06-14,137.33554,119.08056,136.36642
2022-06-15,135.37883,113.03559,110.05208
2022-06-16,133.96742,115.42524,132.28223
2022-06-17,132.23915,118.23988,114.04771
2022-06-18,130.09698,117.40485,98.11555
2022-06-19,127.28044,113.50764,56.46422
2022-06-20,126.99716,109.0073,115.72289
2022-06-21,128.38628,106.20775,116.76955
2022-06-22,127.42001,107.81747,121.32016
2022-06-23,124.79347,109.42892,143.56232
2022-06-24,124.60198,114.47337,149.35893
2022-06-25,124.22406,118.06193,123.2354
2022-06-26,121.56876,120.83279,75.86033
2022-06-27,122.01958,123.15807,131.99985
2022-06-28,126.1765,135.15695,200.76169
2022-06-29,128.37863,143.80951,181.88808
2022-06-30,127.80854,148.04434,173.20616
2022-07-01,126.16639,143.71867,119.07924
2022-07-02,123.42088,134.7177,60.2285
2022-07-03,119.6683,128.19562,30.20578
2022-07-04,118.92039,120.82958,80.43763
2022-07-05,120.23227,107.81355,109.64945
2022-07-06,118.52772,101.68509,138.98885
2022-07-07,116.8477,89.60286,88.63057
2022-07-08,115.44944,88.36568,110.41893
2022-07-09,113.94695,89.8302,70.48016
2022-07-10,112.08605,91.01768,38.51823
2022-07-11,112.38246,95.64846,112.85301
2022-07-12,113.37893,96.21835,113.63868
2022-07-13,114.5671,102.48715,182.87045
2022-07-14,115.53332,113.44746,165.3528
2022-07-15,118.26601,125.10661,192.03291
2022-07-16,117.27666,129.69539,102.60165
2022-07-17,117.05622,139.54059,107.43463
2022-07-18,118.076,141.80576,128.70917
2022-07-19,121.22987,147.15451,151.07994
2022-07-20,122.3579,142.39645,149.5641
2022-07-21,122.38248,135.56129,117.50663
2022-07-22,122.521,126.05317,125.47605
2022-07-23,121.39957,127.09855,109.9193
2022-07-24,119.3963,124.50228,89.2608
2022-07-25,118.94044,121.76663,109.55962
2022-07-26,121.77383,123.16409,160.86211
2022-07-27,122.22528,122.5897,145.5434
2022-07-28,119.08939,121.04375,106.68494
2022-07-29,115.30133,112.86806,68.24625
2022-07-30,113.52722,114.30569,119.98277
2022-07-31,113.73072,119.43761,125.18424
2022-08-01,116.08749,122.49075,130.93153
2022-08-02,121.89661,128.7218,204.47949
2022-08-03,126.22308,137.96297,210.23157
2022-08-04,129.63643,153.01515,212.05017
2022-08-05,130.4679,166.68462,163.93254
2022-08-06,132.12119,169.29128,138.22935
2022-08-07,132.14174,167.27007,111.0358
2022-08-08,134.76234,169.86526,149.09796
2022-08-09,140.5641,171.02122,212.57118
2022-08-10,139.4908,152.51012,80.65382
2022-08-11,140.04515,140.82716,130.26952
2022-08-12,140.03415,143.4854,182.54019
2022-08-13,138.25636,139.74109,112.01919
2022-08-14,135.85837,141.03499,120.09309
2022-08-15,136.11894,135.50941,110.41893
2022-08-16,135.75583,118.93369,96.54114
2022-08-17,136.6685,129.71024,156.08957
2022-08-18,134.99051,125.49173,100.73998
2022-08-19,133.92755,116.22535,117.67558
2022-08-20,132.72867,111.8712,81.54013
2022-08-21,132.63573,112.24186,122.68769
2022-08-22,132.36273,111.00052,101.72952
2022-08-23,134.23209,117.97195,145.34119
2022-08-24,133.99512,110.30923,102.45055
2022-08-25,133.60367,117.2205,149.1188
2022-08-26,132.36069,115.87453,108.25385
2022-08-27,131.53091,115.91048,81.79179
2022-08-28,132.71646,113.21405,103.81266
2022-08-29,132.73227,115.8894,120.457
2022-08-30,132.40187,111.59388,115.27251
2022-08-31,131.29576,110.92207,97.74789
2022-09-01,130.73685,116.43541,187.71217
2022-09-02,126.53342,112.98896,84.12871
2022-09-03,123.39108,118.13017,117.78019
2022-09-04,120.12405,112.71717,65.92175
2022-09-05,118.31505,107.50319,83.95908
2022-09-06,118.58575,108.05813,119.15711
2022-09-07,117.75879,111.84969,124.28883
2022-09-08,113.9874,99.23786,99.42937
2022-09-09,114.44319,100.69486,94.32772
2022-09-10,112.83148,95.57172,81.91821
2022-09-11,108.97187,95.69033,66.75199
2022-09-12,108.96975,99.68983,111.95557
2022-09-13,109.37539,101.56199,132.26222
2022-09-14,112.45916,112.79674,202.93208
2022-09-15,112.42809,112.25096,95.60891
2022-09-16,111.47198,116.97649,127.40646
2022-09-17,112.08589,122.29633,119.15711
2022-09-18,110.53797,122.93719,71.23801
2022-09-19,111.89279,124.39852,122.18488
2022-09-20,111.46231,121.18581,109.7732
2022-09-21,114.39647,119.30327,189.75429
2022-09-22,117.08033,137.91013,225.85689
2022-09-23,119.92528,146.53764,187.79912
2022-09-24,118.55527,144.94641,108.01851
2022-09-25,117.31504,144.91913,71.04703
2022-09-26,120.02265,150.75273,163.02007
2022-09-27,121.75842,157.34021,155.88554
2022-09-28,124.49607,159.17342,202.58679
2022-09-29,125.88501,149.32823,156.9406
2022-09-30,128.05145,145.7485,162.74104
2022-10-01,126.96017,152.45642,154.97392
2022-10-02,128.17599,159.53587,120.6032
2022-10-03,128.37982,153.94662,123.89525
2022-10-04,131.65619,155.13622,164.21275
2022-10-05,134.56253,150.64516,171.14932
2022-10-06,137.34734,157.18242,202.7014
2022-10-07,138.01241,154.53954,144.24094
2022-10-08,139.12117,151.35645,132.69226
2022-10-09,139.24199,148.12061,97.95227
2022-10-10,142.95607,158.04135,193.34053
2022-10-11,148.33937,167.1897,228.25113
2022-10-12,150.67253,168.73271,181.95041
2022-10-13,150.72517,158.89552,133.84113
2022-10-14,148.86827,159.32185,147.22523
2022-10-15,148.76201,153.56883,92.42112
2022-10-16,146.65622,148.75174,64.23261
2022-10-17,148.4066,145.65575,171.66856
2022-10-18,150.3315,131.47485,128.98494
2022-10-19,151.59845,128.3667,160.19327
2022-10-20,153.26991,132.09183,159.91705
2022-10-21,152.75629,135.96617,174.34567
2022-10-22,148.84029,138.24559,108.37703
2022-10-23,144.32378,136.54146,52.3037
2022-10-24,143.84233,125.38528,93.57536
2022-10-25,146.13148,126.91911,139.72165
2022-10-26,145.14389,123.09035,133.39198
2022-10-27,145.96413,126.02969,180.49248
2022-10-28,146.00073,130.22108,203.68539
2022-10-29,143.47807,126.34732,81.26068
2022-10-30,139.77867,126.26949,51.75887
2022-10-31,138.40588,129.15736,113.79049
2022-11-01,138.94855,128.75183,136.88297
2022-11-02,139.84592,131.241,150.8161
2022-11-03,140.59058,132.10672,186.55252
2022-11-04,138.74864,119.56474,115.89158
2022-11-05,135.18587,121.64437,95.81808
2022-11-06,133.7494,128.69983,101.1471
2022-11-07,133.98372,132.40428,139.72165
2022-11-08,138.24323,145.09779,225.73756
2022-11-09,136.37889,143.18268,137.41022
2022-11-10,132.04219,130.55376,98.15015
2022-11-11,129.68025,129.86813,111.09222
2022-11-12,126.80763,122.98882,47.66285
2022-11-13,123.43372,115.11179,46.00788
2022-11-14,126.65068,122.14152,188.92972
2022-11-15,131.05986,117.9659,196.50826
2022-11-16,131.02361,122.70454,170.58072
2022-11-17,131.83121,130.57065,153.21286
2022-11-18,129.08189,125.80235,77.7142
2022-11-19,126.48367,130.70343,81.97038
2022-11-20,122.685,132.75735,60.38535
2022-11-21,122.66005,121.1429,107.62856
2022-11-22,124.42489,108.10583,105.24881
2022-11-23,124.82578,98.82316,105.60199
2022-11-24,121.71735,83.57402,46.46889
2022-11-25,119.95474,83.97397,80.5138
2022-11-26,117.08259,85.7393,94.32772
2022-11-27,113.14055,89.31631,85.42439
2022-11-28,113.36519,86.51221,87.9999
2022-11-29,114.99157,85.84097,100.55012
2022-11-30,113.91823,82.41074,81.59033
2022-12-01,111.5537,85.19332,65.94698
2022-12-02,110.16304,89.27657,109.09654
2022-12-03,107.4916,91.00251,106.4093
2022-12-04,105.34937,86.17394,51.62443
2022-12-05,105.45441,87.74103,98.96951
2022-12-06,106.71941,93.24772,139.09692
2022-12-07,106.3089,99.79288,127.40646
2022-12-08,103.48299,110.50907,140.96033
2022-12-09,102.81293,111.68221,117.30847
2022-12-10,101.09889,103.15645,46.72901
2022-12-11,98.01097,98.41788,18.45442
2022-12-12,101.7012,106.90363,158.36978
2022-12-13,105.25517,108.83647,152.62685
2022-12-14,103.40391,109.69155,133.39198
2022-12-15,99.30739,100.07045,73.61262
2022-12-16,96.91456,97.42579,98.79588
2022-12-17,94.29812,101.42444,74.71957
2022-12-18,93.36559,105.89356,49.73825
2022-12-19,96.3485,107.76331,171.45796
2022-12-20,98.76046,104.9229,132.74405
2022-12-21,100.8242,110.08703,169.54088
2022-12-22,102.61602,122.28569,159.00325
2022-12-23,102.92681,124.58997,114.92582
2022-12-24,104.071,125.45779,80.79433
2022-12-25,103.85927,128.9469,74.16196
2022-12-26,102.87163,113.69556,64.69859
2022-12-27,104.91806,115.70603,146.8174
2022-12-28,107.04761,113.18395,151.88629
2022-12-29,107.5788,107.11004,116.4859
2022-12-30,109.86678,112.15347,150.22983
2022-12-31,110.15453,111.26562,74.57938
2023-01-01,107.67219,105.61765,34.62614
2023-01-02,108.02694,113.09669,117.05186
2023-01-03,112.92108,120.4726,198.44876
2023-01-04,112.76495,112.24393,94.28561
2023-01-05,111.48639,109.99451,100.73998
2023-01-06,110.19716,101.20875,88.72949
2023-01-07,108.46053,103.24908,88.86172
2023-01-08,105.52454,102.478,29.22854
2023-01-09,106.8378,98.06013,86.12676
2023-01-10,110.04337,86.08483,114.62172
2023-01-11,109.07915,91.10734,129.44315
2023-01-12,107.80645,93.0653,114.44572
2023-01-13,106.81664,95.20363,103.69777
2023-01-14,107.54295,96.13795,95.40195
2023-01-15,105.66994,98.04892,42.60537
2023-01-16,106.7494,101.04564,107.1038
2023-01-17,109.33835,102.87203,127.40646
2023-01-18,106.18246,95.34892,76.78137
2023-01-19,105.59306,95.43693,115.06176
2023-01-20,105.02058,102.38965,152.36682
2023-01-21,103.92691,106.78838,126.19306
2023-01-22,101.48061,106.63574,41.5369
2023-01-23,101.71098,103.86455,87.70546
2023-01-24,102.23841,98.51861,89.98486
2023-01-25,103.7689,103.35169,110.61298
2023-01-26,101.25813,97.12776,71.49427
2023-01-27,100.22094,92.61403,120.77069
2023-01-28,99.10262,86.43447,82.93616
2023-01-29,95.93526,88.3877,55.20947
2023-01-30,98.62166,98.02566,155.1712
2023-01-31,102.41158,106.35981,148.32393
2023-02-01,102.13328,106.0869,108.70257
2023-02-02,99.87175,114.53101,130.60303
2023-02-03,100.60648,113.89629,116.32763
2023-02-04,101.22158,119.07581,119.19284
2023-02-05,101.05935,123.1691,83.86247
2023-02-06,101.84825,117.07733,112.52885
2023-02-07,105.47475,115.60587,138.02365
2023-02-08,107.1031,119.3594,134.97729
2023-02-09,108.93523,124.9283,169.58537
2023-02-10,109.54987,129.43614,147.88249
2023-02-11,109.02876,126.52464,98.81239
2023-02-12,108.09809,125.36967,75.77769
2023-02-13,108.59866,125.06826,110.41893
2023-02-14,109.93403,117.1601,82.66657
2023-02-15,110.33971,114.91679,119.27412
2023-02-16,110.58444,109.9401,134.7485
2023-02-17,111.56161,103.97067,106.09647
2023-02-18,110.61855,102.25031,86.76987
2023-02-19,109.38032,107.88489,115.21974
2023-02-20,110.04153,112.97214,146.02968
2023-02-21,114.48967,126.15989,174.9808
2023-02-22,116.57643,130.59337,150.30847
2023-02-23,117.83943,129.61142,127.87486
2023-02-24,117.85146,130.30818,110.9738
2023-02-25,118.26999,129.91965,84.05022
2023-02-26,116.49775,123.11732,67.60342
2023-02-27,117.92075,120.20256,125.62632
2023-02-28,120.97887,116.1986,146.95309
2023-03-01,118.89896,107.97935,92.77372
2023-03-02,118.00159,107.0548,121.40301
2023-03-03,119.53238,113.29085,154.62614
2023-03-04,118.5542,115.74903,101.25752
2023-03-05,116.67816,114.66948,60.04654
2023-03-06,116.26697,111.98815,106.85702
2023-03-07,118.85259,114.05645,161.43118
2023-03-08,119.29938,118.79339,125.93232
2023-03-09,119.61449,122.5183,147.47734
2023-03-10,118.89672,116.63515,113.4441
2023-03-11,116.05114,114.2009,84.21782
2023-03-12,113.7122,116.72485,77.7142
2023-03-13,115.22836,122.07349,144.29745
2023-03-14,116.61272,115.77024,117.30847
2023-03-15,116.3238,112.3158,101.75122
2023-03-16,117.32864,107.36359,112.8119
2023-03-17,116.19381,103.33287,85.22901
2023-03-18,114.63367,103.86522,87.94427
2023-03-19,112.16569,97.34278,32.05711
2023-03-20,112.40899,90.16727,94.06886
2023-03-21,112.89848,91.96671,129.90462
2023-03-22,111.8453,93.77856,114.43416
2023-03-23,109.36498,92.02991,100.57131
2023-03-24,106.77535,90.22855,72.61953
2023-03-25,105.89994,92.18115,101.6125
2023-03-26,103.25577,92.12282,31.64874
2023-03-27,104.48562,95.96236,120.94568
2023-03-28,104.7909,88.37054,76.76182
2023-03-29,103.26864,83.44544,79.95853
2023-03-30,102.68024,87.54968,129.30096
2023-03-31,102.60263,90.09625,90.44553
2023-04-01,100.30099,83.0593,52.3538
2023-04-02,96.59966,84.76468,43.58642
2023-04-03,96.04454,79.57299,84.60389
2023-04-04,98.02394,85.66823,119.42844
2023-04-05,98.39154,91.08629,117.88497
2023-04-06,98.80025,97.42796,173.69269
2023-04-07,100.23613,108.65125,169.00856
2023-04-08,97.48203,110.43707,64.85449
2023-04-09,95.16792,110.49912,44.02083
2023-04-10,97.1201,118.81044,142.7831
2023-04-11,97.62136,114.9995,92.7519
2023-04-12,96.79239,115.22,119.42844
2023-04-13,97.08855,108.43434,126.19306
2023-04-14,97.69029,101.40505,119.80354
2023-04-15,96.84016,104.61269,87.30798
2023-04-16,95.40134,104.3332,42.06435
2023-04-17,95.524,97.02479,91.62421
2023-04-18,98.01733,99.0398,106.85702
2023-04-19,100.14939,104.55441,158.03075
2023-04-20,99.00823,100.19395,95.66982
2023-04-21,99.86221,103.08679,140.05341
2023-04-22,98.86993,100.72894,70.80297
2023-04-23,98.33142,102.78606,56.46422
2023-04-24,100.25991,112.47791,159.46716
2023-04-25,105.21274,122.96027,180.23351
2023-04-26,104.69277,115.43397,105.34668
2023-04-27,106.06354,118.60756,117.88497
2023-04-28,107.32776,115.44064,117.88497
2023-04-29,105.1194,114.33312,63.05033
2023-04-30,104.4828,116.45932,71.34761
2023-05-01,106.22459,108.62221,104.6074
2023-05-02,107.33959,93.87978,77.03646
2023-05-03,109.50365,100.19106,149.52562
2023-05-04,109.45883,100.21949,118.08403
2023-05-05,107.85394,93.34139,69.73827
2023-05-06,105.11256,97.39867,91.45126
2023-05-07,100.89912,93.29263,42.60537
2023-05-08,100.4626,85.74284,51.75887
2023-05-09,102.8736,91.35913,116.35052
2023-05-10,102.06474,86.92942,118.51763
2023-05-11,103.54893,89.67136,137.27757
2023-05-12,104.44188,100.59686,146.21684
2023-05-13,103.19621,100.22137,88.82279
2023-05-14,101.67021,104.70972,74.02386
2023-05-15,103.28885,116.72518,135.86703
2023-05-16,106.47089,119.75016,137.52538
2023-05-17,106.396,115.58733,89.37788
2023-05-18,107.00802,113.86445,125.21734
2023-05-19,107.1021,115.95534,160.85306
2023-05-20,107.1945,117.32948,98.44183
2023-05-21,104.53367,115.35872,60.2285
2023-05-22,104.78189,107.12766,78.24963
2023-05-23,109.02279,113.7228,183.69136
2023-05-24,107.54787,117.4145,115.21974
2023-05-25,105.08295,114.70996,106.28559
2023-05-26,103.61619,100.49435,61.34385
2023-05-27,102.5438,98.67599,85.71332
2023-05-28,99.83104,95.28651,36.50212
2023-05-29,99.22826,90.53185,44.96698
2023-05-30,100.55973,80.18906,111.29181
2023-05-31,104.39225,95.09811,219.58307
2023-06-01,107.90427,105.97118,182.39716
2023-06-02,107.2392,115.71824,129.57323
2023-06-03,107.27021,120.47554,119.01441
2023-06-04,106.21844,120.71598,38.18522
2023-06-05,106.73964,129.59032,107.08731
2023-06-06,109.76858,132.75912,133.47343
2023-06-07,112.78636,121.7176,142.29243
2023-06-08,111.53257,106.90897,78.73675
2023-06-09,110.79287,102.15946,96.32668
2023-06-10,109.45505,99.03494,97.14275
2023-06-11,107.29082,105.19276,81.29
2023-06-12,106.52091,99.28394,65.72556
2023-06-13,106.62593,91.24124,77.17451
2023-06-14,104.50146,81.21846,72.13297
2023-06-15,105.19466,92.58768,158.32126
2023-06-16,105.92979,94.74557,111.43195
2023-06-17,104.85938,94.16871,93.10471
2023-06-18,102.32082,94.65533,84.69633
2023-06-19,102.63223,100.6637,107.78419
