Date,CPI,Core CPI,Median CPI,Trimmed_Mean
08/01/2005,3.64116095,2.134146341,2.411779298,2.455243356
09/01/2005,4.686677199,1.975683891,2.567384602,2.596039677
10/01/2005,4.347826087,2.068617558,2.623090017,2.565742395
11/01/2005,3.455497382,2.120141343,2.736739268,2.575666541
12/01/2005,3.415659485,2.173913043,2.761039144,2.535110333
01/01/2006,3.985317252,2.116935484,2.716432485,2.647989157
02/01/2006,3.597497393,2.055137845,2.61378904,2.53042752
03/01/2006,3.362648733,2.092675635,2.712707629,2.516101738
04/01/2006,3.545734841,2.289696366,2.778750586,2.482672049
05/01/2006,4.166666667,2.440239044,2.871247103,2.57299986
06/01/2006,4.318766067,2.642073779,3.003177045,2.737700771
07/01/2006,4.145342886,2.689243028,3.005283366,2.743644351
08/01/2006,3.818737271,2.835820896,3.204614296,2.869407469
09/01/2006,2.062374245,2.930948833,3.044647676,2.706091449
10/01/2006,1.305220884,2.718734553,3.071129858,2.632294493
11/01/2006,1.973684211,2.619871478,3.086801323,2.465435528
12/01/2006,2.540650407,2.572983671,3.130461641,2.565529025
01/01/2007,2.075642965,2.669792695,3.137149255,2.516139481
02/01/2007,2.415198792,2.707269155,3.335030067,2.727987123
03/01/2007,2.778778779,2.451439727,3.302087621,2.791458446
04/01/2007,2.57369727,2.341119221,3.258587116,2.740393758
05/01/2007,2.690864198,2.244044725,3.097582742,2.667952107
06/01/2007,2.68703795,2.221466731,3.1032588,2.638967214
07/01/2007,2.358230958,2.209505335,3.084417574,2.573347298
08/01/2007,1.970083374,2.134010643,2.882165995,2.426159467
09/01/2007,2.75505175,2.137065637,3.015403406,2.530548164
10/01/2007,3.53617443,2.174205967,2.997491102,2.700522463
11/01/2007,4.306203474,2.328998073,3.034961135,2.917115993
12/01/2007,4.081268583,2.438977328,3.056426669,2.942071097
01/01/2008,4.280294048,2.465758693,3.083012272,3.006143806
02/01/2008,4.026555413,2.273422855,2.951358685,2.901319211
03/01/2008,3.981456231,2.354672904,2.980717214,2.951514125
04/01/2008,3.936889775,2.25760897,2.970038368,2.965077163
05/01/2008,4.175543042,2.312710398,2.979195231,3.094143685
06/01/2008,5.021790048,2.413124661,3.044257972,3.290942237
07/01/2008,5.6001229,2.509537095,3.140709661,3.629893415
08/01/2008,5.371855115,2.541317127,3.204047648,3.619958672
09/01/2008,4.936927431,2.473207704,3.159989427,3.55455206
10/01/2008,3.655186277,2.216015599,3.056954754,3.256068915
11/01/2008,1.069574692,2.002965613,2.928335353,2.977306715
12/01/2008,0.091412901,1.763077097,2.707601302,2.760030512
01/01/2009,0.029846504,1.680132121,2.634393557,2.604328847
02/01/2009,0.236191088,1.785697586,2.574841377,2.552323741
03/01/2009,-0.383556255,1.755978145,2.480441733,2.283303808
04/01/2009,-0.736885715,1.899013759,2.448659811,2.143366001
05/01/2009,-1.281435799,1.834743006,2.350743451,1.886086379
06/01/2009,-1.426776044,1.730432887,2.076411764,1.604188509
07/01/2009,-2.097161354,1.52977389,1.7548797,1.063350945
08/01/2009,-1.484348612,1.441268316,1.645949908,1.057093064
09/01/2009,-1.286205967,1.510176979,1.458515621,0.974205908
10/01/2009,-0.182848277,1.708574667,1.374467867,1.12827699
11/01/2009,1.838295869,1.70473949,1.256008654,1.197727119
12/01/2009,2.721331126,1.816288755,1.264187667,1.226762682
01/01/2010,2.625708643,1.55362474,1.121050784,1.12721857
02/01/2010,2.143331778,1.340009647,0.933509744,0.949850037
03/01/2010,2.313959447,1.10684736,0.75058362,0.929363875
04/01/2010,2.236447196,0.92314151,0.63374151,0.896182005
05/01/2010,2.020986084,0.942371582,0.549068462,0.838007087
06/01/2010,1.053348973,0.903854836,0.591292666,0.7588491
07/01/2010,1.235192778,0.869842717,0.633596928,0.871305875
08/01/2010,1.148104562,0.890271225,0.53442504,0.832014159
09/01/2010,1.143682658,0.804044754,0.585909864,0.832316243
10/01/2010,1.172187606,0.61069809,0.580584071,0.749164032
11/01/2010,1.143160912,0.768204588,0.647240402,0.778954586
12/01/2010,1.495723527,0.804454039,0.724769465,0.851977771
01/01/2011,1.631846857,0.950083149,0.856634338,1.034932693
02/01/2011,2.107584629,1.092011858,1.099377504,1.295177959
03/01/2011,2.681603264,1.190179997,1.269335797,1.511933337
04/01/2011,3.163630859,1.334744038,1.419046666,1.683766461
05/01/2011,3.568645785,1.510445629,1.588580404,1.98193032
06/01/2011,3.558828252,1.638758954,1.643756306,2.086594498
07/01/2011,3.628715982,1.765359897,1.802704628,2.193644757
08/01/2011,3.771208179,1.951243732,2.031953556,2.395002685
09/01/2011,3.868356841,1.974701114,2.111641227,2.468002173
10/01/2011,3.525199921,2.100153549,2.186745699,2.522092693
11/01/2011,3.394377591,2.153307186,2.231076993,2.580318811
12/01/2011,2.962418845,2.229536284,2.313135197,2.598267663
01/01/2012,2.925216712,2.277463464,2.389919457,2.604154526
02/01/2012,2.87109878,2.17657425,2.295465572,2.428099454
03/01/2012,2.651398193,2.255353391,2.351941241,2.39365193
04/01/2012,2.302739811,2.313513417,2.354936652,2.341655254
05/01/2012,1.704253775,2.257119189,2.306978344,2.11126731
06/01/2012,1.663993762,2.217963369,2.306588152,2.112952664
07/01/2012,1.408450704,2.100246931,2.268819779,1.985851244
08/01/2012,1.692378998,1.913456175,2.206321811,1.898063397
09/01/2012,1.991282081,1.984630274,2.189239372,1.874254698
10/01/2012,2.162343599,1.999179688,2.176943035,1.942454419
11/01/2012,1.764133846,1.941293931,2.195746568,1.891741211
12/01/2012,1.741022369,1.893358031,2.147063829,1.851227442
01/01/2013,1.594864668,1.925302658,2.109351114,1.764044052
02/01/2013,1.97792351,2.004256907,2.173313164,1.871477854
03/01/2013,1.473896213,1.887336875,2.072599548,1.747231102
04/01/2013,1.063085381,1.715197795,2.056265022,1.644089636
05/01/2013,1.361965059,1.681170025,2.074998188,1.639097938
06/01/2013,1.754416545,1.636078111,2.092940004,1.642122158
07/01/2013,1.960681612,1.696006403,2.086227709,1.721519028
08/01/2013,1.51836756,1.764583225,2.063288811,1.733342536
09/01/2013,1.184925262,1.734119074,2.058760648,1.693605909
10/01/2013,0.963612705,1.680243519,1.999186331,1.587909486
11/01/2013,1.237072205,1.720984334,2.043494463,1.607023661
12/01/2013,1.50173562,1.717070721,2.131130332,1.681104244
01/01/2014,1.578947368,1.621245877,2.103298074,1.733370028
02/01/2014,1.12634925,1.567340125,2.094930257,1.660548271
03/01/2014,1.512202876,1.656711807,2.232071014,1.783935373
04/01/2014,1.952857899,1.832049941,2.242583802,1.93495716
05/01/2014,2.12711155,1.956207006,2.291695375,2.059750317
06/01/2014,2.072341373,1.933316213,2.22251069,2.011449303
07/01/2014,1.992328636,1.858917328,2.255997578,2.040046985
08/01/2014,1.699611334,1.723740491,2.222879327,1.897527269
09/01/2014,1.657918676,1.728837816,2.198119515,1.884338602
10/01/2014,1.664340216,1.807690018,2.304027461,1.926350088
11/01/2014,1.322355182,1.702494867,2.274967951,1.851857281
12/01/2014,0.75649327,1.606382979,2.236664577,1.793560405
01/01/2015,-0.089348313,1.648914249,2.198416242,1.641179487
02/01/2015,-0.025129802,1.697765541,2.165378679,1.66102685
03/01/2015,-0.073637391,1.753386264,2.130080801,1.652415974
04/01/2015,-0.199517446,1.807510452,2.192131168,1.621339357
05/01/2015,-0.039932745,1.718278025,2.188448548,1.569917346
06/01/2015,0.123771204,1.762282864,2.32702818,1.65973851
07/01/2015,0.16956978,1.804835851,2.286731739,1.63405959
08/01/2015,0.195079293,1.827559002,2.27701367,1.674045164
09/01/2015,-0.036129748,1.891635021,2.36547225,1.757691214
10/01/2015,0.170574436,1.909670736,2.353322514,1.755068488
11/01/2015,0.501797579,2.017571725,2.354087379,1.79681939
12/01/2015,0.729519786,2.095696786,2.308264928,1.737116212
01/01/2016,1.373086814,2.206915,2.371679903,1.804084013
02/01/2016,1.01779978,2.3312771,2.420352951,1.83315381
03/01/2016,0.852536221,2.194825505,2.402727563,1.811235618
04/01/2016,1.125110419,2.146384232,2.473965627,1.88570177
05/01/2016,1.019322554,2.240633738,2.538658887,1.953624324
06/01/2016,0.997326495,2.244650387,2.466266056,1.929129427
07/01/2016,0.82713887,2.189443812,2.513742643,1.921437315
08/01/2016,1.062874503,2.318968395,2.60630994,2.010345599
09/01/2016,1.463783647,2.207438393,2.564702053,1.998588382
10/01/2016,1.635987521,2.144803984,2.542519958,2.014536468
11/01/2016,1.692537163,2.11082659,2.5586622,2.047524601
12/01/2016,2.074622133,2.196661731,2.575739324,2.145512022
01/01/2017,2.500042209,2.271723484,2.628919535,2.268245931
02/01/2017,2.737958171,2.223624227,2.635595224,2.29398713
03/01/2017,2.380612433,2.001964621,2.572041969,2.186530961
04/01/2017,2.199689878,1.88265207,2.427397164,2.10888329
05/01/2017,1.874877721,1.733429209,2.333920238,2.017115205
06/01/2017,1.633487955,1.703027515,2.310522355,1.937357712
07/01/2017,1.727978456,1.692069233,2.28608114,1.921249216
08/01/2017,1.938974212,1.684402162,2.286383065,1.913848072
09/01/2017,2.232963865,1.692591595,2.313628626,1.878741912
10/01/2017,2.041128702,1.773547657,2.34447345,1.87065884
11/01/2017,2.202582939,1.711291313,2.323932652,1.853279379
12/01/2017,2.109082475,1.775751202,2.400279339,1.904313773
01/01/2018,2.07050762,1.821395297,2.423373684,1.889525146
02/01/2018,2.211795421,1.847552988,2.377615986,1.899659798
03/01/2018,2.359711404,2.117075888,2.445773369,1.991926669
04/01/2018,2.462743943,2.139150062,2.51658229,2.034984554
05/01/2018,2.801011715,2.237179105,2.596206804,2.124953265
06/01/2018,2.871547835,2.255033451,2.695452843,2.233168171
07/01/2018,2.949515087,2.354169313,2.702129323,2.254429098
08/01/2018,2.699180104,2.199160263,2.664611863,2.216264568
09/01/2018,2.276972194,2.169675932,2.652277576,2.233259859
10/01/2018,2.522469929,2.13887509,2.647025871,2.275586125
11/01/2018,2.176601032,2.214271062,2.752799671,2.311983261
12/01/2018,1.910158849,2.178988634,2.750399761,2.297383433
01/01/2019,1.551235138,2.153645567,2.693451739,2.225432229
02/01/2019,1.520135266,2.08418855,2.759233333,2.197374643
03/01/2019,1.862522741,2.036553525,2.818561746,2.309901936
04/01/2019,1.996439776,2.064779691,2.838151178,2.317689349
05/01/2019,1.790228469,1.988977314,2.792094848,2.222586733
06/01/2019,1.648484656,2.126528442,2.871818892,2.229684889
07/01/2019,1.811464806,2.21005402,2.900387071,2.29763425
08/01/2019,1.749779889,2.386323117,2.92792875,2.331941936
09/01/2019,1.711304513,2.357707533,2.967305504,2.332651143
10/01/2019,1.764042944,2.31449493,2.998900358,2.407560459
11/01/2019,2.051277982,2.316821366,2.955441029,2.436978194
12/01/2019,2.28512974,2.258735618,2.877792245,2.367001796
01/01/2020,2.486571955,2.261246646,2.848603502,2.411473025
02/01/2020,2.334873564,2.356824988,2.842972392,2.422490462
03/01/2020,1.539326992,2.091385447,2.808564044,2.321901775
04/01/2020,0.329096686,1.432154674,2.691199154,2.152262707
05/01/2020,0.11792637,1.222057199,2.735605764,2.25319423
06/01/2020,0.645733048,1.187413794,2.547165983,2.230162068
07/01/2020,0.986081825,1.569625824,2.565848775,2.345054543
08/01/2020,1.309645382,1.736388448,2.54981153,2.399664272
09/01/2020,1.371324861,1.713279047,2.383902286,2.341496234
10/01/2020,1.182066168,1.610584813,2.391664997,2.237539903
11/01/2020,1.174535784,1.646498785,2.225675741,2.13976915
12/01/2020,1.362005495,1.619642554,2.203247712,2.142703697
01/01/2021,1.399769742,1.410129171,2.068108578,1.983342316
02/01/2021,1.676215217,1.28260772,2.072042872,2.035605301
03/01/2021,2.619762509,1.646390734,2.010178527,2.118965299
04/01/2021,4.159694839,2.961039351,2.104279501,2.441583293
05/01/2021,4.992706538,3.797606462,2.113867441,2.617637278
06/01/2021,5.391451413,4.474619042,2.213436871,2.904421146
07/01/2021,5.365475239,4.274513173,2.282533798,2.994556796
08/01/2021,5.251271555,4.000282784,2.419788389,3.170886237
09/01/2021,5.390348855,4.025214269,2.784062664,3.5450408
10/01/2021,6.221868903,4.562837878,3.136216383,4.121571114
