,Date,Base rate
4793,15/02/1984,9.0625
4794,16/02/1984,9.0625
4795,17/02/1984,9.0625
4796,18/02/1984,9.0625
4797,19/02/1984,9.0625
4798,20/02/1984,9.0625
4799,21/02/1984,9.0625
4800,22/02/1984,9.0625
4801,23/02/1984,9.0625
4802,24/02/1984,9.0625
4803,25/02/1984,9.0625
4804,26/02/1984,9.0625
4805,27/02/1984,9.0625
4806,28/02/1984,9.0625
4807,29/02/1984,9.0625
4808,01/03/1984,9.0625
4809,02/03/1984,9.0625
4810,03/03/1984,9.0625
4811,04/03/1984,9.0625
4812,05/03/1984,9.0625
4813,06/03/1984,9.0625
4814,07/03/1984,8.8125
4815,08/03/1984,8.8125
4816,09/03/1984,8.8125
4817,10/03/1984,8.8125
4818,11/03/1984,8.8125
4819,12/03/1984,8.8125
4820,13/03/1984,8.8125
4821,14/03/1984,8.5625
4822,15/03/1984,8.5625
4823,16/03/1984,8.5625
4824,17/03/1984,8.5625
4825,18/03/1984,8.5625
4826,19/03/1984,8.5625
4827,20/03/1984,8.5625
4828,21/03/1984,8.5625
4829,22/03/1984,8.5625
4830,23/03/1984,8.5625
4831,24/03/1984,8.5625
4832,25/03/1984,8.5625
4833,26/03/1984,8.5625
4834,27/03/1984,8.5625
4835,28/03/1984,8.5625
4836,29/03/1984,8.5625
4837,30/03/1984,8.5625
4838,31/03/1984,8.5625
4839,01/04/1984,8.5625
4840,02/04/1984,8.5625
4841,03/04/1984,8.5625
4842,04/04/1984,8.5625
4843,05/04/1984,8.5625
4844,06/04/1984,8.5625
4845,07/04/1984,8.5625
4846,08/04/1984,8.5625
4847,09/04/1984,8.5625
4848,10/04/1984,8.5625
4849,11/04/1984,8.5625
4850,12/04/1984,8.5625
4851,13/04/1984,8.5625
4852,14/04/1984,8.5625
4853,15/04/1984,8.5625
4854,16/04/1984,8.5625
4855,17/04/1984,8.5625
4856,18/04/1984,8.5625
4857,19/04/1984,8.5625
4858,20/04/1984,8.5625
4859,21/04/1984,8.5625
4860,22/04/1984,8.5625
4861,23/04/1984,8.5625
4862,24/04/1984,8.5625
4863,25/04/1984,8.5625
4864,26/04/1984,8.5625
4865,27/04/1984,8.5625
4866,28/04/1984,8.5625
4867,29/04/1984,8.5625
4868,30/04/1984,8.5625
4869,01/05/1984,8.5625
4870,02/05/1984,8.5625
4871,03/05/1984,8.5625
4872,04/05/1984,8.5625
4873,05/05/1984,8.5625
4874,06/05/1984,8.5625
4875,07/05/1984,8.5625
4876,08/05/1984,8.5625
4877,09/05/1984,8.5625
4878,10/05/1984,9.0625
4879,11/05/1984,9.0625
4880,12/05/1984,9.0625
4881,13/05/1984,9.0625
4882,14/05/1984,9.0625
4883,15/05/1984,9.0625
4884,16/05/1984,9.0625
4885,17/05/1984,9.0625
4886,18/05/1984,9.0625
4887,19/05/1984,9.0625
4888,20/05/1984,9.0625
4889,21/05/1984,9.0625
4890,22/05/1984,9.0625
4891,23/05/1984,9.0625
4892,24/05/1984,9.0625
4893,25/05/1984,9.0625
4894,26/05/1984,9.0625
4895,27/05/1984,9.0625
4896,28/05/1984,9.0625
4897,29/05/1984,9.0625
4898,30/05/1984,9.0625
4899,31/05/1984,9.0625
4900,01/06/1984,9.0625
4901,02/06/1984,9.0625
4902,03/06/1984,9.0625
4903,04/06/1984,9.0625
4904,05/06/1984,9.0625
4905,06/06/1984,9.0625
4906,07/06/1984,9.0625
4907,08/06/1984,9.0625
4908,09/06/1984,9.0625
4909,10/06/1984,9.0625
4910,11/06/1984,9.0625
4911,12/06/1984,9.0625
4912,13/06/1984,9.0625
4913,14/06/1984,9.0625
4914,15/06/1984,9.0625
4915,16/06/1984,9.0625
4916,17/06/1984,9.0625
4917,18/06/1984,9.0625
4918,19/06/1984,9.0625
4919,20/06/1984,9.0625
4920,21/06/1984,9.0625
4921,22/06/1984,9.0625
4922,23/06/1984,9.0625
4923,24/06/1984,9.0625
4924,25/06/1984,9.0625
4925,26/06/1984,9.0625
4926,27/06/1984,9.0625
4927,28/06/1984,9.0625
4928,29/06/1984,8.875
4929,30/06/1984,8.875
4930,01/07/1984,8.875
4931,02/07/1984,8.875
4932,03/07/1984,8.875
4933,04/07/1984,8.875
4934,05/07/1984,8.875
4935,06/07/1984,10.0
4936,07/07/1984,10.0
4937,08/07/1984,10.0
4938,09/07/1984,10.0
4939,10/07/1984,10.0
4940,11/07/1984,12.0
4941,12/07/1984,12.0
4942,13/07/1984,12.0
4943,14/07/1984,12.0
4944,15/07/1984,12.0
4945,16/07/1984,12.0
4946,17/07/1984,12.0
4947,18/07/1984,12.0
4948,19/07/1984,12.0
4949,20/07/1984,12.0
4950,21/07/1984,12.0
4951,22/07/1984,12.0
4952,23/07/1984,12.0
4953,24/07/1984,12.0
4954,25/07/1984,12.0
4955,26/07/1984,12.0
4956,27/07/1984,12.0
4957,28/07/1984,12.0
4958,29/07/1984,12.0
4959,30/07/1984,12.0
4960,31/07/1984,12.0
4961,01/08/1984,12.0
4962,02/08/1984,12.0
4963,03/08/1984,12.0
4964,04/08/1984,12.0
4965,05/08/1984,12.0
4966,06/08/1984,12.0
4967,07/08/1984,12.0
4968,08/08/1984,11.5
4969,09/08/1984,11.0
4970,10/08/1984,11.0
4971,11/08/1984,11.0
4972,12/08/1984,11.0
4973,13/08/1984,11.0
4974,14/08/1984,11.0
4975,15/08/1984,11.0
4976,16/08/1984,10.75
4977,17/08/1984,10.5
4978,18/08/1984,10.5
4979,19/08/1984,10.5
4980,20/08/1984,10.5
4981,21/08/1984,10.5
4982,22/08/1984,10.5
4983,23/08/1984,10.5
4984,24/08/1984,10.5
4985,25/08/1984,10.5
4986,26/08/1984,10.5
4987,27/08/1984,10.5
4988,28/08/1984,10.5
4989,29/08/1984,10.5
4990,30/08/1984,10.5
4991,31/08/1984,10.5
4992,01/09/1984,10.5
4993,02/09/1984,10.5
4994,03/09/1984,10.5
4995,04/09/1984,10.5
4996,05/09/1984,10.5
4997,06/09/1984,10.5
4998,07/09/1984,10.5
4999,08/09/1984,10.5
5000,09/09/1984,10.5
5001,10/09/1984,10.5
5002,11/09/1984,10.5
5003,12/09/1984,10.5
5004,13/09/1984,10.5
5005,14/09/1984,10.5
5006,15/09/1984,10.5
5007,16/09/1984,10.5
5008,17/09/1984,10.5
5009,18/09/1984,10.5
5010,19/09/1984,10.5
5011,20/09/1984,10.5
5012,21/09/1984,10.5
5013,22/09/1984,10.5
5014,23/09/1984,10.5
5015,24/09/1984,10.5
5016,25/09/1984,10.5
5017,26/09/1984,10.5
5018,27/09/1984,10.5
5019,28/09/1984,10.5
5020,29/09/1984,10.5
5021,30/09/1984,10.5
5022,01/10/1984,10.5
5023,02/10/1984,10.5
5024,03/10/1984,10.5
5025,04/10/1984,10.5
5026,05/10/1984,10.5
5027,06/10/1984,10.5
5028,07/10/1984,10.5
5029,08/10/1984,10.5
5030,09/10/1984,10.5
5031,10/10/1984,10.5
5032,11/10/1984,10.5
5033,12/10/1984,10.5
5034,13/10/1984,10.5
5035,14/10/1984,10.5
5036,15/10/1984,10.5
5037,16/10/1984,10.5
5038,17/10/1984,10.5
5039,18/10/1984,10.5
5040,19/10/1984,10.5
5041,20/10/1984,10.5
5042,21/10/1984,10.5
5043,22/10/1984,10.5
5044,23/10/1984,10.5
5045,24/10/1984,10.5
5046,25/10/1984,10.5
5047,26/10/1984,10.5
5048,27/10/1984,10.5
5049,28/10/1984,10.5
5050,29/10/1984,10.5
5051,30/10/1984,10.5
5052,31/10/1984,10.5
5053,01/11/1984,10.5
5054,02/11/1984,10.5
5055,03/11/1984,10.5
5056,04/11/1984,10.5
5057,05/11/1984,10.0
5058,06/11/1984,10.0
5059,07/11/1984,10.0
5060,08/11/1984,10.0
5061,09/11/1984,10.0
5062,10/11/1984,10.0
5063,11/11/1984,10.0
5064,12/11/1984,10.0
5065,13/11/1984,10.0
5066,14/11/1984,10.0
5067,15/11/1984,10.0
5068,16/11/1984,10.0
5069,17/11/1984,10.0
5070,18/11/1984,10.0
5071,19/11/1984,9.75
5072,20/11/1984,9.75
5073,21/11/1984,9.75
5074,22/11/1984,9.75
5075,23/11/1984,9.5
5076,24/11/1984,9.5
5077,25/11/1984,9.5
5078,26/11/1984,9.5
5079,27/11/1984,9.5
5080,28/11/1984,9.5
5081,29/11/1984,9.5
5082,30/11/1984,9.5
5083,01/12/1984,9.5
5084,02/12/1984,9.5
5085,03/12/1984,9.5
5086,04/12/1984,9.5
5087,05/12/1984,9.5
5088,06/12/1984,9.5
5089,07/12/1984,9.5
5090,08/12/1984,9.5
5091,09/12/1984,9.5
5092,10/12/1984,9.5
5093,11/12/1984,9.5
5094,12/12/1984,9.5
5095,13/12/1984,9.5
5096,14/12/1984,9.5
5097,15/12/1984,9.5
5098,16/12/1984,9.5
5099,17/12/1984,9.5
5100,18/12/1984,9.5
5101,19/12/1984,9.5
5102,20/12/1984,9.5
5103,21/12/1984,9.5
5104,22/12/1984,9.5
5105,23/12/1984,9.5
5106,24/12/1984,9.5
5107,25/12/1984,9.5
5108,26/12/1984,9.5
5109,27/12/1984,9.5
5110,28/12/1984,9.5
5111,29/12/1984,9.5
5112,30/12/1984,9.5
5113,31/12/1984,9.5
5114,01/01/1985,9.5
5115,02/01/1985,9.5
5116,03/01/1985,9.5
5117,04/01/1985,9.5
5118,05/01/1985,9.5
5119,06/01/1985,9.5
5120,07/01/1985,9.5
5121,08/01/1985,9.5
5122,09/01/1985,9.5
5123,10/01/1985,9.5
5124,11/01/1985,9.5
5125,12/01/1985,9.5
5126,13/01/1985,9.5
5127,14/01/1985,11.875
5128,15/01/1985,11.875
5129,16/01/1985,11.875
5130,17/01/1985,11.875
5131,18/01/1985,11.875
5132,19/01/1985,11.875
5133,20/01/1985,11.875
5134,21/01/1985,11.875
5135,22/01/1985,11.875
5136,23/01/1985,11.875
5137,24/01/1985,11.875
5138,25/01/1985,11.875
5139,26/01/1985,11.875
5140,27/01/1985,11.875
5141,28/01/1985,13.875
5142,29/01/1985,13.875
5143,30/01/1985,13.875
5144,31/01/1985,13.875
5145,01/02/1985,13.875
5146,02/02/1985,13.875
5147,03/02/1985,13.875
5148,04/02/1985,13.875
5149,05/02/1985,13.875
5150,06/02/1985,13.875
5151,07/02/1985,13.875
5152,08/02/1985,13.875
5153,09/02/1985,13.875
5154,10/02/1985,13.875
5155,11/02/1985,13.875
5156,12/02/1985,13.875
5157,13/02/1985,13.875
5158,14/02/1985,13.875
5159,15/02/1985,13.875
5160,16/02/1985,13.875
5161,17/02/1985,13.875
5162,18/02/1985,13.875
5163,19/02/1985,13.875
5164,20/02/1985,13.875
5165,21/02/1985,13.875
5166,22/02/1985,13.875
5167,23/02/1985,13.875
5168,24/02/1985,13.875
5169,25/02/1985,13.875
5170,26/02/1985,13.875
5171,27/02/1985,13.875
5172,28/02/1985,13.875
5173,01/03/1985,13.875
5174,02/03/1985,13.875
5175,03/03/1985,13.875
5176,04/03/1985,13.875
5177,05/03/1985,13.875
5178,06/03/1985,13.875
5179,07/03/1985,13.875
5180,08/03/1985,13.875
5181,09/03/1985,13.875
5182,10/03/1985,13.875
5183,11/03/1985,13.875
5184,12/03/1985,13.875
5185,13/03/1985,13.875
5186,14/03/1985,13.875
5187,15/03/1985,13.875
5188,16/03/1985,13.875
5189,17/03/1985,13.875
5190,18/03/1985,13.875
5191,19/03/1985,13.875
5192,20/03/1985,13.375
5193,21/03/1985,13.375
5194,22/03/1985,13.375
5195,23/03/1985,13.375
5196,24/03/1985,13.375
5197,25/03/1985,13.375
5198,26/03/1985,13.375
5199,27/03/1985,13.375
5200,28/03/1985,12.875
5201,29/03/1985,12.875
5202,30/03/1985,12.875
5203,31/03/1985,12.875
5204,01/04/1985,12.875
5205,02/04/1985,12.875
5206,03/04/1985,12.875
5207,04/04/1985,12.875
5208,05/04/1985,12.875
5209,06/04/1985,12.875
5210,07/04/1985,12.875
5211,08/04/1985,12.875
5212,09/04/1985,12.875
5213,10/04/1985,12.875
5214,11/04/1985,12.875
5215,12/04/1985,12.875
5216,13/04/1985,12.875
5217,14/04/1985,12.875
5218,15/04/1985,12.875
5219,16/04/1985,12.875
5220,17/04/1985,12.875
5221,18/04/1985,12.875
5222,19/04/1985,12.375
5223,20/04/1985,12.375
5224,21/04/1985,12.375
5225,22/04/1985,12.375
5226,23/04/1985,12.375
5227,24/04/1985,12.375
5228,25/04/1985,12.375
5229,26/04/1985,12.375
5230,27/04/1985,12.375
5231,28/04/1985,12.375
5232,29/04/1985,12.375
5233,30/04/1985,12.375
5234,01/05/1985,12.375
5235,02/05/1985,12.375
5236,03/05/1985,12.375
5237,04/05/1985,12.375
5238,05/05/1985,12.375
5239,06/05/1985,12.375
5240,07/05/1985,12.375
5241,08/05/1985,12.375
5242,09/05/1985,12.375
5243,10/05/1985,12.375
5244,11/05/1985,12.375
5245,12/05/1985,12.375
5246,13/05/1985,12.375
5247,14/05/1985,12.375
5248,15/05/1985,12.375
5249,16/05/1985,12.375
5250,17/05/1985,12.375
5251,18/05/1985,12.375
5252,19/05/1985,12.375
5253,20/05/1985,12.375
5254,21/05/1985,12.375
5255,22/05/1985,12.375
5256,23/05/1985,12.375
5257,24/05/1985,12.375
5258,25/05/1985,12.375
5259,26/05/1985,12.375
5260,27/05/1985,12.375
5261,28/05/1985,12.375
5262,29/05/1985,12.375
5263,30/05/1985,12.375
5264,31/05/1985,12.375
5265,01/06/1985,12.375
5266,02/06/1985,12.375
5267,03/06/1985,12.375
5268,04/06/1985,12.375
5269,05/06/1985,12.375
5270,06/06/1985,12.375
5271,07/06/1985,12.375
5272,08/06/1985,12.375
5273,09/06/1985,12.375
5274,10/06/1985,12.375
5275,11/06/1985,12.375
5276,12/06/1985,12.375
5277,13/06/1985,12.375
5278,14/06/1985,12.375
5279,15/06/1985,12.375
5280,16/06/1985,12.375
5281,17/06/1985,12.375
5282,18/06/1985,12.375
5283,19/06/1985,12.375
5284,20/06/1985,12.375
5285,21/06/1985,12.375
5286,22/06/1985,12.375
5287,23/06/1985,12.375
5288,24/06/1985,12.375
5289,25/06/1985,12.375
5290,26/06/1985,12.375
5291,27/06/1985,12.375
5292,28/06/1985,12.375
5293,29/06/1985,12.375
5294,30/06/1985,12.375
5295,01/07/1985,12.375
5296,02/07/1985,12.375
5297,03/07/1985,12.375
5298,04/07/1985,12.375
5299,05/07/1985,12.375
5300,06/07/1985,12.375
5301,07/07/1985,12.375
5302,08/07/1985,12.375
5303,09/07/1985,12.375
5304,10/07/1985,12.375
5305,11/07/1985,11.875
5306,12/07/1985,11.875
5307,13/07/1985,11.875
5308,14/07/1985,11.875
5309,15/07/1985,11.875
5310,16/07/1985,11.875
5311,17/07/1985,11.875
5312,18/07/1985,11.875
5313,19/07/1985,11.875
5314,20/07/1985,11.875
5315,21/07/1985,11.875
5316,22/07/1985,11.875
5317,23/07/1985,11.875
5318,24/07/1985,11.875
5319,25/07/1985,11.875
5320,26/07/1985,11.375
5321,27/07/1985,11.375
5322,28/07/1985,11.375
5323,29/07/1985,11.375
5324,30/07/1985,11.375
5325,31/07/1985,11.375
5326,01/08/1985,11.375
5327,02/08/1985,11.375
5328,03/08/1985,11.375
5329,04/08/1985,11.375
5330,05/08/1985,11.375
5331,06/08/1985,11.375
5332,07/08/1985,11.375
5333,08/08/1985,11.375
5334,09/08/1985,11.375
5335,10/08/1985,11.375
5336,11/08/1985,11.375
5337,12/08/1985,11.375
5338,13/08/1985,11.375
5339,14/08/1985,11.375
5340,15/08/1985,11.375
5341,16/08/1985,11.375
5342,17/08/1985,11.375
5343,18/08/1985,11.375
5344,19/08/1985,11.375
5345,20/08/1985,11.375
5346,21/08/1985,11.375
5347,22/08/1985,11.375
5348,23/08/1985,11.375
5349,24/08/1985,11.375
5350,25/08/1985,11.375
5351,26/08/1985,11.375
5352,27/08/1985,11.375
5353,28/08/1985,11.375
5354,29/08/1985,11.375
5355,30/08/1985,11.375
5356,31/08/1985,11.375
5357,01/09/1985,11.375
5358,02/09/1985,11.375
5359,03/09/1985,11.375
5360,04/09/1985,11.375
5361,05/09/1985,11.375
5362,06/09/1985,11.375
5363,07/09/1985,11.375
5364,08/09/1985,11.375
5365,09/09/1985,11.375
5366,10/09/1985,11.375
5367,11/09/1985,11.375
5368,12/09/1985,11.375
5369,13/09/1985,11.375
5370,14/09/1985,11.375
5371,15/09/1985,11.375
5372,16/09/1985,11.375
5373,17/09/1985,11.375
5374,18/09/1985,11.375
5375,19/09/1985,11.375
5376,20/09/1985,11.375
5377,21/09/1985,11.375
5378,22/09/1985,11.375
5379,23/09/1985,11.375
5380,24/09/1985,11.375
5381,25/09/1985,11.375
5382,26/09/1985,11.375
5383,27/09/1985,11.375
5384,28/09/1985,11.375
5385,29/09/1985,11.375
5386,30/09/1985,11.375
5387,01/10/1985,11.375
5388,02/10/1985,11.375
5389,03/10/1985,11.375
5390,04/10/1985,11.375
5391,05/10/1985,11.375
5392,06/10/1985,11.375
5393,07/10/1985,11.375
5394,08/10/1985,11.375
5395,09/10/1985,11.375
5396,10/10/1985,11.375
5397,11/10/1985,11.375
5398,12/10/1985,11.375
5399,13/10/1985,11.375
5400,14/10/1985,11.375
5401,15/10/1985,11.375
5402,16/10/1985,11.375
5403,17/10/1985,11.375
5404,18/10/1985,11.375
5405,19/10/1985,11.375
5406,20/10/1985,11.375
5407,21/10/1985,11.375
5408,22/10/1985,11.375
5409,23/10/1985,11.375
5410,24/10/1985,11.375
5411,25/10/1985,11.375
5412,26/10/1985,11.375
5413,27/10/1985,11.375
5414,28/10/1985,11.375
5415,29/10/1985,11.375
5416,30/10/1985,11.375
5417,31/10/1985,11.375
5418,01/11/1985,11.375
5419,02/11/1985,11.375
5420,03/11/1985,11.375
5421,04/11/1985,11.375
5422,05/11/1985,11.375
5423,06/11/1985,11.375
5424,07/11/1985,11.375
5425,08/11/1985,11.375
5426,09/11/1985,11.375
5427,10/11/1985,11.375
5428,11/11/1985,11.375
5429,12/11/1985,11.375
5430,13/11/1985,11.375
5431,14/11/1985,11.375
5432,15/11/1985,11.375
5433,16/11/1985,11.375
5434,17/11/1985,11.375
5435,18/11/1985,11.375
5436,19/11/1985,11.375
5437,20/11/1985,11.375
5438,21/11/1985,11.375
5439,22/11/1985,11.375
5440,23/11/1985,11.375
5441,24/11/1985,11.375
5442,25/11/1985,11.375
5443,26/11/1985,11.375
5444,27/11/1985,11.375
5445,28/11/1985,11.375
5446,29/11/1985,11.375
5447,30/11/1985,11.375
5448,01/12/1985,11.375
5449,02/12/1985,11.375
5450,03/12/1985,11.375
5451,04/12/1985,11.375
5452,05/12/1985,11.375
5453,06/12/1985,11.375
5454,07/12/1985,11.375
5455,08/12/1985,11.375
5456,09/12/1985,11.375
5457,10/12/1985,11.375
5458,11/12/1985,11.375
5459,12/12/1985,11.375
5460,13/12/1985,11.375
5461,14/12/1985,11.375
5462,15/12/1985,11.375
5463,16/12/1985,11.375
5464,17/12/1985,11.375
5465,18/12/1985,11.375
5466,19/12/1985,11.375
5467,20/12/1985,11.375
5468,21/12/1985,11.375
5469,22/12/1985,11.375
5470,23/12/1985,11.375
5471,24/12/1985,11.375
5472,25/12/1985,11.375
5473,26/12/1985,11.375
5474,27/12/1985,11.375
5475,28/12/1985,11.375
5476,29/12/1985,11.375
5477,30/12/1985,11.375
5478,31/12/1985,11.375
5479,01/01/1986,11.375
5480,02/01/1986,11.375
5481,03/01/1986,11.375
5482,04/01/1986,11.375
5483,05/01/1986,11.375
5484,06/01/1986,11.375
5485,07/01/1986,11.375
5486,08/01/1986,11.375
5487,09/01/1986,11.375
5488,10/01/1986,11.375
5489,11/01/1986,11.375
5490,12/01/1986,11.375
5491,13/01/1986,11.375
5492,14/01/1986,11.375
5493,15/01/1986,12.375
5494,16/01/1986,12.375
5495,17/01/1986,12.375
5496,18/01/1986,12.375
5497,19/01/1986,12.375
5498,20/01/1986,12.375
5499,21/01/1986,12.375
5500,22/01/1986,12.375
5501,23/01/1986,12.375
5502,24/01/1986,12.375
5503,25/01/1986,12.375
5504,26/01/1986,12.375
5505,27/01/1986,12.375
5506,28/01/1986,12.375
5507,29/01/1986,12.375
5508,30/01/1986,12.375
5509,31/01/1986,12.375
5510,01/02/1986,12.375
5511,02/02/1986,12.375
5512,03/02/1986,12.375
5513,04/02/1986,12.375
5514,05/02/1986,12.375
5515,06/02/1986,12.375
5516,07/02/1986,12.375
5517,08/02/1986,12.375
5518,09/02/1986,12.375
5519,10/02/1986,12.375
5520,11/02/1986,12.375
5521,12/02/1986,12.375
5522,13/02/1986,12.375
5523,14/02/1986,12.375
5524,15/02/1986,12.375
5525,16/02/1986,12.375
5526,17/02/1986,12.375
5527,18/02/1986,12.375
5528,19/02/1986,12.375
5529,20/02/1986,12.375
5530,21/02/1986,12.375
5531,22/02/1986,12.375
5532,23/02/1986,12.375
5533,24/02/1986,12.375
5534,25/02/1986,12.375
5535,26/02/1986,12.375
5536,27/02/1986,12.375
5537,28/02/1986,12.375
5538,01/03/1986,12.375
5539,02/03/1986,12.375
5540,03/03/1986,12.375
5541,04/03/1986,12.375
5542,05/03/1986,12.375
5543,06/03/1986,12.375
5544,07/03/1986,12.375
5545,08/03/1986,12.375
5546,09/03/1986,12.375
5547,10/03/1986,12.375
5548,11/03/1986,12.375
5549,12/03/1986,12.375
5550,13/03/1986,12.375
5551,14/03/1986,12.375
5552,15/03/1986,12.375
5553,16/03/1986,12.375
5554,17/03/1986,12.375
5555,18/03/1986,12.375
5556,19/03/1986,11.375
5557,20/03/1986,11.375
5558,21/03/1986,11.375
5559,22/03/1986,11.375
5560,23/03/1986,11.375
5561,24/03/1986,11.375
5562,25/03/1986,11.375
5563,26/03/1986,11.375
5564,27/03/1986,11.375
5565,28/03/1986,11.375
5566,29/03/1986,11.375
5567,30/03/1986,11.375
5568,31/03/1986,11.375
5569,01/04/1986,11.375
5570,02/04/1986,11.375
5571,03/04/1986,11.375
5572,04/04/1986,11.375
5573,05/04/1986,11.375
5574,06/04/1986,11.375
5575,07/04/1986,11.375
5576,08/04/1986,11.375
5577,09/04/1986,11.375
5578,10/04/1986,11.375
5579,11/04/1986,10.875
5580,12/04/1986,10.875
5581,13/04/1986,10.875
5582,14/04/1986,10.875
5583,15/04/1986,10.875
5584,16/04/1986,10.875
5585,17/04/1986,10.875
5586,18/04/1986,10.375
5587,19/04/1986,10.375
5588,20/04/1986,10.375
5589,21/04/1986,10.375
5590,22/04/1986,10.375
5591,23/04/1986,10.375
5592,24/04/1986,10.375
5593,25/04/1986,10.375
5594,26/04/1986,10.375
5595,27/04/1986,10.375
5596,28/04/1986,10.375
5597,29/04/1986,10.375
5598,30/04/1986,10.375
5599,01/05/1986,10.375
5600,02/05/1986,10.375
5601,03/05/1986,10.375
5602,04/05/1986,10.375
5603,05/05/1986,10.375
5604,06/05/1986,10.375
5605,07/05/1986,10.375
5606,08/05/1986,10.375
5607,09/05/1986,10.375
5608,10/05/1986,10.375
5609,11/05/1986,10.375
5610,12/05/1986,10.375
5611,13/05/1986,10.375
5612,14/05/1986,10.375
5613,15/05/1986,10.375
5614,16/05/1986,10.375
5615,17/05/1986,10.375
5616,18/05/1986,10.375
5617,19/05/1986,10.375
5618,20/05/1986,10.375
5619,21/05/1986,10.375
5620,22/05/1986,10.375
5621,23/05/1986,9.875
5622,24/05/1986,9.875
5623,25/05/1986,9.875
5624,26/05/1986,9.875
5625,27/05/1986,9.875
5626,28/05/1986,9.875
5627,29/05/1986,9.875
5628,30/05/1986,9.875
5629,31/05/1986,9.875
5630,01/06/1986,9.875
5631,02/06/1986,9.875
5632,03/06/1986,9.875
5633,04/06/1986,9.875
5634,05/06/1986,9.875
5635,06/06/1986,9.875
5636,07/06/1986,9.875
5637,08/06/1986,9.875
5638,09/06/1986,9.875
5639,10/06/1986,9.875
5640,11/06/1986,9.875
5641,12/06/1986,9.875
5642,13/06/1986,9.875
5643,14/06/1986,9.875
5644,15/06/1986,9.875
5645,16/06/1986,9.875
5646,17/06/1986,9.875
5647,18/06/1986,9.875
5648,19/06/1986,9.875
5649,20/06/1986,9.875
5650,21/06/1986,9.875
5651,22/06/1986,9.875
5652,23/06/1986,9.875
5653,24/06/1986,9.875
5654,25/06/1986,9.875
5655,26/06/1986,9.875
5656,27/06/1986,9.875
5657,28/06/1986,9.875
5658,29/06/1986,9.875
5659,30/06/1986,9.875
5660,01/07/1986,9.875
5661,02/07/1986,9.875
5662,03/07/1986,9.875
5663,04/07/1986,9.875
5664,05/07/1986,9.875
5665,06/07/1986,9.875
5666,07/07/1986,9.875
5667,08/07/1986,9.875
5668,09/07/1986,9.875
5669,10/07/1986,9.875
5670,11/07/1986,9.875
5671,12/07/1986,9.875
5672,13/07/1986,9.875
5673,14/07/1986,9.875
5674,15/07/1986,9.875
5675,16/07/1986,9.875
5676,17/07/1986,9.875
5677,18/07/1986,9.875
5678,19/07/1986,9.875
5679,20/07/1986,9.875
5680,21/07/1986,9.875
5681,22/07/1986,9.875
5682,23/07/1986,9.875
5683,24/07/1986,9.875
5684,25/07/1986,9.875
5685,26/07/1986,9.875
5686,27/07/1986,9.875
5687,28/07/1986,9.875
5688,29/07/1986,9.875
5689,30/07/1986,9.875
5690,31/07/1986,9.875
5691,01/08/1986,9.875
5692,02/08/1986,9.875
5693,03/08/1986,9.875
5694,04/08/1986,9.875
5695,05/08/1986,9.875
5696,06/08/1986,9.875
5697,07/08/1986,9.875
5698,08/08/1986,9.875
5699,09/08/1986,9.875
5700,10/08/1986,9.875
5701,11/08/1986,9.875
5702,12/08/1986,9.875
5703,13/08/1986,9.875
5704,14/08/1986,9.875
5705,15/08/1986,9.875
5706,16/08/1986,9.875
5707,17/08/1986,9.875
5708,18/08/1986,9.875
5709,19/08/1986,9.875
5710,20/08/1986,9.875
5711,21/08/1986,9.875
5712,22/08/1986,9.875
5713,23/08/1986,9.875
5714,24/08/1986,9.875
5715,25/08/1986,9.875
5716,26/08/1986,9.875
5717,27/08/1986,9.875
5718,28/08/1986,9.875
5719,29/08/1986,9.875
5720,30/08/1986,9.875
5721,31/08/1986,9.875
5722,01/09/1986,9.875
5723,02/09/1986,9.875
5724,03/09/1986,9.875
5725,04/09/1986,9.875
5726,05/09/1986,9.875
5727,06/09/1986,9.875
5728,07/09/1986,9.875
5729,08/09/1986,9.875
5730,09/09/1986,9.875
5731,10/09/1986,9.875
5732,11/09/1986,9.875
5733,12/09/1986,9.875
5734,13/09/1986,9.875
5735,14/09/1986,9.875
5736,15/09/1986,9.875
5737,16/09/1986,9.875
5738,17/09/1986,9.875
5739,18/09/1986,9.875
5740,19/09/1986,9.875
5741,20/09/1986,9.875
5742,21/09/1986,9.875
5743,22/09/1986,9.875
5744,23/09/1986,9.875
5745,24/09/1986,9.875
5746,25/09/1986,9.875
5747,26/09/1986,9.875
5748,27/09/1986,9.875
5749,28/09/1986,9.875
5750,29/09/1986,9.875
5751,30/09/1986,9.875
5752,01/10/1986,9.875
5753,02/10/1986,9.875
5754,03/10/1986,9.875
5755,04/10/1986,9.875
5756,05/10/1986,9.875
5757,06/10/1986,9.875
5758,07/10/1986,9.875
5759,08/10/1986,9.875
5760,09/10/1986,9.875
5761,10/10/1986,9.875
5762,11/10/1986,9.875
5763,12/10/1986,9.875
5764,13/10/1986,9.875
5765,14/10/1986,9.875
5766,15/10/1986,10.875
5767,16/10/1986,10.875
5768,17/10/1986,10.875
5769,18/10/1986,10.875
5770,19/10/1986,10.875
5771,20/10/1986,10.875
5772,21/10/1986,10.875
5773,22/10/1986,10.875
5774,23/10/1986,10.875
5775,24/10/1986,10.875
5776,25/10/1986,10.875
5777,26/10/1986,10.875
5778,27/10/1986,10.875
5779,28/10/1986,10.875
5780,29/10/1986,10.875
5781,30/10/1986,10.875
