,date,jtj
0,2016-04-01,2.0559487342834473
1,2016-04-08,1.4222091436386108
2,2016-04-15,2.1344244480133057
3,2016-04-22,1.3886877298355103
4,2016-04-29,2.6377246379852295
5,2016-05-06,2.3011159896850586
6,2016-05-13,1.7420934438705444
7,2016-05-20,2.147261381149292
8,2016-05-27,2.261627197265625
9,2016-06-03,1.9881378412246704
10,2016-06-10,2.354062080383301
11,2016-06-17,2.5475282669067383
12,2016-06-24,1.8037326335906982
13,2016-07-01,1.573229432106018
14,2016-07-08,1.9875813722610474
15,2016-07-15,1.9164139032363892
16,2016-07-22,3.1031599044799805
17,2016-07-29,1.5238583087921143
18,2016-08-05,2.44916033744812
19,2016-08-12,2.2287914752960205
20,2016-08-19,2.142392873764038
21,2016-08-26,2.941030502319336
22,2016-09-02,1.9702705144882202
23,2016-09-09,2.5047807693481445
24,2016-09-16,2.609297037124634
25,2016-09-23,2.3508663177490234
26,2016-09-30,2.8054404258728027
27,2016-10-07,2.543524742126465
28,2016-10-14,2.242511510848999
29,2016-10-21,2.6471383571624756
30,2016-10-28,1.9557647705078125
31,2016-11-04,2.7654881477355957
32,2016-11-11,1.7454383373260498
33,2016-11-18,3.585712194442749
34,2016-11-25,1.3044588565826416
35,2016-12-02,1.3626657724380493
36,2016-12-09,2.430053234100342
37,2016-12-16,1.940176248550415
38,2016-12-23,1.1947294473648071
39,2017-01-06,1.9977822303771973
40,2017-01-13,1.1803892850875854
41,2017-01-20,2.082937717437744
42,2017-01-27,1.84702730178833
43,2017-02-03,2.1866321563720703
44,2017-02-10,1.5278452634811401
45,2017-02-17,1.9146138429641724
46,2017-02-24,1.4777250289916992
47,2017-03-03,1.3625009059906006
48,2017-03-10,2.282597780227661
49,2017-03-17,2.4039032459259033
50,2017-03-24,2.7276711463928223
51,2017-03-31,1.7392323017120361
52,2017-04-07,2.0726351737976074
53,2017-04-14,1.9695199728012085
54,2017-04-21,2.0387699604034424
55,2017-04-28,1.8791340589523315
56,2017-05-05,2.1663124561309814
57,2017-05-12,1.8079545497894287
58,2017-05-19,2.8117258548736572
59,2017-05-26,1.316616177558899
60,2017-06-02,2.0996086597442627
61,2017-06-09,1.6937533617019653
62,2017-06-16,2.6756575107574463
63,2017-06-23,2.550600051879883
64,2017-06-30,1.8107943534851074
65,2017-07-07,2.4094741344451904
66,2017-07-14,3.00256609916687
67,2017-07-21,2.5494890213012695
68,2017-07-28,1.5183377265930176
69,2017-08-04,2.0415143966674805
70,2017-08-11,1.6153268814086914
71,2017-08-18,2.7630412578582764
72,2017-08-25,2.164928913116455
73,2017-09-01,1.9571086168289185
74,2017-09-08,1.924607753753662
75,2017-09-15,2.3595266342163086
76,2017-09-22,2.309170722961426
77,2017-09-29,2.2130050659179688
78,2017-10-06,2.9483602046966553
79,2017-10-13,2.82291579246521
80,2017-10-20,3.287862539291382
81,2017-10-27,2.917900800704956
82,2017-11-03,1.9740935564041138
83,2017-11-10,2.2721645832061768
84,2017-11-17,2.3047311305999756
85,2017-11-24,2.530730962753296
86,2017-12-01,2.252774953842163
87,2017-12-08,2.6816906929016113
88,2017-12-15,1.3422921895980835
89,2017-12-22,1.7124689817428589
90,2017-12-29,0.7732279300689697
91,2018-01-05,1.3493609428405762
92,2018-01-12,1.488612413406372
93,2018-01-19,1.9038888216018677
94,2018-01-26,2.066422700881958
95,2018-02-02,1.4482265710830688
96,2018-02-09,1.3491089344024658
97,2018-02-16,0.5955505967140198
98,2018-02-23,2.058767795562744
99,2018-03-02,1.4320839643478394
100,2018-03-09,1.5730851888656616
101,2018-03-16,2.2436881065368652
102,2018-03-23,1.9207957983016968
103,2018-03-30,1.8568048477172852
104,2018-04-06,1.7312328815460205
105,2018-04-13,1.9450582265853882
106,2018-04-20,2.422098159790039
107,2018-04-27,2.117351770401001
108,2018-05-04,1.992546558380127
109,2018-05-11,1.9881125688552856
110,2018-05-18,1.5398197174072266
111,2018-05-25,2.7415223121643066
112,2018-06-01,1.832456111907959
113,2018-06-08,2.532773733139038
114,2018-06-15,1.9199649095535278
115,2018-06-22,2.252786159515381
116,2018-06-29,1.5275521278381348
117,2018-07-06,1.7681972980499268
118,2018-07-13,2.8925704956054688
119,2018-07-20,1.8804233074188232
120,2018-07-27,2.352224588394165
121,2018-08-03,2.560832977294922
122,2018-08-10,2.7774291038513184
123,2018-08-17,1.8981411457061768
124,2018-08-24,2.0288867950439453
125,2018-08-31,1.9575767517089844
126,2018-09-07,1.686641812324524
127,2018-09-14,3.8860931396484375
128,2018-09-21,2.626739740371704
129,2018-09-28,2.6379168033599854
130,2018-10-05,2.540133237838745
131,2018-10-12,2.184462547302246
132,2018-10-19,1.8337767124176025
133,2018-10-26,2.703420639038086
134,2018-11-02,2.193624258041382
135,2018-11-09,2.4376604557037354
136,2018-11-16,2.3711183071136475
137,2018-11-23,2.685986042022705
138,2018-11-30,1.8696684837341309
139,2018-12-07,2.579345464706421
140,2018-12-14,0.9397112131118774
141,2018-12-21,1.1103546619415283
142,2018-12-28,1.56304132938385
143,2019-01-04,1.3639588356018066
144,2019-01-11,1.7010003328323364
145,2019-01-18,1.5732219219207764
146,2019-01-25,2.2320659160614014
147,2019-02-01,1.0496249198913574
148,2019-02-08,2.1696436405181885
149,2019-02-15,1.8534669876098633
150,2019-02-22,1.5136719942092896
151,2019-03-01,1.7831995487213135
152,2019-03-08,1.5574167966842651
153,2019-03-15,2.272505283355713
154,2019-03-22,2.779557943344116
155,2019-03-29,2.4383280277252197
156,2019-04-05,1.7507984638214111
157,2019-04-12,1.7963569164276123
158,2019-04-19,1.8965191841125488
159,2019-04-26,2.1014597415924072
160,2019-05-03,1.272629976272583
161,2019-05-10,2.261775255203247
162,2019-05-17,1.621687650680542
163,2019-05-24,1.9578824043273926
164,2019-05-31,2.0038416385650635
165,2019-06-07,2.4745757579803467
166,2019-06-14,1.9634567499160767
167,2019-06-21,1.792222499847412
168,2019-06-28,3.203319787979126
169,2019-07-05,1.965942621231079
170,2019-07-12,1.7036603689193726
171,2019-07-19,1.2819256782531738
172,2019-07-26,2.5446736812591553
173,2019-08-02,1.0906964540481567
174,2019-08-09,1.5529111623764038
175,2019-08-16,2.8127336502075195
176,2019-08-23,1.8161230087280273
177,2019-08-30,1.2864387035369873
178,2019-09-06,1.6084868907928467
179,2019-09-13,2.445241928100586
180,2019-09-20,2.2765250205993652
181,2019-09-27,3.3449959754943848
182,2019-10-04,2.7450735569000244
183,2019-10-11,2.4129838943481445
184,2019-10-18,1.786542296409607
185,2019-10-25,3.270895481109619
186,2019-11-01,2.402439594268799
187,2019-11-08,2.9108047485351562
188,2019-11-15,2.869915723800659
