,weekx,week3,quit_week,m_quit_week,min_quit_week,max_quit_week
0,2020-01-01,5/1/20,0.14035330712795258,0.1782051920890808,0.15583552420139313,0.19467580318450928
1,2020-01-08,2,0.13705480098724365,0.14877142012119293,0.11897529661655426,0.19384701550006866
2,2020-01-15,3,0.14179667830467224,0.18228930234909058,0.1531093567609787,0.21233980357646942
3,2020-01-22,4,0.15410873293876648,0.15614444017410278,0.12479773908853531,0.19477207958698273
4,2020-01-29,2/2/20,0.12783220410346985,0.16194503009319305,0.11495712399482727,0.19406837224960327
5,2020-02-05,6,0.15208186209201813,0.14834508299827576,0.12493597716093063,0.19541093707084656
6,2020-02-12,7,0.12653285264968872,0.17813338339328766,0.13645167648792267,0.1983974426984787
7,2020-02-19,23/2/20,0.15964683890342712,0.153386190533638,0.14553801715373993,0.16226910054683685
8,2020-02-26,9,0.16736917197704315,0.13229283690452576,0.11768709123134613,0.16591043770313263
9,2020-03-04,10,0.10054413229227066,0.159506157040596,0.1364014744758606,0.1899259090423584
10,2020-03-11,11,0.09321330487728119,0.17992755770683289,0.1351751685142517,0.19435055553913116
11,2020-03-18,22/3/20,0.1389499455690384,0.13980808854103088,0.10825169831514359,0.16188380122184753
12,2020-03-25,13,0.1399926096200943,0.1535569131374359,0.14094199240207672,0.19745393097400665
13,2020-04-01,14,0.10147765278816223,0.14107245206832886,0.1368068903684616,0.2191057652235031
14,2020-04-08,15,0.11087314039468765,0.17722393572330475,0.13741062581539154,0.18959438800811768
15,2020-04-15,16,0.12009719759225845,0.13178947567939758,0.12932755053043365,0.1623118817806244
16,2020-04-22,17,0.16959187388420105,0.15874263644218445,0.13385993242263794,0.17934834957122803
17,2020-04-29,3/5/20,0.1206333264708519,0.14735397696495056,0.0934411883354187,0.20754320919513702
18,2020-05-06,19,0.1727667897939682,0.1374865621328354,0.11122768372297287,0.2074757069349289
19,2020-05-13,20,0.10726882517337799,0.1760459840297699,0.15112924575805664,0.18248873949050903
20,2020-05-20,21,0.14251480996608734,0.1624213457107544,0.13463620841503143,0.23295535147190094
21,2020-05-27,31/5/20,0.1488414704799652,0.15596678853034973,0.14982843399047852,0.1795823872089386
22,2020-06-03,23,0.0740668997168541,0.1823917180299759,0.1480637937784195,0.2227102369070053
23,2020-06-10,24,0.10047844797372818,0.1678793877363205,0.15244926512241364,0.2029574066400528
24,2020-06-17,25,0.12247295677661896,0.1807040125131607,0.1510734260082245,0.1958485245704651
25,2020-06-24,26,0.10921274125576019,0.15608717501163483,0.13166444003582,0.2270607054233551
26,2020-07-01,27,0.06908544152975082,0.1390235424041748,0.11361640691757202,0.17844538390636444
27,2020-07-08,12/7/20,0.08438214659690857,0.15573954582214355,0.13722684979438782,0.21236059069633484
28,2020-07-15,29,0.052519816905260086,0.2256208062171936,0.12035529315471649,0.22771337628364563
29,2020-07-22,30,0.08931541442871094,0.1911258101463318,0.17770561575889587,0.21663759648799896
30,2020-07-29,31,0.07946445792913437,0.16933387517929077,0.1430646777153015,0.21692970395088196
31,2020-08-05,9/8/20,0.09476754069328308,0.18906711041927338,0.1574542075395584,0.2034020870923996
32,2020-08-12,33,0.07531769573688507,0.1866750568151474,0.16043032705783844,0.22146841883659363
33,2020-08-19,34,0.08494974672794342,0.20751261711120605,0.18060816824436188,0.23788243532180786
34,2020-08-26,35,0.09711048007011414,0.1867360919713974,0.15996037423610687,0.22532302141189575
35,2020-09-02,36,0.1248023733496666,0.2040134221315384,0.17874661087989807,0.23342809081077576
36,2020-09-09,37,0.08018285781145096,0.1961069405078888,0.17849598824977875,0.23365968465805054
37,2020-09-16,20/9/20,0.13120943307876587,0.23384732007980347,0.1676427721977234,0.25576239824295044
38,2020-09-23,39,0.15528467297554016,0.22964610159397125,0.21293093264102936,0.2829263210296631
39,2020-10-07,41,0.16898834705352783,0.20724108815193176,0.1978779137134552,0.23426873981952667
40,2020-10-14,18/10/20,0.12484870105981827,0.2571563720703125,0.19157172739505768,0.3329319655895233
41,2020-10-21,43,0.15055102109909058,0.2144155502319336,0.1576560139656067,0.2864936888217926
42,2020-10-28,44,0.11501059681177139,0.21230341494083405,0.16311649978160858,0.29267024993896484
43,2020-11-04,45,0.1338539719581604,0.21500559151172638,0.2012174278497696,0.24587933719158173
44,2020-11-11,46,0.14196287095546722,0.2195219099521637,0.17746321856975555,0.2436857968568802
45,2020-11-18,47,0.1475231945514679,0.1968870908021927,0.1891934722661972,0.22352005541324615
46,2020-11-25,29/11/20,0.14077384769916534,0.206319198012352,0.1921529471874237,0.26080772280693054
47,2020-12-02,49,0.11833778023719788,0.18813565373420715,0.14431212842464447,0.20699580013751984
48,2020-12-09,50,0.11270782351493835,0.1729002296924591,0.15076491236686707,0.20595020055770874
49,2020-12-16,51,0.077743299305439,0.17788921296596527,0.15052777528762817,0.21327540278434753
50,2020-12-23,27/12/20,0.07581668347120285,0.1587829440832138,0.13510066270828247,0.18115206062793732
51,2021-01-01,3/1/21,0.08375140279531479,0.1782051920890808,0.15583552420139313,0.19467580318450928
52,2021-01-08,54,0.09807666391134262,0.14877142012119293,0.11897529661655426,0.19384701550006866
53,2021-01-15,55,0.10593050718307495,0.18228930234909058,0.1531093567609787,0.21233980357646942
54,2021-01-22,56,0.10293233394622803,0.15614444017410278,0.12479773908853531,0.19477207958698273
55,2021-01-29,31/1/21,0.10913608968257904,0.16194503009319305,0.11495712399482727,0.19406837224960327
56,2021-02-05,7/2/21,0.11905255913734436,0.14834508299827576,0.12493597716093063,0.19541093707084656
57,2021-02-12,59,0.08482310175895691,0.17813338339328766,0.13645167648792267,0.1983974426984787
58,2021-02-19,60,0.10311112552881241,0.153386190533638,0.14553801715373993,0.16226910054683685
59,2021-02-26,61,0.12196415662765503,0.13229283690452576,0.11768709123134613,0.16591043770313263
60,2021-03-05,7/3/21,0.07530227303504944,0.159506157040596,0.1364014744758606,0.1899259090423584
61,2021-03-12,63,0.08998382091522217,0.17992755770683289,0.1351751685142517,0.19435055553913116
62,2021-03-19,64,0.10178942233324051,0.13980808854103088,0.10825169831514359,0.16188380122184753
63,2021-03-26,65,0.10959339886903763,0.1535569131374359,0.14094199240207672,0.19745393097400665
64,2021-04-02,66,0.11176245659589767,0.14107245206832886,0.1368068903684616,0.2191057652235031
65,2021-04-09,67,0.10286223888397217,0.17722393572330475,0.13741062581539154,0.18959438800811768
66,2021-04-16,18/4/21,0.10476568341255188,0.13178947567939758,0.12932755053043365,0.1623118817806244
67,2021-04-23,69,0.13213399052619934,0.15874263644218445,0.13385993242263794,0.17934834957122803
68,2021-04-30,70,0.10489457845687866,0.14735397696495056,0.0934411883354187,0.20754320919513702
69,2021-05-07,71,0.11734312772750854,0.1374865621328354,0.11122768372297287,0.2074757069349289
70,2021-05-14,72,0.15015998482704163,0.1760459840297699,0.15112924575805664,0.18248873949050903
71,2021-05-21,73,0.10875403136014938,0.1624213457107544,0.13463620841503143,0.23295535147190094
72,2021-05-28,74,0.13701285421848297,0.15596678853034973,0.14982843399047852,0.1795823872089386
73,2021-06-04,75,0.13929960131645203,0.1823917180299759,0.1480637937784195,0.2227102369070053
74,2021-06-11,76,0.13826428353786469,0.1678793877363205,0.15244926512241364,0.2029574066400528
75,2021-06-18,77,0.13429142534732819,0.1807040125131607,0.1510734260082245,0.1958485245704651
76,2021-06-25,30/6/21,0.15363775193691254,0.15608717501163483,0.13166444003582,0.2270607054233551
77,2021-07-02,79,0.15053461492061615,0.1390235424041748,0.11361640691757202,0.17844538390636444
78,2021-07-09,80,0.13846994936466217,0.15573954582214355,0.13722684979438782,0.21236059069633484
79,2021-07-16,81,0.18264569342136383,0.2256208062171936,0.12035529315471649,0.22771337628364563
80,2021-07-23,82,0.19467857480049133,0.1911258101463318,0.17770561575889587,0.21663759648799896
81,2021-07-30,83,0.11552789062261581,0.16933387517929077,0.1430646777153015,0.21692970395088196
82,2021-08-06,84,0.13993710279464722,0.18906711041927338,0.1574542075395584,0.2034020870923996
83,2021-08-13,85,0.15579310059547424,0.1866750568151474,0.16043032705783844,0.22146841883659363
84,2021-08-20,86,0.1705736666917801,0.20751261711120605,0.18060816824436188,0.23788243532180786
85,2021-08-27,87,0.20735469460487366,0.1867360919713974,0.15996037423610687,0.22532302141189575
86,2021-09-03,3/9/21,0.23088662326335907,0.2040134221315384,0.17874661087989807,0.23342809081077576
87,2021-09-10,89,0.21062596142292023,0.1961069405078888,0.17849598824977875,0.23365968465805054
88,2021-09-17,90,0.2543608546257019,0.23384732007980347,0.1676427721977234,0.25576239824295044
89,2021-09-24,91,0.18416297435760498,0.22964610159397125,0.21293093264102936,0.2829263210296631
90,2021-10-01,92,0.20589426159858704,0.2219792604446411,0.18752703070640564,0.27612730860710144
91,2021-10-08,93,0.20329873263835907,0.20724108815193176,0.1978779137134552,0.23426873981952667
92,2021-10-15,94,0.16316604614257812,0.2571563720703125,0.19157172739505768,0.3329319655895233
93,2021-10-22,95,0.1955537647008896,0.2144155502319336,0.1576560139656067,0.2864936888217926
94,2021-10-29,31/10/21,0.2345716655254364,0.21230341494083405,0.16311649978160858,0.29267024993896484
95,2021-11-05,97,0.18925058841705322,0.21500559151172638,0.2012174278497696,0.24587933719158173
96,2021-11-12,98,0.2038034349679947,0.2195219099521637,0.17746321856975555,0.2436857968568802
97,2021-11-19,99,0.17051082849502563,0.1968870908021927,0.1891934722661972,0.22352005541324615
98,2021-11-26,100,0.23681773245334625,0.206319198012352,0.1921529471874237,0.26080772280693054
99,2021-12-03,5/12/21,0.13868625462055206,0.18813565373420715,0.14431212842464447,0.20699580013751984
