,year,emissions,coal
0,1560,6.300000190734863,0.21496129035949707
1,1561,6.400000095367432,0.2183733731508255
2,1562,6.5,0.22178545594215393
3,1563,6.599999904632568,0.22519753873348236
4,1564,6.699999809265137,0.2286096215248108
5,1565,6.900000095367432,0.23543380200862885
6,1566,7.0,0.23884588479995728
7,1567,7.099999904632568,0.2422579675912857
8,1568,7.199999809265137,0.24567005038261414
9,1569,7.400000095367432,0.252494215965271
10,1570,7.5,0.2559063136577606
11,1571,7.599999904632568,0.25931838154792786
12,1572,7.800000190734863,0.2661425471305847
13,1573,7.900000095367432,0.26955464482307434
14,1574,8.100000381469727,0.2763788104057312
15,1575,8.199999809265137,0.27979087829589844
16,1576,8.300000190734863,0.28320297598838806
17,1577,8.5,0.2900271415710449
18,1578,8.600000381469727,0.29343920946121216
19,1579,8.800000190734863,0.3002634048461914
20,1580,9.0,0.30708757042884827
21,1581,9.100000381469727,0.3104996383190155
22,1582,9.300000190734863,0.31732380390167236
23,1583,9.5,0.3241479694843292
24,1584,9.600000381469727,0.32756006717681885
25,1585,9.800000190734863,0.3343842327594757
26,1586,10.0,0.34120839834213257
27,1587,10.199999809265137,0.34803256392478943
28,1588,10.300000190734863,0.35144466161727905
29,1589,10.5,0.3582688271999359
30,1590,10.699999809265137,0.3650929927825928
31,1591,10.899999618530273,0.37191715836524963
32,1592,11.100000381469727,0.3787413239479065
33,1593,11.300000190734863,0.38556548953056335
34,1594,11.5,0.3923896551132202
35,1595,11.699999809265137,0.3992138206958771
36,1596,11.899999618530273,0.40603798627853394
37,1597,12.100000381469727,0.4128621518611908
38,1598,12.300000190734863,0.41968631744384766
39,1599,12.600000381469727,0.42992258071899414
40,1600,12.699999809265137,0.43333467841148376
41,1601,13.100000381469727,0.4469830095767975
42,1602,13.5,0.4606313407421112
43,1603,13.899999618530273,0.4742796719074249
44,1604,14.300000190734863,0.48792800307273865
45,1605,14.699999809265137,0.5015763640403748
46,1606,15.100000381469727,0.5152246952056885
47,1607,15.600000381469727,0.5322850942611694
48,1608,16.0,0.5459334254264832
49,1609,16.5,0.5629938840866089
50,1610,17.0,0.5800542831420898
51,1611,17.5,0.5971146821975708
52,1612,18.0,0.6141751408576965
53,1613,18.600000381469727,0.6346476078033447
54,1614,19.100000381469727,0.6517080664634705
55,1615,19.700000762939453,0.6721805334091187
56,1616,20.299999237060547,0.6926530599594116
57,1617,20.899999618530273,0.7131255269050598
58,1618,21.5,0.7335980534553528
59,1619,22.200000762939453,0.757482647895813
60,1620,22.799999237060547,0.777955174446106
61,1621,23.5,0.8018397688865662
62,1622,24.200000762939453,0.8257243037223816
63,1623,24.899999618530273,0.8496088981628418
64,1624,25.700000762939453,0.8769055604934692
65,1625,26.5,0.9042022824287415
66,1626,26.700000762939453,0.9110264182090759
67,1627,27.0,0.9212626814842224
68,1628,27.299999237060547,0.9314989447593689
69,1629,27.600000381469727,0.9417352080345154
70,1630,27.799999237060547,0.9485593438148499
71,1631,28.100000381469727,0.9587956070899963
72,1632,28.399999618530273,0.9690318703651428
73,1633,28.700000762939453,0.9792681336402893
74,1634,29.0,0.989504337310791
75,1635,29.299999237060547,0.9997406005859375
76,1636,29.600000381469727,1.009976863861084
77,1637,29.899999618530273,1.0202131271362305
78,1638,30.200000762939453,1.030449390411377
79,1639,30.5,1.0406856536865234
80,1640,30.899999618530273,1.0543339252471924
81,1641,31.399999618530273,1.0713943243026733
82,1642,31.899999618530273,1.0884548425674438
83,1643,32.5,1.1089272499084473
84,1644,33.0,1.1259877681732178
85,1645,33.5,1.1430481672286987
86,1646,34.099998474121094,1.1635206937789917
87,1647,34.599998474121094,1.1805810928344727
88,1648,35.20000076293945,1.2010536193847656
89,1649,35.70000076293945,1.2181140184402466
90,1650,36.29999923706055,1.2385865449905396
91,1651,36.900001525878906,1.259058952331543
92,1652,37.5,1.279531478881836
93,1653,38.099998474121094,1.300004005432129
94,1654,38.70000076293945,1.3204765319824219
95,1655,39.29999923706055,1.3409490585327148
96,1656,40.0,1.3648335933685303
97,1657,40.599998474121094,1.3853061199188232
98,1658,41.29999923706055,1.4091906547546387
99,1659,41.900001525878906,1.4296631813049316
100,1660,42.79999923706055,1.460371971130371
101,1661,43.70000076293945,1.4910807609558105
102,1662,44.599998474121094,1.5217894315719604
103,1663,45.599998474121094,1.555910348892212
104,1664,46.599998474121094,1.5900311470031738
105,1665,47.599998474121094,1.6241519451141357
106,1666,48.599998474121094,1.6582728624343872
107,1667,49.599998474121094,1.6923936605453491
108,1668,50.70000076293945,1.729926586151123
109,1669,51.70000076293945,1.764047384262085
110,1670,52.79999923706055,1.8015803098678589
111,1671,53.900001525878906,1.8391132354736328
112,1672,55.099998474121094,1.8800582885742188
113,1673,56.20000076293945,1.9175912141799927
114,1674,57.400001525878906,1.9585362672805786
115,1675,58.599998474121094,1.999481201171875
116,1676,59.900001525878906,2.0438382625579834
117,1677,61.20000076293945,2.088195323944092
118,1678,62.5,2.1325523853302
119,1679,63.79999923706055,2.1769096851348877
120,1680,65.30000305175781,2.228090763092041
121,1681,65.9000015258789,2.248563289642334
122,1682,66.5,2.269035816192627
123,1683,67.19999694824219,2.2929203510284424
124,1684,67.80000305175781,2.3133928775787354
125,1685,68.5,2.33727765083313
126,1686,69.19999694824219,2.3611621856689453
127,1687,69.9000015258789,2.3850467205047607
128,1688,70.5999984741211,2.408931255340576
129,1689,71.4000015258789,2.436228036880493
130,1690,72.0999984741211,2.4601125717163086
131,1691,72.80000305175781,2.483997106552124
132,1692,73.5999984741211,2.511293888092041
133,1693,74.30000305175781,2.5351784229278564
134,1694,75.0999984741211,2.5624749660491943
135,1695,75.9000015258789,2.5897717475891113
136,1696,76.5999984741211,2.6136562824249268
137,1697,77.4000015258789,2.6409530639648438
138,1698,77.30000305175781,2.637540817260742
139,1699,78.4000015258789,2.6750738620758057
140,1700,79.80000305175781,2.7228429317474365
141,1701,80.4000015258789,2.7433154582977295
142,1702,81.80000305175781,2.7910847663879395
143,1703,82.9000015258789,2.828617572784424
144,1704,83.5999984741211,2.8525021076202393
145,1705,85.9000015258789,2.9309802055358887
146,1706,85.4000015258789,2.913919687271118
147,1707,86.0,2.934392213821411
148,1708,86.80000305175781,2.961688995361328
149,1709,87.4000015258789,2.982161521911621
150,1710,88.4000015258789,3.016282320022583
151,1711,89.30000305175781,3.0469911098480225
152,1712,92.0999984741211,3.142529249191284
153,1713,90.69999694824219,3.0947601795196533
154,1714,91.0,3.1049964427948
155,1715,92.0999984741211,3.142529249191284
156,1716,93.0,3.1732380390167236
157,1717,94.30000305175781,3.217595100402832
158,1718,95.0,3.2414798736572266
159,1719,95.80000305175781,3.2687764167785645
160,1720,97.0999984741211,3.313133478164673
161,1721,97.69999694824219,3.333606004714966
162,1722,98.69999694824219,3.3677268028259277
163,1723,99.69999694824219,3.4018478393554688
164,1724,99.0,3.377963066101074
165,1725,101.9000015258789,3.4769136905670166
166,1726,102.4000015258789,3.493973970413208
167,1727,103.0999984741211,3.5178585052490234
168,1728,105.0999984741211,3.5861003398895264
169,1729,105.4000015258789,3.596336603164673
170,1730,107.5999984741211,3.6714024543762207
171,1731,107.80000305175781,3.6782264709472656
172,1732,108.5999984741211,3.7055232524871826
173,1733,109.9000015258789,3.749880313873291
174,1734,110.69999694824219,3.777177095413208
175,1735,111.80000305175781,3.8147099018096924
176,1736,112.80000305175781,3.8488306999206543
177,1737,114.19999694824219,3.8966000080108643
178,1738,115.4000015258789,3.937544822692871
179,1739,116.0,3.958017349243164
180,1740,116.5,3.9750778675079346
181,1741,118.80000305175781,4.053555965423584
182,1742,120.4000015258789,4.10814905166626
183,1743,121.0,4.128621578216553
184,1744,122.69999694824219,4.18662691116333
185,1745,123.9000015258789,4.227571964263916
186,1746,124.9000015258789,4.261693000793457
187,1747,126.80000305175781,4.326522350311279
188,1748,127.4000015258789,4.346994876861572
189,1749,128.10000610351562,4.370879650115967
190,1750,127.4000015258789,4.346994876861572
191,1751,128.8000030517578,4.394764423370361
192,1752,132.1999969482422,4.510775089263916
193,1753,135.10000610351562,4.609725475311279
194,1754,138.6999969482422,4.732560634613037
195,1755,142.10000610351562,4.848571300506592
196,1756,145.3000030517578,4.957757949829102
197,1757,149.39999389648438,5.097653388977051
198,1758,152.6999969482422,5.210252285003662
199,1759,156.39999389648438,5.336499214172363
200,1760,159.89999389648438,5.4559221267700195
201,1761,162.39999389648438,5.541224479675293
202,1762,166.10000610351562,5.667471408843994
203,1763,169.5,5.783482551574707
204,1764,172.89999389648438,5.899493217468262
205,1765,174.10000610351562,5.940438270568848
206,1766,173.3000030517578,5.91314172744751
207,1767,177.89999389648438,6.07009744644165
208,1768,184.89999389648438,6.308943271636963
209,1769,190.0,6.482959747314453
210,1770,195.8000030517578,6.68086051940918
211,1771,197.89999389648438,6.752514362335205
212,1772,202.60000610351562,6.912882328033447
213,1773,207.89999389648438,7.093722820281982
214,1774,211.3000030517578,7.209733486175537
215,1775,210.39999389648438,7.179024696350098
216,1776,214.5,7.318920135498047
217,1777,219.10000610351562,7.4758758544921875
218,1778,225.5,7.694249629974365
219,1779,231.3000030517578,7.892150402069092
220,1780,236.1999969482422,8.059342384338379
221,1781,243.3000030517578,8.301600456237793
222,1782,248.5,8.479028701782227
223,1783,250.39999389648438,8.543858528137207
224,1784,256.1000061035156,8.738347053527832
225,1785,258.6000061035156,8.823649406433105
226,1786,265.5,9.059082984924316
227,1787,272.79998779296875,9.308165550231934
228,1788,275.0,9.383231163024902
229,1789,282.0,9.622076988220215
230,1790,287.79998779296875,9.819977760314941
231,1791,293.70001220703125,10.02129077911377
232,1792,299.3999938964844,10.215779304504395
233,1793,305.70001220703125,10.430740356445312
234,1794,314.70001220703125,10.737828254699707
235,1795,324.1000061035156,11.058564186096191
236,1796,329.3999938964844,11.239404678344727
237,1797,338.70001220703125,11.55672836303711
238,1798,346.29998779296875,11.816046714782715
239,1799,353.70001220703125,12.068541526794434
240,1800,359.79998779296875,12.276678085327148
241,1801,371.20001220703125,12.665656089782715
242,1802,379.3999938964844,12.945446968078613
243,1803,390.0,13.307127952575684
244,1804,401.20001220703125,13.689281463623047
245,1805,412.79998779296875,14.0850830078125
246,1806,423.6000061035156,14.453587532043457
247,1807,437.8999938964844,14.941515922546387
248,1808,448.79998779296875,15.313432693481445
249,1809,462.1000061035156,15.767240524291992
250,1810,474.79998779296875,16.20057487487793
251,1811,487.8999938964844,16.647558212280273
252,1812,501.20001220703125,17.101364135742188
253,1813,514.9000244140625,17.56882095336914
254,1814,526.5999755859375,17.968034744262695
255,1815,534.4000244140625,18.234176635742188
256,1816,546.7999877929688,18.657276153564453
257,1817,560.0999755859375,19.111082077026367
258,1818,573.0999755859375,19.55465316772461
259,1819,587.5,20.04599380493164
260,1820,599.9000244140625,20.469091415405273
261,1821,613.2999877929688,20.926311492919922
262,1822,626.5999755859375,21.380117416381836
263,1823,641.2999877929688,21.881694793701172
264,1824,654.4000244140625,22.328678131103516
265,1825,665.7999877929688,22.717655181884766
266,1826,678.5999755859375,23.154401779174805
267,1827,691.5999755859375,23.597972869873047
268,1828,705.7000122070312,24.079076766967773
269,1829,737.0,25.147058486938477
270,1830,747.2999877929688,25.498504638671875
271,1831,760.9000244140625,25.962547302246094
272,1832,772.5999755859375,26.36176109313965
273,1833,785.2000122070312,26.791683197021484
274,1834,815.0999755859375,27.81189727783203
275,1835,841.7000122070312,28.719511032104492
276,1836,866.5999755859375,29.569120407104492
277,1837,891.0,30.401668548583984
278,1838,915.5,31.237628936767578
279,1839,947.4000244140625,32.32608413696289
280,1840,974.5999755859375,33.25416946411133
281,1841,1003.7999877929688,34.2504997253418
282,1842,1035.199951171875,35.32189178466797
283,1843,1074.0,36.645782470703125
284,1844,1133.699951171875,38.682796478271484
285,1845,1171.699951171875,39.97938919067383
286,1846,1229.699951171875,41.958396911621094
287,1847,1296.4000244140625,44.234256744384766
288,1848,1335.5,45.568382263183594
289,1849,1398.0,47.70093536376953
290,1850,1449.199951171875,49.44792175292969
291,1851,1510.300048828125,51.5327033996582
292,1852,1569.9000244140625,53.566307067871094
293,1853,1627.0999755859375,55.51802062988281
294,1854,1677.800048828125,57.24794387817383
295,1855,1721.5,58.7390251159668
296,1856,1759.300048828125,60.02879333496094
297,1857,1798.0,61.34926986694336
298,1858,1862.9000244140625,63.56371307373047
299,1859,1915.0,65.3414077758789
300,1860,1972.9000244140625,67.31700897216797
301,1861,2024.699951171875,69.08446502685547
302,1862,2077.0,70.86898803710938
303,1863,2140.800048828125,73.04589080810547
304,1864,2135.300048828125,72.85823059082031
305,1865,2264.800048828125,77.2768783569336
306,1866,2332.39990234375,79.58345031738281
307,1867,2396.300048828125,81.7637710571289
308,1868,2350.5,80.20103454589844
309,1869,2467.5,84.19317626953125
310,1870,2521.199951171875,86.02545928955078
311,1871,2673.699951171875,91.22888946533203
312,1872,2816.5,96.10134887695312
313,1873,2965.39990234375,101.18193817138672
314,1874,2879.89990234375,98.26461029052734
315,1875,3041.39990234375,103.7751235961914
316,1876,3019.300048828125,103.02104949951172
317,1877,3043.60009765625,103.85018920898438
318,1878,3000.89990234375,102.39322662353516
319,1879,3011.199951171875,102.74467468261719
320,1880,3302.800048828125,112.6943130493164
321,1881,3465.89990234375,118.2594223022461
322,1882,3496.39990234375,119.30010223388672
323,1883,3637.60009765625,124.11796569824219
324,1884,3547.300048828125,121.03685760498047
325,1885,3503.800048828125,119.55259704589844
326,1886,3472.10009765625,118.4709701538086
327,1887,3562.10009765625,121.5418472290039
328,1888,3703.0,126.34947204589844
329,1889,3836.300048828125,130.8977813720703
330,1890,3927.199951171875,133.99935913085938
331,1891,4009.800048828125,136.8177490234375
332,1892,3926.39990234375,133.97206115722656
333,1893,3511.300048828125,119.80850219726562
334,1894,4024.5,137.31932067871094
335,1895,4061.89990234375,138.59544372558594
336,1896,4177.2998046875,142.53298950195312
337,1897,4288.2001953125,146.31698608398438
