,date,indicator,value
697,1992-12-31,Median 5 year,3.4
698,1992-11-30,Median 1 year,2.9
699,1992-11-30,Median 5 year,3.7
700,1992-10-31,Median 1 year,2.8
701,1992-10-31,Median 5 year,3.7
702,1992-09-30,Median 1 year,3.0
703,1992-09-30,Median 5 year,3.5
704,1992-08-31,Median 1 year,2.8
705,1992-08-31,Median 5 year,4.2
706,1992-07-31,Median 1 year,2.7
707,1992-07-31,Median 5 year,3.7
708,1992-06-30,Median 1 year,3.1
709,1992-06-30,Median 5 year,3.4
710,1992-05-31,Median 1 year,2.9
711,1992-05-31,Median 5 year,4.0
712,1992-04-30,Median 1 year,3.0
713,1992-04-30,Median 5 year,3.9
714,1992-03-31,Median 1 year,2.6
715,1992-03-31,Median 5 year,3.6
716,1992-02-29,Median 1 year,2.6
717,1992-02-29,Median 5 year,3.4
718,1992-01-31,Median 1 year,2.7
719,1992-01-31,Median 5 year,3.6
720,1991-12-31,Median 1 year,2.7
721,1991-12-31,Median 5 year,3.8
722,1991-11-30,Median 1 year,2.9
723,1991-11-30,Median 5 year,3.8
724,1991-10-31,Median 1 year,3.2
725,1991-10-31,Median 5 year,3.7
726,1991-09-30,Median 1 year,3.0
727,1991-09-30,Median 5 year,3.9
728,1991-08-31,Median 1 year,3.2
729,1991-08-31,Median 5 year,4.0
730,1991-07-31,Median 1 year,3.1
731,1991-07-31,Median 5 year,4.2
732,1991-06-30,Median 1 year,3.3
733,1991-06-30,Median 5 year,4.5
734,1991-05-31,Median 1 year,3.1
735,1991-05-31,Median 5 year,4.4
736,1991-04-30,Median 1 year,3.2
737,1991-04-30,Median 5 year,4.2
738,1991-03-31,Median 1 year,3.3
739,1991-03-31,Median 5 year,4.6
740,1991-02-28,Median 1 year,3.4
741,1991-02-28,Median 5 year,4.6
742,1991-01-31,Median 1 year,3.9
743,1991-01-31,Median 5 year,4.6
744,1990-12-31,Median 1 year,4.7
745,1990-12-31,Median 5 year,4.5
746,1990-11-30,Median 1 year,4.7
747,1990-11-30,Median 5 year,4.6
748,1990-10-31,Median 1 year,4.8
749,1990-10-31,Median 5 year,4.6
750,1990-09-30,Median 1 year,4.7
751,1990-09-30,Median 5 year,4.7
752,1990-08-31,Median 1 year,4.6
753,1990-08-31,Median 5 year,4.6
754,1990-07-31,Median 1 year,3.4
755,1990-07-31,Median 5 year,4.2
756,1990-06-30,Median 1 year,3.8
757,1990-06-30,Median 5 year,4.6
758,1990-05-31,Median 1 year,3.4
759,1990-05-31,Median 5 year,4.3
760,1990-04-30,Median 1 year,3.6
761,1990-04-30,Median 5 year,4.0
762,1990-03-31,Median 1 year,3.7
763,1990-02-28,Median 1 year,4.1
764,1990-01-31,Median 1 year,4.1
765,1989-12-31,Median 1 year,3.5
766,1989-11-30,Median 1 year,3.5
767,1989-10-31,Median 1 year,3.6
768,1989-09-30,Median 1 year,3.4
769,1989-08-31,Median 1 year,3.5
770,1989-07-31,Median 1 year,4.1
771,1989-06-30,Median 1 year,3.8
772,1989-05-31,Median 1 year,4.6
773,1989-04-30,Median 1 year,4.3
774,1989-03-31,Median 1 year,3.7
775,1989-02-28,Median 1 year,4.1
776,1989-01-31,Median 1 year,3.5
777,1988-12-31,Median 1 year,3.9
778,1988-11-30,Median 1 year,3.7
779,1988-10-31,Median 1 year,3.9
780,1988-09-30,Median 1 year,3.9
781,1988-08-31,Median 1 year,4.4
782,1988-07-31,Median 1 year,4.6
783,1988-06-30,Median 1 year,3.7
784,1988-05-31,Median 1 year,3.3
785,1988-04-30,Median 1 year,3.3
786,1988-03-31,Median 1 year,3.2
787,1988-02-29,Median 1 year,3.1
788,1988-01-31,Median 1 year,3.2
789,1987-12-31,Median 1 year,3.1
790,1987-12-31,Median 5 year,4.1
791,1987-11-30,Median 1 year,3.2
792,1987-10-31,Median 1 year,3.3
793,1987-09-30,Median 1 year,3.0
794,1987-09-30,Median 5 year,3.4
795,1987-08-31,Median 1 year,3.2
796,1987-07-31,Median 1 year,3.1
797,1987-06-30,Median 1 year,3.3
798,1987-06-30,Median 5 year,4.3
799,1987-05-31,Median 1 year,3.4
800,1987-04-30,Median 1 year,3.0
801,1987-03-31,Median 1 year,3.0
802,1987-03-31,Median 5 year,3.9
803,1987-02-28,Median 1 year,3.1
804,1987-01-31,Median 1 year,2.9
805,1986-12-31,Median 1 year,3.0
806,1986-12-31,Median 5 year,3.8
807,1986-11-30,Median 1 year,2.8
808,1986-10-31,Median 1 year,3.2
809,1986-09-30,Median 1 year,2.9
810,1986-09-30,Median 5 year,4.0
811,1986-08-31,Median 1 year,3.0
812,1986-07-31,Median 1 year,2.8
813,1986-06-30,Median 1 year,2.9
814,1986-06-30,Median 5 year,3.9
815,1986-05-31,Median 1 year,2.7
816,1986-04-30,Median 1 year,2.4
817,1986-03-31,Median 1 year,2.3
818,1986-03-31,Median 5 year,3.8
819,1986-02-28,Median 1 year,2.8
820,1986-01-31,Median 1 year,2.9
821,1985-12-31,Median 1 year,3.5
822,1985-11-30,Median 1 year,3.1
823,1985-10-31,Median 1 year,3.3
824,1985-09-30,Median 1 year,2.9
825,1985-09-30,Median 5 year,4.7
826,1985-08-31,Median 1 year,2.8
827,1985-08-31,Median 5 year,4.7
828,1985-07-31,Median 1 year,2.8
829,1985-07-31,Median 5 year,4.6
830,1985-06-30,Median 1 year,3.4
831,1985-05-31,Median 1 year,3.2
832,1985-04-30,Median 1 year,3.3
833,1985-03-31,Median 1 year,3.0
834,1985-03-31,Median 5 year,4.7
835,1985-02-28,Median 1 year,3.1
836,1985-02-28,Median 5 year,4.8
837,1985-01-31,Median 1 year,2.9
838,1985-01-31,Median 5 year,4.7
839,1984-12-31,Median 1 year,3.3
840,1984-11-30,Median 1 year,3.4
841,1984-10-31,Median 1 year,3.5
842,1984-09-30,Median 1 year,3.0
843,1984-09-30,Median 5 year,4.9
844,1984-08-31,Median 1 year,3.0
845,1984-08-31,Median 5 year,4.9
846,1984-07-31,Median 1 year,3.4
847,1984-07-31,Median 5 year,5.1
848,1984-06-30,Median 1 year,4.2
849,1984-05-31,Median 1 year,4.2
850,1984-04-30,Median 1 year,3.9
851,1984-03-31,Median 1 year,3.4
852,1984-03-31,Median 5 year,5.0
853,1984-02-29,Median 1 year,3.3
854,1984-02-29,Median 5 year,5.0
855,1984-01-31,Median 1 year,3.2
856,1984-01-31,Median 5 year,4.9
857,1983-12-31,Median 1 year,3.5
858,1983-11-30,Median 1 year,3.5
859,1983-10-31,Median 1 year,3.7
860,1983-09-30,Median 1 year,3.3
861,1983-09-30,Median 5 year,5.0
862,1983-08-31,Median 1 year,3.3
863,1983-08-31,Median 5 year,4.9
864,1983-07-31,Median 1 year,3.2
865,1983-07-31,Median 5 year,5.0
866,1983-06-30,Median 1 year,3.2
867,1983-05-31,Median 1 year,3.2
868,1983-04-30,Median 1 year,3.4
869,1983-03-31,Median 1 year,1.8
870,1983-03-31,Median 5 year,4.9
871,1983-02-28,Median 1 year,3.0
872,1983-02-28,Median 5 year,4.8
873,1983-01-31,Median 1 year,2.8
874,1983-01-31,Median 5 year,5.0
875,1982-12-31,Median 1 year,3.7
876,1982-11-30,Median 1 year,4.5
877,1982-10-31,Median 1 year,4.7
878,1982-09-30,Median 1 year,4.5
879,1982-09-30,Median 5 year,5.1
880,1982-08-31,Median 1 year,4.8
881,1982-08-31,Median 5 year,5.4
882,1982-07-31,Median 1 year,5.0
883,1982-07-31,Median 5 year,5.3
884,1982-06-30,Median 1 year,4.6
885,1982-05-31,Median 1 year,3.5
886,1982-04-30,Median 1 year,4.7
887,1982-03-31,Median 1 year,4.2
888,1982-03-31,Median 5 year,5.0
889,1982-02-28,Median 1 year,5.2
890,1982-02-28,Median 5 year,5.9
891,1982-01-31,Median 1 year,5.1
892,1982-01-31,Median 5 year,6.1
893,1981-12-31,Median 1 year,5.3
894,1981-11-30,Median 1 year,7.3
895,1981-10-31,Median 1 year,6.7
896,1981-09-30,Median 1 year,6.9
897,1981-09-30,Median 5 year,6.5
898,1981-08-31,Median 1 year,5.8
899,1981-08-31,Median 5 year,6.7
900,1981-07-31,Median 1 year,6.8
901,1981-07-31,Median 5 year,5.8
902,1981-06-30,Median 1 year,7.1
903,1981-05-31,Median 1 year,7.3
904,1981-04-30,Median 1 year,8.0
905,1981-03-31,Median 1 year,7.2
906,1981-03-31,Median 5 year,5.9
907,1981-02-28,Median 1 year,8.6
908,1981-02-28,Median 5 year,6.7
909,1981-01-31,Median 1 year,9.5
910,1981-01-31,Median 5 year,7.4
911,1980-12-31,Median 1 year,9.7
912,1980-11-30,Median 1 year,8.6
913,1980-10-31,Median 1 year,9.6
914,1980-09-30,Median 1 year,9.1
915,1980-09-30,Median 5 year,9.3
916,1980-08-31,Median 1 year,7.6
917,1980-08-31,Median 5 year,8.7
918,1980-07-31,Median 1 year,9.6
919,1980-06-30,Median 1 year,8.5
920,1980-05-31,Median 1 year,8.6
921,1980-04-30,Median 1 year,10.1
922,1980-03-31,Median 1 year,10.2
923,1980-02-29,Median 1 year,10.0
924,1980-02-29,Median 5 year,9.7
925,1980-01-31,Median 1 year,10.4
926,1979-12-31,Median 1 year,9.9
927,1979-11-30,Median 1 year,10.0
928,1979-10-31,Median 1 year,9.0
929,1979-09-30,Median 1 year,9.6
930,1979-08-31,Median 1 year,9.9
931,1979-07-31,Median 1 year,9.9
932,1979-06-30,Median 1 year,9.9
933,1979-05-31,Median 1 year,9.8
934,1979-04-30,Median 1 year,9.7
935,1979-03-31,Median 1 year,8.8
936,1979-02-28,Median 1 year,9.3
937,1979-02-28,Median 5 year,7.2
938,1979-01-31,Median 1 year,7.8
939,1978-12-31,Median 1 year,7.3
940,1978-11-30,Median 1 year,7.5
941,1978-10-31,Median 1 year,7.4
942,1978-09-30,Median 1 year,6.9
943,1978-08-31,Median 1 year,8.7
944,1978-07-31,Median 1 year,6.6
945,1978-06-30,Median 1 year,6.5
946,1978-05-31,Median 1 year,6.9
947,1978-04-30,Median 1 year,6.7
948,1978-03-31,Median 1 year,6.3
949,1978-02-28,Median 1 year,6.4
950,1978-01-31,Median 1 year,5.2
