,Month,Region,Index,Date
1283,February 2019,Scottish Borders,112.6,28 February 2019
1284,February 2019,Dumfries and Galloway,109.8,28 February 2019
1285,February 2019,East Ayrshire and North Ayrshire mainland,111.9,28 February 2019
1286,February 2019,South Ayrshire,111.5,28 February 2019
1287,February 2019,South Lanarkshire,113.9,28 February 2019
1288,March 2019,Aberdeen City and Aberdeenshire,98.4,28 March 2019
1289,March 2019,Caithness and Sutherland and Ross and Cromarty,112.2,28 March 2019
1290,March 2019,"Inverness and Nairn and Moray, Badenoch and Strathspey",112.6,28 March 2019
1291,March 2019,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",112.9,28 March 2019
1292,March 2019,Na h-Eileanan Siar,108.1,28 March 2019
1293,March 2019,Orkney Islands,110.3,28 March 2019
1294,March 2019,Shetland Islands,100.8,28 March 2019
1295,March 2019,Angus and Dundee City,113.1,28 March 2019
1296,March 2019,Clackmannanshire and Fife,114.1,28 March 2019
1297,March 2019,East Lothian and Midlothian,121.9,28 March 2019
1298,March 2019,City of Edinburgh,123.2,28 March 2019
1299,March 2019,Falkirk,120.8,28 March 2019
1300,March 2019,Perth and Kinross and Stirling,116.7,28 March 2019
1301,March 2019,West Lothian,122.6,28 March 2019
1302,March 2019,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",115.0,28 March 2019
1303,March 2019,Glasgow City,119.6,28 March 2019
1304,March 2019,"Inverclyde, East Renfrewshire and Renfrewshire",118.7,28 March 2019
1305,March 2019,North Lanarkshire,120.2,28 March 2019
1306,March 2019,Scottish Borders,114.9,28 March 2019
1307,March 2019,Dumfries and Galloway,112.3,28 March 2019
1308,March 2019,East Ayrshire and North Ayrshire mainland,114.2,28 March 2019
1309,March 2019,South Ayrshire,115.2,28 March 2019
1310,March 2019,South Lanarkshire,118.0,28 March 2019
1311,April 2019,Aberdeen City and Aberdeenshire,93.9,28 April 2019
1312,April 2019,Caithness and Sutherland and Ross and Cromarty,111.4,28 April 2019
1313,April 2019,"Inverness and Nairn and Moray, Badenoch and Strathspey",111.4,28 April 2019
1314,April 2019,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",113.3,28 April 2019
1315,April 2019,Na h-Eileanan Siar,109.1,28 April 2019
1316,April 2019,Orkney Islands,108.6,28 April 2019
1317,April 2019,Shetland Islands,99.0,28 April 2019
1318,April 2019,Angus and Dundee City,108.7,28 April 2019
1319,April 2019,Clackmannanshire and Fife,111.2,28 April 2019
1320,April 2019,East Lothian and Midlothian,119.0,28 April 2019
1321,April 2019,City of Edinburgh,120.2,28 April 2019
1322,April 2019,Falkirk,116.8,28 April 2019
1323,April 2019,Perth and Kinross and Stirling,114.4,28 April 2019
1324,April 2019,West Lothian,119.8,28 April 2019
1325,April 2019,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",114.6,28 April 2019
1326,April 2019,Glasgow City,119.0,28 April 2019
1327,April 2019,"Inverclyde, East Renfrewshire and Renfrewshire",117.1,28 April 2019
1328,April 2019,North Lanarkshire,118.6,28 April 2019
1329,April 2019,Scottish Borders,113.7,28 April 2019
1330,April 2019,Dumfries and Galloway,113.0,28 April 2019
1331,April 2019,East Ayrshire and North Ayrshire mainland,115.4,28 April 2019
1332,April 2019,South Ayrshire,113.6,28 April 2019
1333,April 2019,South Lanarkshire,117.8,28 April 2019
1334,May 2019,Aberdeen City and Aberdeenshire,94.3,28 May 2019
1335,May 2019,Caithness and Sutherland and Ross and Cromarty,111.2,28 May 2019
1336,May 2019,"Inverness and Nairn and Moray, Badenoch and Strathspey",111.9,28 May 2019
1337,May 2019,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",114.9,28 May 2019
1338,May 2019,Na h-Eileanan Siar,109.0,28 May 2019
1339,May 2019,Orkney Islands,110.4,28 May 2019
1340,May 2019,Shetland Islands,100.1,28 May 2019
1341,May 2019,Angus and Dundee City,110.0,28 May 2019
1342,May 2019,Clackmannanshire and Fife,112.5,28 May 2019
1343,May 2019,East Lothian and Midlothian,121.2,28 May 2019
1344,May 2019,City of Edinburgh,121.1,28 May 2019
1345,May 2019,Falkirk,119.2,28 May 2019
1346,May 2019,Perth and Kinross and Stirling,115.5,28 May 2019
1347,May 2019,West Lothian,121.5,28 May 2019
1348,May 2019,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",115.1,28 May 2019
1349,May 2019,Glasgow City,120.0,28 May 2019
1350,May 2019,"Inverclyde, East Renfrewshire and Renfrewshire",117.6,28 May 2019
1351,May 2019,North Lanarkshire,119.2,28 May 2019
1352,May 2019,Scottish Borders,115.4,28 May 2019
1353,May 2019,Dumfries and Galloway,113.6,28 May 2019
1354,May 2019,East Ayrshire and North Ayrshire mainland,115.8,28 May 2019
1355,May 2019,South Ayrshire,114.4,28 May 2019
1356,May 2019,South Lanarkshire,118.6,28 May 2019
1357,June 2019,Aberdeen City and Aberdeenshire,93.9,28 June 2019
1358,June 2019,Caithness and Sutherland and Ross and Cromarty,110.0,28 June 2019
1359,June 2019,"Inverness and Nairn and Moray, Badenoch and Strathspey",111.4,28 June 2019
1360,June 2019,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",113.7,28 June 2019
1361,June 2019,Na h-Eileanan Siar,107.7,28 June 2019
1362,June 2019,Orkney Islands,109.9,28 June 2019
1363,June 2019,Shetland Islands,99.9,28 June 2019
1364,June 2019,Angus and Dundee City,110.4,28 June 2019
1365,June 2019,Clackmannanshire and Fife,111.7,28 June 2019
1366,June 2019,East Lothian and Midlothian,122.1,28 June 2019
1367,June 2019,City of Edinburgh,121.5,28 June 2019
1368,June 2019,Falkirk,118.5,28 June 2019
1369,June 2019,Perth and Kinross and Stirling,115.1,28 June 2019
1370,June 2019,West Lothian,121.1,28 June 2019
1371,June 2019,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",116.1,28 June 2019
1372,June 2019,Glasgow City,120.8,28 June 2019
1373,June 2019,"Inverclyde, East Renfrewshire and Renfrewshire",118.9,28 June 2019
1374,June 2019,North Lanarkshire,119.8,28 June 2019
1375,June 2019,Scottish Borders,115.9,28 June 2019
1376,June 2019,Dumfries and Galloway,113.7,28 June 2019
1377,June 2019,East Ayrshire and North Ayrshire mainland,115.9,28 June 2019
1378,June 2019,South Ayrshire,115.0,28 June 2019
1379,June 2019,South Lanarkshire,118.6,28 June 2019
1380,July 2019,Aberdeen City and Aberdeenshire,93.8,28 July 2019
1381,July 2019,Caithness and Sutherland and Ross and Cromarty,109.3,28 July 2019
1382,July 2019,"Inverness and Nairn and Moray, Badenoch and Strathspey",110.7,28 July 2019
1383,July 2019,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",112.7,28 July 2019
1384,July 2019,Na h-Eileanan Siar,108.2,28 July 2019
1385,July 2019,Orkney Islands,108.2,28 July 2019
1386,July 2019,Shetland Islands,99.5,28 July 2019
1387,July 2019,Angus and Dundee City,110.3,28 July 2019
1388,July 2019,Clackmannanshire and Fife,111.9,28 July 2019
1389,July 2019,East Lothian and Midlothian,122.1,28 July 2019
1390,July 2019,City of Edinburgh,122.2,28 July 2019
1391,July 2019,Falkirk,117.7,28 July 2019
1392,July 2019,Perth and Kinross and Stirling,115.0,28 July 2019
1393,July 2019,West Lothian,120.6,28 July 2019
1394,July 2019,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",115.4,28 July 2019
1395,July 2019,Glasgow City,120.2,28 July 2019
1396,July 2019,"Inverclyde, East Renfrewshire and Renfrewshire",118.4,28 July 2019
1397,July 2019,North Lanarkshire,119.2,28 July 2019
1398,July 2019,Scottish Borders,115.3,28 July 2019
1399,July 2019,Dumfries and Galloway,111.9,28 July 2019
1400,July 2019,East Ayrshire and North Ayrshire mainland,115.0,28 July 2019
1401,July 2019,South Ayrshire,114.2,28 July 2019
1402,July 2019,South Lanarkshire,118.2,28 July 2019
1403,August 2019,Aberdeen City and Aberdeenshire,94.1,28 August 2019
1404,August 2019,Caithness and Sutherland and Ross and Cromarty,109.3,28 August 2019
1405,August 2019,"Inverness and Nairn and Moray, Badenoch and Strathspey",111.1,28 August 2019
1406,August 2019,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",112.9,28 August 2019
1407,August 2019,Na h-Eileanan Siar,108.1,28 August 2019
1408,August 2019,Orkney Islands,109.6,28 August 2019
1409,August 2019,Shetland Islands,99.9,28 August 2019
1410,August 2019,Angus and Dundee City,110.8,28 August 2019
1411,August 2019,Clackmannanshire and Fife,112.3,28 August 2019
1412,August 2019,East Lothian and Midlothian,122.9,28 August 2019
1413,August 2019,City of Edinburgh,121.7,28 August 2019
1414,August 2019,Falkirk,118.3,28 August 2019
1415,August 2019,Perth and Kinross and Stirling,115.1,28 August 2019
1416,August 2019,West Lothian,120.4,28 August 2019
1417,August 2019,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",115.4,28 August 2019
1418,August 2019,Glasgow City,120.2,28 August 2019
1419,August 2019,"Inverclyde, East Renfrewshire and Renfrewshire",117.7,28 August 2019
1420,August 2019,North Lanarkshire,119.5,28 August 2019
1421,August 2019,Scottish Borders,115.5,28 August 2019
1422,August 2019,Dumfries and Galloway,113.1,28 August 2019
1423,August 2019,East Ayrshire and North Ayrshire mainland,114.8,28 August 2019
1424,August 2019,South Ayrshire,114.0,28 August 2019
1425,August 2019,South Lanarkshire,118.2,28 August 2019
1426,September 2019,Aberdeen City and Aberdeenshire,94.0,28 September 2019
1427,September 2019,Caithness and Sutherland and Ross and Cromarty,109.5,28 September 2019
1428,September 2019,"Inverness and Nairn and Moray, Badenoch and Strathspey",111.3,28 September 2019
1429,September 2019,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",112.8,28 September 2019
1430,September 2019,Na h-Eileanan Siar,108.4,28 September 2019
1431,September 2019,Orkney Islands,109.5,28 September 2019
1432,September 2019,Shetland Islands,100.6,28 September 2019
1433,September 2019,Angus and Dundee City,111.2,28 September 2019
1434,September 2019,Clackmannanshire and Fife,112.7,28 September 2019
1435,September 2019,East Lothian and Midlothian,124.0,28 September 2019
1436,September 2019,City of Edinburgh,122.6,28 September 2019
1437,September 2019,Falkirk,119.5,28 September 2019
1438,September 2019,Perth and Kinross and Stirling,115.6,28 September 2019
1439,September 2019,West Lothian,121.2,28 September 2019
1440,September 2019,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",115.7,28 September 2019
1441,September 2019,Glasgow City,120.4,28 September 2019
1442,September 2019,"Inverclyde, East Renfrewshire and Renfrewshire",118.4,28 September 2019
1443,September 2019,North Lanarkshire,120.3,28 September 2019
1444,September 2019,Scottish Borders,116.2,28 September 2019
1445,September 2019,Dumfries and Galloway,113.3,28 September 2019
1446,September 2019,East Ayrshire and North Ayrshire mainland,115.0,28 September 2019
1447,September 2019,South Ayrshire,113.9,28 September 2019
1448,September 2019,South Lanarkshire,118.6,28 September 2019
1449,October 2019,Aberdeen City and Aberdeenshire,94.5,28 October 2019
1450,October 2019,Caithness and Sutherland and Ross and Cromarty,108.9,28 October 2019
1451,October 2019,"Inverness and Nairn and Moray, Badenoch and Strathspey",110.8,28 October 2019
1452,October 2019,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",112.9,28 October 2019
1453,October 2019,Na h-Eileanan Siar,108.2,28 October 2019
1454,October 2019,Orkney Islands,110.6,28 October 2019
1455,October 2019,Shetland Islands,100.8,28 October 2019
1456,October 2019,Angus and Dundee City,111.3,28 October 2019
1457,October 2019,Clackmannanshire and Fife,112.3,28 October 2019
1458,October 2019,East Lothian and Midlothian,122.9,28 October 2019
1459,October 2019,City of Edinburgh,121.9,28 October 2019
1460,October 2019,Falkirk,118.9,28 October 2019
1461,October 2019,Perth and Kinross and Stirling,115.1,28 October 2019
1462,October 2019,West Lothian,120.6,28 October 2019
1463,October 2019,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",115.2,28 October 2019
1464,October 2019,Glasgow City,120.4,28 October 2019
1465,October 2019,"Inverclyde, East Renfrewshire and Renfrewshire",118.5,28 October 2019
1466,October 2019,North Lanarkshire,120.3,28 October 2019
1467,October 2019,Scottish Borders,116.2,28 October 2019
1468,October 2019,Dumfries and Galloway,113.4,28 October 2019
1469,October 2019,East Ayrshire and North Ayrshire mainland,114.6,28 October 2019
1470,October 2019,South Ayrshire,113.6,28 October 2019
1471,October 2019,South Lanarkshire,118.6,28 October 2019
1472,November 2019,Aberdeen City and Aberdeenshire,93.8,28 November 2019
1473,November 2019,Caithness and Sutherland and Ross and Cromarty,109.7,28 November 2019
1474,November 2019,"Inverness and Nairn and Moray, Badenoch and Strathspey",110.8,28 November 2019
1475,November 2019,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",113.1,28 November 2019
1476,November 2019,Na h-Eileanan Siar,108.5,28 November 2019
1477,November 2019,Orkney Islands,110.2,28 November 2019
1478,November 2019,Shetland Islands,101.1,28 November 2019
1479,November 2019,Angus and Dundee City,111.7,28 November 2019
1480,November 2019,Clackmannanshire and Fife,112.9,28 November 2019
1481,November 2019,East Lothian and Midlothian,123.5,28 November 2019
1482,November 2019,City of Edinburgh,123.0,28 November 2019
1483,November 2019,Falkirk,118.9,28 November 2019
1484,November 2019,Perth and Kinross and Stirling,115.6,28 November 2019
1485,November 2019,West Lothian,120.6,28 November 2019
1486,November 2019,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",115.4,28 November 2019
1487,November 2019,Glasgow City,120.7,28 November 2019
1488,November 2019,"Inverclyde, East Renfrewshire and Renfrewshire",118.7,28 November 2019
1489,November 2019,North Lanarkshire,120.8,28 November 2019
1490,November 2019,Scottish Borders,116.7,28 November 2019
1491,November 2019,Dumfries and Galloway,114.2,28 November 2019
1492,November 2019,East Ayrshire and North Ayrshire mainland,115.6,28 November 2019
1493,November 2019,South Ayrshire,114.6,28 November 2019
1494,November 2019,South Lanarkshire,119.2,28 November 2019
1495,December 2019,Aberdeen City and Aberdeenshire,94.3,28 December 2019
1496,December 2019,Caithness and Sutherland and Ross and Cromarty,109.4,28 December 2019
1497,December 2019,"Inverness and Nairn and Moray, Badenoch and Strathspey",110.7,28 December 2019
1498,December 2019,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",112.7,28 December 2019
1499,December 2019,Na h-Eileanan Siar,108.2,28 December 2019
1500,December 2019,Orkney Islands,110.5,28 December 2019
1501,December 2019,Shetland Islands,101.8,28 December 2019
1502,December 2019,Angus and Dundee City,110.7,28 December 2019
1503,December 2019,Clackmannanshire and Fife,112.6,28 December 2019
1504,December 2019,East Lothian and Midlothian,124.8,28 December 2019
1505,December 2019,City of Edinburgh,123.8,28 December 2019
1506,December 2019,Falkirk,119.2,28 December 2019
1507,December 2019,Perth and Kinross and Stirling,115.7,28 December 2019
1508,December 2019,West Lothian,120.8,28 December 2019
1509,December 2019,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",115.0,28 December 2019
1510,December 2019,Glasgow City,121.3,28 December 2019
1511,December 2019,"Inverclyde, East Renfrewshire and Renfrewshire",119.1,28 December 2019
1512,December 2019,North Lanarkshire,121.1,28 December 2019
1513,December 2019,Scottish Borders,117.0,28 December 2019
1514,December 2019,Dumfries and Galloway,114.4,28 December 2019
1515,December 2019,East Ayrshire and North Ayrshire mainland,115.7,28 December 2019
1516,December 2019,South Ayrshire,114.8,28 December 2019
1517,December 2019,South Lanarkshire,119.2,28 December 2019
1518,January 2020,Aberdeen City and Aberdeenshire,94.3,28 January 2020
1519,January 2020,Caithness and Sutherland and Ross and Cromarty,111.3,28 January 2020
1520,January 2020,"Inverness and Nairn and Moray, Badenoch and Strathspey",112.1,28 January 2020
1521,January 2020,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",114.0,28 January 2020
1522,January 2020,Na h-Eileanan Siar,108.6,28 January 2020
1523,January 2020,Orkney Islands,111.1,28 January 2020
1524,January 2020,Shetland Islands,101.4,28 January 2020
1525,January 2020,Angus and Dundee City,111.5,28 January 2020
1526,January 2020,Clackmannanshire and Fife,113.3,28 January 2020
1527,January 2020,East Lothian and Midlothian,124.6,28 January 2020
1528,January 2020,City of Edinburgh,122.9,28 January 2020
1529,January 2020,Falkirk,120.6,28 January 2020
1530,January 2020,Perth and Kinross and Stirling,115.9,28 January 2020
1531,January 2020,West Lothian,120.4,28 January 2020
1532,January 2020,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",115.9,28 January 2020
1533,January 2020,Glasgow City,122.0,28 January 2020
1534,January 2020,"Inverclyde, East Renfrewshire and Renfrewshire",119.2,28 January 2020
1535,January 2020,North Lanarkshire,121.8,28 January 2020
1536,January 2020,Scottish Borders,117.1,28 January 2020
1537,January 2020,Dumfries and Galloway,115.3,28 January 2020
1538,January 2020,East Ayrshire and North Ayrshire mainland,116.0,28 January 2020
1539,January 2020,South Ayrshire,114.7,28 January 2020
1540,January 2020,South Lanarkshire,119.0,28 January 2020
1541,February 2020,Aberdeen City and Aberdeenshire,94.4,28 February 2020
1542,February 2020,Caithness and Sutherland and Ross and Cromarty,112.2,28 February 2020
1543,February 2020,"Inverness and Nairn and Moray, Badenoch and Strathspey",112.0,28 February 2020
1544,February 2020,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",112.9,28 February 2020
1545,February 2020,Na h-Eileanan Siar,108.9,28 February 2020
1546,February 2020,Orkney Islands,111.3,28 February 2020
1547,February 2020,Shetland Islands,101.6,28 February 2020
1548,February 2020,Angus and Dundee City,111.5,28 February 2020
1549,February 2020,Clackmannanshire and Fife,113.1,28 February 2020
1550,February 2020,East Lothian and Midlothian,124.3,28 February 2020
1551,February 2020,City of Edinburgh,122.3,28 February 2020
1552,February 2020,Falkirk,119.8,28 February 2020
1553,February 2020,Perth and Kinross and Stirling,115.7,28 February 2020
1554,February 2020,West Lothian,120.4,28 February 2020
1555,February 2020,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",115.0,28 February 2020
1556,February 2020,Glasgow City,122.0,28 February 2020
1557,February 2020,"Inverclyde, East Renfrewshire and Renfrewshire",119.7,28 February 2020
1558,February 2020,North Lanarkshire,120.9,28 February 2020
1559,February 2020,Scottish Borders,117.2,28 February 2020
1560,February 2020,Dumfries and Galloway,114.7,28 February 2020
1561,February 2020,East Ayrshire and North Ayrshire mainland,116.3,28 February 2020
1562,February 2020,South Ayrshire,114.8,28 February 2020
1563,February 2020,South Lanarkshire,119.0,28 February 2020
1564,March 2020,Aberdeen City and Aberdeenshire,93.7,28 March 2020
1565,March 2020,Caithness and Sutherland and Ross and Cromarty,109.9,28 March 2020
1566,March 2020,"Inverness and Nairn and Moray, Badenoch and Strathspey",110.8,28 March 2020
1567,March 2020,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",113.1,28 March 2020
1568,March 2020,Na h-Eileanan Siar,109.9,28 March 2020
1569,March 2020,Orkney Islands,111.2,28 March 2020
1570,March 2020,Shetland Islands,100.9,28 March 2020
1571,March 2020,Angus and Dundee City,110.3,28 March 2020
1572,March 2020,Clackmannanshire and Fife,112.6,28 March 2020
1573,March 2020,East Lothian and Midlothian,124.6,28 March 2020
1574,March 2020,City of Edinburgh,121.9,28 March 2020
1575,March 2020,Falkirk,120.0,28 March 2020
1576,March 2020,Perth and Kinross and Stirling,114.0,28 March 2020
1577,March 2020,West Lothian,121.5,28 March 2020
1578,March 2020,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",114.9,28 March 2020
1579,March 2020,Glasgow City,121.8,28 March 2020
1580,March 2020,"Inverclyde, East Renfrewshire and Renfrewshire",118.4,28 March 2020
1581,March 2020,North Lanarkshire,120.8,28 March 2020
1582,March 2020,Scottish Borders,118.0,28 March 2020
1583,March 2020,Dumfries and Galloway,115.5,28 March 2020
1584,March 2020,East Ayrshire and North Ayrshire mainland,117.0,28 March 2020
1585,March 2020,South Ayrshire,115.4,28 March 2020
1586,March 2020,South Lanarkshire,119.5,28 March 2020
1587,April 2020,Aberdeen City and Aberdeenshire,88.7,28 April 2020
1588,April 2020,Caithness and Sutherland and Ross and Cromarty,102.5,28 April 2020
1589,April 2020,"Inverness and Nairn and Moray, Badenoch and Strathspey",105.3,28 April 2020
1590,April 2020,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",105.4,28 April 2020
1591,April 2020,Na h-Eileanan Siar,104.0,28 April 2020
1592,April 2020,Orkney Islands,105.7,28 April 2020
1593,April 2020,Shetland Islands,95.8,28 April 2020
1594,April 2020,Angus and Dundee City,107.4,28 April 2020
1595,April 2020,Clackmannanshire and Fife,108.1,28 April 2020
1596,April 2020,East Lothian and Midlothian,120.4,28 April 2020
1597,April 2020,City of Edinburgh,119.2,28 April 2020
1598,April 2020,Falkirk,115.1,28 April 2020
1599,April 2020,Perth and Kinross and Stirling,111.1,28 April 2020
1600,April 2020,West Lothian,117.9,28 April 2020
1601,April 2020,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",113.1,28 April 2020
1602,April 2020,Glasgow City,117.2,28 April 2020
1603,April 2020,"Inverclyde, East Renfrewshire and Renfrewshire",115.6,28 April 2020
1604,April 2020,North Lanarkshire,116.0,28 April 2020
1605,April 2020,Scottish Borders,111.2,28 April 2020
1606,April 2020,Dumfries and Galloway,108.7,28 April 2020
1607,April 2020,East Ayrshire and North Ayrshire mainland,109.7,28 April 2020
1608,April 2020,South Ayrshire,109.3,28 April 2020
1609,April 2020,South Lanarkshire,114.7,28 April 2020
1610,May 2020,Aberdeen City and Aberdeenshire,88.0,28 May 2020
1611,May 2020,Caithness and Sutherland and Ross and Cromarty,103.7,28 May 2020
1612,May 2020,"Inverness and Nairn and Moray, Badenoch and Strathspey",105.1,28 May 2020
1613,May 2020,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",105.4,28 May 2020
1614,May 2020,Na h-Eileanan Siar,102.7,28 May 2020
1615,May 2020,Orkney Islands,105.8,28 May 2020
1616,May 2020,Shetland Islands,96.4,28 May 2020
1617,May 2020,Angus and Dundee City,106.6,28 May 2020
1618,May 2020,Clackmannanshire and Fife,107.6,28 May 2020
1619,May 2020,East Lothian and Midlothian,119.9,28 May 2020
1620,May 2020,City of Edinburgh,119.5,28 May 2020
1621,May 2020,Falkirk,114.8,28 May 2020
1622,May 2020,Perth and Kinross and Stirling,109.9,28 May 2020
1623,May 2020,West Lothian,117.3,28 May 2020
1624,May 2020,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",112.5,28 May 2020
1625,May 2020,Glasgow City,117.1,28 May 2020
1626,May 2020,"Inverclyde, East Renfrewshire and Renfrewshire",114.6,28 May 2020
1627,May 2020,North Lanarkshire,115.8,28 May 2020
1628,May 2020,Scottish Borders,111.0,28 May 2020
1629,May 2020,Dumfries and Galloway,109.6,28 May 2020
1630,May 2020,East Ayrshire and North Ayrshire mainland,109.7,28 May 2020
1631,May 2020,South Ayrshire,108.5,28 May 2020
1632,May 2020,South Lanarkshire,114.8,28 May 2020
1633,June 2020,Aberdeen City and Aberdeenshire,89.4,28 June 2020
1634,June 2020,Caithness and Sutherland and Ross and Cromarty,103.2,28 June 2020
1635,June 2020,"Inverness and Nairn and Moray, Badenoch and Strathspey",105.9,28 June 2020
1636,June 2020,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",104.9,28 June 2020
1637,June 2020,Na h-Eileanan Siar,102.4,28 June 2020
1638,June 2020,Orkney Islands,106.1,28 June 2020
1639,June 2020,Shetland Islands,97.1,28 June 2020
1640,June 2020,Angus and Dundee City,107.8,28 June 2020
1641,June 2020,Clackmannanshire and Fife,108.2,28 June 2020
1642,June 2020,East Lothian and Midlothian,119.8,28 June 2020
1643,June 2020,City of Edinburgh,119.5,28 June 2020
1644,June 2020,Falkirk,114.8,28 June 2020
1645,June 2020,Perth and Kinross and Stirling,110.2,28 June 2020
1646,June 2020,West Lothian,117.3,28 June 2020
1647,June 2020,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",112.0,28 June 2020
1648,June 2020,Glasgow City,117.2,28 June 2020
1649,June 2020,"Inverclyde, East Renfrewshire and Renfrewshire",114.9,28 June 2020
1650,June 2020,North Lanarkshire,116.6,28 June 2020
1651,June 2020,Scottish Borders,112.3,28 June 2020
1652,June 2020,Dumfries and Galloway,110.3,28 June 2020
1653,June 2020,East Ayrshire and North Ayrshire mainland,110.7,28 June 2020
1654,June 2020,South Ayrshire,109.7,28 June 2020
1655,June 2020,South Lanarkshire,115.5,28 June 2020
1656,July 2020,Aberdeen City and Aberdeenshire,90.4,28 July 2020
1657,July 2020,Caithness and Sutherland and Ross and Cromarty,106.6,28 July 2020
1658,July 2020,"Inverness and Nairn and Moray, Badenoch and Strathspey",108.4,28 July 2020
1659,July 2020,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",107.9,28 July 2020
1660,July 2020,Na h-Eileanan Siar,104.6,28 July 2020
1661,July 2020,Orkney Islands,107.6,28 July 2020
1662,July 2020,Shetland Islands,99.2,28 July 2020
1663,July 2020,Angus and Dundee City,108.2,28 July 2020
1664,July 2020,Clackmannanshire and Fife,109.1,28 July 2020
1665,July 2020,East Lothian and Midlothian,121.9,28 July 2020
1666,July 2020,City of Edinburgh,120.2,28 July 2020
1667,July 2020,Falkirk,117.0,28 July 2020
1668,July 2020,Perth and Kinross and Stirling,112.5,28 July 2020
1669,July 2020,West Lothian,119.0,28 July 2020
1670,July 2020,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",114.5,28 July 2020
1671,July 2020,Glasgow City,119.8,28 July 2020
1672,July 2020,"Inverclyde, East Renfrewshire and Renfrewshire",117.6,28 July 2020
1673,July 2020,North Lanarkshire,119.7,28 July 2020
1674,July 2020,Scottish Borders,115.1,28 July 2020
1675,July 2020,Dumfries and Galloway,111.7,28 July 2020
1676,July 2020,East Ayrshire and North Ayrshire mainland,113.8,28 July 2020
1677,July 2020,South Ayrshire,111.8,28 July 2020
1678,July 2020,South Lanarkshire,118.5,28 July 2020
1679,August 2020,Aberdeen City and Aberdeenshire,90.0,28 August 2020
1680,August 2020,Caithness and Sutherland and Ross and Cromarty,107.8,28 August 2020
1681,August 2020,"Inverness and Nairn and Moray, Badenoch and Strathspey",109.3,28 August 2020
1682,August 2020,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",111.1,28 August 2020
1683,August 2020,Na h-Eileanan Siar,106.4,28 August 2020
1684,August 2020,Orkney Islands,107.8,28 August 2020
1685,August 2020,Shetland Islands,100.3,28 August 2020
1686,August 2020,Angus and Dundee City,109.1,28 August 2020
1687,August 2020,Clackmannanshire and Fife,110.1,28 August 2020
1688,August 2020,East Lothian and Midlothian,122.9,28 August 2020
1689,August 2020,City of Edinburgh,120.4,28 August 2020
1690,August 2020,Falkirk,117.5,28 August 2020
1691,August 2020,Perth and Kinross and Stirling,114.2,28 August 2020
1692,August 2020,West Lothian,120.8,28 August 2020
1693,August 2020,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",115.7,28 August 2020
1694,August 2020,Glasgow City,120.8,28 August 2020
1695,August 2020,"Inverclyde, East Renfrewshire and Renfrewshire",119.1,28 August 2020
1696,August 2020,North Lanarkshire,120.5,28 August 2020
1697,August 2020,Scottish Borders,115.3,28 August 2020
1698,August 2020,Dumfries and Galloway,113.4,28 August 2020
1699,August 2020,East Ayrshire and North Ayrshire mainland,114.5,28 August 2020
1700,August 2020,South Ayrshire,112.1,28 August 2020
1701,August 2020,South Lanarkshire,119.1,28 August 2020
