,Month,Region,Index,Date
429,January 2016,Glasgow City,105.7,28 January 2016
430,January 2016,"Inverclyde, East Renfrewshire and Renfrewshire",104.4,28 January 2016
431,January 2016,North Lanarkshire,105.1,28 January 2016
432,January 2016,Scottish Borders,103.7,28 January 2016
433,January 2016,Dumfries and Galloway,104.1,28 January 2016
434,January 2016,East Ayrshire and North Ayrshire mainland,103.3,28 January 2016
435,January 2016,South Ayrshire,103.7,28 January 2016
436,January 2016,South Lanarkshire,104.2,28 January 2016
437,February 2016,Aberdeen City and Aberdeenshire,92.4,28 February 2016
438,February 2016,Caithness and Sutherland and Ross and Cromarty,101.8,28 February 2016
439,February 2016,"Inverness and Nairn and Moray, Badenoch and Strathspey",101.6,28 February 2016
440,February 2016,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",101.6,28 February 2016
441,February 2016,Na h-Eileanan Siar,100.5,28 February 2016
442,February 2016,Orkney Islands,103.3,28 February 2016
443,February 2016,Shetland Islands,96.3,28 February 2016
444,February 2016,Angus and Dundee City,100.8,28 February 2016
445,February 2016,Clackmannanshire and Fife,102.8,28 February 2016
446,February 2016,East Lothian and Midlothian,102.1,28 February 2016
447,February 2016,City of Edinburgh,103.5,28 February 2016
448,February 2016,Falkirk,104.5,28 February 2016
449,February 2016,Perth and Kinross and Stirling,103.0,28 February 2016
450,February 2016,West Lothian,105.1,28 February 2016
451,February 2016,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",103.1,28 February 2016
452,February 2016,Glasgow City,105.8,28 February 2016
453,February 2016,"Inverclyde, East Renfrewshire and Renfrewshire",104.3,28 February 2016
454,February 2016,North Lanarkshire,105.2,28 February 2016
455,February 2016,Scottish Borders,102.8,28 February 2016
456,February 2016,Dumfries and Galloway,104.2,28 February 2016
457,February 2016,East Ayrshire and North Ayrshire mainland,102.9,28 February 2016
458,February 2016,South Ayrshire,103.2,28 February 2016
459,February 2016,South Lanarkshire,104.4,28 February 2016
460,March 2016,Aberdeen City and Aberdeenshire,93.2,28 March 2016
461,March 2016,Caithness and Sutherland and Ross and Cromarty,101.0,28 March 2016
462,March 2016,"Inverness and Nairn and Moray, Badenoch and Strathspey",101.4,28 March 2016
463,March 2016,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",102.2,28 March 2016
464,March 2016,Na h-Eileanan Siar,101.3,28 March 2016
465,March 2016,Orkney Islands,102.8,28 March 2016
466,March 2016,Shetland Islands,94.1,28 March 2016
467,March 2016,Angus and Dundee City,101.0,28 March 2016
468,March 2016,Clackmannanshire and Fife,102.2,28 March 2016
469,March 2016,East Lothian and Midlothian,102.2,28 March 2016
470,March 2016,City of Edinburgh,104.0,28 March 2016
471,March 2016,Falkirk,103.9,28 March 2016
472,March 2016,Perth and Kinross and Stirling,102.9,28 March 2016
473,March 2016,West Lothian,105.4,28 March 2016
474,March 2016,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",103.4,28 March 2016
475,March 2016,Glasgow City,106.4,28 March 2016
476,March 2016,"Inverclyde, East Renfrewshire and Renfrewshire",104.7,28 March 2016
477,March 2016,North Lanarkshire,106.1,28 March 2016
478,March 2016,Scottish Borders,103.2,28 March 2016
479,March 2016,Dumfries and Galloway,105.0,28 March 2016
480,March 2016,East Ayrshire and North Ayrshire mainland,103.7,28 March 2016
481,March 2016,South Ayrshire,103.9,28 March 2016
482,March 2016,South Lanarkshire,104.9,28 March 2016
483,April 2016,Aberdeen City and Aberdeenshire,92.4,28 April 2016
484,April 2016,Caithness and Sutherland and Ross and Cromarty,102.3,28 April 2016
485,April 2016,"Inverness and Nairn and Moray, Badenoch and Strathspey",101.9,28 April 2016
486,April 2016,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",102.1,28 April 2016
487,April 2016,Na h-Eileanan Siar,101.3,28 April 2016
488,April 2016,Orkney Islands,103.2,28 April 2016
489,April 2016,Shetland Islands,91.1,28 April 2016
490,April 2016,Angus and Dundee City,101.4,28 April 2016
491,April 2016,Clackmannanshire and Fife,102.9,28 April 2016
492,April 2016,East Lothian and Midlothian,103.9,28 April 2016
493,April 2016,City of Edinburgh,104.3,28 April 2016
494,April 2016,Falkirk,104.6,28 April 2016
495,April 2016,Perth and Kinross and Stirling,103.7,28 April 2016
496,April 2016,West Lothian,105.6,28 April 2016
497,April 2016,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",104.1,28 April 2016
498,April 2016,Glasgow City,107.1,28 April 2016
499,April 2016,"Inverclyde, East Renfrewshire and Renfrewshire",106.3,28 April 2016
500,April 2016,North Lanarkshire,106.2,28 April 2016
501,April 2016,Scottish Borders,105.5,28 April 2016
502,April 2016,Dumfries and Galloway,106.8,28 April 2016
503,April 2016,East Ayrshire and North Ayrshire mainland,105.5,28 April 2016
504,April 2016,South Ayrshire,106.2,28 April 2016
505,April 2016,South Lanarkshire,106.3,28 April 2016
506,May 2016,Aberdeen City and Aberdeenshire,90.8,28 May 2016
507,May 2016,Caithness and Sutherland and Ross and Cromarty,101.1,28 May 2016
508,May 2016,"Inverness and Nairn and Moray, Badenoch and Strathspey",101.3,28 May 2016
509,May 2016,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",101.3,28 May 2016
510,May 2016,Na h-Eileanan Siar,98.9,28 May 2016
511,May 2016,Orkney Islands,103.0,28 May 2016
512,May 2016,Shetland Islands,91.9,28 May 2016
513,May 2016,Angus and Dundee City,100.8,28 May 2016
514,May 2016,Clackmannanshire and Fife,102.5,28 May 2016
515,May 2016,East Lothian and Midlothian,105.5,28 May 2016
516,May 2016,City of Edinburgh,104.0,28 May 2016
517,May 2016,Falkirk,104.6,28 May 2016
518,May 2016,Perth and Kinross and Stirling,103.5,28 May 2016
519,May 2016,West Lothian,105.4,28 May 2016
520,May 2016,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",103.7,28 May 2016
521,May 2016,Glasgow City,106.4,28 May 2016
522,May 2016,"Inverclyde, East Renfrewshire and Renfrewshire",105.3,28 May 2016
523,May 2016,North Lanarkshire,106.3,28 May 2016
524,May 2016,Scottish Borders,104.6,28 May 2016
525,May 2016,Dumfries and Galloway,105.7,28 May 2016
526,May 2016,East Ayrshire and North Ayrshire mainland,104.1,28 May 2016
527,May 2016,South Ayrshire,104.4,28 May 2016
528,May 2016,South Lanarkshire,105.2,28 May 2016
529,June 2016,Aberdeen City and Aberdeenshire,91.6,28 June 2016
530,June 2016,Caithness and Sutherland and Ross and Cromarty,102.7,28 June 2016
531,June 2016,"Inverness and Nairn and Moray, Badenoch and Strathspey",102.7,28 June 2016
532,June 2016,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",102.4,28 June 2016
533,June 2016,Na h-Eileanan Siar,102.4,28 June 2016
534,June 2016,Orkney Islands,103.7,28 June 2016
535,June 2016,Shetland Islands,93.1,28 June 2016
536,June 2016,Angus and Dundee City,101.6,28 June 2016
537,June 2016,Clackmannanshire and Fife,102.9,28 June 2016
538,June 2016,East Lothian and Midlothian,104.0,28 June 2016
539,June 2016,City of Edinburgh,105.5,28 June 2016
540,June 2016,Falkirk,105.5,28 June 2016
541,June 2016,Perth and Kinross and Stirling,104.6,28 June 2016
542,June 2016,West Lothian,106.3,28 June 2016
543,June 2016,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",103.6,28 June 2016
544,June 2016,Glasgow City,106.3,28 June 2016
545,June 2016,"Inverclyde, East Renfrewshire and Renfrewshire",105.1,28 June 2016
546,June 2016,North Lanarkshire,106.3,28 June 2016
547,June 2016,Scottish Borders,103.5,28 June 2016
548,June 2016,Dumfries and Galloway,104.6,28 June 2016
549,June 2016,East Ayrshire and North Ayrshire mainland,103.7,28 June 2016
550,June 2016,South Ayrshire,104.0,28 June 2016
551,June 2016,South Lanarkshire,104.5,28 June 2016
552,July 2016,Aberdeen City and Aberdeenshire,91.5,28 July 2016
553,July 2016,Caithness and Sutherland and Ross and Cromarty,103.4,28 July 2016
554,July 2016,"Inverness and Nairn and Moray, Badenoch and Strathspey",102.4,28 July 2016
555,July 2016,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",102.8,28 July 2016
556,July 2016,Na h-Eileanan Siar,102.9,28 July 2016
557,July 2016,Orkney Islands,103.1,28 July 2016
558,July 2016,Shetland Islands,93.3,28 July 2016
559,July 2016,Angus and Dundee City,101.5,28 July 2016
560,July 2016,Clackmannanshire and Fife,103.0,28 July 2016
561,July 2016,East Lothian and Midlothian,104.3,28 July 2016
562,July 2016,City of Edinburgh,105.6,28 July 2016
563,July 2016,Falkirk,105.8,28 July 2016
564,July 2016,Perth and Kinross and Stirling,105.1,28 July 2016
565,July 2016,West Lothian,106.7,28 July 2016
566,July 2016,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",104.5,28 July 2016
567,July 2016,Glasgow City,107.3,28 July 2016
568,July 2016,"Inverclyde, East Renfrewshire and Renfrewshire",105.8,28 July 2016
569,July 2016,North Lanarkshire,107.4,28 July 2016
570,July 2016,Scottish Borders,104.9,28 July 2016
571,July 2016,Dumfries and Galloway,105.3,28 July 2016
572,July 2016,East Ayrshire and North Ayrshire mainland,104.5,28 July 2016
573,July 2016,South Ayrshire,105.3,28 July 2016
574,July 2016,South Lanarkshire,105.3,28 July 2016
575,August 2016,Aberdeen City and Aberdeenshire,91.0,28 August 2016
576,August 2016,Caithness and Sutherland and Ross and Cromarty,102.4,28 August 2016
577,August 2016,"Inverness and Nairn and Moray, Badenoch and Strathspey",101.8,28 August 2016
578,August 2016,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",103.2,28 August 2016
579,August 2016,Na h-Eileanan Siar,102.7,28 August 2016
580,August 2016,Orkney Islands,102.6,28 August 2016
581,August 2016,Shetland Islands,92.6,28 August 2016
582,August 2016,Angus and Dundee City,100.8,28 August 2016
583,August 2016,Clackmannanshire and Fife,102.8,28 August 2016
584,August 2016,East Lothian and Midlothian,104.3,28 August 2016
585,August 2016,City of Edinburgh,105.6,28 August 2016
586,August 2016,Falkirk,105.3,28 August 2016
587,August 2016,Perth and Kinross and Stirling,105.3,28 August 2016
588,August 2016,West Lothian,107.2,28 August 2016
589,August 2016,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",104.5,28 August 2016
590,August 2016,Glasgow City,107.3,28 August 2016
591,August 2016,"Inverclyde, East Renfrewshire and Renfrewshire",105.8,28 August 2016
592,August 2016,North Lanarkshire,106.9,28 August 2016
593,August 2016,Scottish Borders,104.5,28 August 2016
594,August 2016,Dumfries and Galloway,104.3,28 August 2016
595,August 2016,East Ayrshire and North Ayrshire mainland,104.3,28 August 2016
596,August 2016,South Ayrshire,105.0,28 August 2016
597,August 2016,South Lanarkshire,105.6,28 August 2016
598,September 2016,Aberdeen City and Aberdeenshire,90.7,28 September 2016
599,September 2016,Caithness and Sutherland and Ross and Cromarty,102.8,28 September 2016
600,September 2016,"Inverness and Nairn and Moray, Badenoch and Strathspey",102.9,28 September 2016
601,September 2016,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",103.9,28 September 2016
602,September 2016,Na h-Eileanan Siar,103.4,28 September 2016
603,September 2016,Orkney Islands,103.9,28 September 2016
604,September 2016,Shetland Islands,92.2,28 September 2016
605,September 2016,Angus and Dundee City,101.5,28 September 2016
606,September 2016,Clackmannanshire and Fife,103.2,28 September 2016
607,September 2016,East Lothian and Midlothian,104.7,28 September 2016
608,September 2016,City of Edinburgh,106.3,28 September 2016
609,September 2016,Falkirk,106.1,28 September 2016
610,September 2016,Perth and Kinross and Stirling,106.2,28 September 2016
611,September 2016,West Lothian,107.4,28 September 2016
612,September 2016,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",104.9,28 September 2016
613,September 2016,Glasgow City,107.8,28 September 2016
614,September 2016,"Inverclyde, East Renfrewshire and Renfrewshire",106.0,28 September 2016
615,September 2016,North Lanarkshire,107.6,28 September 2016
616,September 2016,Scottish Borders,104.3,28 September 2016
617,September 2016,Dumfries and Galloway,104.5,28 September 2016
618,September 2016,East Ayrshire and North Ayrshire mainland,104.7,28 September 2016
619,September 2016,South Ayrshire,105.4,28 September 2016
620,September 2016,South Lanarkshire,105.5,28 September 2016
621,October 2016,Aberdeen City and Aberdeenshire,90.2,28 October 2016
622,October 2016,Caithness and Sutherland and Ross and Cromarty,103.4,28 October 2016
623,October 2016,"Inverness and Nairn and Moray, Badenoch and Strathspey",103.7,28 October 2016
624,October 2016,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",103.8,28 October 2016
625,October 2016,Na h-Eileanan Siar,98.7,28 October 2016
626,October 2016,Orkney Islands,105.1,28 October 2016
627,October 2016,Shetland Islands,92.2,28 October 2016
628,October 2016,Angus and Dundee City,101.8,28 October 2016
629,October 2016,Clackmannanshire and Fife,104.0,28 October 2016
630,October 2016,East Lothian and Midlothian,105.7,28 October 2016
631,October 2016,City of Edinburgh,107.3,28 October 2016
632,October 2016,Falkirk,107.2,28 October 2016
633,October 2016,Perth and Kinross and Stirling,106.3,28 October 2016
634,October 2016,West Lothian,108.6,28 October 2016
635,October 2016,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",105.5,28 October 2016
636,October 2016,Glasgow City,108.2,28 October 2016
637,October 2016,"Inverclyde, East Renfrewshire and Renfrewshire",106.6,28 October 2016
638,October 2016,North Lanarkshire,107.4,28 October 2016
639,October 2016,Scottish Borders,104.9,28 October 2016
640,October 2016,Dumfries and Galloway,105.3,28 October 2016
641,October 2016,East Ayrshire and North Ayrshire mainland,105.2,28 October 2016
642,October 2016,South Ayrshire,105.7,28 October 2016
643,October 2016,South Lanarkshire,105.4,28 October 2016
644,November 2016,Aberdeen City and Aberdeenshire,89.8,28 November 2016
645,November 2016,Caithness and Sutherland and Ross and Cromarty,103.6,28 November 2016
646,November 2016,"Inverness and Nairn and Moray, Badenoch and Strathspey",103.9,28 November 2016
647,November 2016,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",104.5,28 November 2016
648,November 2016,Na h-Eileanan Siar,96.1,28 November 2016
649,November 2016,Orkney Islands,104.8,28 November 2016
650,November 2016,Shetland Islands,92.1,28 November 2016
651,November 2016,Angus and Dundee City,101.0,28 November 2016
652,November 2016,Clackmannanshire and Fife,103.3,28 November 2016
653,November 2016,East Lothian and Midlothian,104.8,28 November 2016
654,November 2016,City of Edinburgh,106.5,28 November 2016
655,November 2016,Falkirk,106.7,28 November 2016
656,November 2016,Perth and Kinross and Stirling,104.7,28 November 2016
657,November 2016,West Lothian,107.6,28 November 2016
658,November 2016,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",104.5,28 November 2016
659,November 2016,Glasgow City,108.1,28 November 2016
660,November 2016,"Inverclyde, East Renfrewshire and Renfrewshire",105.8,28 November 2016
661,November 2016,North Lanarkshire,107.7,28 November 2016
662,November 2016,Scottish Borders,105.1,28 November 2016
663,November 2016,Dumfries and Galloway,104.8,28 November 2016
664,November 2016,East Ayrshire and North Ayrshire mainland,105.0,28 November 2016
665,November 2016,South Ayrshire,105.2,28 November 2016
666,November 2016,South Lanarkshire,105.6,28 November 2016
667,December 2016,Aberdeen City and Aberdeenshire,90.1,28 December 2016
668,December 2016,Caithness and Sutherland and Ross and Cromarty,103.7,28 December 2016
669,December 2016,"Inverness and Nairn and Moray, Badenoch and Strathspey",103.5,28 December 2016
670,December 2016,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",104.4,28 December 2016
671,December 2016,Na h-Eileanan Siar,103.1,28 December 2016
672,December 2016,Orkney Islands,105.5,28 December 2016
673,December 2016,Shetland Islands,92.1,28 December 2016
674,December 2016,Angus and Dundee City,102.1,28 December 2016
675,December 2016,Clackmannanshire and Fife,103.7,28 December 2016
676,December 2016,East Lothian and Midlothian,106.0,28 December 2016
677,December 2016,City of Edinburgh,107.3,28 December 2016
678,December 2016,Falkirk,107.8,28 December 2016
679,December 2016,Perth and Kinross and Stirling,106.4,28 December 2016
680,December 2016,West Lothian,108.0,28 December 2016
681,December 2016,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",105.9,28 December 2016
682,December 2016,Glasgow City,108.2,28 December 2016
683,December 2016,"Inverclyde, East Renfrewshire and Renfrewshire",106.6,28 December 2016
684,December 2016,North Lanarkshire,108.1,28 December 2016
685,December 2016,Scottish Borders,104.0,28 December 2016
686,December 2016,Dumfries and Galloway,109.3,28 December 2016
687,December 2016,East Ayrshire and North Ayrshire mainland,104.6,28 December 2016
688,December 2016,South Ayrshire,104.3,28 December 2016
689,December 2016,South Lanarkshire,106.5,28 December 2016
690,January 2017,Aberdeen City and Aberdeenshire,89.4,28 January 2017
691,January 2017,Caithness and Sutherland and Ross and Cromarty,102.8,28 January 2017
692,January 2017,"Inverness and Nairn and Moray, Badenoch and Strathspey",103.0,28 January 2017
693,January 2017,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",104.4,28 January 2017
694,January 2017,Na h-Eileanan Siar,102.1,28 January 2017
695,January 2017,Orkney Islands,103.7,28 January 2017
696,January 2017,Shetland Islands,92.7,28 January 2017
697,January 2017,Angus and Dundee City,101.9,28 January 2017
698,January 2017,Clackmannanshire and Fife,103.6,28 January 2017
699,January 2017,East Lothian and Midlothian,106.6,28 January 2017
700,January 2017,City of Edinburgh,108.2,28 January 2017
701,January 2017,Falkirk,107.9,28 January 2017
702,January 2017,Perth and Kinross and Stirling,107.2,28 January 2017
703,January 2017,West Lothian,107.7,28 January 2017
704,January 2017,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",105.2,28 January 2017
705,January 2017,Glasgow City,108.4,28 January 2017
706,January 2017,"Inverclyde, East Renfrewshire and Renfrewshire",107.0,28 January 2017
707,January 2017,North Lanarkshire,107.3,28 January 2017
708,January 2017,Scottish Borders,105.2,28 January 2017
709,January 2017,Dumfries and Galloway,105.9,28 January 2017
710,January 2017,East Ayrshire and North Ayrshire mainland,104.7,28 January 2017
711,January 2017,South Ayrshire,104.7,28 January 2017
712,January 2017,South Lanarkshire,106.6,28 January 2017
713,February 2017,Aberdeen City and Aberdeenshire,89.4,28 February 2017
714,February 2017,Caithness and Sutherland and Ross and Cromarty,102.2,28 February 2017
715,February 2017,"Inverness and Nairn and Moray, Badenoch and Strathspey",103.1,28 February 2017
716,February 2017,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",104.4,28 February 2017
717,February 2017,Na h-Eileanan Siar,102.9,28 February 2017
718,February 2017,Orkney Islands,104.5,28 February 2017
719,February 2017,Shetland Islands,93.6,28 February 2017
720,February 2017,Angus and Dundee City,102.3,28 February 2017
721,February 2017,Clackmannanshire and Fife,103.7,28 February 2017
722,February 2017,East Lothian and Midlothian,107.0,28 February 2017
723,February 2017,City of Edinburgh,108.5,28 February 2017
724,February 2017,Falkirk,108.0,28 February 2017
725,February 2017,Perth and Kinross and Stirling,106.1,28 February 2017
726,February 2017,West Lothian,107.8,28 February 2017
727,February 2017,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",107.1,28 February 2017
728,February 2017,Glasgow City,109.1,28 February 2017
729,February 2017,"Inverclyde, East Renfrewshire and Renfrewshire",107.6,28 February 2017
730,February 2017,North Lanarkshire,108.4,28 February 2017
731,February 2017,Scottish Borders,105.9,28 February 2017
732,February 2017,Dumfries and Galloway,105.6,28 February 2017
733,February 2017,East Ayrshire and North Ayrshire mainland,105.6,28 February 2017
734,February 2017,South Ayrshire,105.0,28 February 2017
735,February 2017,South Lanarkshire,107.1,28 February 2017
736,March 2017,Aberdeen City and Aberdeenshire,89.1,28 March 2017
737,March 2017,Caithness and Sutherland and Ross and Cromarty,103.3,28 March 2017
738,March 2017,"Inverness and Nairn and Moray, Badenoch and Strathspey",103.4,28 March 2017
739,March 2017,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",105.5,28 March 2017
740,March 2017,Na h-Eileanan Siar,102.6,28 March 2017
741,March 2017,Orkney Islands,103.3,28 March 2017
742,March 2017,Shetland Islands,94.5,28 March 2017
743,March 2017,Angus and Dundee City,104.5,28 March 2017
744,March 2017,Clackmannanshire and Fife,104.9,28 March 2017
745,March 2017,East Lothian and Midlothian,109.1,28 March 2017
746,March 2017,City of Edinburgh,109.8,28 March 2017
747,March 2017,Falkirk,109.1,28 March 2017
748,March 2017,Perth and Kinross and Stirling,105.4,28 March 2017
749,March 2017,West Lothian,108.0,28 March 2017
750,March 2017,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",105.3,28 March 2017
751,March 2017,Glasgow City,109.2,28 March 2017
752,March 2017,"Inverclyde, East Renfrewshire and Renfrewshire",107.2,28 March 2017
753,March 2017,North Lanarkshire,111.3,28 March 2017
754,March 2017,Scottish Borders,106.5,28 March 2017
755,March 2017,Dumfries and Galloway,106.4,28 March 2017
756,March 2017,East Ayrshire and North Ayrshire mainland,105.8,28 March 2017
757,March 2017,South Ayrshire,105.3,28 March 2017
758,March 2017,South Lanarkshire,107.5,28 March 2017
759,April 2017,Aberdeen City and Aberdeenshire,89.0,28 April 2017
760,April 2017,Caithness and Sutherland and Ross and Cromarty,101.8,28 April 2017
761,April 2017,"Inverness and Nairn and Moray, Badenoch and Strathspey",103.8,28 April 2017
762,April 2017,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",105.0,28 April 2017
763,April 2017,Na h-Eileanan Siar,102.1,28 April 2017
764,April 2017,Orkney Islands,104.1,28 April 2017
765,April 2017,Shetland Islands,94.6,28 April 2017
766,April 2017,Angus and Dundee City,104.1,28 April 2017
767,April 2017,Clackmannanshire and Fife,106.2,28 April 2017
768,April 2017,East Lothian and Midlothian,109.6,28 April 2017
769,April 2017,City of Edinburgh,111.4,28 April 2017
770,April 2017,Falkirk,110.0,28 April 2017
771,April 2017,Perth and Kinross and Stirling,109.7,28 April 2017
772,April 2017,West Lothian,111.3,28 April 2017
773,April 2017,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",107.1,28 April 2017
774,April 2017,Glasgow City,110.1,28 April 2017
775,April 2017,"Inverclyde, East Renfrewshire and Renfrewshire",108.6,28 April 2017
776,April 2017,North Lanarkshire,110.3,28 April 2017
777,April 2017,Scottish Borders,106.3,28 April 2017
778,April 2017,Dumfries and Galloway,105.7,28 April 2017
779,April 2017,East Ayrshire and North Ayrshire mainland,105.2,28 April 2017
780,April 2017,South Ayrshire,105.3,28 April 2017
781,April 2017,South Lanarkshire,107.4,28 April 2017
782,May 2017,Aberdeen City and Aberdeenshire,89.7,28 May 2017
783,May 2017,Caithness and Sutherland and Ross and Cromarty,102.1,28 May 2017
784,May 2017,"Inverness and Nairn and Moray, Badenoch and Strathspey",103.9,28 May 2017
785,May 2017,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",105.6,28 May 2017
786,May 2017,Na h-Eileanan Siar,102.9,28 May 2017
787,May 2017,Orkney Islands,104.8,28 May 2017
788,May 2017,Shetland Islands,96.7,28 May 2017
789,May 2017,Angus and Dundee City,103.6,28 May 2017
790,May 2017,Clackmannanshire and Fife,106.2,28 May 2017
791,May 2017,East Lothian and Midlothian,109.7,28 May 2017
792,May 2017,City of Edinburgh,111.5,28 May 2017
793,May 2017,Falkirk,109.7,28 May 2017
794,May 2017,Perth and Kinross and Stirling,108.0,28 May 2017
795,May 2017,West Lothian,110.7,28 May 2017
796,May 2017,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",108.3,28 May 2017
797,May 2017,Glasgow City,111.5,28 May 2017
798,May 2017,"Inverclyde, East Renfrewshire and Renfrewshire",109.8,28 May 2017
799,May 2017,North Lanarkshire,110.0,28 May 2017
800,May 2017,Scottish Borders,106.8,28 May 2017
801,May 2017,Dumfries and Galloway,106.4,28 May 2017
802,May 2017,East Ayrshire and North Ayrshire mainland,106.1,28 May 2017
803,May 2017,South Ayrshire,106.9,28 May 2017
804,May 2017,South Lanarkshire,108.0,28 May 2017
805,June 2017,Aberdeen City and Aberdeenshire,90.1,28 June 2017
806,June 2017,Caithness and Sutherland and Ross and Cromarty,102.8,28 June 2017
807,June 2017,"Inverness and Nairn and Moray, Badenoch and Strathspey",104.3,28 June 2017
808,June 2017,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",106.4,28 June 2017
809,June 2017,Na h-Eileanan Siar,104.4,28 June 2017
810,June 2017,Orkney Islands,105.2,28 June 2017
811,June 2017,Shetland Islands,94.8,28 June 2017
812,June 2017,Angus and Dundee City,103.9,28 June 2017
813,June 2017,Clackmannanshire and Fife,106.7,28 June 2017
814,June 2017,East Lothian and Midlothian,109.7,28 June 2017
815,June 2017,City of Edinburgh,111.8,28 June 2017
816,June 2017,Falkirk,110.1,28 June 2017
817,June 2017,Perth and Kinross and Stirling,109.0,28 June 2017
818,June 2017,West Lothian,111.0,28 June 2017
819,June 2017,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",107.9,28 June 2017
820,June 2017,Glasgow City,111.0,28 June 2017
821,June 2017,"Inverclyde, East Renfrewshire and Renfrewshire",109.4,28 June 2017
822,June 2017,North Lanarkshire,109.8,28 June 2017
823,June 2017,Scottish Borders,106.6,28 June 2017
824,June 2017,Dumfries and Galloway,106.1,28 June 2017
825,June 2017,East Ayrshire and North Ayrshire mainland,105.8,28 June 2017
826,June 2017,South Ayrshire,106.2,28 June 2017
827,June 2017,South Lanarkshire,108.9,28 June 2017
828,July 2017,Aberdeen City and Aberdeenshire,89.1,28 July 2017
829,July 2017,Caithness and Sutherland and Ross and Cromarty,102.1,28 July 2017
830,July 2017,"Inverness and Nairn and Moray, Badenoch and Strathspey",104.5,28 July 2017
831,July 2017,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",105.8,28 July 2017
832,July 2017,Na h-Eileanan Siar,102.8,28 July 2017
833,July 2017,Orkney Islands,105.2,28 July 2017
834,July 2017,Shetland Islands,94.1,28 July 2017
835,July 2017,Angus and Dundee City,103.0,28 July 2017
836,July 2017,Clackmannanshire and Fife,105.9,28 July 2017
837,July 2017,East Lothian and Midlothian,108.9,28 July 2017
838,July 2017,City of Edinburgh,110.4,28 July 2017
839,July 2017,Falkirk,109.9,28 July 2017
840,July 2017,Perth and Kinross and Stirling,108.4,28 July 2017
841,July 2017,West Lothian,109.9,28 July 2017
842,July 2017,"East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond",107.2,28 July 2017
843,July 2017,Glasgow City,110.8,28 July 2017
844,July 2017,"Inverclyde, East Renfrewshire and Renfrewshire",109.3,28 July 2017
845,July 2017,North Lanarkshire,110.0,28 July 2017
846,July 2017,Scottish Borders,106.3,28 July 2017
847,July 2017,Dumfries and Galloway,106.0,28 July 2017
848,July 2017,East Ayrshire and North Ayrshire mainland,106.2,28 July 2017
849,July 2017,South Ayrshire,105.9,28 July 2017
850,July 2017,South Lanarkshire,108.4,28 July 2017
851,August 2017,Aberdeen City and Aberdeenshire,89.6,28 August 2017
852,August 2017,Caithness and Sutherland and Ross and Cromarty,102.9,28 August 2017
853,August 2017,"Inverness and Nairn and Moray, Badenoch and Strathspey",104.7,28 August 2017
854,August 2017,"Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute",106.2,28 August 2017
855,August 2017,Na h-Eileanan Siar,103.1,28 August 2017
856,August 2017,Orkney Islands,106.1,28 August 2017
857,August 2017,Shetland Islands,94.2,28 August 2017
858,August 2017,Angus and Dundee City,103.6,28 August 2017
859,August 2017,Clackmannanshire and Fife,105.9,28 August 2017
