Site	si	year	Province	ProYear	Cultivar	cu	Release_Year	Replicate	Yield	ly	plant_date	Flower_Date	Harvest_date	prec	fr	BinExp0_4	BinExp5_9	BinExp10_14	BinExp15_19	BinExp20_24	BinExp25_29	BinExp30_inf
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BAVIAANS"	1.0	2001	1	3.3000000000000003	1.1939225	2005-05-01	2005-08-19	2005-09-18	145.12752	0.0	1.4554186	17.101469	50.124016	61.233204	9.851977	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BAVIAANS"	1.0	2001	2	3.29	1.1908876	2005-05-01	2005-08-19	2005-09-18	145.12752	0.0	1.4554186	17.101469	50.124016	61.233204	9.851977	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BAVIAANS"	1.0	2001	3	3.72	1.3137237	2005-05-01	2005-08-19	2005-09-18	145.12752	0.0	1.4554186	17.101469	50.124016	61.233204	9.851977	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BAVIAANS"	1.0	2001	4	3.41	1.2267123	2005-05-01	2005-08-19	2005-09-18	145.12752	0.0	1.4554186	17.101469	50.124016	61.233204	9.851977	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BAVIAANS"	1.0	2001	1	1.94	0.66268796	2005-05-15	2005-08-30	2005-09-29	145.82751	0.0	1.4554186	17.34225	49.766495	60.81868	7.3832407	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BAVIAANS"	1.0	2001	2	1.94	0.66268796	2005-05-15	2005-08-30	2005-09-29	145.82751	0.0	1.4554186	17.34225	49.766495	60.81868	7.3832407	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BAVIAANS"	1.0	2001	3	2.36	0.8586616	2005-05-15	2005-08-30	2005-09-29	145.82751	0.0	1.4554186	17.34225	49.766495	60.81868	7.3832407	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BAVIAANS"	1.0	2001	4	1.68	0.5187938	2005-05-15	2005-08-30	2005-09-29	145.82751	0.0	1.4554186	17.34225	49.766495	60.81868	7.3832407	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BIEDOU"	3.0	2003	1	3.38	1.2178757	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BIEDOU"	3.0	2003	2	3.33	1.2029723	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BIEDOU"	3.0	2003	3	3.45	1.2383742	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BIEDOU"	3.0	2003	4	3.46	1.2412686	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BIEDOU"	3.0	2003	1	2.17	0.77472717	2005-05-15	2005-08-29	2005-09-28	145.52751	0.0	1.4554186	16.995808	49.421043	60.510582	7.3832407	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BIEDOU"	3.0	2003	2	1.56	0.44468582	2005-05-15	2005-08-29	2005-09-28	145.52751	0.0	1.4554186	16.995808	49.421043	60.510582	7.3832407	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BIEDOU"	3.0	2003	3	2.33	0.8458683	2005-05-15	2005-08-29	2005-09-28	145.52751	0.0	1.4554186	16.995808	49.421043	60.510582	7.3832407	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"BIEDOU"	3.0	2003	4	2.05	0.7178398	2005-05-15	2005-08-29	2005-09-28	145.52751	0.0	1.4554186	16.995808	49.421043	60.510582	7.3832407	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"KARIEGA"	8.0	1994	1	2.0100000000000002	0.6981347	2005-05-01	2005-08-23	2005-09-22	145.92752	0.0	1.4554186	17.101469	50.70809	64.570564	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"KARIEGA"	8.0	1994	2	3.45	1.2383742	2005-05-01	2005-08-23	2005-09-22	145.92752	0.0	1.4554186	17.101469	50.70809	64.570564	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"KARIEGA"	8.0	1994	3	3.2	1.1631508	2005-05-01	2005-08-23	2005-09-22	145.92752	0.0	1.4554186	17.101469	50.70809	64.570564	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"KARIEGA"	8.0	1994	4	3.0500000000000003	1.1151416	2005-05-01	2005-08-23	2005-09-22	145.92752	0.0	1.4554186	17.101469	50.70809	64.570564	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"KARIEGA"	8.0	1994	1	1.73	0.5481214	2005-05-15	2005-09-03	2005-10-03	145.82751	0.0	1.4554186	17.626348	50.916138	62.900455	7.8677263	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"KARIEGA"	8.0	1994	2	1.98	0.6830968	2005-05-15	2005-09-03	2005-10-03	145.82751	0.0	1.4554186	17.626348	50.916138	62.900455	7.8677263	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"KARIEGA"	8.0	1994	3	2.5300000000000002	0.9282193	2005-05-15	2005-09-03	2005-10-03	145.82751	0.0	1.4554186	17.626348	50.916138	62.900455	7.8677263	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"KARIEGA"	8.0	1994	4	2.0100000000000002	0.6981347	2005-05-15	2005-09-03	2005-10-03	145.82751	0.0	1.4554186	17.626348	50.916138	62.900455	7.8677263	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3404"	33.0	2003	1	2.94	1.0784096	2005-05-01	2005-08-21	2005-09-20	145.12752	0.0	1.4554186	17.101469	50.440372	62.83828	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3404"	33.0	2003	1	1.79	0.5822156	2005-05-01	2005-08-21	2005-09-20	145.12752	0.0	1.4554186	17.101469	50.440372	62.83828	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3404"	33.0	2003	2	2.61	0.9593502	2005-05-01	2005-08-21	2005-09-20	145.12752	0.0	1.4554186	17.101469	50.440372	62.83828	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3404"	33.0	2003	2	1.81	0.59332687	2005-05-01	2005-08-21	2005-09-20	145.12752	0.0	1.4554186	17.101469	50.440372	62.83828	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3404"	33.0	2003	3	3.04	1.1118575	2005-05-01	2005-08-21	2005-09-20	145.12752	0.0	1.4554186	17.101469	50.440372	62.83828	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3404"	33.0	2003	3	2.63	0.96698385	2005-05-01	2005-08-21	2005-09-20	145.12752	0.0	1.4554186	17.101469	50.440372	62.83828	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3404"	33.0	2003	4	2.18	0.7793249	2005-05-01	2005-08-21	2005-09-20	145.12752	0.0	1.4554186	17.101469	50.440372	62.83828	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3404"	33.0	2003	4	2.7	0.9932518	2005-05-01	2005-08-21	2005-09-20	145.12752	0.0	1.4554186	17.101469	50.440372	62.83828	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3408"	34.0	2003	1	2.57	0.9439059	2005-05-01	2005-08-24	2005-09-23	145.92752	0.0	1.4554186	17.101469	50.80672	65.47193	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3408"	34.0	2003	1	2.09	0.7371641	2005-05-01	2005-08-24	2005-09-23	145.92752	0.0	1.4554186	17.101469	50.80672	65.47193	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3408"	34.0	2003	2	1.85	0.6151856	2005-05-01	2005-08-24	2005-09-23	145.92752	0.0	1.4554186	17.101469	50.80672	65.47193	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3408"	34.0	2003	2	1.9100000000000001	0.64710325	2005-05-01	2005-08-24	2005-09-23	145.92752	0.0	1.4554186	17.101469	50.80672	65.47193	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3408"	34.0	2003	3	2.3000000000000003	0.8329091	2005-05-01	2005-08-24	2005-09-23	145.92752	0.0	1.4554186	17.101469	50.80672	65.47193	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3408"	34.0	2003	3	2.81	1.0331845	2005-05-01	2005-08-24	2005-09-23	145.92752	0.0	1.4554186	17.101469	50.80672	65.47193	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3408"	34.0	2003	4	2.66	0.97832614	2005-05-01	2005-08-24	2005-09-23	145.92752	0.0	1.4554186	17.101469	50.80672	65.47193	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3408"	34.0	2003	4	2.15	0.7654678	2005-05-01	2005-08-24	2005-09-23	145.92752	0.0	1.4554186	17.101469	50.80672	65.47193	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3490"	37.0	2002	1	1.86	0.6205765	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3490"	37.0	2002	1	3.02	1.1052568	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3490"	37.0	2002	2	1.8900000000000001	0.63657683	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3490"	37.0	2002	2	2.95	1.0818052	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3490"	37.0	2002	3	1.82	0.5988365	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3490"	37.0	2002	3	2.7600000000000002	1.0152307	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3490"	37.0	2002	4	3.13	1.141033	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3490"	37.0	2002	4	1.73	0.5481214	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3492"	38.0	2002	1	3.41	1.2267123	2005-05-01	2005-08-19	2005-09-18	145.12752	0.0	1.4554186	17.101469	50.124016	61.233204	9.851977	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3492"	38.0	2002	1	1.75	0.5596158	2005-05-01	2005-08-19	2005-09-18	145.12752	0.0	1.4554186	17.101469	50.124016	61.233204	9.851977	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3492"	38.0	2002	2	3.33	1.2029723	2005-05-01	2005-08-19	2005-09-18	145.12752	0.0	1.4554186	17.101469	50.124016	61.233204	9.851977	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3492"	38.0	2002	2	1.83	0.604316	2005-05-01	2005-08-19	2005-09-18	145.12752	0.0	1.4554186	17.101469	50.124016	61.233204	9.851977	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3492"	38.0	2002	3	2.2600000000000002	0.81536484	2005-05-01	2005-08-19	2005-09-18	145.12752	0.0	1.4554186	17.101469	50.124016	61.233204	9.851977	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3492"	38.0	2002	3	3.36	1.211941	2005-05-01	2005-08-19	2005-09-18	145.12752	0.0	1.4554186	17.101469	50.124016	61.233204	9.851977	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3492"	38.0	2002	4	1.75	0.5596158	2005-05-01	2005-08-19	2005-09-18	145.12752	0.0	1.4554186	17.101469	50.124016	61.233204	9.851977	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"PAN3492"	38.0	2002	4	3.24	1.1755733	2005-05-01	2005-08-19	2005-09-18	145.12752	0.0	1.4554186	17.101469	50.124016	61.233204	9.851977	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST015"	41.0	2002	1	3.45	1.2383742	2005-05-01	2005-08-17	2005-09-16	145.12752	0.0	1.4554186	17.101469	49.233627	60.195827	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST015"	41.0	2002	1	2.0100000000000002	0.6981347	2005-05-01	2005-08-17	2005-09-16	145.12752	0.0	1.4554186	17.101469	49.233627	60.195827	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST015"	41.0	2002	2	3.45	1.2383742	2005-05-01	2005-08-17	2005-09-16	145.12752	0.0	1.4554186	17.101469	49.233627	60.195827	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST015"	41.0	2002	2	1.95	0.6678294	2005-05-01	2005-08-17	2005-09-16	145.12752	0.0	1.4554186	17.101469	49.233627	60.195827	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST015"	41.0	2002	3	3.31	1.1969482	2005-05-01	2005-08-17	2005-09-16	145.12752	0.0	1.4554186	17.101469	49.233627	60.195827	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST015"	41.0	2002	3	2.24	0.8064759	2005-05-01	2005-08-17	2005-09-16	145.12752	0.0	1.4554186	17.101469	49.233627	60.195827	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST015"	41.0	2002	4	2.15	0.7654678	2005-05-01	2005-08-17	2005-09-16	145.12752	0.0	1.4554186	17.101469	49.233627	60.195827	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST015"	41.0	2002	4	3.2	1.1631508	2005-05-01	2005-08-17	2005-09-16	145.12752	0.0	1.4554186	17.101469	49.233627	60.195827	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST027"	42.0	2004	1	1.9100000000000001	0.64710325	2005-05-01	2005-08-23	2005-09-22	145.92752	0.0	1.4554186	17.101469	50.70809	64.570564	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST027"	42.0	2004	1	3.21	1.166271	2005-05-01	2005-08-23	2005-09-22	145.92752	0.0	1.4554186	17.101469	50.70809	64.570564	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST027"	42.0	2004	2	1.82	0.5988365	2005-05-01	2005-08-23	2005-09-22	145.92752	0.0	1.4554186	17.101469	50.70809	64.570564	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST027"	42.0	2004	2	3.45	1.2383742	2005-05-01	2005-08-23	2005-09-22	145.92752	0.0	1.4554186	17.101469	50.70809	64.570564	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST027"	42.0	2004	3	2.5100000000000002	0.9202828	2005-05-01	2005-08-23	2005-09-22	145.92752	0.0	1.4554186	17.101469	50.70809	64.570564	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST027"	42.0	2004	3	3.29	1.1908876	2005-05-01	2005-08-23	2005-09-22	145.92752	0.0	1.4554186	17.101469	50.70809	64.570564	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST027"	42.0	2004	4	3.48	1.2470323	2005-05-01	2005-08-23	2005-09-22	145.92752	0.0	1.4554186	17.101469	50.70809	64.570564	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST027"	42.0	2004	4	2.06	0.72270596	2005-05-01	2005-08-23	2005-09-22	145.92752	0.0	1.4554186	17.101469	50.70809	64.570564	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST035"	43.0		1	3.52	1.258461	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST035"	43.0		1	2.2800000000000002	0.8241754	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST035"	43.0		2	3.5	1.2527629	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST035"	43.0		2	1.53	0.42526773	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST035"	43.0		3	3.44	1.2354715	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST035"	43.0		3	2.11	0.74668795	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST035"	43.0		4	1.6500000000000001	0.5007753	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST035"	43.0		4	3.45	1.2383742	2005-05-01	2005-08-18	2005-09-17	145.12752	0.0	1.4554186	17.101469	49.72357	60.705883	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST57"	62.0	1996	1	3.5500000000000003	1.2669476	2005-05-01	2005-08-20	2005-09-19	145.12752	0.0	1.4554186	17.101469	50.440372	61.838284	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST57"	62.0	1996	1	1.97	0.67803353	2005-05-01	2005-08-20	2005-09-19	145.12752	0.0	1.4554186	17.101469	50.440372	61.838284	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST57"	62.0	1996	2	3.5500000000000003	1.2669476	2005-05-01	2005-08-20	2005-09-19	145.12752	0.0	1.4554186	17.101469	50.440372	61.838284	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST57"	62.0	1996	2	2.41	0.87962675	2005-05-01	2005-08-20	2005-09-19	145.12752	0.0	1.4554186	17.101469	50.440372	61.838284	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST57"	62.0	1996	3	3.12	1.137833	2005-05-01	2005-08-20	2005-09-19	145.12752	0.0	1.4554186	17.101469	50.440372	61.838284	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST57"	62.0	1996	3	2.61	0.9593502	2005-05-01	2005-08-20	2005-09-19	145.12752	0.0	1.4554186	17.101469	50.440372	61.838284	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST57"	62.0	1996	4	3.13	1.141033	2005-05-01	2005-08-20	2005-09-19	145.12752	0.0	1.4554186	17.101469	50.440372	61.838284	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST57"	62.0	1996	4	2.71	0.99694866	2005-05-01	2005-08-20	2005-09-19	145.12752	0.0	1.4554186	17.101469	50.440372	61.838284	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST65"	63.0	1997	1	1.98	0.6830968	2005-05-01	2005-08-16	2005-09-15	145.12752	0.0	1.4554186	17.101469	48.894753	59.534702	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST65"	63.0	1997	1	3.41	1.2267123	2005-05-01	2005-08-16	2005-09-15	145.12752	0.0	1.4554186	17.101469	48.894753	59.534702	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST65"	63.0	1997	2	3.04	1.1118575	2005-05-01	2005-08-16	2005-09-15	145.12752	0.0	1.4554186	17.101469	48.894753	59.534702	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST65"	63.0	1997	2	2.0	0.6931472	2005-05-01	2005-08-16	2005-09-15	145.12752	0.0	1.4554186	17.101469	48.894753	59.534702	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST65"	63.0	1997	3	1.95	0.6678294	2005-05-01	2005-08-16	2005-09-15	145.12752	0.0	1.4554186	17.101469	48.894753	59.534702	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST65"	63.0	1997	3	3.8200000000000003	1.3402504	2005-05-01	2005-08-16	2005-09-15	145.12752	0.0	1.4554186	17.101469	48.894753	59.534702	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST65"	63.0	1997	4	3.77	1.327075	2005-05-01	2005-08-16	2005-09-15	145.12752	0.0	1.4554186	17.101469	48.894753	59.534702	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST65"	63.0	1997	4	1.83	0.604316	2005-05-01	2005-08-16	2005-09-15	145.12752	0.0	1.4554186	17.101469	48.894753	59.534702	9.77974	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST88"	66.0	1999	1	3.0	1.0986123	2005-05-01	2005-08-29	2005-09-28	146.72752	0.0	1.4554186	17.450056	52.51414	68.415924	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST88"	66.0	1999	1	2.2600000000000002	0.81536484	2005-05-01	2005-08-29	2005-09-28	146.72752	0.0	1.4554186	17.450056	52.51414	68.415924	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST88"	66.0	1999	2	3.17	1.1537316	2005-05-01	2005-08-29	2005-09-28	146.72752	0.0	1.4554186	17.450056	52.51414	68.415924	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST88"	66.0	1999	2	1.86	0.6205765	2005-05-01	2005-08-29	2005-09-28	146.72752	0.0	1.4554186	17.450056	52.51414	68.415924	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST88"	66.0	1999	3	3.17	1.1537316	2005-05-01	2005-08-29	2005-09-28	146.72752	0.0	1.4554186	17.450056	52.51414	68.415924	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST88"	66.0	1999	3	2.25	0.8109302	2005-05-01	2005-08-29	2005-09-28	146.72752	0.0	1.4554186	17.450056	52.51414	68.415924	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST88"	66.0	1999	4	2.0300000000000002	0.70803577	2005-05-01	2005-08-29	2005-09-28	146.72752	0.0	1.4554186	17.450056	52.51414	68.415924	9.930539	0.23391554	0.0
"ALPHA"	1.0	2005.0	"Western Cape"	22.0	"SST88"	66.0	1999	4	2.64	0.97077894	2005-05-01	2005-08-29	2005-09-28	146.72752	0.0	1.4554186	17.450056	52.51414	68.415924	9.930539	0.23391554	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BAVIAANS"	1.0	2001	1	4.17	1.427916	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BAVIAANS"	1.0	2001	1	2.19	0.7839016	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BAVIAANS"	1.0	2001	2	3.29	1.1908876	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BAVIAANS"	1.0	2001	2	2.99	1.0952734	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BAVIAANS"	1.0	2001	3	2.56	0.94000727	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BAVIAANS"	1.0	2001	3	3.4	1.2237754	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BAVIAANS"	1.0	2001	4	3.15	1.1474024	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BAVIAANS"	1.0	2001	4	2.95	1.0818052	2006-05-01	2006-08-19	2006-09-18	149.00645	0.0	4.6975136	30.59222	75.606346	27.030434	2.0734856	0.0	0.0
"ALPHA"	1.0	2006.0	"Western Cape"	23.0	"BAVIAANS"	1.0	2001	1	2.63	0.96698385	2006-05-15	2006-08-30	2006-09-29	148.96017	0.0	4.6975136	31.436592	73.91794	25.31181	1.6361399	0.0	0.0
