Site	si	year	Province	ProYear	Cultivar	cu	Release_Year	Replicate	Yield	ly	plant_date	Flower_Date	Harvest_date	prec	fr	BinExp0_4	BinExp5_9	BinExp10_14	BinExp15_19	BinExp20_24	BinExp25_29	BinExp30_inf
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3235"	26.0	1995	4	2.84	1.043804	1999-06-01	1999-10-29	1999-11-28	171.1	14.523454	24.637787	29.074646	37.18285	39.040962	22.56493	12.137228	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3235"	26.0	1995	1	2.25	0.8109302	1999-06-21	1999-11-15	1999-12-15	230.2	11.58643	20.246855	25.628124	38.16305	38.819683	27.483006	14.234712	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3235"	26.0	1995	2	3.22	1.1693814	1999-06-21	1999-11-15	1999-12-15	230.2	11.58643	20.246855	25.628124	38.16305	38.819683	27.483006	14.234712	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3235"	26.0	1995	3	2.48	0.90825856	1999-06-21	1999-11-15	1999-12-15	230.2	11.58643	20.246855	25.628124	38.16305	38.819683	27.483006	14.234712	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3235"	26.0	1995	4	2.5500000000000003	0.93609333	1999-06-21	1999-11-15	1999-12-15	230.2	11.58643	20.246855	25.628124	38.16305	38.819683	27.483006	14.234712	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3349"	27.0	1996	1	2.5300000000000002	0.9282193	1999-06-01	1999-10-26	1999-11-25	113.2	14.523454	24.637787	29.074646	36.56847	38.245262	21.849442	11.262796	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3349"	27.0	1996	2	3.14	1.1442229	1999-06-01	1999-10-26	1999-11-25	113.2	14.523454	24.637787	29.074646	36.56847	38.245262	21.849442	11.262796	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3349"	27.0	1996	3	2.81	1.0331845	1999-06-01	1999-10-26	1999-11-25	113.2	14.523454	24.637787	29.074646	36.56847	38.245262	21.849442	11.262796	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3349"	27.0	1996	4	2.66	0.97832614	1999-06-01	1999-10-26	1999-11-25	113.2	14.523454	24.637787	29.074646	36.56847	38.245262	21.849442	11.262796	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3349"	27.0	1996	1	1.23	0.20701417	1999-06-21	1999-11-12	1999-12-12	226.6	11.58643	20.246855	25.628124	36.9912	38.07379	26.576225	14.059233	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3349"	27.0	1996	2	1.94	0.66268796	1999-06-21	1999-11-12	1999-12-12	226.6	11.58643	20.246855	25.628124	36.9912	38.07379	26.576225	14.059233	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3349"	27.0	1996	3	1.92	0.6523252	1999-06-21	1999-11-12	1999-12-12	226.6	11.58643	20.246855	25.628124	36.9912	38.07379	26.576225	14.059233	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3349"	27.0	1996	4	1.67	0.51282364	1999-06-21	1999-11-12	1999-12-12	226.6	11.58643	20.246855	25.628124	36.9912	38.07379	26.576225	14.059233	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3377"	31.0	1998	1	2.94	1.0784096	1999-06-01	1999-10-20	1999-11-19	111.2	14.523454	24.637787	28.769888	35.001686	37.02878	20.51836	9.847469	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3377"	31.0	1998	2	3.02	1.1052568	1999-06-01	1999-10-20	1999-11-19	111.2	14.523454	24.637787	28.769888	35.001686	37.02878	20.51836	9.847469	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3377"	31.0	1998	3	2.59	0.9516579	1999-06-01	1999-10-20	1999-11-19	111.2	14.523454	24.637787	28.769888	35.001686	37.02878	20.51836	9.847469	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3377"	31.0	1998	4	2.94	1.0784096	1999-06-01	1999-10-20	1999-11-19	111.2	14.523454	24.637787	28.769888	35.001686	37.02878	20.51836	9.847469	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3377"	31.0	1998	1	2.5500000000000003	0.93609333	1999-06-21	1999-11-06	1999-12-06	185.7	11.58643	20.246855	25.507086	35.37712	36.465374	24.780422	13.198568	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3377"	31.0	1998	2	2.0100000000000002	0.6981347	1999-06-21	1999-11-06	1999-12-06	185.7	11.58643	20.246855	25.507086	35.37712	36.465374	24.780422	13.198568	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3377"	31.0	1998	3	2.75	1.011601	1999-06-21	1999-11-06	1999-12-06	185.7	11.58643	20.246855	25.507086	35.37712	36.465374	24.780422	13.198568	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"PAN3377"	31.0	1998	4	2.64	0.97077894	1999-06-21	1999-11-06	1999-12-06	185.7	11.58643	20.246855	25.507086	35.37712	36.465374	24.780422	13.198568	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST124"	48.0	1987	1	2.2	0.78845733	1999-06-01	1999-10-21	1999-11-20	111.2	14.523454	24.637787	28.769888	35.24615	37.241375	20.709984	10.198789	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST124"	48.0	1987	2	3.19	1.160021	1999-06-01	1999-10-21	1999-11-20	111.2	14.523454	24.637787	28.769888	35.24615	37.241375	20.709984	10.198789	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST124"	48.0	1987	3	2.2800000000000002	0.8241754	1999-06-01	1999-10-21	1999-11-20	111.2	14.523454	24.637787	28.769888	35.24615	37.241375	20.709984	10.198789	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST124"	48.0	1987	4	2.5300000000000002	0.9282193	1999-06-01	1999-10-21	1999-11-20	111.2	14.523454	24.637787	28.769888	35.24615	37.241375	20.709984	10.198789	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST124"	48.0	1987	1	2.2	0.78845733	1999-06-21	1999-11-07	1999-12-07	185.7	11.58643	20.246855	25.507086	35.614258	36.705032	25.004265	13.497931	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST124"	48.0	1987	2	2.71	0.99694866	1999-06-21	1999-11-07	1999-12-07	185.7	11.58643	20.246855	25.507086	35.614258	36.705032	25.004265	13.497931	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST124"	48.0	1987	3	2.18	0.7793249	1999-06-21	1999-11-07	1999-12-07	185.7	11.58643	20.246855	25.507086	35.614258	36.705032	25.004265	13.497931	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST124"	48.0	1987	4	2.5	0.91629076	1999-06-21	1999-11-07	1999-12-07	185.7	11.58643	20.246855	25.507086	35.614258	36.705032	25.004265	13.497931	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST333"	52.0	1993	1	1.67	0.51282364	1999-06-01	1999-10-11	1999-11-10	92.7	14.523454	24.637787	28.451487	32.78983	35.16567	18.74868	7.0105176	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST333"	52.0	1993	2	1.92	0.6523252	1999-06-01	1999-10-11	1999-11-10	92.7	14.523454	24.637787	28.451487	32.78983	35.16567	18.74868	7.0105176	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST333"	52.0	1993	3	2.16	0.7701082	1999-06-01	1999-10-11	1999-11-10	92.7	14.523454	24.637787	28.451487	32.78983	35.16567	18.74868	7.0105176	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST333"	52.0	1993	4	1.85	0.6151856	1999-06-01	1999-10-11	1999-11-10	92.7	14.523454	24.637787	28.451487	32.78983	35.16567	18.74868	7.0105176	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST333"	52.0	1993	1	2.06	0.72270596	1999-06-21	1999-10-28	1999-11-27	164.5	11.58643	20.246855	25.507086	32.988186	34.051174	21.862026	11.920095	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST333"	52.0	1993	2	2.64	0.97077894	1999-06-21	1999-10-28	1999-11-27	164.5	11.58643	20.246855	25.507086	32.988186	34.051174	21.862026	11.920095	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST333"	52.0	1993	3	2.15	0.7654678	1999-06-21	1999-10-28	1999-11-27	164.5	11.58643	20.246855	25.507086	32.988186	34.051174	21.862026	11.920095	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST333"	52.0	1993	4	3.09	1.1281711	1999-06-21	1999-10-28	1999-11-27	164.5	11.58643	20.246855	25.507086	32.988186	34.051174	21.862026	11.920095	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST367"	57.0	1996	1	2.9	1.0647107	1999-06-01	1999-10-15	1999-11-14	111.2	14.523454	24.637787	28.724607	33.7927	35.945396	19.536322	8.167159	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST367"	57.0	1996	2	3.06	1.1184149	1999-06-01	1999-10-15	1999-11-14	111.2	14.523454	24.637787	28.724607	33.7927	35.945396	19.536322	8.167159	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST367"	57.0	1996	3	3.43	1.2325603	1999-06-01	1999-10-15	1999-11-14	111.2	14.523454	24.637787	28.724607	33.7927	35.945396	19.536322	8.167159	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST367"	57.0	1996	4	3.21	1.166271	1999-06-01	1999-10-15	1999-11-14	111.2	14.523454	24.637787	28.724607	33.7927	35.945396	19.536322	8.167159	0.6725743
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST367"	57.0	1996	1	2.86	1.0508217	1999-06-21	1999-11-01	1999-12-01	165.6	11.58643	20.246855	25.507086	34.05069	35.06935	22.981544	12.719904	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST367"	57.0	1996	2	2.14	0.76080585	1999-06-21	1999-11-01	1999-12-01	165.6	11.58643	20.246855	25.507086	34.05069	35.06935	22.981544	12.719904	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST367"	57.0	1996	3	2.34	0.85015094	1999-06-21	1999-11-01	1999-12-01	165.6	11.58643	20.246855	25.507086	34.05069	35.06935	22.981544	12.719904	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST367"	57.0	1996	4	2.94	1.0784096	1999-06-21	1999-11-01	1999-12-01	165.6	11.58643	20.246855	25.507086	34.05069	35.06935	22.981544	12.719904	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST966"	68.0	1996	1	2.87	1.054312	1999-06-01	1999-10-29	1999-11-28	171.1	14.523454	24.637787	29.074646	37.18285	39.040962	22.56493	12.137228	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST966"	68.0	1996	2	3.44	1.2354715	1999-06-01	1999-10-29	1999-11-28	171.1	14.523454	24.637787	29.074646	37.18285	39.040962	22.56493	12.137228	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST966"	68.0	1996	3	3.0	1.0986123	1999-06-01	1999-10-29	1999-11-28	171.1	14.523454	24.637787	29.074646	37.18285	39.040962	22.56493	12.137228	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST966"	68.0	1996	4	3.39	1.22083	1999-06-01	1999-10-29	1999-11-28	171.1	14.523454	24.637787	29.074646	37.18285	39.040962	22.56493	12.137228	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST966"	68.0	1996	1	0.75	-0.2876821	1999-06-21	1999-11-15	1999-12-15	230.2	11.58643	20.246855	25.628124	38.16305	38.819683	27.483006	14.234712	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST966"	68.0	1996	2	1.22	0.19885086	1999-06-21	1999-11-15	1999-12-15	230.2	11.58643	20.246855	25.628124	38.16305	38.819683	27.483006	14.234712	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST966"	68.0	1996	3	0.73	-0.31471074	1999-06-21	1999-11-15	1999-12-15	230.2	11.58643	20.246855	25.628124	38.16305	38.819683	27.483006	14.234712	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"SST966"	68.0	1996	4	1.04	0.039220713	1999-06-21	1999-11-15	1999-12-15	230.2	11.58643	20.246855	25.628124	38.16305	38.819683	27.483006	14.234712	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"TUGELA-DN"	71.0	1992	1	3.24	1.1755733	1999-06-01	1999-10-27	1999-11-26	141.1	14.523454	24.637787	29.074646	36.74245	38.509758	22.066774	11.606978	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"TUGELA-DN"	71.0	1992	2	3.49	1.2499018	1999-06-01	1999-10-27	1999-11-26	141.1	14.523454	24.637787	29.074646	36.74245	38.509758	22.066774	11.606978	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"TUGELA-DN"	71.0	1992	3	3.0500000000000003	1.1151416	1999-06-01	1999-10-27	1999-11-26	141.1	14.523454	24.637787	29.074646	36.74245	38.509758	22.066774	11.606978	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"TUGELA-DN"	71.0	1992	4	3.68	1.3029127	1999-06-01	1999-10-27	1999-11-26	141.1	14.523454	24.637787	29.074646	36.74245	38.509758	22.066774	11.606978	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"TUGELA-DN"	71.0	1992	1	2.31	0.83724755	1999-06-21	1999-11-13	1999-12-13	230.2	11.58643	20.246855	25.628124	37.39825	38.32238	26.920586	14.059233	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"TUGELA-DN"	71.0	1992	2	1.92	0.6523252	1999-06-21	1999-11-13	1999-12-13	230.2	11.58643	20.246855	25.628124	37.39825	38.32238	26.920586	14.059233	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"TUGELA-DN"	71.0	1992	3	2.46	0.9001613	1999-06-21	1999-11-13	1999-12-13	230.2	11.58643	20.246855	25.628124	37.39825	38.32238	26.920586	14.059233	0.8381438
"CLARENS"	5.0	1999.0	"Free State"	2.0	"TUGELA-DN"	71.0	1992	4	2.63	0.96698385	1999-06-21	1999-11-13	1999-12-13	230.2	11.58643	20.246855	25.628124	37.39825	38.32238	26.920586	14.059233	0.8381438
"CLARENS"	5.0	2000.0	"Free State"	3.0	"BETTADN"	2.0	1993	1	2.88	1.0577903	2000-06-01	2000-10-30	2000-11-29	214.7	13.206625	24.56955	31.367012	42.77565	39.692574	23.486895	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"BETTADN"	2.0	1993	2	3.59	1.2781522	2000-06-01	2000-10-30	2000-11-29	214.7	13.206625	24.56955	31.367012	42.77565	39.692574	23.486895	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"BETTADN"	2.0	1993	3	2.5100000000000002	0.9202828	2000-06-01	2000-10-30	2000-11-29	214.7	13.206625	24.56955	31.367012	42.77565	39.692574	23.486895	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"BETTADN"	2.0	1993	4	3.48	1.2470323	2000-06-01	2000-10-30	2000-11-29	214.7	13.206625	24.56955	31.367012	42.77565	39.692574	23.486895	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"BETTADN"	2.0	1993	1	3.31	1.1969482	2000-06-21	2000-11-16	2000-12-16	286.1	11.324091	19.301107	28.276594	43.380665	39.307266	28.391726	8.018552	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"BETTADN"	2.0	1993	2	3.21	1.166271	2000-06-21	2000-11-16	2000-12-16	286.1	11.324091	19.301107	28.276594	43.380665	39.307266	28.391726	8.018552	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"BETTADN"	2.0	1993	3	3.5500000000000003	1.2669476	2000-06-21	2000-11-16	2000-12-16	286.1	11.324091	19.301107	28.276594	43.380665	39.307266	28.391726	8.018552	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"BETTADN"	2.0	1993	4	2.84	1.043804	2000-06-21	2000-11-16	2000-12-16	286.1	11.324091	19.301107	28.276594	43.380665	39.307266	28.391726	8.018552	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"CALEDON"	4.0	1996	1	2.2	0.78845733	2000-06-01	2000-10-28	2000-11-27	201.7	13.206625	24.56955	31.367012	41.99465	39.00436	22.956108	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"CALEDON"	4.0	1996	2	3.47	1.2441546	2000-06-01	2000-10-28	2000-11-27	201.7	13.206625	24.56955	31.367012	41.99465	39.00436	22.956108	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"CALEDON"	4.0	1996	3	2.7	0.9932518	2000-06-01	2000-10-28	2000-11-27	201.7	13.206625	24.56955	31.367012	41.99465	39.00436	22.956108	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"CALEDON"	4.0	1996	4	2.65	0.97455966	2000-06-01	2000-10-28	2000-11-27	201.7	13.206625	24.56955	31.367012	41.99465	39.00436	22.956108	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"CALEDON"	4.0	1996	1	3.25	1.178655	2000-06-21	2000-11-14	2000-12-14	286.1	11.324091	19.301107	28.004585	42.948204	38.90321	27.942207	7.5765944	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"CALEDON"	4.0	1996	2	3.88	1.3558352	2000-06-21	2000-11-14	2000-12-14	286.1	11.324091	19.301107	28.004585	42.948204	38.90321	27.942207	7.5765944	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"CALEDON"	4.0	1996	3	4.11	1.4134231	2000-06-21	2000-11-14	2000-12-14	286.1	11.324091	19.301107	28.004585	42.948204	38.90321	27.942207	7.5765944	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"CALEDON"	4.0	1996	4	3.6	1.2809339	2000-06-21	2000-11-14	2000-12-14	286.1	11.324091	19.301107	28.004585	42.948204	38.90321	27.942207	7.5765944	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"ELANDS"	5.0	1999	1	2.79	1.0260416	2000-06-01	2000-10-30	2000-11-29	214.7	13.206625	24.56955	31.367012	42.77565	39.692574	23.486895	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"ELANDS"	5.0	1999	2	3.16	1.1505721	2000-06-01	2000-10-30	2000-11-29	214.7	13.206625	24.56955	31.367012	42.77565	39.692574	23.486895	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"ELANDS"	5.0	1999	3	2.68	0.9858168	2000-06-01	2000-10-30	2000-11-29	214.7	13.206625	24.56955	31.367012	42.77565	39.692574	23.486895	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"ELANDS"	5.0	1999	4	3.31	1.1969482	2000-06-01	2000-10-30	2000-11-29	214.7	13.206625	24.56955	31.367012	42.77565	39.692574	23.486895	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"ELANDS"	5.0	1999	1	4.2700000000000005	1.4516138	2000-06-21	2000-11-16	2000-12-16	286.1	11.324091	19.301107	28.276594	43.380665	39.307266	28.391726	8.018552	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"ELANDS"	5.0	1999	2	4.29	1.4562868	2000-06-21	2000-11-16	2000-12-16	286.1	11.324091	19.301107	28.276594	43.380665	39.307266	28.391726	8.018552	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"ELANDS"	5.0	1999	3	4.98	1.6054299	2000-06-21	2000-11-16	2000-12-16	286.1	11.324091	19.301107	28.276594	43.380665	39.307266	28.391726	8.018552	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"ELANDS"	5.0	1999	4	4.29	1.4562868	2000-06-21	2000-11-16	2000-12-16	286.1	11.324091	19.301107	28.276594	43.380665	39.307266	28.391726	8.018552	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"GARIEP"	6.0	1994	1	2.52	0.9242589	2000-06-01	2000-10-26	2000-11-25	181.2	13.206625	24.56955	31.367012	41.235718	38.512012	22.417028	5.6920543	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"GARIEP"	6.0	1994	2	3.29	1.1908876	2000-06-01	2000-10-26	2000-11-25	181.2	13.206625	24.56955	31.367012	41.235718	38.512012	22.417028	5.6920543	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"GARIEP"	6.0	1994	3	1.82	0.5988365	2000-06-01	2000-10-26	2000-11-25	181.2	13.206625	24.56955	31.367012	41.235718	38.512012	22.417028	5.6920543	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"GARIEP"	6.0	1994	4	2.93	1.0750024	2000-06-01	2000-10-26	2000-11-25	181.2	13.206625	24.56955	31.367012	41.235718	38.512012	22.417028	5.6920543	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"GARIEP"	6.0	1994	1	2.86	1.0508217	2000-06-21	2000-11-12	2000-12-12	273.9	11.324091	19.301107	28.004585	42.26391	38.372967	27.15675	7.5765944	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"GARIEP"	6.0	1994	2	3.15	1.1474024	2000-06-21	2000-11-12	2000-12-12	273.9	11.324091	19.301107	28.004585	42.26391	38.372967	27.15675	7.5765944	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"GARIEP"	6.0	1994	3	3.5300000000000002	1.2612978	2000-06-21	2000-11-12	2000-12-12	273.9	11.324091	19.301107	28.004585	42.26391	38.372967	27.15675	7.5765944	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"GARIEP"	6.0	1994	4	3.29	1.1908876	2000-06-21	2000-11-12	2000-12-12	273.9	11.324091	19.301107	28.004585	42.26391	38.372967	27.15675	7.5765944	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"HUGENOOT"	7.0	1989	1	2.22	0.79750717	2000-06-01	2000-10-31	2000-11-30	232.2	13.206625	24.56955	31.578524	43.039276	39.934875	23.769455	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"HUGENOOT"	7.0	1989	2	1.7	0.53062826	2000-06-01	2000-10-31	2000-11-30	232.2	13.206625	24.56955	31.578524	43.039276	39.934875	23.769455	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"HUGENOOT"	7.0	1989	3	2.1	0.74193734	2000-06-01	2000-10-31	2000-11-30	232.2	13.206625	24.56955	31.578524	43.039276	39.934875	23.769455	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"HUGENOOT"	7.0	1989	4	2.33	0.8458683	2000-06-01	2000-10-31	2000-11-30	232.2	13.206625	24.56955	31.578524	43.039276	39.934875	23.769455	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"HUGENOOT"	7.0	1989	1	0.65	-0.4307829	2000-06-21	2000-11-17	2000-12-17	290.4	11.324091	19.301107	28.276594	43.678856	39.52327	28.616215	8.279867	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"HUGENOOT"	7.0	1989	2	0.73	-0.31471074	2000-06-21	2000-11-17	2000-12-17	290.4	11.324091	19.301107	28.276594	43.678856	39.52327	28.616215	8.279867	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"HUGENOOT"	7.0	1989	3	0.81	-0.21072103	2000-06-21	2000-11-17	2000-12-17	290.4	11.324091	19.301107	28.276594	43.678856	39.52327	28.616215	8.279867	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"HUGENOOT"	7.0	1989	4	0.7000000000000001	-0.35667494	2000-06-21	2000-11-17	2000-12-17	290.4	11.324091	19.301107	28.276594	43.678856	39.52327	28.616215	8.279867	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"LIMPOPO"	12.0	1994	1	2.7600000000000002	1.0152307	2000-06-01	2000-10-23	2000-11-22	180.2	13.206625	24.56955	30.57279	40.52459	37.66295	21.95787	5.5056252	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"LIMPOPO"	12.0	1994	2	3.33	1.2029723	2000-06-01	2000-10-23	2000-11-22	180.2	13.206625	24.56955	30.57279	40.52459	37.66295	21.95787	5.5056252	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"LIMPOPO"	12.0	1994	3	2.8000000000000003	1.0296195	2000-06-01	2000-10-23	2000-11-22	180.2	13.206625	24.56955	30.57279	40.52459	37.66295	21.95787	5.5056252	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"LIMPOPO"	12.0	1994	4	3.2	1.1631508	2000-06-01	2000-10-23	2000-11-22	180.2	13.206625	24.56955	30.57279	40.52459	37.66295	21.95787	5.5056252	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"LIMPOPO"	12.0	1994	1	4.5600000000000005	1.5173227	2000-06-21	2000-11-09	2000-12-09	255.4	11.324091	19.301107	28.004585	41.49578	37.0954	26.202438	7.5765944	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"LIMPOPO"	12.0	1994	2	3.44	1.2354715	2000-06-21	2000-11-09	2000-12-09	255.4	11.324091	19.301107	28.004585	41.49578	37.0954	26.202438	7.5765944	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"LIMPOPO"	12.0	1994	3	4.41	1.4838747	2000-06-21	2000-11-09	2000-12-09	255.4	11.324091	19.301107	28.004585	41.49578	37.0954	26.202438	7.5765944	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"LIMPOPO"	12.0	1994	4	4.07	1.403643	2000-06-21	2000-11-09	2000-12-09	255.4	11.324091	19.301107	28.004585	41.49578	37.0954	26.202438	7.5765944	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"PAN3235"	26.0	1995	1	2.75	1.011601	2000-06-01	2000-10-29	2000-11-28	201.7	13.206625	24.56955	31.367012	42.40893	39.315887	23.2303	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"PAN3235"	26.0	1995	2	3.62	1.286474	2000-06-01	2000-10-29	2000-11-28	201.7	13.206625	24.56955	31.367012	42.40893	39.315887	23.2303	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"PAN3235"	26.0	1995	3	3.54	1.2641268	2000-06-01	2000-10-29	2000-11-28	201.7	13.206625	24.56955	31.367012	42.40893	39.315887	23.2303	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"PAN3235"	26.0	1995	4	3.15	1.1474024	2000-06-01	2000-10-29	2000-11-28	201.7	13.206625	24.56955	31.367012	42.40893	39.315887	23.2303	5.901694	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"PAN3235"	26.0	1995	1	2.92	1.0715836	2000-06-21	2000-11-15	2000-12-15	286.1	11.324091	19.301107	28.276594	43.127785	39.066643	28.155842	7.7479377	0.0
"CLARENS"	5.0	2000.0	"Free State"	3.0	"PAN3235"	26.0	1995	2	3.52	1.258461	2000-06-21	2000-11-15	2000-12-15	286.1	11.324091	19.301107	28.276594	43.127785	39.066643	28.155842	7.7479377	0.0
