frS0	BinExp0_4S0	BinExp5_9S0	BinExp10_14S0	BinExp15_19S0	BinExp20_24S0	BinExp25_29S0	BinExp30_infS0	frS1	BinExp0_4S1	BinExp5_9S1	BinExp10_14S1	BinExp15_19S1	BinExp20_24S1	BinExp25_29S1	BinExp30_infS1	frS2	BinExp0_4S2	BinExp5_9S2	BinExp10_14S2	BinExp15_19S2	BinExp20_24S2	BinExp25_29S2	BinExp30_infS2	frS3	BinExp0_4S3	BinExp5_9S3	BinExp10_14S3	BinExp15_19S3	BinExp20_24S3	BinExp25_29S3	BinExp30_infS3
4.8669086	12.5026	28.001041	42.93746	41.46481	19.559935	7.2584157	1.1046602	3.499253	10.269823	24.66992	40.483097	44.40499	23.37702	9.133899	1.857831	2.3526986	8.522327	21.204815	37.79521	45.851997	27.792583	11.2527485	2.9234486	1.4467074	7.0359898	18.005983	34.728996	45.96979	32.51693	13.667052	4.3243804
