Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Australia,AUS,44991.7837148741,45463.6819958564,46427.3681999004,46814.7415105804,47289.9646101072,47636.319641906,48197.431189174,48482.6474614392,49151.6887104846,49455.5385080697,48697.8370282475
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Austria,AUT,51769.1455641151,53102.950844304,53221.0786648309,52921.8171022969,52857.0563215416,52798.0994607541,53269.3062047537,54169.9639937065,55297.6182880367,55833.3156857561,51935.6038618156
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Azerbaijan,AZE,14312.7561158751,13905.2457636452,14023.9807176578,14652.7042457179,14875.7816413327,14853.9105525729,14238.7841366188,14121.4069355591,14209.6494059309,14439.3014032972,13699.665590318
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Bahamas, The",BHS,36504.4070465871,36253.6681039906,36961.7485368649,35620.7135644207,35659.931134214,35400.6494660106,35558.0724972871,36298.4480017563,37019.9950489508,37100.3629626189,30764.1159665551
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Bahrain,BHR,44599.804972084,44157.4796400241,45035.9785547932,46930.8307282373,48201.1571717366,48110.7341930587,47937.7090620549,47709.7780156397,46200.445580954,45060.4237448845,40933.3526644217
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Bangladesh,BGD,2883.46679391309,3034.95108156758,3195.78104025627,3349.02500775857,3511.64550625961,3700.11082057504,3920.14450723583,4160.70332471531,4440.85547046826,4753.72659686814,4818.09473660531
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Barbados,BRB,15596.6168113309,15444.7463207601,15335.848046216,15088.4413511106,15041.5547480584,15382.7656890531,15738.0786618241,15789.0411622149,15674.9043195592,15639.0478442375,12870.0425037649
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Belarus,BLR,17288.4043493433,18251.7809447653,18576.7286760826,18760.16352402,19066.8868190919,18307.5196678406,17822.6065945418,18280.1989190642,18885.2354999668,19283.1171477055,19148.1751007952
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Belgium,BEL,47971.6303134944,48153.9390923805,48209.991519122,48203.6526833001,48747.6770466387,49455.4413365318,49828.9629137518,50442.2705419623,51110.9584679336,51742.7263830791,48210.0331113444
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Belize,BLZ,7294.68414297853,7259.85188640883,7264.46477960469,7194.9179052957,7323.14470076649,7358.58229184617,7207.00518379997,7193.63430990343,7261.87028738671,7251.9213512161,6119.88768686154
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Benin,BEN,2704.7054840378,2707.86970043194,2759.84825577488,2876.90390883027,2975.85478222107,2945.97022066349,2961.4404159762,3044.51715620319,3160.7806702321,3287.30953781986,3323.14445067303
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Bermuda,BMU,88399.9159492493,85829.3782604391,80982.367755316,80503.6502910788,77361.1048812589,77842.7539032209,78149.352535184,81834.9558735543,81422.1346003442,81804.2656772398,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Bhutan,BTN,8190.57622279014,8744.95764294872,9084.00445533749,9163.5635511192,9574.0290039124,10086.0727954667,10775.1903107625,11142.4746724654,11348.4419521,11832.1582535521,10909.1001689407
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Bolivia,BOL,6612.80335711566,6844.98378288122,7081.38612822582,7444.49080937508,7730.63840212872,7984.41198272424,8202.54423164277,8423.69755965624,8655.53149780443,8724.47418740562,7931.75430931062
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Bosnia and Herzegovina,BIH,10938.2850480476,11176.876815237,11257.8350659388,11725.2508627353,12066.5870581183,12630.6623426277,13194.3254000959,13753.8320539223,14386.7318547663,14896.7900391155,14339.8311811662
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Botswana,BWA,14126.382270078,14770.4390405053,15245.9809916856,16786.0964647609,17264.3958032611,16714.3978216526,17117.272788253,17253.6874951645,17634.6561910867,17776.8083134036,16040.0084730125
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Brazil,BRA,14873.2083173363,15323.3317296101,15478.789287159,15805.2229104458,15749.5121636511,15064.1760689478,14451.1528421912,14524.6135408175,14668.2561636292,14763.8716968734,14063.9825053838
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Brunei Darussalam,BRN,67753.4217667143,69388.8131973129,69090.341492818,66715.6926477592,64190.8241471541,63147.4834900843,60867.2918657417,60994.5315563275,60389.1846472589,62098.0113423415,62243.5831517924
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Bulgaria,BGR,17440.671883099,17966.1580585619,18134.9608435703,18296.146891746,18747.370050962,19620.1539761978,20513.10095142,21387.2766420381,22208.4522754771,23191.5745846967,22383.8055436428
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Burkina Faso,BFA,1716.35832279765,1775.77917858267,1834.54330775192,1883.79653969539,1907.94921260654,1925.33207544524,1981.429813531,2044.38698676758,2120.33026783506,2178.3228791324,2160.51152951619
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Burundi,BDI,846.169136789899,852.502621649322,862.715712963336,877.272964851954,886.235416674512,825.20566069269,794.60427137057,773.572858670972,761.524125241416,751.664152760383,731.063229715588
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cabo Verde,CPV,6200.3435365952,6366.1285114968,6353.70770434801,6323.37646188107,6281.79397089329,6266.88177858088,6482.72154971014,6643.17989182913,6864.1852980816,7171.8264247567,6045.06088485291
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cambodia,KHM,2716.69973756029,2862.9080457977,3022.59672458301,3191.86174454214,3364.27806867374,3546.33938731031,3733.52462620965,3928.37393363195,4159.33819437034,4388.80090863468,4191.85000307807
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cameroon,CMR,3086.2214744681,3126.78623748453,3180.77233522588,3262.76329893492,3362.66480874788,3458.69271277942,3524.44304142566,3554.52153858313,3603.54827506808,3642.27627296724,3576.34949945049
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Canada,CAN,44861.5239641879,45822.5964338567,46126.5138859002,46704.7622355677,47564.609109622,47522.1406673151,47457.5853457244,48317.0965785817,48796.8137814007,49006.7431073981,45856.6256264804
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cayman Islands,CYM,66882.5075913816,66255.631772759,65835.0878214292,65598.181191409,66326.8874800978,67241.283390426,68484.5078432413,69753.0897229101,71784.0480787384,73633.7016276696,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Central African Republic,CAF,1201.35219681679,1242.71480100483,1300.28880967492,824.943275653475,822.611194894812,852.749236638592,884.495196541199,912.803045335037,933.10995060419,945.142042928865,928.589507504538
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Chad,TCD,1732.69158409284,1676.76945838237,1765.19498420091,1804.32252218497,1866.26607861774,1857.10786365964,1687.05356916322,1587.03232784726,1576.32111465904,1579.62610063652,1519.91236158763
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Chile,CHL,21262.4669863019,22337.8605577339,23300.4423021672,24006.8123342896,24173.0649373598,24440.4152640857,24531.3577390249,24470.7036236997,25028.9099914542,24967.5802124165,23324.5247506509
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,China,CHN,8884.58803122605,9686.61528974418,10397.5614154951,11149.8675587707,11917.3384959933,12691.8215526921,13487.8224816787,14344.4212394424,15242.9858575834,16092.300767051,16410.797796786
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Colombia,COL,11783.2999142858,12480.5465526004,12852.6257014235,13390.485196138,13852.2420491719,14095.748356648,14194.515663803,14171.3205005648,14314.8555765268,14585.3024908488,13441.4929522564
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Comoros,COM,2878.26971036373,2924.68551719278,2946.20222437818,3005.510856738,2996.3793452042,2959.49809656739,2987.97027465784,3032.26213308112,3066.83784677933,3059.49172597369,3140.69877162092
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Congo, Dem. Rep.",COD,865.684040221023,894.826544520519,926.787816171911,972.455934329137,1029.79081257806,1065.24257721582,1055.57291467758,1059.81076228861,1085.89368770943,1097.9488401154,1072.21011269575
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Congo, Rep.",COG,5172.76090245052,5141.18322685501,5508.01133299633,5335.61069363986,5556.70481044322,5227.93427667066,4551.37045105585,4241.8583433676,3933.425550952,3842.79885571048,3449.1456948178
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Costa Rica,CRI,16830.4361782214,17360.2015917797,17994.5362252058,18233.0159654164,18669.096679367,19141.6830724515,19736.6653042295,20347.0347715842,20559.8604252658,20805.343678104,19679.2886412163
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cote d'Ivoire,CIV,3660.90384745152,3417.77838502631,3692.64764324942,3922.54088429798,4161.94030038249,4417.15021465621,4615.70925676518,4830.75051522678,5033.47882607719,5212.5540214586,5174.10055275463
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Croatia,HRV,24280.6026929712,24316.2479790563,23807.3155946951,23766.9760398631,23782.5024628678,24562.453617545,25599.8436234435,26800.118975807,27799.8433225132,28753.5162699607,26465.1273096002
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Curacao,CUW,28543.3607059699,28313.0486187097,28040.0360514959,27503.7894380048,26826.5923787915,26548.7000044222,26009.5280033975,25475.4896636129,25054.8952300259,24494.3426149147,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Cyprus,CYP,38379.0903965443,37562.4491443722,35719.3218041179,33456.2890881726,33207.7707129666,34472.2985065115,36523.7332079973,38050.8577356233,39559.4879646749,40226.8094909879,37655.1803457421
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Czech Republic,CZE,33483.137594809,34002.1897752206,33688.0998344582,33661.4684161727,34386.7049143977,36168.4185553861,37014.9592935816,38824.8879170919,39932.992193117,40696.3104860197,38319.3376633108
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Denmark,DNK,50825.4122929358,51293.2061782002,51216.309409926,51479.2664533017,52048.3354927846,52892.6460290247,54185.0084787703,55356.680780178,56281.2888680368,57678.0988930692,55938.2128086032
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Djibouti,DJI,..,..,..,4028.4323695284,4238.9443547647,4488.80265798112,4709.52388928192,4885.20503911992,5214.07218666426,5534.76617152744,5481.11481697609
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Dominica,DMA,12003.7660822063,11971.0201324486,11837.2360018054,11708.1449960953,12216.5318416184,11873.7418376836,12154.7514389872,11304.0433278877,11537.0190725758,11905.8705154398,9891.29193953719
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Dominican Republic,DOM,12782.4571724153,13024.3285156301,13219.6941289337,13702.3212058786,14499.6304101602,15328.3595089817,16166.6115259959,16735.3644228294,17711.7955337583,18412.8999875519,17003.0130205346
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Ecuador,ECU,10340.9702972165,10984.2837669942,11431.3756193625,11818.5868341087,12078.4743866036,11896.3751614302,11551.6159731776,11617.9122190573,11561.747853143,11370.603299072,10329.1987527594
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Egypt, Arab Rep.",EGY,10340.0732290684,10302.4428451733,10301.1078078999,10290.191622314,10353.6668042394,10570.4452319757,10795.8087418385,11014.4864791744,11366.3355206681,11763.2532849551,11951.4475270117
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,El Salvador,SLV,7328.71990965521,7575.63973950405,7754.68799218819,7892.43695519397,7990.45957385618,8143.22444194766,8309.44179938698,8454.05555134378,8614.01795915499,8796.06206368967,8056.54308612849
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Equatorial Guinea,GNQ,34732.2191497036,35377.736491918,36671.3574358438,33678.7378356066,32436.5535005511,28313.4331590396,24827.0321162643,22550.958161123,20386.0138677131,18502.563964039,17007.6247800252
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Estonia,EST,26133.3818108942,28159.5802675351,29139.5270164549,29637.087377055,30602.5954941753,31146.7545222679,32130.3008763844,33856.1811147559,35208.0239637019,36830.0747898819,35638.4213511812
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Eswatini,SWZ,7459.22797562412,7575.71558669499,7930.46867816153,8179.48576594296,8192.52795301406,8304.65845837116,8321.03191383719,8408.04312159643,8520.59238619335,8621.8040669514,8392.71756391091
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Ethiopia,ETH,1259.02258051063,1360.93852243609,1437.37660668157,1545.17795600731,1656.63448899243,1779.0841114169,1894.89736397042,2021.56290796009,2103.51585836696,2221.40466452958,2296.82735215213
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Fiji,FJI,10547.9303978854,10787.6605625282,10919.4971705367,11429.3552174668,12057.9871263878,12569.1431129142,12820.7246047956,13429.3006222384,13846.1588353285,13684.3608160228,10997.4734903847
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Finland,FIN,45874.6613021399,46825.8248388831,45952.246383366,45328.5753218041,44976.7764487708,45072.5902146238,46206.7878130494,47570.133583848,48130.2923921114,48689.2341509211,47260.800458441
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,France,FRA,42147.6716766942,42864.0189689606,42790.6328838388,42816.2714819044,43021.3946358903,43345.7864281559,43705.1475593257,44577.0645745394,45251.9054105957,45834.1669122703,42025.6173730617
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Gabon,GAB,14415.4459113912,14883.4942581406,15082.6565608753,15342.1813095484,15437.2650293528,15510.0389513624,15359.7403963666,15006.8440374987,14744.4343267491,14950.0770784889,14399.8688094117
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Gambia, The",GMB,2346.72047883159,2091.82876600813,2135.74423789688,2131.43602743993,2038.8025175488,2058.65814621739,2036.87715930988,2072.64683284207,2158.07755816639,2222.87959013357,2159.44190927585
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Georgia,GEO,9736.73209374292,10541.4719031056,11295.7540913053,11740.0891163337,12254.6456549529,12605.1400698178,12963.7439586374,13589.7073915159,14253.4089858441,14989.2581602038,14089.3023335327
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Germany,DEU,46929.9934093156,49684.6130740715,49798.9676727479,49880.5735214304,50770.6134878236,51083.9216615196,51803.2354226767,52952.8750212389,53463.4014817389,53639.26072156,50922.3580234484
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Ghana,GHA,3729.47590321705,4151.48142162162,4431.0237345026,4645.8184097683,4670.24489811829,4662.30319092518,4712.51435451414,4983.68885597284,5177.88398862782,5396.86608780051,5304.98352460298
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Greece,GRC,33753.6177475922,30372.7605650238,28374.676952114,27797.5447288899,28178.6902062824,28248.1259561464,28226.9072784414,28645.0436174422,29150.6944922443,29723.2219580446,27287.0834009302
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Grenada,GRD,13412.7933652353,13444.648144173,13206.9742382866,13427.5519644025,14317.3257305619,15142.06257045,15613.6901268414,16217.4998498411,16801.9552384337,17050.2930413479,15065.8719536331
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Guatemala,GTM,7335.98897429945,7503.67465594417,7590.75546737921,7734.11770732066,7939.37437823934,8125.65553391647,8206.04798668298,8322.21680991504,8462.17210684372,8653.30819508205,8393.28464317623
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Guinea,GIN,1870.80005065288,1932.50581465451,2002.32168675994,2035.31862675328,2061.69491695153,2087.93502637033,2253.4776825851,2417.80379491551,2499.70726640711,2567.0339869651,2670.82335507161
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Guinea-Bissau,GNB,1747.23748547332,1839.692741951,1760.88399471437,1770.47614739359,1740.89673703744,1800.06338150248,1864.26303518079,1925.23773659951,1901.93173857674,1939.2895096348,1847.46582390878
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Guyana,GUY,9789.01670024955,10276.0355174405,10780.9643925318,11117.52938154,11244.4452370602,11261.8137066367,11631.0431952736,12005.4051048003,12477.5767111562,13082.2026195835,18679.9802308198
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Haiti,HTI,2735.28361704383,2860.20938649867,2833.77773410353,2879.14026773852,2935.21992525795,2941.81608076667,2952.61709428675,2980.96058438663,2992.31041114318,2905.43856536495,2773.08136431323
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Honduras,HND,4866.97393107266,4956.40285182158,5065.45699900649,5113.45915051909,5177.41519718935,5283.41691357908,5395.61455082235,5561.99454219124,5680.36288396582,5736.18163330613,5138.38539820015
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Hong Kong SAR, China",HKG,51360.9669751956,53472.9932695113,53785.1530062167,55230.8594343348,56359.2989916423,57215.948033846,58096.2992560876,59849.2481763342,61062.9476532626,59586.2040065092,56153.9714986058
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Hungary,HUN,24427.6287331225,24971.4773629145,24754.2259132575,25284.3700544339,26424.7204043413,27499.3244662857,28170.8213622975,29465.1262413898,31095.557503677,32553.5236997988,31007.7684065437
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Iceland,ISL,47457.6229185836,48186.1672876621,48440.2550840897,50168.6885349698,50450.7416120996,52142.9328074888,54665.7639158138,55638.4920591796,56722.1193741156,56913.9568467085,52279.7288513646
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,India,IND,4234.97957334961,4399.88823976861,4583.1731985001,4818.52255699988,5116.62910485036,5464.39405731664,5851.3948804932,6182.92210857473,6518.84505546914,6713.93221110733,6118.35733018965
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Indonesia,IDN,8286.7328696642,8680.21334226207,9080.06611317194,9457.0185409728,9801.16628336906,10149.6038700252,10531.1109693569,10935.6317158256,11371.7255560847,11811.9755589147,11444.9606828103
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Iran, Islamic Rep.",IRN,13805.7038219488,14005.3133367405,12807.3947491137,12625.0874922326,13038.5550641113,12698.1091975659,14205.2116338951,14535.8735778483,13471.8606376875,12389.2233504388,12433.2969754764
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Iraq,IRQ,8748.50877615095,9107.59746483516,9997.88082583694,10349.3764645513,9991.61597199279,10122.2007755733,11191.1150421081,10719.0122173577,10346.2129581855,10565.2474296597,9255.25690289807
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Ireland,IRL,53725.033597612,53812.7947341444,53653.7347728881,54026.7560325486,58267.4122658082,72251.1535363159,72864.4891443774,78655.6261932149,84303.3408922937,87786.1569266174,89688.9569584859
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Israel,ISR,34800.2474731642,35743.5386114596,35942.7148394678,36759.8414522889,37474.8491839878,37554.5986562961,38234.7244825066,38833.9734252986,39418.3453068224,40007.3191584114,38341.3075704083
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Italy,ITA,42664.3552727925,42892.3055641948,41501.7112309705,40268.1127892773,39898.5264609826,40247.8290437942,40837.7376281437,41581.120790548,42052.5563822519,42662.5223699096,38992.1483807498
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Jamaica,JAM,9435.76084179983,9546.49380271589,9433.84575756191,9427.67897749306,9438.47691238925,9473.10619523862,9553.09619583089,9600.10474580389,9734.86228780542,9777.00568620683,8741.55044328036
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Japan,JPN,37586.1671466567,37612.3883122255,38235.7450407572,39056.8698066267,39255.278446443,39777.5310167672,40031.270764058,40966.5932189946,41182.3802046593,41380.0935773113,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Jordan,JOR,11315.5027028063,11016.3952431394,10688.2893436103,10414.9212846708,10284.6700959691,10145.8366996846,10036.5436154339,10003.5749827297,10013.3976633388,10071.379888314,9816.55452971638
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Kazakhstan,KAZ,20751.2572399462,21970.0839239319,22702.5788406786,23720.8160716034,24355.7561188887,24290.4176339265,24210.8629616382,24862.9661245889,25544.3447563035,26351.8044418782,25337.152399391
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Kenya,KEN,3329.85375197704,3439.34377800536,3501.78972414264,3611.8202602474,3709.15256291153,3824.75930317654,3952.75813183016,4046.23477111755,4203.83827267811,4329.87188383259,4220.44024846369
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Kiribati,KIR,1923.10777580682,1920.10163789298,1979.90218778574,2034.1274227799,1992.23381494478,2168.99773241889,2247.91977861726,2235.69498518996,2254.05923175595,2270.10860723388,2291.90721878662
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Korea, Rep.",KOR,34394.4904890551,35388.9769124478,36049.1934873539,37021.1341641003,37967.475617995,38828.7409976118,39814.6589279289,40957.4180587145,41948.3460057222,42719.0002563009,42251.4450571656
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Kosovo,XKX,8372.09100065498,8663.78970080443,8827.82333633112,9076.32672654508,9214.40621002182,9723.58084202974,10179.9250989091,10530.4816647712,10895.044002822,11485.9240071233,10776.095247312
