Default Dataset,,Dataset 1,,Dataset 2,,Dataset 3,
Label,Y,Label,Y,Label,Y,Label,Y
,4050.473186119874,,3624.605678233438,,3141.955835962145,,2356.466876971609
,4258.675078864353,,3842.271293375395,,3350.1577287066243,,2451.1041009463725
,4618.296529968454,,4107.255520504732,,3558.359621451104,,2611.98738170347
,4996.845425867508,,4542.586750788644,,4012.6182965299695,,2924.2902208201895
,5526.813880126183,,5157.728706624606,,4618.296529968454,,3312.30283911672
,5687.697160883281,,5517.350157728707,,4930.599369085174,,3511.0410094637227
