Default Dataset,,Dataset 1,,Dataset 2,
X,Y,X,Y,X,Y
2002.0255615856515,3.9895167336882995,,,,
2003,,,,2003.9716144542647,0.4137570315220369
2004.0336165647163,5.001222104254191,,,,
2005.0238016965577,6.168474663523299,2005.0016628873325,0.1878402248318043,2005.0058083121369,0.7085055802548066
2006.0576258273527,4.816785491366992,2006.022893889803,0.45445413512021204,2005.9988728336396,0.6374094809934068
2007.0494915368174,6.195118600131911,2007.031274,0.7070054435973105,2006.966459798372,0.5663322513754956
2008.0288089333608,5.997383605994768,2007.9767446385888,1.0581081826145162,2007.973383483342,0.6359470836228915
2009.0269936146894,4.969379580863942,2009.0178512724183,0.6211013916067252,2008.9796349372627,0.6211296960719608
2010.0327969145774,4.898274046780795,2010.0137167566265,0.9018062081716778,2010.0141649106595,0.9580943547038938
2011.0257493975719,4.813105910886341,2011.0107026259172,1.3232313910671714,2010.9791749897026,0.5633602825257391
2012.0351379297229,5.192305549060926,2012.0186346574612,1.5194945530120538,2011.9987254145497,0.6188936433183336
2012.9984674311427,4.586490927,2013.0136038336038,1.6876230765125735,2012.9913417820196,0.4915093975247178
2014.0149928162677,4.262079299087094,2013.9858964156817,2.207571385482936,2013.9715554866289,0.40635069645200694
2015.0176590379253,3.796956739278432,2015.017625426373,2.1927351282885166,2015.0050771134515,0.6166670253864535
2016.007362404181,3.3036995410254066,2015.9849883140887,2.0935138254044974,2015.9979175579379,0.517426853
2017.0104767798716,2.894865127748962,2017.0285597950992,1.966091840323898,2016.9652804456537,0.4182055499749264
2018.0065663410965,3.2037140175800216,2018.0107901928566,2.134229798646163,2017.984382716468,0.4174507642353049
2018.997614169451,2.879321258923646,2018.9979502849758,2.9215373688228095,2019.0033729487739,0.40262394186263073
2020.014587708609,2.611197777155998,2020.0416338044945,2.8081874203752646,2020.022475219588,0.4018691561230092
2021.0069799990624,2.4556694580962715,2021.0145986176217,3.412567949143952,2021.028782692763,0.3940877868886048
