prod,prodname,rst4submarket,NPM,pricepercal,npacks 
15,"Biscuits","Chocolate Wafers",23,.13750151,136
15,"Biscuits","Chocolate Wafers",24,.19257292,974
15,"Biscuits","Chocolate Wafers",25,.26158199,561
15,"Biscuits","Coconut/Nice",17,.0662057,2262
15,"Biscuits","Coconut/Nice",18,.05767656,1243
15,"Biscuits","Coconut/Nice",19,.04664369,2967
15,"Biscuits","Coconut/Nice",20,.07261434,242
15,"Biscuits","Coconut/Nice",21,.04631707,3493
15,"Biscuits","Coconut/Nice",22,.07695813,1081
15,"Biscuits","Cookies",0,.12950129,413
15,"Biscuits","Cookies",7,.34622864,157
15,"Biscuits","Cookies",8,.16848483,856
15,"Biscuits","Cookies",11,.18856416,300
15,"Biscuits","Cookies",13,.14381996,286
15,"Biscuits","Cookies",14,.20178082,2976
15,"Biscuits","Cookies",15,.17762788,641
15,"Biscuits","Cookies",16,.17815311,333
15,"Biscuits","Cookies",17,.15314132,999
15,"Biscuits","Cookies",18,.20151629,1696
15,"Biscuits","Cookies",19,.22025241,3098
15,"Biscuits","Cookies",20,.17392023,8023
15,"Biscuits","Cookies",21,.12620141,17235
15,"Biscuits","Cookies",22,.13276119,23919
15,"Biscuits","Cookies",23,.13757393,20661
15,"Biscuits","Cookies",24,.15794169,9709
15,"Biscuits","Cookies",25,.1358361,11783
15,"Biscuits","Cookies",26,.16757128,1454
15,"Biscuits","Cookies",27,.18074644,101
15,"Biscuits","Cornish / Puffs",16,.14720291,2083
15,"Biscuits","Cornish / Puffs",17,.11821484,1035
15,"Biscuits","Cracker Assortment",7,.20746354,681
15,"Biscuits","Cracker Assortment",8,.17667848,292
15,"Biscuits","Cracker Assortment",11,.20335562,2096
15,"Biscuits","Cracker Assortment",12,.14138254,2405
15,"Biscuits","Cracker Assortment",13,.1308151,560
15,"Biscuits","Cracker Assortment",14,.16396157,1504
15,"Biscuits","Cracker Assortment",15,.08792373,2
15,"Biscuits","Cracker Assortment",16,.15807744,1042
15,"Biscuits","Cracker Assortment",17,.26068587,251
15,"Biscuits","Cracker Assortment",18,.16816114,27
15,"Biscuits","Cracker Assortment",19,.22636978,15
15,"Biscuits","Cracker Assortment",22,.10372359,1044
15,"Biscuits","Cracker Assortment",23,.11293033,350
15,"Biscuits","Cream Crackers",10,.12498971,726
15,"Biscuits","Cream Crackers",11,.10894223,10992
15,"Biscuits","Cream Crackers",12,.11001907,21068
15,"Biscuits","Cream Crackers",13,.06353845,8925
15,"Biscuits","Cream Crackers",15,.1120313,47
15,"Biscuits","Crispbreads",-5,.1158379,1373
15,"Biscuits","Crispbreads",-4,.1322999,7016
15,"Biscuits","Crispbreads",-3,.14647272,5149
15,"Biscuits","Crispbreads",-2,.16659102,6149
15,"Biscuits","Crispbreads",-1,.1384766,4716
15,"Biscuits","Crispbreads",0,.25560314,3989
15,"Biscuits","Crispbreads",1,.23149909,2228
15,"Biscuits","Crispbreads",2,.21714286,194
15,"Biscuits","Crispbreads",3,.30422393,104
15,"Biscuits","Crispbreads",6,.24949772,4339
15,"Biscuits","Crispbreads",7,.25691529,3821
15,"Biscuits","Crispbreads",8,.41903246,1097
15,"Biscuits","Crispbreads",9,.19955323,3536
15,"Biscuits","Crispbreads",10,.30023737,191
15,"Biscuits","Crispbreads",11,.23194496,2067
15,"Biscuits","Crispbreads",12,.21444251,4811
15,"Biscuits","Crispbreads",13,.24058191,3819
15,"Biscuits","Crispbreads",14,.1378216,1375
15,"Biscuits","Crispbreads",15,.21778736,786
15,"Biscuits","Crisprolls",1,.20579011,548
15,"Biscuits","Crisprolls",2,.19851117,7
15,"Biscuits","Crisprolls",7,.16173124,2441
15,"Biscuits","Crisprolls",9,.12299742,21
15,"Biscuits","Crisprolls",11,.12566224,452
15,"Biscuits","Crisprolls",12,.12973867,114
15,"Biscuits","Custard Creams",2,.01466962,20
15,"Biscuits","Custard Creams",15,.26081326,33
15,"Biscuits","Custard Creams",17,.04205049,3379
15,"Biscuits","Custard Creams",20,.07747822,131
15,"Biscuits","Custard Creams",21,.05730497,7378
15,"Biscuits","Custard Creams",22,.09671869,8157
15,"Biscuits","Custard Creams",23,.03052012,26512
15,"Biscuits","Custard Creams",24,.2040052,461
15,"Biscuits","Digestives",7,.15503503,70
15,"Biscuits","Digestives",12,.08545126,1932
15,"Biscuits","Digestives",13,.13564205,309
15,"Biscuits","Digestives",14,.07042091,1381
15,"Biscuits","Digestives",15,.10004476,1480
15,"Biscuits","Digestives",16,.10770843,4771
15,"Biscuits","Digestives",17,.07515841,343
15,"Biscuits","Digestives",18,.05973597,17825
15,"Biscuits","Digestives",19,.04990676,4691
15,"Biscuits","Digestives",20,.03351624,889
15,"Biscuits","Digestives",21,.06679827,22479
15,"Biscuits","Digestives",22,.13982467,150
15,"Biscuits","Dips",9,.41982977,8
15,"Biscuits","Dips",14,.31125627,178
15,"Biscuits","Dips",15,.35652646,38
15,"Biscuits","Dips",17,.24845539,96
15,"Biscuits","Dips",19,.16661927,336
15,"Biscuits","Dips",20,.29533297,231
15,"Biscuits","Dips",22,.26234933,209
15,"Biscuits","Dips",23,.34650734,1291
15,"Biscuits","Dips",24,.27261816,185
15,"Biscuits","Fig Rolls",11,.06241499,1307
15,"Biscuits","Fig Rolls",12,.11022893,633
15,"Biscuits","Fig Rolls",13,.05181769,8504
15,"Biscuits","Fig Rolls",14,.07258757,811
15,"Biscuits","Fig Rolls",15,.05003703,6069
15,"Biscuits","Fig Rolls",16,.07783829,331
15,"Biscuits","Fig Rolls",17,.06464844,320
15,"Biscuits","Fig Rolls",18,.06024096,5
15,"Biscuits","Fig Rolls",20,.04121147,61
15,"Biscuits","Fruit Bars",7,.54275919,36
15,"Biscuits","Fruit Bars",8,.49573804,2508
15,"Biscuits","Fruit Bars",9,.44548021,325
15,"Biscuits","Fruit Bars",10,.51551514,796
15,"Biscuits","Fruit Bars",11,.29636472,449
15,"Biscuits","Fruit Bars",13,.38590347,727
15,"Biscuits","Fruit Bars",14,.41699841,159
15,"Biscuits","Fruit Bars",16,.10623572,946
15,"Biscuits","Fruit Shortcake",17,.06278254,2535
15,"Biscuits","Fruit Shortcake",18,.04241452,1734
15,"Biscuits","Fruit Shortcake",19,.09638972,7345
15,"Biscuits","Fruit Shortcake",21,.10257395,5132
15,"Biscuits","Fruit Shortcake",22,.12661918,32
15,"Biscuits","Fruit Shortcake",25,.14007019,353
15,"Biscuits","Fully Coated",14,.12268234,449
15,"Biscuits","Fully Coated",15,.07002512,1143
15,"Biscuits","Fully Coated",16,.10335917,4
15,"Biscuits","Fully Coated",17,.13444341,183
15,"Biscuits","Fully Coated",18,.28337176,165
15,"Biscuits","Fully Coated",19,.21248521,4
15,"Biscuits","Fully Coated",20,.2882386,662
15,"Biscuits","Fully Coated",21,.21849894,480
15,"Biscuits","Fully Coated",22,.17986407,13510
15,"Biscuits","Fully Coated",23,.1738429,6559
15,"Biscuits","Fully Coated",24,.17989164,9821
15,"Biscuits","Fully Coated",25,.18078158,4217
15,"Biscuits","Fully Coated",26,.17294128,4344
15,"Biscuits","Fully Coated",27,.10989269,1549
15,"Biscuits","Fully Coated",29,.1616823,6
15,"Biscuits","Garibaldi",9,.11007382,658
15,"Biscuits","Garibaldi",14,.12678263,1014
15,"Biscuits","Garibaldi",15,.12959072,413
15,"Biscuits","Garibaldi",16,.10431644,1031
15,"Biscuits","Garibaldi",20,.0850953,23
15,"Biscuits","Ginger",3,.16025642,5
15,"Biscuits","Ginger",11,.12875454,1071
15,"Biscuits","Ginger",14,.18619569,601
15,"Biscuits","Ginger",16,.21579802,25
15,"Biscuits","Ginger",17,.13082937,151
15,"Biscuits","Ginger",18,.08705744,8264
15,"Biscuits","Ginger",19,.14147592,8391
15,"Biscuits","Ginger",20,.08529844,22989
15,"Biscuits","Ginger",21,.11464472,406
15,"Biscuits","Ginger",22,.17760397,63
15,"Biscuits","Ginger",23,.17884651,28
15,"Biscuits","Ginger",24,.26143791,56
15,"Biscuits","Ginger",25,.17006804,3
15,"Biscuits","Half Coated",13,.10379886,934
15,"Biscuits","Half Coated",14,.08670874,296
15,"Biscuits","Half Coated",15,.07840831,1245
15,"Biscuits","Half Coated",17,.31914597,75
15,"Biscuits","Half Coated",18,.28656621,63
15,"Biscuits","Half Coated",19,.23003394,1690
15,"Biscuits","Half Coated",20,.14163467,5679
15,"Biscuits","Half Coated",21,.2371248,2688
15,"Biscuits","Half Coated",22,.18353491,10304
15,"Biscuits","Half Coated",23,.18352062,10146
15,"Biscuits","Half Coated",24,.28906186,4261
15,"Biscuits","Half Coated",25,.24593085,1345
15,"Biscuits","Half Coated",26,.15090209,46
15,"Biscuits","Half Coated",27,.16723467,4531
15,"Biscuits","Half Coated",28,.34064773,73
15,"Biscuits","Half Iced Biscuits",18,.17747068,54
15,"Biscuits","Half Iced Biscuits",19,.12691825,3752
15,"Biscuits","Half Iced Biscuits",20,.1545381,76
15,"Biscuits","Half Iced Biscuits",21,.19082058,6229
15,"Biscuits","Half Iced Biscuits",23,.122151,1039
15,"Biscuits","ISB Cookies",3,.1811041,1959
15,"Biscuits","ISB Cookies",5,.1152079,390
15,"Biscuits","ISB Cookies",11,.09841984,2373
15,"Biscuits","ISB Cookies",12,.14741378,9968
15,"Biscuits","ISB Cookies",13,.10709611,7298
15,"Biscuits","ISB Cookies",14,.136115,120
15,"Biscuits","ISB Cookies",15,.13985116,1423
15,"Biscuits","ISB Cookies",16,.13549031,1213
15,"Biscuits","ISB Cookies",17,.14385839,183
15,"Biscuits","ISB Cookies",24,.10253718,3565
15,"Biscuits","ISB Cookies",25,.10278859,415
15,"Biscuits","ISB Cookies",26,.10153121,845
15,"Biscuits","ISB Cookies",27,.10132848,507
15,"Biscuits","ISB Cookies",29,.05828421,655
15,"Biscuits","ISB Cookies",30,.05753274,516
15,"Biscuits","ISB Cookies",32,.06453106,180
15,"Biscuits","Ice Cream Cone",-4,.33760685,1
15,"Biscuits","Ice Cream Cone",-2,.37185361,1246
15,"Biscuits","Ice Cream Cone",-1,.37466485,1631
15,"Biscuits","Ice Cream Cone",0,.48954893,223
15,"Biscuits","Ice Cream Cone",1,.25714101,306
15,"Biscuits","Ice Cream Cone",2,.46905065,462
15,"Biscuits","Ice Cream Cone",7,.69944046,1
15,"Biscuits","Ice Cream Cone",9,.54264889,334
15,"Biscuits","Ice Cream Cone",10,.46195565,907
15,"Biscuits","Ice Cream Cone",11,.78415958,530
15,"Biscuits","Ice Cream Cone",12,.91406673,6
15,"Biscuits","Ice Cream Cone",15,.22106093,289
15,"Biscuits","Ice Cream Cone",18,.77519382,76
15,"Biscuits","Ice Cream Cone",20,.60857145,176
15,"Biscuits","Ice Cream Cone",21,.67994906,92
15,"Biscuits","Ice Cream Cone",22,.68798097,32
15,"Biscuits","Ice Cream Cone",24,.31909788,852
15,"Biscuits","Ice Cream Cone",25,.82056895,5
15,"Biscuits","Jaffa Cakes",15,.1466564,553
15,"Biscuits","Jaffa Cakes",16,.14941984,34318
15,"Biscuits","Jaffa Cakes",17,.10330987,11657
15,"Biscuits","Jaffa Cakes",18,.20713763,5060
15,"Biscuits","Jaffa Cakes",19,.10743325,345
15,"Biscuits","Jaffa Cakes",20,.16936255,1458
15,"Biscuits","Jaffa Cakes",21,.12619948,7990
15,"Biscuits","Jaffa Cakes",22,.09938069,1060
15,"Biscuits","Jaffa Cakes",23,.06633679,28
15,"Biscuits","Jaffa Cakes",25,.0680428,177
15,"Biscuits","Jam",14,.21396231,64
15,"Biscuits","Jam",15,.15957448,81
15,"Biscuits","Jam",16,.06990661,226
15,"Biscuits","Jam",17,.17286253,259
15,"Biscuits","Jam",18,.12050591,18177
15,"Biscuits","Jam",19,.08547033,345
15,"Biscuits","Jam",20,.1802768,20
15,"Biscuits","Jam",21,.19488312,5
15,"Biscuits","Jam",22,.06931133,470
15,"Biscuits","Jam",23,.14527289,204
15,"Biscuits","Lunchbox",13,.22140357,7621
15,"Biscuits","Lunchbox",14,.18536794,36
15,"Biscuits","Lunchbox",15,.19551543,5437
15,"Biscuits","Lunchbox",16,.17835202,5442
15,"Biscuits","Lunchbox",17,.16599647,973
15,"Biscuits","Lunchbox",18,.12930893,2235
15,"Biscuits","Lunchbox",19,.15905843,8670
15,"Biscuits","Lunchbox",20,.11768898,9297
15,"Biscuits","Lunchbox",21,.11156558,6562
15,"Biscuits","Lunchbox",22,.14231156,8291
15,"Biscuits","Lunchbox",23,.12497753,6206
15,"Biscuits","Lunchbox",24,.15364077,2077
15,"Biscuits","Lunchbox",27,.14438341,2303
15,"Biscuits","Malted",17,.03068358,3511
15,"Biscuits","Malted",18,.0406222,8045
15,"Biscuits","Malted",19,.03806388,1074
15,"Biscuits","Malted",20,.05114029,3904
15,"Biscuits","Malted",21,.04147134,7985
15,"Biscuits","Matzos",-5,.12616697,1339
15,"Biscuits","Matzos",12,.11891207,35
15,"Biscuits","Morning Coffee",16,.10443437,12
15,"Biscuits","Morning Coffee",20,.05792764,566
15,"Biscuits","Oat",12,.14719313,172
15,"Biscuits","Oat",13,.15078772,140
15,"Biscuits","Oat",14,.2395716,1630
15,"Biscuits","Oat",15,.12856608,4333
15,"Biscuits","Oat",16,.09175947,5565
15,"Biscuits","Oat",17,.19155508,11
15,"Biscuits","Oat",18,.03448687,13154
15,"Biscuits","Oat",19,.12465167,146
15,"Biscuits","Oat",20,.11723433,16
15,"Biscuits","Oat",21,.15483665,23
15,"Biscuits","Oat",22,.16245256,133
15,"Biscuits","Oat",23,.15461847,7
15,"Biscuits","Oatcakes",-6,.40485831,1
15,"Biscuits","Oatcakes",6,.13821686,460
15,"Biscuits","Oatcakes",7,.10099979,213
15,"Biscuits","Oatcakes",8,.14684185,326
15,"Biscuits","Oatcakes",9,.08402446,3589
15,"Biscuits","Oatcakes",10,.14505231,1654
15,"Biscuits","Oatcakes",11,.12286174,628
15,"Biscuits","Oatcakes",12,.07459319,4774
15,"Biscuits","Oatcakes",13,.09962948,106
15,"Biscuits","Oatcakes",15,.10249668,2417
15,"Biscuits","Oatcakes",16,.20216788,572
15,"Biscuits","Oatcakes",20,.13271849,1916
15,"Biscuits","Oatcakes",21,.13312996,455
15,"Biscuits","Other Confec / Excludes",17,.24815873,41
15,"Biscuits","Other Confec / Excludes",19,.22385984,614
15,"Biscuits","Other Confec / Excludes",21,.29100529,5
15,"Biscuits","Other Confec / Excludes",22,.28872263,49
15,"Biscuits","Other Confec / Excludes",24,.14833986,34055
15,"Biscuits","Other Confec / Excludes",25,.14658091,2227
15,"Biscuits","Other Confec / Excludes",26,.16811978,16068
15,"Biscuits","Other Confec / Excludes",27,.32646254,34
15,"Biscuits","Other Crackers",-5,.29643481,37
15,"Biscuits","Other Crackers",-4,.15672877,115
15,"Biscuits","Other Crackers",-3,.32221714,89
15,"Biscuits","Other Crackers",-2,.40089385,46
15,"Biscuits","Other Crackers",0,.3006651,103
15,"Biscuits","Other Crackers",1,.12203469,79
15,"Biscuits","Other Crackers",2,.45610424,9
15,"Biscuits","Other Crackers",3,.5040107,82
15,"Biscuits","Other Crackers",6,.27334852,36
15,"Biscuits","Other Crackers",7,.2894015,1
15,"Biscuits","Other Crackers",8,.1247663,982
15,"Biscuits","Other Crackers",9,.19997333,677
15,"Biscuits","Other Crackers",10,.14208188,3934
15,"Biscuits","Other Crackers",11,.20442915,4592
15,"Biscuits","Other Crackers",12,.14768662,2107
15,"Biscuits","Other Crackers",13,.18500974,197
15,"Biscuits","Other Crackers",14,.1251162,1174
15,"Biscuits","Other Crackers",15,.47486465,5737
15,"Biscuits","Other Crackers",16,.18070175,19
15,"Biscuits","Other Crackers",17,.13831258,328
15,"Biscuits","Other Crackers",18,.17447001,904
15,"Biscuits","Other Crackers",19,.17672439,755
15,"Biscuits","Other Crackers",20,.32620299,63
15,"Biscuits","Other Crackers",21,.2133914,1379
15,"Biscuits","Other Crackers",22,.16429575,213
15,"Biscuits","Other Crackers",23,.19490585,489
15,"Biscuits","Other Crackers",24,.17086188,2603
15,"Biscuits","Other Creams",14,.18967648,2908
15,"Biscuits","Other Creams",15,.12068482,742
15,"Biscuits","Other Creams",16,.11561343,1750
15,"Biscuits","Other Creams",17,.12223623,1860
15,"Biscuits","Other Creams",18,.15613787,6825
15,"Biscuits","Other Creams",19,.15830613,14272
15,"Biscuits","Other Creams",20,.11399958,4021
15,"Biscuits","Other Creams",21,.09869686,11834
15,"Biscuits","Other Creams",22,.09889329,11925
15,"Biscuits","Other Creams",23,.08972235,12915
15,"Biscuits","Other Creams",24,.12293642,5078
15,"Biscuits","Other Creams",25,.0489348,1980
15,"Biscuits","Other Creams",26,.04858539,6897
15,"Biscuits","Other Creams",27,.0498861,1634
15,"Biscuits","Other Fruit",8,.15316429,124
15,"Biscuits","Other Fruit",9,.10929488,4678
15,"Biscuits","Other Fruit",10,.13156732,12486
15,"Biscuits","Other Fruit",12,.12349118,6087
15,"Biscuits","Other Fruit",13,.10517548,594
15,"Biscuits","Other Fruit",14,.21087166,6712
15,"Biscuits","Other Fruit",15,.10362735,5617
15,"Biscuits","Other Fruit",16,.13772083,433
15,"Biscuits","Other Fruit",17,.37083962,12
15,"Biscuits","Other Fruit",18,.10295616,4692
15,"Biscuits","Other Fruit",19,.11332521,1574
15,"Biscuits","Other Fruit",23,.25601373,24
15,"Biscuits","Other Savoury Biscuits",7,.22600647,13
15,"Biscuits","Other Savoury Biscuits",8,.16337209,8
15,"Biscuits","Other Savoury Biscuits",10,.20568627,66
15,"Biscuits","Other Savoury Biscuits",19,.16537323,63
15,"Biscuits","Other Savoury Biscuits",21,.17299294,78
15,"Biscuits","Other Sweet",8,.13816208,1151
15,"Biscuits","Other Sweet",11,.15389185,465
15,"Biscuits","Other Sweet",12,.21112018,533
15,"Biscuits","Other Sweet",13,.24134146,2303
15,"Biscuits","Other Sweet",14,.17152155,828
15,"Biscuits","Other Sweet",15,.20656378,4422
15,"Biscuits","Other Sweet",16,.1665502,1474
15,"Biscuits","Other Sweet",17,.1218162,1573
15,"Biscuits","Other Sweet",18,.11669089,4218
15,"Biscuits","Other Sweet",19,.19049619,1636
15,"Biscuits","Other Sweet",20,.19714412,2217
15,"Biscuits","Other Sweet",21,.17548047,3345
15,"Biscuits","Other Sweet",22,.18642629,4264
15,"Biscuits","Other Sweet",23,.15087918,5026
15,"Biscuits","Other Sweet",24,.20122983,11334
15,"Biscuits","Other Sweet",25,.10010704,29
15,"Biscuits","Other Sweet",26,.19674809,153
15,"Biscuits","Other Sweet",27,.10480573,22
15,"Biscuits","Packet Wafers",11,.15190604,356
15,"Biscuits","Packet Wafers",14,.23297,107
15,"Biscuits","Packet Wafers",15,.09611933,910
15,"Biscuits","Packet Wafers",19,.06118016,106
15,"Biscuits","Packet Wafers",20,.13259299,5796
15,"Biscuits","Packet Wafers",21,.12281228,1973
15,"Biscuits","Packet Wafers",22,.09330221,1540
15,"Biscuits","Packet Wafers",23,.10369153,633
15,"Biscuits","Packet Wafers",24,.10342141,1217
15,"Biscuits","Packet Wafers",25,.09998366,1650
15,"Biscuits","Pastries+Twists+Bites",10,.22443638,32
15,"Biscuits","Pastries+Twists+Bites",11,.19458251,41
15,"Biscuits","Pastries+Twists+Bites",14,.19726852,66
15,"Biscuits","Pastries+Twists+Bites",16,.25446847,315
15,"Biscuits","Pastries+Twists+Bites",17,.16758698,594
15,"Biscuits","Pastries+Twists+Bites",18,.30276824,49
15,"Biscuits","Pastries+Twists+Bites",19,.28080335,2109
15,"Biscuits","Pastries+Twists+Bites",20,.26968707,1061
15,"Biscuits","Pastries+Twists+Bites",21,.22674079,7547
15,"Biscuits","Pastries+Twists+Bites",22,.23222993,4544
15,"Biscuits","Pastries+Twists+Bites",23,.30648578,369
15,"Biscuits","Pastries+Twists+Bites",24,.39136718,383
15,"Biscuits","Pastries+Twists+Bites",25,.22515629,209
15,"Biscuits","Pastries+Twists+Bites",26,.38750739,4
15,"Biscuits","Rice Cakes",-6,.23704414,188
15,"Biscuits","Rice Cakes",-5,.29977463,1516
15,"Biscuits","Rice Cakes",-4,.23236516,1074
15,"Biscuits","Rice Cakes",-3,.22683748,4203
15,"Biscuits","Rice Cakes",-2,.23212848,2533
15,"Biscuits","Rice Cakes",-1,.22981963,723
15,"Biscuits","Rice Cakes",0,.30900641,1533
15,"Biscuits","Rice Cakes",1,.1859993,559
15,"Biscuits","Rice Cakes",2,.32581283,3457
15,"Biscuits","Rice Cakes",3,.68435013,2
15,"Biscuits","Rice Cakes",4,.29172549,1070
15,"Biscuits","Rice Cakes",5,.18017601,895
15,"Biscuits","Rice Cakes",6,.23174534,2651
15,"Biscuits","Rice Cakes",7,.25141079,26
15,"Biscuits","Rice Cakes",8,.48036529,36
15,"Biscuits","Rice Cakes",10,.27626529,321
15,"Biscuits","Rice Cakes",11,.2339405,12956
15,"Biscuits","Rice Cakes",12,.26706194,4371
15,"Biscuits","Rice Cakes",13,.3637148,6110
15,"Biscuits","Rice Cakes",14,.20845807,298
15,"Biscuits","Rice Cakes",15,.37502317,5871
15,"Biscuits","Rice Cakes",16,.28975305,1842
15,"Biscuits","Rice Cakes",17,.25578967,975
15,"Biscuits","Rice Cakes",18,.30619241,1893
15,"Biscuits","Rice Cakes",19,.30674604,2207
15,"Biscuits","Rice Cakes",20,.33017274,2738
15,"Biscuits","Rice Cakes",21,.19068148,6809
15,"Biscuits","Rice Cakes",22,.3441874,867
15,"Biscuits","Rice Cakes",23,.29334116,37
15,"Biscuits","Rice Cakes",24,.14883998,1895
15,"Biscuits","Rice Cakes",25,.16998385,11
15,"Biscuits","Rice Cakes",26,.15972862,124
15,"Biscuits","Rice Cakes",27,.24691357,37
15,"Biscuits","Rice Cakes",29,.24927856,389
15,"Biscuits","Rich Tea",10,.07249194,11557
15,"Biscuits","Rich Tea",11,.05417977,108
15,"Biscuits","Rich Tea",12,.03326858,1168
15,"Biscuits","Rich Tea",13,.03987907,151
15,"Biscuits","Rich Tea",14,.03911468,13057
15,"Biscuits","Rich Tea",15,.04198598,4214
15,"Biscuits","Rich Tea",16,.04479413,9388
15,"Biscuits","Rich Tea",17,.08293517,5439
15,"Biscuits","Rich Tea",19,.13161949,71
15,"Biscuits","Rich Tea",20,.08254945,10
15,"Biscuits","Savoury Snacks",-2,.44196843,1
15,"Biscuits","Savoury Snacks",0,.44027258,151
15,"Biscuits","Savoury Snacks",2,.13833756,1440
15,"Biscuits","Savoury Snacks",6,.12783637,3
15,"Biscuits","Savoury Snacks",7,.155223,131
15,"Biscuits","Savoury Snacks",8,.22774597,3259
15,"Biscuits","Savoury Snacks",9,.21010513,5391
15,"Biscuits","Savoury Snacks",10,.21585024,3637
15,"Biscuits","Savoury Snacks",11,.23110274,2787
15,"Biscuits","Savoury Snacks",12,.15743775,9131
15,"Biscuits","Savoury Snacks",13,.13723361,2343
15,"Biscuits","Savoury Snacks",14,.14319021,1915
15,"Biscuits","Savoury Snacks",15,.18946875,12472
15,"Biscuits","Savoury Snacks",16,.12844468,4777
15,"Biscuits","Savoury Snacks",17,.15242081,2690
15,"Biscuits","Savoury Snacks",18,.16935386,959
15,"Biscuits","Savoury Snacks",19,.14304817,12644
15,"Biscuits","Savoury Snacks",20,.1460163,2448
15,"Biscuits","Savoury Snacks",21,.1129541,29163
15,"Biscuits","Savoury Snacks",22,.16068211,1260
15,"Biscuits","Savoury Snacks",23,.1606907,9376
15,"Biscuits","Savoury Snacks",24,.16310047,630
15,"Biscuits","Savoury Snacks",25,.15488976,39612
15,"Biscuits","Savoury Snacks",28,.39999999,2
15,"Biscuits","Shortbread",2,.05433568,43
15,"Biscuits","Shortbread",12,.12920179,211
15,"Biscuits","Shortbread",13,.10006973,4185
15,"Biscuits","Shortbread",14,.14979677,2461
15,"Biscuits","Shortbread",15,.1567883,502
15,"Biscuits","Shortbread",17,.14898942,2211
15,"Biscuits","Shortbread",18,.11636097,4243
15,"Biscuits","Shortbread",19,.1834104,2773
15,"Biscuits","Shortbread",20,.18600945,15777
15,"Biscuits","Shortbread",21,.20249875,1779
15,"Biscuits","Shortbread",22,.18221327,2867
15,"Biscuits","Shortbread",23,.18085497,1506
15,"Biscuits","Shortbread",24,.18403791,441
15,"Biscuits","Shortbread",25,.19068662,104
15,"Biscuits","Shortcake",13,.07333333,4
15,"Biscuits","Shortcake",18,.10501103,84
15,"Biscuits","Shortcake",19,.04236803,4100
15,"Biscuits","Shortcake",20,.14301333,1230
15,"Biscuits","Shortcake",21,.04815012,1402
15,"Biscuits","Shortcake",22,.04776572,4060
15,"Biscuits","Toasts",-3,1.0756419,5
15,"Biscuits","Toasts",-1,.25828225,15
15,"Biscuits","Toasts",0,.29995022,110
15,"Biscuits","Toasts",1,.12579062,857
15,"Biscuits","Toasts",7,.21082235,214
15,"Biscuits","Toasts",8,.23372004,1632
15,"Biscuits","Toasts",9,.37727208,136
15,"Biscuits","Toasts",10,.27289866,419
15,"Biscuits","Toasts",11,.20870486,2028
15,"Biscuits","Toasts",12,.16423329,2607
15,"Biscuits","Toasts",13,.17587832,165
15,"Biscuits","Toasts",14,.20804678,43
15,"Biscuits","Toasts",15,.16666514,86
15,"Biscuits","Toasts",16,.50697422,16
15,"Biscuits","Toasts",18,.13535299,418
15,"Biscuits","Uncoated Countlines",15,.17759934,474
15,"Biscuits","Uncoated Countlines",16,.18193891,542
15,"Biscuits","Uncoated Countlines",19,.22945401,42
15,"Biscuits","Uncoated Countlines",21,.10766367,477
15,"Biscuits","Uncoated Countlines",22,.20612866,4805
15,"Biscuits","Uncoated Countlines",23,.13146081,15074
15,"Biscuits","Uncoated Countlines",24,.25149694,6041
15,"Biscuits","Uncoated Countlines",25,.34632074,2134
15,"Biscuits","Uncoated Mallows",3,.30674847,16
15,"Biscuits","Uncoated Mallows",12,.19127618,6074
15,"Biscuits","Uncoated Mallows",14,.10769448,329
15,"Biscuits","Uncoated Mallows",19,.14990477,41
15,"Biscuits","Uncoated Mallows",20,.12482145,347
15,"Biscuits","Uncoated Mallows",22,.09078532,1001
15,"Biscuits","Uncoated Mallows",23,.14550983,23
15,"Biscuits","Uncoated Mallows",24,.05567655,240
15,"Biscuits","Water Biscuits",-1,.09435626,16
15,"Biscuits","Water Biscuits",0,.1540496,35
15,"Biscuits","Water Biscuits",7,.18297495,954
15,"Biscuits","Water Biscuits",8,.09647283,1360
15,"Biscuits","Water Biscuits",9,.19589987,120
15,"Biscuits","Water Biscuits",10,.16267801,3514
15,"Biscuits","Water Biscuits",11,.08028196,134
15,"Biscuits","Water Biscuits",12,.1937046,1
16,"Confectionery","Bitesize",10,.51440327,33
16,"Confectionery","Bitesize",14,1.0509105,110
16,"Confectionery","Bitesize",16,.5799284,238
16,"Confectionery","Bitesize",17,.40371228,702
16,"Confectionery","Bitesize",18,.15483764,1665
16,"Confectionery","Bitesize",19,.28691758,4472
16,"Confectionery","Bitesize",20,.2755871,3812
16,"Confectionery","Bitesize",21,.26516556,10223
16,"Confectionery","Bitesize",22,.26018581,7679
16,"Confectionery","Bitesize",23,.22358394,7841
16,"Confectionery","Bitesize",24,.1977742,27711
16,"Confectionery","Bitesize",25,.20284655,135401
16,"Confectionery","Bitesize",26,.18469659,38163
16,"Confectionery","Bitesize",27,.20673429,15137
16,"Confectionery","Bitesize",28,.18336178,874
16,"Confectionery","Bitesize",29,.24857142,30
16,"Confectionery","Block Chocolate",-3,4.1527779,1
16,"Confectionery","Block Chocolate",10,.61634751,532
16,"Confectionery","Block Chocolate",11,.30985186,1155
16,"Confectionery","Block Chocolate",12,.23733131,221
16,"Confectionery","Block Chocolate",13,.3492823,27
16,"Confectionery","Block Chocolate",14,.28827995,1912
16,"Confectionery","Block Chocolate",15,.32037437,4312
16,"Confectionery","Block Chocolate",16,.30862322,3451
