prod,prodname,rst4submarket,NPM,pricepercal,npacks 
4,"Canned or frozen vegetables","Processed Canned Peas",2,.0836126,1
4,"Canned or frozen vegetables","Ratatouille",-7,.62652902,27
4,"Canned or frozen vegetables","Ratatouille",-6,.6815411,186
4,"Canned or frozen vegetables","Ratatouille",-5,.7056274,278
4,"Canned or frozen vegetables","Ratatouille",-4,.76825088,911
4,"Canned or frozen vegetables","Ratatouille",-3,.68675341,58
4,"Canned or frozen vegetables","Red Peppers",-5,.96135242,591
4,"Canned or frozen vegetables","Refried Beans",-11,.35368622,212
4,"Canned or frozen vegetables","Refried Beans",-9,.68241239,23
4,"Canned or frozen vegetables","Refried Beans",-7,.36925884,1052
4,"Canned or frozen vegetables","Selection",-9,.65227703,22
4,"Canned or frozen vegetables","Selection",-6,.67934472,234
4,"Canned or frozen vegetables","Selection",-4,.25388338,624
4,"Canned or frozen vegetables","Selection",-3,.19655745,192
4,"Canned or frozen vegetables","Selection",-1,.26348047,717
4,"Canned or frozen vegetables","Selection",1,.13167419,496
4,"Canned or frozen vegetables","Sliced Carrots",-7,.63018726,17769
4,"Canned or frozen vegetables","Sliced Carrots",-6,.60375118,2975
4,"Canned or frozen vegetables","Sliced Mushrooms",-8,1.3166418,740
4,"Canned or frozen vegetables","Sliced Mushrooms",-5,3.9209906,3
4,"Canned or frozen vegetables","Snack For Now",-11,.58135457,59
4,"Canned or frozen vegetables","Snack For Now",-8,.68666154,276
4,"Canned or frozen vegetables","Snack For Now",-7,.69468458,65
4,"Canned or frozen vegetables","Snack For Now",-5,.36380686,674
4,"Canned or frozen vegetables","Snack For Now",-4,.50575717,1593
4,"Canned or frozen vegetables","Snack For Now",-3,.56862524,700
4,"Canned or frozen vegetables","Snack For Now",-2,.30395313,343
4,"Canned or frozen vegetables","Snack For Now",-1,.26678119,686
4,"Canned or frozen vegetables","Soya Beans",-14,.26390254,629
4,"Canned or frozen vegetables","Soya Beans",-13,.26171328,331
4,"Canned or frozen vegetables","Soya Beans",-10,.45640925,231
4,"Canned or frozen vegetables","Spinach",-10,.24639379,31
4,"Canned or frozen vegetables","Spinach",-9,.81060467,1822
4,"Canned or frozen vegetables","Spinach",-8,.47098072,1200
4,"Canned or frozen vegetables","Spinach",-7,.77475533,81
4,"Canned or frozen vegetables","Spinach",-5,.76663262,267
4,"Canned or frozen vegetables","Stuffed Cabbage",-7,.85567247,5
4,"Canned or frozen vegetables","Sweetcorn",-12,.16349609,10417
4,"Canned or frozen vegetables","Sweetcorn",-10,.2707447,352
4,"Canned or frozen vegetables","Sweetcorn",-9,.3233153,2854
4,"Canned or frozen vegetables","Sweetcorn",-8,.18638935,30233
4,"Canned or frozen vegetables","Sweetcorn",-7,.31672268,38126
4,"Canned or frozen vegetables","Sweetcorn",-6,.33986052,23560
4,"Canned or frozen vegetables","Sweetcorn",-5,.27227599,623
4,"Canned or frozen vegetables","Sweetcorn",-4,1.242354,43
4,"Canned or frozen vegetables","Sweetcorn",-1,.37459077,19
4,"Canned or frozen vegetables","Veg/Rice Mixtures",-13,.30257597,525
4,"Canned or frozen vegetables","Veg/Rice Mixtures",-12,.32343954,1024
4,"Canned or frozen vegetables","Veg/Rice Mixtures",-11,.37670168,4511
4,"Canned or frozen vegetables","Veg/Rice Mixtures",-10,.34276511,17928
4,"Canned or frozen vegetables","Veg/Rice Mixtures",-9,.42301686,15955
4,"Canned or frozen vegetables","Veg/Rice Mixtures",-8,.55209564,19651
4,"Canned or frozen vegetables","Veg/Rice Mixtures",-7,.4166196,9458
4,"Canned or frozen vegetables","Veg/Rice Mixtures",-6,.53931164,8426
4,"Canned or frozen vegetables","Veg/Rice Mixtures",-5,.32501799,6369
4,"Canned or frozen vegetables","Veg/Rice Mixtures",-4,.37392786,5905
4,"Canned or frozen vegetables","Veg/Rice Mixtures",-3,.42466652,423
4,"Canned or frozen vegetables","Veg/Rice Mixtures",-2,.36543421,2147
4,"Canned or frozen vegetables","Veg/Rice Mixtures",-1,.17303487,955
4,"Canned or frozen vegetables","Veg/Rice Mixtures",0,.27423469,42
4,"Canned or frozen vegetables","Veg/Rice Mixtures",1,.28147543,297
5,"Breads","Bagels",-4,.15907008,1071
5,"Breads","Bagels",-3,.12182702,7069
5,"Breads","Bagels",-2,.12000976,17436
5,"Breads","Bagels",-1,.12143496,20874
5,"Breads","Bagels",0,.13879814,16101
5,"Breads","Bagels",1,.15738042,38
5,"Breads","Bagels",2,.23863716,389
5,"Breads","Bagels",8,.11685424,774
5,"Breads","Bagels",13,.57692306,2
5,"Breads","Baguettes",0,.23770651,1583
5,"Breads","Baguettes",1,.21724225,2203
5,"Breads","Baguettes",2,.26938983,3967
5,"Breads","Baguettes",4,.27682925,5
5,"Breads","Baguettes",5,.14798433,859
5,"Breads","Baguettes",6,.2483797,9839
5,"Breads","Baguettes",7,.52258581,1100
5,"Breads","Baguettes",8,.3793709,973
5,"Breads","Baguettes",9,.34557721,1766
5,"Breads","Baguettes",10,.21747093,30085
5,"Breads","Baguettes",11,.23810672,1723
5,"Breads","Baguettes",12,.15700684,501
5,"Breads","Baguettes",13,.10465606,1044
5,"Breads","Brown",-5,.0689856,3602
5,"Breads","Brown",-4,.09756194,40008
5,"Breads","Brown",-3,.11925025,23302
5,"Breads","Brown",-2,.11607733,9923
5,"Breads","Brown",-1,.19083523,2785
5,"Breads","Brown",0,.17189264,815
5,"Breads","Brown",1,.1761335,995
5,"Breads","Brown",2,.16637324,1
5,"Breads","Brown",8,.13432497,77
5,"Breads","Chapatis",-4,.14914243,32
5,"Breads","Chapatis",-3,.14552227,669
5,"Breads","Chapatis",-2,.10277683,176
5,"Breads","Chapatis",-1,.12405884,1061
5,"Breads","Chapatis",0,.13273882,28
5,"Breads","Chapatis",1,.11412362,1045
5,"Breads","Chapatis",6,.17014322,110
5,"Breads","Chapatis",7,.09558526,47
5,"Breads","Chapatis",11,.15938639,15
5,"Breads","Ciabatta",-1,1.2851936,258
5,"Breads","Ciabatta",4,.18115941,109
5,"Breads","Ciabatta",10,.23610146,537
5,"Breads","Ciabatta",11,.58248665,1054
5,"Breads","Ciabatta",12,.1330145,2041
5,"Breads","Ciabatta",15,.5137373,386
5,"Breads","Ciabatta",16,.32081629,130
5,"Breads","Croissants",-1,.22747692,147
5,"Breads","Croissants",0,.14733223,95
5,"Breads","Croissants",1,.20035809,833
5,"Breads","Croissants",2,.13218917,137
5,"Breads","Croissants",3,.21350345,364
5,"Breads","Croissants",4,.12129028,1555
5,"Breads","Croissants",5,.18586474,4096
5,"Breads","Croissants",6,.20651804,20133
5,"Breads","Croissants",9,.39896078,1023
5,"Breads","Croissants",10,.25665765,412
5,"Breads","Croissants",11,.12642512,1179
5,"Breads","Croissants",12,.18488485,8974
5,"Breads","Croissants",13,.1852719,14197
5,"Breads","Croissants",14,.19880861,2894
5,"Breads","Croissants",15,.10984591,272
5,"Breads","Croissants",16,.12494863,2641
5,"Breads","Croissants",17,.15027076,5124
5,"Breads","Croissants",18,.14184861,1290
5,"Breads","Crumpets/Pikelets",1,.29761901,24
5,"Breads","Crumpets/Pikelets",2,.25372795,113
5,"Breads","Crumpets/Pikelets",3,.26774555,1351
5,"Breads","Crumpets/Pikelets",4,.13622012,1209
5,"Breads","Crumpets/Pikelets",5,.15098667,36743
5,"Breads","Crumpets/Pikelets",6,.1160205,8127
5,"Breads","Crumpets/Pikelets",8,.15688417,312
5,"Breads","Crumpets/Pikelets",9,.13369019,6615
5,"Breads","Crumpets/Pikelets",10,.12593161,565
5,"Breads","Crumpets/Pikelets",11,.13907349,58393
5,"Breads","Crumpets/Pikelets",12,.18644723,6802
5,"Breads","Crusty",1,.07171685,462
5,"Breads","Crusty",6,.07581686,683
5,"Breads","Crusty",7,.13302312,1110
5,"Breads","Crusty",8,.16268311,4227
5,"Breads","Crusty",9,.12029839,9982
5,"Breads","Crusty",10,.10287452,8453
5,"Breads","Crusty",11,.07796444,1237
5,"Breads","Crusty",13,.35555553,21
5,"Breads","Danish Brown",-3,.1609442,410
5,"Breads","Flatbread",1,.0771605,27
5,"Breads","Flatbread",2,.07225432,837
5,"Breads","Flatbread",4,.14749263,460
5,"Breads","Flatbread",6,.15197703,1057
5,"Breads","Flatbread",7,.15022662,2048
5,"Breads","Flatbread",8,.09423817,3283
5,"Breads","Flatbread",9,.13489392,3194
5,"Breads","Flatbread",11,.20155269,81
5,"Breads","Fruited Iced Buns",2,.14666665,3
5,"Breads","Fruited Iced Buns",5,.21564174,1067
5,"Breads","Fruited Iced Buns",6,.16652341,1403
5,"Breads","Fruited Iced Buns",11,.21141662,1119
5,"Breads","Fruited Iced Buns",12,.16134607,7677
5,"Breads","Fruited Iced Buns",13,.18881856,77
5,"Breads","Fruited Iced Buns",15,.13905252,2366
5,"Breads","Fruited Other Buns",0,.1508895,115
5,"Breads","Fruited Other Buns",3,.35965013,798
5,"Breads","Fruited Other Buns",4,.45522145,951
5,"Breads","Fruited Other Buns",5,.1560744,607
5,"Breads","Fruited Other Buns",6,.17074559,7
5,"Breads","Fruited Other Buns",9,.15320375,1286
5,"Breads","Fruited Other Buns",10,.10879629,16
5,"Breads","Garlic",-1,.38242733,2311
5,"Breads","Garlic",0,.37053058,3655
5,"Breads","Garlic",1,.64454802,5551
5,"Breads","Garlic",2,.53271097,24210
5,"Breads","Garlic",3,.44315573,29796
5,"Breads","Garlic",4,.42608741,9091
5,"Breads","Garlic",5,.24091997,9926
5,"Breads","Garlic",6,.14043277,4752
5,"Breads","Garlic",7,.11696669,377
5,"Breads","Garlic",9,.17345673,3727
5,"Breads","Garlic",10,.79001177,911
5,"Breads","Garlic",13,.85223416,410
5,"Breads","Garlic",15,.08887767,815
5,"Breads","Garlic",17,.08524039,183
5,"Breads","Garlic Bread",0,.07388785,350
5,"Breads","Garlic Bread",2,.13864296,501
5,"Breads","Garlic Bread",3,.08556875,921
5,"Breads","Garlic Bread",4,.06919217,3723
5,"Breads","Garlic Bread",5,.06435321,4954
5,"Breads","Garlic Bread",7,.07090951,27
5,"Breads","Garlic Bread",10,.05057026,1988
5,"Breads","Grained",-1,.07253847,398
5,"Breads","Hotcross Buns",0,.10200501,1206
5,"Breads","Hotcross Buns",1,.07943046,4607
5,"Breads","Hotcross Buns",2,.13795837,20245
5,"Breads","Hotcross Buns",3,.15559944,12968
5,"Breads","Hotcross Buns",4,.15512182,3179
5,"Breads","Hotcross Buns",5,.19855005,17298
5,"Breads","Hotcross Buns",6,.24538571,214
5,"Breads","Hotcross Buns",7,.03972859,2052
5,"Breads","Hotcross Buns",8,.13969248,7970
5,"Breads","Hotcross Buns",9,.08555493,851
5,"Breads","Italian",-3,.11686711,78
5,"Breads","Italian",1,.18240272,268
5,"Breads","Lavash Bread",12,.13888888,9
5,"Breads","Malted Brown",-4,.0524126,1002
5,"Breads","Malted Brown",-3,.08145985,2146
5,"Breads","Malted Brown",-2,.08027622,7022
5,"Breads","Malted Brown",-1,.1203125,4
5,"Breads","Muffins",-2,.08333333,1
5,"Breads","Muffins",-1,.08332452,859
5,"Breads","Muffins",0,.0758511,3935
5,"Breads","Muffins",1,.14271301,5688
5,"Breads","Muffins",2,.10553489,2246
5,"Breads","Muffins",3,.26096363,2794
5,"Breads","Muffins",4,.21502416,85
5,"Breads","Muffins",6,.20340093,3443
5,"Breads","Muffins",9,.09594004,4122
5,"Breads","Muffins",10,.24671797,535
5,"Breads","Naan Bread",-2,.09698548,61
5,"Breads","Naan Bread",-1,.10219979,1491
5,"Breads","Naan Bread",0,.19511027,928
5,"Breads","Naan Bread",1,.14561634,1715
5,"Breads","Naan Bread",2,.18135657,13850
5,"Breads","Naan Bread",3,.18411575,7688
5,"Breads","Naan Bread",4,.3348378,692
5,"Breads","Naan Bread",6,.15975535,1991
5,"Breads","Naan Bread",7,.13648263,2728
5,"Breads","Naan Bread",8,.19263239,13791
5,"Breads","Naan Bread",9,.16497806,6912
5,"Breads","Naan Bread",10,.23147216,2643
5,"Breads","Naan Bread",11,.18985306,1144
5,"Breads","Other",-1,.80378182,101
5,"Breads","Other",1,1.0862745,1774
5,"Breads","Other",2,.47536794,4856
5,"Breads","Other",3,.87401433,4751
5,"Breads","Other",4,.41497361,936
5,"Breads","Other",5,.17277194,181
5,"Breads","Other",6,.58311629,738
5,"Breads","Other",7,.30015376,52
5,"Breads","Other",8,.1876767,13
5,"Breads","Other",9,.33500692,554
5,"Breads","Other",10,.26008424,49
5,"Breads","Other Bread Rolls/Baps",-2,.18272024,7018
5,"Breads","Other Bread Rolls/Baps",-1,.16654771,8129
5,"Breads","Other Bread Rolls/Baps",0,.34867219,58561
5,"Breads","Other Bread Rolls/Baps",1,.1663735,4093
5,"Breads","Other Bread Rolls/Baps",2,.70322732,277
5,"Breads","Other Bread Rolls/Baps",3,.28661154,121
5,"Breads","Other Bread Rolls/Baps",4,.15831349,340
5,"Breads","Other Bread Rolls/Baps",5,.25182752,1064
5,"Breads","Other Bread Rolls/Baps",6,.27527164,105
5,"Breads","Other Bread Rolls/Baps",8,.1462777,12009
5,"Breads","Other Bread Rolls/Baps",9,.09050885,555
5,"Breads","Other Bread Rolls/Baps",10,.43240623,100
5,"Breads","Other Bread Rolls/Baps",12,1.5512244,79
5,"Breads","Other Speciality",-5,.14035498,129
5,"Breads","Other Speciality",-4,.09835939,61
5,"Breads","Other Speciality",-3,.13190713,3441
5,"Breads","Other Speciality",-2,.11023548,2007
5,"Breads","Other Speciality",-1,.13684763,353
5,"Breads","Other Speciality",0,.14804351,4701
5,"Breads","Other Speciality",3,.18181818,371
5,"Breads","Other Speciality",13,.12575075,30
5,"Breads","Other Speciality",14,.08138329,331
5,"Breads","Pain Au Chocolate",4,.19693601,501
5,"Breads","Pain Au Chocolate",5,.16377569,2410
5,"Breads","Pain Au Chocolate",9,.14640567,1652
5,"Breads","Pain Au Chocolate",11,.19535627,362
5,"Breads","Pain Au Chocolate",12,.14377601,802
5,"Breads","Pain Au Chocolate",13,.2166051,195
5,"Breads","Pain Au Chocolate",14,.16001034,10626
5,"Breads","Pain Au Chocolate",15,.16674533,6262
5,"Breads","Pain Au Chocolate",16,.11635633,7486
5,"Breads","Pain Au Chocolate",17,.09941978,1188
5,"Breads","Pain Au Chocolate",18,.16070478,1470
5,"Breads","Pancakes/Griddle Scones",3,.13449774,96
5,"Breads","Pancakes/Griddle Scones",4,.14791829,1348
5,"Breads","Pancakes/Griddle Scones",5,.05561413,1154
5,"Breads","Pancakes/Griddle Scones",6,.14826162,1688
5,"Breads","Pancakes/Griddle Scones",7,.19066438,8468
5,"Breads","Pancakes/Griddle Scones",8,.12067167,357
5,"Breads","Pancakes/Griddle Scones",9,.12176223,3285
5,"Breads","Pancakes/Griddle Scones",10,.16460607,10056
5,"Breads","Pancakes/Griddle Scones",11,.18257534,15510
5,"Breads","Pancakes/Griddle Scones",12,.11360686,4134
5,"Breads","Pancakes/Griddle Scones",14,.10252603,1925
5,"Breads","Pancakes/Griddle Scones",15,.11605716,1269
5,"Breads","Pancakes/Griddle Scones",16,.15550057,946
5,"Breads","Partbaked",-2,1.4505492,366
5,"Breads","Partbaked",-1,.20325606,415
5,"Breads","Partbaked",0,.75352762,202
5,"Breads","Partbaked",1,.13503578,286
5,"Breads","Partbaked",2,.16891232,44
5,"Breads","Partbaked",3,.66990827,662
5,"Breads","Partbaked",4,.28220904,1175
5,"Breads","Partbaked",5,1.0453351,214
5,"Breads","Partbaked",6,.52534145,1249
5,"Breads","Partbaked",7,.26467341,3362
5,"Breads","Partbaked",8,.31894297,23247
5,"Breads","Partbaked",9,.34780309,14686
5,"Breads","Partbaked",10,.18744676,29332
5,"Breads","Partbaked",11,.30731327,12691
5,"Breads","Partbaked",12,.31816895,668
5,"Breads","Partbaked",13,.24226572,155
5,"Breads","Partbaked",14,.19953672,639
5,"Breads","Partbaked",15,.62958549,127
5,"Breads","Partbaked",16,.66300257,627
5,"Breads","Partbaked",17,.97940828,413
5,"Breads","Partbaked",20,.48525609,636
5,"Breads","Petit Pains",8,.16565347,47
5,"Breads","Petit Pains",10,.17162615,685
5,"Breads","Pitta Bread",-5,.06015006,3633
5,"Breads","Pitta Bread",-3,.03550225,2030
5,"Breads","Pitta Bread",-2,.1010897,5848
5,"Breads","Pitta Bread",-1,.120284,7968
5,"Breads","Pitta Bread",0,.1880665,2437
5,"Breads","Pitta Bread",1,.0405746,20
5,"Breads","Pitta Bread",2,.04757586,303
5,"Breads","Pitta Bread",8,.06756715,806
5,"Breads","Pitta Bread",9,.05139926,22
5,"Breads","Pitta Bread",10,.07043471,87
5,"Breads","Potato Cakes/Soda Farl",1,.14413032,840
5,"Breads","Potato Cakes/Soda Farl",3,.14716985,2407
5,"Breads","Potato Cakes/Soda Farl",4,.10232682,55
5,"Breads","Potato Cakes/Soda Farl",7,.14405001,277
5,"Breads","Potato Cakes/Soda Farl",8,.12564156,41
5,"Breads","Potato Cakes/Soda Farl",9,.1188477,4459
5,"Breads","Potato Cakes/Soda Farl",10,.14094315,44
5,"Breads","Potato Cakes/Soda Farl",13,.46231854,540
5,"Breads","Potato Cakes/Soda Farl",14,.12102284,300
5,"Breads","Potato Cakes/Soda Farl",15,.07490118,3184
5,"Breads","Potato Cakes/Soda Farl",16,.10895412,33
5,"Breads","Scones",4,.19460861,94
5,"Breads","Scones",5,.05251909,1247
5,"Breads","Scones",6,.18849911,20
5,"Breads","Scones",8,.43747881,104
5,"Breads","Scones",9,.17768768,2
5,"Breads","Scones",10,.16472349,2806
5,"Breads","Scones",11,.21410084,2817
5,"Breads","Scones",12,.15344073,10281
5,"Breads","Scones",13,.08119165,4528
5,"Breads","Scones",14,.06578016,3035
5,"Breads","Scones",15,.07444204,3246
5,"Breads","Scones",16,.09988787,3346
5,"Breads","Scones",17,.12645907,1070
5,"Breads","Scones",18,.08701718,3979
5,"Breads","Scones",19,.15503874,191
5,"Breads","Scones",20,.1640669,232
5,"Breads","Scones",21,.39040693,100
5,"Breads","Soft",-2,.12944274,992
5,"Breads","Soft",-1,.10441093,536
5,"Breads","Soft",0,.07965367,62
5,"Breads","Soft",1,.1150154,8435
5,"Breads","Soft",2,.14416587,6597
5,"Breads","Soft",3,.19891448,2143
5,"Breads","Soft",4,.12308527,2525
5,"Breads","Soft",5,.12204109,256
5,"Breads","Soft",6,.18499241,7336
5,"Breads","Soft",7,.1374412,15723
5,"Breads","Soft",8,.12944543,79620
5,"Breads","Soft",9,.11253399,72768
5,"Breads","Soft",10,.13232101,95548
5,"Breads","Soft",11,.15868495,7120
5,"Breads","Soft",12,.13783871,839
5,"Breads","Soft",13,.07549191,877
5,"Breads","Soft",16,.12217532,830
5,"Breads","Soft",18,.07196972,402
5,"Breads","Stoneground",-4,.14760041,66
5,"Breads","Stoneground",-3,.08315081,678
5,"Breads","Sub Roll",2,.19610484,1259
5,"Breads","Sub Roll",7,.17989457,333
5,"Breads","Sub Roll",8,.17728307,497
5,"Breads","Sub Roll",9,.16907998,1091
5,"Breads","Sub Roll",10,.16264883,16
5,"Breads","Teacakes",1,.14433998,13253
5,"Breads","Teacakes",2,.15859117,3608
5,"Breads","Teacakes",3,.23340264,2413
5,"Breads","Teacakes",4,.13606628,2433
5,"Breads","Teacakes",9,.10140534,601
5,"Breads","Teacakes",10,.12688977,1333
5,"Breads","Tortilla Wraps",-5,.18080646,5541
5,"Breads","Tortilla Wraps",-4,.38148862,74
5,"Breads","Tortilla Wraps",-3,.35956578,596
5,"Breads","Tortilla Wraps",-2,.19667432,8261
5,"Breads","Tortilla Wraps",-1,.12584906,12143
5,"Breads","Tortilla Wraps",0,.15520572,27963
5,"Breads","Tortilla Wraps",1,.12355384,8052
5,"Breads","Tortilla Wraps",2,.11704701,19595
5,"Breads","Tortilla Wraps",3,.10169906,32152
5,"Breads","Tortilla Wraps",4,.1299558,144
5,"Breads","Tortilla Wraps",6,.08796696,2089
5,"Breads","Tortilla Wraps",7,.134989,687
5,"Breads","Tortilla Wraps",8,.1847366,7381
5,"Breads","Tortilla Wraps",9,.10679952,7624
5,"Breads","Tortilla Wraps",10,.08094488,586
5,"Breads","Tortilla Wraps",11,.11070604,1209
5,"Breads","Unfruited Iced Buns",-4,.42642855,14
5,"Breads","Unfruited Iced Buns",1,.99999991,7
5,"Breads","Unfruited Iced Buns",2,.36559114,43
5,"Breads","Unfruited Iced Buns",3,.24691355,3
5,"Breads","Unfruited Iced Buns",4,.29830206,8
5,"Breads","Unfruited Iced Buns",5,.3659333,613
5,"Breads","Unfruited Iced Buns",6,.18069763,2889
5,"Breads","Unfruited Iced Buns",7,.14313145,1768
5,"Breads","Unfruited Iced Buns",8,.24617861,191
5,"Breads","Unfruited Iced Buns",11,.1496805,1390
5,"Breads","Unfruited Other Buns",4,.34286886,45
5,"Breads","Unfruited Other Buns",5,.37987835,180
5,"Breads","Unfruited Other Buns",7,.10122409,12
5,"Breads","Unfruited Other Buns",8,.09891155,562
5,"Breads","Unfruited Other Buns",9,.30096037,4392
5,"Breads","Unfruited Other Buns",10,.64628064,344
5,"Breads","Unfruited Other Buns",11,.50301337,12154
5,"Breads","Unfruited Other Buns",12,.1499778,3447
5,"Breads","Unfruited Other Buns",13,.33567231,11981
5,"Breads","Unfruited Other Buns",14,.55636128,3244
5,"Breads","Unfruited Other Buns",17,.18092105,191
5,"Breads","Waffles",4,.09493709,144
5,"Breads","Waffles",6,.17103065,1064
5,"Breads","Waffles",7,.10489816,1280
5,"Breads","Waffles",10,.14127981,109
5,"Breads","Waffles",11,.05202977,66
5,"Breads","Waffles",17,.12935602,54
5,"Breads","Waffles",18,.1181286,3432
5,"Breads","Waffles",19,.12123004,2923
5,"Breads","Waffles",20,.15177132,12593
5,"Breads","Waffles",21,.14342089,43
5,"Breads","Waffles",22,.20841297,3877
5,"Breads","Waffles",25,.07887815,1415
5,"Breads","Wheatgerm",-3,.08676953,1864
5,"Breads","White",-4,.11801847,56100
5,"Breads","White",-3,.09284209,146691
5,"Breads","White",-2,.0961526,170737
5,"Breads","White",-1,.08304857,110921
5,"Breads","White",0,.08189089,247133
5,"Breads","White",1,.0992333,41435
5,"Breads","White",2,.08185707,10825
5,"Breads","White",3,.16197494,727
5,"Breads","White",4,.16400141,25
5,"Breads","White",9,.14917883,130
5,"Breads","White",10,.14728891,22
5,"Breads","White",11,.06238061,16936
5,"Breads","White",12,.13621378,143
5,"Breads","White",14,.08179894,11953
5,"Breads","White",15,.10171756,367
5,"Breads","Wholemeal",-1,.0421751,1877
5,"Breads","Wholemeal",0,.0395,68
6,"Breakfast cereals","Breakfast Drinks",-7,.62337665,6
6,"Breakfast cereals","Breakfast Drinks",-6,.51235109,409
6,"Breakfast cereals","Breakfast Drinks",-5,.52479173,309
6,"Breakfast cereals","Breakfast Drinks",-4,.53399825,131
6,"Breakfast cereals","Breakfast Drinks",-3,.47058326,2537
6,"Breakfast cereals","Breakfast Drinks",-2,.45903701,1046
6,"Breakfast cereals","Breakfast Drinks",-1,.44747492,1968
6,"Breakfast cereals","Breakfast Drinks",0,.45491932,2834
6,"Breakfast cereals","Breakfast Drinks",1,.17646342,7
6,"Breakfast cereals","Granola",-4,.10664338,152
6,"Breakfast cereals","Granola",-3,.096499,367
6,"Breakfast cereals","Granola",-2,.16684011,1159
6,"Breakfast cereals","Granola",-1,.10826773,2236
6,"Breakfast cereals","Granola",0,.12183328,3446
6,"Breakfast cereals","Granola",1,.27813995,18
6,"Breakfast cereals","Granola",6,.09847952,4674
6,"Breakfast cereals","Granola",7,.09658547,10301
6,"Breakfast cereals","Granola",8,.09232992,6213
6,"Breakfast cereals","Granola",9,.11183507,1905
6,"Breakfast cereals","Granola",10,.08174594,3694
6,"Breakfast cereals","Granola",11,.10053841,1812
6,"Breakfast cereals","Granola",12,.13671215,310
6,"Breakfast cereals","Granola",13,.1802671,48
6,"Breakfast cereals","Granola",14,.12101078,51
6,"Breakfast cereals","Granola",16,.10768895,589
6,"Breakfast cereals","Granola",17,.11575314,2073
6,"Breakfast cereals","Granola",18,.10064904,536
6,"Breakfast cereals","Instant Porridge",-6,.13653759,391
6,"Breakfast cereals","Instant Porridge",-5,.13482336,17482
6,"Breakfast cereals","Instant Porridge",-4,.18646454,91
6,"Breakfast cereals","Instant Porridge",-3,.41269848,2701
6,"Breakfast cereals","Instant Porridge",-2,.4760315,11212
6,"Breakfast cereals","Instant Porridge",-1,.38518377,24317
6,"Breakfast cereals","Instant Porridge",0,.33389225,6710
6,"Breakfast cereals","Instant Porridge",1,.25526047,494
6,"Breakfast cereals","Instant Porridge",4,.28003485,419
6,"Breakfast cereals","Instant Porridge",6,.15768934,13821
6,"Breakfast cereals","Instant Porridge",7,.2792399,6619
6,"Breakfast cereals","Instant Porridge",8,.27234966,1352
6,"Breakfast cereals","Instant Porridge",9,.38814566,10
6,"Breakfast cereals","Instant Porridge",10,.30113728,112
6,"Breakfast cereals","Instant Porridge",11,.27403217,12
6,"Breakfast cereals","Instant Porridge",14,.42844902,1
6,"Breakfast cereals","Instant Porridge",15,.4495913,1
6,"Breakfast cereals","Instant Porridge",22,.40064104,8
6,"Breakfast cereals","Muesli",-6,.03426636,876
6,"Breakfast cereals","Muesli",-5,.04982429,730
6,"Breakfast cereals","Muesli",-4,.13325189,2066
6,"Breakfast cereals","Muesli",-3,.09184976,5347
6,"Breakfast cereals","Muesli",-2,.09590657,5973
6,"Breakfast cereals","Muesli",-1,.09178201,4699
6,"Breakfast cereals","Muesli",0,.10589952,2953
6,"Breakfast cereals","Muesli",1,.09966434,2341
6,"Breakfast cereals","Muesli",2,.07755294,231
6,"Breakfast cereals","Muesli",6,.09638331,5842
6,"Breakfast cereals","Muesli",7,.0881059,4054
6,"Breakfast cereals","Muesli",8,.08888198,5983
6,"Breakfast cereals","Muesli",9,.08386967,3141
6,"Breakfast cereals","Muesli",10,.07590926,4656
6,"Breakfast cereals","Muesli",11,.08339065,794
6,"Breakfast cereals","Muesli",13,.1147541,39
6,"Breakfast cereals","Muesli",14,.05392711,1888
6,"Breakfast cereals","Porridge Oats",-6,.083084,15972
6,"Breakfast cereals","Porridge Oats",-5,.06953896,39878
6,"Breakfast cereals","Porridge Oats",-4,.33005146,617
6,"Breakfast cereals","Porridge Oats",-3,.28636883,26
6,"Breakfast cereals","Porridge Oats",-2,.30197752,39
6,"Breakfast cereals","Porridge Oats",-1,.13450848,644
6,"Breakfast cereals","Porridge Oats",0,.08600146,568
6,"Breakfast cereals","Porridge Oats",1,.08390388,448
6,"Breakfast cereals","Porridge Oats",6,.13983084,192
6,"Breakfast cereals","Porridge Oats",15,.22366298,59
6,"Breakfast cereals","Ready To Eat Cereals",-6,.20853047,1007
6,"Breakfast cereals","Ready To Eat Cereals",-5,.21212287,79
6,"Breakfast cereals","Ready To Eat Cereals",-4,.19836554,451
6,"Breakfast cereals","Ready To Eat Cereals",-3,.11033474,26683
6,"Breakfast cereals","Ready To Eat Cereals",-2,.10602439,36480
6,"Breakfast cereals","Ready To Eat Cereals",-1,.11437673,40874
6,"Breakfast cereals","Ready To Eat Cereals",0,.11607744,33429
6,"Breakfast cereals","Ready To Eat Cereals",1,.0830029,10725
6,"Breakfast cereals","Ready To Eat Cereals",2,.11430929,27848
6,"Breakfast cereals","Ready To Eat Cereals",3,.12891971,42666
6,"Breakfast cereals","Ready To Eat Cereals",4,.1297276,3319
6,"Breakfast cereals","Ready To Eat Cereals",5,.11864742,41
6,"Breakfast cereals","Ready To Eat Cereals",6,.12376153,25093
6,"Breakfast cereals","Ready To Eat Cereals",7,.11966428,26558
6,"Breakfast cereals","Ready To Eat Cereals",8,.1009678,16349
6,"Breakfast cereals","Ready To Eat Cereals",9,.09116295,9929
6,"Breakfast cereals","Ready To Eat Cereals",10,.1277987,13833
