,months,baseline,liquidate,x50,debt,developing
107,10.7,0.668933614364837,0.511898789024414,0.154711028367259,0.596293519078489,developed
108,10.8,0.670640131085815,0.513069243039953,0.159076533038737,0.598064734527656,developed
109,10.9,0.672299158138978,0.514931215759266,0.16311080938741,0.599581122283844,developed
110,11.0,0.673917781289769,0.516893096233698,0.166933338617792,0.60144924651658,developed
111,11.1,0.675885644371518,0.518801390085864,0.171803211656016,0.60288511797392,developed
112,11.2,0.67728103642621,0.520114361746426,0.175820319808263,0.60456405949538,developed
113,11.3,0.679124057394972,0.521772741410363,0.179855520506817,0.606693839330462,developed
114,11.4,0.681140236186137,0.523462677843228,0.183713308685293,0.608457449999608,developed
115,11.5,0.682683096227358,0.525116772387101,0.187247325620574,0.609987869004163,developed
116,11.6,0.684524448555165,0.526696645344072,0.191680537134739,0.611724824732714,developed
117,11.7,0.686028876958501,0.527991359255652,0.195566193099588,0.613341416905854,developed
118,11.8,0.687391692688734,0.529598508210216,0.199470217380098,0.614813928849634,developed
119,11.9,0.688982796676164,0.5311977118369,0.203356559603559,0.616044935825744,developed
120,12.0,0.691075992191092,0.533068685640517,0.206737837704122,0.618674852120279,developed
0,0.0,0.191677262181735,0.166375565633429,0.0,0.191077194435862,emerging
1,0.1,0.254963777141416,0.218751625850844,0.0,0.251037863472351,emerging
2,0.2,0.297858185135099,0.254682674807573,0.0,0.291788086555445,emerging
3,0.3,0.331345199980042,0.283235197476721,0.0,0.325402204465038,emerging
4,0.4,0.362155608695986,0.308179870332536,0.0,0.353085026233802,emerging
5,0.5,0.39157046830665,0.33436174945696,0.0,0.382141004392322,emerging
6,0.6,0.415202165865414,0.355518320418813,0.0,0.405266465260411,emerging
7,0.7,0.436526711856634,0.375110304046981,0.0,0.426511501757804,emerging
8,0.8,0.456570459951815,0.393055442353984,0.0,0.446515471057358,emerging
9,0.9,0.473114687277755,0.407100694085886,0.0,0.462293492071536,emerging
10,1.0,0.489522349159833,0.420109878451522,0.0,0.478681879496419,emerging
11,1.1,0.502857506555478,0.431901337618343,0.0,0.492070333658997,emerging
12,1.2,0.517623147565239,0.444927413133519,0.0,0.505308773655679,emerging
13,1.3,0.528396063011474,0.454727300833894,0.0,0.516514749598568,emerging
14,1.4,0.540172672209552,0.464995006372287,0.0,0.527968560477285,emerging
15,1.5,0.55154125219581,0.474462325395292,0.0,0.539886123681927,emerging
16,1.6,0.562079942832536,0.483503305307853,0.0,0.54956027202405,emerging
17,1.7,0.572071379679108,0.492253031219601,0.0,0.559492118003035,emerging
18,1.8,0.581143433210119,0.501351567929322,0.0,0.568865917428663,emerging
19,1.9,0.589184183933721,0.508261325630207,0.0,0.577105081142992,emerging
20,2.0,0.598786218508312,0.51793832741874,0.0,0.586882438913895,emerging
21,2.1,0.605884314471125,0.525292949409963,0.0,0.594620024751311,emerging
22,2.2,0.613785438418949,0.531840628243098,0.0,0.602205677573668,emerging
23,2.3,0.620301321033903,0.538157580364963,0.0,0.608046548875141,emerging
24,2.4,0.626002865958725,0.544238170291976,0.0,0.614318158415486,emerging
25,2.5,0.633145923151432,0.55134155297075,0.0,0.620724711965663,emerging
26,2.6,0.637930624213191,0.556558911018021,0.0,0.627266215583166,emerging
27,2.7,0.642320244710044,0.560819846106874,0.0,0.632352315922779,emerging
28,2.8,0.647906895638024,0.566849587650266,0.0,0.637846724591681,emerging
29,2.9,0.652327293604195,0.570937449201812,0.0,0.642207889674435,emerging
30,3.0,0.657231634903503,0.575789656824357,0.0,0.647850485963982,emerging
31,3.1,0.660776404614887,0.579326334320247,0.0,0.651494395804268,emerging
32,3.2,0.664876225402474,0.58385004026145,0.0,0.6555619511604,emerging
33,3.3,0.669498527069734,0.588926160565476,0.0,0.660636623405026,emerging
34,3.4,0.674833688369726,0.593787621741701,0.0,0.666195925953841,emerging
35,3.5,0.67875220832137,0.597503686331129,0.0,0.669559708903412,emerging
36,3.6,0.681726160697425,0.600811969206081,0.0,0.672623352468468,emerging
37,3.7,0.685473820254321,0.605629468493283,0.0,0.676500151108987,emerging
38,3.8,0.689416972913604,0.609204614204322,0.0,0.680088759436112,emerging
39,3.9,0.693291124741822,0.613115253424833,0.0,0.683606522668768,emerging
40,4.0,0.697241585713889,0.617688387754335,0.0,0.687305015202599,emerging
41,4.1,0.700792863671672,0.621277783157183,0.0,0.691816319779891,emerging
42,4.2,0.705000434499828,0.625670125062253,0.0,0.696258339598033,emerging
43,4.3,0.707861446593802,0.629288668948634,0.0,0.699377800006188,emerging
44,4.4,0.711140977389824,0.632618588733308,0.0,0.702689201716928,emerging
45,4.5,0.713508836345423,0.635314909181203,0.0,0.705030345988314,emerging
46,4.6,0.716280039591867,0.638649651071215,0.0,0.707759644226294,emerging
47,4.7,0.718861914997109,0.641608897189517,0.0,0.710653597352305,emerging
48,4.8,0.722303567481272,0.644544516980412,0.0,0.714069449226556,emerging
49,4.9,0.724569096357823,0.647048685190209,0.0,0.716503140278444,emerging
50,5.0,0.728281020853468,0.650647377700959,0.0,0.719639713992131,emerging
51,5.1,0.730794164879679,0.653191963343741,0.0,0.722756517650541,emerging
52,5.2,0.733528401857874,0.656266710189401,0.0,0.725849967023203,emerging
53,5.3,0.73597925010695,0.659445036141197,0.0,0.728214316343776,emerging
54,5.4,0.738218089554205,0.662133584416405,0.0,0.730424991574596,emerging
55,5.5,0.74072098150307,0.664719042671974,0.0,0.73278393365676,emerging
56,5.6,0.743353486073232,0.666841450542797,0.0,0.73557399758612,emerging
57,5.7,0.746432418041581,0.669363396268105,0.0,0.738444600955457,emerging
58,5.8,0.748629088467548,0.67270900747659,0.0,0.740779632760005,emerging
59,5.9,0.750871107959593,0.675216066307298,0.0,0.743107577194049,emerging
60,6.0,0.752709991853763,0.6777078101632,0.0,0.745046370087194,emerging
61,6.1,0.7550505392865,0.680176591645512,0.0032832603119547,0.7472371150526,emerging
62,6.2,0.756538929937459,0.682385523074943,0.0080541677733814,0.748804986095884,emerging
63,6.3,0.758718471363068,0.685293201417011,0.0117631466124981,0.75109452170426,emerging
64,6.4,0.760896630150088,0.68749258906996,0.0164987050498231,0.753200367004438,emerging
65,6.5,0.7636106577289,0.690227867594309,0.0221591080846668,0.756182881079136,emerging
66,6.6,0.765386887622704,0.692140723178808,0.0282147311702464,0.757828386548489,emerging
67,6.7,0.767318147347991,0.694381922607504,0.033294912269306,0.759795663655881,emerging
68,6.8,0.768526605092379,0.696013523749119,0.0388312642809529,0.760887225476514,emerging
69,6.9,0.770424796412187,0.697948791767057,0.0455153778312695,0.762743275430068,emerging
70,7.0,0.772122318810845,0.699791272999946,0.0517589468322197,0.764596262834657,emerging
71,7.1,0.773309272446575,0.701249572106596,0.0579461110119439,0.765748559846554,emerging
72,7.2,0.774469964249767,0.702557297115669,0.0651806677885612,0.7674206755047,emerging
73,7.3,0.776166419501292,0.704946598473146,0.0708093912541315,0.76897266369128,emerging
74,7.4,0.777958665745037,0.707032042445446,0.0767655308513126,0.770967094012377,emerging
75,7.5,0.77945107994053,0.709155992359849,0.0838260535523828,0.772506698793682,emerging
76,7.6,0.780344952779809,0.710639555658113,0.0902371185876908,0.773303554970155,emerging
77,7.7,0.781913994215195,0.712061251441667,0.0972745981939814,0.774503901919307,emerging
78,7.8,0.783353737657951,0.714242393694888,0.103448398143184,0.77558090409818,emerging
79,7.9,0.785054443368286,0.71600372932141,0.110108090003365,0.777257702295146,emerging
80,8.0,0.78785116499,0.718529641650306,0.118087199765958,0.779892120790008,emerging
81,8.1,0.789744656005156,0.720682950496445,0.124819549642053,0.782542498586792,emerging
82,8.2,0.791009943080668,0.722406389515721,0.130884273449393,0.783796329008824,emerging
83,8.3,0.792437100373211,0.723936775911652,0.137129093421434,0.78526457747662,emerging
84,8.4,0.794368935329655,0.725495475777608,0.144090799688831,0.787284036521793,emerging
85,8.5,0.795962118083544,0.72762529948374,0.150895319787927,0.788835188270479,emerging
86,8.6,0.797469046442723,0.72973963785826,0.157143405074423,0.790571384650738,emerging
87,8.7,0.798420158872783,0.731300583152001,0.163383684621091,0.79159510682084,emerging
88,8.8,0.799485752844468,0.733192906469191,0.16908272656836,0.792805462242274,emerging
89,8.9,0.801227147349063,0.735122523875451,0.175196764352916,0.794453306278157,emerging
90,9.0,0.803438496291706,0.736760827707456,0.182544673095727,0.795961325587479,emerging
91,9.1,0.804632964749928,0.73847447440344,0.188332215287134,0.79741949867194,emerging
92,9.2,0.805839268359696,0.739544862508684,0.193742831340329,0.798612036183346,emerging
93,9.3,0.807088164907432,0.741234816523908,0.200865369704451,0.799833648868013,emerging
94,9.4,0.808722030232364,0.74319959883231,0.207083908565658,0.801638562214865,emerging
95,9.5,0.809748459442953,0.744214951359488,0.213496039949993,0.80271389302103,emerging
96,9.6,0.811066469107329,0.745910795653714,0.21948045766724,0.804066482693675,emerging
97,9.7,0.811870171955652,0.747237543729856,0.224990391257348,0.804949749761899,emerging
98,9.8,0.812736040503262,0.74835361253289,0.231096391451355,0.805768950904258,emerging
99,9.9,0.814302632314641,0.750163184811185,0.236957450908933,0.807235911373226,emerging
100,10.0,0.815938933313199,0.751898772246103,0.244292417525599,0.808946527748084,emerging
101,10.1,0.817133104885807,0.753280444789351,0.250032985902816,0.810276489534819,emerging
102,10.2,0.818112299807347,0.75453969392046,0.256720389648175,0.811503620708997,emerging
103,10.3,0.819514779957681,0.756493559757677,0.262100782725834,0.812941451473208,emerging
104,10.4,0.820395624243935,0.757640243763685,0.269806376869737,0.813841597189854,emerging
105,10.5,0.821242573105014,0.758732441223982,0.275043267779399,0.815322251941579,emerging
106,10.6,0.821993432709929,0.759777776166642,0.28062494490156,0.816039287819792,emerging
107,10.7,0.822886423012988,0.760737884799693,0.285681493297281,0.816865628824509,emerging
108,10.8,0.824261523206722,0.761918652840464,0.291946020301855,0.818218643704297,emerging
109,10.9,0.824983805769126,0.762806825046187,0.297867557215568,0.819053320197003,emerging
110,11.0,0.826985425135952,0.764334751333777,0.302764402668879,0.821093550335316,emerging
111,11.1,0.828033233717814,0.765611467973672,0.308276231406716,0.822275391762796,emerging
112,11.2,0.828958002651825,0.76659924143708,0.312936897857272,0.823305925237859,emerging
113,11.3,0.829854177297205,0.767553038091063,0.319654167862888,0.824357270221126,emerging
114,11.4,0.830793510541465,0.76839272380184,0.324275189786721,0.825289347993471,emerging
115,11.5,0.83181435136634,0.769558410155365,0.328957183883855,0.826247008729852,emerging
116,11.6,0.832544081785659,0.770565086620721,0.333994309401184,0.827185368759335,emerging
117,11.7,0.833404579812521,0.771903486642098,0.339341088996482,0.828032970345765,emerging
118,11.8,0.834612917671461,0.773418228450693,0.343626977832223,0.829349146232867,emerging
119,11.9,0.83548434075662,0.774488536351857,0.348356060782055,0.83027605487296,emerging
120,12.0,0.836775220792847,0.776074366630745,0.353776488776463,0.831625935959284,emerging
