"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.12498888891605","3.68882239679275","3.33604707989078","1.69293382994423","0.873211381384605","1.0464012324665","0.723719381731855","0.910321103985587","0.881409845135021","0.76473063775927","0.826612824190379","0.762683037169129","0.583915163921054","0.574590382842977","0.558619221593448","0.581753714607386","0.517373547869456","0.526988039263363","0.539426124954394","0.497740623638501","0.468668084098079","0.509513760068009","0.550338900304168","0.512267201861799","0.492668351384113","0.465195672144216","0.440792956741064","0.430258892679538","0.426673299404519","","",
"American Samoa","ASM","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","1.44159904710427","1.45717991661694","1.11682993154214","0.362790786683941","0.259854284924594","0.717442146077281","0.19576381415012","0.309044452259334","0.488068611559444","0.437753925790867","0.452811846768228","0.447590220947155","0.425254677307112","0.303093250178074","0.310762276867872","0.40494993856803","0.331587363995546","0.310833895233225","0.351002884308009","0.341451935582701","0.346862406687439","0.364312564218456","0.351288142143265","0.330769107924955","0.367531045226173","0.405369655280976","0.401745596069556","0.370575715455948","0.356745036452698","0.339681147092545","0.324859309784702","0.339032247035952","1.11518737099043","0.426569165143205","0.452849723344423","0.61845751209738","0.406155814822134","0.3996286142434","0.392923726191873","0.380048324817373","0.36846168380368","0.365187343269656","","",
"Australia","AUS","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","0.442914262213332","0.443868296316482","0.459101581968768","0.460094669279439","0.463924632730593","0.485882149860188","0.472086752314705","0.477064254671299","0.472746217571373","0.466681853491433","0.451861022305951","0.449640740711775","0.446057124473975","0.471973503508569","0.456986935986113","0.46012882916565","0.444342431113554","0.462247506993092","0.49285008737897","0.480858867096769","0.502374553955937","0.507322852298538","0.49899190923281","0.490452486706915","0.493127249871073","0.477711374667063","0.456764066799262","0.475362703626326","0.458387682887664","0.469445455631299","0.430134789291328","0.433671276000401","0.437846292590864","0.427158458941704","0.420310115597632","0.419794943819375","0.418914719025457","0.412588968786026","0.421398772595027","0.407636091497164","0.399005071279427","0.398552241933866","0.392027620508516","0.379690496259111","0.378659246273183","0.371161646148364","0.366494625686352","0.362628883206477","0.352673544050532","0.351716023886712","0.337960911028265","0.328492401683623","0.316106821568418","0.302949666615111","0.288150041186432","0.286610026441312","0.284809884169295","0.280754157930702","0.272302624212754","","",
"Austria","AUT","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","0.335608024405479","0.328742339150886","0.340789640674745","0.357048506241887","0.3541861748475","0.335635204670735","0.326615670305748","0.322793866823757","0.32740235130236","0.325113647811319","0.346830151181374","0.339476538546879","0.34437691867143","0.351524162973043","0.323041844810741","0.306863983409397","0.315130555984712","0.288619213987212","0.295737115821865","0.300773896289871","0.251069734404064","0.269817573074549","0.25383637434874","0.237882244635346","0.249500756380724","0.244089400354439","0.235895149735107","0.248501630239469","0.222224531100403","0.217027317961864","0.223947744388589","0.231915669386564","0.209873730626611","0.209244509695679","0.206068374116967","0.210664680776039","0.218343910770361","0.211625585984803","0.205740053546183","0.193697681539421","0.188798974276118","0.199290152726318","0.200267179797375","0.212956789305112","0.211017624974601","0.207584204247044","0.195021351226556","0.180756659954066","0.176879451800847","0.167401556484572","0.178518231370281","0.169258737208309","0.160333310564398","0.161868025956867","0.151608842444594","0.152894733071159","0.150482059673168","0.152612329859265","0.142784867599168","","",
"Azerbaijan","AZE","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.53662243873448","2.97684981205805","2.56021424886189","3.9933419958632","4.4210894001877","4.8218887399953","4.19945705499252","3.87979061723735","3.51993345449729","3.22665102521421","2.99639240061662","2.63856496327241","2.37425556091619","1.94020065146436","1.76293702932215","1.48116801835541","1.0269804203966","0.659009021725223","0.640733508534624","0.497909029814632","0.45644154009184","0.548418341840215","0.5779319634585","0.557208653154942","0.563456893338857","0.549743768634747","0.575756090738202","0.562727797348566","0.555276506432682","","",
"Burundi","BDI","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","0.0783448245413264","0.0815030756807247","0.0766921481580993","0.0567428435030776","0.0705129396569156","0.0619504470885319","0.0716948523618945","0.0970090230871049","0.0679639099672693","0.0778199601299392","0.083144505069948","0.0777858017369777","0.0979441489948954","0.0817028643320081","0.0865039839202345","0.08730372245714","0.0913968504898199","0.0963214875777831","0.127168340979875","0.121881218124508","0.12317903218615","0.15467261142685","0.165463286877284","0.155422712913066","0.152919577865465","0.154002164352632","0.133687868828037","0.155310762067858","0.106507889262071","0.122794749968254","0.105710370431325","0.118382987366188","0.123097626454724","0.140051496737524","0.152229887754771","0.161720788641581","0.154387387731887","0.155962610088318","0.177829314713393","0.140738066402933","0.141163037235205","0.110431914993455","0.0991436550117902","0.0982593211208166","0.110690380123131","0.106996898037606","0.107406517123254","0.103461781228976","0.157469838298383","0.175016769900631","0.176623216740202","0.176966634946573","0.161486055118014","0.176657020530112","0.199396981387964","0.245849595681242","0.250443917798729","","",
"Belgium","BEL","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","0.763466404094798","0.741590994627271","0.745298476760315","0.770006555423452","0.705498802483732","0.692929888830222","0.670235648042475","0.659175070041362","0.697895627785501","0.682439854583637","0.656823464221232","0.611069756034313","0.624780708369073","0.623382744188379","0.580487161746299","0.534673567177844","0.538850213920143","0.521329621536115","0.544109906093588","0.54879796979069","0.506966468057362","0.466003557345627","0.439085733908517","0.378433107766704","0.383103022952729","0.373482487165203","0.361183342747395","0.353870477514066","0.328861676725547","0.340343019536424","0.335666436045351","0.34364624967237","0.33362434894543","0.330207038341492","0.33380005649606","0.325088783389738","0.334515176496337","0.314706973390934","0.315981767926807","0.295203323299974","0.288986138505921","0.288426460944518","0.265637192833849","0.273936878649813","0.261102198744346","0.247546038349597","0.237107724272814","0.220152798564131","0.224076830075659","0.213170793598884","0.221373613209771","0.195399145779915","0.192727287274525","0.195179718341695","0.179318282604308","0.185554271585467","0.181539527511014","0.175707039961919","0.173923236476676","","",
"Benin","BEN","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","0.0932022349940562","0.0718801833202161","0.0786836465618787","0.0670078178623892","0.0742526899275461","0.0741358689661108","0.0541187379251523","0.0673584709888888","0.0698557976282413","0.0889191825492727","0.121929079073257","0.128604569665261","0.160111689178193","0.151476735667646","0.156447998156142","0.179320784247797","0.104298912586028","0.113340396069623","0.136810077523167","0.129714204724073","0.171281145796435","0.129260062760726","0.144804952639491","0.140089454020777","0.143404504486071","0.197609266532304","0.178165917579001","0.142188390935409","0.141247634373988","0.165618358888706","0.0915632750632857","0.0762915479236857","0.0808362409389202","0.0891084266410534","0.0831845080564543","0.090208878367307","0.197376451799497","0.220450066367426","0.222311230247652","0.230519200498432","0.234632235853678","0.267885408274531","0.294955695119497","0.320106397231799","0.325847168475458","0.352014910574737","0.466569884845269","0.504582886099735","0.476645982011002","0.503323271089046","0.532754713529477","0.507234246239743","0.460627409023201","0.455108631355646","0.469671385883077","0.501666116175007","0.585948111397269","0.564469623440952","0.568572669794596","","",
"Burkina Faso","BFA","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","0.0339054959517485","0.067890987271653","0.0588527421464149","0.0622002665864822","0.0760150471248291","0.0683734285697417","0.0680078096873296","0.0624937860998644","0.0606319169948439","0.0700399783082552","0.0826777706133745","0.0857063344793161","0.0898995037867024","0.0935654297504659","0.105189306052461","0.109421939209716","0.0957764249722799","0.113837991651328","0.152032958032892","0.171358855382702","0.180725109471703","0.223296502450574","0.210512192385636","0.21646745796327","0.172772903196597","0.162973136037704","0.152124703577175","0.164125164520686","0.16613664348881","0.241266484293778","0.174347807340525","0.162558797272289","0.164884406800928","0.161980655837253","0.159878245285241","0.156111680722918","0.158200284657362","0.169467560678131","0.169482332410256","0.166778354473968","0.184808089630477","0.168391448751677","0.161367193198454","0.161428031363593","0.158722311295506","0.14865522831883","0.170321122041201","0.196314128559243","0.210955089802319","0.207031861619292","0.20673380543654","0.204098013314673","0.23617222381946","0.244658747999755","0.2384597949605","0.258334772345487","0.250979550712897","0.274805813703084","0.270126906383035","","",
"Bangladesh","BGD","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","0.792418877894667","0.773673221350871","0.806170090438174","0.93100962615025","0.862703595101261","0.890938027247829","0.883950900155896","0.956106489875089","1.0013397681247","0.959493493431132","0.921491589112672","0.924381406705786","0.163408373805725","0.205246468419654","0.191655359452769","0.208786067830164","0.226019033077252","0.229699482318438","0.222103786191185","0.234140816563236","0.266824434635214","0.258380996734743","0.274268014008894","0.252874915701547","0.267283023789089","0.290137531982026","0.311943746293143","0.311085469473004","0.346843398640055","0.334993684667798","0.271565770755415","0.246701986361506","0.255355494864028","0.259339322437879","0.268891753750732","0.312655581258133","0.304006345336939","0.328132833604323","0.316586361641355","0.315973503442375","0.323069366661786","0.366110292355007","0.37516206042017","0.373855416314935","0.378817663763004","0.380967386785405","0.391968938168685","0.387440431915783","0.399997955717112","0.409817429607345","0.438761318290887","0.443408199060205","0.443568998609485","0.437094900738233","0.434021445494234","0.457704177952341","0.439526745723175","0.437296924650816","0.426276612446254","","",
"Bulgaria","BGR","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","2.39478998984274","2.3670836375076","2.59485494316348","2.51532810444032","2.35195156796613","2.34749751816974","2.30271521878882","2.17377890453203","1.86642225927333","1.91775287850161","1.78952598495763","1.55735502182389","1.57977349510636","1.61921528742967","1.52888517385421","1.51894155518152","1.45447363858088","1.64302130301992","1.49343956227304","1.42582908717443","1.33096173241937","1.3663480161992","1.21837005364378","1.27180919108373","1.17712506106903","1.11483933166885","1.0675990475191","1.07658073036007","0.964872016941706","0.857658366368249","0.890201963726066","0.963192468297571","0.871850710718829","0.766940710473099","0.798305987915964","0.8123958592368","0.730847808395379","0.745023409947031","0.674923371889762","","",
"Bahrain","BHR","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","1.03455929917713","1.1810398115047","1.47429552322641","1.15915505267209","1.23526749472465","1.43592519064855","1.53297412715424","1.44128915538647","1.43342853076409","1.37828253923761","1.20750077146281","1.04616829169181","1.16247081237044","1.09707048569376","1.12506458280526","1.09628587465591","1.10200237955836","1.08779927636406","1.11654299467662","1.06636978955222","1.04088125417294","1.04819994353031","1.0655993206202","1.04555863322552","0.975698992270164","1.0550201293156","1.07710465102955","1.01715646797549","1.03059636915709","1.00344572683469","1.01037319291408","0.99262877334188","0.976804806625242","1.00298658079165","1.00996569071872","0.997864741522712","0.950983545050115","0.917291156073634","0.91275464488855","","",
"Bahamas, The","BHS","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","0.211425461239795","0.254159889503034","0.305782383216553","0.269679397224874","0.374294748080606","0.411099280795039","0.312863961233214","0.445439933031182","0.393169426711364","0.385898643507479","0.603198000993596","1.55234573279887","1.55077838451086","1.74874773086202","1.97155088448651","2.58514421920586","1.92489488596873","2.65067955269752","1.57862118674566","1.3126064763206","1.42101807212629","0.548878468224095","0.415439767724969","0.357468843823239","0.288051176045422","0.223735120787403","0.205382150023055","0.200984120457602","0.212648570078494","0.251902253920387","0.234010299084188","0.257943590930273","0.360934043130107","0.298670196310791","0.281279507774378","0.274763576395271","0.249687195659153","0.209905674573486","0.281896546204326","0.246822933711215","0.227425071522594","0.22057197127354","0.229887507997495","0.229768151053687","0.218647337103222","0.197761241933191","0.192906077729658","0.194861848249098","0.203352197618821","0.6054631682511","0.206027084637511","0.238243242548768","0.347619417159938","0.305180217567637","0.254414823401658","0.229609400357197","0.209150502154662","0.199126392851717","0.203166440027228","","",
"Bosnia and Herzegovina","BIH","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.14562262068339","1.01138724700959","0.665483173392513","1.00337937294125","1.10004874067292","0.981306879852188","1.23341961492343","1.16534517173362","1.17103303750237","1.14919371999639","1.13487439974023","1.08770587771533","1.13864995537113","1.13448388874908","1.18244437610799","1.2090880644927","1.21326572140701","1.36896293012195","1.27681285653749","1.24124957781072","1.09455374155545","1.06829163077876","1.17985050240613","1.15945139855047","1.11222259307379","","",
"Belarus","BLR","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15884513682757","3.0816188081372","3.10921285415097","2.92257592927796","2.80753443689446","2.78745970339353","2.75631249201166","2.49836438052184","2.23372844974716","2.07534751797185","1.89057683463484","1.76268698974565","1.67899904211105","1.59215721899767","1.51612427955207","1.40349709545097","1.32854217222488","1.19296509362293","1.13766373192157","1.07755897714776","1.07422796830801","0.967656538046555","0.97508598570454","0.967659001589295","0.943935655112462","0.905933100255068","0.934832591321794","0.928755083101998","0.949550270419207","","",
"Belize","BLZ","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","0.442825079055221","0.351809407705133","0.637259007895879","0.543253128501873","0.699990826107373","0.667099225539511","0.609038622049533","0.870775652787524","0.688142908298038","0.865153709334198","0.73622799417668","0.836949122107627","0.837238485411586","0.739261979701619","0.683537495634884","0.754092489997624","0.754349126687209","0.796873151863967","0.806756107301722","0.724916326434606","0.582992348428673","0.554285241454058","0.521589933719763","0.533013369489641","0.522705281448612","0.57251542791437","0.589782168532258","0.589670223308854","0.589077844079371","0.628584614226645","0.619011353591697","0.72363300087829","0.750889089652515","0.650023857143172","0.634887147756498","0.644839823187787","0.497546748607296","0.613990343744756","0.578985681685304","0.484947472045597","0.47094442867325","0.529861702846367","0.496373868676049","0.4452685903234","0.366593668541467","0.38413304187819","0.39763730625552","0.411129978216156","0.374779407106379","1.09198123429626","0.406628898389122","0.455960358847581","0.479984012002214","0.34334859648014","0.323424557351311","0.424454267689591","0.418156996805579","0.410711066580694","0.417523032858295","","",
"Bermuda","BMU","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","0.106447411726967","0.113512626807159","0.0973374125089278","0.0918275363578569","0.11086606109266","0.094283678599398","0.0925369481078444","0.0861482090174278","0.0887360240412349","0.0759434606929893","0.0820171795979466","0.0805704288419566","0.0866726967322039","0.143580348362379","0.148466815990299","0.147805333569921","0.138933981651446","0.127096840054931","0.117194460954492","0.124620616573305","0.109035546679578","0.0948654003942716","0.102049025306203","0.11393365528959","0.111544101734873","0.115705956594096","0.101419093051226","0.132604534445187","0.143773345543395","0.173229554751827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","0.27327463171369","0.277451378052841","0.27759561051658","0.286785860678872","0.336712356655715","0.327298315330547","0.341721149834734","0.35976343827349","0.381598091564985","0.427362022699301","0.396184058941062","0.46441109892552","0.501743882292475","0.459408429341507","0.453861697740747","0.488211756522882","0.526539415490399","0.490760305115748","0.539524536711905","0.507758893956796","0.507250183234468","0.519366628016234","0.49060827349797","0.504377133403086","0.476018161026515","0.494238555924741","0.464457406688799","0.483656769645505","0.502483675193727","0.561183820926545","0.609937337002234","0.58860290344844","0.68444498467162","0.752669802398081","0.831295196584584","0.730892692193878","0.683512817506161","0.6640810870864","0.65748104845651","0.605261630422965","0.593421282410182","0.575570281964597","0.585812312204077","0.631333215279017","0.626664028591661","0.641539908502826","0.678436981981343","0.699983862255277","0.713113527658609","0.734994774435181","0.765408763356826","0.795754058117486","0.793793074785869","0.799725869963494","0.824098187746102","0.795275973811701","0.807598626518078","0.79803709875565","0.781527080638982","","",
"Brazil","BRA","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","0.190172348080109","0.180890620795957","0.187618773079863","0.192647677577992","0.189902507851265","0.183179927808781","0.200535519979175","0.196753901610709","0.206528740269726","0.204964075102612","0.209549646332111","0.206103125820061","0.204950071723644","0.208273789032496","0.206855211405016","0.207177652347582","0.193683308636267","0.194471086173009","0.204525369311724","0.203903616657006","0.18565464328855","0.178322205778547","0.177675664169364","0.178024341026133","0.171320420681624","0.170407487237095","0.173155140237116","0.174405398847189","0.176127080384508","0.174330831411451","0.166660501974992","0.169908651606554","0.173600990192387","0.171045919932147","0.168073476245855","0.174536798610122","0.185899208330056","0.192522676327538","0.198178647343347","0.20394477488998","0.203203207886907","0.204834015680902","0.197346658866441","0.190243879046049","0.190006370728006","0.186223812163474","0.181007466750287","0.179611454777454","0.180940153401113","0.170784606397608","0.180060258677194","0.181620139257815","0.192995173715987","0.200263704487601","0.209130476566308","0.205348079230864","0.195468040662219","0.196377859564836","0.183444951233072","","",
"Barbados","BRB","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","0.179970577312689","0.212206851700723","0.190222006226113","0.203789584697498","0.207589102157877","0.183453773790493","0.197202396609674","0.204298823178907","0.202190476190476","0.213755922693267","0.225084398976982","0.25210625","0.259592241257256","0.260121170300856","0.2522896","0.254849420849421","0.260881139358445","0.271468144044321","0.346600088118666","0.288503569867405","0.294243679474361","0.299635956314758","0.28817667654188","0.300848547184366","0.314823996033714","0.32118591723286","0.293317563571851","0.319806178073895","0.329326923076923","0.32466768615457","0.315508641688899","0.316893550546753","0.309767147824255","0.305154639175258","0.364455364455364","0.996548748921484","0.350993377483444","0.37115235026114","0.493413708417057","0.335144927536232","0.292483845369006","0.285492973331858","0.282906813519058","0.257925846319183","0.270241055021079","","",
"Brunei Darussalam","BRN","CO2 emissions (kg per 2010 US$ of GDP)","EN.ATM.CO2E.KD.GD","","","","","","","","","","","","","","","1.1566444030976","0.997118846587278","0.706088180059676","0.675726467621306","0.944188633289321","0.600725633458361","0.597530454290589","0.159224711584046","0.218097109580448","0.280477331535971","0.197581212473017","0.271518983054285","0.24716711944915","0.349729842058943","0.595923321829296","0.668854525274422","0.408605352944788","0.341572219133776","0.346314505995132","0.372191513743308","0.386016607229892","0.401596918081468","0.408577936339094","0.448134590045455","0.381592936236798","0.359981342681106","0.370056333024325","0.350416658616848","0.341267604505906","0.399333559588182","0.372354740066594","0.363378436657673","0.521384719413769","0.493181050189437","0.530877506117378","0.556131682813689","0.500460674157303","0.492941464672512","0.496844431951755","0.499805232102762","0.509013211737406","0.43843469458407","0.481902071991415","0.497841654196708","0.52946848605816","","",
