"","Months","Baseline","Liquidating.illiquid.financial.assets","X50..income.support","Debt.relief"
"1",0,0.0641682849094383,0.0451011819385659,0,0.0621247870951376
"2",0.1,0.0978631872665188,0.0709228915606471,0,0.0903899477474728
"3",0.2,0.119375184920263,0.0871964750642568,0,0.108352134583649
"4",0.3,0.13875107595701,0.102223557357499,0,0.123902095935331
"5",0.4,0.157680748844495,0.116634011749291,0,0.139727981759575
"6",0.5,0.175403678542964,0.130170444969427,0,0.15391615162682
"7",0.6,0.192029250737095,0.141422083007373,0,0.167133269609678
"8",0.7,0.207923891760688,0.153094935588222,0,0.180372782500339
"9",0.8,0.223319426659597,0.164898930890744,0,0.193823169701156
"10",0.9,0.236472495516392,0.174383511786665,0,0.204320023312441
"11",1,0.248303002515787,0.183746513800664,0,0.21475069940914
"12",1.1,0.260737134851312,0.192069626603383,0,0.225400778578783
"13",1.2,0.271519971336822,0.201216686023323,0,0.235671494039698
"14",1.3,0.28154183176327,0.208536895750286,0,0.244116071586148
"15",1.4,0.290553210111773,0.214347349813857,0,0.251794211434822
"16",1.5,0.299414248988798,0.22185260330554,0,0.259396824657231
"17",1.6,0.309346470438342,0.228798537792535,0,0.267554537352336
"18",1.7,0.318251769050017,0.234557232572529,0,0.274685857406914
"19",1.8,0.324835469178415,0.239691742203013,0,0.281011380670338
"20",1.9,0.333527152066522,0.246194080962798,0,0.287554166657227
"21",2,0.343458806108178,0.253531343698113,0,0.295226493023481
"22",2.1,0.350733218667918,0.258854495868497,0,0.301834207716414
"23",2.2,0.358135359035523,0.263419237895878,0,0.308001587047971
"24",2.3,0.365448066640317,0.268979116650125,0,0.314423423777152
"25",2.4,0.372926340699297,0.274190780558143,0,0.320736348758026
"26",2.5,0.380144841716687,0.279057591416038,0,0.326420503314344
"27",2.6,0.387208541124947,0.283818606640573,0,0.332040863508145
"28",2.7,0.394387725312177,0.288744905931158,0,0.33666857114443
"29",2.8,0.400393705775324,0.293273375921396,0,0.341978472809615
"30",2.9,0.407528863170574,0.298483629517463,0,0.347395109724929
"31",3,0.412735617625192,0.302339562668622,0,0.352956546890382
"32",3.1,0.418583543818657,0.306760883768403,0,0.357715861908807
"33",3.2,0.423970768715419,0.311720868516573,0,0.362508677408906
"34",3.3,0.429657452289616,0.315271723273977,0,0.367879885008329
"35",3.4,0.436410996183613,0.32029516310958,0,0.373332528094391
"36",3.5,0.441392567994001,0.323658404288188,0,0.377653210857104
"37",3.6,0.447191102421915,0.327851685549366,0,0.382395947567373
"38",3.7,0.451791413959776,0.331169162307559,0,0.386809341694118
"39",3.8,0.456300423406015,0.334752787882768,0,0.391266429108549
"40",3.9,0.460789596964315,0.337635461956891,0,0.395137446044244
"41",4,0.467047293320236,0.34148252122252,0,0.40072860656577
"42",4.1,0.471542591579594,0.345379196267072,0,0.404919853330783
"43",4.2,0.475844266074696,0.348509366253557,0,0.408996537982304
"44",4.3,0.479975722233,0.35230715547264,0,0.412551384619201
"45",4.4,0.485228034919579,0.355772169763863,0,0.417082165865461
"46",4.5,0.489854724183167,0.35872448799088,0,0.421046043726429
"47",4.6,0.493920033060508,0.361806507987986,0,0.424624711192344
"48",4.7,0.498674452859946,0.365247591921707,0,0.429187000559153
"49",4.8,0.504276271357388,0.36889262141261,0,0.433580769389575
"50",4.9,0.508355627245492,0.371609708437689,0,0.437368589258274
"51",5,0.51309369204422,0.375536248624075,0,0.442315444825859
"52",5.1,0.516429080567458,0.378112378242694,0,0.444968144233778
"53",5.2,0.519717225964456,0.380685901552735,0,0.447910089573873
"54",5.3,0.523410125429741,0.383771196683994,0,0.451312018517976
"55",5.4,0.52730474010785,0.387443197373114,0,0.454603426521847
"56",5.5,0.530131635129912,0.389981227134633,0,0.457718324456169
"57",5.6,0.534111945166101,0.392970694695409,0,0.46145255270501
"58",5.7,0.53822445140093,0.395278674627597,0,0.465048206333806
"59",5.8,0.541079296726835,0.398398844142035,0,0.467918860514229
"60",5.9,0.54423346385448,0.400801985783282,0,0.471149205613408
"61",6,0.54773760351919,0.405015469888872,0,0.474966932861085
"62",6.1,0.550798447942217,0.407449509494438,0.000692195122730749,0.477829021092585
"63",6.2,0.554483227369735,0.409666169063601,0.00208690141380167,0.481356201764438
"64",6.3,0.5580672048046,0.412392762277312,0.00342665870413389,0.484667041162086
"65",6.4,0.561403763357564,0.415458899086635,0.00435583656602961,0.487931245322632
"66",6.5,0.564428018902658,0.418028195231147,0.00698143241242313,0.490370072960517
"67",6.6,0.567788386430921,0.421244300041546,0.00875309347823176,0.493151819225315
"68",6.7,0.572049282142721,0.425824824299858,0.0110391329340958,0.497557877328835
"69",6.8,0.575147882377203,0.42854023843074,0.0128999777185125,0.500534357805161
"70",6.9,0.578402261704274,0.43105008845938,0.0152111371116463,0.503501742546067
