"","Months","Baseline","Liquidating.illiquid.financial.assets","X50..income.support","Debt.relief"
"71",7,0.581304531054575,0.433275720758202,0.0177938056445612,0.505973738712628
"72",7.1,0.584525390816792,0.435370983699187,0.0199374381423006,0.508872132528484
"73",7.2,0.587205842520239,0.437853074432655,0.0228774568778824,0.512155488877235
"74",7.3,0.589474782471486,0.440355813184462,0.0260144964770931,0.514886237294053
"75",7.4,0.593752026968016,0.443396040121831,0.0287767452560283,0.518844092381212
"76",7.5,0.596562010510412,0.445899556274326,0.0323091033641051,0.52190035519366
"77",7.6,0.598881946989481,0.447875212941699,0.0361120770483355,0.524076873979813
"78",7.7,0.60221345865648,0.450748402734851,0.0390524670712945,0.527821059256634
"79",7.8,0.604564579962265,0.452557987654142,0.0418610807307871,0.530295350806965
"80",7.9,0.607227478100509,0.454848475880573,0.0455589479327424,0.532676065704215
"81",8,0.610631662665952,0.45735903572931,0.0491766361769782,0.535641063220124
"82",8.1,0.612965501153435,0.459625312063744,0.0522784959841599,0.538470522240887
"83",8.2,0.615737990197834,0.462183125951404,0.0553058845514436,0.540977681228648
"84",8.3,0.617708055838567,0.464279656554964,0.059016481679071,0.543485646200082
"85",8.4,0.620070926250389,0.466963445726602,0.0621985078420423,0.546302192596259
"86",8.5,0.622001341616147,0.468568671638996,0.0662734903106285,0.548221926313091
"87",8.6,0.62509254094982,0.470392606001372,0.0699491126669057,0.551006920414907
"88",8.7,0.627160719383746,0.472154773615561,0.0731200281518226,0.553291329126442
"89",8.8,0.628934340557124,0.475327464890065,0.0777817013754394,0.555161111829115
"90",8.9,0.630870414793317,0.4779789282566,0.0813052444831184,0.55757482673923
"91",9,0.633470008506173,0.480248039972002,0.0853830800629639,0.561289846394797
"92",9.1,0.636105347052775,0.482628775643642,0.0886685297977083,0.563534406900222
"93",9.2,0.638605787274677,0.484437449903645,0.0936574024738104,0.565989796452071
"94",9.3,0.640722774376344,0.486287473910971,0.0977271524192412,0.568857182227249
"95",9.4,0.643312726858044,0.488156065697315,0.101927188137065,0.571383242689052
"96",9.5,0.645340286908222,0.490362262267013,0.105560167474764,0.573521582928909
"97",9.6,0.648174656350497,0.492393924916272,0.109773233264009,0.576513732111344
"98",9.7,0.649794495917077,0.494065543841388,0.113686922471579,0.578530669640542
"99",9.8,0.651770952513606,0.496000304570412,0.118435717298424,0.580171693859815
"100",9.9,0.653435882997511,0.497384573270412,0.122302942203322,0.581745843061925
"101",10,0.656833421956139,0.500064769446564,0.127021804438121,0.584801674826555
"102",10.1,0.658158630252377,0.501424925464112,0.129971065140277,0.586252861680271
"103",10.2,0.660192365577253,0.503655013562459,0.134822109260433,0.587655366896465
"104",10.3,0.662015956416184,0.505015957269438,0.138433931261147,0.589538339290394
"105",10.4,0.6633545886405,0.506515360141539,0.143033743092929,0.591162210016967
"106",10.5,0.664912995179171,0.508449608395842,0.147428368058453,0.59267072032428
"107",10.6,0.666890211332936,0.510375515907823,0.151023672727529,0.594670372561125
"108",10.7,0.668933614364837,0.511898789024414,0.154711028367259,0.596293519078489
"109",10.8,0.670640131085815,0.513069243039953,0.159076533038737,0.598064734527656
"110",10.9,0.672299158138978,0.514931215759266,0.16311080938741,0.599581122283844
"111",11,0.673917781289769,0.516893096233698,0.166933338617792,0.60144924651658
"112",11.1,0.675885644371518,0.518801390085864,0.171803211656016,0.60288511797392
"113",11.2,0.67728103642621,0.520114361746426,0.175820319808263,0.60456405949538
"114",11.3,0.679124057394972,0.521772741410363,0.179855520506817,0.606693839330462
"115",11.4,0.681140236186137,0.523462677843228,0.183713308685293,0.608457449999608
"116",11.5,0.682683096227358,0.525116772387101,0.187247325620574,0.609987869004163
"117",11.6,0.684524448555165,0.526696645344072,0.191680537134739,0.611724824732714
"118",11.7,0.686028876958501,0.527991359255652,0.195566193099588,0.613341416905854
"119",11.8,0.687391692688734,0.529598508210216,0.199470217380098,0.614813928849634
"120",11.9,0.688982796676164,0.5311977118369,0.203356559603559,0.616044935825744
"121",12,0.691075992191092,0.533068685640517,0.206737837704122,0.618674852120279
