"","Months","Containment","Income support","Debt relief"
"1",0.0333333333333333,23.8336363636364,0.181818181818182,0.272727272727273
"2",0.0666666666666667,26.6309090909091,0.363636363636364,0.363636363636364
"3",0.1,29.6609090909091,0.363636363636364,0.363636363636364
"4",0.133333333333333,29.8363636363636,0.363636363636364,0.454545454545455
"5",0.166666666666667,34.0327272727273,0.363636363636364,0.454545454545455
"6",0.2,36.7136363636364,0.363636363636364,0.454545454545455
"7",0.233333333333333,38.1109090909091,0.363636363636364,0.454545454545455
"8",0.266666666666667,40.6172727272727,0.363636363636364,0.636363636363636
"9",0.3,42.3663636363636,0.363636363636364,0.636363636363636
"10",0.333333333333333,42.9481818181818,0.363636363636364,0.636363636363636
"11",0.366666666666667,43.7063636363636,0.454545454545455,0.636363636363636
"12",0.4,45.1627272727273,0.545454545454545,1
"13",0.433333333333333,46.62,0.545454545454545,1
"14",0.466666666666667,46.9690909090909,0.545454545454545,1.09090909090909
"15",0.5,48.9518181818182,0.545454545454545,1.09090909090909
"16",0.533333333333333,52.8263636363636,0.545454545454545,1.09090909090909
"17",0.566666666666667,53.9336363636364,0.636363636363636,1.09090909090909
"18",0.6,56.7309090909091,0.636363636363636,1.18181818181818
"19",0.633333333333333,58.2172727272727,0.636363636363636,1.18181818181818
"20",0.666666666666667,57.6054545454545,0.636363636363636,1.18181818181818
"21",0.7,57.6054545454545,0.636363636363636,1.18181818181818
"22",0.733333333333333,58.6254545454545,0.636363636363636,1.18181818181818
"23",0.766666666666667,60.3736363636364,0.909090909090909,1.18181818181818
"24",0.8,61.8881818181818,0.909090909090909,1.18181818181818
"25",0.833333333333333,62.2381818181818,0.909090909090909,1.18181818181818
"26",0.866666666666667,62.8209090909091,0.909090909090909,1.18181818181818
"27",0.9,62.8209090909091,1,1.18181818181818
"28",0.933333333333333,63.0545454545455,1,1.18181818181818
"29",0.966666666666667,63.0545454545455,1,1.18181818181818
"30",1,63.1118181818182,1,1.18181818181818
"31",1.03333333333333,63.1118181818182,1,1.18181818181818
"32",1.06666666666667,63.1118181818182,1,1.18181818181818
"33",1.1,63.2281818181818,1,1.18181818181818
"34",1.13333333333333,63.2281818181818,1,1.18181818181818
"35",1.16666666666667,63.8109090909091,1,1.18181818181818
"36",1.2,64.1609090909091,1,1.18181818181818
"37",1.23333333333333,65.0645454545455,1.18181818181818,1.18181818181818
"38",1.26666666666667,65.0645454545455,1.18181818181818,1.18181818181818
"39",1.3,66.1136363636364,1.18181818181818,1.18181818181818
"40",1.33333333333333,66.6381818181818,1.18181818181818,1.18181818181818
"41",1.36666666666667,66.6381818181818,1.18181818181818,1.18181818181818
"42",1.4,66.6381818181818,1.27272727272727,1.18181818181818
"43",1.43333333333333,66.93,1.27272727272727,1.18181818181818
"44",1.46666666666667,66.6963636363636,1.27272727272727,1.18181818181818
"45",1.5,66.6963636363636,1.27272727272727,1.18181818181818
"46",1.53333333333333,66.6963636363636,1.27272727272727,1.18181818181818
"47",1.56666666666667,66.6963636363636,1.27272727272727,1.18181818181818
"48",1.6,66.8418181818182,1.27272727272727,1.18181818181818
"49",1.63333333333333,67.1045454545455,1.27272727272727,1.27272727272727
"50",1.66666666666667,67.4536363636364,1.27272727272727,1.27272727272727
"51",1.7,68.0363636363636,1.27272727272727,1.27272727272727
"52",1.73333333333333,68.3863636363636,1.27272727272727,1.27272727272727
"53",1.76666666666667,67.9781818181818,1.27272727272727,1.27272727272727
"54",1.8,67.5127272727273,1.27272727272727,1.27272727272727
"55",1.83333333333333,66.7545454545455,1.27272727272727,1.27272727272727
"56",1.86666666666667,66.7545454545455,1.27272727272727,1.27272727272727
"57",1.9,66.5790909090909,1.27272727272727,1.27272727272727
"58",1.93333333333333,66.9281818181818,1.27272727272727,1.27272727272727
"59",1.96666666666667,67.57,1.27272727272727,1.27272727272727
"60",2,67.4536363636364,1.27272727272727,1.27272727272727
"61",2.03333333333333,67.3663636363636,1.27272727272727,1.27272727272727
"62",2.06666666666667,66.4636363636364,1.27272727272727,1.27272727272727
"63",2.1,66.1418181818182,1.27272727272727,1.27272727272727
"64",2.13333333333333,65.7336363636364,1.09090909090909,1.27272727272727
"65",2.16666666666667,65.21,1.27272727272727,1.45454545454545
"66",2.2,65.21,1.27272727272727,1.45454545454545
"67",2.23333333333333,63.5490909090909,1.27272727272727,1.45454545454545
"68",2.26666666666667,63.0536363636364,1.27272727272727,1.45454545454545
"69",2.3,63.0536363636364,1.27272727272727,1.45454545454545
"70",2.33333333333333,62.9372727272727,1.27272727272727,1.45454545454545
"71",2.36666666666667,63.3736363636364,1.27272727272727,1.45454545454545
"72",2.4,62.6745454545455,1.27272727272727,1.45454545454545
"73",2.43333333333333,62.4418181818182,1.27272727272727,1.45454545454545
"74",2.46666666666667,62.4418181818182,1.27272727272727,1.45454545454545
"75",2.5,62.4418181818182,1.27272727272727,1.45454545454545
"76",2.53333333333333,62.3836363636364,1.27272727272727,1.45454545454545
"77",2.56666666666667,62.3836363636364,1.27272727272727,1.45454545454545
"78",2.6,60.8681818181818,1.27272727272727,1.45454545454545
"79",2.63333333333333,60.6354545454545,1.27272727272727,1.45454545454545
"80",2.66666666666667,60.6354545454545,1.27272727272727,1.63636363636364
"81",2.7,60.1109090909091,1.36363636363636,1.63636363636364
"82",2.73333333333333,59.5863636363636,1.36363636363636,1.63636363636364
"83",2.76666666666667,59.3527272727273,1.36363636363636,1.63636363636364
"84",2.8,57.1972727272727,1.27272727272727,1.63636363636364
"85",2.83333333333333,57.1972727272727,1.27272727272727,1.63636363636364
