"","Months","Baseline","Liquidating.illiquid.financial.assets","X50..income.support","Debt.relief"
"91",9,0.803438496291706,0.736760827707456,0.182544673095727,0.795961325587479
"92",9.1,0.804632964749928,0.73847447440344,0.188332215287134,0.79741949867194
"93",9.2,0.805839268359696,0.739544862508684,0.193742831340329,0.798612036183346
"94",9.3,0.807088164907432,0.741234816523908,0.200865369704451,0.799833648868013
"95",9.4,0.808722030232364,0.74319959883231,0.207083908565658,0.801638562214865
"96",9.5,0.809748459442953,0.744214951359488,0.213496039949993,0.80271389302103
"97",9.6,0.811066469107329,0.745910795653714,0.21948045766724,0.804066482693675
"98",9.7,0.811870171955652,0.747237543729856,0.224990391257348,0.804949749761899
"99",9.8,0.812736040503262,0.74835361253289,0.231096391451355,0.805768950904258
"100",9.9,0.814302632314641,0.750163184811185,0.236957450908933,0.807235911373226
"101",10,0.815938933313199,0.751898772246103,0.244292417525599,0.808946527748084
"102",10.1,0.817133104885807,0.753280444789351,0.250032985902816,0.810276489534819
"103",10.2,0.818112299807347,0.75453969392046,0.256720389648175,0.811503620708997
"104",10.3,0.819514779957681,0.756493559757677,0.262100782725834,0.812941451473208
"105",10.4,0.820395624243935,0.757640243763685,0.269806376869737,0.813841597189854
"106",10.5,0.821242573105014,0.758732441223982,0.275043267779399,0.815322251941579
"107",10.6,0.821993432709929,0.759777776166642,0.28062494490156,0.816039287819792
"108",10.7,0.822886423012988,0.760737884799693,0.285681493297281,0.816865628824509
"109",10.8,0.824261523206722,0.761918652840464,0.291946020301855,0.818218643704297
"110",10.9,0.824983805769126,0.762806825046187,0.297867557215568,0.819053320197003
"111",11,0.826985425135952,0.764334751333777,0.302764402668879,0.821093550335316
"112",11.1,0.828033233717814,0.765611467973672,0.308276231406716,0.822275391762796
"113",11.2,0.828958002651825,0.76659924143708,0.312936897857272,0.823305925237859
"114",11.3,0.829854177297205,0.767553038091063,0.319654167862888,0.824357270221126
"115",11.4,0.830793510541465,0.76839272380184,0.324275189786721,0.825289347993471
"116",11.5,0.83181435136634,0.769558410155365,0.328957183883855,0.826247008729852
"117",11.6,0.832544081785659,0.770565086620721,0.333994309401184,0.827185368759335
"118",11.7,0.833404579812521,0.771903486642098,0.339341088996482,0.828032970345765
"119",11.8,0.834612917671461,0.773418228450693,0.343626977832223,0.829349146232867
"120",11.9,0.83548434075662,0.774488536351857,0.348356060782055,0.83027605487296
"121",12,0.836775220792847,0.776074366630745,0.353776488776463,0.831625935959284
