,date,region,value
0,2018-12-30,UK,853.0
1,2018-12-30,Wales,41.31
2,2019-01-30,UK,851.0
3,2019-01-30,Wales,42.63
4,2019-02-28,UK,842.0
5,2019-02-28,Wales,44.19
6,2019-03-30,UK,838.0
7,2019-03-30,Wales,47.6
8,2019-04-30,UK,834.0
9,2019-04-30,Wales,43.0
10,2019-05-30,UK,834.0
11,2019-05-30,Wales,39.87
12,2019-06-30,UK,826.0
13,2019-06-30,Wales,38.19
14,2019-07-30,UK,826.0
15,2019-07-30,Wales,36.44
16,2019-08-30,UK,826.0
17,2019-08-30,Wales,40.25
18,2019-09-30,UK,831.0
19,2019-09-30,Wales,36.88
20,2019-10-30,UK,815.0
21,2019-10-30,Wales,34.13
22,2019-11-30,UK,807.0
23,2019-11-30,Wales,28.88
24,2019-12-30,UK,803.0
25,2019-12-30,Wales,27.88
26,2020-01-30,UK,803.0
27,2020-01-30,Wales,30.06
28,2020-02-28,UK,811.0
29,2020-02-28,Wales,32.76
30,2020-03-30,UK,785.0
31,2020-03-30,Wales,29.06
32,2020-04-30,UK,633.0
33,2020-04-30,Wales,21.73
34,2020-05-30,UK,476.0
35,2020-05-30,Wales,14.59
36,2020-06-30,UK,341.0
37,2020-06-30,Wales,10.5
38,2020-07-30,UK,381.0
39,2020-07-30,Wales,12.79
40,2020-08-30,UK,443.0
41,2020-08-30,Wales,16.82
42,2020-09-30,UK,507.0
43,2020-09-30,Wales,21.75
44,2020-10-30,UK,545.0
45,2020-10-30,Wales,22.68
46,2020-11-30,UK,564.0
47,2020-11-30,Wales,22.9
48,2020-12-30,UK,589.0
49,2020-12-30,Wales,22.57
50,2021-01-30,UK,597.0
51,2021-01-30,Wales,23.41
52,2021-02-28,UK,599.0
53,2021-02-28,Wales,26.36
