,Quarter Ending,duration,value,order
426,30-Sep-20,>39-52 weeks,36435.0,>39-52 weeks
427,30-Sep-20,>52-65 weeks,29451.0,>52-65 weeks
428,30-Sep-20,>65-78 weeks,24372.0,>65-78 weeks
429,30-Sep-20,>78-91 weeks,19891.0,>78-91 weeks
430,30-Sep-20,>91-104 weeks,15851.0,>91-104 weeks
431,30-Sep-20,>104 weeks,66397.0,>104 weeks
432,30-Sep-20,>18 weeks,0.0,>18 weeks
433,30-Sep-20,>18-52 weeks,98972.0,>18-52 weeks
434,30-Sep-20,> 13 - 26 weeks,0.0,> 13 - 26 weeks
435,30-Sep-20,>52 weeks,155962.0,2
436,30-Sep-20,> 26 weeks,0.0,> 26 weeks
437,30-Sep-20,Total Waiting,329238.0,Total Waiting
438,30-Sep-20,<9 weeks,63199.0,0
439,30-Sep-20,>9-52 weeks,110077.0,1
440,30-Sep-2008,0 - 6 weeks,51581.0,0 - 6 weeks
441,30-Sep-2008,> 6 - 9 weeks,14423.0,> 6 - 9 weeks
442,30-Sep-2008,> 9 - 13 weeks,7589.0,> 9 - 13 weeks
443,30-Sep-2008,> 9 - 12 weeks,0.0,> 9 - 12 weeks
444,30-Sep-2008,> 12-15 weeks,0.0,> 12-15 weeks
445,30-Sep-2008,> 15-18 weeks,0.0,> 15-18 weeks
446,30-Sep-2008,>18-26 weeks,0.0,>18-26 weeks
447,30-Sep-2008,>26-39 weeks,0.0,>26-39 weeks
448,30-Sep-2008,>39-52 weeks,0.0,>39-52 weeks
449,30-Sep-2008,>52-65 weeks,0.0,>52-65 weeks
450,30-Sep-2008,>65-78 weeks,0.0,>65-78 weeks
451,30-Sep-2008,>78-91 weeks,0.0,>78-91 weeks
452,30-Sep-2008,>91-104 weeks,0.0,>91-104 weeks
453,30-Sep-2008,>104 weeks,0.0,>104 weeks
454,30-Sep-2008,>18 weeks,0.0,>18 weeks
455,30-Sep-2008,>18-52 weeks,0.0,>18-52 weeks
456,30-Sep-2008,> 13 - 26 weeks,303.0,> 13 - 26 weeks
457,30-Sep-2008,>52 weeks,0.0,2
458,30-Sep-2008,> 26 weeks,14.0,> 26 weeks
459,30-Sep-2008,Total Waiting,73910.0,Total Waiting
460,30-Sep-2008,<9 weeks,73910.0,0
461,30-Sep-2008,>9-52 weeks,0.0,1
462,30-Sep-2009,0 - 6 weeks,53822.0,0 - 6 weeks
463,30-Sep-2009,> 6 - 9 weeks,15326.0,> 6 - 9 weeks
464,30-Sep-2009,> 9 - 13 weeks,2491.0,> 9 - 13 weeks
465,30-Sep-2009,> 9 - 12 weeks,0.0,> 9 - 12 weeks
466,30-Sep-2009,> 12-15 weeks,0.0,> 12-15 weeks
467,30-Sep-2009,> 15-18 weeks,0.0,> 15-18 weeks
468,30-Sep-2009,>18-26 weeks,0.0,>18-26 weeks
469,30-Sep-2009,>26-39 weeks,0.0,>26-39 weeks
470,30-Sep-2009,>39-52 weeks,0.0,>39-52 weeks
471,30-Sep-2009,>52-65 weeks,0.0,>52-65 weeks
472,30-Sep-2009,>65-78 weeks,0.0,>65-78 weeks
473,30-Sep-2009,>78-91 weeks,0.0,>78-91 weeks
474,30-Sep-2009,>91-104 weeks,0.0,>91-104 weeks
475,30-Sep-2009,>104 weeks,0.0,>104 weeks
476,30-Sep-2009,>18 weeks,0.0,>18 weeks
477,30-Sep-2009,>18-52 weeks,0.0,>18-52 weeks
478,30-Sep-2009,> 13 - 26 weeks,1809.0,> 13 - 26 weeks
479,30-Sep-2009,>52 weeks,0.0,2
480,30-Sep-2009,> 26 weeks,259.0,> 26 weeks
481,30-Sep-2009,Total Waiting,73707.0,Total Waiting
482,30-Sep-2009,<9 weeks,73707.0,0
483,30-Sep-2009,>9-52 weeks,0.0,1
484,30-Sep-2010,0 - 6 weeks,56690.0,0 - 6 weeks
485,30-Sep-2010,> 6 - 9 weeks,19819.0,> 6 - 9 weeks
486,30-Sep-2010,> 9 - 13 weeks,16357.0,> 9 - 13 weeks
487,30-Sep-2010,> 9 - 12 weeks,0.0,> 9 - 12 weeks
488,30-Sep-2010,> 12-15 weeks,0.0,> 12-15 weeks
489,30-Sep-2010,> 15-18 weeks,0.0,> 15-18 weeks
490,30-Sep-2010,>18-26 weeks,0.0,>18-26 weeks
491,30-Sep-2010,>26-39 weeks,0.0,>26-39 weeks
492,30-Sep-2010,>39-52 weeks,0.0,>39-52 weeks
493,30-Sep-2010,>52-65 weeks,0.0,>52-65 weeks
494,30-Sep-2010,>65-78 weeks,0.0,>65-78 weeks
495,30-Sep-2010,>78-91 weeks,0.0,>78-91 weeks
496,30-Sep-2010,>91-104 weeks,0.0,>91-104 weeks
497,30-Sep-2010,>104 weeks,0.0,>104 weeks
498,30-Sep-2010,>18 weeks,0.0,>18 weeks
499,30-Sep-2010,>18-52 weeks,0.0,>18-52 weeks
500,30-Sep-2010,> 13 - 26 weeks,30260.0,> 13 - 26 weeks
501,30-Sep-2010,>52 weeks,0.0,2
502,30-Sep-2010,> 26 weeks,5709.0,> 26 weeks
503,30-Sep-2010,Total Waiting,128835.0,Total Waiting
504,30-Sep-2010,<9 weeks,128835.0,0
505,30-Sep-2010,>9-52 weeks,0.0,1
506,30-Sep-2011,0 - 6 weeks,54567.0,0 - 6 weeks
507,30-Sep-2011,> 6 - 9 weeks,17255.0,> 6 - 9 weeks
508,30-Sep-2011,> 9 - 13 weeks,0.0,> 9 - 13 weeks
509,30-Sep-2011,> 9 - 12 weeks,10299.0,> 9 - 12 weeks
510,30-Sep-2011,> 12-15 weeks,10895.0,> 12-15 weeks
511,30-Sep-2011,> 15-18 weeks,8595.0,> 15-18 weeks
512,30-Sep-2011,>18-26 weeks,0.0,>18-26 weeks
513,30-Sep-2011,>26-39 weeks,0.0,>26-39 weeks
514,30-Sep-2011,>39-52 weeks,0.0,>39-52 weeks
515,30-Sep-2011,>52-65 weeks,0.0,>52-65 weeks
516,30-Sep-2011,>65-78 weeks,0.0,>65-78 weeks
517,30-Sep-2011,>78-91 weeks,0.0,>78-91 weeks
518,30-Sep-2011,>91-104 weeks,0.0,>91-104 weeks
519,30-Sep-2011,>104 weeks,0.0,>104 weeks
520,30-Sep-2011,>18 weeks,29172.0,>18 weeks
521,30-Sep-2011,>18-52 weeks,0.0,>18-52 weeks
522,30-Sep-2011,> 13 - 26 weeks,0.0,> 13 - 26 weeks
523,30-Sep-2011,>52 weeks,0.0,2
524,30-Sep-2011,> 26 weeks,0.0,> 26 weeks
525,30-Sep-2011,Total Waiting,130783.0,Total Waiting
526,30-Sep-2011,<9 weeks,118184.0,0
527,30-Sep-2011,>9-52 weeks,12599.0,1
528,30-Sep-2012,0 - 6 weeks,56372.0,0 - 6 weeks
529,30-Sep-2012,> 6 - 9 weeks,18441.0,> 6 - 9 weeks
530,30-Sep-2012,> 9 - 13 weeks,0.0,> 9 - 13 weeks
531,30-Sep-2012,> 9 - 12 weeks,9971.0,> 9 - 12 weeks
532,30-Sep-2012,> 12-15 weeks,8629.0,> 12-15 weeks
533,30-Sep-2012,> 15-18 weeks,5236.0,> 15-18 weeks
534,30-Sep-2012,>18-26 weeks,0.0,>18-26 weeks
535,30-Sep-2012,>26-39 weeks,0.0,>26-39 weeks
536,30-Sep-2012,>39-52 weeks,0.0,>39-52 weeks
537,30-Sep-2012,>52-65 weeks,0.0,>52-65 weeks
538,30-Sep-2012,>65-78 weeks,0.0,>65-78 weeks
539,30-Sep-2012,>78-91 weeks,0.0,>78-91 weeks
540,30-Sep-2012,>91-104 weeks,0.0,>91-104 weeks
541,30-Sep-2012,>104 weeks,0.0,>104 weeks
542,30-Sep-2012,>18 weeks,9199.0,>18 weeks
543,30-Sep-2012,>18-52 weeks,0.0,>18-52 weeks
544,30-Sep-2012,> 13 - 26 weeks,0.0,> 13 - 26 weeks
545,30-Sep-2012,>52 weeks,0.0,2
546,30-Sep-2012,> 26 weeks,0.0,> 26 weeks
547,30-Sep-2012,Total Waiting,107848.0,Total Waiting
548,30-Sep-2012,<9 weeks,94484.0,0
549,30-Sep-2012,>9-52 weeks,13364.0,1
550,30-Sep-2013,0 - 6 weeks,60547.0,0 - 6 weeks
551,30-Sep-2013,> 6 - 9 weeks,19014.0,> 6 - 9 weeks
552,30-Sep-2013,> 9 - 13 weeks,0.0,> 9 - 13 weeks
553,30-Sep-2013,> 9 - 12 weeks,10284.0,> 9 - 12 weeks
554,30-Sep-2013,> 12-15 weeks,8768.0,> 12-15 weeks
555,30-Sep-2013,> 15-18 weeks,4072.0,> 15-18 weeks
556,30-Sep-2013,>18-26 weeks,0.0,>18-26 weeks
557,30-Sep-2013,>26-39 weeks,0.0,>26-39 weeks
558,30-Sep-2013,>39-52 weeks,0.0,>39-52 weeks
559,30-Sep-2013,>52-65 weeks,0.0,>52-65 weeks
560,30-Sep-2013,>65-78 weeks,0.0,>65-78 weeks
561,30-Sep-2013,>78-91 weeks,0.0,>78-91 weeks
562,30-Sep-2013,>91-104 weeks,0.0,>91-104 weeks
563,30-Sep-2013,>104 weeks,0.0,>104 weeks
564,30-Sep-2013,>18 weeks,6791.0,>18 weeks
565,30-Sep-2013,>18-52 weeks,0.0,>18-52 weeks
566,30-Sep-2013,> 13 - 26 weeks,0.0,> 13 - 26 weeks
567,30-Sep-2013,>52 weeks,0.0,2
568,30-Sep-2013,> 26 weeks,0.0,> 26 weeks
569,30-Sep-2013,Total Waiting,109476.0,Total Waiting
570,30-Sep-2013,<9 weeks,94496.0,0
571,30-Sep-2013,>9-52 weeks,14980.0,1
572,30-Sep-2014,0 - 6 weeks,61480.0,0 - 6 weeks
573,30-Sep-2014,> 6 - 9 weeks,20467.0,> 6 - 9 weeks
574,30-Sep-2014,> 9 - 13 weeks,0.0,> 9 - 13 weeks
575,30-Sep-2014,> 9 - 12 weeks,15807.0,> 9 - 12 weeks
576,30-Sep-2014,> 12-15 weeks,16362.0,> 12-15 weeks
577,30-Sep-2014,> 15-18 weeks,12799.0,> 15-18 weeks
578,30-Sep-2014,>18-26 weeks,0.0,>18-26 weeks
579,30-Sep-2014,>26-39 weeks,0.0,>26-39 weeks
580,30-Sep-2014,>39-52 weeks,0.0,>39-52 weeks
581,30-Sep-2014,>52-65 weeks,0.0,>52-65 weeks
582,30-Sep-2014,>65-78 weeks,0.0,>65-78 weeks
583,30-Sep-2014,>78-91 weeks,0.0,>78-91 weeks
584,30-Sep-2014,>91-104 weeks,0.0,>91-104 weeks
585,30-Sep-2014,>104 weeks,0.0,>104 weeks
586,30-Sep-2014,>18 weeks,28643.0,>18 weeks
587,30-Sep-2014,>18-52 weeks,0.0,>18-52 weeks
588,30-Sep-2014,> 13 - 26 weeks,0.0,> 13 - 26 weeks
589,30-Sep-2014,>52 weeks,0.0,2
590,30-Sep-2014,> 26 weeks,0.0,> 26 weeks
591,30-Sep-2014,Total Waiting,155558.0,Total Waiting
592,30-Sep-2014,<9 weeks,136188.0,0
593,30-Sep-2014,>9-52 weeks,19370.0,1
594,30-Sep-21,0 - 6 weeks,44919.0,0 - 6 weeks
595,30-Sep-21,> 6 - 9 weeks,14456.0,> 6 - 9 weeks
596,30-Sep-21,> 9 - 13 weeks,0.0,> 9 - 13 weeks
597,30-Sep-21,> 9 - 12 weeks,11886.0,> 9 - 12 weeks
598,30-Sep-21,> 12-15 weeks,12844.0,> 12-15 weeks
599,30-Sep-21,> 15-18 weeks,11203.0,> 15-18 weeks
600,30-Sep-21,>18-26 weeks,25648.0,>18-26 weeks
601,30-Sep-21,>26-39 weeks,30450.0,>26-39 weeks
602,30-Sep-21,>39-52 weeks,25549.0,>39-52 weeks
603,30-Sep-21,>52-65 weeks,21819.0,>52-65 weeks
604,30-Sep-21,>65-78 weeks,11374.0,>65-78 weeks
605,30-Sep-21,>78-91 weeks,28167.0,>78-91 weeks
606,30-Sep-21,>91-104 weeks,23543.0,>91-104 weeks
607,30-Sep-21,>104 weeks,110468.0,>104 weeks
608,30-Sep-21,>18 weeks,0.0,>18 weeks
609,30-Sep-21,>18-52 weeks,81647.0,>18-52 weeks
610,30-Sep-21,> 13 - 26 weeks,0.0,> 13 - 26 weeks
611,30-Sep-21,>52 weeks,195371.0,2
612,30-Sep-21,> 26 weeks,0.0,> 26 weeks
613,30-Sep-21,Total Waiting,372326.0,Total Waiting
614,30-Sep-21,<9 weeks,81781.0,0
615,30-Sep-21,>9-52 weeks,95174.0,1
616,31-Dec-15,0 - 6 weeks,51222.0,0 - 6 weeks
617,31-Dec-15,> 6 - 9 weeks,19505.0,> 6 - 9 weeks
618,31-Dec-15,> 9 - 13 weeks,0.0,> 9 - 13 weeks
619,31-Dec-15,> 9 - 12 weeks,16263.0,> 9 - 12 weeks
620,31-Dec-15,> 12-15 weeks,14022.0,> 12-15 weeks
621,31-Dec-15,> 15-18 weeks,11582.0,> 15-18 weeks
622,31-Dec-15,>18-26 weeks,27486.0,>18-26 weeks
623,31-Dec-15,>26-39 weeks,36296.0,>26-39 weeks
624,31-Dec-15,>39-52 weeks,26445.0,>39-52 weeks
625,31-Dec-15,>52-65 weeks,15168.0,>52-65 weeks
626,31-Dec-15,>65-78 weeks,9857.0,>65-78 weeks
627,31-Dec-15,>78-91 weeks,5283.0,>78-91 weeks
628,31-Dec-15,>91-104 weeks,1466.0,>91-104 weeks
629,31-Dec-15,>104 weeks,770.0,>104 weeks
630,31-Dec-15,>18 weeks,122771.0,>18 weeks
631,31-Dec-15,>18-52 weeks,90227.0,>18-52 weeks
632,31-Dec-15,> 13 - 26 weeks,0.0,> 13 - 26 weeks
633,31-Dec-15,>52 weeks,32544.0,2
634,31-Dec-15,> 26 weeks,0.0,> 26 weeks
635,31-Dec-15,Total Waiting,235365.0,Total Waiting
636,31-Dec-15,<9 weeks,93891.0,0
637,31-Dec-15,>9-52 weeks,108930.0,1
638,31-Dec-16,0 - 6 weeks,48928.0,0 - 6 weeks
639,31-Dec-16,> 6 - 9 weeks,18991.0,> 6 - 9 weeks
640,31-Dec-16,> 9 - 13 weeks,0.0,> 9 - 13 weeks
641,31-Dec-16,> 9 - 12 weeks,16110.0,> 9 - 12 weeks
642,31-Dec-16,> 12-15 weeks,13746.0,> 12-15 weeks
643,31-Dec-16,> 15-18 weeks,11581.0,> 15-18 weeks
644,31-Dec-16,>18-26 weeks,26595.0,>18-26 weeks
645,31-Dec-16,>26-39 weeks,38375.0,>26-39 weeks
646,31-Dec-16,>39-52 weeks,24800.0,>39-52 weeks
647,31-Dec-16,>52-65 weeks,16402.0,>52-65 weeks
648,31-Dec-16,>65-78 weeks,10843.0,>65-78 weeks
649,31-Dec-16,>78-91 weeks,7491.0,>78-91 weeks
650,31-Dec-16,>91-104 weeks,5553.0,>91-104 weeks
651,31-Dec-16,>104 weeks,6783.0,>104 weeks
652,31-Dec-16,>18 weeks,0.0,>18 weeks
653,31-Dec-16,>18-52 weeks,89770.0,>18-52 weeks
654,31-Dec-16,> 13 - 26 weeks,0.0,> 13 - 26 weeks
655,31-Dec-16,>52 weeks,47072.0,2
656,31-Dec-16,> 26 weeks,0.0,> 26 weeks
657,31-Dec-16,Total Waiting,246198.0,Total Waiting
658,31-Dec-16,<9 weeks,91081.0,0
659,31-Dec-16,>9-52 weeks,108045.0,1
660,31-Dec-17,0 - 6 weeks,47096.0,0 - 6 weeks
661,31-Dec-17,> 6 - 9 weeks,17474.0,> 6 - 9 weeks
662,31-Dec-17,> 9 - 13 weeks,0.0,> 9 - 13 weeks
663,31-Dec-17,> 9 - 12 weeks,14694.0,> 9 - 12 weeks
664,31-Dec-17,> 12-15 weeks,12678.0,> 12-15 weeks
665,31-Dec-17,> 15-18 weeks,10723.0,> 15-18 weeks
666,31-Dec-17,>18-26 weeks,25202.0,>18-26 weeks
667,31-Dec-17,>26-39 weeks,35328.0,>26-39 weeks
668,31-Dec-17,>39-52 weeks,27707.0,>39-52 weeks
669,31-Dec-17,>52-65 weeks,21395.0,>52-65 weeks
670,31-Dec-17,>65-78 weeks,18758.0,>65-78 weeks
671,31-Dec-17,>78-91 weeks,14609.0,>78-91 weeks
672,31-Dec-17,>91-104 weeks,9129.0,>91-104 weeks
673,31-Dec-17,>104 weeks,16760.0,>104 weeks
674,31-Dec-17,>18 weeks,0.0,>18 weeks
675,31-Dec-17,>18-52 weeks,88237.0,>18-52 weeks
676,31-Dec-17,> 13 - 26 weeks,0.0,> 13 - 26 weeks
677,31-Dec-17,>52 weeks,80651.0,2
678,31-Dec-17,> 26 weeks,0.0,> 26 weeks
679,31-Dec-17,Total Waiting,271553.0,Total Waiting
680,31-Dec-17,<9 weeks,86016.0,0
681,31-Dec-17,>9-52 weeks,104886.0,1
682,31-Dec-18,0 - 6 weeks,49999.0,0 - 6 weeks
683,31-Dec-18,> 6 - 9 weeks,17954.0,> 6 - 9 weeks
684,31-Dec-18,> 9 - 13 weeks,0.0,> 9 - 13 weeks
685,31-Dec-18,> 9 - 12 weeks,15218.0,> 9 - 12 weeks
686,31-Dec-18,> 12-15 weeks,12656.0,> 12-15 weeks
687,31-Dec-18,> 15-18 weeks,10212.0,> 15-18 weeks
688,31-Dec-18,>18-26 weeks,23824.0,>18-26 weeks
689,31-Dec-18,>26-39 weeks,32305.0,>26-39 weeks
690,31-Dec-18,>39-52 weeks,24584.0,>39-52 weeks
691,31-Dec-18,>52-65 weeks,19835.0,>52-65 weeks
692,31-Dec-18,>65-78 weeks,17084.0,>65-78 weeks
693,31-Dec-18,>78-91 weeks,15657.0,>78-91 weeks
694,31-Dec-18,>91-104 weeks,12734.0,>91-104 weeks
695,31-Dec-18,>104 weeks,29643.0,>104 weeks
696,31-Dec-18,>18 weeks,0.0,>18 weeks
697,31-Dec-18,>18-52 weeks,80713.0,>18-52 weeks
698,31-Dec-18,> 13 - 26 weeks,0.0,> 13 - 26 weeks
699,31-Dec-18,>52 weeks,94953.0,2
700,31-Dec-18,> 26 weeks,0.0,> 26 weeks
701,31-Dec-18,Total Waiting,281705.0,Total Waiting
702,31-Dec-18,<9 weeks,88377.0,0
703,31-Dec-18,>9-52 weeks,98375.0,1
704,31-Dec-19,0 - 6 weeks,48042.0,0 - 6 weeks
705,31-Dec-19,> 6 - 9 weeks,18208.0,> 6 - 9 weeks
706,31-Dec-19,> 9 - 13 weeks,0.0,> 9 - 13 weeks
707,31-Dec-19,> 9 - 12 weeks,15912.0,> 9 - 12 weeks
708,31-Dec-19,> 12-15 weeks,14386.0,> 12-15 weeks
709,31-Dec-19,> 15-18 weeks,11838.0,> 15-18 weeks
710,31-Dec-19,>18-26 weeks,25060.0,>18-26 weeks
711,31-Dec-19,>26-39 weeks,34228.0,>26-39 weeks
712,31-Dec-19,>39-52 weeks,26699.0,>39-52 weeks
713,31-Dec-19,>52-65 weeks,21104.0,>52-65 weeks
714,31-Dec-19,>65-78 weeks,17981.0,>65-78 weeks
715,31-Dec-19,>78-91 weeks,16642.0,>78-91 weeks
716,31-Dec-19,>91-104 weeks,12520.0,>91-104 weeks
717,31-Dec-19,>104 weeks,43716.0,>104 weeks
718,31-Dec-19,>18 weeks,0.0,>18 weeks
719,31-Dec-19,>18-52 weeks,85987.0,>18-52 weeks
720,31-Dec-19,> 13 - 26 weeks,0.0,> 13 - 26 weeks
721,31-Dec-19,>52 weeks,111963.0,2
722,31-Dec-19,> 26 weeks,0.0,> 26 weeks
723,31-Dec-19,Total Waiting,306336.0,Total Waiting
724,31-Dec-19,<9 weeks,89926.0,0
725,31-Dec-19,>9-52 weeks,104447.0,1
726,31-Dec-20,0 - 6 weeks,35855.0,0 - 6 weeks
727,31-Dec-20,> 6 - 9 weeks,12670.0,> 6 - 9 weeks
728,31-Dec-20,> 9 - 13 weeks,0.0,> 9 - 13 weeks
729,31-Dec-20,> 9 - 12 weeks,11026.0,> 9 - 12 weeks
730,31-Dec-20,> 12-15 weeks,10604.0,> 12-15 weeks
731,31-Dec-20,> 15-18 weeks,8789.0,> 15-18 weeks
732,31-Dec-20,>18-26 weeks,20686.0,>18-26 weeks
733,31-Dec-20,>26-39 weeks,18648.0,>26-39 weeks
734,31-Dec-20,>39-52 weeks,42012.0,>39-52 weeks
735,31-Dec-20,>52-65 weeks,31373.0,>52-65 weeks
736,31-Dec-20,>65-78 weeks,26557.0,>65-78 weeks
737,31-Dec-20,>78-91 weeks,22604.0,>78-91 weeks
738,31-Dec-20,>91-104 weeks,18586.0,>91-104 weeks
739,31-Dec-20,>104 weeks,76806.0,>104 weeks
740,31-Dec-20,>18 weeks,0.0,>18 weeks
741,31-Dec-20,>18-52 weeks,81346.0,>18-52 weeks
742,31-Dec-20,> 13 - 26 weeks,0.0,> 13 - 26 weeks
743,31-Dec-20,>52 weeks,175926.0,2
744,31-Dec-20,> 26 weeks,0.0,> 26 weeks
745,31-Dec-20,Total Waiting,336216.0,Total Waiting
746,31-Dec-20,<9 weeks,66103.0,0
747,31-Dec-20,>9-52 weeks,94187.0,1
748,31-Dec-2008,0 - 6 weeks,47768.0,0 - 6 weeks
749,31-Dec-2008,> 6 - 9 weeks,15135.0,> 6 - 9 weeks
750,31-Dec-2008,> 9 - 13 weeks,5592.0,> 9 - 13 weeks
751,31-Dec-2008,> 9 - 12 weeks,0.0,> 9 - 12 weeks
752,31-Dec-2008,> 12-15 weeks,0.0,> 12-15 weeks
753,31-Dec-2008,> 15-18 weeks,0.0,> 15-18 weeks
754,31-Dec-2008,>18-26 weeks,0.0,>18-26 weeks
755,31-Dec-2008,>26-39 weeks,0.0,>26-39 weeks
756,31-Dec-2008,>39-52 weeks,0.0,>39-52 weeks
757,31-Dec-2008,>52-65 weeks,0.0,>52-65 weeks
758,31-Dec-2008,>65-78 weeks,0.0,>65-78 weeks
759,31-Dec-2008,>78-91 weeks,0.0,>78-91 weeks
760,31-Dec-2008,>91-104 weeks,0.0,>91-104 weeks
761,31-Dec-2008,>104 weeks,0.0,>104 weeks
762,31-Dec-2008,>18 weeks,0.0,>18 weeks
763,31-Dec-2008,>18-52 weeks,0.0,>18-52 weeks
764,31-Dec-2008,> 13 - 26 weeks,232.0,> 13 - 26 weeks
765,31-Dec-2008,>52 weeks,0.0,2
766,31-Dec-2008,> 26 weeks,7.0,> 26 weeks
767,31-Dec-2008,Total Waiting,68734.0,Total Waiting
768,31-Dec-2008,<9 weeks,68734.0,0
769,31-Dec-2008,>9-52 weeks,0.0,1
770,31-Dec-2009,0 - 6 weeks,49773.0,0 - 6 weeks
771,31-Dec-2009,> 6 - 9 weeks,17082.0,> 6 - 9 weeks
772,31-Dec-2009,> 9 - 13 weeks,9336.0,> 9 - 13 weeks
773,31-Dec-2009,> 9 - 12 weeks,0.0,> 9 - 12 weeks
774,31-Dec-2009,> 12-15 weeks,0.0,> 12-15 weeks
775,31-Dec-2009,> 15-18 weeks,0.0,> 15-18 weeks
776,31-Dec-2009,>18-26 weeks,0.0,>18-26 weeks
777,31-Dec-2009,>26-39 weeks,0.0,>26-39 weeks
778,31-Dec-2009,>39-52 weeks,0.0,>39-52 weeks
779,31-Dec-2009,>52-65 weeks,0.0,>52-65 weeks
780,31-Dec-2009,>65-78 weeks,0.0,>65-78 weeks
781,31-Dec-2009,>78-91 weeks,0.0,>78-91 weeks
782,31-Dec-2009,>91-104 weeks,0.0,>91-104 weeks
783,31-Dec-2009,>104 weeks,0.0,>104 weeks
784,31-Dec-2009,>18 weeks,0.0,>18 weeks
785,31-Dec-2009,>18-52 weeks,0.0,>18-52 weeks
786,31-Dec-2009,> 13 - 26 weeks,5955.0,> 13 - 26 weeks
787,31-Dec-2009,>52 weeks,0.0,2
788,31-Dec-2009,> 26 weeks,424.0,> 26 weeks
789,31-Dec-2009,Total Waiting,82570.0,Total Waiting
790,31-Dec-2009,<9 weeks,82570.0,0
791,31-Dec-2009,>9-52 weeks,0.0,1
792,31-Dec-2010,0 - 6 weeks,50732.0,0 - 6 weeks
793,31-Dec-2010,> 6 - 9 weeks,19385.0,> 6 - 9 weeks
794,31-Dec-2010,> 9 - 13 weeks,16817.0,> 9 - 13 weeks
795,31-Dec-2010,> 9 - 12 weeks,0.0,> 9 - 12 weeks
796,31-Dec-2010,> 12-15 weeks,0.0,> 12-15 weeks
797,31-Dec-2010,> 15-18 weeks,0.0,> 15-18 weeks
798,31-Dec-2010,>18-26 weeks,0.0,>18-26 weeks
799,31-Dec-2010,>26-39 weeks,0.0,>26-39 weeks
800,31-Dec-2010,>39-52 weeks,0.0,>39-52 weeks
801,31-Dec-2010,>52-65 weeks,0.0,>52-65 weeks
802,31-Dec-2010,>65-78 weeks,0.0,>65-78 weeks
803,31-Dec-2010,>78-91 weeks,0.0,>78-91 weeks
804,31-Dec-2010,>91-104 weeks,0.0,>91-104 weeks
805,31-Dec-2010,>104 weeks,0.0,>104 weeks
806,31-Dec-2010,>18 weeks,0.0,>18 weeks
807,31-Dec-2010,>18-52 weeks,0.0,>18-52 weeks
808,31-Dec-2010,> 13 - 26 weeks,27042.0,> 13 - 26 weeks
809,31-Dec-2010,>52 weeks,0.0,2
810,31-Dec-2010,> 26 weeks,10613.0,> 26 weeks
811,31-Dec-2010,Total Waiting,124589.0,Total Waiting
812,31-Dec-2010,<9 weeks,124589.0,0
813,31-Dec-2010,>9-52 weeks,0.0,1
814,31-Dec-2011,0 - 6 weeks,47080.0,0 - 6 weeks
815,31-Dec-2011,> 6 - 9 weeks,17642.0,> 6 - 9 weeks
816,31-Dec-2011,> 9 - 13 weeks,0.0,> 9 - 13 weeks
817,31-Dec-2011,> 9 - 12 weeks,12794.0,> 9 - 12 weeks
818,31-Dec-2011,> 12-15 weeks,9239.0,> 12-15 weeks
819,31-Dec-2011,> 15-18 weeks,7094.0,> 15-18 weeks
820,31-Dec-2011,>18-26 weeks,0.0,>18-26 weeks
821,31-Dec-2011,>26-39 weeks,0.0,>26-39 weeks
822,31-Dec-2011,>39-52 weeks,0.0,>39-52 weeks
823,31-Dec-2011,>52-65 weeks,0.0,>52-65 weeks
824,31-Dec-2011,>65-78 weeks,0.0,>65-78 weeks
825,31-Dec-2011,>78-91 weeks,0.0,>78-91 weeks
826,31-Dec-2011,>91-104 weeks,0.0,>91-104 weeks
827,31-Dec-2011,>104 weeks,0.0,>104 weeks
828,31-Dec-2011,>18 weeks,30251.0,>18 weeks
829,31-Dec-2011,>18-52 weeks,0.0,>18-52 weeks
830,31-Dec-2011,> 13 - 26 weeks,0.0,> 13 - 26 weeks
831,31-Dec-2011,>52 weeks,0.0,2
832,31-Dec-2011,> 26 weeks,0.0,> 26 weeks
833,31-Dec-2011,Total Waiting,124100.0,Total Waiting
834,31-Dec-2011,<9 weeks,109161.0,0
835,31-Dec-2011,>9-52 weeks,14939.0,1
836,31-Dec-2012,0 - 6 weeks,52708.0,0 - 6 weeks
837,31-Dec-2012,> 6 - 9 weeks,19212.0,> 6 - 9 weeks
838,31-Dec-2012,> 9 - 13 weeks,0.0,> 9 - 13 weeks
839,31-Dec-2012,> 9 - 12 weeks,11778.0,> 9 - 12 weeks
840,31-Dec-2012,> 12-15 weeks,8032.0,> 12-15 weeks
841,31-Dec-2012,> 15-18 weeks,5159.0,> 15-18 weeks
842,31-Dec-2012,>18-26 weeks,0.0,>18-26 weeks
843,31-Dec-2012,>26-39 weeks,0.0,>26-39 weeks
844,31-Dec-2012,>39-52 weeks,0.0,>39-52 weeks
845,31-Dec-2012,>52-65 weeks,0.0,>52-65 weeks
846,31-Dec-2012,>65-78 weeks,0.0,>65-78 weeks
847,31-Dec-2012,>78-91 weeks,0.0,>78-91 weeks
848,31-Dec-2012,>91-104 weeks,0.0,>91-104 weeks
849,31-Dec-2012,>104 weeks,0.0,>104 weeks
850,31-Dec-2012,>18 weeks,10367.0,>18 weeks
851,31-Dec-2012,>18-52 weeks,0.0,>18-52 weeks
852,31-Dec-2012,> 13 - 26 weeks,0.0,> 13 - 26 weeks
