,Date,Nation,Cumulative cases per 100k
2083,2020-03-19,Scotland,6.659334221
2084,2020-03-18,Scotland,5.744590509
2085,2020-03-17,Scotland,4.994500666
2086,2020-03-16,Scotland,4.207821074
2087,2020-03-15,Scotland,3.823628715
2088,2020-03-14,Scotland,3.604090224
2089,2020-03-13,Scotland,3.256487614
2090,2020-03-12,Scotland,2.37833365
2091,2020-03-11,Scotland,1.683128429
2092,2020-03-10,Scotland,1.225756574
2093,2020-03-09,Scotland,0.841564215
2094,2020-03-08,Scotland,0.548846227
2095,2020-03-07,Scotland,0.493961604
2096,2020-03-06,Scotland,0.384192359
2097,2020-03-05,Scotland,0.274423113
2098,2020-03-04,Scotland,0.237833365
2099,2020-03-03,Scotland,0.12806412
2100,2020-03-02,Scotland,0.073179497
2101,2020-03-01,Scotland,0.054884623
2102,2020-02-29,Scotland,0.018294874
2103,2020-02-28,Scotland,0.018294874
2104,2020-02-27,Scotland,
2105,2020-02-26,Scotland,
2106,2020-02-25,Scotland,
2107,2020-02-24,Scotland,
2108,2020-02-23,Scotland,
2109,2020-02-22,Scotland,
2110,2020-02-21,Scotland,
2111,2020-02-20,Scotland,
2112,2020-02-19,Scotland,
2113,2020-02-18,Scotland,
2114,2020-02-17,Scotland,
2115,2020-02-16,Scotland,
2116,2020-02-15,Scotland,
2117,2020-02-14,Scotland,
2118,2020-02-13,Scotland,
2119,2020-02-12,Scotland,
2120,2020-02-11,Scotland,
2121,2020-02-10,Scotland,
2122,2020-02-09,Scotland,
2123,2020-02-08,Scotland,
2124,2020-02-07,Scotland,
2125,2020-02-06,Scotland,
2126,2020-02-05,Scotland,
2127,2020-02-04,Scotland,
2128,2020-02-03,Scotland,
2129,2020-02-02,Scotland,
2130,2020-02-01,Scotland,
2131,2020-01-31,Scotland,
2132,2020-01-30,Scotland,
2133,2022-01-09,Wales,22952.1
2134,2022-01-08,Wales,22951.94225
2135,2022-01-07,Wales,22910.4857
2136,2022-01-06,Wales,22814.858
2137,2022-01-05,Wales,22668.56118
2138,2022-01-04,Wales,22386.09505
2139,2022-01-03,Wales,21993.64603
2140,2022-01-02,Wales,21695.40496
2141,2022-01-01,Wales,21384.60704
2142,2021-12-31,Wales,21188.36675
2143,2021-12-30,Wales,20875.67584
2144,2021-12-29,Wales,20470.85926
2145,2021-12-28,Wales,19958.11052
2146,2021-12-27,Wales,19528.55883
2147,2021-12-26,Wales,19106.70531
2148,2021-12-25,Wales,18905.92183
2149,2021-12-24,Wales,18813.16517
2150,2021-12-23,Wales,18632.76293
2151,2021-12-22,Wales,18415.76281
2152,2021-12-21,Wales,18190.71748
2153,2021-12-20,Wales,17991.1329
2154,2021-12-19,Wales,17832.53163
2155,2021-12-18,Wales,17740.15357
2156,2021-12-17,Wales,17652.69728
2157,2021-12-16,Wales,17551.23285
2158,2021-12-15,Wales,17437.77946
2159,2021-12-14,Wales,17324.01058
2160,2021-12-13,Wales,17220.02215
2161,2021-12-12,Wales,17127.36014
2162,2021-12-11,Wales,17066.05871
2163,2021-12-10,Wales,17006.27168
2164,2021-12-09,Wales,16936.64108
2165,2021-12-08,Wales,16860.16416
2166,2021-12-07,Wales,16776.17836
2167,2021-12-06,Wales,16697.3352
2168,2021-12-05,Wales,16608.49072
2169,2021-12-04,Wales,16546.7476
2170,2021-12-03,Wales,16488.22256
2171,2021-12-02,Wales,16418.87591
2172,2021-12-01,Wales,16342.65139
2173,2021-11-30,Wales,16265.73277
2174,2021-11-29,Wales,16178.62353
2175,2021-11-28,Wales,16088.58016
2176,2021-11-27,Wales,16025.19644
2177,2021-11-26,Wales,15975.00057
2178,2021-11-25,Wales,15912.37405
2179,2021-11-24,Wales,15844.4787
2180,2021-11-23,Wales,15771.18831
2181,2021-11-22,Wales,15692.6291
2182,2021-11-21,Wales,15603.97392
2183,2021-11-20,Wales,15546.17453
2184,2021-11-19,Wales,15488.87994
2185,2021-11-18,Wales,15426.53736
2186,2021-11-17,Wales,15354.98222
2187,2021-11-16,Wales,15274.49846
2188,2021-11-15,Wales,15189.06137
2189,2021-11-14,Wales,15097.12501
2190,2021-11-13,Wales,15033.29959
2191,2021-11-12,Wales,14974.9954
2192,2021-11-11,Wales,14904.16591
2193,2021-11-10,Wales,14822.92495
2194,2021-11-09,Wales,14735.72107
2195,2021-11-08,Wales,14657.16185
2196,2021-11-07,Wales,14574.37496
2197,2021-11-06,Wales,14517.61671
2198,2021-11-05,Wales,14466.22195
2199,2021-11-04,Wales,14402.20723
2200,2021-11-03,Wales,14330.39969
2201,2021-11-02,Wales,14254.64842
2202,2021-11-01,Wales,14176.94105
2203,2021-10-31,Wales,14086.26668
2204,2021-10-30,Wales,14016.76228
2205,2021-10-29,Wales,13943.59809
2206,2021-10-28,Wales,13861.03204
2207,2021-10-27,Wales,13778.56064
2208,2021-10-26,Wales,13696.72024
2209,2021-10-25,Wales,13613.46009
2210,2021-10-24,Wales,13520.04088
2211,2021-10-23,Wales,13447.91784
2212,2021-10-22,Wales,13378.72894
2213,2021-10-21,Wales,13295.3426
2214,2021-10-20,Wales,13203.18538
2215,2021-10-19,Wales,13094.68533
2216,2021-10-18,Wales,12979.33894
2217,2021-10-17,Wales,12851.43571
2218,2021-10-16,Wales,12760.88754
2219,2021-10-15,Wales,12663.80854
2220,2021-10-14,Wales,12561.30296
2221,2021-10-13,Wales,12460.02783
2222,2021-10-12,Wales,12356.76505
2223,2021-10-11,Wales,12250.06334
2224,2021-10-10,Wales,12158.34782
2225,2021-10-09,Wales,12099.25489
2226,2021-10-08,Wales,12037.03851
2227,2021-10-07,Wales,11966.90312
2228,2021-10-06,Wales,11890.6155
2229,2021-10-05,Wales,11802.84371
2230,2021-10-04,Wales,11712.29554
2231,2021-10-03,Wales,11618.84478
2232,2021-10-02,Wales,11559.43635
2233,2021-10-01,Wales,11506.71649
2234,2021-09-30,Wales,11444.84716
2235,2021-09-29,Wales,11369.22209
2236,2021-09-28,Wales,11294.22801
2237,2021-09-27,Wales,11212.26141
2238,2021-09-26,Wales,11132.40865
2239,2021-09-25,Wales,11062.84115
2240,2021-09-24,Wales,10992.95815
2241,2021-09-23,Wales,10907.74191
2242,2021-09-22,Wales,10803.31179
2243,2021-09-21,Wales,10697.65123
2244,2021-09-20,Wales,10593.9783
2245,2021-09-19,Wales,10487.52899
2246,2021-09-18,Wales,10406.88748
2247,2021-09-17,Wales,10336.27884
2248,2021-09-16,Wales,10249.8637
2249,2021-09-15,Wales,10163.06997
2250,2021-09-14,Wales,10076.97033
2251,2021-09-13,Wales,9990.96534
2252,2021-09-12,Wales,9896.757382
2253,2021-09-11,Wales,9837.222748
2254,2021-09-10,Wales,9775.88977
2255,2021-09-09,Wales,9712.853099
2256,2021-09-08,Wales,9639.688915
2257,2021-09-07,Wales,9564.537087
2258,2021-09-06,Wales,9492.1932
2259,2021-09-05,Wales,9400.635432
2260,2021-09-04,Wales,9334.128274
2261,2021-09-03,Wales,9265.980521
2262,2021-09-02,Wales,9191.93294
2263,2021-09-01,Wales,9107.347697
2264,2021-08-31,Wales,9016.799525
2265,2021-08-30,Wales,8921.455771
2266,2021-08-29,Wales,8865.044576
2267,2021-08-28,Wales,8819.675841
2268,2021-08-27,Wales,8771.846214
2269,2021-08-26,Wales,8710.039989
2270,2021-08-25,Wales,8641.040389
2271,2021-08-24,Wales,8569.390599
2272,2021-08-23,Wales,8501.369046
2273,2021-08-22,Wales,8436.723331
2274,2021-08-21,Wales,8393.216039
2275,2021-08-20,Wales,8349.361698
2276,2021-08-19,Wales,8298.282433
2277,2021-08-18,Wales,8239.662746
2278,2021-08-17,Wales,8183.44085
2279,2021-08-16,Wales,8128.670249
2280,2021-08-15,Wales,8078.66368
2281,2021-08-14,Wales,8044.021906
2282,2021-08-13,Wales,8012.377371
2283,2021-08-12,Wales,7976.978399
2284,2021-08-11,Wales,7937.257093
2285,2021-08-10,Wales,7899.902029
2286,2021-08-09,Wales,7870.055837
2287,2021-08-08,Wales,7839.862597
2288,2021-08-07,Wales,7821.405914
2289,2021-08-06,Wales,7803.10698
2290,2021-08-05,Wales,7780.801211
2291,2021-08-04,Wales,7755.939901
2292,2021-08-03,Wales,7730.826193
2293,2021-08-02,Wales,7707.605477
2294,2021-08-01,Wales,7683.627564
2295,2021-07-31,Wales,7667.063874
2296,2021-07-30,Wales,7651.983029
2297,2021-07-29,Wales,7633.463246
2298,2021-07-28,Wales,7611.725375
2299,2021-07-27,Wales,7590.019054
2300,2021-07-26,Wales,7565.788742
2301,2021-07-25,Wales,7541.968578
2302,2021-07-24,Wales,7525.247139
2303,2021-07-23,Wales,7506.885105
2304,2021-07-22,Wales,7485.304984
2305,2021-07-21,Wales,7459.339428
2306,2021-07-20,Wales,7434.03642
2307,2021-07-19,Wales,7408.133964
2308,2021-07-18,Wales,7379.423568
2309,2021-07-17,Wales,7359.894189
2310,2021-07-16,Wales,7339.702262
2311,2021-07-15,Wales,7309.540572
2312,2021-07-14,Wales,7274.23625
2313,2021-07-13,Wales,7236.187088
2314,2021-07-12,Wales,7201.513764
2315,2021-07-11,Wales,7172.614068
2316,2021-07-10,Wales,7150.119
2317,2021-07-09,Wales,7129.422275
2318,2021-07-08,Wales,7104.876464
2319,2021-07-07,Wales,7082.381396
2320,2021-07-06,Wales,7057.835585
2321,2021-07-05,Wales,7033.510623
2322,2021-07-04,Wales,7008.996362
2323,2021-07-03,Wales,6991.486176
2324,2021-07-02,Wales,6975.805883
2325,2021-07-01,Wales,6957.664699
2326,2021-06-30,Wales,6937.315022
2327,2021-06-29,Wales,6918.479741
2328,2021-06-28,Wales,6898.382464
2329,2021-06-27,Wales,6878.569136
2330,2021-06-26,Wales,6867.084977
2331,2021-06-25,Wales,6859.134406
2332,2021-06-24,Wales,6847.240099
2333,2021-06-23,Wales,6834.209997
2334,2021-06-22,Wales,6821.179894
2335,2021-06-21,Wales,6810.326733
2336,2021-06-20,Wales,6799.536672
2337,2021-06-19,Wales,6793.636844
2338,2021-06-18,Wales,6787.484616
2339,2021-06-17,Wales,6781.994936
2340,2021-06-16,Wales,6774.990862
2341,2021-06-15,Wales,6769.027933
2342,2021-06-14,Wales,6762.907255
2343,2021-06-13,Wales,6757.890824
2344,2021-06-12,Wales,6754.357236
2345,2021-06-11,Wales,6751.675496
2346,2021-06-10,Wales,6747.574011
2347,2021-06-09,Wales,6743.125477
2348,2021-06-08,Wales,6739.055542
2349,2021-06-07,Wales,6735.364205
2350,2021-06-06,Wales,6732.051467
2351,2021-06-05,Wales,6729.906075
2352,2021-06-04,Wales,6727.476734
2353,2021-06-03,Wales,6725.425991
2354,2021-06-02,Wales,6722.649602
2355,2021-06-01,Wales,6720.094061
2356,2021-05-31,Wales,6718.232618
2357,2021-05-30,Wales,6716.339624
2358,2021-05-29,Wales,6715.109179
2359,2021-05-28,Wales,6713.815634
2360,2021-05-27,Wales,6712.553638
2361,2021-05-26,Wales,6711.386292
2362,2021-05-25,Wales,6710.439796
2363,2021-05-24,Wales,6708.862302
2364,2021-05-23,Wales,6707.568756
2365,2021-05-22,Wales,6706.906209
2366,2021-05-21,Wales,6705.801963
2367,2021-05-20,Wales,6704.161369
2368,2021-05-19,Wales,6702.678524
2369,2021-05-18,Wales,6701.574278
2370,2021-05-17,Wales,6700.154533
2371,2021-05-16,Wales,6698.545489
2372,2021-05-15,Wales,6697.567443
2373,2021-05-14,Wales,6696.684046
2374,2021-05-13,Wales,6695.295851
2375,2021-05-12,Wales,6694.065405
2376,2021-05-11,Wales,6692.109312
2377,2021-05-10,Wales,6690.02702
2378,2021-05-09,Wales,6688.701925
2379,2021-05-08,Wales,6687.755428
2380,2021-05-07,Wales,6686.777382
2381,2021-05-06,Wales,6685.546936
2382,2021-05-05,Wales,6683.496194
2383,2021-05-04,Wales,6682.076449
2384,2021-05-03,Wales,6680.309655
2385,2021-05-02,Wales,6679.457808
2386,2021-05-01,Wales,6678.605961
2387,2021-04-30,Wales,6677.596365
2388,2021-04-29,Wales,6676.523669
2389,2021-04-28,Wales,6674.788425
2390,2021-04-27,Wales,6673.274031
2391,2021-04-26,Wales,6671.381038
2392,2021-04-25,Wales,6669.614244
2393,2021-04-24,Wales,6668.604648
2394,2021-04-23,Wales,6667.405752
2395,2021-04-22,Wales,6665.891357
2396,2021-04-21,Wales,6664.156114
2397,2021-04-20,Wales,6662.168471
2398,2021-04-19,Wales,6660.370128
2399,2021-04-18,Wales,6658.035436
2400,2021-04-17,Wales,6656.331742
2401,2021-04-16,Wales,6655.132847
2402,2021-04-15,Wales,6653.239853
2403,2021-04-14,Wales,6651.031361
2404,2021-04-13,Wales,6648.507371
2405,2021-04-12,Wales,6646.488178
2406,2021-04-11,Wales,6643.11234
2407,2021-04-10,Wales,6641.377096
2408,2021-04-09,Wales,6639.768052
2409,2021-04-08,Wales,6637.496461
2410,2021-04-07,Wales,6634.656971
2411,2021-04-06,Wales,6631.344233
2412,2021-04-05,Wales,6628.031495
2413,2021-04-04,Wales,6625.759903
2414,2021-04-03,Wales,6623.362112
2415,2021-04-02,Wales,6621.532218
2416,2021-04-01,Wales,6619.513026
2417,2021-03-31,Wales,6616.547337
2418,2021-03-30,Wales,6613.139949
2419,2021-03-29,Wales,6608.817615
2420,2021-03-28,Wales,6604.936979
2421,2021-03-27,Wales,6601.687341
2422,2021-03-26,Wales,6598.9425
2423,2021-03-25,Wales,6594.146918
2424,2021-03-24,Wales,6587.868491
2425,2021-03-23,Wales,6581.874012
2426,2021-03-22,Wales,6576.731381
2427,2021-03-21,Wales,6570.484504
2428,2021-03-20,Wales,6566.09907
2429,2021-03-19,Wales,6561.303487
2430,2021-03-18,Wales,6555.719157
2431,2021-03-17,Wales,6548.841282
2432,2021-03-16,Wales,6543.067653
2433,2021-03-15,Wales,6537.294024
2434,2021-03-14,Wales,6531.110247
2435,2021-03-13,Wales,6526.125365
2436,2021-03-12,Wales,6520.130887
2437,2021-03-11,Wales,6513.63161
2438,2021-03-10,Wales,6506.438236
2439,2021-03-09,Wales,6500.065159
2440,2021-03-08,Wales,6494.859428
2441,2021-03-07,Wales,6486.719558
2442,2021-03-06,Wales,6482.113274
2443,2021-03-05,Wales,6476.781344
2444,2021-03-04,Wales,6472.648309
2445,2021-03-03,Wales,6466.369882
2446,2021-03-02,Wales,6459.775956
2447,2021-03-01,Wales,6452.298633
2448,2021-02-28,Wales,6444.600461
2449,2021-02-27,Wales,6438.069634
2450,2021-02-26,Wales,6433.6842
2451,2021-02-25,Wales,6427.311123
2452,2021-02-24,Wales,6420.212399
2453,2021-02-23,Wales,6411.883229
2454,2021-02-22,Wales,6402.796862
2455,2021-02-21,Wales,6392.196101
2456,2021-02-20,Wales,6383.551432
2457,2021-02-19,Wales,6375.127613
2458,2021-02-18,Wales,6365.378698
2459,2021-02-17,Wales,6354.557087
2460,2021-02-16,Wales,6342.78898
2461,2021-02-15,Wales,6328.843931
2462,2021-02-14,Wales,6314.583382
2463,2021-02-13,Wales,6305.497015
2464,2021-02-12,Wales,6296.631498
2465,2021-02-11,Wales,6283.759144
2466,2021-02-10,Wales,6271.864838
2467,2021-02-09,Wales,6257.730489
2468,2021-02-08,Wales,6243.091342
2469,2021-02-07,Wales,6227.568798
2470,2021-02-06,Wales,6218.608631
2471,2021-02-05,Wales,6207.282222
2472,2021-02-04,Wales,6191.475729
2473,2021-02-03,Wales,6175.669237
2474,2021-02-02,Wales,6157.401853
2475,2021-02-01,Wales,6138.566571
2476,2021-01-31,Wales,6119.258041
2477,2021-01-30,Wales,6104.618895
2478,2021-01-29,Wales,6089.2541
2479,2021-01-28,Wales,6070.387269
2480,2021-01-27,Wales,6049.595894
2481,2021-01-26,Wales,6027.416325
2482,2021-01-25,Wales,6004.353358
2483,2021-01-24,Wales,5977.630605
2484,2021-01-23,Wales,5965.105301
2485,2021-01-22,Wales,5948.036813
2486,2021-01-21,Wales,5923.711851
2487,2021-01-20,Wales,5895.033005
2488,2021-01-19,Wales,5864.429616
2489,2021-01-18,Wales,5830.32419
2490,2021-01-17,Wales,5786.249
2491,2021-01-16,Wales,5760.220344
2492,2021-01-15,Wales,5728.51271
2493,2021-01-14,Wales,5690.274248
2494,2021-01-13,Wales,5648.880799
2495,2021-01-12,Wales,5602.723316
2496,2021-01-11,Wales,5552.211949
2497,2021-01-10,Wales,5497.441348
2498,2021-01-09,Wales,5460.370233
2499,2021-01-08,Wales,5424.340263
2500,2021-01-07,Wales,5373.986646
2501,2021-01-06,Wales,5321.456087
2502,2021-01-05,Wales,5258.640265
2503,2021-01-04,Wales,5183.425338
2504,2021-01-03,Wales,5099.534192
2505,2021-01-02,Wales,5042.39735
2506,2021-01-01,Wales,4976.26879
2507,2020-12-31,Wales,4937.935679
2508,2020-12-30,Wales,4874.551959
2509,2020-12-29,Wales,4789.430368
2510,2020-12-28,Wales,4677.018126
2511,2020-12-27,Wales,4602.686595
2512,2020-12-26,Wales,4523.969631
2513,2020-12-25,Wales,4464.245698
2514,2020-12-24,Wales,4443.990671
2515,2020-12-23,Wales,4397.51769
2516,2020-12-22,Wales,4320.44132
2517,2020-12-21,Wales,4235.09888
2518,2020-12-20,Wales,4148.557544
2519,2020-12-19,Wales,4078.863847
2520,2020-12-18,Wales,4010.400595
2521,2020-12-17,Wales,3930.358536
2522,2020-12-16,Wales,3842.776053
2523,2020-12-15,Wales,3743.740963
2524,2020-12-14,Wales,3643.349227
2525,2020-12-13,Wales,3531.725732
2526,2020-12-12,Wales,3445.468345
2527,2020-12-11,Wales,3373.345307
2528,2020-12-10,Wales,3284.658579
2529,2020-12-09,Wales,3200.609684
2530,2020-12-08,Wales,3115.677392
2531,2020-12-07,Wales,3033.61614
2532,2020-12-06,Wales,2954.394378
2533,2020-12-05,Wales,2900.854222
2534,2020-12-04,Wales,2852.488247
2535,2020-12-03,Wales,2798.821892
2536,2020-12-02,Wales,2741.937449
2537,2020-12-01,Wales,2689.848588
2538,2020-11-30,Wales,2639.084822
2539,2020-11-29,Wales,2591.602244
2540,2020-11-28,Wales,2561.125055
2541,2020-11-27,Wales,2534.496952
2542,2020-11-26,Wales,2501.84282
2543,2020-11-25,Wales,2465.244953
2544,2020-11-24,Wales,2423.094306
2545,2020-11-23,Wales,2388.610281
2546,2020-11-22,Wales,2356.113899
2547,2020-11-21,Wales,2333.492631
2548,2020-11-20,Wales,2312.038709
2549,2020-11-19,Wales,2282.508016
2550,2020-11-18,Wales,2253.482121
2551,2020-11-17,Wales,2222.342384
2552,2020-11-16,Wales,2189.498954
2553,2020-11-15,Wales,2158.169917
2554,2020-11-14,Wales,2138.388139
2555,2020-11-13,Wales,2118.543261
2556,2020-11-12,Wales,2091.44191
2557,2020-11-11,Wales,2067.053848
2558,2020-11-10,Wales,2040.078696
2559,2020-11-09,Wales,2009.664606
2560,2020-11-08,Wales,1977.830772
2561,2020-11-07,Wales,1955.808952
2562,2020-11-06,Wales,1936.721271
2563,2020-11-05,Wales,1909.052021
2564,2020-11-04,Wales,1876.997338
2565,2020-11-03,Wales,1842.450213
2566,2020-11-02,Wales,1803.486105
2567,2020-11-01,Wales,1759.032316
2568,2020-10-31,Wales,1729.154574
2569,2020-10-30,Wales,1701.422225
2570,2020-10-29,Wales,1662.268817
2571,2020-10-28,Wales,1612.325348
2572,2020-10-27,Wales,1569.512154
2573,2020-10-26,Wales,1522.881423
2574,2020-10-25,Wales,1473.758251
2575,2020-10-24,Wales,1444.101359
2576,2020-10-23,Wales,1411.762726
2577,2020-10-22,Wales,1373.997513
2578,2020-10-21,Wales,1340.680834
2579,2020-10-20,Wales,1300.738679
2580,2020-10-19,Wales,1261.743021
2581,2020-10-18,Wales,1226.691098
2582,2020-10-17,Wales,1204.10138
2583,2020-10-16,Wales,1181.764061
2584,2020-10-15,Wales,1151.76012
2585,2020-10-14,Wales,1126.83571
2586,2020-10-13,Wales,1098.251514
2587,2020-10-12,Wales,1068.184473
2588,2020-10-11,Wales,1043.512463
2589,2020-10-10,Wales,1023.762234
2590,2020-10-09,Wales,1004.201305
2591,2020-10-08,Wales,979.5608449
2592,2020-10-07,Wales,953.4690896
2593,2020-10-06,Wales,926.620137
2594,2020-10-05,Wales,902.2951753
2595,2020-10-04,Wales,880.1156058
2596,2020-10-03,Wales,860.7439761
2597,2020-10-02,Wales,844.4011354
2598,2020-10-01,Wales,825.3765545
2599,2020-09-30,Wales,805.5632264
2600,2020-09-29,Wales,786.6017452
2601,2020-09-28,Wales,771.8994985
2602,2020-09-27,Wales,758.4592473
2603,2020-09-26,Wales,748.4579336
2604,2020-09-25,Wales,735.7433298
2605,2020-09-24,Wales,723.5966239
2606,2020-09-23,Wales,713.62686
2607,2020-09-22,Wales,701.7010033
2608,2020-09-21,Wales,689.7120468
2609,2020-09-20,Wales,679.8684826
2610,2020-09-19,Wales,671.9179114
2611,2020-09-18,Wales,663.0839435
2612,2020-09-17,Wales,655.3226716
2613,2020-09-16,Wales,647.0881515
2614,2020-09-15,Wales,640.5573252
2615,2020-09-14,Wales,635.383144
2616,2020-09-13,Wales,629.325566
2617,2020-09-12,Wales,624.1513848
2618,2020-09-11,Wales,619.7344008
2619,2020-09-10,Wales,615.1596674
2620,2020-09-09,Wales,609.2913887
2621,2020-09-08,Wales,604.3065068
2622,2020-09-07,Wales,599.7948732
2623,2020-09-06,Wales,594.7784414
2624,2020-09-05,Wales,590.6454064
2625,2020-09-04,Wales,586.607021
2626,2020-09-03,Wales,581.9060881
2627,2020-09-02,Wales,577.9308025
2628,2020-09-01,Wales,574.9335634
2629,2020-08-31,Wales,573.10367
2630,2020-08-30,Wales,571.7154751
2631,2020-08-29,Wales,570.2641803
2632,2020-08-28,Wales,568.8759854
2633,2020-08-27,Wales,567.2353913
2634,2020-08-26,Wales,565.6578971
2635,2020-08-25,Wales,564.2697021
2636,2020-08-24,Wales,562.6922078
2637,2020-08-23,Wales,561.5564119
2638,2020-08-22,Wales,561.2093632
2639,2020-08-21,Wales,560.6099154
2640,2020-08-20,Wales,559.884268
2641,2020-08-19,Wales,558.9062216
2642,2020-08-18,Wales,557.8019756
2643,2020-08-17,Wales,556.6030799
2644,2020-08-16,Wales,556.0036321
2645,2020-08-15,Wales,555.4357342
2646,2020-08-14,Wales,555.1202353
2647,2020-08-13,Wales,554.5838873
2648,2020-08-12,Wales,554.0475392
2649,2020-08-11,Wales,553.2903419
2650,2020-08-10,Wales,552.438495
2651,2020-08-09,Wales,551.8390472
2652,2020-08-08,Wales,551.5866481
2653,2020-08-07,Wales,551.4288987
2654,2020-08-06,Wales,550.9241005
2655,2020-08-05,Wales,550.2300031
2656,2020-08-04,Wales,549.5359056
2657,2020-08-03,Wales,548.7787083
2658,2020-08-02,Wales,548.0846108
2659,2020-08-01,Wales,547.6429124
2660,2020-07-31,Wales,547.1381143
2661,2020-07-30,Wales,546.6333161
2662,2020-07-29,Wales,545.6868195
2663,2020-07-28,Wales,544.8349726
2664,2020-07-27,Wales,543.9831257
2665,2020-07-26,Wales,543.2574784
2666,2020-07-25,Wales,542.1532324
2667,2020-07-24,Wales,541.3960351
2668,2020-07-23,Wales,540.4495385
2669,2020-07-22,Wales,539.4714921
2670,2020-07-21,Wales,538.682745
2671,2020-07-20,Wales,536.7582019
2672,2020-07-19,Wales,535.4015569
2673,2020-07-18,Wales,535.086058
2674,2020-07-17,Wales,534.7390093
2675,2020-07-16,Wales,534.2026612
2676,2020-07-15,Wales,533.4139141
2677,2020-07-14,Wales,532.8460161
2678,2020-07-13,Wales,532.1203688
2679,2020-07-12,Wales,531.3631715
2680,2020-07-11,Wales,531.0476727
2681,2020-07-10,Wales,530.669074
2682,2020-07-09,Wales,529.7541274
2683,2020-07-08,Wales,529.0600299
2684,2020-07-07,Wales,528.6183315
2685,2020-07-06,Wales,527.7033848
2686,2020-07-05,Wales,526.5991388
2687,2020-07-04,Wales,526.2205402
2688,2020-07-03,Wales,525.9681411
2689,2020-07-02,Wales,525.3686933
2690,2020-07-01,Wales,524.4852965
2691,2020-06-30,Wales,523.6334496
2692,2020-06-29,Wales,522.5292036
2693,2020-06-28,Wales,521.1725585
2694,2020-06-27,Wales,520.2891617
2695,2020-06-26,Wales,515.8721777
2696,2020-06-25,Wales,515.2727299
2697,2020-06-24,Wales,513.3797368
2698,2020-06-23,Wales,512.212391
2699,2020-06-22,Wales,508.079356
2700,2020-06-21,Wales,505.9970636
2701,2020-06-20,Wales,503.5992723
2702,2020-06-19,Wales,502.1164277
2703,2020-06-18,Wales,497.6994437
2704,2020-06-17,Wales,495.7433508
2705,2020-06-16,Wales,493.7241581
2706,2020-06-15,Wales,491.1370675
2707,2020-06-14,Wales,489.0547751
2708,2020-06-13,Wales,487.3510813
2709,2020-06-12,Wales,485.2687888
2710,2020-06-11,Wales,482.9025474
2711,2020-06-10,Wales,480.820255
2712,2020-06-09,Wales,478.7064126
2713,2020-06-08,Wales,476.7503197
2714,2020-06-07,Wales,474.4156282
2715,2020-06-06,Wales,473.3429321
2716,2020-06-05,Wales,471.7338879
2717,2020-06-04,Wales,469.9986442
2718,2020-06-03,Wales,468.137201
2719,2020-06-02,Wales,465.8025095
2720,2020-06-01,Wales,463.5624676
2721,2020-05-31,Wales,461.5432749
2722,2020-05-30,Wales,460.0919802
2723,2020-05-29,Wales,457.8834882
2724,2020-05-28,Wales,454.5392003
2725,2020-05-27,Wales,451.321112
2726,2020-05-26,Wales,447.5982255
2727,2020-05-25,Wales,444.3801372
2728,2020-05-24,Wales,441.0358493
2729,2020-05-23,Wales,438.4172089
2730,2020-05-22,Wales,434.5681228
2731,2020-05-21,Wales,430.2773384
2732,2020-05-20,Wales,426.1127535
2733,2020-05-19,Wales,420.8754725
2734,2020-05-18,Wales,414.1868968
2735,2020-05-17,Wales,408.8549661
2736,2020-05-16,Wales,405.1636295
2737,2020-05-15,Wales,399.9263485
2738,2020-05-14,Wales,394.2473692
2739,2020-05-13,Wales,390.0827843
2740,2020-05-12,Wales,385.2241019
2741,2020-05-11,Wales,380.4916191
2742,2020-05-10,Wales,374.8757395
2743,2020-05-09,Wales,371.4999017
2744,2020-05-08,Wales,367.2091173
2745,2020-05-07,Wales,363.5808805
2746,2020-05-06,Wales,358.0281006
2747,2020-05-05,Wales,352.6330702
2748,2020-05-04,Wales,347.1118402
2749,2020-05-03,Wales,342.6633064
2750,2020-05-02,Wales,339.2559187
2751,2020-05-01,Wales,333.6084892
2752,2020-04-30,Wales,328.0241595
2753,2020-04-29,Wales,321.7141824
2754,2020-04-28,Wales,316.1614026
2755,2020-04-27,Wales,311.36582
2756,2020-04-26,Wales,305.9076898
2757,2020-04-25,Wales,302.0901536
2758,2020-04-24,Wales,297.7678193
2759,2020-04-23,Wales,291.0476937
2760,2020-04-22,Wales,284.7377166
2761,2020-04-21,Wales,276.7555956
2762,2020-04-20,Wales,268.5841752
2763,2020-04-19,Wales,259.7186574
2764,2020-04-18,Wales,254.0081281
2765,2020-04-17,Wales,246.1837565
2766,2020-04-16,Wales,235.9615936
2767,2020-04-15,Wales,224.5089852
2768,2020-04-14,Wales,213.1194765
2769,2020-04-13,Wales,203.0550631
2770,2020-04-12,Wales,194.4419443
2771,2020-04-11,Wales,186.6175727
2772,2020-04-10,Wales,178.824751
2773,2020-04-09,Wales,169.1073863
2774,2020-04-08,Wales,156.771381
2775,2020-04-07,Wales,144.5931252
2776,2020-04-06,Wales,132.4148694
2777,2020-04-05,Wales,120.3312633
2778,2020-04-04,Wales,113.2640889
2779,2020-04-03,Wales,104.3985711
2780,2020-04-02,Wales,93.98710889
2781,2020-04-01,Wales,83.35479748
2782,2020-03-31,Wales,73.03798492
2783,2020-03-30,Wales,64.26711676
2784,2020-03-29,Wales,53.44550603
2785,2020-03-28,Wales,48.42907424
2786,2020-03-27,Wales,43.16024336
