,Date,Nation,Cumulative cases per 100k
0,2022-01-09,England,21874.6
1,2022-01-08,England,21825.27388
2,2022-01-07,England,21726.36699
3,2022-01-06,England,21590.13926
4,2022-01-05,England,21381.23799
5,2022-01-04,England,21105.43328
6,2022-01-03,England,20746.43517
7,2022-01-02,England,20447.68093
8,2022-01-01,England,20216.54453
9,2021-12-31,England,20061.26645
10,2021-12-30,England,19821.29718
11,2021-12-29,England,19518.37672
12,2021-12-28,England,19164.85517
13,2021-12-27,England,18895.13886
14,2021-12-26,England,18648.22178
15,2021-12-25,England,18489.94636
16,2021-12-24,England,18393.38961
17,2021-12-23,England,18206.07979
18,2021-12-22,England,17988.7559
19,2021-12-21,England,17769.67252
20,2021-12-20,England,17563.22394
21,2021-12-19,England,17375.19794
22,2021-12-18,England,17248.85701
23,2021-12-17,England,17121.71148
24,2021-12-16,England,16985.23794
25,2021-12-15,England,16834.28346
26,2021-12-14,England,16673.4298
27,2021-12-13,England,16526.0509
28,2021-12-12,England,16399.82668
29,2021-12-11,England,16322.26898
30,2021-12-10,England,16251.61666
31,2021-12-09,England,16175.70352
32,2021-12-08,England,16093.22276
33,2021-12-07,England,16008.5581
34,2021-12-06,England,15926.75108
35,2021-12-05,England,15839.43921
36,2021-12-04,England,15779.34566
37,2021-12-03,England,15722.00718
38,2021-12-02,England,15654.46007
39,2021-12-01,England,15580.26399
40,2021-11-30,England,15498.83539
41,2021-11-29,England,15416.68531
42,2021-11-28,England,15334.04894
43,2021-11-27,England,15275.58226
44,2021-11-26,England,15226.40114
45,2021-11-25,England,15168.21563
46,2021-11-24,England,15104.08495
47,2021-11-23,England,15035.24872
48,2021-11-22,England,14964.32761
49,2021-11-21,England,14890.21641
50,2021-11-20,England,14835.31471
51,2021-11-19,England,14783.64907
52,2021-11-18,England,14726.22571
53,2021-11-17,England,14662.14455
54,2021-11-16,England,14595.95375
55,2021-11-15,England,14529.29788
56,2021-11-14,England,14455.85865
57,2021-11-13,England,14404.72352
58,2021-11-12,England,14357.31428
59,2021-11-11,England,14303.24723
60,2021-11-10,England,14245.05642
61,2021-11-09,England,14183.91954
62,2021-11-08,England,14123.98867
63,2021-11-07,England,14061.56975
64,2021-11-06,England,14017.56634
65,2021-11-05,England,13978.53904
66,2021-11-04,England,13936.38177
67,2021-11-03,England,13890.26342
68,2021-11-02,England,13839.97886
69,2021-11-01,England,13786.18237
70,2021-10-31,England,13721.17283
71,2021-10-30,England,13670.06422
72,2021-10-29,England,13621.10768
73,2021-10-28,England,13562.2891
74,2021-10-27,England,13501.53772
75,2021-10-26,England,13438.28237
76,2021-10-25,England,13377.1844
77,2021-10-24,England,13307.98743
78,2021-10-23,England,13255.8408
79,2021-10-22,England,13204.24413
80,2021-10-21,England,13144.4618
81,2021-10-20,England,13077.63794
82,2021-10-19,England,13001.38705
83,2021-10-18,England,12924.11052
84,2021-10-17,England,12838.79334
85,2021-10-16,England,12773.76434
86,2021-10-15,England,12718.87679
87,2021-10-14,England,12655.35442
88,2021-10-13,England,12587.33516
89,2021-10-12,England,12517.02236
90,2021-10-11,England,12446.17552
91,2021-10-10,England,12371.40119
92,2021-10-09,England,12316.71877
93,2021-10-08,England,12269.67204
94,2021-10-07,England,12217.91798
95,2021-10-06,England,12162.09674
96,2021-10-05,England,12105.65658
97,2021-10-04,England,12049.78583
98,2021-10-03,England,11986.49688
99,2021-10-02,England,11939.42009
100,2021-10-01,England,11901.50861
101,2021-09-30,England,11859.6555
102,2021-09-29,England,11813.22769
103,2021-09-28,England,11763.47186
104,2021-09-27,England,11712.18112
105,2021-09-26,England,11652.25379
106,2021-09-25,England,11605.80652
107,2021-09-24,England,11565.23546
108,2021-09-23,England,11520.6202
109,2021-09-22,England,11471.60708
110,2021-09-21,England,11421.75399
111,2021-09-20,England,11368.79039
112,2021-09-19,England,11313.16367
113,2021-09-18,England,11270.25663
114,2021-09-17,England,11233.96849
115,2021-09-16,England,11195.20821
116,2021-09-15,England,11156.768
117,2021-09-14,England,11117.92284
118,2021-09-13,England,11078.74346
119,2021-09-12,England,11035.15207
120,2021-09-11,England,11004.17603
121,2021-09-10,England,10974.81095
122,2021-09-09,England,10938.49451
123,2021-09-08,England,10896.2117
124,2021-09-07,England,10851.89352
125,2021-09-06,England,10803.52938
126,2021-09-05,England,10746.27578
127,2021-09-04,England,10705.6499
128,2021-09-03,England,10665.0417
129,2021-09-02,England,10615.32831
130,2021-09-01,England,10562.31166
131,2021-08-31,England,10507.5974
132,2021-08-30,England,10449.48262
133,2021-08-29,England,10406.33332
134,2021-08-28,England,10373.19813
135,2021-08-27,England,10338.37065
136,2021-08-26,England,10296.43089
137,2021-08-25,England,10250.62907
138,2021-08-24,England,10202.42938
139,2021-08-23,England,10153.69389
140,2021-08-22,England,10101.22719
141,2021-08-21,England,10062.39087
142,2021-08-20,England,10023.23448
143,2021-08-19,England,9978.999417
144,2021-08-18,England,9928.778514
145,2021-08-17,England,9874.485121
146,2021-08-16,England,9820.835404
147,2021-08-15,England,9767.500452
148,2021-08-14,England,9730.655286
149,2021-08-13,England,9693.6492
150,2021-08-12,England,9650.388491
151,2021-08-11,England,9602.505336
152,2021-08-10,England,9552.118209
153,2021-08-09,England,9504.383595
154,2021-08-08,England,9455.526084
155,2021-08-07,England,9420.666765
156,2021-08-06,England,9386.168188
157,2021-08-05,England,9343.190413
158,2021-08-04,England,9294.539798
159,2021-08-03,England,9244.582379
160,2021-08-02,England,9197.869866
161,2021-08-01,England,9151.92835
162,2021-07-31,England,9119.703861
163,2021-07-30,England,9087.866638
164,2021-07-29,England,9049.696984
165,2021-07-28,England,9005.84388
166,2021-07-27,England,8959.253383
167,2021-07-26,England,8914.266771
168,2021-07-25,England,8868.420746
169,2021-07-24,England,8834.406695
170,2021-07-23,England,8799.306882
171,2021-07-22,England,8756.847231
172,2021-07-21,England,8708.806693
173,2021-07-20,England,8653.894381
174,2021-07-19,England,8591.777844
175,2021-07-18,England,8516.727657
176,2021-07-17,England,8459.268932
177,2021-07-16,England,8398.006504
178,2021-07-15,England,8309.33655
179,2021-07-14,England,8209.633911
180,2021-07-13,England,8122.477657
181,2021-07-12,England,8047.648513
182,2021-07-11,England,7977.544377
183,2021-07-10,England,7929.910558
184,2021-07-09,England,7885.824033
185,2021-07-08,England,7835.493493
186,2021-07-07,England,7783.718219
187,2021-07-06,England,7724.454017
188,2021-07-05,England,7669.697318
189,2021-07-04,England,7617.476421
190,2021-07-03,England,7579.777146
191,2021-07-02,England,7544.044267
192,2021-07-01,England,7505.595214
193,2021-06-30,England,7463.823448
194,2021-06-29,England,7422.435412
195,2021-06-28,England,7382.329424
196,2021-06-27,England,7341.867999
197,2021-06-26,England,7315.272141
198,2021-06-25,England,7291.967166
199,2021-06-24,England,7266.292614
200,2021-06-23,England,7240.27854
201,2021-06-22,England,7214.816189
202,2021-06-21,England,7191.433408
203,2021-06-20,England,7169.488288
204,2021-06-19,England,7155.327408
205,2021-06-18,England,7143.049812
206,2021-06-17,England,7128.001225
207,2021-06-16,England,7111.728945
208,2021-06-15,England,7095.536241
209,2021-06-14,England,7079.856356
210,2021-06-13,England,7064.48593
211,2021-06-12,England,7054.035031
212,2021-06-11,England,7044.738859
213,2021-06-10,England,7033.525805
214,2021-06-09,England,7021.983839
215,2021-06-08,England,7010.102351
216,2021-06-07,England,6998.740756
217,2021-06-06,England,6987.078543
218,2021-06-05,England,6978.92472
219,2021-06-04,England,6972.097153
220,2021-06-03,England,6963.716982
221,2021-06-02,England,6954.919482
222,2021-06-01,England,6946.219242
223,2021-05-31,England,6938.551712
224,2021-05-30,England,6933.133513
225,2021-05-29,England,6928.652536
226,2021-05-28,England,6924.419126
227,2021-05-27,England,6919.423561
228,2021-05-26,England,6914.183965
229,2021-05-25,England,6908.756924
230,2021-05-24,England,6904.003622
231,2021-05-23,England,6899.370567
232,2021-05-22,England,6896.111513
233,2021-05-21,England,6893.393572
234,2021-05-20,England,6890.212325
235,2021-05-19,England,6886.827719
236,2021-05-18,England,6882.985113
237,2021-05-17,England,6879.199094
238,2021-05-16,England,6875.232703
239,2021-05-15,England,6872.543056
240,2021-05-14,England,6870.314945
241,2021-05-13,England,6867.738471
242,2021-05-12,England,6864.806561
243,2021-05-11,England,6861.671291
244,2021-05-10,England,6858.581998
245,2021-05-09,England,6854.732319
246,2021-05-08,England,6851.462655
247,2021-05-07,England,6849.333572
248,2021-05-06,England,6846.571422
249,2021-05-05,England,6843.367187
250,2021-05-04,England,6839.752697
251,2021-05-03,England,6836.138206
252,2021-05-02,England,6833.139099
253,2021-05-01,England,6830.988796
254,2021-04-30,England,6828.992338
255,2021-04-29,England,6826.493671
256,2021-04-28,England,6823.376085
257,2021-04-27,England,6819.807571
258,2021-04-26,England,6816.812001
259,2021-04-25,England,6813.107325
260,2021-04-24,England,6809.968519
261,2021-04-23,England,6807.841204
262,2021-04-22,England,6805.047224
263,2021-04-21,England,6801.715668
264,2021-04-20,England,6797.9491
265,2021-04-19,England,6794.511444
266,2021-04-18,England,6790.746645
267,2021-04-17,England,6786.980077
268,2021-04-16,England,6784.665318
269,2021-04-15,England,6781.459315
270,2021-04-14,England,6778.270995
271,2021-04-13,England,6774.828034
272,2021-04-12,England,6771.446964
273,2021-04-11,England,6767.489416
274,2021-04-10,England,6764.12603
275,2021-04-09,England,6760.787401
276,2021-04-08,England,6756.688385
277,2021-04-07,England,6752.299361
278,2021-04-06,England,6747.714051
279,2021-04-05,England,6743.176487
280,2021-04-04,England,6739.294977
281,2021-04-03,England,6735.890919
282,2021-04-02,England,6732.327711
283,2021-04-01,England,6728.562911
284,2021-03-31,England,6723.489539
285,2021-03-30,England,6717.919263
286,2021-03-29,England,6712.692045
287,2021-03-28,England,6707.036889
288,2021-03-27,England,6699.777846
289,2021-03-26,England,6694.566543
290,2021-03-25,England,6688.143927
291,2021-03-24,England,6680.269501
292,2021-03-23,England,6671.220897
293,2021-03-22,England,6663.528611
294,2021-03-21,England,6654.416347
295,2021-03-20,England,6646.423442
296,2021-03-19,England,6640.457058
297,2021-03-18,England,6633.125513
298,2021-03-17,England,6625.118462
299,2021-03-16,England,6616.542005
300,2021-03-15,England,6608.151224
301,2021-03-14,England,6598.522604
302,2021-03-13,England,6592.172489
303,2021-03-12,England,6586.057564
304,2021-03-11,England,6577.880752
305,2021-03-10,England,6569.585462
306,2021-03-09,England,6560.718997
307,2021-03-08,England,6551.482948
308,2021-03-07,England,6541.619139
309,2021-03-06,England,6535.346831
310,2021-03-05,England,6528.786283
311,2021-03-04,England,6520.735024
312,2021-03-03,England,6512.243447
313,2021-03-02,England,6503.214295
314,2021-03-01,England,6493.155968
315,2021-02-28,England,6482.722752
316,2021-02-27,England,6475.723656
317,2021-02-26,England,6468.455772
318,2021-02-25,England,6458.422201
319,2021-02-24,England,6446.703401
320,2021-02-23,England,6433.773287
321,2021-02-22,England,6419.35423
322,2021-02-21,England,6401.911308
323,2021-02-20,England,6389.884816
324,2021-02-19,England,6377.679722
325,2021-02-18,England,6361.971544
326,2021-02-17,England,6344.429595
327,2021-02-16,England,6326.684286
328,2021-02-15,England,6307.557903
329,2021-02-14,England,6285.494305
330,2021-02-13,England,6272.161009
331,2021-02-12,England,6258.459898
332,2021-02-11,England,6239.749075
333,2021-02-10,England,6219.881757
334,2021-02-09,England,6198.923371
335,2021-02-08,England,6177.261186
336,2021-02-07,England,6152.751971
337,2021-02-06,England,6134.767937
338,2021-02-05,England,6116.032357
339,2021-02-04,England,6091.289721
340,2021-02-03,England,6062.70271
341,2021-02-02,England,6031.903504
342,2021-02-01,England,6000.646297
343,2021-01-31,England,5965.067264
344,2021-01-30,England,5940.796775
345,2021-01-29,England,5914.253967
346,2021-01-28,England,5879.415868
347,2021-01-27,England,5840.758152
348,2021-01-26,England,5799.628293
349,2021-01-25,England,5756.404719
350,2021-01-24,England,5708.445525
351,2021-01-23,England,5681.112269
352,2021-01-22,England,5645.941722
353,2021-01-21,England,5598.299062
354,2021-01-20,England,5547.436251
355,2021-01-19,England,5491.270184
356,2021-01-18,England,5427.632874
357,2021-01-17,England,5355.606551
358,2021-01-16,England,5309.240633
359,2021-01-15,England,5260.32123
360,2021-01-14,England,5195.235648
361,2021-01-13,England,5127.053699
362,2021-01-12,England,5054.217476
363,2021-01-11,England,4975.163763
364,2021-01-10,England,4883.123349
365,2021-01-09,England,4824.989118
366,2021-01-08,England,4762.269577
367,2021-01-07,England,4687.373235
368,2021-01-06,England,4604.450391
369,2021-01-05,England,4513.594766
370,2021-01-04,England,4410.836433
371,2021-01-03,England,4288.421215
372,2021-01-02,England,4200.706165
373,2021-01-01,England,4104.73296
374,2020-12-31,England,4054.734868
375,2020-12-30,England,3972.130325
376,2020-12-29,England,3860.871575
377,2020-12-28,England,3732.587231
378,2020-12-27,England,3661.740391
379,2020-12-26,England,3586.665447
380,2020-12-25,England,3521.714259
381,2020-12-24,England,3499.296992
382,2020-12-23,England,3448.511989
383,2020-12-22,England,3381.967525
384,2020-12-21,England,3309.608753
385,2020-12-20,England,3234.263253
386,2020-12-19,England,3183.048542
387,2020-12-18,England,3144.571197
388,2020-12-17,England,3088.244211
389,2020-12-16,England,3035.844711
390,2020-12-15,England,2982.550431
391,2020-12-14,England,2931.079311
392,2020-12-13,England,2878.869024
393,2020-12-12,England,2846.796612
394,2020-12-11,England,2818.443022
395,2020-12-10,England,2783.283085
396,2020-12-09,England,2750.476811
397,2020-12-08,England,2719.583883
398,2020-12-07,England,2690.102091
399,2020-12-06,England,2659.336484
400,2020-12-05,England,2640.102232
401,2020-12-04,England,2622.162406
402,2020-12-03,England,2599.375555
403,2020-12-02,England,2577.209393
404,2020-12-01,England,2553.386294
405,2020-11-30,England,2529.460632
406,2020-11-29,England,2502.882457
407,2020-11-28,England,2487.13007
408,2020-11-27,England,2470.845412
409,2020-11-26,England,2449.154933
410,2020-11-25,England,2427.443235
411,2020-11-24,England,2402.796089
412,2020-11-23,England,2377.963268
413,2020-11-22,England,2349.305523
414,2020-11-21,England,2331.546068
415,2020-11-20,England,2312.762743
416,2020-11-19,England,2286.798183
417,2020-11-18,England,2259.383583
418,2020-11-17,England,2227.167935
419,2020-11-16,England,2191.219317
420,2020-11-15,England,2149.251265
421,2020-11-14,England,2124.110752
422,2020-11-13,England,2095.746553
423,2020-11-12,England,2057.444273
424,2020-11-11,England,2018.616795
425,2020-11-10,England,1975.025406
426,2020-11-09,England,1931.745244
427,2020-11-08,England,1882.030088
428,2020-11-07,England,1850.254757
429,2020-11-06,England,1820.845467
430,2020-11-05,England,1783.993227
431,2020-11-04,England,1747.068486
432,2020-11-03,England,1710.465582
433,2020-11-02,England,1670.990892
434,2020-11-01,England,1621.56928
435,2020-10-31,England,1597.921247
436,2020-10-30,England,1572.54024
437,2020-10-29,England,1537.785253
438,2020-10-28,England,1502.467934
439,2020-10-27,England,1466.673163
440,2020-10-26,England,1430.438074
441,2020-10-25,England,1390.18885
442,2020-10-24,England,1366.908632
443,2020-10-23,England,1342.990043
444,2020-10-22,England,1310.967145
445,2020-10-21,England,1276.272282
446,2020-10-20,England,1238.265315
447,2020-10-19,England,1200.548356
448,2020-10-18,England,1161.445018
449,2020-10-17,England,1140.477791
450,2020-10-16,England,1118.631698
451,2020-10-15,England,1092.897023
452,2020-10-14,England,1065.936886
453,2020-10-13,England,1036.858276
454,2020-10-12,England,1009.53563
455,2020-10-11,England,980.8849585
456,2020-10-10,England,963.8045466
457,2020-10-09,England,945.8399639
458,2020-10-08,England,922.8267659
459,2020-10-07,England,895.8312625
460,2020-10-06,England,868.9772264
461,2020-10-05,England,843.7093928
462,2020-10-04,England,818.8712662
463,2020-10-03,England,801.4778578
464,2020-10-02,England,784.3214073
465,2020-10-01,England,763.8510845
466,2020-09-30,England,743.8564456
467,2020-09-29,England,725.249955
468,2020-09-28,England,709.8264792
469,2020-09-27,England,694.659413
470,2020-09-26,England,684.0051546
471,2020-09-25,England,674.0104877
472,2020-09-24,England,663.3403143
473,2020-09-23,England,652.2068354
474,2020-09-22,England,641.7895348
475,2020-09-21,England,632.318297
476,2020-09-20,England,624.0141647
477,2020-09-19,England,615.8320479
478,2020-09-18,England,608.4492216
479,2020-09-17,England,600.8930978
480,2020-09-16,England,593.9187584
481,2020-09-15,England,587.2980873
482,2020-09-14,England,581.9223287
483,2020-09-13,England,576.8082847
484,2020-09-12,England,573.7879572
485,2020-09-11,England,569.8869955
486,2020-09-10,England,564.8330751
487,2020-09-09,England,559.3476794
488,2020-09-08,England,554.3096741
489,2020-09-07,England,549.0028808
490,2020-09-06,England,542.8844188
491,2020-09-05,England,539.2487084
492,2020-09-04,England,535.3760402
493,2020-09-03,England,530.7960354
494,2020-09-02,England,526.0904783
495,2020-09-01,England,521.4591915
496,2020-08-31,England,518.0533655
497,2020-08-30,England,515.8252551
498,2020-08-29,England,514.101122
499,2020-08-28,England,512.2620467
500,2020-08-27,England,509.8128935
501,2020-08-26,England,507.4663042
502,2020-08-25,England,505.4574681
503,2020-08-24,England,503.5794892
504,2020-08-23,England,501.5724215
505,2020-08-22,England,500.338119
506,2020-08-21,England,499.0719864
507,2020-08-20,England,497.289498
508,2020-08-19,England,495.1356579
509,2020-08-18,England,493.236459
510,2020-08-17,England,491.606048
511,2020-08-16,England,489.5989803
512,2020-08-15,England,488.6617592
513,2020-08-14,England,487.5247155
514,2020-08-13,England,485.6909453
515,2020-08-12,England,483.8837001
516,2020-08-11,England,481.9455977
517,2020-08-10,England,479.8005993
518,2020-08-09,England,477.4151064
519,2020-08-08,England,476.4336768
520,2020-08-07,England,475.3054748
521,2020-08-06,England,473.7705543
522,2020-08-05,England,472.0340428
523,2020-08-04,England,470.368265
524,2020-08-03,England,468.7396223
525,2020-08-02,England,467.0844546
526,2020-08-01,England,466.1790636
527,2020-07-31,England,465.3037345
528,2020-07-30,England,464.1967527
529,2020-07-29,England,462.6830522
530,2020-07-28,England,460.9642242
531,2020-07-27,England,459.586686
532,2020-07-26,England,458.157866
533,2020-07-25,England,457.24717
534,2020-07-24,England,456.377146
535,2020-07-23,England,455.1074767
536,2020-07-22,England,453.820124
537,2020-07-21,England,452.5027094
538,2020-07-20,England,451.2860904
539,2020-07-19,England,449.9545291
540,2020-07-18,England,449.2224357
541,2020-07-17,England,448.3948518
542,2020-07-16,England,447.4258006
543,2020-07-15,England,446.2922936
544,2020-07-14,England,445.0102459
545,2020-07-13,England,443.8608239
546,2020-07-12,England,442.6424365
547,2020-07-11,England,442.0182119
548,2020-07-10,England,441.2755084
549,2020-07-09,England,440.3542024
550,2020-07-08,England,439.1464251
551,2020-07-07,England,437.9563311
552,2020-07-06,England,436.9642915
553,2020-07-05,England,435.8113327
554,2020-07-04,England,434.8564283
555,2020-07-03,England,434.1703117
556,2020-07-02,England,433.2154072
557,2020-07-01,England,432.2180625
558,2020-06-30,England,431.1323008
559,2020-06-29,England,430.119041
560,2020-06-28,England,428.9395571
561,2020-06-27,England,428.2145371
562,2020-06-26,England,427.3232929
563,2020-06-25,England,426.1933226
564,2020-06-24,England,425.066889
565,2020-06-23,England,423.7830729
566,2020-06-22,England,422.4939519
567,2020-06-21,England,421.0527535
568,2020-06-20,England,420.0854706
569,2020-06-19,England,418.974952
570,2020-06-18,England,417.5231435
571,2020-06-17,England,415.8555974
572,2020-06-16,England,414.2446382
573,2020-06-15,England,412.4869066
574,2020-06-14,England,410.8299705
575,2020-06-13,England,409.5143243
576,2020-06-12,England,408.1208711
577,2020-06-11,England,406.4533249
578,2020-06-10,England,404.8423657
579,2020-06-09,England,402.9325567
580,2020-06-08,England,401.0687246
581,2020-06-07,England,399.3198348
582,2020-06-06,England,398.1403509
583,2020-06-05,England,396.8547665
584,2020-06-04,England,395.0475214
585,2020-06-03,England,393.0227702
586,2020-06-02,England,390.8353316
587,2020-06-01,England,388.4445337
588,2020-05-31,England,386.1227011
589,2020-05-30,England,384.3755796
590,2020-05-29,England,382.6143113
591,2020-05-28,England,380.1899149
592,2020-05-27,England,377.4100819
593,2020-05-26,England,374.5630519
594,2020-05-25,England,371.9971881
595,2020-05-24,England,369.5621817
596,2020-05-23,England,367.4419401
597,2020-05-22,England,365.143096
598,2020-05-21,England,361.9742278
599,2020-05-20,England,357.9671656
600,2020-05-19,England,353.8221728
601,2020-05-18,England,349.2563147
602,2020-05-17,England,345.3518164
603,2020-05-16,England,342.5454582
604,2020-05-15,England,339.4172619
605,2020-05-14,England,335.6506942
606,2020-05-13,England,331.7479642
607,2020-05-12,England,326.6462986
608,2020-05-11,England,321.4862777
609,2020-05-10,England,316.0804573
610,2020-05-09,England,312.5420057
611,2020-05-08,England,309.3713691
612,2020-05-07,England,304.7400824
613,2020-05-06,England,299.0743158
614,2020-05-05,England,293.309522
615,2020-05-04,England,287.765771
616,2020-05-03,England,282.7366074
617,2020-05-02,England,278.0805639
618,2020-05-01,England,273.2246978
619,2020-04-30,England,265.9992538
620,2020-04-29,England,258.3865431
621,2020-04-28,England,250.0293605
622,2020-04-27,England,242.7685498
623,2020-04-26,England,235.6545114
624,2020-04-25,England,230.1160654
625,2020-04-24,England,224.1567541
626,2020-04-23,England,216.4733096
627,2020-04-22,England,208.4132085
628,2020-04-21,England,199.9287053
629,2020-04-20,England,192.8960106
630,2020-04-19,England,186.4026601
631,2020-04-18,England,180.2665147
632,2020-04-17,England,173.0110089
633,2020-04-16,England,165.8297735
634,2020-04-15,England,158.1427925
635,2020-04-14,England,150.6874641
636,2020-04-13,England,144.4239981
637,2020-04-12,England,138.3638913
638,2020-04-11,England,133.1720402
639,2020-04-10,England,127.7626832
640,2020-04-09,England,121.4231784
641,2020-04-08,England,114.2578581
642,2020-04-07,England,106.6805142
643,2020-04-06,England,98.60980296
644,2020-04-05,England,90.88922338
645,2020-04-04,England,85.44980451
646,2020-04-03,England,79.48165149
647,2020-04-02,England,72.26858596
648,2020-04-01,England,65.07674053
649,2020-03-31,England,57.79647801
650,2020-03-30,England,51.11037829
651,2020-03-29,England,44.89465744
652,2020-03-28,England,40.58697722
653,2020-03-27,England,36.39954422
654,2020-03-26,England,31.71343889
655,2020-03-25,England,27.10867727
656,2020-03-24,England,23.11222518
657,2020-03-23,England,19.52602834
658,2020-03-22,England,15.96989331
659,2020-03-21,England,13.8372733
660,2020-03-20,England,12.02118644
661,2020-03-19,England,10.10430411
662,2020-03-18,England,8.465051409
663,2020-03-17,England,6.857628862
664,2020-03-16,England,5.651619867
665,2020-03-15,England,4.691410359
666,2020-03-14,England,3.991147071
667,2020-03-13,England,3.434119456
668,2020-03-12,England,2.740929535
669,2020-03-11,England,2.007067756
670,2020-03-10,England,1.384611501
671,2020-03-09,England,0.981429608
672,2020-03-08,England,0.760386903
673,2020-03-07,England,0.671969821
674,2020-03-06,England,0.574711032
675,2020-03-05,England,0.445622092
676,2020-03-04,England,0.364278377
677,2020-03-03,England,0.277629637
678,2020-03-02,England,0.182139188
679,2020-03-01,England,0.114942206
680,2020-02-29,England,0.079575374
681,2020-02-28,England,0.070733665
682,2020-02-27,England,0.051281907
683,2020-02-26,England,0.038903516
684,2020-02-25,England,0.031830149
685,2020-02-24,England,0.022988441
686,2020-02-23,England,0.019451758
687,2020-02-22,England,0.017683416
688,2020-02-21,England,0.017683416
689,2020-02-20,England,0.015915075
690,2020-02-19,England,0.015915075
691,2020-02-18,England,0.015915075
692,2020-02-17,England,0.015915075
693,2020-02-16,England,0.015915075
694,2020-02-15,England,0.015915075
695,2020-02-14,England,0.015915075
696,2020-02-13,England,0.015915075
697,2020-02-12,England,0.015915075
698,2020-02-11,England,0.015915075
699,2020-02-10,England,0.014146733
700,2020-02-09,England,0.014146733
701,2020-02-08,England,0.012378391
702,2020-02-07,England,0.005305025
703,2020-02-06,England,0.005305025
704,2020-02-05,England,0.005305025
705,2020-02-04,England,0.003536683
706,2020-02-03,England,0.003536683
707,2020-02-02,England,0.003536683
708,2020-02-01,England,0.003536683
709,2020-01-31,England,0.003536683
710,2020-01-30,England,0.003536683
711,2022-01-09,Northern Ireland,24419.3
712,2022-01-08,Northern Ireland,24265.67371
713,2022-01-07,Northern Ireland,24107.56313
714,2022-01-06,Northern Ireland,23938.63752
715,2022-01-05,Northern Ireland,23718.64383
716,2022-01-04,Northern Ireland,23320.17563
717,2022-01-03,Northern Ireland,22842.62577
718,2022-01-02,Northern Ireland,22445.2127
719,2022-01-01,Northern Ireland,22067.74151
720,2021-12-31,Northern Ireland,21771.6205
721,2021-12-30,Northern Ireland,21335.37881
722,2021-12-29,Northern Ireland,20865.42586
723,2021-12-28,Northern Ireland,20412.09113
724,2021-12-27,Northern Ireland,19977.85418
725,2021-12-26,Northern Ireland,19594.57979
726,2021-12-25,Northern Ireland,19417.26593
727,2021-12-24,Northern Ireland,19279.88857
728,2021-12-23,Northern Ireland,19044.75383
729,2021-12-22,Northern Ireland,18811.78209
730,2021-12-21,Northern Ireland,18581.50092
731,2021-12-20,Northern Ireland,18385.40582
732,2021-12-19,Northern Ireland,18242.80559
733,2021-12-18,Northern Ireland,18131.70086
734,2021-12-17,Northern Ireland,18026.1883
735,2021-12-16,Northern Ireland,17928.16713
736,2021-12-15,Northern Ireland,17820.4388
737,2021-12-14,Northern Ireland,17702.47576
738,2021-12-13,Northern Ireland,17583.72137
739,2021-12-12,Northern Ireland,17480.89937
740,2021-12-11,Northern Ireland,17405.61616
741,2021-12-10,Northern Ireland,17328.96128
742,2021-12-09,Northern Ireland,17248.93001
743,2021-12-08,Northern Ireland,17156.76478
744,2021-12-07,Northern Ireland,17055.31445
745,2021-12-06,Northern Ireland,16958.61219
746,2021-12-05,Northern Ireland,16857.90045
747,2021-12-04,Northern Ireland,16777.60539
748,2021-12-03,Northern Ireland,16702.69147
749,2021-12-02,Northern Ireland,16617.54283
750,2021-12-01,Northern Ireland,16515.61769
751,2021-11-30,Northern Ireland,16409.10276
752,2021-11-29,Northern Ireland,16303.90674
753,2021-11-28,Northern Ireland,16197.33905
754,2021-11-27,Northern Ireland,16118.62667
755,2021-11-26,Northern Ireland,16046.08679
756,2021-11-25,Northern Ireland,15970.22326
757,2021-11-24,Northern Ireland,15884.54705
758,2021-11-23,Northern Ireland,15796.07477
759,2021-11-22,Northern Ireland,15700.21661
760,2021-11-21,Northern Ireland,15600.71826
761,2021-11-20,Northern Ireland,15524.43268
762,2021-11-19,Northern Ireland,15450.09908
763,2021-11-18,Northern Ireland,15361.67955
764,2021-11-17,Northern Ireland,15271.14977
765,2021-11-16,Northern Ireland,15180.19794
766,2021-11-15,Northern Ireland,15087.4524
767,2021-11-14,Northern Ireland,14988.27059
768,2021-11-13,Northern Ireland,14912.72359
769,2021-11-12,Northern Ireland,14841.81915
770,2021-11-11,Northern Ireland,14772.1281
771,2021-11-10,Northern Ireland,14691.78029
772,2021-11-09,Northern Ireland,14614.54509
773,2021-11-08,Northern Ireland,14530.34607
774,2021-11-07,Northern Ireland,14448.67934
775,2021-11-06,Northern Ireland,14396.50338
776,2021-11-05,Northern Ireland,14342.63922
777,2021-11-04,Northern Ireland,14285.60968
778,2021-11-03,Northern Ireland,14222.98797
779,2021-11-02,Northern Ireland,14159.89146
780,2021-11-01,Northern Ireland,14097.42802
781,2021-10-31,Northern Ireland,14030.74408
782,2021-10-30,Northern Ireland,13980.78388
783,2021-10-29,Northern Ireland,13929.18824
784,2021-10-28,Northern Ireland,13871.05082
785,2021-10-27,Northern Ireland,13809.1677
786,2021-10-26,Northern Ireland,13743.16959
787,2021-10-25,Northern Ireland,13674.42815
788,2021-10-24,Northern Ireland,13608.74658
789,2021-10-23,Northern Ireland,13553.88005
790,2021-10-22,Northern Ireland,13499.43557
791,2021-10-21,Northern Ireland,13442.40603
792,2021-10-20,Northern Ireland,13380.68118
793,2021-10-19,Northern Ireland,13305.60899
