x1,y1,x2,y2,x3,y3,x4,y4
1961.221595919426,30.39929956524739,1961.221595919426,28.794251604444135,1961.221595919426,27.014741908770958,1961.221595919426,25.33990925401973
1961.6692141436845,29.841022013663647,1961.6692141436845,28.794251604444135,1961.7027855105039,27.454385480643154,1961.6692141436845,25.828402111655507
1962.1168323679433,29.561883237871776,1962.0608800899108,29.119913509534648,1962.1354831272874,27.770742759873947,1962.038499178698,26.505313642950796
1962.5644505922019,29.91080670761162,1962.3406414800725,30.748223034987227,1962.7882597043313,29.212959768131938,1962.4525460361372,25.444586294941686
1963.0120688164607,30.329514871299423,1962.5644505922019,32.21370160789455,1963.2358779285898,29.212959768131938,1962.900164260396,24.3280311917742
1963.4596870407192,30.050376095507552,1962.7882597043313,33.81874956869781,1963.6834961528486,28.09640466496446,1963.3477824846545,23.490614864398587
1963.9073052649778,29.63166793181975,1963.1239733725251,34.900412324891306,1964.1311143771072,27.43345007245876,1963.7954007089131,22.792767924918913
1964.3549234892366,29.980591401559586,1963.5156393187515,33.67918018080187,1964.5787326013658,28.30575874680836,1964.1870666551395,22.792767924918913
1964.8025417134952,30.643545994065278,1963.8513529869456,32.423055689738455,1965.3061122157862,30.469084259195363,1964.5787326013658,23.909323028086398
1965.1942076597215,31.399546845168267,1964.243018933172,31.934562832102678,1965.4739690498832,31.72520875025878,1964.9703985475921,25.165447519149815
1965.921587274142,32.77197915947829,1964.6906371574305,32.49284038368642,1965.7537304400448,32.9813332413222,1965.3061122157862,26.2820026223173
1966.2573009423359,33.1906873231661,1965.0263508256246,33.05111793527016,1965.921587274142,34.237457732385614,1965.6418258839801,27.538127113380718
1966.8168237226591,33.53961079290594,1965.250159937754,34.377027120281554,1966.2013486643036,35.49358222344903,1965.9775395521742,28.701205345846844
1967.264441946918,34.132780691463665,1965.4739690498832,36.051859775032774,1966.9287282787238,38.819985968302156,1966.2573009423359,30.18994548340349
