,location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
0,Afghanistan,AFG,2021-02-22,0.0,0.0,,,,0.0,0.0,,
1,Afghanistan,AFG,2021-02-23,,,,,1367.0,,,,35.0
2,Afghanistan,AFG,2021-02-24,,,,,1367.0,,,,35.0
3,Afghanistan,AFG,2021-02-25,,,,,1367.0,,,,35.0
4,Afghanistan,AFG,2021-02-26,,,,,1367.0,,,,35.0
5,Afghanistan,AFG,2021-02-27,,,,,1367.0,,,,35.0
6,Afghanistan,AFG,2021-02-28,8200.0,8200.0,,,1367.0,0.02,0.02,,35.0
7,Afghanistan,AFG,2021-03-01,,,,,1580.0,,,,41.0
8,Afghanistan,AFG,2021-03-02,,,,,1794.0,,,,46.0
9,Afghanistan,AFG,2021-03-03,,,,,2008.0,,,,52.0
10,Afghanistan,AFG,2021-03-04,,,,,2221.0,,,,57.0
11,Afghanistan,AFG,2021-03-05,,,,,2435.0,,,,63.0
12,Afghanistan,AFG,2021-03-06,,,,,2649.0,,,,68.0
13,Afghanistan,AFG,2021-03-07,,,,,2862.0,,,,74.0
14,Afghanistan,AFG,2021-03-08,,,,,2862.0,,,,74.0
15,Afghanistan,AFG,2021-03-09,,,,,2862.0,,,,74.0
16,Afghanistan,AFG,2021-03-10,,,,,2862.0,,,,74.0
17,Afghanistan,AFG,2021-03-11,,,,,2862.0,,,,74.0
18,Afghanistan,AFG,2021-03-12,,,,,2862.0,,,,74.0
19,Afghanistan,AFG,2021-03-13,,,,,2862.0,,,,74.0
20,Afghanistan,AFG,2021-03-14,,,,,2862.0,,,,74.0
21,Afghanistan,AFG,2021-03-15,,,,,2862.0,,,,74.0
22,Afghanistan,AFG,2021-03-16,54000.0,54000.0,,,2862.0,0.14,0.14,,74.0
23,Afghanistan,AFG,2021-03-17,,,,,2882.0,,,,74.0
24,Afghanistan,AFG,2021-03-18,,,,,2902.0,,,,75.0
25,Afghanistan,AFG,2021-03-19,,,,,2921.0,,,,75.0
26,Afghanistan,AFG,2021-03-20,,,,,2941.0,,,,76.0
27,Afghanistan,AFG,2021-03-21,,,,,2961.0,,,,76.0
28,Afghanistan,AFG,2021-03-22,,,,,2980.0,,,,77.0
29,Afghanistan,AFG,2021-03-23,,,,,3000.0,,,,77.0
30,Afghanistan,AFG,2021-03-24,,,,,3000.0,,,,77.0
31,Afghanistan,AFG,2021-03-25,,,,,3000.0,,,,77.0
32,Afghanistan,AFG,2021-03-26,,,,,3000.0,,,,77.0
33,Afghanistan,AFG,2021-03-27,,,,,3000.0,,,,77.0
34,Afghanistan,AFG,2021-03-28,,,,,3000.0,,,,77.0
35,Afghanistan,AFG,2021-03-29,,,,,3000.0,,,,77.0
36,Afghanistan,AFG,2021-03-30,,,,,3000.0,,,,77.0
37,Afghanistan,AFG,2021-03-31,,,,,3000.0,,,,77.0
38,Afghanistan,AFG,2021-04-01,,,,,3000.0,,,,77.0
39,Afghanistan,AFG,2021-04-02,,,,,3000.0,,,,77.0
40,Afghanistan,AFG,2021-04-03,,,,,3000.0,,,,77.0
41,Afghanistan,AFG,2021-04-04,,,,,3000.0,,,,77.0
42,Afghanistan,AFG,2021-04-05,,,,,3000.0,,,,77.0
43,Afghanistan,AFG,2021-04-06,,,,,3000.0,,,,77.0
44,Afghanistan,AFG,2021-04-07,120000.0,120000.0,,,3000.0,0.31,0.31,,77.0
45,Afghanistan,AFG,2021-04-08,,,,,3714.0,,,,95.0
46,Afghanistan,AFG,2021-04-09,,,,,4429.0,,,,114.0
47,Afghanistan,AFG,2021-04-10,,,,,5143.0,,,,132.0
48,Afghanistan,AFG,2021-04-11,,,,,5857.0,,,,150.0
49,Afghanistan,AFG,2021-04-12,,,,,6571.0,,,,169.0
50,Afghanistan,AFG,2021-04-13,,,,,7286.0,,,,187.0
51,Afghanistan,AFG,2021-04-14,,,,,8000.0,,,,206.0
52,Afghanistan,AFG,2021-04-15,,,,,8000.0,,,,206.0
53,Afghanistan,AFG,2021-04-16,,,,,8000.0,,,,206.0
54,Afghanistan,AFG,2021-04-17,,,,,8000.0,,,,206.0
55,Afghanistan,AFG,2021-04-18,,,,,8000.0,,,,206.0
56,Afghanistan,AFG,2021-04-19,,,,,8000.0,,,,206.0
57,Afghanistan,AFG,2021-04-20,,,,,8000.0,,,,206.0
58,Afghanistan,AFG,2021-04-21,,,,,8000.0,,,,206.0
59,Afghanistan,AFG,2021-04-22,240000.0,240000.0,,,8000.0,0.62,0.62,,206.0
60,Afghanistan,AFG,2021-04-23,,,,,8846.0,,,,227.0
61,Afghanistan,AFG,2021-04-24,,,,,9692.0,,,,249.0
62,Afghanistan,AFG,2021-04-25,,,,,10538.0,,,,271.0
63,Afghanistan,AFG,2021-04-26,,,,,11384.0,,,,292.0
64,Afghanistan,AFG,2021-04-27,,,,,12229.0,,,,314.0
65,Afghanistan,AFG,2021-04-28,,,,,13075.0,,,,336.0
66,Afghanistan,AFG,2021-04-29,,,,,13921.0,,,,358.0
67,Afghanistan,AFG,2021-04-30,,,,,13921.0,,,,358.0
68,Afghanistan,AFG,2021-05-01,,,,,13921.0,,,,358.0
69,Afghanistan,AFG,2021-05-02,,,,,13921.0,,,,358.0
70,Afghanistan,AFG,2021-05-03,,,,,13921.0,,,,358.0
71,Afghanistan,AFG,2021-05-04,,,,,13921.0,,,,358.0
72,Afghanistan,AFG,2021-05-05,,,,,13921.0,,,,358.0
73,Afghanistan,AFG,2021-05-06,,,,,13921.0,,,,358.0
74,Afghanistan,AFG,2021-05-07,,,,,13921.0,,,,358.0
75,Afghanistan,AFG,2021-05-08,,,,,13921.0,,,,358.0
76,Afghanistan,AFG,2021-05-09,,,,,13921.0,,,,358.0
77,Afghanistan,AFG,2021-05-10,,,,,13921.0,,,,358.0
78,Afghanistan,AFG,2021-05-11,504502.0,448878.0,55624.0,,13921.0,1.3,1.15,0.14,358.0
79,Afghanistan,AFG,2021-05-12,,,,,12621.0,,,,324.0
80,Afghanistan,AFG,2021-05-13,,,,,11321.0,,,,291.0
81,Afghanistan,AFG,2021-05-14,,,,,10022.0,,,,257.0
82,Afghanistan,AFG,2021-05-15,,,,,8722.0,,,,224.0
83,Afghanistan,AFG,2021-05-16,,,,,7422.0,,,,191.0
84,Afghanistan,AFG,2021-05-17,,,,,6122.0,,,,157.0
85,Afghanistan,AFG,2021-05-18,,,,,4822.0,,,,124.0
86,Afghanistan,AFG,2021-05-19,,,,,4822.0,,,,124.0
87,Afghanistan,AFG,2021-05-20,547901.0,470341.0,77560.0,,4822.0,1.41,1.21,0.2,124.0
88,Afghanistan,AFG,2021-05-21,,,,,5040.0,,,,129.0
89,Afghanistan,AFG,2021-05-22,,,,,5257.0,,,,135.0
90,Afghanistan,AFG,2021-05-23,,,,,5474.0,,,,141.0
91,Afghanistan,AFG,2021-05-24,573277.0,476367.0,96910.0,,5692.0,1.47,1.22,0.25,146.0
92,Afghanistan,AFG,2021-05-25,,,,,6230.0,,,,160.0
93,Afghanistan,AFG,2021-05-26,590454.0,479372.0,111082.0,,6768.0,1.52,1.23,0.29,174.0
94,Afghanistan,AFG,2021-05-27,593313.0,479574.0,113739.0,2859.0,6487.0,1.52,1.23,0.29,167.0
95,Afghanistan,AFG,2021-05-28,,,,,5907.0,,,,152.0
96,Afghanistan,AFG,2021-05-29,,,,,5326.0,,,,137.0
97,Afghanistan,AFG,2021-05-30,600152.0,480226.0,119926.0,,4746.0,1.54,1.23,0.31,122.0
98,Afghanistan,AFG,2021-05-31,,,,,5084.0,,,,131.0
99,Afghanistan,AFG,2021-06-01,,,,,5102.0,,,,131.0
100,Afghanistan,AFG,2021-06-02,626290.0,481690.0,144600.0,,5119.0,1.61,1.24,0.37,131.0
101,Afghanistan,AFG,2021-06-03,630305.0,481800.0,148505.0,4015.0,5285.0,1.62,1.24,0.38,136.0
102,Afghanistan,AFG,2021-06-04,,,,,5273.0,,,,135.0
103,Afghanistan,AFG,2021-06-05,,,,,5261.0,,,,135.0
104,Afghanistan,AFG,2021-06-06,,,,,5250.0,,,,135.0
105,Afghanistan,AFG,2021-06-07,,,,,4319.0,,,,111.0
106,Afghanistan,AFG,2021-06-08,641295.0,482952.0,158343.0,,3388.0,1.65,1.24,0.41,87.0
107,Africa,OWID_AFR,2021-01-09,0.0,0.0,,,,0.0,0.0,,
108,Africa,OWID_AFR,2021-01-10,,,,,500.0,,,,0.0
109,Africa,OWID_AFR,2021-01-11,,,,,500.0,,,,0.0
110,Africa,OWID_AFR,2021-01-12,,,,,500.0,,,,0.0
111,Africa,OWID_AFR,2021-01-13,2000.0,2000.0,,,500.0,0.0,0.0,,0.0
112,Africa,OWID_AFR,2021-01-14,,,,,600.0,,,,0.0
113,Africa,OWID_AFR,2021-01-15,4000.0,4000.0,,,667.0,0.0,0.0,,0.0
114,Africa,OWID_AFR,2021-01-16,7000.0,7000.0,,3000.0,1000.0,0.0,0.0,,1.0
115,Africa,OWID_AFR,2021-01-17,,,,,1118.0,,,,1.0
116,Africa,OWID_AFR,2021-01-18,,,,,1236.0,,,,1.0
117,Africa,OWID_AFR,2021-01-19,10976.0,10976.0,,,1354.0,0.0,0.0,,1.0
118,Africa,OWID_AFR,2021-01-20,13163.0,13163.0,,2187.0,1595.0,0.0,0.0,,1.0
119,Africa,OWID_AFR,2021-01-21,,,,,1718.0,,,,1.0
120,Africa,OWID_AFR,2021-01-22,16890.0,16890.0,,,1841.0,0.0,0.0,,1.0
121,Africa,OWID_AFR,2021-01-23,18353.0,18353.0,,1463.0,1622.0,0.0,0.0,,1.0
122,Africa,OWID_AFR,2021-01-24,18353.0,18353.0,,0.0,1433.0,0.0,0.0,,1.0
123,Africa,OWID_AFR,2021-01-25,19889.0,19889.0,,1536.0,1463.0,0.0,0.0,,1.0
124,Africa,OWID_AFR,2021-01-26,22712.0,22712.0,,2823.0,1677.0,0.0,0.0,,1.0
125,Africa,OWID_AFR,2021-01-27,25587.0,25587.0,,2875.0,1775.0,0.0,0.0,,1.0
126,Africa,OWID_AFR,2021-01-28,28779.0,28779.0,,3192.0,1965.0,0.0,0.0,,1.0
127,Africa,OWID_AFR,2021-01-29,30861.0,30861.0,,2082.0,1996.0,0.0,0.0,,1.0
128,Africa,OWID_AFR,2021-01-30,122206.0,32206.0,,91345.0,14836.0,0.01,0.0,,11.0
129,Africa,OWID_AFR,2021-01-31,158206.0,32206.0,,36000.0,19979.0,0.01,0.0,,15.0
130,Africa,OWID_AFR,2021-02-01,236712.0,36631.0,,78506.0,30975.0,0.02,0.0,,23.0
131,Africa,OWID_AFR,2021-02-02,295127.0,37836.0,,58415.0,38916.0,0.02,0.0,,29.0
132,Africa,OWID_AFR,2021-02-03,347149.0,38746.0,5.0,52022.0,45937.0,0.03,0.0,0.0,34.0
133,Africa,OWID_AFR,2021-02-04,390474.0,38746.0,5.0,43325.0,51671.0,0.03,0.0,0.0,39.0
134,Africa,OWID_AFR,2021-02-05,446986.0,38746.0,5.0,56512.0,59446.0,0.03,0.0,0.0,44.0
135,Africa,OWID_AFR,2021-02-06,504800.0,39248.0,1586.0,57814.0,54656.0,0.04,0.0,0.0,41.0
136,Africa,OWID_AFR,2021-02-07,,,,,55849.0,,,,42.0
137,Africa,OWID_AFR,2021-02-08,593502.0,39373.0,3980.0,,50970.0,0.04,0.0,0.0,38.0
138,Africa,OWID_AFR,2021-02-09,661263.0,39382.0,6700.0,67761.0,52305.0,0.05,0.0,0.0,39.0
139,Africa,OWID_AFR,2021-02-10,795836.0,39385.0,10335.0,134573.0,64098.0,0.06,0.0,0.0,48.0
140,Africa,OWID_AFR,2021-02-11,908796.0,39611.0,13867.0,112960.0,74046.0,0.07,0.0,0.0,55.0
141,Africa,OWID_AFR,2021-02-12,1165581.0,39611.0,13867.0,256785.0,102656.0,0.09,0.0,0.0,77.0
142,Africa,OWID_AFR,2021-02-13,1446178.0,43458.0,14181.0,280597.0,134483.0,0.11,0.0,0.0,100.0
143,Africa,OWID_AFR,2021-02-14,,,,,151062.0,,,,113.0
144,Africa,OWID_AFR,2021-02-15,1766999.0,43467.0,16441.0,,167642.0,0.13,0.0,0.0,125.0
145,Africa,OWID_AFR,2021-02-16,1965819.0,43474.0,18176.0,198820.0,186365.0,0.15,0.0,0.0,139.0
146,Africa,OWID_AFR,2021-02-17,2147659.0,47134.0,19512.0,181840.0,193118.0,0.16,0.0,0.0,144.0
147,Africa,OWID_AFR,2021-02-18,2303964.0,50176.0,22925.0,156305.0,199310.0,0.17,0.0,0.0,149.0
148,Africa,OWID_AFR,2021-02-19,2513999.0,2487533.0,32990.0,210035.0,192631.0,0.19,0.19,0.0,144.0
149,Africa,OWID_AFR,2021-02-20,2616931.0,2581856.0,45489.0,102932.0,167250.0,0.2,0.19,0.0,125.0
150,Africa,OWID_AFR,2021-02-21,2622421.0,2587346.0,50463.0,5490.0,145119.0,0.2,0.19,0.0,108.0
151,Africa,OWID_AFR,2021-02-22,2745898.0,2700632.0,68325.0,123477.0,139843.0,0.2,0.2,0.01,104.0
152,Africa,OWID_AFR,2021-02-23,2854362.0,2799750.0,86927.0,108464.0,126935.0,0.21,0.21,0.01,95.0
153,Africa,OWID_AFR,2021-02-24,3153546.0,3092856.0,102499.0,299184.0,143698.0,0.24,0.23,0.01,107.0
154,Africa,OWID_AFR,2021-02-25,3434869.0,3367724.0,119792.0,281323.0,161558.0,0.26,0.25,0.01,121.0
155,Africa,OWID_AFR,2021-02-26,3677524.0,3557568.0,183604.0,242655.0,166218.0,0.27,0.27,0.01,124.0
156,Africa,OWID_AFR,2021-02-27,3866267.0,3680812.0,252758.0,188743.0,178477.0,0.29,0.27,0.02,133.0
157,Africa,OWID_AFR,2021-02-28,3873994.0,3688539.0,255982.0,7727.0,178796.0,0.29,0.28,0.02,133.0
158,Africa,OWID_AFR,2021-03-01,4091848.0,3834638.0,330257.0,217854.0,192279.0,0.31,0.29,0.02,143.0
159,Africa,OWID_AFR,2021-03-02,4252773.0,3934686.0,394124.0,160925.0,199773.0,0.32,0.29,0.03,149.0
160,Africa,OWID_AFR,2021-03-03,4424168.0,4038877.0,468861.0,171395.0,181517.0,0.33,0.3,0.03,135.0
161,Africa,OWID_AFR,2021-03-04,4570159.0,4132507.0,529681.0,145991.0,162184.0,0.34,0.31,0.04,121.0
162,Africa,OWID_AFR,2021-03-05,4808230.0,4283668.0,624742.0,238071.0,161529.0,0.36,0.32,0.05,120.0
163,Africa,OWID_AFR,2021-03-06,5013197.0,4409635.0,705135.0,204967.0,163847.0,0.37,0.33,0.05,122.0
164,Africa,OWID_AFR,2021-03-07,5053898.0,4450336.0,705135.0,40701.0,168558.0,0.38,0.33,0.05,126.0
165,Africa,OWID_AFR,2021-03-08,5402174.0,4724256.0,779759.0,348276.0,187189.0,0.4,0.35,0.06,140.0
166,Africa,OWID_AFR,2021-03-09,5542597.0,4798917.0,850734.0,140423.0,184261.0,0.41,0.36,0.06,137.0
167,Africa,OWID_AFR,2021-03-10,5882799.0,5001631.0,1010055.0,340202.0,208376.0,0.44,0.37,0.08,155.0
168,Africa,OWID_AFR,2021-03-11,6071207.0,5072092.0,1137129.0,188408.0,214435.0,0.45,0.38,0.08,160.0
169,Africa,OWID_AFR,2021-03-12,6381226.0,5129231.0,1397210.0,310019.0,224714.0,0.48,0.38,0.1,168.0
170,Africa,OWID_AFR,2021-03-13,6784874.0,5286100.0,1644318.0,403648.0,253097.0,0.51,0.39,0.12,189.0
171,Africa,OWID_AFR,2021-03-14,6801397.0,5302623.0,1644318.0,16523.0,249643.0,0.51,0.4,0.12,186.0
172,Africa,OWID_AFR,2021-03-15,7194432.0,5399518.0,1942667.0,393035.0,256037.0,0.54,0.4,0.14,191.0
173,Africa,OWID_AFR,2021-03-16,7429911.0,5440673.0,2146524.0,235479.0,269616.0,0.55,0.41,0.16,201.0
174,Africa,OWID_AFR,2021-03-17,7631610.0,5487287.0,2312736.0,201699.0,249830.0,0.57,0.41,0.17,186.0
175,Africa,OWID_AFR,2021-03-18,7819050.0,5674476.0,2321849.0,187440.0,249692.0,0.58,0.42,0.17,186.0
176,Africa,OWID_AFR,2021-03-19,8101883.0,5746305.0,2563824.0,282833.0,245808.0,0.6,0.43,0.19,183.0
177,Africa,OWID_AFR,2021-03-20,8194242.0,5767632.0,2634856.0,92359.0,201338.0,0.61,0.43,0.2,150.0
178,Africa,OWID_AFR,2021-03-21,8215790.0,5789180.0,2634856.0,21548.0,202056.0,0.61,0.43,0.2,151.0
179,Africa,OWID_AFR,2021-03-22,8338031.0,5817779.0,2728498.0,122241.0,163371.0,0.62,0.43,0.2,122.0
180,Africa,OWID_AFR,2021-03-23,8484254.0,5891994.0,2820695.0,146223.0,150620.0,0.63,0.44,0.21,112.0
181,Africa,OWID_AFR,2021-03-24,9420365.0,6572947.0,3089404.0,936111.0,255536.0,0.7,0.49,0.23,191.0
182,Africa,OWID_AFR,2021-03-25,9708756.0,6633421.0,3329642.0,288391.0,269958.0,0.72,0.49,0.25,201.0
183,Africa,OWID_AFR,2021-03-26,9977284.0,6738850.0,3503614.0,268528.0,267914.0,0.74,0.5,0.26,200.0
184,Africa,OWID_AFR,2021-03-27,10303121.0,6962741.0,3606163.0,325837.0,301268.0,0.77,0.52,0.27,225.0
185,Africa,OWID_AFR,2021-03-28,10561970.0,7218927.0,3608826.0,258849.0,335169.0,0.79,0.54,0.27,250.0
186,Africa,OWID_AFR,2021-03-29,10774885.0,7305693.0,3743035.0,212915.0,348122.0,0.8,0.54,0.28,260.0
187,Africa,OWID_AFR,2021-03-30,10971670.0,7387045.0,3870510.0,196785.0,355345.0,0.82,0.55,0.29,265.0
188,Africa,OWID_AFR,2021-03-31,11475702.0,7744531.0,3995049.0,504032.0,293620.0,0.86,0.58,0.3,219.0
189,Africa,OWID_AFR,2021-04-01,11729279.0,7900844.0,4097537.0,253577.0,288646.0,0.87,0.59,0.31,215.0
190,Africa,OWID_AFR,2021-04-02,11883043.0,7977827.0,4174318.0,153764.0,272251.0,0.89,0.6,0.31,203.0
191,Africa,OWID_AFR,2021-04-03,12018282.0,8061371.0,4226013.0,135239.0,245023.0,0.9,0.6,0.32,183.0
192,Africa,OWID_AFR,2021-04-04,12082234.0,8131493.0,4226289.0,63952.0,217181.0,0.9,0.61,0.32,162.0
193,Africa,OWID_AFR,2021-04-05,12235736.0,8226641.0,4285890.0,153502.0,208693.0,0.91,0.61,0.32,156.0
194,Africa,OWID_AFR,2021-04-06,12575036.0,8521870.0,4333474.0,339300.0,229052.0,0.94,0.64,0.32,171.0
195,Africa,OWID_AFR,2021-04-07,12960258.0,8839889.0,4399278.0,385222.0,212079.0,0.97,0.66,0.33,158.0
196,Africa,OWID_AFR,2021-04-08,13697727.0,9540508.0,4443032.0,737469.0,281207.0,1.02,0.71,0.33,210.0
197,Africa,OWID_AFR,2021-04-09,13852802.0,9667716.0,4477593.0,155075.0,281394.0,1.03,0.72,0.33,210.0
198,Africa,OWID_AFR,2021-04-10,14012728.0,9789075.0,4516916.0,159926.0,284921.0,1.05,0.73,0.34,213.0
199,Africa,OWID_AFR,2021-04-11,14162114.0,9924158.0,4531219.0,149386.0,297126.0,1.06,0.74,0.34,222.0
200,Africa,OWID_AFR,2021-04-12,14271533.0,10035075.0,4533119.0,109419.0,290828.0,1.06,0.75,0.34,217.0
201,Africa,OWID_AFR,2021-04-13,14370977.0,10124510.0,4545964.0,99444.0,256563.0,1.07,0.76,0.34,191.0
202,Africa,OWID_AFR,2021-04-14,14732385.0,10473338.0,4558759.0,361408.0,253161.0,1.1,0.78,0.34,189.0
203,Africa,OWID_AFR,2021-04-15,14856238.0,10561218.0,4587643.0,123853.0,165502.0,1.11,0.79,0.34,123.0
204,Africa,OWID_AFR,2021-04-16,15083479.0,10775250.0,4600852.0,227241.0,175811.0,1.13,0.8,0.34,131.0
205,Africa,OWID_AFR,2021-04-17,15381972.0,11066612.0,4607983.0,298493.0,195606.0,1.15,0.83,0.34,146.0
206,Africa,OWID_AFR,2021-04-18,15949649.0,11612009.0,4630263.0,567677.0,255362.0,1.19,0.87,0.35,190.0
207,Africa,OWID_AFR,2021-04-19,16165548.0,11809547.0,4648624.0,215899.0,270574.0,1.21,0.88,0.35,202.0
208,Africa,OWID_AFR,2021-04-20,16331855.0,11960570.0,4663908.0,166307.0,280125.0,1.22,0.89,0.35,209.0
209,Africa,OWID_AFR,2021-04-21,16544427.0,12156964.0,4680086.0,212572.0,258863.0,1.23,0.91,0.35,193.0
210,Africa,OWID_AFR,2021-04-22,16648789.0,12243149.0,4698263.0,104362.0,256079.0,1.24,0.91,0.35,191.0
211,Africa,OWID_AFR,2021-04-23,16834942.0,12408548.0,4719017.0,186153.0,250209.0,1.26,0.93,0.35,187.0
212,Africa,OWID_AFR,2021-04-24,16889942.0,12454393.0,4728172.0,55000.0,215424.0,1.26,0.93,0.35,161.0
213,Africa,OWID_AFR,2021-04-25,16969006.0,12520419.0,4741210.0,79064.0,145622.0,1.27,0.93,0.35,109.0
214,Africa,OWID_AFR,2021-04-26,17068090.0,12604524.0,4756189.0,99084.0,128935.0,1.27,0.94,0.35,96.0
215,Africa,OWID_AFR,2021-04-27,17236966.0,12746366.0,4783223.0,168876.0,129302.0,1.29,0.95,0.36,96.0
216,Africa,OWID_AFR,2021-04-28,18296589.0,13765818.0,4828924.0,1059623.0,250309.0,1.36,1.03,0.36,187.0
217,Africa,OWID_AFR,2021-04-29,18389755.0,13849934.0,4847412.0,93166.0,248709.0,1.37,1.03,0.36,186.0
218,Africa,OWID_AFR,2021-04-30,18553655.0,13988176.0,4883135.0,163900.0,245530.0,1.38,1.04,0.36,183.0
219,Africa,OWID_AFR,2021-05-01,18680584.0,14102884.0,4896370.0,126929.0,255806.0,1.39,1.05,0.37,191.0
220,Africa,OWID_AFR,2021-05-02,18737275.0,14151044.0,4904901.0,56691.0,252610.0,1.4,1.06,0.37,188.0
221,Africa,OWID_AFR,2021-05-03,18912422.0,14294358.0,4947162.0,175147.0,263476.0,1.41,1.07,0.37,197.0
222,Africa,OWID_AFR,2021-05-04,19208548.0,14534060.0,5027669.0,296126.0,281655.0,1.43,1.08,0.38,210.0
223,Africa,OWID_AFR,2021-05-05,19465178.0,14750881.0,5082089.0,256630.0,166941.0,1.45,1.1,0.38,125.0
224,Africa,OWID_AFR,2021-05-06,19624749.0,14884557.0,5107984.0,159571.0,176428.0,1.46,1.11,0.38,132.0
225,Africa,OWID_AFR,2021-05-07,20217788.0,15433666.0,5166984.0,593039.0,237733.0,1.51,1.15,0.39,177.0
226,Africa,OWID_AFR,2021-05-08,20470315.0,15587003.0,5265792.0,252527.0,255676.0,1.53,1.16,0.39,191.0
227,Africa,OWID_AFR,2021-05-09,21199786.0,16063514.0,5518752.0,729471.0,351787.0,1.58,1.2,0.41,262.0
228,Africa,OWID_AFR,2021-05-10,21661190.0,16498949.0,5557471.0,461404.0,392681.0,1.62,1.23,0.41,293.0
229,Africa,OWID_AFR,2021-05-11,22093431.0,16908219.0,5599584.0,432241.0,412126.0,1.65,1.26,0.42,307.0
230,Africa,OWID_AFR,2021-05-12,23173695.0,17814971.0,5789454.0,1080264.0,529788.0,1.73,1.33,0.43,395.0
231,Africa,OWID_AFR,2021-05-13,23349124.0,17978803.0,5825490.0,175429.0,532054.0,1.74,1.34,0.43,397.0
232,Africa,OWID_AFR,2021-05-14,23545234.0,18121639.0,5859615.0,196110.0,475349.0,1.76,1.35,0.44,355.0
233,Africa,OWID_AFR,2021-05-15,23859320.0,18358349.0,5932857.0,314086.0,484144.0,1.78,1.37,0.44,361.0
234,Africa,OWID_AFR,2021-05-16,23952448.0,18441824.0,5942229.0,93128.0,393237.0,1.79,1.38,0.44,293.0
235,Africa,OWID_AFR,2021-05-17,24419413.0,18824103.0,6009508.0,466965.0,394032.0,1.82,1.4,0.45,294.0
236,Africa,OWID_AFR,2021-05-18,25194315.0,19412021.0,6156083.0,774902.0,442983.0,1.88,1.45,0.46,330.0
237,Africa,OWID_AFR,2021-05-19,25763252.0,19824640.0,6273370.0,568937.0,369937.0,1.92,1.48,0.47,276.0
238,Africa,OWID_AFR,2021-05-20,26225248.0,20159569.0,6361201.0,461996.0,410875.0,1.96,1.5,0.47,306.0
239,Africa,OWID_AFR,2021-05-21,26987320.0,20591925.0,6614796.0,762072.0,491727.0,2.01,1.54,0.49,367.0
240,Africa,OWID_AFR,2021-05-22,27823506.0,21500322.0,6755294.0,836186.0,566312.0,2.08,1.6,0.5,422.0
241,Africa,OWID_AFR,2021-05-23,28049976.0,21697894.0,6779155.0,226470.0,585361.0,2.09,1.62,0.51,437.0
242,Africa,OWID_AFR,2021-05-24,28511478.0,22076210.0,6845969.0,461502.0,584581.0,2.13,1.65,0.51,436.0
243,Africa,OWID_AFR,2021-05-25,29211869.0,22573286.0,7000008.0,700391.0,573936.0,2.18,1.68,0.52,428.0
244,Africa,OWID_AFR,2021-05-26,29532070.0,22768087.0,7129488.0,320201.0,538403.0,2.2,1.7,0.53,402.0
245,Africa,OWID_AFR,2021-05-27,29683971.0,22896428.0,7153048.0,151901.0,494103.0,2.21,1.71,0.53,369.0
246,Africa,OWID_AFR,2021-05-28,29800379.0,22964610.0,7191192.0,116408.0,401866.0,2.22,1.71,0.54,300.0
247,Africa,OWID_AFR,2021-05-29,30593669.0,23504865.0,7246176.0,793290.0,395738.0,2.28,1.75,0.54,295.0
248,Africa,OWID_AFR,2021-05-30,30979265.0,23758177.0,7313539.0,385596.0,418470.0,2.31,1.77,0.55,312.0
249,Africa,OWID_AFR,2021-05-31,32938883.0,24567651.0,8449326.0,1959618.0,632486.0,2.46,1.83,0.63,472.0
250,Africa,OWID_AFR,2021-06-01,33739381.0,25055833.0,8687026.0,800498.0,646787.0,2.52,1.87,0.65,482.0
251,Africa,OWID_AFR,2021-06-02,34237976.0,25297758.0,8871231.0,498595.0,672272.0,2.55,1.89,0.66,501.0
252,Africa,OWID_AFR,2021-06-03,34703924.0,25566223.0,8992121.0,465948.0,717136.0,2.59,1.91,0.67,535.0
253,Africa,OWID_AFR,2021-06-04,34954774.0,25616053.0,9120410.0,250850.0,736342.0,2.61,1.91,0.68,549.0
254,Africa,OWID_AFR,2021-06-05,35251405.0,25766925.0,9196515.0,296631.0,665391.0,2.63,1.92,0.69,496.0
255,Africa,OWID_AFR,2021-06-06,37739612.0,28233896.0,9210865.0,2488207.0,965764.0,2.82,2.11,0.69,720.0
256,Africa,OWID_AFR,2021-06-07,38242725.0,28426892.0,9514170.0,503113.0,757692.0,2.85,2.12,0.71,565.0
257,Africa,OWID_AFR,2021-06-08,39320669.0,28849056.0,10066945.0,1077944.0,797327.0,2.93,2.15,0.75,595.0
258,Africa,OWID_AFR,2021-06-09,39719318.0,28894809.0,10328300.0,398649.0,783049.0,2.96,2.16,0.77,584.0
259,Albania,ALB,2021-01-10,0.0,0.0,,,,0.0,0.0,,
260,Albania,ALB,2021-01-11,,,,,64.0,,,,22.0
261,Albania,ALB,2021-01-12,128.0,128.0,,,64.0,0.0,0.0,,22.0
262,Albania,ALB,2021-01-13,188.0,188.0,,60.0,63.0,0.01,0.01,,22.0
263,Albania,ALB,2021-01-14,266.0,266.0,,78.0,66.0,0.01,0.01,,23.0
264,Albania,ALB,2021-01-15,308.0,308.0,,42.0,62.0,0.01,0.01,,22.0
265,Albania,ALB,2021-01-16,369.0,369.0,,61.0,62.0,0.01,0.01,,22.0
266,Albania,ALB,2021-01-17,405.0,405.0,,36.0,58.0,0.01,0.01,,20.0
267,Albania,ALB,2021-01-18,447.0,447.0,,42.0,55.0,0.02,0.02,,19.0
