,date,value
0,2021/05/13,0.0
1,2021/05/14,0.0
2,2021/05/15,2.6466777861043433
3,2021/05/17,55.02266038427191
4,2021/05/18,113.47439894678223
5,2021/05/19,288.3709639945966
6,2021/05/20,386.5183068772338
7,2021/05/21,500.30100521246305
8,2021/05/22,480.7185659456589
9,2021/05/23,485.1904670851854
10,2021/05/24,453.6828514605866
11,2021/05/25,452.0971300874974
12,2021/05/26,456.71845137811073
13,2021/05/27,479.67844013337054
14,2021/05/28,501.2754783991718
15,2021/05/29,511.69775342989914
16,2021/05/30,520.7528582621435
17,2021/05/31,478.93056019953815
18,2021/06/01,445.4637473575786
19,2021/06/02,396.7512799220996
20,2021/06/03,395.5138358640913
21,2021/06/04,392.64271740573196
22,2021/06/05,426.2042687438161
23,2021/06/06,426.9676183666948
24,2021/06/07,387.96251554705697
25,2021/06/08,384.89963196782156
26,2021/06/09,358.6056362060045
27,2021/06/10,323.18358411181475
28,2021/06/11,237.42350502356604
29,2021/06/12,217.192132009955
30,2021/06/13,243.42733867880642
31,2021/06/14,266.0032763479037
32,2021/06/15,259.22359098516375
33,2021/06/16,229.4447363498742
34,2021/06/17,195.45188810287266
35,2021/06/18,139.87376121709227
36,2021/06/19,136.65894942840376
37,2021/06/20,133.79701175613528
38,2021/06/21,167.77602318489514
39,2021/06/22,154.2058445986153
40,2021/06/23,131.40671185388493
41,2021/06/24,89.80169416330192
42,2021/06/25,72.76854859672027
43,2021/06/26,72.69861806802975
44,2021/06/27,93.82301208243558
45,2021/06/28,93.59595775272129
46,2021/06/29,76.18757724357148
47,2021/06/30,64.05127154709815
48,2021/07/01,59.92832923807697
49,2021/07/02,60.235240543193775
50,2021/07/03,48.37560916999661
51,2021/07/04,41.22936483953165
52,2021/07/05,39.40139987148982
53,2021/07/06,47.0783794765137
54,2021/07/07,45.42316036998805
55,2021/07/08,36.012568532124966
56,2021/07/09,19.98384922614561
57,2021/07/10,21.32073620597231
58,2021/07/11,18.78975205294836
59,2021/07/12,20.608003962861233
60,2021/07/13,11.556809687504199
61,2021/07/14,16.64210212913264
62,2021/07/15,13.93844851249194
63,2021/07/16,17.63898782736955
64,2021/07/17,11.927887370785678
65,2021/07/18,7.977143369610928
66,2021/07/19,11.270861887148405
67,2021/07/20,2.4412884547238605
68,2021/07/21,1.5734068128312897
69,2021/07/22,0.0
70,2021/07/23,3.7285162644724514
71,2021/07/24,4.336325072818322
72,2021/07/25,8.681628199591975
73,2021/07/27,11.384084469577544
74,2021/07/28,12.611376008428559
75,2021/07/29,7.817710182275675
76,2021/07/30,0.0
77,2021/07/31,0.0
78,2021/08/01,0.0
79,2021/08/02,5.277329565402643
80,2021/08/03,5.668096373135143
81,2021/08/04,5.375386246182624
82,2021/08/06,4.212580130119458
83,2021/08/07,8.610843971218648
84,2021/08/08,8.890851331732827
85,2021/08/09,8.458505197181674
86,2021/08/10,2.540859136449304
87,2021/08/12,0.9518485983659845
88,2021/08/13,0.1164512786653139
89,2021/08/14,0.46185989186185833
90,2021/08/15,0.8152059467523145
91,2021/08/16,0.7895323749616144
92,2021/08/18,0.08629442886454325
93,2021/08/19,0.0
94,2021/08/20,0.01771912043396166
95,2021/08/21,0.42267289344520503
96,2021/08/22,0.15580501376638267
97,2021/08/24,0.1645877716740074
98,2021/08/25,0.0
99,2021/08/26,0.044327968695919616
100,2021/08/27,0.0
101,2021/08/28,0.0
102,2021/08/29,0.0
103,2021/08/30,0.0
104,2021/09/02,0.0
105,2021/09/03,0.1531200111538927
106,2021/09/04,0.21321584518081718
107,2021/09/05,0.0
108,2021/09/07,0.0
109,2021/09/08,0.0
110,2021/09/09,0.0
111,2021/09/10,0.0
112,2021/09/11,0.8939475398108812
113,2021/09/12,1.0577837813607214
114,2021/09/13,0.0
115,2021/09/14,0.0
116,2021/09/16,0.0
117,2021/09/17,0.0
118,2021/09/18,0.0
119,2021/09/20,0.0
120,2021/09/21,0.0
121,2021/09/23,0.0
122,2021/09/24,0.0
123,2021/09/26,0.0
124,2021/09/28,0.0
125,2021/10/02,0.0
126,2021/10/03,0.0
127,2021/10/08,0.0
128,2021/10/12,0.0
129,2021/10/14,0.0
130,2021/10/18,0.0
131,2021/10/22,0.0
