,date,value
0,2021/05/04,0.0
1,2021/05/07,0.0
2,2021/05/09,0.0
3,2021/05/11,0.0
4,2021/05/12,0.0
5,2021/05/13,0.40955347122909797
6,2021/05/14,2.8276814202373544
7,2021/05/15,7.8304971044471285
8,2021/05/16,60.67326639320936
9,2021/05/17,122.50717238826296
10,2021/05/18,222.34316582169473
11,2021/05/19,241.9021664801919
12,2021/05/20,264.054943144318
13,2021/05/21,247.7169504083498
14,2021/05/22,382.1681150132372
15,2021/05/23,529.7637750072946
16,2021/05/24,628.2520296482629
17,2021/05/25,611.0812133210496
18,2021/05/26,579.3618748693766
19,2021/05/27,605.8687687228065
20,2021/05/28,630.376897372059
21,2021/05/29,607.6100108639756
22,2021/05/30,549.22740060848
23,2021/05/31,446.5264413814866
24,2021/06/01,373.2310115903515
25,2021/06/02,390.51993796478536
26,2021/06/03,463.3856307246815
27,2021/06/04,544.8780498337711
28,2021/06/05,534.2138778756506
29,2021/06/06,491.0539673995379
30,2021/06/07,367.21816120053046
31,2021/06/08,273.9236401066835
32,2021/06/09,215.1663589763033
33,2021/06/10,236.0431195548249
34,2021/06/11,256.3501404102465
35,2021/06/12,249.94296029166858
36,2021/06/13,218.88903011585535
37,2021/06/14,184.2804082701074
38,2021/06/15,147.97222846846134
39,2021/06/16,146.34870662032503
40,2021/06/17,145.20973429820197
41,2021/06/18,161.65103806150168
42,2021/06/19,148.4954601344542
43,2021/06/20,125.74905008791666
44,2021/06/21,86.40453584456766
45,2021/06/22,77.14300052925107
46,2021/06/23,84.14099469740079
47,2021/06/24,104.09063785479377
48,2021/06/25,96.9954260355803
49,2021/06/26,81.10831567969869
50,2021/06/27,68.02692463836638
51,2021/06/28,60.95411116691582
52,2021/06/29,50.94273060751743
53,2021/06/30,38.18279886986996
54,2021/07/01,39.424767430871725
55,2021/07/02,46.00200332905399
56,2021/07/03,41.70050977014228
57,2021/07/04,32.18561904661632
58,2021/07/05,16.054217196952663
59,2021/07/06,14.648842102757195
60,2021/07/07,10.17760454270721
61,2021/07/08,14.571689799845672
62,2021/07/09,15.09682916626745
63,2021/07/10,15.2742937496904
64,2021/07/11,9.132768145846248
65,2021/07/12,5.093701845195786
66,2021/07/13,3.962522644772662
67,2021/07/14,3.833604069857453
