Default Dataset,,Dataset 1,,Dataset 2,
X,Y,X,Y,X,Y
0.1127757847533637,3.219650288092189,0.7414215246636786,4.408505721830985,0.11594618834080705,1.9641485275288084
0.7414215246636786,3.176261403649167,1.9987130044843067,4.269661291613316,2.2029775784753376,1.91293213828425
1.3700672645739917,3.1111780769846344,2.3916165919282513,4.226272407170294,7.24663677130045,1.6312419974391799
1.9987130044843067,3.0677891925416128,3.5703273542600904,4.07875020006402,11.304753363228704,1.3751600512163882
2.62735874439462,3.028739196542893,3.963230941704037,4.035361315620998,15.420843049327354,1.0038412291933412
3.256004484304933,2.96365586987836,5.141941704035876,3.918211327624839,20.17463677130045,0.46606914212547945
3.884650224215248,2.9202669854353385,5.613426008968611,3.8531280009603064,24.232753363228703,-0.02048655569782376
4.513295964125561,2.8725392125480145,6.71355605381166,3.74031690140845,32.00114798206278,-1.070422535211268
5.141941704035876,2.811794774327784,7.185040358744397,3.688250240076824,39.18981165919283,-2.0691421254801545
5.770587443946189,2.7684058898847623,8.442331838565023,3.566761363636363,45.1610403587444,-2.901408450704226
6.399233183856504,2.707661451664532,8.992396860986547,3.5146947023047366,51.30618834080718,-3.7976952624839946
6.949298206278028,2.681628120998719,10.171107623318386,3.4192391565300886,57.857147982062784,-4.7451984635083235
7.65652466367713,2.607867017445582,11.768915545590433,3.283287318608621,64.06026905829597,-5.667093469910371
8.206589686098654,2.577494798335467,12.292786995515696,3.254361395646606,,
8.91381614349776,2.5037336947823294,13.392917040358745,3.1791539959453687,,
9.542461883408071,2.46468369878361,14.02156278026906,3.1213021500213394,,
10.171107623318386,2.416955925896286,15.22646711509716,3.0403095657276986,,
10.825946935724966,2.363442968416559,15.750338565022423,3.011383642765684,,
11.585560538116594,2.295467049455825,16.955242899850525,2.9361762430644465,,
12.135625560538118,2.26509483034571,17.479114349775784,2.907250320102432,,
12.81665844544096,2.2014577998292784,18.814986547085205,2.8638614356594103,,
13.471497757847535,2.152283730793853,19.286470852017942,2.8378281049935974,,
14.073949925261585,2.0973244771660258,20.543762331838565,2.777083666773367,,
14.728789237668162,2.048150408130601,21.015246636771302,2.7510503361075536,,
15.357434977578476,1.9960837467989752,28.166091928251127,2.5080725832266317,,
16.01227428998505,1.94690967776355,29.973448430493278,2.473361475672214,,
16.6147264573991,1.8919504241357226,31.78080493273543,2.438650368117797,,
17.26956576980568,1.8427763551002978,33.58816143497758,2.4039392605633796,,
18.00298579970105,1.7849245091762693,35.395517937219736,2.369228153008962,,
18.657825112107624,1.748767105473751,37.20287443946189,2.3345170454545445,,
19.286470852017942,1.7053782210307293,39.01023094170404,2.2998059379001274,,
19.915116591928253,1.6402948943661966,40.817587443946195,2.26509483034571,,
20.517568759342304,1.6113689714041821,42.624943946188345,2.2303837227912924,,
21.198601644245144,1.5650874946649584,43.96081614349776,2.221705945902688,,
21.958215246636776,1.4971115757042246,45.689591928251126,2.1956726152368753,,
22.508280269058297,1.4667393565941094,47.57552914798207,2.1609615076824578,,
23.215506726457406,1.3929782530409724,49.854369955156955,2.1262504001280402,,
