,Country,t
0,ZWE,1990.319419198254
1,ZMB,3183.6507732625855
2,YEM,1.0
3,WLD,16204.169106776857
4,PSE,5402.538772756502
5,VIR,1.0
6,VNM,10450.622381569274
7,VEN,1.0
8,VUT,2848.970239759817
9,UZB,7407.727640085144
10,URY,22073.374872663455
11,UMC,16470.56943223548
12,USA,60158.9104528302
13,GBR,41741.0214460528
14,ARE,67668.28664132653
15,UKR,12407.7900390625
16,UGA,2240.490237290826
17,TUV,4577.968155097118
18,TCA,18474.86599487687
19,TKM,14269.641029788265
20,TUR,28473.205858382837
21,TUN,10040.135993665323
22,TTO,23391.316198833167
23,TON,6357.069914452661
24,TGO,2064.1366073939803
25,TLS,4856.5182914253855
26,THA,16865.548770916295
27,TZA,2551.5068359375
28,TJK,3651.9426602834665
29,SYR,1.0
30,CHE,67765.88142902593
31,SWE,51331.2822226344
32,SUR,15329.179105804476
33,SDN,3874.80029296875
34,TSS,3657.1821595928327
35,SSA,3655.237971921883
36,SSF,3657.182159592832
37,VCT,13690.973397358373
38,MAF,1.0
39,LCA,11650.93031925623
40,KNA,26701.115459001474
41,LKA,12939.440565654826
42,ESP,35987.239644842164
43,SSD,1.0
44,TSA,5937.446740055689
45,SAS,5937.446740055689
46,ZAF,12815.909590529323
47,SOM,1127.418533994679
48,SLB,2469.174214928472
49,SST,19026.366476055286
50,SVN,37098.11934039697
51,SVK,30960.257299971192
52,SXM,30850.916579702127
53,SGP,94910.10143137259
54,SLE,1586.3549429916561
55,SYC,26439.120237955423
56,SRB,18262.706401510804
57,SEN,3384.4417824662637
58,SAU,44770.908279760886
59,STP,4058.6740025447784
60,SMR,56364.21416319121
61,WSM,6062.471735453036
62,RWA,2066.6286592528595
63,RUS,26586.5546875
64,ROU,29057.28460392857
65,QAT,89019.069857331
66,PRI,32437.96514791344
67,PRE,3339.3712312833713
68,PST,46660.025199688826
69,PRT,32011.325158682892
70,POL,32546.825941931886
71,PHL,7773.260230744068
72,PER,11187.343789603729
73,PRY,13317.321118433343
74,PNG,3741.661577900964
75,PAN,26606.294977685287
76,PLW,15952.527357472454
77,PAK,5004.352241918665
78,PSS,6236.0254980826085
79,OSS,20962.591611327567
80,OMN,33098.209899809735
81,OED,42542.158410503296
82,INX,1.0
83,NOR,63776.160965344156
84,MNP,1.0
85,MKD,15779.730193018311
86,NAC,58724.2856886164
87,NGA,4865.086832169077
88,NER,1214.5465562107745
89,NIC,5230.561422873521
90,NZL,42052.14096777264
91,NCL,1.0
92,NLD,54275.0030465677
93,NPL,3761.8027875187113
94,NRU,10812.889284414861
95,NAM,9041.769860485789
96,MMR,4947.093961393393
97,MOZ,1233.4249959559188
98,MAR,7545.9951171875
99,MNE,18258.976366749986
100,MNG,11666.779701198984
101,MCO,1.0
102,MDA,11848.89952657619
103,MIC,11215.691422442304
104,TMN,10299.45640768429
105,MNA,10241.123490657708
106,MEA,15580.714472277172
107,FSM,3455.7764338706115
108,MEX,18327.99076323964
109,MUS,20219.81008118061
110,MRT,5314.849370171673
111,MHL,5711.071926369878
112,MLT,41012.96849954732
113,MLI,2123.828202163769
114,MDV,13419.3345511644
115,MYS,25830.973590392216
116,MWI,1489.6013808411024
117,MDG,1436.20695047955
118,MAC,55158.712729193634
119,LUX,111751.3147513618
120,LMC,6544.217962522215
121,LIC,1927.798713920057
122,LMY,10261.509335788985
123,LTU,37166.29605678265
124,LIE,1.0
125,LBY,15621.000033071854
126,LBR,1383.8280991000138
127,LSO,2285.082719035516
128,LBN,13791.27029954364
129,LDC,3068.7057805598356
130,LVA,30568.50181563222
131,TLA,14838.5643992645
132,LAC,14300.67284829938
133,LCN,14911.008025523768
134,LTE,17345.036728490453
135,LAO,7763.948881340963
136,KGZ,4726.196558863615
137,KWT,43922.630209562616
138,XKX,10706.513975629761
139,KOR,42396.761944199534
140,PRK,1.0
141,KIR,1897.0619217901406
142,KEN,4497.362975023287
143,KAZ,25361.50799100154
144,JOR,9184.003545664758
145,JPN,39989.57860668175
146,JAM,9208.368569666196
147,ITA,39091.40605501774
148,ISR,39680.66587035705
149,IMN,1.0
150,IRL,91356.85505380198
151,IRQ,8848.118456780128
152,IRN,14432.362714039966
153,IDN,11515.680743615412
154,IND,6172.042386391444
155,IDA,3820.60391179854
156,IDX,3310.2848482920654
157,IDB,4887.913471134012
158,IBT,10592.082860635184
159,ISL,51641.392081009624
160,IBD,13045.436774275935
161,HUN,31232.101080990775
162,HKG,55892.11097470936
163,HND,5028.145108919893
164,HIC,47649.70964135414
165,HPC,2496.835435076706
166,HTI,2970.4628453088812
167,GUY,18430.56974542891
168,GNB,1803.6305907650958
169,GIN,2604.1172340730163
170,GTM,8389.10673604404
171,GUM,1.0
172,GRD,13175.521742100791
173,GRL,1.0
174,GRC,27103.540907337152
175,GIB,1.0
176,GHA,5263.526604015533
177,DEU,51840.32969193581
178,GEO,13966.326335016558
179,GMB,2042.620289351634
180,GAB,13903.288954665359
181,PYF,1.0
182,FRA,42233.1396001127
183,FCS,4358.170656147488
184,FIN,47371.21756987282
185,FJI,10966.925129584664
186,FRO,1.0
187,EUU,41814.820547816424
188,TEC,22650.493979976727
189,ECA,21363.41465752069
190,ECS,33484.22906766759
191,EMU,44001.92562664666
192,ETH,2253.2357883219242
193,SWZ,8290.409444911043
194,EST,35883.26532526099
195,ERI,1.0
196,GNQ,15132.37997421416
197,SLV,8295.627991993553
198,EGY,11989.599251464588
199,ECU,10356.974201715828
200,TEA,14618.55603845962
201,EAP,14458.04724170264
202,EAS,17604.5268718842
203,EAR,8929.724924200014
204,DOM,16768.42610442551
205,DMA,10255.760984412134
206,DJI,4753.887886013397
207,DNK,55518.59710091558
208,CZE,38639.979520260065
209,CYP,39464.53515625
210,CUW,19607.431875924365
211,CUB,1.0
212,HRV,26945.878450492954
213,CIV,5092.163471032511
214,CRI,19778.38653026132
215,COG,3384.6543353217503
216,COD,1044.0712138463073
217,COM,3222.374089295978
218,COL,13358.2980828837
219,CHN,16296.609378967843
220,CHL,22970.5504351843
221,CHI,1.0
222,TCD,1489.186712179657
223,CEB,31638.192871924046
224,CAF,847.7650124205834
225,CYM,67530.69380004944
226,CSS,15014.513551293156
227,CAN,46181.75755457564
228,CMR,3665.5105811133776
229,KHM,4276.184538991781
230,CPV,6228.428610894474
231,BDI,711.355263423169
232,BFA,2093.7336472986876
233,BGR,22479.582939657375
234,BRN,61603.55080361864
235,VGB,1.0
236,BRA,14109.763969044454
237,BWA,13545.218171150938
238,BIH,14587.481736905855
239,BOL,7679.933194498025
240,BTN,10547.051505250716
241,BMU,76117.80474387266
242,BEN,3186.486294415576
243,BLZ,7703.118041043524
244,BEL,48988.23470378974
245,BLR,19239.553142745815
246,BRB,13805.77754108458
247,BGD,5591.373778188141
248,BHR,47994.41429242257
249,BHS,25780.414176445545
250,AZE,13726.76965768852
251,AUT,51988.4158297933
252,AUS,48747.85171451329
253,ABW,33155.243239260184
254,ARM,13357.69706385725
255,ARG,19685.215869505017
256,ARB,13466.48975543655
257,ATG,18787.564379463463
258,AGO,6029.691894953394
259,AND,1.0
260,ASM,1.0
261,DZA,10844.770763706258
262,ALB,13278.369768708613
263,AFW,3957.9338040931802
264,AFE,3455.023118998187
265,AFG,1968.3410015211643
