,Country,t
0,ABW,1.0
1,AFE,0.7954199084002463
2,AFG,0.2234788720070676
3,AFW,0.4631502732983236
4,AGO,0.5927429677790373
5,ALB,1.5445501152457373
6,AND,5.7771479922779925
7,ARB,3.9290777444704865
8,ARE,20.252271680142616
9,ARG,3.4056175404138016
10,ARM,2.404683761951064
11,ASM,1.0
12,ATG,5.121730121730122
13,AUS,14.772657598984754
14,AUT,6.632645737335458
15,AZE,3.39884957289227
16,BDI,0.0583840218352736
17,BEL,7.398130657746813
18,BEN,0.6312048059644757
19,BFA,0.2535331887475069
20,BGD,0.5106475592770943
21,BGR,4.923280379405005
22,BHR,21.97690780652589
23,BHS,6.042251476735117
24,BIH,6.312305874475313
25,BLR,5.842407295900875
26,BLZ,1.741107715213929
27,BMU,1.0
28,BOL,1.5394646956031595
29,BRA,1.942523356314845
30,BRB,3.9048711581692452
31,BRN,21.70581243986643
32,BTN,1.3400543167302261
33,BWA,2.2634631138367
34,CAF,0.04428207268548499
35,CAN,13.599374917877329
36,CEB,5.857205849544673
37,CHE,4.042072814753408
38,CHI,1.0
39,CHL,4.39515106359663
40,CHN,7.756137906597689
41,CIV,0.4063473568903829
42,CMR,0.37478265803135974
43,COD,0.03258478084817874
44,COG,1.2545916697736688
45,COL,1.5522594228207756
46,COM,0.4071121828506784
47,CPV,1.0651517231909928
48,CRI,1.35999554957394
49,CSS,4.402687901087046
50,CUB,2.152769678474728
51,CUW,1.0
52,CYM,1.0
53,CYP,5.47199800894842
54,CZE,8.304017495838886
55,DEU,7.255221028168403
56,DJI,0.39232917123787786
57,DMA,2.261268143621085
58,DNK,4.691237307516337
59,DOM,2.080181721914415
60,DZA,3.718223370307596
61,EAP,5.982246125312638
62,EAR,2.0164081634896114
63,EAS,6.221868863262241
64,ECA,7.062454261105023
65,ECS,6.111740399635723
66,ECU,1.9575753492533086
67,EGY,1.961122572089288
68,EMU,5.461540036952824
69,ERI,0.19865754296841165
70,ESP,4.2795945712140995
71,EST,5.338399815873676
72,ETH,0.15443177159020463
73,EUU,5.506070435897475
74,FCS,0.7752839108790924
75,FIN,6.570145127725746
76,FJI,1.1170962884416062
77,FRA,3.9536824518799136
78,FRO,1.0
79,FSM,0.9589138850730559
80,GAB,2.33327357514897
81,GBR,4.601142250901347
82,GEO,2.7547091961890193
83,GHA,0.6028874531426752
84,GIB,1.0
85,GIN,0.34364615086247013
86,GMB,0.23752959893084485
87,GNB,0.16320836896798735
88,GNQ,2.7257308516217233
89,GRC,4.7671849370183885
90,GRD,2.624067020855066
91,GRL,1.0
92,GTM,1.0004073356481926
93,GUM,1.0
94,GUY,3.472771016630666
95,HIC,8.749912818343304
96,HKG,1.0
97,HND,0.872911171700029
98,HPC,0.2684710529884467
99,HRV,3.8607053917305714
100,HTI,0.28381502424956445
101,HUN,4.591652907047882
102,IBD,4.304291596381249
103,IBT,3.298543878587194
104,IDA,0.5171840069493993
105,IDB,0.7986126843578233
106,IDN,2.0716589622147183
107,IDX,0.3779411636327888
108,IMN,1.0
109,IND,1.5760932319164813
110,INX,1.0
111,IRL,6.768227590182657
112,IRN,7.06335132057733
113,IRQ,3.842177819743993
114,ISL,3.9474653648526594
115,ISR,6.3452160041670735
116,ITA,4.732372770799354
117,JAM,2.0690418077205086
118,JOR,1.919172426489797
119,JPN,8.031495869666802
120,KAZ,11.297743305942856
121,KEN,0.37407921935575456
122,KGZ,1.379975379565039
123,KHM,1.13758365931038
124,KIR,0.449933972782553
125,KNA,4.84866294446077
126,KOR,10.990029581428546
127,KWT,21.16961025069924
128,LAC,2.112544976143294
129,LAO,2.6202834413044025
130,LBN,3.7921935368006947
131,LBR,0.23183892393717725
132,LBY,6.68280547080212
