,Unnamed: 0,D12LPa,D12LYa,D12Ura,D12LWa,date
117,2002(1),1.7532478761641102,2.182409256375184,0.0,3.670136685042813,2002-01-01
118,2002(2),1.7485314341018743,1.979189705943174,0.10000000000000078,2.7315810646963534,2002-02-01
119,2002(3),1.7438403001637681,2.106733158678953,0.20000000000000018,2.424361160999311,2002-03-01
120,2002(4),1.6000341346440905,2.4989826090082268,0.2999999999999996,3.614851411631115,2002-04-01
121,2002(5),1.1944402125151576,2.8318959576226987,0.10000000000000009,3.6039936483196477,2002-05-01
122,2002(6),1.0610179112015672,0.3603290330597808,0.10000000000000078,3.593200922606332,2002-06-01
123,2002(7),1.4657157799973675,1.7633862692504998,0.10000000000000078,3.88688688993728,2002-07-01
124,2002(8),1.3280407667894067,1.8593091756517133,0.20000000000000018,2.9764101906454066,2002-08-01
125,2002(9),1.3245226750020933,2.371349157860525,0.20000000000000018,3.2692361685541904,2002-09-01
126,2002(10),1.5894374344465945,2.2380372199981124,0.10000000000000078,2.6668247082160867,2002-10-01
127,2002(11),1.5894374344465945,2.5558998117763743,0.0,2.6589454189238637,2002-11-01
128,2002(12),1.718482475410088,2.6872434803921763,-0.19999999999999948,2.6589454189238637,2002-12-01
129,2003(1),1.459879942115272,2.6719283668464655,-0.0999999999999994,1.785761740000602,2003-01-01
130,2003(2),1.456015133133004,3.0449970402973925,0.0,2.0741484306816105,2003-02-01
131,2003(3),1.5831465216680662,2.4802590395034407,-0.10000000000000078,4.393092922572617,2003-03-01
132,2003(4),1.5748356968138921,2.601852359815382,-0.19999999999999948,2.6278884463840413,2003-04-01
133,2003(5),1.3106347505300597,2.0777019430286536,-0.20000000000000018,2.6202372394024565,2003-05-01
134,2003(6),1.1803415724884303,4.984300451835644,-0.10000000000000078,2.612630459221954,2003-06-01
135,2003(7),1.3140793561057684,3.7966451446492577,-0.20000000000000018,2.8903746182348478,2003-07-01
136,2003(8),1.3106347505300597,3.4938168878928977,-0.20000000000000018,3.1748698314579826,2003-08-01
137,2003(9),1.3072081567353067,3.6377017273198753,-0.30000000000000093,3.730705241281118,2003-09-01
138,2003(10),1.3055015701643136,3.704325229942551,-0.20000000000000018,4.2925044717033956,2003-10-01
139,2003(11),1.3055015701643136,3.3715024239164393,-0.20000000000000018,4.000533461369926,2003-11-01
140,2003(12),1.3021017302965454,4.103313751499549,-0.20000000000000018,4.000533461369926,2003-12-01
141,2004(1),1.4388737452099676,3.258646788946784,-0.30000000000000027,7.115376025629061,2004-01-01
142,2004(2),1.4351192163090332,3.0983993075017757,-0.40000000000000036,3.1748698314579826,2004-02-01
143,2004(3),1.1711259420901676,3.68067467403419,-0.2999999999999996,3.380603613045352,2004-03-01
144,2004(4),1.0362787035546717,2.7393462165290927,-0.30000000000000027,4.231943187891218,2004-04-01
145,2004(5),1.4221312723075918,2.892992528252769,-0.10000000000000009,4.220035449037596,2004-05-01
146,2004(6),1.5524244503492213,2.60355593916346,-0.2999999999999996,4.208194543431354,2004-06-01
147,2004(7),1.4258180627056305,2.066586828099304,-0.30000000000000027,3.9111130116626036,2004-07-01
148,2004(8),1.4221312723075918,1.891450575823761,-0.3999999999999997,4.173067245647388,2004-08-01
149,2004(9),1.1620531023018188,1.6106329508676964,-0.2999999999999996,3.867885456511111,2004-09-01
150,2004(10),1.2886776276356926,1.5210989008722642,-0.30000000000000027,4.115807249350745,2004-10-01
151,2004(11),1.544432242747451,1.6975089448754588,-0.20000000000000018,4.115807249350745,2004-11-01
152,2004(12),1.667774384178422,0.9741286792611881,-0.10000000000000009,4.384263786417719,2004-12-01
153,2005(1),1.6742181143073687,2.5206042749478463,0.0,4.038233744568576,2005-01-01
154,2005(2),1.6699167757632694,2.06080518875682,-0.10000000000000009,5.257088700933821,2005-02-01
155,2005(3),1.9219041270456927,1.3679205732620048,-0.10000000000000009,4.07111850570141,2005-03-01
156,2005(4),1.914544758443526,3.0008451327339536,0.0,4.589199325665483,2005-04-01
157,2005(5),1.907241537638793,2.770680022725003,-0.10000000000000009,4.576841845558111,2005-05-01
158,2005(6),1.907241537638793,2.864643023808622,-0.10000000000000009,4.301738508369102,2005-06-01
159,2005(7),2.2901764286684667,3.888114861894554,0.0,4.8137635598154205,2005-07-01
160,2005(8),2.2843632919467005,3.776448908468222,0.0,5.047552141026035,2005-08-01
161,2005(9),2.5349899895526384,3.789455526952068,0.2999999999999996,4.762804898925488,2005-09-01
162,2005(10),2.403657782824098,4.11373768025447,0.3999999999999997,4.211148535012743,2005-10-01
163,2005(11),2.1479031677123395,5.076158616013249,0.40000000000000036,4.725288485054602,2005-11-01
164,2005(12),2.139792151755504,5.613115029218374,0.30000000000000027,4.456831947987627,2005-12-01
165,2006(1),2.1479031677123395,4.052667982472524,0.3999999999999997,3.117135490293954,2006-01-01
166,2006(2),2.142489008410564,4.052208516777611,0.5000000000000004,5.505977718302724,2006-02-01
167,2006(3),2.0101179321087237,4.694709092705462,0.5999999999999999,5.686286189454304,2006-03-01
168,2006(4),2.25009492908379,2.9614455870618173,0.7,4.13495598186957,2006-04-01
169,2006(5),2.3647648300674895,3.4038847555225793,0.8000000000000007,4.3765027966759185,2006-05-01
170,2006(6),2.610465199372669,3.1606938146578223,0.8999999999999995,5.379017458613777,2006-06-01
171,2006(7),2.4845998586530804,1.7230070575168455,0.8,4.592643812592367,2006-07-01
172,2006(8),2.6007657812532337,2.214967110394639,0.8,3.8124057841738335,2006-08-01
173,2006(9),2.472313808679516,2.259792877735922,0.4999999999999998,3.8027395589239177,2006-09-01
174,2006(10),2.4692612590372143,1.3361895035571614,0.40000000000000036,4.288172748326513,2006-10-01
175,2006(11),2.712866738825337,0.5942530463224571,0.40000000000000036,4.266644631890237,2006-11-01
176,2006(12),2.8240059574216936,0.4926871791639087,0.3999999999999997,5.4876610225834455,2006-12-01
177,2007(1),2.5911381784501586,1.002482077038458,0.30000000000000093,5.957096024533204,2007-01-01
178,2007(2),2.706192204295732,1.6498485005475239,0.2999999999999996,6.660908013167521,2007-02-01
179,2007(3),2.9413885206293067,1.6632628266021854,0.10000000000000078,4.6634216514363835,2007-03-01
180,2007(4),2.6830877796956365,2.017936191448655,0.0,4.213758444840465,2007-04-01
181,2007(5),2.4302532619032036,1.8145128546960265,-0.10000000000000078,4.674897957407254,2007-05-01
182,2007(6),2.424361160999311,1.7542077079941265,-0.1999999999999988,4.1520005218186995,2007-06-01
183,2007(7),1.9441681614585704,2.527644179217159,-0.20000000000000018,4.629328397084453,2007-07-01
184,2007(8),1.937106575599934,2.711729389394968,-0.20000000000000018,5.104388672944271,2007-08-01
185,2007(9),1.9347640997786186,2.730409487476493,-0.1999999999999988,5.328136661293659,2007-09-01
186,2007(10),2.1713760223783574,2.9784606084295007,-0.20000000000000018,4.348511193973881,2007-10-01
187,2007(11),2.285126491676781,3.2921604550363526,-0.40000000000000036,4.5626160826776285,2007-11-01
188,2007(12),2.2741853836195425,3.130398723929062,-0.2999999999999996,3.3415996919844204,2007-12-01
189,2008(1),2.4068550520519594,3.2194363942325666,-0.30000000000000093,3.317839869731909,2008-01-01
190,2008(2),2.6348829696751785,3.0830545943247856,-0.2999999999999996,3.747511116654678,2008-02-01
191,2008(3),2.504603192608812,1.857431172288937,-0.20000000000000018,4.684697329678844,2008-03-01
192,2008(4),2.9640581286293433,2.442169389992177,-0.2999999999999996,4.740223889458406,2008-04-01
193,2008(5),3.3060862260887447,1.3487410014739076,0.0,4.235927383914184,2008-05-01
194,2008(6),3.645318371157913,0.8696018297165153,0.1999999999999988,3.5256295477733346,2008-06-01
195,2008(7),4.1255113706986535,-0.08126843020761498,0.40000000000000036,3.2789822822991255,2008-07-01
196,2008(8),4.340857449375601,-0.885822767129163,0.5999999999999999,3.034071705267216,2008-08-01
197,2008(9),4.679216150675902,-2.145860829557833,0.7999999999999994,2.5612575856726494,2008-09-01
198,2008(10),4.0917455357520005,-2.7098181496720386,0.9000000000000001,3.2561016049312386,2008-10-01
199,2008(11),3.734389586665454,-4.2239765441091315,1.1999999999999997,2.3202897079663387,2008-11-01
200,2008(12),3.0305349495328926,-4.670135190766178,1.2999999999999998,2.3202897079663387,2008-12-01
201,2009(1),2.9293248589486787,-5.5129544052187285,1.5000000000000007,1.1587615172388155,2009-01-01
202,2009(2),3.0270064302755806,-6.213281033140383,1.899999999999999,-3.747511116654678,2009-02-01
203,2009(3),2.787636952825512,-6.34300817088862,2.0000000000000004,-0.9195467093100262,2009-03-01
204,2009(4),2.1953510215872996,-5.755006061178669,2.400000000000001,1.379332213233564,2009-04-01
205,2009(5),2.069039325744715,-5.761743541627773,2.4,0.6888660995184814,2009-05-01
206,2009(6),1.7172717373744817,-5.281092702931467,2.400000000000001,1.1481182373956678,2009-06-01
207,2009(7),1.603699890981769,-3.79062953267848,2.1999999999999997,0.6888660995184814,2009-07-01
208,2009(8),1.3683223751457696,-4.203166489340671,2.0000000000000004,0.6872879287762146,2009-08-01
209,2009(9),0.9101314246345638,-2.874732703455418,1.9000000000000004,0.9153381986487297,2009-09-01
210,2009(10),1.2521506798041315,-2.0197037667909257,1.7000000000000002,0.4566217979581566,2009-10-01
211,2009(11),1.478139476547824,-1.0997098301620767,1.4,0.9132483563272231,2009-11-01
212,2009(12),2.0455258661401743,-0.5285497346045887,1.1999999999999997,0.9132483563272231,2009-12-01
213,2010(1),2.5086834429735028,-0.6177480271207791,1.1999999999999997,1.145487897476638,2010-01-01
214,2010(2),2.04320388172059,1.0465454025347931,0.9000000000000008,6.244803209792682,2010-02-01
215,2010(3),2.377021933391177,2.8084484331090565,0.5999999999999992,1.8307147444356353,2010-03-01
216,2010(4),2.7059148114005893,1.5185204844328837,0.39999999999999897,0.6825965070399675,2010-04-01
217,2010(5),2.472035992316002,2.8461699196628665,0.10000000000000009,1.3636574949545732,2010-05-01
218,2010(6),2.355689412644413,2.9099913835807456,-0.10000000000000009,0.9090971701251505,2010-06-01
219,2010(7),2.247285585205816,2.576422889183849,-0.10000000000000009,1.3636574949545732,2010-07-01
220,2010(8),2.3504159788216406,3.3473491910986475,-0.10000000000000009,1.5855371789793793,2010-08-01
221,2010(9),2.3504159788216406,3.163199869760991,0.0,1.5819538944892741,2010-09-01
222,2010(10),2.4582243405335547,3.2976982033663838,0.10000000000000009,1.8059181538397695,2010-10-01
223,2010(11),2.5628143572397732,3.124181631977141,0.10000000000000009,1.8018505502678472,2010-11-01
224,2010(12),3.101023674256087,1.7231266843503512,0.20000000000000018,2.024816082994807,2010-12-01
225,2011(1),3.3225647628320587,3.0904797270812523,-0.10000000000000009,4.236977103901385,2011-01-01
226,2011(2),3.6407771776667097,2.219507374143692,-0.20000000000000018,1.5573173462970047,2011-02-01
227,2011(3),3.5168459472664892,2.0084285677634206,-0.20000000000000018,2.6847250036188264,2011-03-01
228,2011(4),3.7122166375723076,1.1301428415667836,-0.20000000000000018,2.242246405583259,2011-04-01
229,2011(5),3.7041271680349652,1.7504823640344114,0.0,2.232235543789862,2011-05-01
230,2011(6),3.593200922606332,1.3988221609369411,0.20000000000000018,3.11829274366886,2011-06-01
231,2011(7),3.8151765964376416,1.3709852406961431,0.40000000000000036,2.892303946925079,2011-07-01
232,2011(8),3.7986118816085934,0.8102163854335487,0.5999999999999992,2.0022915875108183,2011-08-01
233,2011(9),4.435556710156607,0.7940423546068054,0.49999999999999906,1.7778246021284083,2011-09-01
234,2011(10),4.214562145076339,0.07594486905455611,0.5000000000000004,1.993421490081726,2011-10-01
235,2011(11),4.095399900859942,1.2616911078053406,0.6000000000000005,1.9890158479220155,2011-11-01
236,2011(12),3.5354512338121147,2.354881232649486,0.49999999999999906,1.7660503151950557,2011-12-01
237,2012(1),3.110170256558753,1.9229605049543963,0.49999999999999906,-0.21857932199802477,2012-01-01
238,2012(2),3.093580028851317,1.214886504285051,0.39999999999999897,0.8791265411170812,2012-02-01
239,2012(3),2.978943680210744,0.952527801022196,0.40000000000000036,0.8791265411170812,2012-03-01
240,2012(4),2.7485874036094593,1.3953773341309983,0.30000000000000027,1.9759149980462354,2012-04-01
241,2012(5),2.534454559475119,1.5915575491403544,0.10000000000000009,1.5334364000106682,2012-05-01
242,2012(6),2.2211383762714476,0.08201328206682845,0.0,1.3072081567352178,2012-06-01
243,2012(7),2.3256862164267034,1.5833295138583559,-0.30000000000000027,1.5234244571847633,2012-07-01
244,2012(8),2.31589297620296,2.512236899463005,-0.49999999999999906,2.178735418490696,2012-08-01
245,2012(9),1.9906367116802492,1.3085376500709955,-0.49999999999999906,1.7467693040390309,2012-09-01
246,2012(10),2.404715978283445,2.258660876251284,-0.6000000000000005,1.3072081567352178,2012-10-01
247,2012(11),2.3996978311350503,1.2929246149639972,-0.6000000000000005,1.3043663192028987,2012-11-01
248,2012(12),2.392209759141828,0.8818917493886858,-0.49999999999999906,0.8714652102443488,2012-12-01
249,2013(1),2.3996978311350503,0.9874405972178479,-0.2999999999999989,1.0881500187533533,2013-01-01
250,2013(2),2.3872436206481495,2.0094790110878336,-0.39999999999999897,1.0881500187533533,2013-02-01
251,2013(3),2.4845998586530804,1.5849547630583771,-0.30000000000000027,-0.6586192852856776,2013-03-01
252,2013(4),2.166149678117968,2.2656940399721215,-0.30000000000000027,3.6290001405200556,2013-04-01
253,2013(5),2.370023347102723,1.6140709108423579,-0.20000000000000018,1.7241806434506124,2013-05-01
254,2013(6),2.479465861321639,3.3535126049225816,-0.30000000000000027,0.862074304390692,2013-06-01
255,2013(7),2.3749180211663834,1.8819375569008479,-0.20000000000000018,0.6458580039411466,2013-07-01
256,2013(8),2.3651488081960714,1.6675528462330114,-0.30000000000000027,0.4301081899390269,2013-08-01
257,2013(9),2.3578744822936315,2.722908185012418,-0.5000000000000004,0.862074304390692,2013-09-01
258,2013(10),2.045061047129071,2.863414992159985,-0.6999999999999993,0.862074304390692,2013-10-01
259,2013(11),1.838662625043952,2.8272108618020653,-0.6000000000000005,0.6458580039411466,2013-11-01
260,2013(12),1.9339025098868312,2.8260644494747744,-0.6999999999999993,1.5070252920998506,2013-12-01
261,2014(1),1.737396793605317,3.0041842466355106,-1.0999999999999996,1.5037877364540542,2014-01-01
262,2014(2),1.6277063332140962,2.6830718570828083,-1.0999999999999996,2.141409450381637,2014-02-01
263,2014(3),1.5220994010355149,3.4208937037195852,-1.1999999999999997,1.5300844955300263,2014-03-01
264,2014(4),1.6194685919979968,3.1266323223292147,-1.4,-1.691372244206235,2014-04-01
265,2014(5),1.4155949230132414,2.9050783322349893,-1.5,0.2134472528632081,2014-05-01
266,2014(6),1.8200704646845978,2.945280079275836,-1.5,0.8547060578458776,2014-06-01
267,2014(7),1.6194685919979968,2.9233213499958666,-1.7000000000000002,0.4282661792001541,2014-07-01
268,2014(8),1.5128881596300658,2.5882320886612575,-1.6,0.6417134320633622,2014-08-01
269,2014(9),1.3085239548655814,2.7637111572766493,-1.4,1.4909754366287054,2014-09-01
270,2014(10),1.3072081567352178,2.4640394535468957,-1.3000000000000005,1.9129169908995713,2014-10-01
271,2014(11),1.1072080900685677,2.59051375282473,-1.5,1.9129169908995713,2014-11-01
272,2014(12),0.7031671363680658,2.9386309203612626,-1.5000000000000007,2.114243657380932,2014-12-01
273,2015(1),0.5053067851391368,2.5308760869237723,-1.3000000000000005,1.4815085785141235,2015-01-01
274,2015(2),0.4028202828604499,2.3817461865005107,-1.2000000000000004,1.2631746905901409,2015-02-01
275,2015(3),0.3016593539425294,1.9566567790996636,-1.0999999999999996,4.0388060905288015,2015-03-01
276,2015(4),0.30075210639557426,2.6360753754862465,-0.7999999999999994,2.526450165948191,2015-04-01
277,2015(5),0.5007521730622244,2.21611804251145,-0.7,2.7341345604321,2015-05-01
278,2015(6),0.3001503003756234,2.1236963363749695,-0.7000000000000006,2.3134575401656754,2015-06-01
279,2015(7),0.40080213975395296,2.1461824262215323,-0.6000000000000005,3.3616610798985036,2015-07-01
280,2015(8),0.3996009313381954,1.9454038714979305,-0.7,3.1482138270352955,2015-08-01
281,2015(9),0.1998002662672249,2.0657825316516387,-0.7999999999999994,2.0921265160639635,2015-09-01
282,2015(10),0.19960086467154525,2.0884999573847374,-0.8000000000000007,1.8770102681990863,2015-10-01
283,2015(11),0.3996009313381954,1.9933446872689053,-0.6999999999999993,1.8770102681990863,2015-11-01
284,2015(12),0.4992521603121247,2.0998551575212687,-0.5999999999999999,1.8653390591133245,2015-12-01
285,2016(1),0.7031671363680658,1.9660862489491393,-0.4999999999999998,2.694463524345192,2016-01-01
286,2016(2),0.601204215662765,2.0599613995416988,-0.40000000000000036,1.6597891409037224,2016-02-01
287,2016(3),0.800004266707699,1.7197478611261197,-0.5000000000000004,2.0619287202735315,2016-03-01
288,2016(4),0.6982572011130728,1.7582831704308965,-0.6000000000000005,2.8690492462929207,2016-04-01
289,2016(5),0.6968669316093745,1.5671434751088675,-0.5999999999999999,2.2565059992089687,2016-05-01
290,2016(6),0.8950830520085162,1.6016284388499002,-0.5999999999999992,2.4641903936928777,2016-06-01
291,2016(7),0.8959741371471708,1.3035900926900545,-0.39999999999999897,2.4491020008295727,2016-07-01
292,2016(8),0.8933061885475269,1.5964284785933813,-0.4999999999999998,2.045061047129071,2016-08-01
293,2016(9),1.2890609831077704,1.5911937013749267,-0.40000000000000036,2.454110891611805,2016-09-01
294,2016(10),1.2877840176491517,1.2700652239816534,-0.2999999999999996,2.6505119379996778,2016-10-01
295,2016(11),1.4844409148532023,1.4704605878505639,-0.30000000000000027,2.8515170308020643,2016-11-01
296,2016(12),1.7769470511974639,1.711353931762094,-0.30000000000000027,1.8311803642338198,2016-12-01
297,2017(1),1.8840418461913977,1.9549743879912818,-0.40000000000000036,1.6227536621756578,2017-01-01
298,2017(2),2.2717026284232666,1.4233912073914112,-0.4999999999999998,2.6397471851025145,2017-02-01
299,2017(3),2.2649909676883517,1.7517396337311197,-0.4999999999999998,2.2200709980192634,2017-03-01
300,2017(4),2.5516595381823493,1.254778155729941,-0.5000000000000004,1.4042357123038585,2017-04-01
301,2017(5),2.6433257068155136,1.8643524181365834,-0.4999999999999998,2.0080996057049383,2017-05-01
302,2017(6),2.445109586416372,1.8363223218881508,-0.5999999999999999,2.9972273535792127,2017-06-01
303,2017(7),2.544168534585989,1.8246233597938755,-0.7000000000000006,1.6000341346440905,2017-07-01
304,2017(8),2.729214228800725,1.93822921918132,-0.5000000000000004,2.597548640326064,2017-08-01
305,2017(9),2.721256352488499,1.9037177823435059,-0.5999999999999999,2.7890253981832203,2017-09-01
306,2017(10),2.7186140304157114,1.7777584916126798,-0.5000000000000004,2.3857990453893585,2017-10-01
307,2017(11),2.8089013760069115,1.7747757692574417,-0.3999999999999997,2.3810648693718406,2017-11-01
308,2017(12),2.7028672387919173,1.4585593518812168,-0.3999999999999997,3.1748698314579826,2017-12-01
309,2018(1),2.6176967288443542,1.3799211813883439,-0.5000000000000004,2.582069962174227,2018-01-01
310,2018(2),2.412080279684403,1.3124790999198055,-0.3999999999999997,2.76697494192506,2018-02-01
311,2018(3),2.3100160948392734,1.1370357413747811,-0.30000000000000093,2.366974408590483,2018-03-01
312,2018(4),2.2042099868659015,1.221331151407501,-0.2999999999999996,2.5566780972007486,2018-04-01
313,2018(5),2.2923639901937243,1.1634163798418307,-0.40000000000000036,2.5516595381823493,2018-05-01
