,Unnamed: 0,D12LPa,D12LYa,D12Ura,D12LWa,date
314,2018(6),2.2923639901937243,1.3169968469973092,-0.30000000000000093,2.142243558740642,2018-06-01
315,2018(7),2.2923639901937243,1.565170672995908,-0.2999999999999996,3.317377368199814,2018-07-01
316,2018(8),2.3754086008107578,1.481639460654982,-0.20000000000000018,3.1070460473739736,2018-08-01
317,2018(9),2.1812149725016994,1.270021239645125,-0.10000000000000078,2.713344751440072,2018-09-01
318,2018(10),2.1791482859168987,1.6629214582365215,-0.20000000000000018,4.042898999564493,2018-10-01
319,2018(11),2.079470015450813,1.462454608085384,-0.30000000000000027,3.089048701933894,2018-11-01
320,2018(12),1.9802627296179764,1.042092395946348,-0.40000000000000036,3.0771658666753687,2018-12-01
321,2019(1),1.8018505502678472,1.3697620738232885,-0.19999999999999948,3.846628082779624,2019-01-01
322,2019(2),1.7950411123843324,2.0269562636569205,-0.40000000000000036,3.448617607116944,2019-02-01
323,2019(3),1.7916556579000265,2.217577558450845,-0.39999999999999897,2.312241742085419,2019-03-01
324,2019(4),1.9709694811562706,1.564009707950209,-0.3999999999999997,3.622893829645868,2019-04-01
325,2019(5),1.8709619656728016,1.6225451162475757,-0.20000000000000018,3.989132902730219,2019-05-01
326,2019(6),1.8709619656728016,1.452290883375973,-0.19999999999999948,3.9665256392432013,2019-06-01
327,2019(7),1.9635974516859278,1.395091600014986,-0.20000000000000018,3.9515959686279523,2019-07-01
328,2019(8),1.6760168857464564,1.183966281979032,-0.2999999999999996,3.3837814781557896,2019-08-01
329,2019(9),1.6744577273802186,1.1429974634777906,-0.2999999999999996,3.9367782791019046,2019-09-01
330,2019(10),1.488399569923704,1.0807093127719547,-0.19999999999999948,2.4232313387767768,2019-10-01
331,2019(11),1.4856354949515094,0.6864259552976648,-0.19999999999999948,2.9964788701936307,2019-11-01
332,2019(12),1.298719552681149,1.057935424304901,0.0,2.6169717733385056,2019-12-01
333,2020(1),1.769957709940062,0.7550149423813046,0.0,2.9741969198737728,2020-01-01
334,2020(2),1.6713480973740147,0.1050902762901984,0.20000000000000018,2.7856954502966325,2020-02-01
335,2020(3),1.4842573037928908,-7.64925361084714,0.0999999999999994,0.7590169266675773,2020-03-01
336,2020(4),0.925075977215073,-28.844066032639137,0.2999999999999996,-0.9407407101895693,2020-04-01
337,2020(5),0.6466535235746029,-26.46122043298602,0.20000000000000018,-0.935460516722042,2020-05-01
338,2020(6),0.8306462157753991,-17.85816844438317,0.3999999999999997,-1.4925650216675912,2020-06-01
339,2020(7),1.1049836186584727,-12.04219567266227,0.7,-0.18467225931653175,2020-07-01
340,2020(8),0.460618041489802,-9.793070818605187,1.0999999999999996,2.012876743061387,2020-08-01
341,2020(9),0.7352974305258719,-8.760739891692104,1.1999999999999997,2.5409715525368526,2020-09-01
342,2020(10),0.8275909303860018,-5.503299207390455,1.2999999999999998,3.6170308205755397,2020-10-01
343,2020(11),0.5514719858510375,-7.428116696601439,1.5999999999999994,4.685541728150522,2020-11-01
344,2020(12),0.8260717007366303,-6.57750299894353,1.5,5.037035938894974,2020-12-01
345,2021(1),0.919124117554837,-9.255221915793932,1.2999999999999998,4.301738508369102,2021-01-01
346,2021(2),0.7339482488045945,-8.278922280446466,1.0999999999999996,3.7740327982846544,2021-02-01
347,2021(3),1.0077959781350287,1.3878737170667677,1.2000000000000004,4.255961441879563,2021-03-01
348,2021(4),1.6438726343160681,25.151430940953468,1.1000000000000003,8.511922883759215,2021-04-01
349,2021(5),2.185879381249922,23.276035289763364,0.8,8.810726751026632,2021-05-01
350,2021(6),2.36159930713411,15.37636453916118,0.40000000000000036,8.11987771664553,2021-06-01
351,2021(7),1.9946264182379103,9.121641223526034,-0.10000000000000009,7.133147800542972,2021-07-01
352,2021(8),2.987999565627142,7.101469677111538,-0.7,5.635293655113216,2021-08-01
353,2021(9),2.888287414878654,6.811214675998567,-0.9000000000000001,4.896082719570138,2021-09-01
354,2021(10),3.7740327982847433,3.615912771133356,-0.9999999999999996,4.344731975893623,2021-10-01
355,2021(11),4.481036402900518,6.640008204460823,-1.0999999999999996,3.290340110694512,2021-11-01
356,2021(12),4.730913414744453,5.4835354837902806,-1.1999999999999997,5.6280835898589565,2021-12-01
357,2022(1),4.735140909814639,8.701515397178294,-1.1999999999999997,4.9625237286853086,2022-01-01
358,2022(2),5.339346408611867,8.776034148666945,-1.1999999999999997,5.657035148839462,2022-02-01
359,2022(3),6.014190572457068,6.885261267949083,-1.0000000000000002,9.662683568907227,2022-03-01
360,2022(4),7.501335926853425,4.466347456766329,-1.1000000000000003,4.746653723892358,2022-04-01
361,2022(5),7.5458411251593915,4.367463667348481,-0.9000000000000001,4.212922921740336,2022-05-01
362,2022(6),7.852242543752563,2.5010365238022914,-1.0000000000000002,6.05226694281118,2022-06-01
363,2022(7),8.431474614202994,3.1494718097589747,-1.0000000000000002,5.52441712952314,2022-07-01
364,2022(8),8.298902519768259,3.13611706300847,-0.5999999999999999,5.820428985636905,2022-08-01
365,2022(9),8.441310523353529,1.8834386832693895,-0.3999999999999997,5.801129235646663,2022-09-01
366,2022(10),9.17766072230135,2.390016029024178,-0.40000000000000036,6.421959273429412,2022-10-01
367,2022(11),8.96371990672975,1.6216805980295845,-0.30000000000000027,7.228104271311597,2022-11-01
368,2022(12),8.839083776669732,1.5333628165204338,-0.30000000000000027,4.855322541699003,2022-12-01
369,2023(1),8.5264651654688,1.1888571665252812,-0.10000000000000009,6.150805745671395,2023-01-01
370,2023(2),8.787755287747867,0.6845992507989784,0.10000000000000009,6.765864847381486,2023-02-01
371,2023(3),8.471976899736955,0.0978952598984506,-0.10000000000000009,5.7523844138186675,2023-03-01
372,2023(4),7.5247778510060925,0.5876608488985191,0.10000000000000009,7.493544427375376,2023-04-01
373,2023(5),7.559868528866875,-0.4889985294192378,0.30000000000000027,7.775524956593749,2023-05-01
374,2023(6),7.1258629136091045,1.3712261863982,0.5999999999999999,8.891277644880002,2023-06-01
375,2023(7),6.237033072645826,0.3917732728901946,0.6000000000000005,7.979211250871199,2023-07-01
376,2023(8),6.0528026791003775,0.2936859673310366,0.30000000000000027,7.017687679183737,2023-08-01
377,2023(9),6.182634282533339,0.7850874475739289,0.10000000000000009,8.041424771124905,2023-09-01
378,2023(10),4.637373125780275,-0.3917732728901946,0.10000000000000009,5.733560884351263,2023-10-01
379,2023(11),4.082199452025481,-0.19569477869616492,-0.10000000000000009,5.398380799917657,2023-11-01
380,2023(12),4.066236486072583,0.0,0.20000000000000018,5.680729024083586,2023-12-01
381,2024(1),4.082199452025481,0.0,0.30000000000000027,5.348868495098635,2024-01-01
382,2024(2),3.7387532071620377,-0.19512201312616995,,5.308296922231381,2024-02-01
383,2024(3),3.715597688809158,,,,2024-03-01
