,Year,TotalFuel,UKTotOil,UKGas,passthrough,Dp,Date,time
76,1936,139.882,10.382,0.0,0.005873231731989836,0.00024235463067112661,1936.0,1936-01-01
77,1937,145.17199999999997,10.772,0.0,55.71106449024113,0.035466889947105895,1937.0,1937-01-01
78,1938,138.076,11.376,0.0,61.675206513467174,0.04011579418720446,1938.0,1938-01-01
79,1939,143.666,10.666,0.0,63.94578380405487,0.042114139193351385,1939.0,1939-01-01
80,1940,150.974,11.674,0.0,88.00720986417134,0.08566413014492469,1940.0,1940-01-01
81,1941,153.377,13.377,0.0,87.61032964016965,0.08409066391853581,1941.0,1941-01-01
82,1942,151.41,10.71,0.0,82.77297436810385,0.06931689981984679,1942.0,1942-01-01
83,1943,149.843,15.443,0.0,66.36411479065345,0.044418636400424316,1943.0,1943-01-01
84,1944,153.739,20.739,0.0,76.90363772220519,0.05770343278911616,1944.0,1944-01-01
85,1945,143.44,16.04,0.0,45.105926238513504,0.02866514031107137,1945.0,1945-01-01
86,1946,146.70199999999997,14.402,0.0,70.7004468921712,0.049122513572458226,1946.0,1946-01-01
87,1947,143.668,12.768,0.0,84.70035666181595,0.07440497346917874,1947.0,1947-01-01
88,1948,155.87499999999997,17.975,0.0,81.13982310722,0.06559098417337661,1948.0,1948-01-01
89,1949,156.77499999999998,17.475,0.0,45.452199034417085,0.028866147490411054,1949.0,1949-01-01
90,1950,162.95,18.75,0.0,0.3903890565385426,0.0019796945867518456,1950.0,1950-01-01
91,1951,171.7232216,23.59,0.0,88.44657132177049,0.08749536699367955,1951.0,1951-01-01
92,1952,171.5441192,24.077,0.0,84.28951755490301,0.07324736789365827,1952.0,1952-01-01
93,1953,173.6338656,25.448,0.0,51.032911175574334,0.032282936292312714,1953.0,1953-01-01
94,1954,180.46021119999997,27.948,0.0,23.911102045686118,0.017727159385113822,1954.0,1954-01-01
95,1955,184.7130192,30.978,0.0,58.37591221741931,0.0374493665170037,1955.0,1955-01-01
96,1956,186.6524224,31.37,0.0,77.79524038410348,0.05919069993466808,1956.0,1956-01-01
97,1957,185.526916,33.622,0.0,61.42254647239268,0.03990222658223863,1957.0,1957-01-01
98,1958,182.2811032,37.388,0.0,66.81866777540482,0.04487474531696267,1958.0,1958-01-01
99,1959,179.30684639999998,44.214,0.0,23.11689577115793,0.01734000835511096,1959.0,1959-01-01
100,1960,191.590216,50.789,0.0,23.765920947030004,0.017656423821915457,1960.0,1960-01-01
101,1961,191.57885520000002,54.093,0.0,51.16162359932475,0.032366187840787486,1961.0,1961-01-01
102,1962,195.27908799999997,58.475,0.0,49.86029818949961,0.031534544508430074,1962.0,1962-01-01
103,1963,200.749036,61.913,0.0,31.811106060994888,0.021598946156276444,1963.0,1963-01-01
104,1964,203.23848399999997,69.21,0.0,48.056290623267664,0.03041645825637107,1964.0,1964-01-01
105,1965,212.4959325,75.034,0.7735113,62.77045866525728,0.04106140524399504,1965.0,1965-01-01
106,1966,214.05374309999996,82.328,0.7546707,59.324824093903906,0.0381903386690754,1966.0,1966-01-01
107,1967,211.9648067,87.019,1.2696471,43.46987028695226,0.02773027529764671,1967.0,1967-01-01
108,1968,221.0111081,93.357,2.8669113,49.23612536201277,0.031143294523471754,1968.0,1968-01-01
109,1969,230.1574199,101.136,5.5862379,55.24537072261876,0.03513411060115468,1969.0,1969-01-01
110,1970,232.55079819999997,104.133,10.644939,84.95249080305798,0.07513732850332167,1970.0,1970-01-01
111,1971,232.42269539999998,108.582,17.1637866,91.64812241210349,0.10475378544744807,1971.0,1971-01-01
112,1972,228.24297539999995,109.329,24.356709,90.22812531966728,0.09609084725606376,1972.0,1972-01-01
113,1973,241.1724967,113.505,26.352765899999998,85.59326738210451,0.07707917446370072,1973.0,1973-01-01
114,1974,235.5757674,111.734,31.5203238,96.02004185998754,0.15532511839495822,1974.0,1974-01-01
115,1975,217.4927094,90.268,33.027571800000004,98.33039142600649,0.2426814330576521,1975.0,1975-01-01
116,1976,225.18808589999998,93.071,35.0320023,94.97546918431432,0.13748583852765783,1976.0,1976-01-01
117,1977,226.42173789999998,91.059,37.234259099999996,93.04499957390858,0.11566392842370288,1977.0,1977-01-01
118,1978,228.60159529999999,95.342,38.622183299999996,92.8714837482289,0.11414098603692224,1978.0,1978-01-01
119,1979,240.20222490000003,96.606,42.3149409,93.43555076474553,0.11930452827387006,1979.0,1979-01-01
120,1980,220.98718369999997,82.139,42.1893369,96.64298970618154,0.16967147755575285,1980.0,1980-01-01
121,1981,207.52779629999998,71.249,42.7608351,90.23332816262088,0.09611920946982311,1981.0,1981-01-01
122,1982,207.9407267,75.182,42.547308300000005,82.2513281644577,0.06807513793093278,1982.0,1982-01-01
123,1983,208.0371228,71.937,44.3507724,75.19589711180889,0.05505988632351144,1983.0,1983-01-01
124,1984,202.7552193,88.528,45.3754917,73.51345222703927,0.0526830282732047,1984.0,1984-01-01
125,1985,217.5905481,78.48,48.8002941,73.65099629197441,0.05286974475377404,1985.0,1985-01-01
126,1986,223.2028241,77.324,49.6125333,40.209965815896986,0.025932981551224366,1986.0,1986-01-01
127,1987,222.7412307,75.262,50.9544027,70.9955774447921,0.049474741774153674,1987.0,1987-01-01
128,1988,222.688299,78.819,48.535479,79.69114085605028,0.06264151581926702,1988.0,1988-01-01
129,1989,225.09680680000002,82.342,47.4322572,84.70367225569248,0.07441449338476325,1989.0,1989-01-01
130,1990,224.70579130000002,81.421,49.3864461,85.54007964481876,0.07691337603663317,1990.0,1990-01-01
131,1991,232.33747830000001,84.003,53.3492523,82.12251110963102,0.06777629929057305,1991.0,1991-01-01
132,1992,229.63103599999997,84.624,53.0928108,57.7708378236536,0.036986914247505887,1992.0,1992-01-01
133,1993,230.1216811,84.508,60.5044935,40.99679466499393,0.026359498826264094,1993.0,1993-01-01
134,1994,229.39055050000002,85.53,62.302724100000006,9.28135313199111,0.010114801551494246,1994.0,1994-01-01
135,1995,224.13467760000003,79.525,66.42776880000001,37.07302768974393,0.024272282020110225,1995.0,1995-01-01
136,1996,234.06510349999996,81.57,77.3856711,54.30799497140229,0.034475595506322954,1996.0,1996-01-01
137,1997,228.64364060000003,78.416,79.5764142,36.41106105605809,0.02392907320360127,1997.0,1997-01-01
138,1998,237.07116868586,83.024,82.746441,26.397415682964876,0.018938002692054035,1998.0,1998-01-01
139,1999,235.76056760752,82.337,88.098921,38.7994133772256,0.0251787860298176,1999.0,1999-01-01
140,2000,237.94607335576,81.25,91.20753900000001,21.82372243788989,0.01670809443004817,2000.0,2000-01-01
141,2001,241.5410121561,81.446,90.767871,48.4240356790678,0.030641273553561277,2001.0,2001-01-01
142,2002,232.31606645166,77.224,89.580735,8.528483740466253,0.009655904767621237,2002.0,2002-01-01
143,2003,236.46691968477998,78.502,89.82826308,36.97699548621996,0.024222349062096526,2003.0,2003-01-01
144,2004,237.60185382512,81.437,91.78911657,42.35527641308362,0.027106533372424302,2004.0,2004-01-01
145,2005,243.04898684271998,87.176,89.44791471,33.1904011247404,0.022288806732326805,2005.0,2005-01-01
146,2006,237.87883677493997,83.718,84.834213687,46.58817590883706,0.029533787674471235,2006.0,2006-01-01
147,2007,226.8409513136,78.059,85.770462897,30.97177092677519,0.021182131186485265,2007.0,2007-01-01
148,2008,224.16369620114,78.826,88.049273652,52.79800821193703,0.03344480030020858,2008.0,2008-01-01
149,2009,212.48490733078,74.532,82.10133216,33.93380120109628,0.02266347993153328,2009.0,2009-01-01
150,2010,217.5055735805,73.562,88.643558682,21.362001864671587,0.016481804168656744,2010.0,2010-01-01
151,2011,205.81381924396,72.27604503,73.726656741,16.22203900258652,0.013915147926507387,2011.0,2011-01-01
152,2012,209.19514782022,70.21888614,69.208865055,21.5183645685883,0.016558485356871877,2012.0,2012-01-01
153,2013,206.93969342564003,69.02165288,68.693179059,23.70913009587311,0.017628750302939977,2013.0,2013-01-01
154,2014,192.68038252659997,68.83714402,63.049956722999994,21.67365412777732,0.01663459134641876,2014.0,2014-01-01
155,2015,189.96095832458,70.68948102,64.840911786,29.857450769897177,0.020631727335613803,2015.0,2015-01-01
156,2016,187.00582698264,73.21617848,72.60627651300001,13.51613477305975,0.012501401723392647,2016.0,2016-01-01
157,2017,186.79627903666,73.0702211,70.69420395899999,24.564590679366628,0.01804542605743098,2017.0,2017-01-01
158,2018,187.86152330136,72.07521356,70.70942952,28.144796700753428,0.019791100617229773,2018.0,2018-01-01
159,2019,181.69533484948,70.23102462,69.91708589999999,28.49512624971241,0.019962616821413093,2019.0,2019-01-01
160,2020,162.72455172,53.9849557,65.72711142,72.87590659237372,0.05183395765681453,2020.0,2020-01-01
161,2021,165.16216214279999,57.32708768,69.25279275,0.06116037777685879,0.0007822902695711065,2021.0,2021-01-01
162,2022,,,,87.81910015570642,0.0849092109853018,2022.0,2022-01-01
163,2023,,,,60.74720887674615,0.03933941456003254,2023.0,2023-01-01
164,2024,,,,,,,2024-01-01
165,2025,,,,,,,2025-01-01
166,2026,,,,,,,2026-01-01
167,2027,,,,,,,2027-01-01
168,2028,,,,,,,2028-01-01
169,2029,,,,,,,2029-01-01
170,2030,,,,,,,2030-01-01
