pre_tax,tax,earning,amount
65100,22943.75,after_childcare,31673.691999999995
65200,23000.75,before_childcare,43865.434
65200,23000.75,after_childcare,31705.434
65300,23057.75,before_childcare,43897.176
65300,23057.75,after_childcare,31737.176
65400,23114.75,before_childcare,43928.918
65400,23114.75,after_childcare,31768.918
65500,23171.75,before_childcare,43960.66
65500,23171.75,after_childcare,31800.659999999996
65600,23228.75,before_childcare,43992.402
65600,23228.75,after_childcare,31832.402
65700,23285.75,before_childcare,44024.144
65700,23285.75,after_childcare,31864.144
65800,23342.75,before_childcare,44055.886
65800,23342.75,after_childcare,31895.886
65900,23399.75,before_childcare,44087.628
65900,23399.75,after_childcare,31927.627999999997
66000,23456.75,before_childcare,44119.369999999995
66000,23456.75,after_childcare,31959.369999999995
66100,23513.75,before_childcare,44151.112
66100,23513.75,after_childcare,31991.112
66200,23570.75,before_childcare,44182.854
66200,23570.75,after_childcare,32022.854
66300,23627.75,before_childcare,44214.596
66300,23627.75,after_childcare,32054.596
66400,23684.75,before_childcare,44246.338
66400,23684.75,after_childcare,32086.337999999996
66500,23741.75,before_childcare,44278.08
66500,23741.75,after_childcare,32118.08
66600,23798.75,before_childcare,44309.822
66600,23798.75,after_childcare,32149.822
66700,23855.75,before_childcare,44341.564
66700,23855.75,after_childcare,32181.564
66800,23912.75,before_childcare,44373.306
66800,23912.75,after_childcare,32213.305999999997
66900,23969.75,before_childcare,44405.047999999995
66900,23969.75,after_childcare,32245.047999999995
67000,24026.75,before_childcare,44436.79
67000,24026.75,after_childcare,32276.79
67100,24083.75,before_childcare,44468.532
67100,24083.75,after_childcare,32308.532
67200,24140.75,before_childcare,44500.274
67200,24140.75,after_childcare,32340.274
67300,24197.75,before_childcare,44532.016
67300,24197.75,after_childcare,32372.015999999996
67400,24254.75,before_childcare,44563.758
67400,24254.75,after_childcare,32403.758
67500,24311.75,before_childcare,44595.5
67500,24311.75,after_childcare,32435.5
67600,24368.75,before_childcare,44627.242
67600,24368.75,after_childcare,32467.242
67700,24425.75,before_childcare,44658.984
67700,24425.75,after_childcare,32498.983999999997
67800,24482.75,before_childcare,44690.725999999995
67800,24482.75,after_childcare,32530.725999999995
67900,24539.75,before_childcare,44722.468
67900,24539.75,after_childcare,32562.468
68000,24596.75,before_childcare,44754.21
68000,24596.75,after_childcare,32594.21
68100,24653.75,before_childcare,44785.952
68100,24653.75,after_childcare,32625.951999999997
68200,24710.75,before_childcare,44817.694
68200,24710.75,after_childcare,32657.693999999996
68300,24767.75,before_childcare,44849.436
68300,24767.75,after_childcare,32689.436
68400,24824.75,before_childcare,44881.178
68400,24824.75,after_childcare,32721.178
68500,24881.75,before_childcare,44912.92
68500,24881.75,after_childcare,32752.92
68600,24938.75,before_childcare,44944.662
68600,24938.75,after_childcare,32784.662
68700,24995.75,before_childcare,44976.403999999995
68700,24995.75,after_childcare,32816.403999999995
68800,25052.75,before_childcare,45008.146
68800,25052.75,after_childcare,32848.146
68900,25109.75,before_childcare,45039.888
68900,25109.75,after_childcare,32879.888
69000,25166.75,before_childcare,45071.63
69000,25166.75,after_childcare,32911.63
69100,25223.75,before_childcare,45103.372
69100,25223.75,after_childcare,32943.371999999996
69200,25280.75,before_childcare,45135.114
69200,25280.75,after_childcare,32975.114
69300,25337.75,before_childcare,45166.856
69300,25337.75,after_childcare,33006.856
69400,25394.75,before_childcare,45198.598
69400,25394.75,after_childcare,33038.598
69500,25451.75,before_childcare,45230.34
69500,25451.75,after_childcare,33070.34
69600,25508.75,before_childcare,45262.082
69600,25508.75,after_childcare,33102.082
69700,25565.75,before_childcare,45293.824
69700,25565.75,after_childcare,33133.824
69800,25622.75,before_childcare,45325.566
69800,25622.75,after_childcare,33165.566
69900,25679.75,before_childcare,45357.308
69900,25679.75,after_childcare,33197.308
70000,25736.75,before_childcare,45389.05
70000,25736.75,after_childcare,33229.049999999996
70100,25793.75,before_childcare,45420.792
70100,25793.75,after_childcare,33260.792
70200,25850.75,before_childcare,45452.534
70200,25850.75,after_childcare,33292.534
70300,25907.75,before_childcare,45484.276
70300,25907.75,after_childcare,33324.276
70400,25964.75,before_childcare,45516.018
70400,25964.75,after_childcare,33356.018
70500,26021.75,before_childcare,45547.76
70500,26021.75,after_childcare,33387.76
70600,26078.75,before_childcare,45579.502
70600,26078.75,after_childcare,33419.502
70700,26135.75,before_childcare,45611.244
70700,26135.75,after_childcare,33451.244
70800,26192.75,before_childcare,45642.986
70800,26192.75,after_childcare,33482.986
70900,26249.75,before_childcare,45674.728
70900,26249.75,after_childcare,33514.727999999996
71000,26306.75,before_childcare,45706.47
71000,26306.75,after_childcare,33546.47
71100,26363.75,before_childcare,45738.212
71100,26363.75,after_childcare,33578.212
71200,26420.75,before_childcare,45769.954
71200,26420.75,after_childcare,33609.954
71300,26477.75,before_childcare,45801.696
71300,26477.75,after_childcare,33641.695999999996
71400,26534.75,before_childcare,45833.438
71400,26534.75,after_childcare,33673.438
71500,26591.75,before_childcare,45865.18
71500,26591.75,after_childcare,33705.18
71600,26648.75,before_childcare,45896.922
71600,26648.75,after_childcare,33736.922
71700,26705.75,before_childcare,45928.664
71700,26705.75,after_childcare,33768.664
71800,26762.75,before_childcare,45960.405999999995
71800,26762.75,after_childcare,33800.405999999995
71900,26819.75,before_childcare,45992.148
71900,26819.75,after_childcare,33832.148
72000,26876.75,before_childcare,46023.89
72000,26876.75,after_childcare,33863.89
72100,26933.75,before_childcare,46055.632
72100,26933.75,after_childcare,33895.632
72200,26990.75,before_childcare,46087.374
72200,26990.75,after_childcare,33927.373999999996
72300,27047.75,before_childcare,46119.116
72300,27047.75,after_childcare,33959.116
72400,27104.75,before_childcare,46150.858
72400,27104.75,after_childcare,33990.858
72500,27161.75,before_childcare,46182.6
72500,27161.75,after_childcare,34022.6
72600,27218.75,before_childcare,46214.342
72600,27218.75,after_childcare,34054.342
72700,27275.75,before_childcare,46246.083999999995
72700,27275.75,after_childcare,34086.083999999995
72800,27332.75,before_childcare,46277.826
72800,27332.75,after_childcare,34117.826
72900,27389.75,before_childcare,46309.568
72900,27389.75,after_childcare,34149.568
73000,27446.75,before_childcare,46341.31
73000,27446.75,after_childcare,34181.31
73100,27503.75,before_childcare,46373.052
73100,27503.75,after_childcare,34213.051999999996
73200,27560.75,before_childcare,46404.794
73200,27560.75,after_childcare,34244.794
73300,27617.75,before_childcare,46436.536
73300,27617.75,after_childcare,34276.536
73400,27674.75,before_childcare,46468.278
73400,27674.75,after_childcare,34308.278
73500,27731.75,before_childcare,46500.02
73500,27731.75,after_childcare,34340.02
73600,27788.75,before_childcare,46531.762
73600,27788.75,after_childcare,34371.762
73700,27845.75,before_childcare,46563.504
73700,27845.75,after_childcare,34403.504
73800,27902.75,before_childcare,46595.246
73800,27902.75,after_childcare,34435.246
73900,27959.75,before_childcare,46626.988
73900,27959.75,after_childcare,34466.988
74000,28016.75,before_childcare,46658.73
74000,28016.75,after_childcare,34498.729999999996
74100,28073.75,before_childcare,46690.472
74100,28073.75,after_childcare,34530.472
74200,28130.75,before_childcare,46722.214
74200,28130.75,after_childcare,34562.214
74300,28187.75,before_childcare,46753.956
74300,28187.75,after_childcare,34593.956
74400,28244.75,before_childcare,46785.698
74400,28244.75,after_childcare,34625.698
74500,28301.75,before_childcare,46817.44
74500,28301.75,after_childcare,34657.44
74600,28358.75,before_childcare,46849.182
74600,28358.75,after_childcare,34689.182
74700,28415.75,before_childcare,46880.924
74700,28415.75,after_childcare,34720.924
74800,28472.75,before_childcare,46912.666
74800,28472.75,after_childcare,34752.666
74900,28529.75,before_childcare,46944.408
74900,28529.75,after_childcare,34784.407999999996
75000,28586.75,before_childcare,46976.15
75000,28586.75,after_childcare,34816.15
75100,28643.75,before_childcare,47007.892
75100,28643.75,after_childcare,34847.892
75200,28700.75,before_childcare,47039.634
75200,28700.75,after_childcare,34879.634
75300,28757.75,before_childcare,47071.376
75300,28757.75,after_childcare,34911.376
75400,28814.75,before_childcare,47103.118
75400,28814.75,after_childcare,34943.118
75500,28871.75,before_childcare,47134.86
75500,28871.75,after_childcare,34974.86
75600,28928.75,before_childcare,47166.602
75600,28928.75,after_childcare,35006.602
75700,28985.75,before_childcare,47198.344
75700,28985.75,after_childcare,35038.344
75800,29042.75,before_childcare,47230.086
75800,29042.75,after_childcare,35070.085999999996
75900,29099.75,before_childcare,47261.828
75900,29099.75,after_childcare,35101.828
76000,29156.75,before_childcare,47293.57
76000,29156.75,after_childcare,35133.57
76100,29213.75,before_childcare,47325.312
76100,29213.75,after_childcare,35165.312
76200,29270.75,before_childcare,47357.054
76200,29270.75,after_childcare,35197.054
76300,29327.75,before_childcare,47388.796
76300,29327.75,after_childcare,35228.796
76400,29384.75,before_childcare,47420.538
76400,29384.75,after_childcare,35260.538
76500,29441.75,before_childcare,47452.28
76500,29441.75,after_childcare,35292.28
76600,29498.75,before_childcare,47484.022
76600,29498.75,after_childcare,35324.022
76700,29555.75,before_childcare,47515.764
76700,29555.75,after_childcare,35355.763999999996
76800,29612.75,before_childcare,47547.506
76800,29612.75,after_childcare,35387.506
76900,29669.75,before_childcare,47579.248
76900,29669.75,after_childcare,35419.248
77000,29726.75,before_childcare,47610.99
77000,29726.75,after_childcare,35450.99
77100,29783.75,before_childcare,47642.732
77100,29783.75,after_childcare,35482.731999999996
77200,29840.75,before_childcare,47674.474
77200,29840.75,after_childcare,35514.474
77300,29897.75,before_childcare,47706.216
77300,29897.75,after_childcare,35546.216
77400,29954.75,before_childcare,47737.958
77400,29954.75,after_childcare,35577.958
77500,30011.75,before_childcare,47769.7
77500,30011.75,after_childcare,35609.7
77600,30068.75,before_childcare,47801.441999999995
77600,30068.75,after_childcare,35641.441999999995
77700,30125.75,before_childcare,47833.184
77700,30125.75,after_childcare,35673.184
77800,30182.75,before_childcare,47864.926
77800,30182.75,after_childcare,35704.926
77900,30239.75,before_childcare,47896.668
77900,30239.75,after_childcare,35736.668
78000,30296.75,before_childcare,47928.41
78000,30296.75,after_childcare,35768.409999999996
78100,30353.75,before_childcare,47960.152
78100,30353.75,after_childcare,35800.152
78200,30410.75,before_childcare,47991.894
78200,30410.75,after_childcare,35831.894
78300,30467.75,before_childcare,48023.636
78300,30467.75,after_childcare,35863.636
78400,30524.75,before_childcare,48055.378
78400,30524.75,after_childcare,35895.378
78500,30581.75,before_childcare,48087.119999999995
78500,30581.75,after_childcare,35927.119999999995
78600,30638.75,before_childcare,48118.862
78600,30638.75,after_childcare,35958.862
78700,30695.75,before_childcare,48150.604
78700,30695.75,after_childcare,35990.604
78800,30752.75,before_childcare,48182.346
78800,30752.75,after_childcare,36022.346
78900,30809.75,before_childcare,48214.088
78900,30809.75,after_childcare,36054.088
79000,30866.75,before_childcare,48245.83
79000,30866.75,after_childcare,36085.83
79100,30923.75,before_childcare,48277.572
79100,30923.75,after_childcare,36117.572
79200,30980.75,before_childcare,48309.314
79200,30980.75,after_childcare,36149.314
79300,31037.75,before_childcare,48341.056
79300,31037.75,after_childcare,36181.056
79400,31094.75,before_childcare,48372.797999999995
79400,31094.75,after_childcare,36212.797999999995
79500,31151.75,before_childcare,48404.54
79500,31151.75,after_childcare,36244.54
79600,31208.75,before_childcare,48436.282
79600,31208.75,after_childcare,36276.282
79700,31265.75,before_childcare,48468.024
79700,31265.75,after_childcare,36308.024
79800,31322.75,before_childcare,48499.766
79800,31322.75,after_childcare,36339.766
79900,31379.75,before_childcare,48531.508
79900,31379.75,after_childcare,36371.508
80000,31436.75,before_childcare,48563.25
80000,31436.75,after_childcare,36403.25
80100,31493.75,before_childcare,48606.25
80100,31493.75,after_childcare,36446.25
80200,31550.75,before_childcare,48649.25
80200,31550.75,after_childcare,36489.25
80300,31607.75,before_childcare,48692.25
80300,31607.75,after_childcare,36532.25
80400,31664.75,before_childcare,48735.25
80400,31664.75,after_childcare,36575.25
80500,31721.75,before_childcare,48778.25
80500,31721.75,after_childcare,36618.25
80600,31778.75,before_childcare,48821.25
80600,31778.75,after_childcare,36661.25
80700,31835.75,before_childcare,48864.25
80700,31835.75,after_childcare,36704.25
80800,31892.75,before_childcare,48907.25
80800,31892.75,after_childcare,36747.25
80900,31949.75,before_childcare,48950.25
80900,31949.75,after_childcare,36790.25
81000,32006.75,before_childcare,48993.25
81000,32006.75,after_childcare,36833.25
81100,32063.75,before_childcare,49036.25
81100,32063.75,after_childcare,36876.25
81200,32120.75,before_childcare,49079.25
81200,32120.75,after_childcare,36919.25
81300,32177.75,before_childcare,49122.25
81300,32177.75,after_childcare,36962.25
81400,32234.75,before_childcare,49165.25
81400,32234.75,after_childcare,37005.25
81500,32291.75,before_childcare,49208.25
81500,32291.75,after_childcare,37048.25
81600,32348.75,before_childcare,49251.25
81600,32348.75,after_childcare,37091.25
81700,32405.75,before_childcare,49294.25
81700,32405.75,after_childcare,37134.25
81800,32462.75,before_childcare,49337.25
81800,32462.75,after_childcare,37177.25
81900,32519.75,before_childcare,49380.25
81900,32519.75,after_childcare,37220.25
82000,32576.75,before_childcare,49423.25
82000,32576.75,after_childcare,37263.25
82100,32633.75,before_childcare,49466.25
82100,32633.75,after_childcare,37306.25
82200,32690.75,before_childcare,49509.25
82200,32690.75,after_childcare,37349.25
82300,32747.75,before_childcare,49552.25
82300,32747.75,after_childcare,37392.25
82400,32804.75,before_childcare,49595.25
82400,32804.75,after_childcare,37435.25
82500,32861.75,before_childcare,49638.25
82500,32861.75,after_childcare,37478.25
82600,32918.75,before_childcare,49681.25
82600,32918.75,after_childcare,37521.25
82700,32975.75,before_childcare,49724.25
82700,32975.75,after_childcare,37564.25
82800,33032.75,before_childcare,49767.25
82800,33032.75,after_childcare,37607.25
82900,33089.75,before_childcare,49810.25
82900,33089.75,after_childcare,37650.25
83000,33146.75,before_childcare,49853.25
83000,33146.75,after_childcare,37693.25
83100,33203.75,before_childcare,49896.25
83100,33203.75,after_childcare,37736.25
83200,33260.75,before_childcare,49939.25
83200,33260.75,after_childcare,37779.25
83300,33317.75,before_childcare,49982.25
83300,33317.75,after_childcare,37822.25
83400,33374.75,before_childcare,50025.25
83400,33374.75,after_childcare,37865.25
83500,33431.75,before_childcare,50068.25
83500,33431.75,after_childcare,37908.25
83600,33488.75,before_childcare,50111.25
83600,33488.75,after_childcare,37951.25
83700,33545.75,before_childcare,50154.25
83700,33545.75,after_childcare,37994.25
83800,33602.75,before_childcare,50197.25
83800,33602.75,after_childcare,38037.25
83900,33659.75,before_childcare,50240.25
83900,33659.75,after_childcare,38080.25
84000,33716.75,before_childcare,50283.25
84000,33716.75,after_childcare,38123.25
84100,33773.75,before_childcare,50326.25
84100,33773.75,after_childcare,38166.25
84200,33830.75,before_childcare,50369.25
84200,33830.75,after_childcare,38209.25
84300,33887.75,before_childcare,50412.25
84300,33887.75,after_childcare,38252.25
84400,33944.75,before_childcare,50455.25
84400,33944.75,after_childcare,38295.25
84500,34001.75,before_childcare,50498.25
84500,34001.75,after_childcare,38338.25
84600,34058.75,before_childcare,50541.25
84600,34058.75,after_childcare,38381.25
84700,34115.75,before_childcare,50584.25
84700,34115.75,after_childcare,38424.25
84800,34172.75,before_childcare,50627.25
84800,34172.75,after_childcare,38467.25
84900,34229.75,before_childcare,50670.25
84900,34229.75,after_childcare,38510.25
85000,34286.75,before_childcare,50713.25
85000,34286.75,after_childcare,38553.25
85100,34343.75,before_childcare,50756.25
85100,34343.75,after_childcare,38596.25
85200,34400.75,before_childcare,50799.25
85200,34400.75,after_childcare,38639.25
85300,34457.75,before_childcare,50842.25
85300,34457.75,after_childcare,38682.25
85400,34514.75,before_childcare,50885.25
85400,34514.75,after_childcare,38725.25
85500,34571.75,before_childcare,50928.25
85500,34571.75,after_childcare,38768.25
85600,34628.75,before_childcare,50971.25
85600,34628.75,after_childcare,38811.25
85700,34685.75,before_childcare,51014.25
85700,34685.75,after_childcare,38854.25
85800,34742.75,before_childcare,51057.25
85800,34742.75,after_childcare,38897.25
85900,34799.75,before_childcare,51100.25
85900,34799.75,after_childcare,38940.25
86000,34856.75,before_childcare,51143.25
86000,34856.75,after_childcare,38983.25
86100,34913.75,before_childcare,51186.25
86100,34913.75,after_childcare,39026.25
86200,34970.75,before_childcare,51229.25
86200,34970.75,after_childcare,39069.25
86300,35027.75,before_childcare,51272.25
86300,35027.75,after_childcare,39112.25
86400,35084.75,before_childcare,51315.25
86400,35084.75,after_childcare,39155.25
86500,35141.75,before_childcare,51358.25
86500,35141.75,after_childcare,39198.25
86600,35198.75,before_childcare,51401.25
86600,35198.75,after_childcare,39241.25
86700,35255.75,before_childcare,51444.25
86700,35255.75,after_childcare,39284.25
86800,35312.75,before_childcare,51487.25
86800,35312.75,after_childcare,39327.25
86900,35369.75,before_childcare,51530.25
86900,35369.75,after_childcare,39370.25
87000,35426.75,before_childcare,51573.25
87000,35426.75,after_childcare,39413.25
87100,35483.75,before_childcare,51616.25
87100,35483.75,after_childcare,39456.25
87200,35540.75,before_childcare,51659.25
87200,35540.75,after_childcare,39499.25
87300,35597.75,before_childcare,51702.25
87300,35597.75,after_childcare,39542.25
87400,35654.75,before_childcare,51745.25
87400,35654.75,after_childcare,39585.25
87500,35711.75,before_childcare,51788.25
87500,35711.75,after_childcare,39628.25
87600,35768.75,before_childcare,51831.25
87600,35768.75,after_childcare,39671.25
87700,35825.75,before_childcare,51874.25
87700,35825.75,after_childcare,39714.25
87800,35882.75,before_childcare,51917.25
87800,35882.75,after_childcare,39757.25
87900,35939.75,before_childcare,51960.25
87900,35939.75,after_childcare,39800.25
88000,35996.75,before_childcare,52003.25
88000,35996.75,after_childcare,39843.25
88100,36053.75,before_childcare,52046.25
88100,36053.75,after_childcare,39886.25
88200,36110.75,before_childcare,52089.25
88200,36110.75,after_childcare,39929.25
88300,36167.75,before_childcare,52132.25
88300,36167.75,after_childcare,39972.25
88400,36224.75,before_childcare,52175.25
88400,36224.75,after_childcare,40015.25
88500,36281.75,before_childcare,52218.25
88500,36281.75,after_childcare,40058.25
88600,36338.75,before_childcare,52261.25
88600,36338.75,after_childcare,40101.25
88700,36395.75,before_childcare,52304.25
88700,36395.75,after_childcare,40144.25
88800,36452.75,before_childcare,52347.25
88800,36452.75,after_childcare,40187.25
88900,36509.75,before_childcare,52390.25
88900,36509.75,after_childcare,40230.25
89000,36566.75,before_childcare,52433.25
89000,36566.75,after_childcare,40273.25
89100,36623.75,before_childcare,52476.25
89100,36623.75,after_childcare,40316.25
89200,36680.75,before_childcare,52519.25
89200,36680.75,after_childcare,40359.25
89300,36737.75,before_childcare,52562.25
89300,36737.75,after_childcare,40402.25
89400,36794.75,before_childcare,52605.25
89400,36794.75,after_childcare,40445.25
89500,36851.75,before_childcare,52648.25
89500,36851.75,after_childcare,40488.25
89600,36908.75,before_childcare,52691.25
89600,36908.75,after_childcare,40531.25
89700,36965.75,before_childcare,52734.25
89700,36965.75,after_childcare,40574.25
89800,37022.75,before_childcare,52777.25
89800,37022.75,after_childcare,40617.25
89900,37079.75,before_childcare,52820.25
89900,37079.75,after_childcare,40660.25
90000,37136.75,before_childcare,52863.25
90000,37136.75,after_childcare,40703.25
90100,37193.75,before_childcare,52906.25
90100,37193.75,after_childcare,40746.25
90200,37250.75,before_childcare,52949.25
90200,37250.75,after_childcare,40789.25
90300,37307.75,before_childcare,52992.25
90300,37307.75,after_childcare,40832.25
90400,37364.75,before_childcare,53035.25
90400,37364.75,after_childcare,40875.25
90500,37421.75,before_childcare,53078.25
90500,37421.75,after_childcare,40918.25
90600,37478.75,before_childcare,53121.25
90600,37478.75,after_childcare,40961.25
90700,37535.75,before_childcare,53164.25
90700,37535.75,after_childcare,41004.25
90800,37592.75,before_childcare,53207.25
90800,37592.75,after_childcare,41047.25
90900,37649.75,before_childcare,53250.25
90900,37649.75,after_childcare,41090.25
91000,37706.75,before_childcare,53293.25
91000,37706.75,after_childcare,41133.25
91100,37763.75,before_childcare,53336.25
91100,37763.75,after_childcare,41176.25
91200,37820.75,before_childcare,53379.25
91200,37820.75,after_childcare,41219.25
91300,37877.75,before_childcare,53422.25
91300,37877.75,after_childcare,41262.25
91400,37934.75,before_childcare,53465.25
91400,37934.75,after_childcare,41305.25
91500,37991.75,before_childcare,53508.25
91500,37991.75,after_childcare,41348.25
91600,38048.75,before_childcare,53551.25
91600,38048.75,after_childcare,41391.25
91700,38105.75,before_childcare,53594.25
91700,38105.75,after_childcare,41434.25
91800,38162.75,before_childcare,53637.25
91800,38162.75,after_childcare,41477.25
91900,38219.75,before_childcare,53680.25
91900,38219.75,after_childcare,41520.25
92000,38276.75,before_childcare,53723.25
92000,38276.75,after_childcare,41563.25
92100,38333.75,before_childcare,53766.25
92100,38333.75,after_childcare,41606.25
92200,38390.75,before_childcare,53809.25
92200,38390.75,after_childcare,41649.25
92300,38447.75,before_childcare,53852.25
92300,38447.75,after_childcare,41692.25
92400,38504.75,before_childcare,53895.25
92400,38504.75,after_childcare,41735.25
92500,38561.75,before_childcare,53938.25
92500,38561.75,after_childcare,41778.25
92600,38618.75,before_childcare,53981.25
92600,38618.75,after_childcare,41821.25
92700,38675.75,before_childcare,54024.25
92700,38675.75,after_childcare,41864.25
92800,38732.75,before_childcare,54067.25
92800,38732.75,after_childcare,41907.25
92900,38789.75,before_childcare,54110.25
92900,38789.75,after_childcare,41950.25
93000,38846.75,before_childcare,54153.25
93000,38846.75,after_childcare,41993.25
93100,38903.75,before_childcare,54196.25
93100,38903.75,after_childcare,42036.25
93200,38960.75,before_childcare,54239.25
93200,38960.75,after_childcare,42079.25
93300,39017.75,before_childcare,54282.25
93300,39017.75,after_childcare,42122.25
93400,39074.75,before_childcare,54325.25
93400,39074.75,after_childcare,42165.25
93500,39131.75,before_childcare,54368.25
93500,39131.75,after_childcare,42208.25
93600,39188.75,before_childcare,54411.25
93600,39188.75,after_childcare,42251.25
93700,39245.75,before_childcare,54454.25
93700,39245.75,after_childcare,42294.25
93800,39302.75,before_childcare,54497.25
93800,39302.75,after_childcare,42337.25
93900,39359.75,before_childcare,54540.25
93900,39359.75,after_childcare,42380.25
94000,39416.75,before_childcare,54583.25
94000,39416.75,after_childcare,42423.25
94100,39473.75,before_childcare,54626.25
94100,39473.75,after_childcare,42466.25
94200,39530.75,before_childcare,54669.25
94200,39530.75,after_childcare,42509.25
94300,39587.75,before_childcare,54712.25
94300,39587.75,after_childcare,42552.25
94400,39644.75,before_childcare,54755.25
94400,39644.75,after_childcare,42595.25
94500,39701.75,before_childcare,54798.25
94500,39701.75,after_childcare,42638.25
94600,39758.75,before_childcare,54841.25
94600,39758.75,after_childcare,42681.25
94700,39815.75,before_childcare,54884.25
94700,39815.75,after_childcare,42724.25
94800,39872.75,before_childcare,54927.25
94800,39872.75,after_childcare,42767.25
94900,39929.75,before_childcare,54970.25
94900,39929.75,after_childcare,42810.25
95000,39986.75,before_childcare,55013.25
95000,39986.75,after_childcare,42853.25
95100,40043.75,before_childcare,55056.25
95100,40043.75,after_childcare,42896.25
95200,40100.75,before_childcare,55099.25
95200,40100.75,after_childcare,42939.25
95300,40157.75,before_childcare,55142.25
95300,40157.75,after_childcare,42982.25
95400,40214.75,before_childcare,55185.25
95400,40214.75,after_childcare,43025.25
95500,40271.75,before_childcare,55228.25
95500,40271.75,after_childcare,43068.25
95600,40328.75,before_childcare,55271.25
95600,40328.75,after_childcare,43111.25
95700,40385.75,before_childcare,55314.25
95700,40385.75,after_childcare,43154.25
95800,40442.75,before_childcare,55357.25
95800,40442.75,after_childcare,43197.25
95900,40499.75,before_childcare,55400.25
95900,40499.75,after_childcare,43240.25
96000,40556.75,before_childcare,55443.25
96000,40556.75,after_childcare,43283.25
96100,40613.75,before_childcare,55486.25
96100,40613.75,after_childcare,43326.25
96200,40670.75,before_childcare,55529.25
96200,40670.75,after_childcare,43369.25
96300,40727.75,before_childcare,55572.25
96300,40727.75,after_childcare,43412.25
96400,40784.75,before_childcare,55615.25
96400,40784.75,after_childcare,43455.25
96500,40841.75,before_childcare,55658.25
96500,40841.75,after_childcare,43498.25
96600,40898.75,before_childcare,55701.25
96600,40898.75,after_childcare,43541.25
96700,40955.75,before_childcare,55744.25
96700,40955.75,after_childcare,43584.25
96800,41012.75,before_childcare,55787.25
96800,41012.75,after_childcare,43627.25
96900,41069.75,before_childcare,55830.25
96900,41069.75,after_childcare,43670.25
97000,41126.75,before_childcare,55873.25
97000,41126.75,after_childcare,43713.25
97100,41183.75,before_childcare,55916.25
97100,41183.75,after_childcare,43756.25
97200,41240.75,before_childcare,55959.25
97200,41240.75,after_childcare,43799.25
97300,41297.75,before_childcare,56002.25
97300,41297.75,after_childcare,43842.25
97400,41354.75,before_childcare,56045.25
97400,41354.75,after_childcare,43885.25
97500,41411.75,before_childcare,56088.25
97500,41411.75,after_childcare,43928.25
97600,41468.75,before_childcare,56131.25
97600,41468.75,after_childcare,43971.25
97700,41525.75,before_childcare,56174.25
97700,41525.75,after_childcare,44014.25
97800,41582.75,before_childcare,56217.25
97800,41582.75,after_childcare,44057.25
97900,41639.75,before_childcare,56260.25
97900,41639.75,after_childcare,44100.25
98000,41696.75,before_childcare,56303.25
98000,41696.75,after_childcare,44143.25
98100,41753.75,before_childcare,56346.25
98100,41753.75,after_childcare,44186.25
98200,41810.75,before_childcare,56389.25
98200,41810.75,after_childcare,44229.25
98300,41867.75,before_childcare,56432.25
98300,41867.75,after_childcare,44272.25
98400,41924.75,before_childcare,56475.25
98400,41924.75,after_childcare,44315.25
98500,41981.75,before_childcare,56518.25
98500,41981.75,after_childcare,44358.25
98600,42038.75,before_childcare,56561.25
98600,42038.75,after_childcare,44401.25
98700,42095.75,before_childcare,56604.25
98700,42095.75,after_childcare,44444.25
98800,42152.75,before_childcare,56647.25
98800,42152.75,after_childcare,44487.25
98900,42209.75,before_childcare,56690.25
98900,42209.75,after_childcare,44530.25
99000,42266.75,before_childcare,56733.25
99000,42266.75,after_childcare,44573.25
99100,42323.75,before_childcare,56776.25
99100,42323.75,after_childcare,44616.25
99200,42380.75,before_childcare,56819.25
99200,42380.75,after_childcare,44659.25
99300,42437.75,before_childcare,56862.25
99300,42437.75,after_childcare,44702.25
99400,42494.75,before_childcare,56905.25
99400,42494.75,after_childcare,44745.25
99500,42551.75,before_childcare,56948.25
99500,42551.75,after_childcare,44788.25
99600,42608.75,before_childcare,56991.25
99600,42608.75,after_childcare,44831.25
99700,42665.75,before_childcare,57034.25
99700,42665.75,after_childcare,44874.25
99800,42722.75,before_childcare,57077.25
99800,42722.75,after_childcare,44917.25
99900,42779.75,before_childcare,57120.25
99900,42779.75,after_childcare,44960.25
100000,42836.75,before_childcare,57163.25
100000,42836.75,after_childcare,45003.25
100100,42913.75,before_childcare,57186.25
100100,42913.75,after_childcare,24786.25
100200,42990.75,before_childcare,57209.25
100200,42990.75,after_childcare,24809.25
100300,43067.75,before_childcare,57232.25
100300,43067.75,after_childcare,24832.25
100400,43144.75,before_childcare,57255.25
100400,43144.75,after_childcare,24855.25
100500,43221.75,before_childcare,57278.25
100500,43221.75,after_childcare,24878.25
100600,43298.75,before_childcare,57301.25
100600,43298.75,after_childcare,24901.25
100700,43375.75,before_childcare,57324.25
100700,43375.75,after_childcare,24924.25
100800,43452.75,before_childcare,57347.25
100800,43452.75,after_childcare,24947.25
100900,43529.75,before_childcare,57370.25
100900,43529.75,after_childcare,24970.25
101000,43606.75,before_childcare,57393.25
101000,43606.75,after_childcare,24993.25
101100,43683.75,before_childcare,57416.25
101100,43683.75,after_childcare,25016.25
101200,43760.75,before_childcare,57439.25
101200,43760.75,after_childcare,25039.25
101300,43837.75,before_childcare,57462.25
101300,43837.75,after_childcare,25062.25
101400,43914.75,before_childcare,57485.25
101400,43914.75,after_childcare,25085.25
101500,43991.75,before_childcare,57508.25
101500,43991.75,after_childcare,25108.25
